,CNNE US Equity
2020-03-26,48.8906
2020-03-27,46.9928
2020-03-28,46.9928
2020-03-29,46.9928
2020-03-30,47.3163
2020-03-31,48.3081
2020-04-01,45.8337
2020-04-02,43.9108
2020-04-03,41.3338
2020-04-04,41.3338
2020-04-05,41.3338
2020-04-06,45.684
2020-04-07,46.7207
2020-04-08,47.1405
2020-04-09,49.5606
2020-04-10,49.5606
2020-04-11,49.5606
2020-04-12,49.5606
2020-04-13,47.5386
2020-04-14,47.3012
2020-04-15,46.6008
2020-04-16,46.3788
2020-04-17,47.2625
2020-04-18,47.2625
2020-04-19,47.2625
2020-04-20,46.5276
2020-04-21,45.8141
2020-04-22,45.226
2020-04-23,45.6733
2020-04-24,46.1138
2020-04-25,46.1138
2020-04-26,46.1138
2020-04-27,47.3647
2020-04-28,47.1649
2020-04-29,50.6681
2020-04-30,48.1891
2020-05-01,46.9553
2020-05-02,46.9553
2020-05-03,46.9553
2020-05-04,46.9997
2020-05-05,48.0623
2020-05-06,47.425
2020-05-07,49.8477
2020-05-08,51.0152
2020-05-09,51.0152
2020-05-10,51.0152
2020-05-11,49.4423
2020-05-12,49.2076
2020-05-13,48.1438
2020-05-14,48.9056
2020-05-15,51.2663
2020-05-16,51.2663
2020-05-17,51.2663
2020-05-18,53.0837
2020-05-19,52.9191
2020-05-20,54.0973
2020-05-21,53.5943
2020-05-22,53.329
2020-05-23,53.329
2020-05-24,53.329
2020-05-25,53.329
2020-05-26,52.5045
2020-05-27,55.5203
2020-05-28,55.0935
2020-05-29,56.1547
2020-05-30,56.1547
2020-05-31,56.1547
2020-06-01,55.2858
2020-06-02,55.0899
2020-06-03,54.53
2020-06-04,53.8028
2020-06-05,55.8824
2020-06-06,55.8824
2020-06-07,55.8824
2020-06-08,57.1005
2020-06-09,56.6474
2020-06-10,60.5345
2020-06-11,54.678
2020-06-12,54.7558
2020-06-13,54.7558
2020-06-14,54.7558
2020-06-15,55.5453
2020-06-16,55.4252
2020-06-17,55.6237
2020-06-18,54.9489
2020-06-19,56.5671
2020-06-20,56.5671
2020-06-21,56.5671
2020-06-22,58.7915
2020-06-23,59.4607
2020-06-24,57.6804
2020-06-25,58.526
2020-06-26,57.1627
2020-06-27,57.1627
2020-06-28,57.1627
2020-06-29,60.0507
2020-06-30,60.2049
2020-07-01,59.6098
2020-07-02,58.7687
2020-07-03,58.7687
2020-07-04,58.7687
2020-07-05,58.7687
2020-07-06,58.8545
2020-07-07,57.3723
2020-07-08,59.1971
2020-07-09,56.2697
2020-07-10,57.3692
2020-07-11,57.3692
2020-07-12,57.3692
2020-07-13,55.4312
2020-07-14,57.4096
2020-07-15,58.3226
2020-07-16,57.105
2020-07-17,56.713
2020-07-18,56.713
2020-07-19,56.713
2020-07-20,54.2569
2020-07-21,56.2183
2020-07-22,55.8058
2020-07-23,51.8896
2020-07-24,49.3661
2020-07-25,49.3661
2020-07-26,49.3661
2020-07-27,49.5793
2020-07-28,49.1937
2020-07-29,51.2633
2020-07-30,51.3496
2020-07-31,49.7764
2020-08-01,49.7764
2020-08-02,49.7764
2020-08-03,50.8598
2020-08-04,50.8827
2020-08-05,51.9454
2020-08-06,49.7893
2020-08-07,50.3877
2020-08-08,50.3877
2020-08-09,50.3877
2020-08-10,50.6069
2020-08-11,50.7819
2020-08-12,50.4386
2020-08-13,50.9922
2020-08-14,49.0749
2020-08-15,49.0749
2020-08-16,49.0749
2020-08-17,47.792
2020-08-18,47.1672
2020-08-19,48.4738
2020-08-20,49.4226
2020-08-21,47.9286
2020-08-22,47.9286
2020-08-23,47.9286
2020-08-24,48.3473
2020-08-25,48.984
2020-08-26,50.4287
2020-08-27,53.1994
2020-08-28,52.947
2020-08-29,52.947
2020-08-30,52.947
2020-08-31,49.8278
2020-09-01,51.8143
2020-09-02,51.5085
2020-09-03,46.358
2020-09-04,44.1498
2020-09-05,44.1498
2020-09-06,44.1498
2020-09-07,44.1498
2020-09-08,45.6709
2020-09-09,47.619
2020-09-10,46.166
2020-09-11,44.5102
2020-09-12,44.5102
2020-09-13,44.5102
2020-09-14,47.6309
2020-09-15,47.8313
2020-09-16,50.1167
2020-09-17,49.8656
2020-09-18,46.5421
2020-09-19,46.5421
2020-09-20,46.5421
2020-09-21,43.5855
2020-09-22,44.3055
2020-09-23,42.64
2020-09-24,43.8396
2020-09-25,44.7288
2020-09-26,44.7288
2020-09-27,44.7288
2020-09-28,46.9461
2020-09-29,47.5055
2020-09-30,50.8092
2020-10-01,52.8555
2020-10-02,51.7142
2020-10-03,51.7142
2020-10-04,51.7142
2020-10-05,54.6992
2020-10-06,54.0837
2020-10-07,53.7855
2020-10-08,56.4667
2020-10-09,58.4082
2020-10-10,58.4082
2020-10-11,58.4082
2020-10-12,58.7706
2020-10-13,55.9052
2020-10-14,55.2923
2020-10-15,56.5729
2020-10-16,56.2523
2020-10-17,56.2523
2020-10-18,56.2523
2020-10-19,54.372
2020-10-20,54.0552
2020-10-21,53.0637
2020-10-22,54.9393
2020-10-23,55.2386
2020-10-24,55.2386
2020-10-25,55.2386
2020-10-26,54.8276
2020-10-27,54.0647
2020-10-28,49.0282
2020-10-29,49.0282
2020-10-30,46.658
2020-10-31,46.658
2020-11-01,46.658
2020-11-02,45.5198
2020-11-03,48.6616
2020-11-04,54.6572
2020-11-05,54.7589
2020-11-06,53.9146
2020-11-07,53.9146
2020-11-08,53.9146
2020-11-09,55.9446
2020-11-10,59.3193
2020-11-11,55.7713
2020-11-12,52.4679
2020-11-13,52.5681
2020-11-14,52.5681
2020-11-15,52.5681
2020-11-16,54.0465
2020-11-17,54.7878
2020-11-18,52.9898
2020-11-19,53.6857
2020-11-20,52.6993
2020-11-21,52.6993
2020-11-22,52.6993
2020-11-23,53.0777
2020-11-24,52.7039
2020-11-25,55.8157
2020-11-26,55.8157
2020-11-27,54.9453
2020-11-28,54.9453
2020-11-29,54.9453
2020-11-30,51.4988
2020-12-01,54.18
2020-12-02,55.5394
2020-12-03,56.9345
2020-12-04,58.676
2020-12-05,58.676
2020-12-06,58.676
2020-12-07,58.8852
2020-12-08,58.2749
2020-12-09,55.9743
2020-12-10,58.1067
2020-12-11,58.4936
2020-12-12,58.4936
2020-12-13,58.4936
2020-12-14,60.6775
2020-12-15,60.0102
2020-12-16,60.6464
2020-12-17,61.4224
2020-12-18,57.9816
2020-12-19,57.9816
2020-12-20,57.9816
2020-12-21,57.8768
2020-12-22,61.6969
2020-12-23,59.6339
2020-12-24,58.7725
2020-12-25,58.7725
2020-12-26,58.7725
2020-12-27,58.7725
2020-12-28,60.9436
2020-12-29,60.0293
2020-12-30,59.1467
2020-12-31,59.6863
2021-01-01,59.6863
2021-01-02,59.6863
2021-01-03,59.6863
2021-01-04,55.7075
2021-01-05,53.525
2021-01-06,55.8161
2021-01-07,60.7817
2021-01-08,61.0542
2021-01-09,61.0542
2021-01-10,61.0542
2021-01-11,58.2213
2021-01-12,56.7358
2021-01-13,53.6389
2021-01-14,52.7036
2021-01-15,52.3886
2021-01-16,52.3886
2021-01-17,52.3886
2021-01-18,52.3886
2021-01-19,51.0681
2021-01-20,49.8254
2021-01-21,50.948
2021-01-22,49.1013
2021-01-23,49.1013
2021-01-24,49.1013
2021-01-25,50.3891
2021-01-26,48.5535
2021-01-27,44.6212
2021-01-28,44.9248
2021-01-29,40.3692
2021-01-30,40.3692
2021-01-31,40.3692
2021-02-01,43.27
2021-02-02,47.618
2021-02-03,46.5342
2021-02-04,48.8163
2021-02-05,49.1443
2021-02-06,49.1443
2021-02-07,49.1443
2021-02-08,48.331
2021-02-09,47.0139
2021-02-10,44.1122
2021-02-11,42.3524
2021-02-12,42.5548
2021-02-13,42.5548
2021-02-14,42.5548
2021-02-15,42.5548
2021-02-16,43.8369
2021-02-17,44.2755
2021-02-18,43.6177
2021-02-19,44.9473
2021-02-20,44.9473
2021-02-21,44.9473
2021-02-22,42.7885
2021-02-23,45.5531
2021-02-24,47.8248
2021-02-25,45.9634
2021-02-26,42.1659
2021-02-27,42.1659
2021-02-28,42.1659
2021-03-01,49.503
2021-03-02,51.0157
2021-03-03,48.5594
2021-03-04,45.7858
2021-03-05,45.2706
2021-03-06,45.2706
2021-03-07,45.2706
2021-03-08,46.7487
2021-03-09,48.105
2021-03-10,47.2254
2021-03-11,47.8984
2021-03-12,48.0209
2021-03-13,48.0209
2021-03-14,48.0209
2021-03-15,52.837
2021-03-16,52.0062
2021-03-17,52.2724
2021-03-18,49.081
2021-03-19,48.809
2021-03-20,48.809
2021-03-21,48.809
2021-03-22,48.4847
2021-03-23,48.1538
2021-03-24,46.7851
2021-03-25,48.4321
2021-03-26,48.9253
2021-03-27,48.9253
2021-03-28,48.9253
2021-03-29,48.025
2021-03-30,48.2167
2021-03-31,48.8852
2021-04-01,49.1962
2021-04-02,49.1962
2021-04-03,49.1962
2021-04-04,49.1962
2021-04-05,51.3666
2021-04-06,51.8846
2021-04-07,52.2996
2021-04-08,53.3537
2021-04-09,52.3769
2021-04-10,52.3769
2021-04-11,52.3769
2021-04-12,53.2901
2021-04-13,53.1912
2021-04-14,52.8193
2021-04-15,55.6482
2021-04-16,54.8416
2021-04-17,54.8416
2021-04-18,54.8416
2021-04-19,53.9276
2021-04-20,51.3076
2021-04-21,51.466
2021-04-22,49.3727
2021-04-23,50.0729
2021-04-24,50.0729
2021-04-25,50.0729
2021-04-26,50.2762
2021-04-27,49.5116
2021-04-28,47.4419
2021-04-29,49.2063
2021-04-30,47.6528
2021-05-01,47.6528
2021-05-02,47.6528
2021-05-03,49.7232
2021-05-04,44.6518
2021-05-05,43.2351
2021-05-06,42.6749
2021-05-07,43.0944
2021-05-08,43.0944
2021-05-09,43.0944
2021-05-10,39.959
2021-05-11,37.7413
2021-05-12,36.5849
2021-05-13,35.4387
2021-05-14,40.1342
2021-05-15,40.1342
2021-05-16,40.1342
2021-05-17,42.1487
2021-05-18,40.8782
2021-05-19,42.035
2021-05-20,42.9729
2021-05-21,42.2922
2021-05-22,42.2922
2021-05-23,42.2922
2021-05-24,42.1816
2021-05-25,38.7009
2021-05-26,40.6069
2021-05-27,41.8416
2021-05-28,41.1181
2021-05-29,41.1181
2021-05-30,41.1181
2021-05-31,41.1181
2021-06-01,39.9792
2021-06-02,39.247
2021-06-03,38.3897
2021-06-04,38.8087
2021-06-05,38.8087
2021-06-06,38.8087
2021-06-07,39.1512
2021-06-08,39.283
2021-06-09,38.5911
2021-06-10,39.0078
2021-06-11,39.433
2021-06-12,39.433
2021-06-13,39.433
2021-06-14,38.9956
2021-06-15,36.8222
2021-06-16,35.4593
2021-06-17,35.7157
2021-06-18,33.8779
2021-06-19,33.8779
2021-06-20,33.8779
2021-06-21,35.9944
2021-06-22,39.65
2021-06-23,39.1869
2021-06-24,40.293
2021-06-25,42.3674
2021-06-26,42.3674
2021-06-27,42.3674
2021-06-28,41.6529
2021-06-29,41.0392
2021-06-30,39.7273
2021-07-01,42.1316
2021-07-02,45.5265
2021-07-03,45.5265
2021-07-04,45.5265
2021-07-05,45.5265
2021-07-06,42.0758
2021-07-07,40.8896
2021-07-08,38.013
2021-07-09,38.8474
2021-07-10,38.8474
2021-07-11,38.8474
2021-07-12,39.3635
2021-07-13,37.7747
2021-07-14,34.9905
2021-07-15,34.1149
2021-07-16,33.8827
2021-07-17,33.8827
2021-07-18,33.8827
2021-07-19,30.6461
2021-07-20,32.9527
2021-07-21,38.4082
2021-07-22,39.8314
2021-07-23,40.4178
2021-07-24,40.4178
2021-07-25,40.4178
2021-07-26,42.4487
2021-07-27,42.6138
2021-07-28,45.2939
2021-07-29,45.1287
2021-07-30,45.8236
2021-07-31,45.8236
2021-08-01,45.8236
2021-08-02,48.1032
2021-08-03,44.4069
2021-08-04,43.3324
2021-08-05,43.6642
2021-08-06,48.5704
2021-08-07,48.5704
2021-08-08,48.5704
2021-08-09,47.4507
2021-08-10,45.6053
2021-08-11,49.2173
2021-08-12,49.0471
2021-08-13,50.1176
2021-08-14,50.1176
2021-08-15,50.1176
2021-08-16,46.5122
2021-08-17,44.5597
2021-08-18,41.5523
2021-08-19,38.5293
2021-08-20,40.1702
2021-08-21,40.1702
2021-08-22,40.1702
2021-08-23,42.8143
2021-08-24,44.7102
2021-08-25,44.5404
2021-08-26,42.7766
2021-08-27,44.4736
2021-08-28,44.4736
2021-08-29,44.4736
2021-08-30,44.6542
2021-08-31,45.5701
2021-09-01,48.6635
2021-09-02,48.8003
2021-09-03,47.6828
2021-09-04,47.6828
2021-09-05,47.6828
2021-09-06,47.6828
2021-09-07,47.4185
2021-09-08,46.8477
2021-09-09,45.0333
2021-09-10,44.4185
2021-09-11,44.4185
2021-09-12,44.4185
2021-09-13,44.9504
2021-09-14,45.1176
2021-09-15,44.5577
2021-09-16,45.2605
2021-09-17,44.6746
2021-09-18,44.6746
2021-09-19,44.6746
2021-09-20,42.3363
2021-09-21,41.9918
2021-09-22,43.9726
2021-09-23,47.0879
2021-09-24,45.955
2021-09-25,45.955
2021-09-26,45.955
2021-09-27,47.9832
2021-09-28,45.1139
2021-09-29,43.7774
2021-09-30,44.7137
2021-10-01,47.1006
2021-10-02,47.1006
2021-10-03,47.1006
2021-10-04,44.3289
2021-10-05,45.0672
2021-10-06,45.0672
2021-10-07,46.3657
2021-10-08,45.4085
2021-10-09,45.4085
2021-10-10,45.4085
2021-10-11,44.0902
2021-10-12,43.0918
2021-10-13,45.0005
2021-10-14,47.5482
2021-10-15,48.6038
2021-10-16,48.6038
2021-10-17,48.6038
2021-10-18,48.958
2021-10-19,51.7933
2021-10-20,52.8202
2021-10-21,55.0019
2021-10-22,55.3899
2021-10-23,55.3899
2021-10-24,55.3899
2021-10-25,57.5121
2021-10-26,57.2605
2021-10-27,54.1251
2021-10-28,57.1231
2021-10-29,57.559
2021-10-30,57.559
2021-10-31,57.559
2021-11-01,58.29
2021-11-02,58.4381
2021-11-03,59.7681
2021-11-04,62.6531
2021-11-05,63.2694
2021-11-06,63.2694
2021-11-07,63.2694
2021-11-08,63.0428
2021-11-09,63.5824
2021-11-10,57.6007
2021-11-11,49.8781
2021-11-12,51.2309
2021-11-13,51.2309
2021-11-14,51.2309
2021-11-15,52.1471
2021-11-16,52.6455
2021-11-17,53.9064
2021-11-18,53.1085
2021-11-19,50.4477
2021-11-20,50.4477
2021-11-21,50.4477
2021-11-22,52.0122
2021-11-23,53.0733
2021-11-24,53.9702
2021-11-25,53.9702
2021-11-26,49.5802
2021-11-27,49.5802
2021-11-28,49.5802
2021-11-29,42.7973
2021-11-30,38.324
2021-12-01,37.488
2021-12-02,39.4346
2021-12-03,39.0598
2021-12-04,39.0598
2021-12-05,39.0598
2021-12-06,44.9376
2021-12-07,47.1576
2021-12-08,53.9934
2021-12-09,54.0474
2021-12-10,53.5923
2021-12-11,53.5923
2021-12-12,53.5923
2021-12-13,54.1908
2021-12-14,51.695
2021-12-15,50.338
2021-12-16,51.9464
2021-12-17,48.9162
2021-12-18,48.9162
2021-12-19,48.9162
2021-12-20,50.0841
2021-12-21,52.9815
2021-12-22,56.7823
2021-12-23,58.8245
2021-12-24,58.8245
2021-12-25,58.8245
2021-12-26,58.8245
2021-12-27,58.6578
2021-12-28,58.6578
2021-12-29,56.9647
2021-12-30,56.654
2021-12-31,55.4035
2022-01-01,55.4035
2022-01-02,55.4035
2022-01-03,57.9631
2022-01-04,56.9764
2022-01-05,54.6068
2022-01-06,53.5386
2022-01-07,52.2499
2022-01-08,52.2499
2022-01-09,52.2499
2022-01-10,50.5085
2022-01-11,51.3777
2022-01-12,49.8572
2022-01-13,48.3456
2022-01-14,45.4919
2022-01-15,45.4919
2022-01-16,45.4919
2022-01-17,45.4919
2022-01-18,42.3911
2022-01-19,40.8628
2022-01-20,42.7867
2022-01-21,41.2958
2022-01-22,41.2958
2022-01-23,41.2958
2022-01-24,42.2832
2022-01-25,40.7633
2022-01-26,40.3384
2022-01-27,36.6
2022-01-28,37.8581
2022-01-29,37.8581
2022-01-30,37.8581
2022-01-31,41.9583
2022-02-01,43.4109
2022-02-02,39.2118
2022-02-03,36.9181
2022-02-04,39.04
2022-02-05,39.04
2022-02-06,39.04
2022-02-07,40.3492
2022-02-08,41.9228
2022-02-09,44.2651
2022-02-10,42.7144
2022-02-11,41.5022
2022-02-12,41.5022
2022-02-13,41.5022
2022-02-14,42.1626
2022-02-15,45.2381
2022-02-16,44.5586
2022-02-17,42.1714
2022-02-18,39.1903
2022-02-19,39.1903
2022-02-20,39.1903
2022-02-21,39.1903
2022-02-22,37.6183
2022-02-23,35.2591
2022-02-24,39.3752
2022-02-25,39.6983
2022-02-26,39.6983
2022-02-27,39.6983
2022-02-28,41.1152
2022-03-01,41.1748
2022-03-02,41.5723
2022-03-03,40.5688
2022-03-04,38.4207
2022-03-05,38.4207
2022-03-06,38.4207
2022-03-07,35.4425
2022-03-08,34.4801
2022-03-09,38.7649
2022-03-10,39.0059
2022-03-11,37.407
2022-03-12,37.407
2022-03-13,37.407
2022-03-14,36.5942
2022-03-15,37.2672
2022-03-16,40.8254
2022-03-17,40.4539
2022-03-18,41.5243
2022-03-19,41.5243
2022-03-20,41.5243
2022-03-21,39.5691
2022-03-22,41.3209
2022-03-23,39.9749
2022-03-24,40.847
2022-03-25,41.3507
2022-03-26,41.3507
2022-03-27,41.3507
2022-03-28,40.3944
2022-03-29,43.6546
2022-03-30,41.8775
2022-03-31,40.9273
2022-04-01,42.4049
2022-04-02,42.4049
2022-04-03,42.4049
2022-04-04,42.9078
2022-04-05,43.3238
2022-04-06,41.3805
2022-04-07,42.0773
2022-04-08,42.4145
2022-04-09,42.4145
2022-04-10,42.4145
2022-04-11,40.6752
2022-04-12,42.5959
2022-04-13,42.767
2022-04-14,41.0454
2022-04-15,41.0454
2022-04-16,41.0454
2022-04-17,41.0454
2022-04-18,40.5733
2022-04-19,46.6536
2022-04-20,44.4068
2022-04-21,42.9555
2022-04-22,41.413
2022-04-23,41.413
2022-04-24,41.413
2022-04-25,43.7284
2022-04-26,40.9388
2022-04-27,40.4055
2022-04-28,41.906
2022-04-29,41.298
2022-04-30,41.298
2022-05-01,41.298
2022-05-02,43.0726
2022-05-03,41.8134
2022-05-04,44.6157
2022-05-05,41.7246
2022-05-06,40.4473
2022-05-07,40.4473
2022-05-08,40.4473
2022-05-09,36.7516
2022-05-10,34.4152
2022-05-11,33.6326
2022-05-12,35.5765
2022-05-13,37.7504
2022-05-14,37.7504
2022-05-15,37.7504
2022-05-16,36.4771
2022-05-17,37.8172
2022-05-18,36.5082
2022-05-19,38.5183
2022-05-20,39.307
2022-05-21,39.307
2022-05-22,39.307
2022-05-23,40.1333
2022-05-24,38.7886
2022-05-25,39.9273
2022-05-26,41.5972
2022-05-27,45.2316
2022-05-28,45.2316
2022-05-29,45.2316
2022-05-30,45.2316
2022-05-31,43.9124
2022-06-01,43.1681
2022-06-02,44.8013
2022-06-03,44.1451
2022-06-04,44.1451
2022-06-05,44.1451
2022-06-06,45.9058
2022-06-07,46.0876
2022-06-08,45.6117
2022-06-09,44.1701
2022-06-10,42.8455
2022-06-11,42.8455
2022-06-12,42.8455
2022-06-13,39.5648
2022-06-14,38.8345
2022-06-15,40.2857
2022-06-16,37.8732
2022-06-17,40.8324
2022-06-18,40.8324
2022-06-19,40.8324
2022-06-20,40.8324
2022-06-21,42.381
2022-06-22,43.119
2022-06-23,45.5649
2022-06-24,49.3221
2022-06-25,49.3221
2022-06-26,49.3221
2022-06-27,48.8127
2022-06-28,46.2633
2022-06-29,45.7587
2022-06-30,45.2988
2022-07-01,46.2612
2022-07-02,46.2612
2022-07-03,46.2612
2022-07-04,46.2612
2022-07-05,48.5566
2022-07-06,49.3806
2022-07-07,51.0045
2022-07-08,50.172
2022-07-09,50.172
2022-07-10,50.172
2022-07-11,48.675
2022-07-12,48.5575
2022-07-13,48.077
2022-07-14,48.4071
2022-07-15,48.8777
2022-07-16,48.8777
2022-07-17,48.8777
2022-07-18,48.0041
2022-07-19,50.3176
2022-07-20,50.5186
2022-07-21,50.6219
2022-07-22,49.1018
2022-07-23,49.1018
2022-07-24,49.1018
2022-07-25,47.8909
2022-07-26,46.3046
2022-07-27,48.6983
2022-07-28,49.0289
2022-07-29,51.3011
2022-07-30,51.3011
2022-07-31,51.3011
2022-08-01,51.4078
2022-08-02,50.8697
2022-08-03,54.8507
2022-08-04,55.505
2022-08-05,58.1998
2022-08-06,58.1998
2022-08-07,58.1998
2022-08-08,59.9504
2022-08-09,56.0641
2022-08-10,57.4031
2022-08-11,56.8061
2022-08-12,57.9227
2022-08-13,57.9227
2022-08-14,57.9227
2022-08-15,58.1346
2022-08-16,57.7479
2022-08-17,55.4585
2022-08-18,54.999
2022-08-19,51.9625
2022-08-20,51.9625
2022-08-21,51.9625
2022-08-22,50.3892
2022-08-23,49.3709
2022-08-24,52.1847
2022-08-25,53.8264
2022-08-26,50.7216
2022-08-27,50.7216
2022-08-28,50.7216
2022-08-29,49.9489
2022-08-30,49.9114
2022-08-31,49.9114
2022-09-01,49.5141
2022-09-02,49.5556
2022-09-03,49.5556
2022-09-04,49.5556
2022-09-05,49.5556
2022-09-06,50.2334
2022-09-07,53.3539
2022-09-08,55.0941
2022-09-09,56.9712
2022-09-10,56.9712
2022-09-11,56.9712
2022-09-12,58.951
2022-09-13,55.3191
2022-09-14,55.461
2022-09-15,53.7393
2022-09-16,49.2758
2022-09-17,49.2758
2022-09-18,49.2758
2022-09-19,49.3943
2022-09-20,45.4046
2022-09-21,46.5117
2022-09-22,43.252
2022-09-23,42.3965
2022-09-24,42.3965
2022-09-25,42.3965
2022-09-26,41.1793
2022-09-27,42.6212
2022-09-28,46.5251
2022-09-29,46.8402
2022-09-30,46.6979
2022-10-01,46.6979
2022-10-02,46.6979
2022-10-03,46.6246
2022-10-04,53.2959
2022-10-05,52.3347
2022-10-06,51.4894
2022-10-07,48.8548
2022-10-08,48.8548
2022-10-09,48.8548
2022-10-10,47.996
2022-10-11,46.4816
2022-10-12,46.4111
2022-10-13,46.0859
2022-10-14,44.7873
2022-10-15,44.7873
2022-10-16,44.7873
2022-10-17,46.8115
2022-10-18,46.3626
2022-10-19,43.7237
2022-10-20,43.4783
2022-10-21,44.2188
2022-10-22,44.2188
2022-10-23,44.2188
2022-10-24,44.9647
2022-10-25,52.6593
2022-10-26,53.6575
2022-10-27,54.956
2022-10-28,56.3245
2022-10-29,56.3245
2022-10-30,56.3245
2022-10-31,57.2647
2022-11-01,58.0652
2022-11-02,52.093
2022-11-03,50.3938
2022-11-04,51.6977
2022-11-05,51.6977
2022-11-06,51.6977
2022-11-07,53.6243
2022-11-08,53.5038
2022-11-09,51.548
2022-11-10,59.5413
2022-11-11,62.1409
2022-11-12,62.1409
2022-11-13,62.1409
2022-11-14,59.5286
2022-11-15,60.4147
2022-11-16,59.002
2022-11-17,57.756
2022-11-18,54.3725
2022-11-19,54.3725
2022-11-20,54.3725
2022-11-21,53.6462
2022-11-22,52.3375
2022-11-23,52.6832
2022-11-24,52.6832
2022-11-25,52.844
2022-11-26,52.844
2022-11-27,52.844
2022-11-28,48.3869
2022-11-29,51.1831
2022-11-30,52.7534
2022-12-01,53.6308
2022-12-02,52.9989
2022-12-03,52.9989
2022-12-04,52.9989
2022-12-05,50.6329
2022-12-06,48.3669
2022-12-07,47.0597
2022-12-08,46.9347
2022-12-09,46.7421
2022-12-10,46.7421
2022-12-11,46.7421
2022-12-12,47.0419
2022-12-13,49.1159
2022-12-14,48.312
2022-12-15,46.9637
2022-12-16,44.8392
2022-12-17,44.8392
2022-12-18,44.8392
2022-12-19,42.4786
2022-12-20,44.3528
2022-12-21,44.1313
2022-12-22,43.144
2022-12-23,42.8561
2022-12-24,42.8561
2022-12-25,42.8561
2022-12-26,42.8561
2022-12-27,42.4975
2022-12-28,41.5173
2022-12-29,45.5449
2022-12-30,46.1228
2022-12-31,46.1228
2023-01-01,46.1228
2023-01-02,46.1228
2023-01-03,45.871
2023-01-04,49.2293
2023-01-05,48.6205
2023-01-06,50.4052
2023-01-07,50.4052
2023-01-08,50.4052
2023-01-09,52.0145
2023-01-10,51.7663
2023-01-11,53.9273
2023-01-12,55.5884
2023-01-13,57.1518
2023-01-14,57.1518
2023-01-15,57.1518
2023-01-16,57.1518
2023-01-17,55.6652
2023-01-18,54.816
2023-01-19,53.6572
2023-01-20,54.9457
2023-01-21,54.9457
2023-01-22,54.9457
2023-01-23,55.2485
2023-01-24,54.5375
2023-01-25,54.2007
2023-01-26,56.9137
2023-01-27,56.5121
2023-01-28,56.5121
2023-01-29,56.5121
2023-01-30,56.3067
2023-01-31,59.7854
2023-02-01,60.4232
2023-02-02,62.214
2023-02-03,60.4721
2023-02-04,60.4721
2023-02-05,60.4721
2023-02-06,58.6666
2023-02-07,60.2204
2023-02-08,60.5062
2023-02-09,57.7183
2023-02-10,56.4759
2023-02-11,56.4759
2023-02-12,56.4759
2023-02-13,57.9958
2023-02-14,57.5692
2023-02-15,58.67
2023-02-16,51.7724
2023-02-17,49.8952
2023-02-18,49.8952
2023-02-19,49.8952
2023-02-20,49.8952
2023-02-21,47.2961
2023-02-22,47.431
2023-02-23,49.991
2023-02-24,48.3937
2023-02-25,48.3937
2023-02-26,48.3937
2023-02-27,47.2833
2023-02-28,48.417
2023-03-01,46.5527
2023-03-02,45.5449
2023-03-03,47.2004
2023-03-04,47.2004
2023-03-05,47.2004
2023-03-06,45.7612
2023-03-07,43.2657
2023-03-08,45.0576
2023-03-09,43.1888
2023-03-10,39.3316
2023-03-11,39.3316
2023-03-12,39.3316
2023-03-13,38.3201
2023-03-14,40.5445
2023-03-15,40.3772
2023-03-16,39.7658
2023-03-17,38.0127
2023-03-18,38.0127
2023-03-19,38.0127
2023-03-20,37.4646
