,POOL US Equity
2020-11-06,66.3628
2020-11-07,66.3628
2020-11-08,66.3628
2020-11-09,46.4933
2020-11-10,51.007
2020-11-11,52.4733
2020-11-12,50.8543
2020-11-13,51.1167
2020-11-14,51.1167
2020-11-15,51.1167
2020-11-16,51.1584
2020-11-17,48.3122
2020-11-18,46.6539
2020-11-19,50.7019
2020-11-20,50.9914
2020-11-21,50.9914
2020-11-22,50.9914
2020-11-23,49.5743
2020-11-24,48.1631
2020-11-25,49.5126
2020-11-26,49.5126
2020-11-27,51.8404
2020-11-28,51.8404
2020-11-29,51.8404
2020-11-30,52.5505
2020-12-01,54.1841
2020-12-02,50.5835
2020-12-03,48.4634
2020-12-04,47.0923
2020-12-05,47.0923
2020-12-06,47.0923
2020-12-07,49.1657
2020-12-08,50.7334
2020-12-09,49.7086
2020-12-10,48.8617
2020-12-11,50.4558
2020-12-12,50.4558
2020-12-13,50.4558
2020-12-14,52.5602
2020-12-15,53.0786
2020-12-16,54.0538
2020-12-17,54.8055
2020-12-18,56.6827
2020-12-19,56.6827
2020-12-20,56.6827
2020-12-21,55.9919
2020-12-22,57.7348
2020-12-23,56.4731
2020-12-24,56.2345
2020-12-25,56.2345
2020-12-26,56.2345
2020-12-27,56.2345
2020-12-28,55.6283
2020-12-29,55.9475
2020-12-30,56.762
2020-12-31,58.0545
2021-01-01,58.0545
2021-01-02,58.0545
2021-01-03,58.0545
2021-01-04,53.1403
2021-01-05,53.1343
2021-01-06,56.5411
2021-01-07,60.0072
2021-01-08,61.0474
2021-01-09,61.0474
2021-01-10,61.0474
2021-01-11,59.2322
2021-01-12,59.153
2021-01-13,55.676
2021-01-14,53.646
2021-01-15,51.6212
2021-01-16,51.6212
2021-01-17,51.6212
2021-01-18,51.6212
2021-01-19,51.9374
2021-01-20,53.3752
2021-01-21,53.4957
2021-01-22,54.1739
2021-01-23,54.1739
2021-01-24,54.1739
2021-01-25,54.0579
2021-01-26,52.4068
2021-01-27,49.7133
2021-01-28,51.9778
2021-01-29,49.532
2021-01-30,49.532
2021-01-31,49.532
2021-02-01,51.1147
2021-02-02,50.3843
2021-02-03,49.6705
2021-02-04,50.8868
2021-02-05,50.9845
2021-02-06,50.9845
2021-02-07,50.9845
2021-02-08,51.0089
2021-02-09,51.2884
2021-02-10,48.1741
2021-02-11,42.5177
2021-02-12,45.0856
2021-02-13,45.0856
2021-02-14,45.0856
2021-02-15,45.0856
2021-02-16,43.9338
2021-02-17,43.1351
2021-02-18,43.2229
2021-02-19,42.0972
2021-02-20,42.0972
2021-02-21,42.0972
2021-02-22,39.264
2021-02-23,40.6196
2021-02-24,44.0488
2021-02-25,42.6906
2021-02-26,46.4189
2021-02-27,46.4189
2021-02-28,46.4189
2021-03-01,46.2682
2021-03-02,45.3335
2021-03-03,45.4638
2021-03-04,43.4529
2021-03-05,45.6484
2021-03-06,45.6484
2021-03-07,45.6484
2021-03-08,45.1344
2021-03-09,47.778
2021-03-10,49.9997
2021-03-11,51.0776
2021-03-12,49.7368
2021-03-13,49.7368
2021-03-14,49.7368
2021-03-15,51.2794
2021-03-16,50.1618
2021-03-17,48.7067
2021-03-18,48.0031
2021-03-19,49.2815
2021-03-20,49.2815
2021-03-21,49.2815
2021-03-22,47.8628
2021-03-23,49.4057
2021-03-24,49.1459
2021-03-25,47.5954
2021-03-26,49.8271
2021-03-27,49.8271
2021-03-28,49.8271
2021-03-29,50.363
2021-03-30,49.9846
2021-03-31,50.97
2021-04-01,53.0794
2021-04-02,53.0794
2021-04-03,53.0794
2021-04-04,53.0794
2021-04-05,54.8048
2021-04-06,55.0317
2021-04-07,54.6103
2021-04-08,55.9505
2021-04-09,58.6342
2021-04-10,58.6342
2021-04-11,58.6342
2021-04-12,59.1329
2021-04-13,58.8161
2021-04-14,57.6132
2021-04-15,59.6998
2021-04-16,61.9403
2021-04-17,61.9403
2021-04-18,61.9403
2021-04-19,62.1474
2021-04-20,63.022
2021-04-21,62.8337
2021-04-22,68.9381
2021-04-23,70.756
2021-04-24,70.756
2021-04-25,70.756
2021-04-26,67.9092
2021-04-27,69.6092
2021-04-28,66.832
2021-04-29,68.0992
2021-04-30,68.3168
2021-05-01,68.3168
2021-05-02,68.3168
2021-05-03,69.5878
2021-05-04,70.037
2021-05-05,71.9829
2021-05-06,68.9951
2021-05-07,70.7119
2021-05-08,70.7119
2021-05-09,70.7119
2021-05-10,70.8848
2021-05-11,68.2134
2021-05-12,60.7781
2021-05-13,64.0161
2021-05-14,64.7401
2021-05-15,64.7401
2021-05-16,64.7401
2021-05-17,63.9401
2021-05-18,60.9072
2021-05-19,61.0699
2021-05-20,61.5013
2021-05-21,61.3237
2021-05-22,61.3237
2021-05-23,61.3237
2021-05-24,61.6791
2021-05-25,61.257
2021-05-26,61.245
2021-05-27,61.7225
2021-05-28,63.0236
2021-05-29,63.0236
2021-05-30,63.0236
2021-05-31,63.0236
2021-06-01,63.5733
2021-06-02,64.0425
2021-06-03,63.0524
2021-06-04,62.8863
2021-06-05,62.8863
2021-06-06,62.8863
2021-06-07,61.7229
2021-06-08,62.9888
2021-06-09,60.0437
2021-06-10,58.0118
2021-06-11,58.8292
2021-06-12,58.8292
2021-06-13,58.8292
2021-06-14,58.5322
2021-06-15,59.6339
2021-06-16,58.7494
2021-06-17,60.05
2021-06-18,61.7577
2021-06-19,61.7577
2021-06-20,61.7577
2021-06-21,64.839
2021-06-22,66.5946
2021-06-23,64.2437
2021-06-24,65.3199
2021-06-25,63.753
2021-06-26,63.753
2021-06-27,63.753
2021-06-28,63.9642
2021-06-29,66.2126
2021-06-30,63.1531
2021-07-01,64.0658
2021-07-02,65.3188
2021-07-03,65.3188
2021-07-04,65.3188
2021-07-05,65.3188
2021-07-06,64.2044
2021-07-07,65.7272
2021-07-08,64.9618
2021-07-09,66.8842
2021-07-10,66.8842
2021-07-11,66.8842
2021-07-12,66.5153
2021-07-13,64.1921
2021-07-14,63.1522
2021-07-15,58.9612
2021-07-16,58.5436
2021-07-17,58.5436
2021-07-18,58.5436
2021-07-19,56.1671
2021-07-20,55.727
2021-07-21,57.4942
2021-07-22,54.3857
2021-07-23,58.2454
2021-07-24,58.2454
2021-07-25,58.2454
2021-07-26,59.6146
2021-07-27,61.0288
2021-07-28,59.1776
2021-07-29,62.0351
2021-07-30,62.0405
2021-07-31,62.0405
2021-08-01,62.0405
2021-08-02,61.4477
2021-08-03,62.558
2021-08-04,64.3241
2021-08-05,64.2473
2021-08-06,61.5299
2021-08-07,61.5299
2021-08-08,61.5299
2021-08-09,62.7577
2021-08-10,62.1766
2021-08-11,62.074
2021-08-12,62.5486
2021-08-13,62.6971
2021-08-14,62.6971
2021-08-15,62.6971
2021-08-16,65.1381
2021-08-17,58.6387
2021-08-18,57.1647
2021-08-19,59.5895
2021-08-20,60.2104
2021-08-21,60.2104
2021-08-22,60.2104
2021-08-23,55.2912
2021-08-24,56.1557
2021-08-25,58.4514
2021-08-26,55.4021
2021-08-27,56.4724
2021-08-28,56.4724
2021-08-29,56.4724
2021-08-30,59.5439
2021-08-31,60.3339
2021-09-01,59.0578
2021-09-02,60.7448
2021-09-03,60.5863
2021-09-04,60.5863
2021-09-05,60.5863
2021-09-06,60.5863
2021-09-07,58.1111
2021-09-08,59.9487
2021-09-09,57.5789
2021-09-10,58.1122
2021-09-11,58.1122
2021-09-12,58.1122
2021-09-13,52.5706
2021-09-14,51.0977
2021-09-15,51.9097
2021-09-16,49.6779
2021-09-17,47.503
2021-09-18,47.503
2021-09-19,47.503
2021-09-20,47.0163
2021-09-21,46.1191
2021-09-22,44.9332
2021-09-23,48.7252
2021-09-24,48.4324
2021-09-25,48.4324
2021-09-26,48.4324
2021-09-27,45.3177
2021-09-28,41.9663
2021-09-29,42.9931
2021-09-30,39.7104
2021-10-01,40.8354
2021-10-02,40.8354
2021-10-03,40.8354
2021-10-04,40.4489
2021-10-05,42.1668
2021-10-06,42.3737
2021-10-07,46.6128
2021-10-08,44.8432
2021-10-09,44.8432
2021-10-10,44.8432
2021-10-11,44.5492
2021-10-12,43.1974
2021-10-13,43.0553
2021-10-14,47.6043
2021-10-15,47.7252
2021-10-16,47.7252
2021-10-17,47.7252
2021-10-18,50.1861
2021-10-19,51.5071
2021-10-20,51.2744
2021-10-21,60.9434
2021-10-22,61.7726
2021-10-23,61.7726
2021-10-24,61.7726
2021-10-25,62.9739
2021-10-26,61.1789
2021-10-27,59.8241
2021-10-28,61.4036
2021-10-29,63.2595
2021-10-30,63.2595
2021-10-31,63.2595
2021-11-01,63.1821
2021-11-02,63.2839
2021-11-03,63.5155
2021-11-04,64.8077
2021-11-05,63.1157
2021-11-06,63.1157
2021-11-07,63.1157
2021-11-08,63.7245
2021-11-09,65.2131
2021-11-10,65.2605
2021-11-11,70.6595
2021-11-12,73.3719
2021-11-13,73.3719
2021-11-14,73.3719
2021-11-15,72.8103
2021-11-16,73.3897
2021-11-17,73.0842
2021-11-18,73.8328
2021-11-19,73.4624
2021-11-20,73.4624
2021-11-21,73.4624
2021-11-22,66.2683
2021-11-23,66.714
2021-11-24,67.9965
2021-11-25,67.9965
2021-11-26,64.5356
2021-11-27,64.5356
2021-11-28,64.5356
2021-11-29,64.718
2021-11-30,62.5321
2021-12-01,61.8455
2021-12-02,62.8407
2021-12-03,58.6512
2021-12-04,58.6512
2021-12-05,58.6512
2021-12-06,59.3857
2021-12-07,62.7369
2021-12-08,63.0683
2021-12-09,57.944
2021-12-10,60.7897
2021-12-11,60.7897
2021-12-12,60.7897
2021-12-13,60.6395
2021-12-14,59.5066
2021-12-15,61.3932
2021-12-16,56.4753
2021-12-17,53.4505
2021-12-18,53.4505
2021-12-19,53.4505
2021-12-20,52.8154
2021-12-21,53.5833
2021-12-22,55.3893
2021-12-23,55.5107
2021-12-24,55.5107
2021-12-25,55.5107
2021-12-26,55.5107
2021-12-27,58.0669
2021-12-28,58.1332
2021-12-29,59.5491
2021-12-30,57.4153
2021-12-31,58.5836
2022-01-01,58.5836
2022-01-02,58.5836
2022-01-03,53.938
2022-01-04,53.8371
2022-01-05,48.4887
2022-01-06,46.4276
2022-01-07,42.7466
2022-01-08,42.7466
2022-01-09,42.7466
2022-01-10,41.404
2022-01-11,42.9576
2022-01-12,45.7399
2022-01-13,44.5725
2022-01-14,41.9653
2022-01-15,41.9653
2022-01-16,41.9653
2022-01-17,41.9653
2022-01-18,41.9285
2022-01-19,41.2893
2022-01-20,38.6224
2022-01-21,37.6415
2022-01-22,37.6415
2022-01-23,37.6415
2022-01-24,39.5697
2022-01-25,36.5145
2022-01-26,35.1253
2022-01-27,35.2683
2022-01-28,37.5832
2022-01-29,37.5832
2022-01-30,37.5832
2022-01-31,42.0312
2022-02-01,41.5641
2022-02-02,41.1028
2022-02-03,38.7141
2022-02-04,37.1222
2022-02-05,37.1222
2022-02-06,37.1222
2022-02-07,37.258
2022-02-08,38.1423
2022-02-09,41.7053
2022-02-10,39.6214
2022-02-11,38.3764
2022-02-12,38.3764
2022-02-13,38.3764
2022-02-14,39.5856
2022-02-15,41.9038
2022-02-16,42.0664
2022-02-17,39.4004
2022-02-18,41.7851
2022-02-19,41.7851
2022-02-20,41.7851
2022-02-21,41.7851
2022-02-22,37.5462
2022-02-23,35.3399
2022-02-24,40.427
2022-02-25,43.3985
2022-02-26,43.3985
2022-02-27,43.3985
2022-02-28,45.3443
2022-03-01,46.1631
2022-03-02,48.7825
2022-03-03,47.667
2022-03-04,46.996
2022-03-05,46.996
2022-03-06,46.996
2022-03-07,44.4595
2022-03-08,42.0632
2022-03-09,46.298
2022-03-10,45.5171
2022-03-11,43.8777
2022-03-12,43.8777
2022-03-13,43.8777
2022-03-14,43.7112
2022-03-15,46.142
2022-03-16,49.034
2022-03-17,50.4096
2022-03-18,52.5908
2022-03-19,52.5908
2022-03-20,52.5908
2022-03-21,50.4219
2022-03-22,50.6146
2022-03-23,47.5909
2022-03-24,45.9614
2022-03-25,42.9118
2022-03-26,42.9118
2022-03-27,42.9118
2022-03-28,44.6861
2022-03-29,47.3609
2022-03-30,46.5353
2022-03-31,42.5001
2022-04-01,42.9199
2022-04-02,42.9199
2022-04-03,42.9199
2022-04-04,44.0271
2022-04-05,44.5725
2022-04-06,42.4877
2022-04-07,43.6421
2022-04-08,43.0855
2022-04-09,43.0855
2022-04-10,43.0855
2022-04-11,41.9973
2022-04-12,41.3732
2022-04-13,43.6034
2022-04-14,42.4265
2022-04-15,42.4265
2022-04-16,42.4265
2022-04-17,42.4265
2022-04-18,41.8612
2022-04-19,45.8935
2022-04-20,46.2988
2022-04-21,45.4948
2022-04-22,43.5596
2022-04-23,43.5596
2022-04-24,43.5596
2022-04-25,46.0279
2022-04-26,43.9941
2022-04-27,42.319
2022-04-28,44.9369
2022-04-29,42.9626
2022-04-30,42.9626
2022-05-01,42.9626
2022-05-02,44.3572
2022-05-03,43.4097
2022-05-04,45.5948
2022-05-05,42.9842
2022-05-06,42.0316
2022-05-07,42.0316
2022-05-08,42.0316
2022-05-09,43.1843
2022-05-10,42.5679
2022-05-11,40.3481
2022-05-12,44.9168
2022-05-13,46.516
2022-05-14,46.516
2022-05-15,46.516
2022-05-16,44.9152
2022-05-17,45.6959
2022-05-18,42.9021
2022-05-19,44.1165
2022-05-20,46.4388
2022-05-21,46.4388
2022-05-22,46.4388
2022-05-23,46.3041
2022-05-24,43.8101
2022-05-25,44.6602
2022-05-26,46.1093
2022-05-27,47.1085
2022-05-28,47.1085
2022-05-29,47.1085
2022-05-30,47.1085
2022-05-31,45.8459
2022-06-01,44.9046
2022-06-02,49.0671
2022-06-03,47.8071
2022-06-04,47.8071
2022-06-05,47.8071
2022-06-06,48.6252
2022-06-07,48.4785
2022-06-08,47.7553
2022-06-09,49.638
2022-06-10,44.2092
2022-06-11,44.2092
2022-06-12,44.2092
2022-06-13,41.7737
2022-06-14,39.0949
2022-06-15,39.9923
2022-06-16,37.1915
2022-06-17,37.3488
2022-06-18,37.3488
2022-06-19,37.3488
2022-06-20,37.3488
2022-06-21,37.3269
2022-06-22,37.9957
2022-06-23,41.6735
2022-06-24,42.4736
2022-06-25,42.4736
2022-06-26,42.4736
2022-06-27,42.3935
2022-06-28,41.8695
2022-06-29,41.3784
2022-06-30,41.6638
2022-07-01,41.8256
2022-07-02,41.8256
2022-07-03,41.8256
2022-07-04,41.8256
2022-07-05,44.4841
2022-07-06,46.5228
2022-07-07,49.594
2022-07-08,47.7987
2022-07-09,47.7987
2022-07-10,47.7987
2022-07-11,46.4811
2022-07-12,47.0445
2022-07-13,45.9497
2022-07-14,46.1923
2022-07-15,47.2793
2022-07-16,47.2793
2022-07-17,47.2793
2022-07-18,47.0477
2022-07-19,50.1036
2022-07-20,52.2272
2022-07-21,44.5466
2022-07-22,45.8866
2022-07-23,45.8866
2022-07-24,45.8866
2022-07-25,44.507
2022-07-26,42.5722
2022-07-27,45.0655
2022-07-28,46.0342
2022-07-29,45.6527
2022-07-30,45.6527
2022-07-31,45.6527
2022-08-01,46.8227
2022-08-02,46.202
2022-08-03,46.8853
2022-08-04,48.5044
2022-08-05,49.12
2022-08-06,49.12
2022-08-07,49.12
2022-08-08,50.7936
2022-08-09,48.3787
2022-08-10,51.1575
2022-08-11,49.6974
2022-08-12,52.3428
2022-08-13,52.3428
2022-08-14,52.3428
2022-08-15,52.3524
2022-08-16,53.1022
2022-08-17,51.7731
2022-08-18,52.7454
2022-08-19,50.331
2022-08-20,50.331
2022-08-21,50.331
2022-08-22,49.1031
2022-08-23,46.3106
2022-08-24,47.0155
2022-08-25,48.434
2022-08-26,45.0307
2022-08-27,45.0307
2022-08-28,45.0307
2022-08-29,43.4804
2022-08-30,43.2962
2022-08-31,42.5648
2022-09-01,42.1377
2022-09-02,42.9116
2022-09-03,42.9116
2022-09-04,42.9116
2022-09-05,42.9116
2022-09-06,42.0607
2022-09-07,44.642
2022-09-08,46.5194
2022-09-09,47.1837
2022-09-10,47.1837
2022-09-11,47.1837
2022-09-12,47.5343
2022-09-13,42.9551
2022-09-14,42.0121
2022-09-15,41.679
2022-09-16,42.5361
2022-09-17,42.5361
2022-09-18,42.5361
2022-09-19,44.3448
2022-09-20,42.0432
2022-09-21,41.5351
2022-09-22,39.7522
2022-09-23,39.301
2022-09-24,39.301
2022-09-25,39.301
2022-09-26,39.1893
2022-09-27,40.8806
2022-09-28,44.0947
2022-09-29,41.3837
2022-09-30,42.054
2022-10-01,42.054
2022-10-02,42.054
2022-10-03,44.6259
2022-10-04,45.9423
2022-10-05,45.511
2022-10-06,45.0643
2022-10-07,43.4526
2022-10-08,43.4526
2022-10-09,43.4526
2022-10-10,43.7816
2022-10-11,43.0316
2022-10-12,42.5113
2022-10-13,43.9114
2022-10-14,40.6369
2022-10-15,40.6369
2022-10-16,40.6369
2022-10-17,44.0032
2022-10-18,44.1264
2022-10-19,39.7539
2022-10-20,37.1515
2022-10-21,37.4231
2022-10-22,37.4231
2022-10-23,37.4231
2022-10-24,39.7892
2022-10-25,41.4246
2022-10-26,43.4664
2022-10-27,43.1169
2022-10-28,47.0018
2022-10-29,47.0018
2022-10-30,47.0018
2022-10-31,43.9002
2022-11-01,44.2925
2022-11-02,42.1712
2022-11-03,41.4428
2022-11-04,41.7298
2022-11-05,41.7298
2022-11-06,41.7298
2022-11-07,44.8913
2022-11-08,45.8473
2022-11-09,44.4388
2022-11-10,53.4476
2022-11-11,55.7464
2022-11-12,55.7464
2022-11-13,55.7464
2022-11-14,53.3772
2022-11-15,54.4035
2022-11-16,52.4429
2022-11-17,48.7561
2022-11-18,49.2482
2022-11-19,49.2482
2022-11-20,49.2482
2022-11-21,48.8931
2022-11-22,50.2142
2022-11-23,51.464
2022-11-24,51.464
2022-11-25,50.6758
2022-11-26,50.6758
2022-11-27,50.6758
2022-11-28,47.793
2022-11-29,49.0118
2022-11-30,50.873
2022-12-01,52.6726
2022-12-02,50.9672
2022-12-03,50.9672
2022-12-04,50.9672
2022-12-05,48.7775
2022-12-06,48.3361
2022-12-07,49.0315
2022-12-08,50.8368
2022-12-09,51.2271
2022-12-10,51.2271
2022-12-11,51.2271
2022-12-12,51.2518
2022-12-13,52.2429
2022-12-14,52.0767
2022-12-15,48.5049
2022-12-16,46.9225
2022-12-17,46.9225
2022-12-18,46.9225
2022-12-19,45.847
2022-12-20,44.8937
2022-12-21,46.9588
2022-12-22,45.4874
2022-12-23,45.6263
2022-12-24,45.6263
2022-12-25,45.6263
2022-12-26,45.6263
2022-12-27,45.739
2022-12-28,43.5669
2022-12-29,46.4489
2022-12-30,45.3945
2022-12-31,45.3945
2023-01-01,45.3945
2023-01-02,45.3945
2023-01-03,45.0488
2023-01-04,46.0685
2023-01-05,45.7199
2023-01-06,49.147
2023-01-07,49.147
2023-01-08,49.147
2023-01-09,49.8127
2023-01-10,51.7092
2023-01-11,55.9272
2023-01-12,56.8024
2023-01-13,57.3092
2023-01-14,57.3092
2023-01-15,57.3092
2023-01-16,57.3092
2023-01-17,58.3809
2023-01-18,59.6021
2023-01-19,55.2146
2023-01-20,56.9687
2023-01-21,56.9687
2023-01-22,56.9687
2023-01-23,58.3551
2023-01-24,59.3858
2023-01-25,59.1547
2023-01-26,59.3507
2023-01-27,62.4211
2023-01-28,62.4211
2023-01-29,62.4211
2023-01-30,61.4878
2023-01-31,63.2702
2023-02-01,65.5349
2023-02-02,69.2914
2023-02-03,63.7295
2023-02-04,63.7295
2023-02-05,63.7295
2023-02-06,60.6097
2023-02-07,60.5539
2023-02-08,58.7665
2023-02-09,56.6545
2023-02-10,54.7364
2023-02-11,54.7364
2023-02-12,54.7364
2023-02-13,55.8613
2023-02-14,55.9581
2023-02-15,57.8024
2023-02-16,58.7935
2023-02-17,55.3539
2023-02-18,55.3539
2023-02-19,55.3539
2023-02-20,55.3539
2023-02-21,50.8871
2023-02-22,50.9172
2023-02-23,51.55
2023-02-24,50.5527
2023-02-25,50.5527
2023-02-26,50.5527
2023-02-27,50.5005
2023-02-28,50.6849
2023-03-01,48.6615
2023-03-02,49.7234
2023-03-03,51.8448
2023-03-04,51.8448
2023-03-05,51.8448
2023-03-06,50.7486
2023-03-07,50.1607
2023-03-08,50.587
2023-03-09,48.6464
2023-03-10,48.4855
2023-03-11,48.4855
2023-03-12,48.4855
2023-03-13,47.9281
2023-03-14,49.4411
2023-03-15,48.1869
2023-03-16,49.1961
2023-03-17,47.1245
2023-03-18,47.1245
