,CRMT US Equity
2021-02-01,55.6251
2021-02-02,59.4663
2021-02-03,57.6618
2021-02-04,60.9621
2021-02-05,62.0643
2021-02-06,62.0643
2021-02-07,62.0643
2021-02-08,62.0366
2021-02-09,62.8102
2021-02-10,61.9111
2021-02-11,64.6468
2021-02-12,63.9623
2021-02-13,63.9623
2021-02-14,63.9623
2021-02-15,63.9623
2021-02-16,65.3347
2021-02-17,66.7928
2021-02-18,60.5599
2021-02-19,61.7017
2021-02-20,61.7017
2021-02-21,61.7017
2021-02-22,61.4071
2021-02-23,59.4495
2021-02-24,63.0851
2021-02-25,57.1913
2021-02-26,58.8266
2021-02-27,58.8266
2021-02-28,58.8266
2021-03-01,61.2272
2021-03-02,59.7624
2021-03-03,60.1343
2021-03-04,59.3851
2021-03-05,64.1986
2021-03-06,64.1986
2021-03-07,64.1986
2021-03-08,65.3766
2021-03-09,66.2211
2021-03-10,68.0188
2021-03-11,68.968
2021-03-12,70.4176
2021-03-13,70.4176
2021-03-14,70.4176
2021-03-15,71.035
2021-03-16,68.0067
2021-03-17,68.03
2021-03-18,64.8379
2021-03-19,63.6943
2021-03-20,63.6943
2021-03-21,63.6943
2021-03-22,63.3833
2021-03-23,58.8264
2021-03-24,55.3954
2021-03-25,59.1562
2021-03-26,59.9333
2021-03-27,59.9333
2021-03-28,59.9333
2021-03-29,56.892
2021-03-30,58.6285
2021-03-31,58.1662
2021-04-01,57.0167
2021-04-02,57.0167
2021-04-03,57.0167
2021-04-04,57.0167
2021-04-05,57.4292
2021-04-06,56.472
2021-04-07,53.4754
2021-04-08,53.481
2021-04-09,52.7309
2021-04-10,52.7309
2021-04-11,52.7309
2021-04-12,54.5085
2021-04-13,52.9518
2021-04-14,55.7416
2021-04-15,56.7702
2021-04-16,57.1352
2021-04-17,57.1352
2021-04-18,57.1352
2021-04-19,55.0494
2021-04-20,52.4635
2021-04-21,53.2947
2021-04-22,51.9226
2021-04-23,54.1627
2021-04-24,54.1627
2021-04-25,54.1627
2021-04-26,54.3896
2021-04-27,54.7283
2021-04-28,54.4713
2021-04-29,55.2415
2021-04-30,55.2181
2021-05-01,55.2181
2021-05-02,55.2181
2021-05-03,57.8392
2021-05-04,57.8751
2021-05-05,55.7853
2021-05-06,53.9365
2021-05-07,55.0303
2021-05-08,55.0303
2021-05-09,55.0303
2021-05-10,54.6823
2021-05-11,53.0758
2021-05-12,48.6614
2021-05-13,51.8095
2021-05-14,55.2757
2021-05-15,55.2757
2021-05-16,55.2757
2021-05-17,53.7302
2021-05-18,52.151
2021-05-19,48.8227
2021-05-20,49.901
2021-05-21,50.4967
2021-05-22,50.4967
2021-05-23,50.4967
2021-05-24,52.3716
2021-05-25,58.0099
2021-05-26,64.6059
2021-05-27,61.071
2021-05-28,58.1312
2021-05-29,58.1312
2021-05-30,58.1312
2021-05-31,58.1312
2021-06-01,58.292
2021-06-02,55.3337
2021-06-03,52.521
2021-06-04,53.9232
2021-06-05,53.9232
2021-06-06,53.9232
2021-06-07,51.8799
2021-06-08,52.2061
2021-06-09,49.072
2021-06-10,48.4511
2021-06-11,49.5793
2021-06-12,49.5793
2021-06-13,49.5793
2021-06-14,48.28
2021-06-15,48.2229
2021-06-16,47.1024
2021-06-17,44.2402
2021-06-18,43.6965
2021-06-19,43.6965
2021-06-20,43.6965
2021-06-21,46.3013
2021-06-22,45.5792
2021-06-23,46.319
2021-06-24,47.2418
2021-06-25,48.0331
2021-06-26,48.0331
2021-06-27,48.0331
2021-06-28,45.9748
2021-06-29,45.6482
2021-06-30,46.5623
2021-07-01,48.4567
2021-07-02,48.2503
2021-07-03,48.2503
2021-07-04,48.2503
2021-07-05,48.2503
2021-07-06,46.6865
2021-07-07,43.5469
2021-07-08,43.494
2021-07-09,47.5843
2021-07-10,47.5843
2021-07-11,47.5843
2021-07-12,46.0893
2021-07-13,45.0231
2021-07-14,44.3569
2021-07-15,44.5982
2021-07-16,50.9649
2021-07-17,50.9649
2021-07-18,50.9649
2021-07-19,47.5706
2021-07-20,52.4814
2021-07-21,53.4362
2021-07-22,53.5912
2021-07-23,54.9906
2021-07-24,54.9906
2021-07-25,54.9906
2021-07-26,55.3241
2021-07-27,55.5478
2021-07-28,55.2551
2021-07-29,57.9072
2021-07-30,56.8086
2021-07-31,56.8086
2021-08-01,56.8086
2021-08-02,56.7
2021-08-03,56.3935
2021-08-04,54.2023
2021-08-05,55.5179
2021-08-06,55.9598
2021-08-07,55.9598
2021-08-08,55.9598
2021-08-09,55.9713
2021-08-10,56.3413
2021-08-11,57.5708
2021-08-12,59.1737
2021-08-13,58.4393
2021-08-14,58.4393
2021-08-15,58.4393
2021-08-16,59.7428
2021-08-17,57.2461
2021-08-18,40.2352
2021-08-19,38.1811
2021-08-20,37.7432
2021-08-21,37.7432
2021-08-22,37.7432
2021-08-23,37.1467
2021-08-24,38.7104
2021-08-25,38.2642
2021-08-26,37.8737
2021-08-27,39.361
2021-08-28,39.361
2021-08-29,39.361
2021-08-30,40.1847
2021-08-31,41.1386
2021-09-01,41.077
2021-09-02,39.0925
2021-09-03,38.7741
2021-09-04,38.7741
2021-09-05,38.7741
2021-09-06,38.7741
2021-09-07,37.4836
2021-09-08,37.8874
2021-09-09,37.9411
2021-09-10,36.7976
2021-09-11,36.7976
2021-09-12,36.7976
2021-09-13,38.7315
2021-09-14,37.67
2021-09-15,37.5097
2021-09-16,39.2987
2021-09-17,38.815
2021-09-18,38.815
2021-09-19,38.815
2021-09-20,37.8308
2021-09-21,38.7107
2021-09-22,39.8871
2021-09-23,39.4643
2021-09-24,39.8774
2021-09-25,39.8774
2021-09-26,39.8774
2021-09-27,43.708
2021-09-28,42.1266
2021-09-29,42.4771
2021-09-30,38.6597
2021-10-01,40.2376
2021-10-02,40.2376
2021-10-03,40.2376
2021-10-04,40.7907
2021-10-05,40.5495
2021-10-06,39.8364
2021-10-07,40.7703
2021-10-08,40.0772
2021-10-09,40.0772
2021-10-10,40.0772
2021-10-11,38.2342
2021-10-12,39.1117
2021-10-13,37.867
2021-10-14,37.6525
2021-10-15,37.6402
2021-10-16,37.6402
2021-10-17,37.6402
2021-10-18,37.6612
2021-10-19,37.4072
2021-10-20,41.4307
2021-10-21,42.788
2021-10-22,42.3875
2021-10-23,42.3875
2021-10-24,42.3875
2021-10-25,44.5071
2021-10-26,42.6331
2021-10-27,41.8549
2021-10-28,42.588
2021-10-29,45.4249
2021-10-30,45.4249
2021-10-31,45.4249
2021-11-01,45.8552
2021-11-02,44.5183
2021-11-03,48.4531
2021-11-04,47.0799
2021-11-05,51.6936
2021-11-06,51.6936
2021-11-07,51.6936
2021-11-08,51.198
2021-11-09,53.1936
2021-11-10,52.2641
2021-11-11,52.4726
2021-11-12,51.541
2021-11-13,51.541
2021-11-14,51.541
2021-11-15,51.8154
2021-11-16,51.7274
2021-11-17,48.8311
2021-11-18,41.2871
2021-11-19,39.6993
2021-11-20,39.6993
2021-11-21,39.6993
2021-11-22,38.3331
2021-11-23,36.7626
2021-11-24,36.0171
2021-11-25,36.0171
2021-11-26,34.109
2021-11-27,34.109
2021-11-28,34.109
2021-11-29,33.6101
2021-11-30,32.0234
2021-12-01,31.6808
2021-12-02,35.14
2021-12-03,39.2619
2021-12-04,39.2619
2021-12-05,39.2619
2021-12-06,42.9744
2021-12-07,44.4215
2021-12-08,44.2211
2021-12-09,40.7945
2021-12-10,41.4063
2021-12-11,41.4063
2021-12-12,41.4063
2021-12-13,42.0802
2021-12-14,42.9876
2021-12-15,43.6426
2021-12-16,41.6087
2021-12-17,43.8611
2021-12-18,43.8611
2021-12-19,43.8611
2021-12-20,41.0753
2021-12-21,42.813
2021-12-22,41.5456
2021-12-23,41.078
2021-12-24,41.078
2021-12-25,41.078
2021-12-26,41.078
2021-12-27,41.7278
2021-12-28,41.644
2021-12-29,40.9907
2021-12-30,41.5475
2021-12-31,41.1017
2022-01-01,41.1017
2022-01-02,41.1017
2022-01-03,43.4751
2022-01-04,45.0983
2022-01-05,42.7553
2022-01-06,42.6395
2022-01-07,40.8694
2022-01-08,40.8694
2022-01-09,40.8694
2022-01-10,40.2877
2022-01-11,38.8008
2022-01-12,39.9749
2022-01-13,40.2826
2022-01-14,40.4696
2022-01-15,40.4696
2022-01-16,40.4696
2022-01-17,40.4696
2022-01-18,39.3383
2022-01-19,37.644
2022-01-20,36.9952
2022-01-21,38.8744
2022-01-22,38.8744
2022-01-23,38.8744
2022-01-24,46.259
2022-01-25,44.5744
2022-01-26,42.1234
2022-01-27,38.0199
2022-01-28,38.6982
2022-01-29,38.6982
2022-01-30,38.6982
2022-01-31,40.9109
2022-02-01,42.4793
2022-02-02,39.4376
2022-02-03,39.3847
2022-02-04,40.5706
2022-02-05,40.5706
2022-02-06,40.5706
2022-02-07,39.8896
2022-02-08,43.9811
2022-02-09,46.1019
2022-02-10,43.7426
2022-02-11,43.752
2022-02-12,43.752
2022-02-13,43.752
2022-02-14,43.2468
2022-02-15,47.7557
2022-02-16,48.7393
2022-02-17,54.1665
2022-02-18,44.8262
2022-02-19,44.8262
2022-02-20,44.8262
2022-02-21,44.8262
2022-02-22,44.4862
2022-02-23,41.8807
2022-02-24,45.2361
2022-02-25,46.0258
2022-02-26,46.0258
2022-02-27,46.0258
2022-02-28,46.805
2022-03-01,45.7548
2022-03-02,50.1721
2022-03-03,49.5401
2022-03-04,47.398
2022-03-05,47.398
2022-03-06,47.398
2022-03-07,46.1579
2022-03-08,45.823
2022-03-09,44.4816
2022-03-10,44.6669
2022-03-11,43.236
2022-03-12,43.236
2022-03-13,43.236
2022-03-14,41.3076
2022-03-15,43.2863
2022-03-16,46.7789
2022-03-17,46.318
2022-03-18,44.9871
2022-03-19,44.9871
2022-03-20,44.9871
2022-03-21,43.2229
2022-03-22,44.5246
2022-03-23,42.6829
2022-03-24,42.3112
2022-03-25,40.9085
2022-03-26,40.9085
2022-03-27,40.9085
2022-03-28,41.3178
2022-03-29,44.5935
2022-03-30,41.5236
2022-03-31,40.1639
2022-04-01,40.3818
2022-04-02,40.3818
2022-04-03,40.3818
2022-04-04,41.5171
2022-04-05,40.6857
2022-04-06,39.4681
2022-04-07,40.1484
2022-04-08,41.761
2022-04-09,41.761
2022-04-10,41.761
2022-04-11,44.9805
2022-04-12,43.2367
2022-04-13,43.9993
2022-04-14,43.6262
2022-04-15,43.6262
2022-04-16,43.6262
2022-04-17,43.6262
2022-04-18,43.8986
2022-04-19,48.0693
2022-04-20,46.2481
2022-04-21,45.4311
2022-04-22,44.4046
2022-04-23,44.4046
2022-04-24,44.4046
2022-04-25,46.1234
2022-04-26,44.246
2022-04-27,42.5544
2022-04-28,45.2014
2022-04-29,43.9274
2022-04-30,43.9274
2022-05-01,43.9274
2022-05-02,47.0014
2022-05-03,48.6747
2022-05-04,49.9371
2022-05-05,48.1866
2022-05-06,47.5105
2022-05-07,47.5105
2022-05-08,47.5105
2022-05-09,46.3672
2022-05-10,44.4751
2022-05-11,42.9832
2022-05-12,44.7786
2022-05-13,46.9072
2022-05-14,46.9072
2022-05-15,46.9072
2022-05-16,45.8712
2022-05-17,48.6698
2022-05-18,45.5702
2022-05-19,45.1109
2022-05-20,43.7687
2022-05-21,43.7687
2022-05-22,43.7687
2022-05-23,42.6464
2022-05-24,57.9781
2022-05-25,62.2959
2022-05-26,59.4292
2022-05-27,62.3036
2022-05-28,62.3036
2022-05-29,62.3036
2022-05-30,62.3036
2022-05-31,59.8382
2022-06-01,59.3681
2022-06-02,60.5406
2022-06-03,58.5686
2022-06-04,58.5686
2022-06-05,58.5686
2022-06-06,58.9519
2022-06-07,57.6415
2022-06-08,56.0564
2022-06-09,55.5826
2022-06-10,54.5362
2022-06-11,54.5362
2022-06-12,54.5362
2022-06-13,51.9441
2022-06-14,53.3273
2022-06-15,53.6657
2022-06-16,49.2565
2022-06-17,50.4311
2022-06-18,50.4311
2022-06-19,50.4311
2022-06-20,50.4311
2022-06-21,50.0596
2022-06-22,52.0947
2022-06-23,53.3089
2022-06-24,57.0767
2022-06-25,57.0767
2022-06-26,57.0767
2022-06-27,56.103
2022-06-28,54.1963
2022-06-29,53.788
2022-06-30,52.9865
2022-07-01,53.5507
2022-07-02,53.5507
2022-07-03,53.5507
2022-07-04,53.5507
2022-07-05,56.4364
2022-07-06,51.8823
2022-07-07,52.7768
2022-07-08,51.1581
2022-07-09,51.1581
2022-07-10,51.1581
2022-07-11,48.4734
2022-07-12,48.3777
2022-07-13,45.5605
2022-07-14,45.0525
2022-07-15,47.9315
2022-07-16,47.9315
2022-07-17,47.9315
2022-07-18,48.8723
2022-07-19,51.9354
2022-07-20,53.8942
2022-07-21,53.7424
2022-07-22,53.5025
2022-07-23,53.5025
2022-07-24,53.5025
2022-07-25,52.6935
2022-07-26,51.9361
2022-07-27,53.0673
2022-07-28,53.7729
2022-07-29,54.0733
2022-07-30,54.0733
2022-07-31,54.0733
2022-08-01,54.2821
2022-08-02,51.9412
2022-08-03,53.2823
2022-08-04,53.151
2022-08-05,54.2499
2022-08-06,54.2499
2022-08-07,54.2499
2022-08-08,57.0065
2022-08-09,56.3898
2022-08-10,59.7696
2022-08-11,60.8772
2022-08-12,62.7484
2022-08-13,62.7484
2022-08-14,62.7484
2022-08-15,62.9985
2022-08-16,64.9634
2022-08-17,60.4262
2022-08-18,45.2776
2022-08-19,40.3006
2022-08-20,40.3006
2022-08-21,40.3006
2022-08-22,40.1167
2022-08-23,40.8946
2022-08-24,41.928
2022-08-25,44.2645
2022-08-26,43.1781
2022-08-27,43.1781
2022-08-28,43.1781
2022-08-29,42.7385
2022-08-30,41.94
2022-08-31,41.7679
2022-09-01,41.5245
2022-09-02,40.7576
2022-09-03,40.7576
2022-09-04,40.7576
2022-09-05,40.7576
2022-09-06,39.5107
2022-09-07,40.7893
2022-09-08,40.4855
2022-09-09,41.4647
2022-09-10,41.4647
2022-09-11,41.4647
2022-09-12,41.0146
2022-09-13,39.2646
2022-09-14,38.2194
2022-09-15,38.2617
2022-09-16,37.6218
2022-09-17,37.6218
2022-09-18,37.6218
2022-09-19,38.7767
2022-09-20,38.0161
2022-09-21,37.2918
2022-09-22,36.9554
2022-09-23,37.1616
2022-09-24,37.1616
2022-09-25,37.1616
2022-09-26,36.8972
2022-09-27,36.8721
2022-09-28,38.6024
2022-09-29,35.2149
2022-09-30,34.7844
2022-10-01,34.7844
2022-10-02,34.7844
2022-10-03,34.9268
2022-10-04,36.8949
2022-10-05,36.2887
2022-10-06,35.809
2022-10-07,34.8756
2022-10-08,34.8756
2022-10-09,34.8756
2022-10-10,35.1159
2022-10-11,35.8893
2022-10-12,36.7482
2022-10-13,36.7784
2022-10-14,36.6336
2022-10-15,36.6336
2022-10-16,36.6336
2022-10-17,38.6534
2022-10-18,39.5676
2022-10-19,37.7249
2022-10-20,37.1161
2022-10-21,39.1989
2022-10-22,39.1989
2022-10-23,39.1989
2022-10-24,40.2791
2022-10-25,44.3872
2022-10-26,43.931
2022-10-27,43.8698
2022-10-28,45.8397
2022-10-29,45.8397
2022-10-30,45.8397
2022-10-31,45.5369
2022-11-01,47.1097
2022-11-02,44.9813
2022-11-03,45.2922
2022-11-04,43.8616
2022-11-05,43.8616
2022-11-06,43.8616
2022-11-07,44.2616
2022-11-08,44.3264
2022-11-09,43.0829
2022-11-10,48.7438
2022-11-11,52.696
2022-11-12,52.696
2022-11-13,52.696
2022-11-14,47.2881
2022-11-15,48.9036
2022-11-16,45.2841
2022-11-17,46.4399
2022-11-18,48.9202
2022-11-19,48.9202
2022-11-20,48.9202
2022-11-21,48.3871
2022-11-22,50.4048
2022-11-23,50.7726
2022-11-24,50.7726
2022-11-25,49.4129
2022-11-26,49.4129
2022-11-27,49.4129
2022-11-28,48.9038
2022-11-29,49.3824
2022-11-30,51.2792
2022-12-01,51.7532
2022-12-02,52.8297
2022-12-03,52.8297
2022-12-04,52.8297
2022-12-05,51.3731
2022-12-06,50.8893
2022-12-07,51.3361
2022-12-08,52.018
2022-12-09,52.1679
2022-12-10,52.1679
2022-12-11,52.1679
2022-12-12,53.4651
2022-12-13,51.0966
2022-12-14,52.2296
2022-12-15,49.5333
2022-12-16,47.763
2022-12-17,47.763
2022-12-18,47.763
2022-12-19,44.4332
2022-12-20,44.4439
2022-12-21,47.9456
2022-12-22,45.7019
2022-12-23,50.699
2022-12-24,50.699
2022-12-25,50.699
2022-12-26,50.699
2022-12-27,49.2215
2022-12-28,48.9334
2022-12-29,51.42
2022-12-30,50.878
2022-12-31,50.878
2023-01-01,50.878
2023-01-02,50.878
2023-01-03,48.8383
2023-01-04,49.0626
2023-01-05,48.5125
2023-01-06,51.3706
2023-01-07,51.3706
2023-01-08,51.3706
2023-01-09,48.8953
2023-01-10,52.2937
2023-01-11,54.1547
2023-01-12,56.2633
2023-01-13,55.8792
2023-01-14,55.8792
2023-01-15,55.8792
2023-01-16,55.8792
2023-01-17,55.2194
2023-01-18,53.0118
2023-01-19,52.529
2023-01-20,54.6073
2023-01-21,54.6073
2023-01-22,54.6073
2023-01-23,55.1589
2023-01-24,54.5562
2023-01-25,56.0467
2023-01-26,57.0843
2023-01-27,58.2679
2023-01-28,58.2679
2023-01-29,58.2679
2023-01-30,58.2844
2023-01-31,61.5895
2023-02-01,64.1762
2023-02-02,68.0341
2023-02-03,67.4712
2023-02-04,67.4712
2023-02-05,67.4712
2023-02-06,67.1837
2023-02-07,65.3474
2023-02-08,63.1081
2023-02-09,61.0783
2023-02-10,58.7019
2023-02-11,58.7019
2023-02-12,58.7019
2023-02-13,61.4243
2023-02-14,61.7234
2023-02-15,63.167
2023-02-16,63.5047
2023-02-17,62.9892
2023-02-18,62.9892
2023-02-19,62.9892
2023-02-20,62.9892
2023-02-21,55.5285
2023-02-22,47.6214
2023-02-23,50.2268
2023-02-24,52.7581
2023-02-25,52.7581
2023-02-26,52.7581
2023-02-27,51.0095
2023-02-28,52.654
2023-03-01,54.3218
2023-03-02,51.3507
2023-03-03,54.0129
2023-03-04,54.0129
2023-03-05,54.0129
2023-03-06,51.6545
2023-03-07,52.0191
2023-03-08,51.802
2023-03-09,50.6046
2023-03-10,49.8474
2023-03-11,49.8474
2023-03-12,49.8474
2023-03-13,45.0241
2023-03-14,46.0743
2023-03-15,45.6366
2023-03-16,45.4606
2023-03-17,42.69
2023-03-18,42.69
2023-03-19,42.69
