,TNC US Equity
2023-03-20,47.0022
2023-03-21,48.3686
2023-03-22,45.9043
2023-03-23,45.5525
2023-03-24,46.2198
2023-03-25,46.2198
2023-03-26,46.2198
2023-03-27,47.1686
2023-03-28,49.0467
2023-03-29,50.1502
2023-03-30,50.4367
2023-03-31,53.1364
2023-04-01,53.1364
2023-04-02,53.1364
2023-04-03,54.0878
2023-04-04,49.0462
2023-04-05,47.9361
2023-04-06,47.736
2023-04-07,47.736
2023-04-08,47.736
2023-04-09,47.736
2023-04-10,49.2877
2023-04-11,49.7777
2023-04-12,50.8333
2023-04-13,50.6624
2023-04-14,49.872
2023-04-15,49.872
2023-04-16,49.872
2023-04-17,51.2908
2023-04-18,50.7288
2023-04-19,50.7288
2023-04-20,51.4205
2023-04-21,51.2236
2023-04-22,51.2236
2023-04-23,51.2236
2023-04-24,52.0468
2023-04-25,50.0957
2023-04-26,46.0707
2023-04-27,49.4973
2023-04-28,64.0251
2023-04-29,64.0251
2023-04-30,64.0251
2023-05-01,67.6576
2023-05-02,66.3866
2023-05-03,64.8665
2023-05-04,62.207
2023-05-05,63.4229
2023-05-06,63.4229
2023-05-07,63.4229
2023-05-08,63.3684
2023-05-09,62.5705
2023-05-10,62.5818
2023-05-11,62.2891
2023-05-12,62.5188
2023-05-13,62.5188
2023-05-14,62.5188
2023-05-15,62.9367
2023-05-16,60.7719
2023-05-17,61.7947
2023-05-18,62.0667
2023-05-19,61.1658
2023-05-20,61.1658
2023-05-21,61.1658
2023-05-22,62.0743
2023-05-23,60.0149
2023-05-24,56.7743
2023-05-25,56.5146
2023-05-26,55.425
2023-05-27,55.425
2023-05-28,55.425
2023-05-29,55.425
2023-05-30,53.511
2023-05-31,51.7671
2023-06-01,53.6393
2023-06-02,58.4732
2023-06-03,58.4732
2023-06-04,58.4732
2023-06-05,54.4927
2023-06-06,58.3697
2023-06-07,61.905
2023-06-08,61.6144
2023-06-09,59.9051
2023-06-10,59.9051
2023-06-11,59.9051
2023-06-12,60.4604
2023-06-13,61.8505
2023-06-14,60.3864
2023-06-15,61.0708
2023-06-16,60.7027
2023-06-17,60.7027
2023-06-18,60.7027
2023-06-19,60.7027
2023-06-20,60.0718
2023-06-21,61.1169
2023-06-22,57.4789
2023-06-23,56.7685
2023-06-24,56.7685
2023-06-25,56.7685
2023-06-26,57.3567
2023-06-27,57.863
2023-06-28,57.3598
2023-06-29,59.8453
2023-06-30,58.8346
2023-07-01,58.8346
2023-07-02,58.8346
2023-07-03,59.1695
2023-07-04,59.1695
2023-07-05,54.3023
2023-07-06,51.3927
2023-07-07,51.9483
2023-07-08,51.9483
2023-07-09,51.9483
2023-07-10,52.0317
2023-07-11,52.543
2023-07-12,54.0789
2023-07-13,55.4078
2023-07-14,54.9206
2023-07-15,54.9206
2023-07-16,54.9206
2023-07-17,55.4941
2023-07-18,57.1844
2023-07-19,57.0965
2023-07-20,57.2665
2023-07-21,54.2423
2023-07-22,54.2423
2023-07-23,54.2423
2023-07-24,54.8409
2023-07-25,55.2811
2023-07-26,54.3226
2023-07-27,52.1832
2023-07-28,54.2602
2023-07-29,54.2602
2023-07-30,54.2602
2023-07-31,55.1824
2023-08-01,55.2396
2023-08-02,54.9977
2023-08-03,57.0595
2023-08-04,61.3457
2023-08-05,61.3457
2023-08-06,61.3457
2023-08-07,65.9529
2023-08-08,65.6044
2023-08-09,64.4471
2023-08-10,62.2015
2023-08-11,60.9934
2023-08-12,60.9934
2023-08-13,60.9934
2023-08-14,58.1432
2023-08-15,56.3567
2023-08-16,54.038
2023-08-17,51.155
2023-08-18,50.9192
2023-08-19,50.9192
2023-08-20,50.9192
2023-08-21,50.5177
2023-08-22,50.2309
2023-08-23,53.2144
2023-08-24,53.5178
2023-08-25,54.228
2023-08-26,54.228
2023-08-27,54.228
2023-08-28,54.3838
2023-08-29,54.9002
2023-08-30,57.1372
2023-08-31,55.1526
2023-09-01,57.0758
2023-09-02,57.0758
2023-09-03,57.0758
2023-09-04,57.0758
2023-09-05,46.6805
2023-09-06,46.1659
2023-09-07,48.5522
2023-09-08,46.7426
2023-09-09,46.7426
2023-09-10,46.7426
2023-09-11,47.6056
2023-09-12,46.0274
2023-09-13,44.1435
2023-09-14,45.8031
2023-09-15,44.5356
2023-09-16,44.5356
2023-09-17,44.5356
2023-09-18,44.5017
2023-09-19,44.4841
2023-09-20,43.1633
2023-09-21,40.5246
2023-09-22,40.6426
2023-09-23,40.6426
2023-09-24,40.6426
2023-09-25,41.3173
2023-09-26,39.684
2023-09-27,40.8442
2023-09-28,44.6849
2023-09-29,41.8084
2023-09-30,41.8084
2023-10-01,41.8084
2023-10-02,42.9171
2023-10-03,42.5237
2023-10-04,45.3836
2023-10-05,46.6168
2023-10-06,46.5215
2023-10-07,46.5215
2023-10-08,46.5215
2023-10-09,48.1236
2023-10-10,48.0014
2023-10-11,49.3979
2023-10-12,47.2516
2023-10-13,44.4032
2023-10-14,44.4032
2023-10-15,44.4032
2023-10-16,46.6223
2023-10-17,47.4634
2023-10-18,44.6118
2023-10-19,43.3637
2023-10-20,42.7187
2023-10-21,42.7187
2023-10-22,42.7187
2023-10-23,42.0006
2023-10-24,42.3016
2023-10-25,41.6677
2023-10-26,42.5839
2023-10-27,41.9606
2023-10-28,41.9606
2023-10-29,41.9606
2023-10-30,47.4104
2023-10-31,45.0145
2023-11-01,55.1543
2023-11-02,57.2894
2023-11-03,59.5732
2023-11-04,59.5732
2023-11-05,59.5732
2023-11-06,59.9425
2023-11-07,61.2795
2023-11-08,60.6186
2023-11-09,60.9238
2023-11-10,61.2639
2023-11-11,61.2639
2023-11-12,61.2639
2023-11-13,59.7208
2023-11-14,61.7876
2023-11-15,61.9498
2023-11-16,64.7365
2023-11-17,66.3461
2023-11-18,66.3461
2023-11-19,66.3461
2023-11-20,66.271
2023-11-21,63.2821
2023-11-22,64.5268
2023-11-23,64.5268
2023-11-24,65.3807
2023-11-25,65.3807
2023-11-26,65.3807
2023-11-27,65.0013
2023-11-28,61.5998
2023-11-29,60.3179
2023-11-30,60.1501
2023-12-01,61.8147
2023-12-02,61.8147
2023-12-03,61.8147
2023-12-04,62.4725
2023-12-05,59.8435
2023-12-06,58.7102
2023-12-07,60.9407
2023-12-08,61.0043
2023-12-09,61.0043
2023-12-10,61.0043
2023-12-11,61.1189
2023-12-12,62.2189
2023-12-13,62.6754
2023-12-14,67.3534
2023-12-15,65.5529
2023-12-16,65.5529
2023-12-17,65.5529
2023-12-18,66.3065
2023-12-19,67.4581
2023-12-20,64.3622
2023-12-21,65.5774
2023-12-22,66.248
2023-12-23,66.248
2023-12-24,66.248
2023-12-25,66.248
2023-12-26,66.7404
2023-12-27,67.0991
2023-12-28,67.1273
2023-12-29,66.8604
2023-12-30,66.8604
2023-12-31,66.8604
2024-01-01,66.8604
2024-01-02,63.4675
2024-01-03,55.9159
2024-01-04,54.209
2024-01-05,52.383
2024-01-06,52.383
2024-01-07,52.383
2024-01-08,54.1137
2024-01-09,52.5043
2024-01-10,53.2144
2024-01-11,56.1473
2024-01-12,58.4383
2024-01-13,58.4383
2024-01-14,58.4383
2024-01-15,58.4383
2024-01-16,59.4848
2024-01-17,57.8392
2024-01-18,58.6067
2024-01-19,58.6067
2024-01-20,58.6067
2024-01-21,58.6067
2024-01-22,59.9959
2024-01-23,57.7936
2024-01-24,55.7245
2024-01-25,57.5812
2024-01-26,59.9531
2024-01-27,59.9531
2024-01-28,59.9531
2024-01-29,64.3789
2024-01-30,63.5688
2024-01-31,62.4216
2024-02-01,65.6665
2024-02-02,66.041
2024-02-03,66.041
2024-02-04,66.041
2024-02-05,63.1207
2024-02-06,63.5545
2024-02-07,63.8568
2024-02-08,65.3048
2024-02-09,64.53
2024-02-10,64.53
2024-02-11,64.53
2024-02-12,67.0601
2024-02-13,61.1944
2024-02-14,64.9681
2024-02-15,67.3749
2024-02-16,66.2618
2024-02-17,66.2618
2024-02-18,66.2618
2024-02-19,66.2618
2024-02-20,67.084
2024-02-21,66.3794
2024-02-22,65.9539
2024-02-23,70.6107
2024-02-24,70.6107
2024-02-25,70.6107
2024-02-26,73.8322
2024-02-27,76.8141
2024-02-28,75.0521
2024-02-29,74.496
2024-03-01,69.9391
2024-03-02,69.9391
2024-03-03,69.9391
2024-03-04,69.0034
2024-03-05,66.132
2024-03-06,66.0787
2024-03-07,67.437
2024-03-08,67.8104
2024-03-09,67.8104
2024-03-10,67.8104
2024-03-11,68.2498
2024-03-12,68.8247
2024-03-13,69.7285
2024-03-14,68.3814
2024-03-15,70.1699
2024-03-16,70.1699
2024-03-17,70.1699
2024-03-18,67.5543
2024-03-19,69.5909
2024-03-20,70.8133
2024-03-21,74.5186
2024-03-22,74.4623
2024-03-23,74.4623
2024-03-24,74.4623
2024-03-25,70.0283
2024-03-26,71.0768
2024-03-27,71.6296
2024-03-28,71.7095
2024-03-29,71.7095
2024-03-30,71.7095
2024-03-31,71.7095
2024-04-01,72.6583
2024-04-02,69.2472
2024-04-03,70.4656
2024-04-04,67.5901
2024-04-05,68.244
2024-04-06,68.244
2024-04-07,68.244
2024-04-08,67.6965
