,LILA US Equity
2023-03-19,43.5003
2023-03-20,43.1019
2023-03-21,46.6408
2023-03-22,43.8212
2023-03-23,43.5103
2023-03-24,44.4282
2023-03-25,44.4282
2023-03-26,44.4282
2023-03-27,45.447
2023-03-28,44.9357
2023-03-29,47.5797
2023-03-30,47.3986
2023-03-31,49.1022
2023-04-01,49.1022
2023-04-02,49.1022
2023-04-03,45.9338
2023-04-04,45.4141
2023-04-05,45.9414
2023-04-06,46.5819
2023-04-07,46.5819
2023-04-08,46.5819
2023-04-09,46.5819
2023-04-10,47.6513
2023-04-11,54.7702
2023-04-12,54.5682
2023-04-13,54.5682
2023-04-14,53.3057
2023-04-15,53.3057
2023-04-16,53.3057
2023-04-17,55.5234
2023-04-18,55.4145
2023-04-19,55.1905
2023-04-20,50.4451
2023-04-21,48.8051
2023-04-22,48.8051
2023-04-23,48.8051
2023-04-24,48.1385
2023-04-25,45.4764
2023-04-26,46.7372
2023-04-27,51.565
2023-04-28,53.9814
2023-04-29,53.9814
2023-04-30,53.9814
2023-05-01,51.5128
2023-05-02,49.53
2023-05-03,50.5152
2023-05-04,47.6298
2023-05-05,48.1865
2023-05-06,48.1865
2023-05-07,48.1865
2023-05-08,49.3922
2023-05-09,48.9391
2023-05-10,44.1993
2023-05-11,43.316
2023-05-12,43.6201
2023-05-13,43.6201
2023-05-14,43.6201
2023-05-15,49.2524
2023-05-16,48.0927
2023-05-17,49.2407
2023-05-18,45.258
2023-05-19,48.0404
2023-05-20,48.0404
2023-05-21,48.0404
2023-05-22,48.3797
2023-05-23,48.9828
2023-05-24,45.0903
2023-05-25,42.6368
2023-05-26,43.7229
2023-05-27,43.7229
2023-05-28,43.7229
2023-05-29,43.7229
2023-05-30,42.6101
2023-05-31,42.892
2023-06-01,42.6033
2023-06-02,46.6
2023-06-03,46.6
2023-06-04,46.6
2023-06-05,48.4147
2023-06-06,51.7279
2023-06-07,53.2434
2023-06-08,52.645
2023-06-09,48.8329
2023-06-10,48.8329
2023-06-11,48.8329
2023-06-12,50.49
2023-06-13,52.3157
2023-06-14,52.542
2023-06-15,53.2309
2023-06-16,52.0159
2023-06-17,52.0159
2023-06-18,52.0159
2023-06-19,52.0159
2023-06-20,51.2382
2023-06-21,50.5433
2023-06-22,49.844
2023-06-23,49.844
2023-06-24,49.844
2023-06-25,49.844
2023-06-26,50.2126
2023-06-27,53.974
2023-06-28,54.5522
2023-06-29,55.1353
2023-06-30,54.8235
2023-07-01,54.8235
2023-07-02,54.8235
2023-07-03,54.8235
2023-07-04,54.8235
2023-07-05,53.6332
2023-07-06,51.2275
2023-07-07,53.747
2023-07-08,53.747
2023-07-09,53.747
2023-07-10,52.5001
2023-07-11,50.0001
2023-07-12,51.155
2023-07-13,52.7544
2023-07-14,49.4997
2023-07-15,49.4997
2023-07-16,49.4997
2023-07-17,48.5605
2023-07-18,50.5035
2023-07-19,51.452
2023-07-20,52.303
2023-07-21,51.7813
2023-07-22,51.7813
2023-07-23,51.7813
2023-07-24,52.4679
2023-07-25,47.9295
2023-07-26,49.143
2023-07-27,49.3465
2023-07-28,49.968
2023-07-29,49.968
2023-07-30,49.968
2023-07-31,50.6979
2023-08-01,49.9441
2023-08-02,49.0813
2023-08-03,48.863
2023-08-04,46.7136
2023-08-05,46.7136
2023-08-06,46.7136
2023-08-07,49.0329
2023-08-08,50.9116
2023-08-09,62.579
2023-08-10,57.6814
2023-08-11,57.7527
2023-08-12,57.7527
2023-08-13,57.7527
2023-08-14,56.5702
2023-08-15,56.0753
2023-08-16,55.5724
2023-08-17,54.0675
2023-08-18,51.1989
2023-08-19,51.1989
2023-08-20,51.1989
2023-08-21,51.1054
2023-08-22,51.381
2023-08-23,51.2813
2023-08-24,51.7652
2023-08-25,50.8252
2023-08-26,50.8252
2023-08-27,50.8252
2023-08-28,53.4486
2023-08-29,56.6392
2023-08-30,55.7606
2023-08-31,53.3016
2023-09-01,51.2678
2023-09-02,51.2678
2023-09-03,51.2678
2023-09-04,51.2678
2023-09-05,47.9552
2023-09-06,48.1532
2023-09-07,44.3961
2023-09-08,46.2134
2023-09-09,46.2134
2023-09-10,46.2134
2023-09-11,48.4409
2023-09-12,50.559
2023-09-13,52.742
2023-09-14,53.5899
2023-09-15,49.0388
2023-09-16,49.0388
2023-09-17,49.0388
2023-09-18,47.2137
2023-09-19,47.3978
2023-09-20,47.587
2023-09-21,47.1486
2023-09-22,45.9232
2023-09-23,45.9232
2023-09-24,45.9232
2023-09-25,45.5731
2023-09-26,44.0953
2023-09-27,46.0129
2023-09-28,46.7477
2023-09-29,46.9611
2023-09-30,46.9611
2023-10-01,46.9611
2023-10-02,47.3972
2023-10-03,42.7599
2023-10-04,42.6753
2023-10-05,43.8262
2023-10-06,43.2868
2023-10-07,43.2868
2023-10-08,43.2868
2023-10-09,44.8094
2023-10-10,43.0614
2023-10-11,42.7888
2023-10-12,40.7429
2023-10-13,41.2483
2023-10-14,41.2483
2023-10-15,41.2483
2023-10-16,42.0157
2023-10-17,40.9102
2023-10-18,39.8261
2023-10-19,38.2532
2023-10-20,37.909
2023-10-21,37.909
2023-10-22,37.909
2023-10-23,37.473
2023-10-24,37.6215
2023-10-25,35.6102
2023-10-26,35.1871
2023-10-27,34.8446
2023-10-28,34.8446
2023-10-29,34.8446
2023-10-30,36.1311
2023-10-31,37.2526
2023-11-01,36.4024
2023-11-02,36.4024
2023-11-03,38.4081
2023-11-04,38.4081
2023-11-05,38.4081
2023-11-06,37.4907
2023-11-07,35.5394
2023-11-08,36.0559
2023-11-09,34.0788
2023-11-10,45.7927
2023-11-11,45.7927
2023-11-12,45.7927
2023-11-13,44.5639
2023-11-14,45.1978
2023-11-15,45.1978
2023-11-16,43.5974
2023-11-17,43.4912
2023-11-18,43.4912
2023-11-19,43.4912
2023-11-20,43.9152
2023-11-21,41.6521
2023-11-22,42.3834
2023-11-23,42.3834
2023-11-24,44.6788
2023-11-25,44.6788
2023-11-26,44.6788
2023-11-27,43.1237
2023-11-28,44.1296
2023-11-29,44.9921
2023-11-30,42.6102
2023-12-01,47.9084
2023-12-02,47.9084
2023-12-03,47.9084
2023-12-04,48.1623
2023-12-05,44.1551
2023-12-06,44.6841
2023-12-07,47.0204
2023-12-08,48.3982
2023-12-09,48.3982
2023-12-10,48.3982
2023-12-11,47.2427
2023-12-12,43.8329
2023-12-13,47.0344
2023-12-14,49.2634
2023-12-15,47.312
2023-12-16,47.312
2023-12-17,47.312
2023-12-18,47.2046
2023-12-19,49.7996
2023-12-20,48.4557
2023-12-21,49.1652
2023-12-22,49.7615
2023-12-23,49.7615
2023-12-24,49.7615
2023-12-25,49.7615
2023-12-26,50.4824
2023-12-27,50.1104
2023-12-28,50.7363
2023-12-29,51.1169
2023-12-30,51.1169
2023-12-31,51.1169
2024-01-01,51.1169
2024-01-02,51.1169
2024-01-03,47.822
2024-01-04,47.1927
2024-01-05,46.9371
2024-01-06,46.9371
2024-01-07,46.9371
2024-01-08,48.8017
2024-01-09,48.3957
2024-01-10,48.1196
2024-01-11,49.1695
2024-01-12,49.0229
2024-01-13,49.0229
2024-01-14,49.0229
2024-01-15,49.0229
2024-01-16,47.6987
2024-01-17,47.4044
2024-01-18,47.9033
2024-01-19,49.2316
2024-01-20,49.2316
2024-01-21,49.2316
2024-01-22,48.9091
2024-01-23,51.5366
2024-01-24,48.1728
2024-01-25,49.9432
2024-01-26,51.8013
2024-01-27,51.8013
2024-01-28,51.8013
2024-01-29,52.5603
2024-01-30,51.0629
2024-01-31,47.7776
2024-02-01,50.1477
2024-02-02,45.1965
2024-02-03,45.1965
2024-02-04,45.1965
2024-02-05,41.7826
2024-02-06,42.2659
2024-02-07,44.1836
2024-02-08,45.2803
2024-02-09,44.5049
2024-02-10,44.5049
2024-02-11,44.5049
2024-02-12,47.8898
2024-02-13,40.7589
2024-02-14,42.6418
2024-02-15,46.053
2024-02-16,45.3829
2024-02-17,45.3829
2024-02-18,45.3829
2024-02-19,45.3829
2024-02-20,46.979
2024-02-21,43.7804
2024-02-22,43.6743
2024-02-23,38.8972
2024-02-24,38.8972
2024-02-25,38.8972
2024-02-26,40.9428
2024-02-27,43.6739
2024-02-28,41.862
2024-02-29,45.3204
2024-03-01,45.3204
2024-03-02,45.3204
2024-03-03,45.3204
2024-03-04,45.5679
2024-03-05,43.8236
2024-03-06,43.5195
2024-03-07,43.005
2024-03-08,44.7615
2024-03-09,44.7615
2024-03-10,44.7615
2024-03-11,45.9545
2024-03-12,43.1684
2024-03-13,46.6435
2024-03-14,44.8569
2024-03-15,45.3663
2024-03-16,45.3663
2024-03-17,45.3663
2024-03-18,45.0435
2024-03-19,45.0435
2024-03-20,48.9322
2024-03-21,50.9661
2024-03-22,49.7601
2024-03-23,49.7601
2024-03-24,49.7601
2024-03-25,55.4329
2024-03-26,52.2631
2024-03-27,53.6838
2024-03-28,52.9847
2024-03-29,52.9847
2024-03-30,52.9847
2024-03-31,52.9847
2024-04-01,53.2992
2024-04-02,52.6914
2024-04-03,57.1408
2024-04-04,55.784
2024-04-05,55.9806
2024-04-06,55.9806
2024-04-07,55.9806
2024-04-08,56.9702
