,KOP US Equity
2022-08-20,52.6074
2022-08-21,52.6074
2022-08-22,50.6397
2022-08-23,51.7401
2022-08-24,52.0084
2022-08-25,54.8081
2022-08-26,50.0974
2022-08-27,50.0974
2022-08-28,50.0974
2022-08-29,49.8658
2022-08-30,47.5897
2022-08-31,45.0091
2022-09-01,43.8798
2022-09-02,44.3244
2022-09-03,44.3244
2022-09-04,44.3244
2022-09-05,44.3244
2022-09-06,43.203
2022-09-07,43.7455
2022-09-08,45.1014
2022-09-09,46.77
2022-09-10,46.77
2022-09-11,46.77
2022-09-12,49.0283
2022-09-13,44.9259
2022-09-14,44.243
2022-09-15,44.243
2022-09-16,42.7906
2022-09-17,42.7906
2022-09-18,42.7906
2022-09-19,44.0959
2022-09-20,42.959
2022-09-21,42.2584
2022-09-22,41.6474
2022-09-23,41.2464
2022-09-24,41.2464
2022-09-25,41.2464
2022-09-26,39.2039
2022-09-27,39.0861
2022-09-28,41.8425
2022-09-29,41.024
2022-09-30,41.1157
2022-10-01,41.1157
2022-10-02,41.1157
2022-10-03,44.5063
2022-10-04,48.0487
2022-10-05,48.7105
2022-10-06,47.1038
2022-10-07,45.4474
2022-10-08,45.4474
2022-10-09,45.4474
2022-10-10,48.5158
2022-10-11,47.9005
2022-10-12,46.4312
2022-10-13,48.1953
2022-10-14,47.1369
2022-10-15,47.1369
2022-10-16,47.1369
2022-10-17,49.6982
2022-10-18,51.2398
2022-10-19,49.6652
2022-10-20,48.9816
2022-10-21,52.0537
2022-10-22,52.0537
2022-10-23,52.0537
2022-10-24,53.4151
2022-10-25,54.8123
2022-10-26,55.332
2022-10-27,55.9262
2022-10-28,58.4174
2022-10-29,58.4174
2022-10-30,58.4174
2022-10-31,57.6431
2022-11-01,57.8809
2022-11-02,53.9424
2022-11-03,53.8562
2022-11-04,64.3889
2022-11-05,64.3889
2022-11-06,64.3889
2022-11-07,65.6356
2022-11-08,63.382
2022-11-09,59.5438
2022-11-10,62.4928
2022-11-11,63.2807
2022-11-12,63.2807
2022-11-13,63.2807
2022-11-14,61.7098
2022-11-15,62.5082
2022-11-16,61.4555
2022-11-17,62.3543
2022-11-18,64.0198
2022-11-19,64.0198
2022-11-20,64.0198
2022-11-21,64.4324
2022-11-22,66.6113
2022-11-23,64.1833
2022-11-24,64.1833
2022-11-25,63.8568
2022-11-26,63.8568
2022-11-27,63.8568
2022-11-28,62.2196
2022-11-29,62.3942
2022-11-30,63.8977
2022-12-01,64.1408
2022-12-02,65.5105
2022-12-03,65.5105
2022-12-04,65.5105
2022-12-05,64.8363
2022-12-06,65.7124
2022-12-07,64.8764
2022-12-08,65.581
2022-12-09,65.581
2022-12-10,65.581
2022-12-11,65.581
2022-12-12,66.8028
2022-12-13,67.7166
2022-12-14,68.0608
2022-12-15,62.5432
2022-12-16,59.983
2022-12-17,59.983
2022-12-18,59.983
2022-12-19,57.9593
2022-12-20,58.1458
2022-12-21,59.7466
2022-12-22,55.1321
2022-12-23,55.9009
2022-12-24,55.9009
2022-12-25,55.9009
2022-12-26,55.9009
2022-12-27,54.9273
2022-12-28,50.7025
2022-12-29,52.243
2022-12-30,51.4302
2022-12-31,51.4302
2023-01-01,51.4302
2023-01-02,51.4302
2023-01-03,52.234
2023-01-04,53.9478
2023-01-05,52.5816
2023-01-06,55.1973
2023-01-07,55.1973
2023-01-08,55.1973
2023-01-09,55.2954
2023-01-10,56.5424
2023-01-11,58.4362
2023-01-12,62.1606
2023-01-13,63.1515
2023-01-14,63.1515
2023-01-15,63.1515
2023-01-16,63.1515
2023-01-17,63.0167
2023-01-18,61.3465
2023-01-19,60.3624
2023-01-20,61.0094
2023-01-21,61.0094
2023-01-22,61.0094
2023-01-23,61.5408
2023-01-24,63.5397
2023-01-25,64.5473
2023-01-26,63.4685
2023-01-27,61.9589
2023-01-28,61.9589
2023-01-29,61.9589
2023-01-30,62.699
2023-01-31,67.8276
2023-02-01,67.2
2023-02-02,69.3442
2023-02-03,68.6116
2023-02-04,68.6116
2023-02-05,68.6116
2023-02-06,63.6064
2023-02-07,64.378
2023-02-08,62.7357
2023-02-09,57.4499
2023-02-10,59.0811
2023-02-11,59.0811
2023-02-12,59.0811
2023-02-13,60.9199
2023-02-14,60.4781
2023-02-15,61.3995
2023-02-16,61.8984
2023-02-17,62.2174
2023-02-18,62.2174
2023-02-19,62.2174
2023-02-20,62.2174
2023-02-21,58.1463
2023-02-22,59.2552
2023-02-23,60.1239
2023-02-24,59.8259
2023-02-25,59.8259
2023-02-26,59.8259
2023-02-27,62.2064
2023-02-28,63.9535
2023-03-01,68.8401
2023-03-02,64.4999
2023-03-03,65.5499
2023-03-04,65.5499
2023-03-05,65.5499
2023-03-06,58.1173
2023-03-07,58.8562
2023-03-08,59.6163
2023-03-09,56.1016
2023-03-10,52.0458
2023-03-11,52.0458
2023-03-12,52.0458
2023-03-13,47.4903
2023-03-14,49.4803
2023-03-15,48.6627
2023-03-16,49.3449
2023-03-17,47.4627
2023-03-18,47.4627
2023-03-19,47.4627
