,HOG US Equity
2020-09-25,39.8679
2020-09-26,39.8679
2020-09-27,39.8679
2020-09-28,43.4447
2020-09-29,42.7464
2020-09-30,45.5529
2020-10-01,47.3334
2020-10-02,49.1373
2020-10-03,49.1373
2020-10-04,49.1373
2020-10-05,52.1867
2020-10-06,51.6122
2020-10-07,53.6002
2020-10-08,56.8933
2020-10-09,54.2029
2020-10-10,54.2029
2020-10-11,54.2029
2020-10-12,55.6493
2020-10-13,54.3453
2020-10-14,53.599
2020-10-15,54.7188
2020-10-16,55.1477
2020-10-17,55.1477
2020-10-18,55.1477
2020-10-19,54.059
2020-10-20,55.9086
2020-10-21,56.4338
2020-10-22,57.201
2020-10-23,58.546
2020-10-24,58.546
2020-10-25,58.546
2020-10-26,55.1785
2020-10-27,66.9436
2020-10-28,62.8378
2020-10-29,62.8531
2020-10-30,60.3095
2020-10-31,60.3095
2020-11-01,60.3095
2020-11-02,60.5762
2020-11-03,61.0668
2020-11-04,59.689
2020-11-05,61.4207
2020-11-06,60.8528
2020-11-07,60.8528
2020-11-08,60.8528
2020-11-09,59.604
2020-11-10,62.3169
2020-11-11,61.2531
2020-11-12,59.267
2020-11-13,61.9086
2020-11-14,61.9086
2020-11-15,61.9086
2020-11-16,63.3239
2020-11-17,63.6099
2020-11-18,63.1569
2020-11-19,64.6386
2020-11-20,65.054
2020-11-21,65.054
2020-11-22,65.054
2020-11-23,68.8534
2020-11-24,70.921
2020-11-25,69.6456
2020-11-26,69.6456
2020-11-27,69.3524
2020-11-28,69.3524
2020-11-29,69.3524
2020-11-30,67.5862
2020-12-01,67.9103
2020-12-02,65.4952
2020-12-03,64.9703
2020-12-04,65.1309
2020-12-05,65.1309
2020-12-06,65.1309
2020-12-07,64.2772
2020-12-08,64.3463
2020-12-09,65.0625
2020-12-10,62.9874
2020-12-11,59.7714
2020-12-12,59.7714
2020-12-13,59.7714
2020-12-14,54.8517
2020-12-15,56.2788
2020-12-16,55.4899
2020-12-17,54.8012
2020-12-18,53.0462
2020-12-19,53.0462
2020-12-20,53.0462
2020-12-21,52.7073
2020-12-22,54.4216
2020-12-23,57.0753
2020-12-24,55.8618
2020-12-25,55.8618
2020-12-26,55.8618
2020-12-27,55.8618
2020-12-28,55.8339
2020-12-29,54.0462
2020-12-30,55.3181
2020-12-31,54.4396
2021-01-01,54.4396
2021-01-02,54.4396
2021-01-03,54.4396
2021-01-04,52.8977
2021-01-05,53.59
2021-01-06,57.722
2021-01-07,58.2982
2021-01-08,58.6651
2021-01-09,58.6651
2021-01-10,58.6651
2021-01-11,59.0161
2021-01-12,60.7201
2021-01-13,60.848
2021-01-14,63.1641
2021-01-15,62.5489
2021-01-16,62.5489
2021-01-17,62.5489
2021-01-18,62.5489
2021-01-19,65.3064
2021-01-20,66.2655
2021-01-21,64.087
2021-01-22,62.1089
2021-01-23,62.1089
2021-01-24,62.1089
2021-01-25,57.7056
2021-01-26,60.4615
2021-01-27,61.1647
2021-01-28,59.4332
2021-01-29,56.5842
2021-01-30,56.5842
2021-01-31,56.5842
2021-02-01,56.7156
2021-02-02,41.7157
2021-02-03,41.3056
2021-02-04,39.7689
2021-02-05,43.4999
2021-02-06,43.4999
2021-02-07,43.4999
2021-02-08,47.1367
2021-02-09,48.981
2021-02-10,47.5363
2021-02-11,47.5762
2021-02-12,49.0818
2021-02-13,49.0818
2021-02-14,49.0818
2021-02-15,49.0818
2021-02-16,48.4106
2021-02-17,46.4938
2021-02-18,46.6865
2021-02-19,48.5807
2021-02-20,48.5807
2021-02-21,48.5807
2021-02-22,47.6751
2021-02-23,48.7494
2021-02-24,51.6845
2021-02-25,47.8395
2021-02-26,48.1889
2021-02-27,48.1889
2021-02-28,48.1889
2021-03-01,49.4511
2021-03-02,49.2679
2021-03-03,50.3048
2021-03-04,47.4198
2021-03-05,47.1223
2021-03-06,47.1223
2021-03-07,47.1223
2021-03-08,51.0794
2021-03-09,49.6408
2021-03-10,49.7454
2021-03-11,51.2331
2021-03-12,54.7645
2021-03-13,54.7645
2021-03-14,54.7645
2021-03-15,52.84
2021-03-16,50.5233
2021-03-17,50.8845
2021-03-18,49.2319
2021-03-19,47.535
2021-03-20,47.535
2021-03-21,47.535
2021-03-22,47.579
2021-03-23,45.0217
2021-03-24,44.0861
2021-03-25,48.3908
2021-03-26,50.426
2021-03-27,50.426
2021-03-28,50.426
2021-03-29,50.7075
2021-03-30,52.6735
2021-03-31,57.2521
2021-04-01,56.9417
2021-04-02,56.9417
2021-04-03,56.9417
2021-04-04,56.9417
2021-04-05,58.2628
2021-04-06,58.5955
2021-04-07,57.5981
2021-04-08,57.7045
2021-04-09,60.2173
2021-04-10,60.2173
2021-04-11,60.2173
2021-04-12,59.9649
2021-04-13,57.5923
2021-04-14,56.9057
2021-04-15,56.2126
2021-04-16,56.0612
2021-04-17,56.0612
2021-04-18,56.0612
2021-04-19,62.8123
2021-04-20,65.4787
2021-04-21,67.1338
2021-04-22,67.8628
2021-04-23,67.7048
2021-04-24,67.7048
2021-04-25,67.7048
2021-04-26,67.9748
2021-04-27,69.2291
2021-04-28,70.098
2021-04-29,67.7294
2021-04-30,65.8343
2021-05-01,65.8343
2021-05-02,65.8343
2021-05-03,66.2667
2021-05-04,64.127
2021-05-05,66.1318
2021-05-06,65.2427
2021-05-07,66.3077
2021-05-08,66.3077
2021-05-09,66.3077
2021-05-10,61.8875
2021-05-11,60.0973
2021-05-12,55.1053
2021-05-13,57.0588
2021-05-14,59.3129
2021-05-15,59.3129
2021-05-16,59.3129
2021-05-17,64.9558
2021-05-18,61.3096
2021-05-19,58.9315
2021-05-20,57.6526
2021-05-21,57.2368
2021-05-22,57.2368
2021-05-23,57.2368
2021-05-24,56.2264
2021-05-25,54.4624
2021-05-26,56.5335
2021-05-27,57.017
2021-05-28,57.2704
2021-05-29,57.2704
2021-05-30,57.2704
2021-05-31,57.2704
2021-06-01,57.1883
2021-06-02,57.4876
2021-06-03,58.0622
2021-06-04,56.0381
2021-06-05,56.0381
2021-06-06,56.0381
2021-06-07,54.1889
2021-06-08,55.6012
2021-06-09,55.128
2021-06-10,52.8645
2021-06-11,54.403
2021-06-12,54.403
2021-06-13,54.403
2021-06-14,53.594
2021-06-15,54.7124
2021-06-16,52.1342
2021-06-17,48.6457
2021-06-18,47.0538
2021-06-19,47.0538
2021-06-20,47.0538
2021-06-21,51.1939
2021-06-22,51.3564
2021-06-23,50.5252
2021-06-24,53.2209
2021-06-25,53.6271
2021-06-26,53.6271
2021-06-27,53.6271
2021-06-28,50.979
2021-06-29,51.2598
2021-06-30,50.6199
2021-07-01,52.8464
2021-07-02,52.4491
2021-07-03,52.4491
2021-07-04,52.4491
2021-07-05,52.4491
2021-07-06,50.4066
2021-07-07,49.8789
2021-07-08,47.4478
2021-07-09,49.9312
2021-07-10,49.9312
2021-07-11,49.9312
2021-07-12,51.0583
2021-07-13,48.1843
2021-07-14,47.8977
2021-07-15,46.8223
2021-07-16,45.1555
2021-07-17,45.1555
2021-07-18,45.1555
2021-07-19,43.1556
2021-07-20,47.2152
2021-07-21,42.0144
2021-07-22,41.0927
2021-07-23,42.3173
2021-07-24,42.3173
2021-07-25,42.3173
2021-07-26,42.7629
2021-07-27,40.8952
2021-07-28,39.9771
2021-07-29,41.7728
2021-07-30,41.456
2021-07-31,41.456
2021-08-01,41.456
2021-08-02,40.7998
2021-08-03,42.3875
2021-08-04,40.9072
2021-08-05,41.4943
2021-08-06,42.8339
2021-08-07,42.8339
2021-08-08,42.8339
2021-08-09,42.6743
2021-08-10,44.2966
2021-08-11,47.5696
2021-08-12,46.9788
2021-08-13,45.6874
2021-08-14,45.6874
2021-08-15,45.6874
2021-08-16,46.2433
2021-08-17,44.7432
2021-08-18,44.6053
2021-08-19,42.5698
2021-08-20,43.309
2021-08-21,43.309
2021-08-22,43.309
2021-08-23,43.2692
2021-08-24,46.0834
2021-08-25,45.3014
2021-08-26,43.0741
2021-08-27,43.9374
2021-08-28,43.9374
2021-08-29,43.9374
2021-08-30,44.8549
2021-08-31,44.1712
2021-09-01,45.0646
2021-09-02,44.0698
2021-09-03,43.5176
2021-09-04,43.5176
2021-09-05,43.5176
2021-09-06,43.5176
2021-09-07,41.9728
2021-09-08,39.2332
2021-09-09,39.8075
2021-09-10,39.7258
2021-09-11,39.7258
2021-09-12,39.7258
2021-09-13,41.7675
2021-09-14,41.7984
2021-09-15,44.8559
2021-09-16,43.6578
2021-09-17,42.6414
2021-09-18,42.6414
2021-09-19,42.6414
2021-09-20,41.1112
2021-09-21,40.427
2021-09-22,43.1426
2021-09-23,45.0702
2021-09-24,44.1271
2021-09-25,44.1271
2021-09-26,44.1271
2021-09-27,44.8314
2021-09-28,44.0571
2021-09-29,43.5302
2021-09-30,40.9945
2021-10-01,41.7302
2021-10-02,41.7302
2021-10-03,41.7302
2021-10-04,42.2717
2021-10-05,41.2796
2021-10-06,39.8523
2021-10-07,41.2416
2021-10-08,44.0848
2021-10-09,44.0848
2021-10-10,44.0848
2021-10-11,43.43
2021-10-12,43.0071
2021-10-13,42.1057
2021-10-14,46.1892
2021-10-15,45.2188
2021-10-16,45.2188
2021-10-17,45.2188
2021-10-18,45.8576
2021-10-19,43.4833
2021-10-20,43.2946
2021-10-21,44.1543
2021-10-22,44.4809
2021-10-23,44.4809
2021-10-24,44.4809
2021-10-25,44.6668
2021-10-26,40.512
2021-10-27,45.0164
2021-10-28,45.924
2021-10-29,44.489
2021-10-30,44.489
2021-10-31,44.489
2021-11-01,54.1156
2021-11-02,50.4006
2021-11-03,52.4133
2021-11-04,48.7263
2021-11-05,49.5313
2021-11-06,49.5313
2021-11-07,49.5313
2021-11-08,48.9107
2021-11-09,48.4336
2021-11-10,47.1564
2021-11-11,48.6132
2021-11-12,50.4785
2021-11-13,50.4785
2021-11-14,50.4785
2021-11-15,51.2114
2021-11-16,51.3974
2021-11-17,49.2869
2021-11-18,49.2593
2021-11-19,47.6618
2021-11-20,47.6618
2021-11-21,47.6618
2021-11-22,52.6964
2021-11-23,52.9001
2021-11-24,51.4667
2021-11-25,51.4667
2021-11-26,47.6963
2021-11-27,47.6963
2021-11-28,47.6963
2021-11-29,48.4444
2021-11-30,45.8321
2021-12-01,45.8321
2021-12-02,47.9963
2021-12-03,45.8004
2021-12-04,45.8004
2021-12-05,45.8004
2021-12-06,49.0437
2021-12-07,51.1458
2021-12-08,50.0386
2021-12-09,47.7472
2021-12-10,47.2252
2021-12-11,47.2252
2021-12-12,47.2252
2021-12-13,51.7231
2021-12-14,49.8923
2021-12-15,50.1711
2021-12-16,47.8672
2021-12-17,46.4288
2021-12-18,46.4288
2021-12-19,46.4288
2021-12-20,43.4358
2021-12-21,43.9138
2021-12-22,44.3716
2021-12-23,46.7059
2021-12-24,46.7059
2021-12-25,46.7059
2021-12-26,46.7059
2021-12-27,47.1482
2021-12-28,49.4275
2021-12-29,49.8007
2021-12-30,50.5292
2021-12-31,50.639
2022-01-01,50.639
2022-01-02,50.639
2022-01-03,50.6673
2022-01-04,54.2755
2022-01-05,52.5129
2022-01-06,53.6221
2022-01-07,55.7842
2022-01-08,55.7842
2022-01-09,55.7842
2022-01-10,53.7413
2022-01-11,53.0217
2022-01-12,51.1901
2022-01-13,51.5808
2022-01-14,51.1572
2022-01-15,51.1572
2022-01-16,51.1572
2022-01-17,51.1572
2022-01-18,44.8674
2022-01-19,44.0668
2022-01-20,41.2514
2022-01-21,39.3743
2022-01-22,39.3743
2022-01-23,39.3743
2022-01-24,42.5401
2022-01-25,42.0549
2022-01-26,41.5865
2022-01-27,40.1119
2022-01-28,41.3009
2022-01-29,41.3009
2022-01-30,41.3009
2022-01-31,43.8863
2022-02-01,47.7579
2022-02-02,48.972
2022-02-03,47.0371
2022-02-04,47.4554
2022-02-05,47.4554
2022-02-06,47.4554
2022-02-07,48.4937
2022-02-08,60.6795
2022-02-09,63.2452
2022-02-10,61.3055
2022-02-11,59.1534
2022-02-12,59.1534
2022-02-13,59.1534
2022-02-14,57.3141
2022-02-15,59.1965
2022-02-16,59.6023
2022-02-17,58.4252
2022-02-18,58.7658
2022-02-19,58.7658
2022-02-20,58.7658
2022-02-21,58.7658
2022-02-22,55.4752
2022-02-23,55.2347
2022-02-24,54.1418
2022-02-25,55.8893
2022-02-26,55.8893
2022-02-27,55.8893
2022-02-28,56.7924
2022-03-01,53.6315
2022-03-02,56.1932
2022-03-03,56.3276
2022-03-04,50.7169
2022-03-05,50.7169
2022-03-06,50.7169
2022-03-07,46.1558
2022-03-08,47.4715
2022-03-09,51.083
2022-03-10,50.536
2022-03-11,49.9628
2022-03-12,49.9628
2022-03-13,49.9628
2022-03-14,48.798
2022-03-15,49.048
2022-03-16,51.8827
2022-03-17,51.1675
2022-03-18,53.6001
2022-03-19,53.6001
2022-03-20,53.6001
2022-03-21,51.662
2022-03-22,52.559
2022-03-23,48.2868
2022-03-24,49.0347
2022-03-25,49.9654
2022-03-26,49.9654
2022-03-27,49.9654
2022-03-28,50.9722
2022-03-29,53.2864
2022-03-30,52.5532
2022-03-31,51.3494
2022-04-01,49.9954
2022-04-02,49.9954
2022-04-03,49.9954
2022-04-04,50.0805
2022-04-05,46.0659
2022-04-06,45.3443
2022-04-07,46.5969
2022-04-08,48.6127
2022-04-09,48.6127
2022-04-10,48.6127
2022-04-11,49.3088
2022-04-12,48.3144
2022-04-13,49.3265
2022-04-14,49.3265
2022-04-15,49.3265
2022-04-16,49.3265
2022-04-17,49.3265
2022-04-18,49.8635
2022-04-19,54.7586
2022-04-20,55.8201
2022-04-21,51.0895
2022-04-22,48.3722
2022-04-23,48.3722
2022-04-24,48.3722
2022-04-25,49.3228
2022-04-26,45.795
2022-04-27,45.4806
2022-04-28,47.1152
2022-04-29,45.9406
2022-04-30,45.9406
2022-05-01,45.9406
2022-05-02,46.3939
2022-05-03,50.8685
2022-05-04,55.1304
2022-05-05,48.2349
2022-05-06,49.9421
2022-05-07,49.9421
2022-05-08,49.9421
2022-05-09,47.1087
2022-05-10,48.0186
2022-05-11,45.8737
2022-05-12,45.2803
2022-05-13,48.9811
2022-05-14,48.9811
2022-05-15,48.9811
2022-05-16,47.5597
2022-05-17,50.5935
2022-05-18,46.4825
2022-05-19,42.0688
2022-05-20,41.9571
2022-05-21,41.9571
2022-05-22,41.9571
2022-05-23,41.9443
2022-05-24,41.0248
2022-05-25,44.5494
2022-05-26,47.3622
2022-05-27,48.9357
2022-05-28,48.9357
2022-05-29,48.9357
2022-05-30,48.9357
2022-05-31,47.2573
2022-06-01,45.614
2022-06-02,49.1841
2022-06-03,47.4804
2022-06-04,47.4804
2022-06-05,47.4804
2022-06-06,48.0497
2022-06-07,47.7171
2022-06-08,47.9278
2022-06-09,47.592
2022-06-10,44.1314
2022-06-11,44.1314
2022-06-12,44.1314
2022-06-13,41.831
2022-06-14,42.6836
2022-06-15,44.1996
2022-06-16,41.7051
2022-06-17,42.5437
2022-06-18,42.5437
2022-06-19,42.5437
2022-06-20,42.5437
2022-06-21,43.6149
2022-06-22,43.8675
2022-06-23,44.1633
2022-06-24,46.1976
2022-06-25,46.1976
2022-06-26,46.1976
2022-06-27,46.2341
2022-06-28,45.079
2022-06-29,44.0649
2022-06-30,44.502
2022-07-01,45.167
2022-07-02,45.167
2022-07-03,45.167
2022-07-04,45.167
2022-07-05,46.336
2022-07-06,45.5054
2022-07-07,46.74
2022-07-08,46.2701
2022-07-09,46.2701
2022-07-10,46.2701
2022-07-11,45.2386
2022-07-12,46.2178
2022-07-13,46.0852
2022-07-14,44.5185
2022-07-15,47.1176
2022-07-16,47.1176
2022-07-17,47.1176
2022-07-18,48.0509
2022-07-19,51.1416
2022-07-20,52.6855
2022-07-21,52.7247
2022-07-22,51.2132
2022-07-23,51.2132
2022-07-24,51.2132
2022-07-25,50.9287
2022-07-26,48.02
2022-07-27,50.5574
2022-07-28,55.5723
2022-07-29,57.0135
2022-07-30,57.0135
2022-07-31,57.0135
2022-08-01,56.7893
2022-08-02,54.5054
2022-08-03,56.0499
2022-08-04,55.0717
2022-08-05,55.3647
2022-08-06,55.3647
2022-08-07,55.3647
2022-08-08,57.084
2022-08-09,55.8197
2022-08-10,57.9431
2022-08-11,59.1548
2022-08-12,59.8293
2022-08-13,59.8293
2022-08-14,59.8293
2022-08-15,61.0277
2022-08-16,63.3081
2022-08-17,62.1662
2022-08-18,63.0285
2022-08-19,60.2889
2022-08-20,60.2889
2022-08-21,60.2889
2022-08-22,57.6713
2022-08-23,58.6943
2022-08-24,58.9379
2022-08-25,59.8819
2022-08-26,56.3806
2022-08-27,56.3806
2022-08-28,56.3806
2022-08-29,55.6878
2022-08-30,53.8012
2022-08-31,53.0345
2022-09-01,52.2411
2022-09-02,52.2173
2022-09-03,52.2173
2022-09-04,52.2173
2022-09-05,52.2173
2022-09-06,51.1814
2022-09-07,55.4353
2022-09-08,55.8925
2022-09-09,58.2292
2022-09-10,58.2292
2022-09-11,58.2292
2022-09-12,61.123
2022-09-13,57.3629
2022-09-14,57.0723
2022-09-15,57.0911
2022-09-16,56.1031
2022-09-17,56.1031
2022-09-18,56.1031
2022-09-19,57.9373
2022-09-20,56.0501
2022-09-21,54.0326
2022-09-22,50.7163
2022-09-23,48.3296
2022-09-24,48.3296
2022-09-25,48.3296
2022-09-26,47.4631
2022-09-27,47.4212
2022-09-28,47.6601
2022-09-29,44.8164
2022-09-30,42.9133
2022-10-01,42.9133
2022-10-02,42.9133
2022-10-03,45.9255
2022-10-04,50.0896
2022-10-05,48.0534
2022-10-06,46.3198
2022-10-07,45.7443
2022-10-08,45.7443
2022-10-09,45.7443
2022-10-10,44.785
2022-10-11,44.7075
2022-10-12,45.0766
2022-10-13,46.5291
2022-10-14,46.293
2022-10-15,46.293
2022-10-16,46.293
2022-10-17,46.5735
2022-10-18,48.3247
2022-10-19,44.2775
2022-10-20,44.3553
2022-10-21,47.0072
2022-10-22,47.0072
2022-10-23,47.0072
2022-10-24,46.9849
2022-10-25,49.9994
2022-10-26,59.1436
2022-10-27,58.7871
2022-10-28,61.3119
2022-10-29,61.3119
2022-10-30,61.3119
2022-10-31,60.7722
2022-11-01,62.4507
2022-11-02,60.9762
2022-11-03,62.7496
2022-11-04,63.8003
2022-11-05,63.8003
2022-11-06,63.8003
2022-11-07,64.1392
2022-11-08,63.7366
2022-11-09,61.7063
2022-11-10,65.4378
2022-11-11,66.8856
2022-11-12,66.8856
2022-11-13,66.8856
2022-11-14,66.0115
2022-11-15,64.6606
2022-11-16,63.0126
2022-11-17,63.6515
2022-11-18,64.1998
2022-11-19,64.1998
2022-11-20,64.1998
2022-11-21,62.1523
2022-11-22,63.3457
2022-11-23,62.6105
2022-11-24,62.6105
2022-11-25,63.328
2022-11-26,63.328
2022-11-27,63.328
2022-11-28,61.5236
2022-11-29,58.702
2022-11-30,60.6902
2022-12-01,60.9996
2022-12-02,61.5903
2022-12-03,61.5903
2022-12-04,61.5903
2022-12-05,59.2686
2022-12-06,58.3583
2022-12-07,57.8179
2022-12-08,56.7476
2022-12-09,55.2382
2022-12-10,55.2382
2022-12-11,55.2382
2022-12-12,55.211
2022-12-13,57.8453
2022-12-14,57.1666
2022-12-15,54.1023
2022-12-16,52.6681
2022-12-17,52.6681
2022-12-18,52.6681
2022-12-19,49.5085
2022-12-20,45.3325
2022-12-21,46.4153
2022-12-22,45.4418
2022-12-23,45.8505
2022-12-24,45.8505
2022-12-25,45.8505
2022-12-26,45.8505
2022-12-27,44.9579
2022-12-28,43.4222
2022-12-29,45.3273
2022-12-30,46.8906
2022-12-31,46.8906
2023-01-01,46.8906
2023-01-02,46.8906
2023-01-03,45.8066
2023-01-04,47.7336
2023-01-05,48.9268
2023-01-06,52.5064
2023-01-07,52.5064
2023-01-08,52.5064
2023-01-09,51.0745
2023-01-10,52.2134
2023-01-11,53.5378
2023-01-12,56.1395
2023-01-13,56.0854
2023-01-14,56.0854
2023-01-15,56.0854
2023-01-16,56.0854
2023-01-17,54.5875
2023-01-18,52.9905
2023-01-19,49.8474
2023-01-20,50.068
2023-01-21,50.068
2023-01-22,50.068
2023-01-23,52.9016
2023-01-24,53.0867
2023-01-25,52.3943
2023-01-26,52.07
2023-01-27,54.7043
2023-01-28,54.7043
2023-01-29,54.7043
2023-01-30,54.562
2023-01-31,56.6835
2023-02-01,58.2139
2023-02-02,66.9633
2023-02-03,65.7946
2023-02-04,65.7946
2023-02-05,65.7946
2023-02-06,63.5018
2023-02-07,62.7296
2023-02-08,59.981
2023-02-09,56.5388
2023-02-10,56.3678
2023-02-11,56.3678
2023-02-12,56.3678
2023-02-13,57.7646
2023-02-14,58.416
2023-02-15,58.3627
2023-02-16,55.6618
2023-02-17,57.0202
2023-02-18,57.0202
2023-02-19,57.0202
2023-02-20,57.0202
2023-02-21,54.3115
2023-02-22,54.3115
2023-02-23,54.6562
2023-02-24,52.653
2023-02-25,52.653
2023-02-26,52.653
2023-02-27,53.7105
2023-02-28,54.3833
2023-03-01,54.2203
2023-03-02,53.1316
2023-03-03,54.5651
2023-03-04,54.5651
2023-03-05,54.5651
2023-03-06,50.3439
2023-03-07,49.5705
2023-03-08,44.6491
2023-03-09,40.4554
2023-03-10,37.83
2023-03-11,37.83
2023-03-12,37.83
2023-03-13,36.1245
2023-03-14,37.982
2023-03-15,37.7871
2023-03-16,36.7153
2023-03-17,34.6656
2023-03-18,34.6656
2023-03-19,34.6656
2023-03-20,35.4781
