,HEES US Equity
2021-06-01,53.4989
2021-06-02,50.292
2021-06-03,50.0499
2021-06-04,49.3131
2021-06-05,49.3131
2021-06-06,49.3131
2021-06-07,45.9421
2021-06-08,47.0259
2021-06-09,45.9082
2021-06-10,44.5294
2021-06-11,45.6955
2021-06-12,45.6955
2021-06-13,45.6955
2021-06-14,44.6421
2021-06-15,45.8326
2021-06-16,45.746
2021-06-17,42.6796
2021-06-18,41.0903
2021-06-19,41.0903
2021-06-20,41.0903
2021-06-21,43.7084
2021-06-22,43.8388
2021-06-23,44.6611
2021-06-24,47.7981
2021-06-25,46.1692
2021-06-26,46.1692
2021-06-27,46.1692
2021-06-28,45.1581
2021-06-29,44.8554
2021-06-30,45.7422
2021-07-01,45.49
2021-07-02,43.9402
2021-07-03,43.9402
2021-07-04,43.9402
2021-07-05,43.9402
2021-07-06,41.8577
2021-07-07,42.5037
2021-07-08,40.5746
2021-07-09,43.8758
2021-07-10,43.8758
2021-07-11,43.8758
2021-07-12,45.4701
2021-07-13,43.9772
2021-07-14,43.0818
2021-07-15,42.7088
2021-07-16,40.7344
2021-07-17,40.7344
2021-07-18,40.7344
2021-07-19,38.3427
2021-07-20,44.0621
2021-07-21,47.2685
2021-07-22,45.6813
2021-07-23,48.0167
2021-07-24,48.0167
2021-07-25,48.0167
2021-07-26,50.2957
2021-07-27,48.3232
2021-07-28,48.6473
2021-07-29,51.224
2021-07-30,51.1076
2021-07-31,51.1076
2021-08-01,51.1076
2021-08-02,51.1765
2021-08-03,52.2429
2021-08-04,46.981
2021-08-05,47.7451
2021-08-06,50.1381
2021-08-07,50.1381
2021-08-08,50.1381
2021-08-09,47.8703
2021-08-10,50.5225
2021-08-11,53.5475
2021-08-12,54.163
2021-08-13,52.2901
2021-08-14,52.2901
2021-08-15,52.2901
2021-08-16,51.946
2021-08-17,49.1784
2021-08-18,48.6379
2021-08-19,45.6876
2021-08-20,47.136
2021-08-21,47.136
2021-08-22,47.136
2021-08-23,47.7865
2021-08-24,49.015
2021-08-25,50.6249
2021-08-26,48.6504
2021-08-27,52.1787
2021-08-28,52.1787
2021-08-29,52.1787
2021-08-30,51.902
2021-08-31,51.76
2021-09-01,50.7078
2021-09-02,52.015
2021-09-03,50.3197
2021-09-04,50.3197
2021-09-05,50.3197
2021-09-06,50.3197
2021-09-07,49.2986
2021-09-08,48.6338
2021-09-09,49.0903
2021-09-10,47.9394
2021-09-11,47.9394
2021-09-12,47.9394
2021-09-13,49.9538
2021-09-14,47.655
2021-09-15,50.6774
2021-09-16,51.8423
2021-09-17,52.0812
2021-09-18,52.0812
2021-09-19,52.0812
2021-09-20,48.3122
2021-09-21,47.4476
2021-09-22,49.8563
2021-09-23,54.6902
2021-09-24,54.665
2021-09-25,54.665
2021-09-26,54.665
2021-09-27,57.1407
2021-09-28,54.2531
2021-09-29,53.9808
2021-09-30,52.5183
2021-10-01,55.0184
2021-10-02,55.0184
2021-10-03,55.0184
2021-10-04,56.1414
2021-10-05,59.7687
2021-10-06,59.1102
2021-10-07,61.0798
2021-10-08,58.5563
2021-10-09,58.5563
2021-10-10,58.5563
2021-10-11,57.81
2021-10-12,59.7149
2021-10-13,59.733
2021-10-14,61.537
2021-10-15,61.2559
2021-10-16,61.2559
2021-10-17,61.2559
2021-10-18,62.2547
2021-10-19,63.2863
2021-10-20,67.1296
2021-10-21,68.6861
2021-10-22,69.9983
2021-10-23,69.9983
2021-10-24,69.9983
2021-10-25,71.0403
2021-10-26,63.7545
2021-10-27,60.4275
2021-10-28,63.4385
2021-10-29,64.1673
2021-10-30,64.1673
2021-10-31,64.1673
2021-11-01,65.6745
2021-11-02,65.0835
2021-11-03,64.0401
2021-11-04,63.8636
2021-11-05,67.7049
2021-11-06,67.7049
2021-11-07,67.7049
2021-11-08,67.1235
2021-11-09,64.6996
2021-11-10,62.8597
2021-11-11,64.3102
2021-11-12,64.0392
2021-11-13,64.0392
2021-11-14,64.0392
2021-11-15,61.7152
2021-11-16,61.2794
2021-11-17,59.1196
2021-11-18,59.0718
2021-11-19,59.0718
2021-11-20,59.0718
2021-11-21,59.0718
2021-11-22,60.3086
2021-11-23,63.1147
2021-11-24,61.4865
2021-11-25,61.4865
2021-11-26,55.684
2021-11-27,55.684
2021-11-28,55.684
2021-11-29,55.0721
2021-11-30,50.8214
2021-12-01,48.6166
2021-12-02,52.3116
2021-12-03,50.9421
2021-12-04,50.9421
2021-12-05,50.9421
2021-12-06,53.626
2021-12-07,55.39
2021-12-08,57.1534
2021-12-09,56.2059
2021-12-10,54.4378
2021-12-11,54.4378
2021-12-12,54.4378
2021-12-13,51.715
2021-12-14,50.6949
2021-12-15,52.3277
2021-12-16,52.4663
2021-12-17,52.0748
2021-12-18,52.0748
2021-12-19,52.0748
2021-12-20,50.0093
2021-12-21,51.9265
2021-12-22,52.6491
2021-12-23,54.4718
2021-12-24,54.4718
2021-12-25,54.4718
2021-12-26,54.4718
2021-12-27,54.8212
2021-12-28,53.5253
2021-12-29,54.0594
2021-12-30,51.9306
2021-12-31,52.9277
2022-01-01,52.9277
2022-01-02,52.9277
2022-01-03,51.4211
2022-01-04,56.7648
2022-01-05,53.2663
2022-01-06,54.3658
2022-01-07,51.5661
2022-01-08,51.5661
2022-01-09,51.5661
2022-01-10,50.3815
2022-01-11,51.0898
2022-01-12,52.1763
2022-01-13,54.4944
2022-01-14,55.7944
2022-01-15,55.7944
2022-01-16,55.7944
2022-01-17,55.7944
2022-01-18,51.9009
2022-01-19,49.795
2022-01-20,47.102
2022-01-21,46.331
2022-01-22,46.331
2022-01-23,46.331
2022-01-24,49.1002
2022-01-25,47.1341
2022-01-26,46.3371
2022-01-27,46.0412
2022-01-28,45.1954
2022-01-29,45.1954
2022-01-30,45.1954
2022-01-31,47.5225
2022-02-01,48.7151
2022-02-02,48.4439
2022-02-03,46.774
2022-02-04,44.7986
2022-02-05,44.7986
2022-02-06,44.7986
2022-02-07,44.2938
2022-02-08,47.0703
2022-02-09,48.4294
2022-02-10,46.291
2022-02-11,42.8343
2022-02-12,42.8343
2022-02-13,42.8343
2022-02-14,42.5244
2022-02-15,44.6974
2022-02-16,44.3013
2022-02-17,42.3291
2022-02-18,44.0811
2022-02-19,44.0811
2022-02-20,44.0811
2022-02-21,44.0811
2022-02-22,44.1023
2022-02-23,40.1701
2022-02-24,46.576
2022-02-25,49.6476
2022-02-26,49.6476
2022-02-27,49.6476
2022-02-28,50.9839
2022-03-01,47.6905
2022-03-02,52.2936
2022-03-03,51.6738
2022-03-04,47.7693
2022-03-05,47.7693
2022-03-06,47.7693
2022-03-07,45.9859
2022-03-08,50.8024
2022-03-09,51.0235
2022-03-10,51.0661
2022-03-11,52.1579
2022-03-12,52.1579
2022-03-13,52.1579
2022-03-14,49.6116
2022-03-15,50.7162
2022-03-16,52.2607
2022-03-17,54.1766
2022-03-18,54.735
2022-03-19,54.735
2022-03-20,54.735
2022-03-21,53.0866
2022-03-22,53.8692
2022-03-23,54.0279
2022-03-24,54.2056
2022-03-25,55.5106
2022-03-26,55.5106
2022-03-27,55.5106
2022-03-28,53.4514
2022-03-29,54.1099
2022-03-30,52.6235
2022-03-31,52.426
2022-04-01,51.4992
2022-04-02,51.4992
2022-04-03,51.4992
2022-04-04,49.071
2022-04-05,47.2185
2022-04-06,45.5827
2022-04-07,43.3005
2022-04-08,42.1508
2022-04-09,42.1508
2022-04-10,42.1508
2022-04-11,43.5828
2022-04-12,44.3249
2022-04-13,45.8944
2022-04-14,46.8699
2022-04-15,46.8699
2022-04-16,46.8699
2022-04-17,46.8699
2022-04-18,47.7113
2022-04-19,50.5294
2022-04-20,51.7942
2022-04-21,49.8531
2022-04-22,46.0156
2022-04-23,46.0156
2022-04-24,46.0156
2022-04-25,41.455
2022-04-26,40.0977
2022-04-27,39.5693
2022-04-28,42.4399
2022-04-29,41.8774
2022-04-30,41.8774
2022-05-01,41.8774
2022-05-02,40.588
2022-05-03,45.3182
2022-05-04,47.4003
2022-05-05,44.877
2022-05-06,43.7208
2022-05-07,43.7208
2022-05-08,43.7208
2022-05-09,42.4173
2022-05-10,42.652
2022-05-11,40.9142
2022-05-12,41.028
2022-05-13,42.8506
2022-05-14,42.8506
2022-05-15,42.8506
2022-05-16,42.3012
2022-05-17,44.5092
2022-05-18,42.3729
2022-05-19,43.131
2022-05-20,41.8773
2022-05-21,41.8773
2022-05-22,41.8773
2022-05-23,43.064
2022-05-24,42.159
2022-05-25,44.213
2022-05-26,46.3056
2022-05-27,48.2677
2022-05-28,48.2677
2022-05-29,48.2677
2022-05-30,48.2677
2022-05-31,47.1134
2022-06-01,47.5214
2022-06-02,48.7848
2022-06-03,48.8036
2022-06-04,48.8036
2022-06-05,48.8036
2022-06-06,49.1502
2022-06-07,49.4844
2022-06-08,47.8021
2022-06-09,47.3667
2022-06-10,42.2596
2022-06-11,42.2596
2022-06-12,42.2596
2022-06-13,39.0689
2022-06-14,41.8246
2022-06-15,41.3666
2022-06-16,36.581
2022-06-17,36.4106
2022-06-18,36.4106
2022-06-19,36.4106
2022-06-20,36.4106
2022-06-21,36.4325
2022-06-22,37.6966
2022-06-23,37.2131
2022-06-24,40.1891
2022-06-25,40.1891
2022-06-26,40.1891
2022-06-27,40.5132
2022-06-28,39.5958
2022-06-29,38.533
2022-06-30,39.9714
2022-07-01,40.2926
2022-07-02,40.2926
2022-07-03,40.2926
2022-07-04,40.2926
2022-07-05,38.7896
2022-07-06,37.2073
2022-07-07,39.84
2022-07-08,39.5794
2022-07-09,39.5794
2022-07-10,39.5794
2022-07-11,38.9592
2022-07-12,40.219
2022-07-13,39.9728
2022-07-14,37.8479
2022-07-15,39.2053
2022-07-16,39.2053
2022-07-17,39.2053
2022-07-18,40.206
2022-07-19,43.2041
2022-07-20,45.1985
2022-07-21,44.9918
2022-07-22,45.1569
2022-07-23,45.1569
2022-07-24,45.1569
2022-07-25,46.808
2022-07-26,46.7456
2022-07-27,48.7027
2022-07-28,52.8492
2022-07-29,57.7774
2022-07-30,57.7774
2022-07-31,57.7774
2022-08-01,56.0366
2022-08-02,54.9032
2022-08-03,55.2338
2022-08-04,55.3091
2022-08-05,55.8849
2022-08-06,55.8849
2022-08-07,55.8849
2022-08-08,54.5282
2022-08-09,54.3819
2022-08-10,55.7535
2022-08-11,56.4012
2022-08-12,55.9774
2022-08-13,55.9774
2022-08-14,55.9774
2022-08-15,56.8988
2022-08-16,56.6202
2022-08-17,54.923
2022-08-18,55.4886
2022-08-19,53.3553
2022-08-20,53.3553
2022-08-21,53.3553
2022-08-22,50.5609
2022-08-23,51.1789
2022-08-24,52.0227
2022-08-25,55.4585
2022-08-26,51.3534
2022-08-27,51.3534
2022-08-28,51.3534
2022-08-29,50.4431
2022-08-30,47.3899
2022-08-31,46.9153
2022-09-01,45.4796
2022-09-02,45.2334
2022-09-03,45.2334
2022-09-04,45.2334
2022-09-05,45.2334
2022-09-06,45.8126
2022-09-07,48.0844
2022-09-08,48.8762
2022-09-09,50.7915
2022-09-10,50.7915
2022-09-11,50.7915
2022-09-12,51.7765
2022-09-13,46.8738
2022-09-14,46.5497
2022-09-15,45.9164
2022-09-16,44.6141
2022-09-17,44.6141
2022-09-18,44.6141
2022-09-19,48.1968
2022-09-20,46.7281
2022-09-21,45.3448
2022-09-22,42.7073
2022-09-23,40.1891
2022-09-24,40.1891
2022-09-25,40.1891
2022-09-26,39.018
2022-09-27,39.313
2022-09-28,43.1542
2022-09-29,42.3531
2022-09-30,41.981
2022-10-01,41.981
2022-10-02,41.981
2022-10-03,45.2174
2022-10-04,49.8886
2022-10-05,49.5878
2022-10-06,48.5396
2022-10-07,45.2418
2022-10-08,45.2418
2022-10-09,45.2418
2022-10-10,44.9888
2022-10-11,44.9239
2022-10-12,43.7901
2022-10-13,46.5795
2022-10-14,44.7675
2022-10-15,44.7675
2022-10-16,44.7675
2022-10-17,47.9599
2022-10-18,50.0161
2022-10-19,48.4502
2022-10-20,46.0591
2022-10-21,49.3563
2022-10-22,49.3563
2022-10-23,49.3563
2022-10-24,50.6582
2022-10-25,51.8072
2022-10-26,51.8519
2022-10-27,54.4474
2022-10-28,61.4403
2022-10-29,61.4403
2022-10-30,61.4403
2022-10-31,62.9311
2022-11-01,64.3985
2022-11-02,61.5295
2022-11-03,63.9832
2022-11-04,65.6879
2022-11-05,65.6879
2022-11-06,65.6879
2022-11-07,65.2387
2022-11-08,65.6571
2022-11-09,62.8307
2022-11-10,65.4159
2022-11-11,65.9502
2022-11-12,65.9502
2022-11-13,65.9502
2022-11-14,65.5668
2022-11-15,65.6357
2022-11-16,64.1229
2022-11-17,63.1456
2022-11-18,63.2396
2022-11-19,63.2396
2022-11-20,63.2396
2022-11-21,64.1384
2022-11-22,65.8218
2022-11-23,65.6209
2022-11-24,65.6209
2022-11-25,64.6664
2022-11-26,64.6664
2022-11-27,64.6664
2022-11-28,61.8052
2022-11-29,59.7803
2022-11-30,62.7489
2022-12-01,63.751
2022-12-02,64.2563
2022-12-03,64.2563
2022-12-04,64.2563
2022-12-05,61.143
2022-12-06,62.8249
2022-12-07,65.7701
2022-12-08,62.4287
2022-12-09,60.8546
2022-12-10,60.8546
2022-12-11,60.8546
2022-12-12,64.843
2022-12-13,65.3758
2022-12-14,65.6851
2022-12-15,59.5371
2022-12-16,59.6587
2022-12-17,59.6587
2022-12-18,59.6587
2022-12-19,59.8148
2022-12-20,60.7116
2022-12-21,61.5676
2022-12-22,59.8506
2022-12-23,61.4093
2022-12-24,61.4093
2022-12-25,61.4093
2022-12-26,61.4093
2022-12-27,62.2901
2022-12-28,60.3889
2022-12-29,62.12
2022-12-30,60.3587
2022-12-31,60.3587
2023-01-01,60.3587
2023-01-02,60.3587
2023-01-03,60.2591
2023-01-04,60.3775
2023-01-05,61.1803
2023-01-06,64.4177
2023-01-07,64.4177
2023-01-08,64.4177
2023-01-09,63.0838
2023-01-10,65.0172
2023-01-11,62.9805
2023-01-12,63.1511
2023-01-13,60.9585
2023-01-14,60.9585
2023-01-15,60.9585
2023-01-16,60.9585
2023-01-17,61.5081
2023-01-18,61.7277
2023-01-19,61.035
2023-01-20,62.3295
2023-01-21,62.3295
2023-01-22,62.3295
2023-01-23,64.2078
2023-01-24,64.4189
2023-01-25,62.9705
2023-01-26,64.9976
2023-01-27,65.946
2023-01-28,65.946
2023-01-29,65.946
2023-01-30,63.1719
2023-01-31,64.8791
2023-02-01,65.6785
2023-02-02,64.4875
2023-02-03,64.752
2023-02-04,64.752
2023-02-05,64.752
2023-02-06,63.2892
2023-02-07,64.0077
2023-02-08,63.258
2023-02-09,59.9298
2023-02-10,59.5468
2023-02-11,59.5468
2023-02-12,59.5468
2023-02-13,60.5304
2023-02-14,59.8544
2023-02-15,61.5117
2023-02-16,61.7705
2023-02-17,62.9981
2023-02-18,62.9981
2023-02-19,62.9981
2023-02-20,62.9981
2023-02-21,57.3168
2023-02-22,56.6032
2023-02-23,61.1426
2023-02-24,64.5763
2023-02-25,64.5763
2023-02-26,64.5763
2023-02-27,65.1752
2023-02-28,67.7847
2023-03-01,64.8978
2023-03-02,65.9379
2023-03-03,66.824
2023-03-04,66.824
2023-03-05,66.824
2023-03-06,65.7222
2023-03-07,65.3993
2023-03-08,64.2707
2023-03-09,59.6473
2023-03-10,49.2883
2023-03-11,49.2883
2023-03-12,49.2883
2023-03-13,44.3011
2023-03-14,46.9085
2023-03-15,43.41
2023-03-16,42.6593
2023-03-17,39.456
2023-03-18,39.456
2023-03-19,39.456
2023-03-20,40.4749
