,AUB US Equity
2020-07-12,46.7351
2020-07-13,47.5568
2020-07-14,46.4534
2020-07-15,48.9425
2020-07-16,49.5582
2020-07-17,48.6118
2020-07-18,48.6118
2020-07-19,48.6118
2020-07-20,48.0314
2020-07-21,50.3853
2020-07-22,50.0943
2020-07-23,52.061
2020-07-24,51.6318
2020-07-25,51.6318
2020-07-26,51.6318
2020-07-27,50.0862
2020-07-28,50.7484
2020-07-29,51.6534
2020-07-30,50.2112
2020-07-31,49.4757
2020-08-01,49.4757
2020-08-02,49.4757
2020-08-03,49.7585
2020-08-04,49.5379
2020-08-05,50.5806
2020-08-06,50.9493
2020-08-07,53.9898
2020-08-08,53.9898
2020-08-09,53.9898
2020-08-10,55.8497
2020-08-11,56.6948
2020-08-12,56.1128
2020-08-13,55.3118
2020-08-14,56.5522
2020-08-15,56.5522
2020-08-16,56.5522
2020-08-17,54.9473
2020-08-18,52.7679
2020-08-19,52.9076
2020-08-20,51.1851
2020-08-21,50.1111
2020-08-22,50.1111
2020-08-23,50.1111
2020-08-24,52.9557
2020-08-25,53.1447
2020-08-26,51.2031
2020-08-27,52.2899
2020-08-28,50.9298
2020-08-29,50.9298
2020-08-30,50.9298
2020-08-31,49.6975
2020-09-01,50.4626
2020-09-02,50.2988
2020-09-03,50.7944
2020-09-04,52.7309
2020-09-05,52.7309
2020-09-06,52.7309
2020-09-07,52.7309
2020-09-08,48.6708
2020-09-09,47.8129
2020-09-10,46.9313
2020-09-11,46.4105
2020-09-12,46.4105
2020-09-13,46.4105
2020-09-14,47.7305
2020-09-15,47.211
2020-09-16,47.8599
2020-09-17,47.8309
2020-09-18,47.563
2020-09-19,47.563
2020-09-20,47.563
2020-09-21,43.1456
2020-09-22,42.4782
2020-09-23,41.063
2020-09-24,41.8856
2020-09-25,42.7305
2020-09-26,42.7305
2020-09-27,42.7305
2020-09-28,45.2029
2020-09-29,44.8337
2020-09-30,45.9921
2020-10-01,46.9695
2020-10-02,49.948
2020-10-03,49.948
2020-10-04,49.948
2020-10-05,53.919
2020-10-06,54.429
2020-10-07,56.1043
2020-10-08,57.0036
2020-10-09,54.8885
2020-10-10,54.8885
2020-10-11,54.8885
2020-10-12,56.3949
2020-10-13,53.6166
2020-10-14,52.6559
2020-10-15,54.3765
2020-10-16,54.3419
2020-10-17,54.3419
2020-10-18,54.3419
2020-10-19,53.7751
2020-10-20,55.0777
2020-10-21,56.7208
2020-10-22,59.7404
2020-10-23,60.435
2020-10-24,60.435
2020-10-25,60.435
2020-10-26,59.4525
2020-10-27,54.9432
2020-10-28,52.6411
2020-10-29,54.217
2020-10-30,55.0761
2020-10-31,55.0761
2020-11-01,55.0761
2020-11-02,56.5385
2020-11-03,60.2222
2020-11-04,52.0243
2020-11-05,54.0631
2020-11-06,52.3306
2020-11-07,52.3306
2020-11-08,52.3306
2020-11-09,62.1278
2020-11-10,63.2601
2020-11-11,61.6302
2020-11-12,59.463
2020-11-13,60.7654
2020-11-14,60.7654
2020-11-15,60.7654
2020-11-16,63.584
2020-11-17,63.7425
2020-11-18,61.9842
2020-11-19,60.6921
2020-11-20,59.8952
2020-11-21,59.8952
2020-11-22,59.8952
2020-11-23,61.186
2020-11-24,64.346
2020-11-25,62.8614
2020-11-26,62.8614
2020-11-27,61.423
2020-11-28,61.423
2020-11-29,61.423
2020-11-30,57.5951
2020-12-01,58.2768
2020-12-02,59.6461
2020-12-03,59.273
2020-12-04,61.184
2020-12-05,61.184
2020-12-06,61.184
2020-12-07,61.4476
2020-12-08,62.0518
2020-12-09,62.1421
2020-12-10,62.511
2020-12-11,62.5865
2020-12-12,62.5865
2020-12-13,62.5865
2020-12-14,61.9417
2020-12-15,63.8488
2020-12-16,63.3512
2020-12-17,63.4299
2020-12-18,60.4773
2020-12-19,60.4773
2020-12-20,60.4773
2020-12-21,59.0238
2020-12-22,57.6542
2020-12-23,60.02
2020-12-24,60.4086
2020-12-25,60.4086
2020-12-26,60.4086
2020-12-27,60.4086
2020-12-28,61.189
2020-12-29,57.9554
2020-12-30,58.8127
2020-12-31,59.4737
2021-01-01,59.4737
2021-01-02,59.4737
2021-01-03,59.4737
2021-01-04,57.6902
2021-01-05,58.9632
2021-01-06,65.7537
2021-01-07,66.7144
2021-01-08,63.1443
2021-01-09,63.1443
2021-01-10,63.1443
2021-01-11,64.1797
2021-01-12,65.1579
2021-01-13,63.9223
2021-01-14,65.0304
2021-01-15,62.6602
2021-01-16,62.6602
2021-01-17,62.6602
2021-01-18,62.6602
2021-01-19,63.1968
2021-01-20,62.7465
2021-01-21,60.0588
2021-01-22,62.169
2021-01-23,62.169
2021-01-24,62.169
2021-01-25,60.3503
2021-01-26,55.2492
2021-01-27,52.714
2021-01-28,52.9845
2021-01-29,51.0947
2021-01-30,51.0947
2021-01-31,51.0947
2021-02-01,52.8573
2021-02-02,53.7424
2021-02-03,52.5645
2021-02-04,55.9184
2021-02-05,55.7294
2021-02-06,55.7294
2021-02-07,55.7294
2021-02-08,57.6336
2021-02-09,58.9723
2021-02-10,58.5087
2021-02-11,57.2774
2021-02-12,56.6606
2021-02-13,56.6606
2021-02-14,56.6606
2021-02-15,56.6606
2021-02-16,57.4284
2021-02-17,56.7705
2021-02-18,55.9835
2021-02-19,58.4817
2021-02-20,58.4817
2021-02-21,58.4817
2021-02-22,59.9115
2021-02-23,60.9391
2021-02-24,62.4931
2021-02-25,59.2113
2021-02-26,57.42
2021-02-27,57.42
2021-02-28,57.42
2021-03-01,59.8057
2021-03-02,57.7958
2021-03-03,59.6045
2021-03-04,59.3569
2021-03-05,61.2912
2021-03-06,61.2912
2021-03-07,61.2912
2021-03-08,62.8262
2021-03-09,60.442
2021-03-10,61.7823
2021-03-11,62.7565
2021-03-12,64.9035
2021-03-13,64.9035
2021-03-14,64.9035
2021-03-15,61.6696
2021-03-16,60.7487
2021-03-17,61.0196
2021-03-18,61.0917
2021-03-19,60.628
2021-03-20,60.628
2021-03-21,60.628
2021-03-22,56.1269
2021-03-23,52.254
2021-03-24,51.3248
2021-03-25,54.0764
2021-03-26,57.5194
2021-03-27,57.5194
2021-03-28,57.5194
2021-03-29,53.3794
2021-03-30,54.7857
2021-03-31,54.2217
2021-04-01,54.7041
2021-04-02,54.7041
2021-04-03,54.7041
2021-04-04,54.7041
2021-04-05,55.3239
2021-04-06,54.12
2021-04-07,53.168
2021-04-08,53.3378
2021-04-09,55.2331
2021-04-10,55.2331
2021-04-11,55.2331
2021-04-12,55.7276
2021-04-13,52.7973
2021-04-14,54.566
2021-04-15,54.1063
2021-04-16,54.7715
2021-04-17,54.7715
2021-04-18,54.7715
2021-04-19,54.439
2021-04-20,50.1443
2021-04-21,52.4962
2021-04-22,50.028
2021-04-23,54.3923
2021-04-24,54.3923
2021-04-25,54.3923
2021-04-26,53.3798
2021-04-27,53.9169
2021-04-28,53.0915
2021-04-29,53.7507
2021-04-30,52.8963
2021-05-01,52.8963
2021-05-02,52.8963
2021-05-03,55.1106
2021-05-04,55.2316
2021-05-05,56.422
2021-05-06,58.0243
2021-05-07,57.8624
2021-05-08,57.8624
2021-05-09,57.8624
2021-05-10,55.036
2021-05-11,55.8137
2021-05-12,54.8949
2021-05-13,58.769
2021-05-14,59.7088
2021-05-15,59.7088
2021-05-16,59.7088
2021-05-17,60.1118
2021-05-18,58.1074
2021-05-19,56.7692
2021-05-20,57.6366
2021-05-21,59.7606
2021-05-22,59.7606
2021-05-23,59.7606
2021-05-24,57.9374
2021-05-25,52.0917
2021-05-26,53.9203
2021-05-27,55.7858
2021-05-28,55.6364
2021-05-29,55.6364
2021-05-30,55.6364
2021-05-31,55.6364
2021-06-01,56.4091
2021-06-02,54.2701
2021-06-03,53.8177
2021-06-04,53.602
2021-06-05,53.602
2021-06-06,53.602
2021-06-07,53.8209
2021-06-08,53.6899
2021-06-09,51.0246
2021-06-10,48.5038
2021-06-11,49.0002
2021-06-12,49.0002
2021-06-13,49.0002
2021-06-14,47.9248
2021-06-15,49.424
2021-06-16,50.2747
2021-06-17,44.5853
2021-06-18,40.2323
2021-06-19,40.2323
2021-06-20,40.2323
2021-06-21,44.661
2021-06-22,45.5249
2021-06-23,44.8965
2021-06-24,46.824
2021-06-25,45.721
2021-06-26,45.721
2021-06-27,45.721
2021-06-28,44.1559
2021-06-29,43.1998
2021-06-30,43.2951
2021-07-01,44.8577
2021-07-02,43.5651
2021-07-03,43.5651
2021-07-04,43.5651
2021-07-05,43.5651
2021-07-06,41.4569
2021-07-07,42.09
2021-07-08,41.1452
2021-07-09,45.5242
2021-07-10,45.5242
2021-07-11,45.5242
2021-07-12,46.199
2021-07-13,44.3891
2021-07-14,44.0322
2021-07-15,45.8031
2021-07-16,43.206
2021-07-17,43.206
2021-07-18,43.206
2021-07-19,40.4349
2021-07-20,43.9637
2021-07-21,45.745
2021-07-22,42.3128
2021-07-23,44.3556
2021-07-24,44.3556
2021-07-25,44.3556
2021-07-26,45.6358
2021-07-27,45.7505
2021-07-28,46.1036
2021-07-29,46.9666
2021-07-30,45.4355
2021-07-31,45.4355
2021-08-01,45.4355
2021-08-02,44.3702
2021-08-03,46.323
2021-08-04,45.3813
2021-08-05,47.3794
2021-08-06,50.869
2021-08-07,50.869
2021-08-08,50.869
2021-08-09,49.75
2021-08-10,51.4087
2021-08-11,53.1934
2021-08-12,53.7484
2021-08-13,52.7623
2021-08-14,52.7623
2021-08-15,52.7623
2021-08-16,52.3279
2021-08-17,51.3284
2021-08-18,50.5175
2021-08-19,50.0144
2021-08-20,52.17
2021-08-21,52.17
2021-08-22,52.17
2021-08-23,52.2309
2021-08-24,52.5123
2021-08-25,52.4413
2021-08-26,49.4328
2021-08-27,53.4643
2021-08-28,53.4643
2021-08-29,53.4643
2021-08-30,49.659
2021-08-31,50.2795
2021-09-01,48.8469
2021-09-02,48.29
2021-09-03,47.758
2021-09-04,47.758
2021-09-05,47.758
2021-09-06,47.758
2021-09-07,46.1492
2021-09-08,44.2512
2021-09-09,44.1632
2021-09-10,42.698
2021-09-11,42.698
2021-09-12,42.698
2021-09-13,42.933
2021-09-14,40.3104
2021-09-15,41.6334
2021-09-16,41.0347
2021-09-17,42.62
2021-09-18,42.62
2021-09-19,42.62
2021-09-20,40.8153
2021-09-21,40.5574
2021-09-22,43.5891
2021-09-23,47.8639
2021-09-24,49.3821
2021-09-25,49.3821
2021-09-26,49.3821
2021-09-27,54.0392
2021-09-28,52.7832
2021-09-29,54.1247
2021-09-30,52.4795
2021-10-01,55.236
2021-10-02,55.236
2021-10-03,55.236
2021-10-04,55.6045
2021-10-05,55.6335
2021-10-06,54.9269
2021-10-07,55.8729
2021-10-08,56.8106
2021-10-09,56.8106
2021-10-10,56.8106
2021-10-11,53.6887
2021-10-12,53.2091
2021-10-13,52.2436
2021-10-14,53.0903
2021-10-15,53.0125
2021-10-16,53.0125
2021-10-17,53.0125
2021-10-18,50.597
2021-10-19,51.0003
2021-10-20,53.7685
2021-10-21,52.3945
2021-10-22,50.8953
2021-10-23,50.8953
2021-10-24,50.8953
2021-10-25,52.4473
2021-10-26,50.6376
2021-10-27,43.7013
2021-10-28,45.9724
2021-10-29,47.6634
2021-10-30,47.6634
2021-10-31,47.6634
2021-11-01,53.3016
2021-11-02,51.5058
2021-11-03,52.278
2021-11-04,48.6415
2021-11-05,50.5126
2021-11-06,50.5126
2021-11-07,50.5126
2021-11-08,51.8302
2021-11-09,50.7736
2021-11-10,51.6796
2021-11-11,52.1052
2021-11-12,50.3046
2021-11-13,50.3046
2021-11-14,50.3046
2021-11-15,49.532
2021-11-16,49.2386
2021-11-17,47.0293
2021-11-18,45.9173
2021-11-19,45.0601
2021-11-20,45.0601
2021-11-21,45.0601
2021-11-22,48.9345
2021-11-23,49.603
2021-11-24,48.0732
2021-11-25,48.0732
2021-11-26,42.1753
2021-11-27,42.1753
2021-11-28,42.1753
2021-11-29,41.285
2021-11-30,39.3926
2021-12-01,39.3442
2021-12-02,45.1387
2021-12-03,45.0314
2021-12-04,45.0314
2021-12-05,45.0314
2021-12-06,48.6
2021-12-07,47.2793
2021-12-08,46.7757
2021-12-09,45.822
2021-12-10,49.6048
2021-12-11,49.6048
2021-12-12,49.6048
2021-12-13,49.1064
2021-12-14,50.7619
2021-12-15,51.0911
2021-12-16,52.5816
2021-12-17,51.9915
2021-12-18,51.9915
2021-12-19,51.9915
2021-12-20,50.3044
2021-12-21,53.0045
2021-12-22,54.3592
2021-12-23,55.2952
2021-12-24,55.2952
2021-12-25,55.2952
2021-12-26,55.2952
2021-12-27,56.9822
2021-12-28,57.31
2021-12-29,56.13
2021-12-30,54.3571
2021-12-31,54.1045
2022-01-01,54.1045
2022-01-02,54.1045
2022-01-03,55.9496
2022-01-04,59.4851
2022-01-05,60.1824
2022-01-06,64.1326
2022-01-07,64.2863
2022-01-08,64.2863
2022-01-09,64.2863
2022-01-10,64.7548
2022-01-11,64.8003
2022-01-12,64.3705
2022-01-13,65.7341
2022-01-14,66.241
2022-01-15,66.241
2022-01-16,66.241
2022-01-17,66.241
2022-01-18,64.8426
2022-01-19,61.2198
2022-01-20,57.3895
2022-01-21,55.0743
2022-01-22,55.0743
2022-01-23,55.0743
2022-01-24,56.4308
2022-01-25,59.5492
2022-01-26,58.7245
2022-01-27,54.5674
2022-01-28,57.0665
2022-01-29,57.0665
2022-01-30,57.0665
2022-01-31,57.5342
2022-02-01,59.0964
2022-02-02,54.5687
2022-02-03,54.5687
2022-02-04,55.7685
2022-02-05,55.7685
2022-02-06,55.7685
2022-02-07,55.8233
2022-02-08,57.9542
2022-02-09,54.6085
2022-02-10,55.1644
2022-02-11,56.0553
2022-02-12,56.0553
2022-02-13,56.0553
2022-02-14,55.4146
2022-02-15,58.9968
2022-02-16,58.5577
2022-02-17,55.8006
2022-02-18,56.3801
2022-02-19,56.3801
2022-02-20,56.3801
2022-02-21,56.3801
2022-02-22,54.8913
2022-02-23,52.8296
2022-02-24,50.4762
2022-02-25,56.3932
2022-02-26,56.3932
2022-02-27,56.3932
2022-02-28,54.0609
2022-03-01,48.8372
2022-03-02,53.3491
2022-03-03,52.8641
2022-03-04,49.3091
2022-03-05,49.3091
2022-03-06,49.3091
2022-03-07,46.4964
2022-03-08,47.1719
2022-03-09,49.8184
2022-03-10,49.6957
2022-03-11,51.1875
2022-03-12,51.1875
2022-03-13,51.1875
2022-03-14,50.9271
2022-03-15,50.2919
2022-03-16,52.1194
2022-03-17,50.7334
2022-03-18,49.5834
2022-03-19,49.5834
2022-03-20,49.5834
2022-03-21,48.4732
2022-03-22,49.5853
2022-03-23,46.4723
2022-03-24,46.3719
2022-03-25,48.501
2022-03-26,48.501
2022-03-27,48.501
2022-03-28,47.4477
2022-03-29,49.2161
2022-03-30,45.3931
2022-03-31,43.9566
2022-04-01,43.7921
2022-04-02,43.7921
2022-04-03,43.7921
2022-04-04,42.9372
2022-04-05,43.0011
2022-04-06,41.3243
2022-04-07,40.9001
2022-04-08,41.8606
2022-04-09,41.8606
2022-04-10,41.8606
2022-04-11,42.448
2022-04-12,42.3699
2022-04-13,44.0743
2022-04-14,42.8454
2022-04-15,42.8454
2022-04-16,42.8454
2022-04-17,42.8454
2022-04-18,43.3897
2022-04-19,48.3739
2022-04-20,49.9853
2022-04-21,47.5354
2022-04-22,44.6445
2022-04-23,44.6445
2022-04-24,44.6445
2022-04-25,43.458
2022-04-26,41.3806
2022-04-27,41.0903
2022-04-28,42.14
2022-04-29,39.2462
2022-04-30,39.2462
2022-05-01,39.2462
2022-05-02,41.6304
2022-05-03,42.676
2022-05-04,45.3233
2022-05-05,43.3055
2022-05-06,42.3428
2022-05-07,42.3428
2022-05-08,42.3428
2022-05-09,43.3122
2022-05-10,42.4716
2022-05-11,43.2314
2022-05-12,43.0177
2022-05-13,42.1289
2022-05-14,42.1289
2022-05-15,42.1289
2022-05-16,41.7771
2022-05-17,45.6754
2022-05-18,43.6594
2022-05-19,42.412
2022-05-20,43.855
2022-05-21,43.855
2022-05-22,43.855
2022-05-23,44.9956
2022-05-24,44.6147
2022-05-25,45.3509
2022-05-26,46.671
2022-05-27,47.7943
2022-05-28,47.7943
2022-05-29,47.7943
2022-05-30,47.7943
2022-05-31,48.2671
2022-06-01,43.9015
2022-06-02,47.3297
2022-06-03,45.5307
2022-06-04,45.5307
2022-06-05,45.5307
2022-06-06,46.0259
2022-06-07,47.8816
2022-06-08,45.5872
2022-06-09,42.6026
2022-06-10,41.3349
2022-06-11,41.3349
2022-06-12,41.3349
2022-06-13,39.4138
2022-06-14,40.0959
2022-06-15,42.3347
2022-06-16,39.6999
2022-06-17,43.3473
2022-06-18,43.3473
2022-06-19,43.3473
2022-06-20,43.3473
2022-06-21,44.5598
2022-06-22,45.1335
2022-06-23,44.3242
2022-06-24,47.64
2022-06-25,47.64
2022-06-26,47.64
2022-06-27,47.6725
2022-06-28,47.9405
2022-06-29,47.8771
2022-06-30,47.8117
2022-07-01,49.9345
2022-07-02,49.9345
2022-07-03,49.9345
2022-07-04,49.9345
2022-07-05,49.6559
2022-07-06,49.0543
2022-07-07,49.353
2022-07-08,48.7614
2022-07-09,48.7614
2022-07-10,48.7614
2022-07-11,47.762
2022-07-12,47.3899
2022-07-13,44.5191
2022-07-14,43.1338
2022-07-15,47.5788
2022-07-16,47.5788
2022-07-17,47.5788
2022-07-18,47.2955
2022-07-19,50.9229
2022-07-20,52.1646
2022-07-21,51.739
2022-07-22,49.8274
2022-07-23,49.8274
2022-07-24,49.8274
2022-07-25,49.8657
2022-07-26,47.7166
2022-07-27,47.9202
2022-07-28,49.2297
2022-07-29,51.0979
2022-07-30,51.0979
2022-07-31,51.0979
2022-08-01,49.8858
2022-08-02,47.5892
2022-08-03,47.8836
2022-08-04,45.756
2022-08-05,46.2414
2022-08-06,46.2414
2022-08-07,46.2414
2022-08-08,47.3924
2022-08-09,46.5205
2022-08-10,49.901
2022-08-11,51.4212
2022-08-12,54.2177
2022-08-13,54.2177
2022-08-14,54.2177
2022-08-15,55.1816
2022-08-16,56.8096
2022-08-17,56.3858
2022-08-18,57.301
2022-08-19,54.2396
2022-08-20,54.2396
2022-08-21,54.2396
2022-08-22,50.8255
2022-08-23,48.8912
2022-08-24,47.7936
2022-08-25,48.8126
2022-08-26,46.9179
2022-08-27,46.9179
2022-08-28,46.9179
2022-08-29,46.1458
2022-08-30,44.9223
2022-08-31,43.4692
2022-09-01,43.2097
2022-09-02,42.4973
2022-09-03,42.4973
2022-09-04,42.4973
2022-09-05,42.4973
2022-09-06,43.9072
2022-09-07,48.609
2022-09-08,48.2775
2022-09-09,50.0828
2022-09-10,50.0828
2022-09-11,50.0828
2022-09-12,52.7855
2022-09-13,48.7525
2022-09-14,48.5925
2022-09-15,49.577
2022-09-16,48.0859
2022-09-17,48.0859
2022-09-18,48.0859
2022-09-19,52.7792
2022-09-20,52.227
2022-09-21,49.3511
2022-09-22,47.0172
2022-09-23,44.9963
2022-09-24,44.9963
2022-09-25,44.9963
2022-09-26,44.0177
2022-09-27,42.2197
2022-09-28,43.7446
2022-09-29,41.4166
2022-09-30,38.5937
2022-10-01,38.5937
2022-10-02,38.5937
2022-10-03,42.4344
2022-10-04,47.2441
2022-10-05,46.4668
2022-10-06,45.721
2022-10-07,43.2247
2022-10-08,43.2247
2022-10-09,43.2247
2022-10-10,44.1319
2022-10-11,43.911
2022-10-12,43.5246
2022-10-13,49.2593
2022-10-14,48.5744
2022-10-15,48.5744
2022-10-16,48.5744
2022-10-17,52.089
2022-10-18,52.3203
2022-10-19,50.5876
2022-10-20,44.9707
2022-10-21,48.3601
2022-10-22,48.3601
2022-10-23,48.3601
2022-10-24,49.4866
2022-10-25,51.5784
2022-10-26,52.4001
2022-10-27,53.4888
2022-10-28,55.0544
2022-10-29,55.0544
2022-10-30,55.0544
2022-10-31,54.8382
2022-11-01,53.6399
2022-11-02,52.1397
2022-11-03,52.4996
2022-11-04,54.9528
2022-11-05,54.9528
2022-11-06,54.9528
2022-11-07,54.0896
2022-11-08,53.4477
2022-11-09,52.3418
2022-11-10,57.5715
2022-11-11,54.357
2022-11-12,54.357
2022-11-13,54.357
2022-11-14,54.3872
2022-11-15,55.187
2022-11-16,53.6524
2022-11-17,52.0458
2022-11-18,53.3273
2022-11-19,53.3273
2022-11-20,53.3273
2022-11-21,54.9249
2022-11-22,56.7621
2022-11-23,54.6869
2022-11-24,54.6869
2022-11-25,56.4558
2022-11-26,56.4558
2022-11-27,56.4558
2022-11-28,53.477
2022-11-29,53.259
2022-11-30,56.6137
2022-12-01,57.362
2022-12-02,58.3061
2022-12-03,58.3061
2022-12-04,58.3061
2022-12-05,55.275
2022-12-06,55.6673
2022-12-07,57.3351
2022-12-08,58.6846
2022-12-09,57.2887
2022-12-10,57.2887
2022-12-11,57.2887
2022-12-12,56.849
2022-12-13,54.9456
2022-12-14,52.8481
2022-12-15,49.1105
2022-12-16,49.009
2022-12-17,49.009
2022-12-18,49.009
2022-12-19,49.5126
2022-12-20,49.4045
2022-12-21,51.2765
2022-12-22,52.0324
2022-12-23,52.2514
2022-12-24,52.2514
2022-12-25,52.2514
2022-12-26,52.2514
2022-12-27,52.735
2022-12-28,51.5306
2022-12-29,53.3913
2022-12-30,52.8346
2022-12-31,52.8346
2023-01-01,52.8346
2023-01-02,52.8346
2023-01-03,53.107
2023-01-04,52.9713
2023-01-05,54.1029
2023-01-06,58.1232
2023-01-07,58.1232
2023-01-08,58.1232
2023-01-09,56.5111
2023-01-10,56.4635
2023-01-11,57.3926
2023-01-12,58.776
2023-01-13,58.21
2023-01-14,58.21
2023-01-15,58.21
2023-01-16,58.21
2023-01-17,56.1752
2023-01-18,52.2544
2023-01-19,52.7883
2023-01-20,55.8158
2023-01-21,55.8158
2023-01-22,55.8158
2023-01-23,56.4535
2023-01-24,61.2826
2023-01-25,60.0694
2023-01-26,61.0894
2023-01-27,61.6281
2023-01-28,61.6281
2023-01-29,61.6281
2023-01-30,59.7164
2023-01-31,62.4439
2023-02-01,63.7146
2023-02-02,66.0369
2023-02-03,66.5899
2023-02-04,66.5899
2023-02-05,66.5899
2023-02-06,63.3385
2023-02-07,62.7442
2023-02-08,61.9427
2023-02-09,59.1369
2023-02-10,59.8304
2023-02-11,59.8304
2023-02-12,59.8304
2023-02-13,60.5882
2023-02-14,58.5513
2023-02-15,58.7264
2023-02-16,56.0803
2023-02-17,56.8256
2023-02-18,56.8256
2023-02-19,56.8256
2023-02-20,56.8256
2023-02-21,53.4919
2023-02-22,54.0806
2023-02-23,54.3991
2023-02-24,53.8677
2023-02-25,53.8677
2023-02-26,53.8677
2023-02-27,53.7689
2023-02-28,53.515
2023-03-01,53.2549
2023-03-02,50.9005
2023-03-03,52.1378
2023-03-04,52.1378
2023-03-05,52.1378
2023-03-06,63.1197
2023-03-07,56.6053
2023-03-08,56.1887
2023-03-09,47.8777
2023-03-10,47.2436
2023-03-11,47.2436
2023-03-12,47.2436
2023-03-13,40.5252
2023-03-14,47.5972
2023-03-15,46.4393
2023-03-16,49.965
2023-03-17,45.4681
2023-03-18,45.4681
2023-03-19,45.4681
2023-03-20,44.6503
2023-03-21,48.3602
2023-03-22,44.6619
2023-03-23,44.0117
