,H US Equity
2023-03-19,47.7445
2023-03-20,50.8299
2023-03-21,52.8126
2023-03-22,49.9923
2023-03-23,48.072
2023-03-24,45.7621
2023-03-25,45.7621
2023-03-26,45.7621
2023-03-27,46.3297
2023-03-28,46.8001
2023-03-29,49.9662
2023-03-30,51.5956
2023-03-31,53.1242
2023-04-01,53.1242
2023-04-02,53.1242
2023-04-03,51.5698
2023-04-04,51.4858
2023-04-05,49.281
2023-04-06,49.7191
2023-04-07,49.7191
2023-04-08,49.7191
2023-04-09,49.7191
2023-04-10,50.611
2023-04-11,52.5626
2023-04-12,50.7416
2023-04-13,53.3522
2023-04-14,53.0831
2023-04-15,53.0831
2023-04-16,53.0831
2023-04-17,54.5244
2023-04-18,57.2732
2023-04-19,57.1655
2023-04-20,56.79
2023-04-21,57.5619
2023-04-22,57.5619
2023-04-23,57.5619
2023-04-24,57.963
2023-04-25,55.3598
2023-04-26,50.35
2023-04-27,50.9102
2023-04-28,53.6085
2023-04-29,53.6085
2023-04-30,53.6085
2023-05-01,54.6522
2023-05-02,57.5807
2023-05-03,56.7008
2023-05-04,54.5451
2023-05-05,54.6755
2023-05-06,54.6755
2023-05-07,54.6755
2023-05-08,55.9652
2023-05-09,57.0751
2023-05-10,52.2637
2023-05-11,50.3596
2023-05-12,51.3275
2023-05-13,51.3275
2023-05-14,51.3275
2023-05-15,51.6802
2023-05-16,49.9746
2023-05-17,50.4537
2023-05-18,52.8377
2023-05-19,51.1966
2023-05-20,51.1966
2023-05-21,51.1966
2023-05-22,48.8379
2023-05-23,46.7303
2023-05-24,46.576
2023-05-25,47.5563
2023-05-26,48.3377
2023-05-27,48.3377
2023-05-28,48.3377
2023-05-29,48.3377
2023-05-30,46.8732
2023-05-31,45.6894
2023-06-01,48.3139
2023-06-02,53.3373
2023-06-03,53.3373
2023-06-04,53.3373
2023-06-05,52.6639
2023-06-06,55.2412
2023-06-07,54.4404
2023-06-08,53.8664
2023-06-09,53.4133
2023-06-10,53.4133
2023-06-11,53.4133
2023-06-12,54.0699
2023-06-13,54.4262
2023-06-14,54.6426
2023-06-15,49.9878
2023-06-16,50.4589
2023-06-17,50.4589
2023-06-18,50.4589
2023-06-19,50.4589
2023-06-20,46.6689
2023-06-21,49.534
2023-06-22,47.8642
2023-06-23,45.2062
2023-06-24,45.2062
2023-06-25,45.2062
2023-06-26,45.5621
2023-06-27,48.0981
2023-06-28,48.2954
2023-06-29,50.2018
2023-06-30,52.4283
2023-07-01,52.4283
2023-07-02,52.4283
2023-07-03,51.6807
2023-07-04,51.6807
2023-07-05,50.8253
2023-07-06,51.3701
2023-07-07,53.4055
2023-07-08,53.4055
2023-07-09,53.4055
2023-07-10,57.2116
2023-07-11,56.9218
2023-07-12,55.9255
2023-07-13,56.1497
2023-07-14,53.9044
2023-07-15,53.9044
2023-07-16,53.9044
2023-07-17,55.9198
2023-07-18,57.5913
2023-07-19,57.2843
2023-07-20,57.0704
2023-07-21,57.6195
2023-07-22,57.6195
2023-07-23,57.6195
2023-07-24,56.4788
2023-07-25,57.4112
2023-07-26,56.5222
2023-07-27,58.3614
2023-07-28,61.0582
2023-07-29,61.0582
2023-07-30,61.0582
2023-07-31,62.09
2023-08-01,60.2275
2023-08-02,56.6453
2023-08-03,45.8023
2023-08-04,46.05
2023-08-05,46.05
2023-08-06,46.05
2023-08-07,49.1365
2023-08-08,49.3118
2023-08-09,49.3419
2023-08-10,51.22
2023-08-11,51.1158
2023-08-12,51.1158
2023-08-13,51.1158
2023-08-14,50.9548
2023-08-15,48.4904
2023-08-16,48.4697
2023-08-17,45.8158
2023-08-18,46.441
2023-08-19,46.441
2023-08-20,46.441
2023-08-21,46.308
2023-08-22,45.8066
2023-08-23,45.8319
2023-08-24,44.899
2023-08-25,44.4635
2023-08-26,44.4635
2023-08-27,44.4635
2023-08-28,47.2927
2023-08-29,50.4758
2023-08-30,50.2952
2023-08-31,46.9368
2023-09-01,49.7949
2023-09-02,49.7949
2023-09-03,49.7949
2023-09-04,49.7949
2023-09-05,46.1976
2023-09-06,47.2712
2023-09-07,45.3179
2023-09-08,46.9992
2023-09-09,46.9992
2023-09-10,46.9992
2023-09-11,44.7386
2023-09-12,43.5864
2023-09-13,40.1029
2023-09-14,43.4754
2023-09-15,43.6279
2023-09-16,43.6279
2023-09-17,43.6279
2023-09-18,42.8192
2023-09-19,41.8525
2023-09-20,42.2343
2023-09-21,39.7332
2023-09-22,39.5936
2023-09-23,39.5936
2023-09-24,39.5936
2023-09-25,40.1241
2023-09-26,39.3271
2023-09-27,40.809
2023-09-28,46.6805
2023-09-29,44.657
2023-09-30,44.657
2023-10-01,44.657
2023-10-02,43.1032
2023-10-03,40.9549
2023-10-04,43.5255
2023-10-05,43.7417
2023-10-06,43.8405
2023-10-07,43.8405
2023-10-08,43.8405
2023-10-09,43.8915
2023-10-10,51.0711
2023-10-11,48.5811
2023-10-12,47.9416
2023-10-13,45.4744
2023-10-14,45.4744
2023-10-15,45.4744
2023-10-16,47.4704
2023-10-17,47.9254
2023-10-18,46.0676
2023-10-19,44.5825
2023-10-20,41.5384
2023-10-21,41.5384
2023-10-22,41.5384
2023-10-23,43.3028
2023-10-24,43.5925
2023-10-25,42.8319
2023-10-26,42.0725
2023-10-27,40.9634
2023-10-28,40.9634
2023-10-29,40.9634
2023-10-30,43.6761
2023-10-31,44.8375
2023-11-01,46.6671
2023-11-02,44.8235
2023-11-03,47.7144
2023-11-04,47.7144
2023-11-05,47.7144
2023-11-06,46.9203
2023-11-07,50.0243
2023-11-08,48.5207
2023-11-09,49.2129
2023-11-10,51.4198
2023-11-11,51.4198
2023-11-12,51.4198
2023-11-13,50.9703
2023-11-14,54.1554
2023-11-15,55.8236
2023-11-16,56.8692
2023-11-17,58.38
2023-11-18,58.38
2023-11-19,58.38
2023-11-20,58.2302
2023-11-21,58.7149
2023-11-22,60.2197
2023-11-23,60.2197
2023-11-24,59.5741
2023-11-25,59.5741
2023-11-26,59.5741
2023-11-27,58.4001
2023-11-28,56.1376
2023-11-29,55.6449
2023-11-30,56.6294
2023-12-01,59.8688
2023-12-02,59.8688
2023-12-03,59.8688
2023-12-04,61.5925
2023-12-05,57.5831
2023-12-06,58.61
2023-12-07,60.9665
2023-12-08,62.4571
2023-12-09,62.4571
2023-12-10,62.4571
2023-12-11,66.1987
2023-12-12,65.7468
2023-12-13,65.98
2023-12-14,67.7943
2023-12-15,67.975
2023-12-16,67.975
2023-12-17,67.975
2023-12-18,68.4965
2023-12-19,67.2027
2023-12-20,62.3954
2023-12-21,64.6353
2023-12-22,64.9697
2023-12-23,64.9697
2023-12-24,64.9697
2023-12-25,64.9697
2023-12-26,65.4109
2023-12-27,64.3764
2023-12-28,64.5878
2023-12-29,64.2808
2023-12-30,64.2808
2023-12-31,64.2808
2024-01-01,64.2808
2024-01-02,63.6403
2024-01-03,60.1505
2024-01-04,58.7324
2024-01-05,60.4552
2024-01-06,60.4552
2024-01-07,60.4552
2024-01-08,61.8002
2024-01-09,59.9715
2024-01-10,60.5475
2024-01-11,60.043
2024-01-12,58.6844
2024-01-13,58.6844
2024-01-14,58.6844
2024-01-15,58.6844
2024-01-16,57.3143
2024-01-17,58.1461
2024-01-18,60.0232
2024-01-19,61.016
2024-01-20,61.016
2024-01-21,61.016
2024-01-22,61.5442
2024-01-23,61.604
2024-01-24,60.9181
2024-01-25,61.3212
2024-01-26,60.1391
2024-01-27,60.1391
2024-01-28,60.1391
2024-01-29,60.9512
2024-01-30,60.1352
2024-01-31,56.272
2024-02-01,58.4525
2024-02-02,59.2297
2024-02-03,59.2297
2024-02-04,59.2297
2024-02-05,56.0551
2024-02-06,56.7658
2024-02-07,56.7658
2024-02-08,58.5997
2024-02-09,57.7274
2024-02-10,57.7274
2024-02-11,57.7274
2024-02-12,60.4011
2024-02-13,51.2151
2024-02-14,54.1686
2024-02-15,59.3938
2024-02-16,57.4612
2024-02-17,57.4612
2024-02-18,57.4612
2024-02-19,57.4612
2024-02-20,56.7606
2024-02-21,57.9842
2024-02-22,59.827
2024-02-23,69.8754
2024-02-24,69.8754
2024-02-25,69.8754
2024-02-26,70.368
2024-02-27,70.6378
2024-02-28,71.0495
2024-02-29,71.7674
2024-03-01,73.8816
2024-03-02,73.8816
2024-03-03,73.8816
2024-03-04,73.4409
2024-03-05,73.5939
2024-03-06,72.9068
2024-03-07,71.9286
2024-03-08,71.9568
2024-03-09,71.9568
2024-03-10,71.9568
2024-03-11,68.3612
2024-03-12,69.8048
2024-03-13,70.1123
2024-03-14,68.8467
2024-03-15,65.3763
2024-03-16,65.3763
2024-03-17,65.3763
2024-03-18,67.0858
2024-03-19,67.7333
2024-03-20,68.5037
2024-03-21,69.2318
2024-03-22,68.8132
2024-03-23,68.8132
2024-03-24,68.8132
2024-03-25,66.9364
2024-03-26,67.9586
2024-03-27,68.9844
2024-03-28,67.1982
2024-03-29,67.1982
2024-03-30,67.1982
2024-03-31,67.1982
2024-04-01,65.042
2024-04-02,61.4743
2024-04-03,63.0698
2024-04-04,60.8895
2024-04-05,61.9977
2024-04-06,61.9977
2024-04-07,61.9977
2024-04-08,62.095
