,MTD US Equity
2023-03-19,48.6135
2023-03-20,50.1167
2023-03-21,52.0054
2023-03-22,48.4372
2023-03-23,48.3542
2023-03-24,49.0281
2023-03-25,49.0281
2023-03-26,49.0281
2023-03-27,50.7035
2023-03-28,50.0865
2023-03-29,51.8287
2023-03-30,52.0904
2023-03-31,54.3689
2023-04-01,54.3689
2023-04-02,54.3689
2023-04-03,54.3939
2023-04-04,54.3024
2023-04-05,54.3284
2023-04-06,51.6624
2023-04-07,51.6624
2023-04-08,51.6624
2023-04-09,51.6624
2023-04-10,53.3563
2023-04-11,53.8202
2023-04-12,54.3173
2023-04-13,58.0336
2023-04-14,57.556
2023-04-15,57.556
2023-04-16,57.556
2023-04-17,58.9489
2023-04-18,58.2504
2023-04-19,58.9836
2023-04-20,53.1146
2023-04-21,54.6714
2023-04-22,54.6714
2023-04-23,54.6714
2023-04-24,55.8067
2023-04-25,47.2335
2023-04-26,46.6153
2023-04-27,46.2484
2023-04-28,49.0975
2023-04-29,49.0975
2023-04-30,49.0975
2023-05-01,51.2266
2023-05-02,49.9205
2023-05-03,49.1197
2023-05-04,47.8287
2023-05-05,44.254
2023-05-06,44.254
2023-05-07,44.254
2023-05-08,42.2334
2023-05-09,41.1256
2023-05-10,40.8721
2023-05-11,39.3797
2023-05-12,42.576
2023-05-13,42.576
2023-05-14,42.576
2023-05-15,42.7916
2023-05-16,41.9206
2023-05-17,41.6716
2023-05-18,43.1056
2023-05-19,43.2983
2023-05-20,43.2983
2023-05-21,43.2983
2023-05-22,44.4653
2023-05-23,41.3625
2023-05-24,38.626
2023-05-25,38.9845
2023-05-26,42.0002
2023-05-27,42.0002
2023-05-28,42.0002
2023-05-29,42.0002
2023-05-30,39.8189
2023-05-31,40.5018
2023-06-01,41.2207
2023-06-02,41.5483
2023-06-03,41.5483
2023-06-04,41.5483
2023-06-05,41.8054
2023-06-06,40.8306
2023-06-07,41.4458
2023-06-08,39.134
2023-06-09,38.893
2023-06-10,38.893
2023-06-11,38.893
2023-06-12,41.58
2023-06-13,41.7682
2023-06-14,41.5204
2023-06-15,43.7762
2023-06-16,42.6013
2023-06-17,42.6013
2023-06-18,42.6013
2023-06-19,42.6013
2023-06-20,39.6658
2023-06-21,40.5671
2023-06-22,39.9176
2023-06-23,40.4802
2023-06-24,40.4802
2023-06-25,40.4802
2023-06-26,39.8202
2023-06-27,39.2118
2023-06-28,39.6083
2023-06-29,44.4779
2023-06-30,44.014
2023-07-01,44.014
2023-07-02,44.014
2023-07-03,44.0716
2023-07-04,44.0716
2023-07-05,43.3856
2023-07-06,42.4195
2023-07-07,40.2066
2023-07-08,40.2066
2023-07-09,40.2066
2023-07-10,43.1987
2023-07-11,43.0922
2023-07-12,46.2835
2023-07-13,47.1872
2023-07-14,47.663
2023-07-15,47.663
2023-07-16,47.663
2023-07-17,47.2988
2023-07-18,48.0736
2023-07-19,48.6718
2023-07-20,49.8401
2023-07-21,51.2467
2023-07-22,51.2467
2023-07-23,51.2467
2023-07-24,51.2655
2023-07-25,45.6694
2023-07-26,48.2973
2023-07-27,47.1362
2023-07-28,45.5102
2023-07-29,45.5102
2023-07-30,45.5102
2023-07-31,40.7604
2023-08-01,43.9566
2023-08-02,44.81
2023-08-03,42.7551
2023-08-04,43.0373
2023-08-05,43.0373
2023-08-06,43.0373
2023-08-07,41.9636
2023-08-08,41.5496
2023-08-09,40.6761
2023-08-10,40.7041
2023-08-11,40.1778
2023-08-12,40.1778
2023-08-13,40.1778
2023-08-14,40.2301
2023-08-15,38.9521
2023-08-16,36.4125
2023-08-17,37.421
2023-08-18,35.6639
2023-08-19,35.6639
2023-08-20,35.6639
2023-08-21,34.4344
2023-08-22,33.737
2023-08-23,34.388
2023-08-24,34.1245
2023-08-25,36.3004
2023-08-26,36.3004
2023-08-27,36.3004
2023-08-28,37.2931
2023-08-29,41.1104
2023-08-30,42.6538
2023-08-31,42.218
2023-09-01,43.5344
2023-09-02,43.5344
2023-09-03,43.5344
2023-09-04,43.5344
2023-09-05,42.7953
2023-09-06,40.3022
2023-09-07,37.3494
2023-09-08,34.6517
2023-09-09,34.6517
2023-09-10,34.6517
2023-09-11,34.5111
2023-09-12,33.8735
2023-09-13,34.7916
2023-09-14,39.5118
2023-09-15,41.0966
2023-09-16,41.0966
2023-09-17,41.0966
2023-09-18,37.9511
2023-09-19,37.6875
2023-09-20,37.6077
2023-09-21,34.4297
2023-09-22,35.3443
2023-09-23,35.3443
2023-09-24,35.3443
2023-09-25,38.6491
2023-09-26,37.0638
2023-09-27,36.5055
2023-09-28,39.461
2023-09-29,38.5386
2023-09-30,38.5386
2023-10-01,38.5386
2023-10-02,36.7274
2023-10-03,35.7707
2023-10-04,38.1066
2023-10-05,36.9201
2023-10-06,37.4339
2023-10-07,37.4339
2023-10-08,37.4339
2023-10-09,38.4077
2023-10-10,39.7099
2023-10-11,41.1872
2023-10-12,35.3704
2023-10-13,34.7351
2023-10-14,34.7351
2023-10-15,34.7351
2023-10-16,38.0231
2023-10-17,37.0514
2023-10-18,34.3281
2023-10-19,34.9069
2023-10-20,35.7753
2023-10-21,35.7753
2023-10-22,35.7753
2023-10-23,34.8726
2023-10-24,33.5756
2023-10-25,32.3606
2023-10-26,33.4193
2023-10-27,32.9608
2023-10-28,32.9608
2023-10-29,32.9608
2023-10-30,31.9196
2023-10-31,35.3921
2023-11-01,34.1513
2023-11-02,37.295
2023-11-03,42.622
2023-11-04,42.622
2023-11-05,42.622
2023-11-06,42.8237
2023-11-07,43.8913
2023-11-08,43.4996
2023-11-09,42.1634
2023-11-10,44.6683
2023-11-11,44.6683
2023-11-12,44.6683
2023-11-13,42.2608
2023-11-14,45.7798
2023-11-15,46.8028
2023-11-16,46.0606
2023-11-17,45.9902
2023-11-18,45.9902
2023-11-19,45.9902
2023-11-20,46.1342
2023-11-21,50.3393
2023-11-22,49.5539
2023-11-23,49.5539
2023-11-24,51.2491
2023-11-25,51.2491
2023-11-26,51.2491
2023-11-27,49.6682
2023-11-28,49.9393
2023-11-29,51.1445
2023-11-30,51.0826
2023-12-01,52.5727
2023-12-02,52.5727
2023-12-03,52.5727
2023-12-04,52.3582
2023-12-05,49.6632
2023-12-06,51.0739
2023-12-07,51.9081
2023-12-08,50.658
2023-12-09,50.658
2023-12-10,50.658
2023-12-11,53.347
2023-12-12,53.6218
2023-12-13,59.6083
2023-12-14,64.1795
2023-12-15,59.7395
2023-12-16,59.7395
2023-12-17,59.7395
2023-12-18,59.0479
2023-12-19,60.4683
2023-12-20,58.6066
2023-12-21,60.4875
2023-12-22,60.8778
2023-12-23,60.8778
2023-12-24,60.8778
2023-12-25,60.8778
2023-12-26,61.3342
2023-12-27,61.6521
2023-12-28,61.8521
2023-12-29,60.117
2023-12-30,60.117
2023-12-31,60.117
2024-01-01,60.117
2024-01-02,60.2324
2024-01-03,51.7805
2024-01-04,52.009
2024-01-05,50.1075
2024-01-06,50.1075
2024-01-07,50.1075
2024-01-08,53.5922
2024-01-09,50.8443
2024-01-10,54.2997
2024-01-11,55.1767
2024-01-12,54.6976
2024-01-13,54.6976
2024-01-14,54.6976
2024-01-15,54.6976
2024-01-16,54.8587
2024-01-17,52.4767
2024-01-18,54.6144
2024-01-19,56.0101
2024-01-20,56.0101
2024-01-21,56.0101
2024-01-22,57.7278
2024-01-23,57.7972
2024-01-24,55.9539
2024-01-25,55.6674
2024-01-26,57.113
2024-01-27,57.113
2024-01-28,57.113
2024-01-29,58.056
2024-01-30,58.9898
2024-01-31,53.988
2024-02-01,56.5243
2024-02-02,54.9023
2024-02-03,54.9023
2024-02-04,54.9023
2024-02-05,52.3152
2024-02-06,54.7127
2024-02-07,54.8183
2024-02-08,55.9237
2024-02-09,50.4373
2024-02-10,50.4373
2024-02-11,50.4373
2024-02-12,51.9385
2024-02-13,48.7442
2024-02-14,51.0108
2024-02-15,52.0799
2024-02-16,51.5486
2024-02-17,51.5486
2024-02-18,51.5486
2024-02-19,51.5486
2024-02-20,51.2329
2024-02-21,52.1723
2024-02-22,52.0514
2024-02-23,53.7509
2024-02-24,53.7509
2024-02-25,53.7509
2024-02-26,52.1185
2024-02-27,53.9075
2024-02-28,56.7358
2024-02-29,57.0634
2024-03-01,58.8951
2024-03-02,58.8951
2024-03-03,58.8951
2024-03-04,60.4554
2024-03-05,60.4855
2024-03-06,62.5144
2024-03-07,65.3966
2024-03-08,60.8323
2024-03-09,60.8323
2024-03-10,60.8323
2024-03-11,58.985
2024-03-12,57.879
2024-03-13,59.2963
2024-03-14,58.4145
2024-03-15,60.5392
2024-03-16,60.5392
2024-03-17,60.5392
2024-03-18,58.3955
2024-03-19,57.9865
2024-03-20,58.0047
2024-03-21,60.9766
2024-03-22,59.6297
2024-03-23,59.6297
2024-03-24,59.6297
2024-03-25,58.7062
2024-03-26,58.1023
2024-03-27,59.8999
2024-03-28,59.3231
2024-03-29,59.3231
2024-03-30,59.3231
2024-03-31,59.3231
2024-04-01,60.1869
2024-04-02,57.6135
2024-04-03,58.499
2024-04-04,53.0475
2024-04-05,54.5904
2024-04-06,54.5904
2024-04-07,54.5904
2024-04-08,55.2506
