,DISCB US Equity
2020-11-16,44.9279
2020-11-17,46.4772
2020-11-18,46.4097
2020-11-19,45.6057
2020-11-20,45.6057
2020-11-21,45.6057
2020-11-22,45.6057
2020-11-23,45.4794
2020-11-24,45.0917
2020-11-25,48.6679
2020-11-26,48.6679
2020-11-27,46.7795
2020-11-28,46.7795
2020-11-29,46.7795
2020-11-30,47.8122
2020-12-01,47.0432
2020-12-02,46.7702
2020-12-03,46.9771
2020-12-04,48.0695
2020-12-05,48.0695
2020-12-06,48.0695
2020-12-07,47.6365
2020-12-08,46.8833
2020-12-09,49.4151
2020-12-10,49.2089
2020-12-11,48.9005
2020-12-12,48.9005
2020-12-13,48.9005
2020-12-14,51.0553
2020-12-15,48.0493
2020-12-16,46.3847
2020-12-17,49.5839
2020-12-18,45.656
2020-12-19,45.656
2020-12-20,45.656
2020-12-21,46.0178
2020-12-22,46.8333
2020-12-23,47.4865
2020-12-24,47.6741
2020-12-25,47.6741
2020-12-26,47.6741
2020-12-27,47.6741
2020-12-28,47.1671
2020-12-29,48.0424
2020-12-30,52.7073
2020-12-31,49.2976
2021-01-01,49.2976
2021-01-02,49.2976
2021-01-03,49.2976
2021-01-04,52.4779
2021-01-05,50.5264
2021-01-06,53.7968
2021-01-07,54.4736
2021-01-08,54.309
2021-01-09,54.309
2021-01-10,54.309
2021-01-11,54.3945
2021-01-12,57.0165
2021-01-13,56.3252
2021-01-14,57.0707
2021-01-15,56.2431
2021-01-16,56.2431
2021-01-17,56.2431
2021-01-18,56.2431
2021-01-19,56.2431
2021-01-20,59.4846
2021-01-21,59.4846
2021-01-22,59.5517
2021-01-23,59.5517
2021-01-24,59.5517
2021-01-25,56.4928
2021-01-26,57.5774
2021-01-27,61.8715
2021-01-28,58.9504
2021-01-29,63.2517
2021-01-30,63.2517
2021-01-31,63.2517
2021-02-01,63.0595
2021-02-02,63.0595
2021-02-03,59.8936
2021-02-04,59.9273
2021-02-05,59.3516
2021-02-06,59.3516
2021-02-07,59.3516
2021-02-08,60.034
2021-02-09,60.9318
2021-02-10,61.7505
2021-02-11,66.2272
2021-02-12,64.6186
2021-02-13,64.6186
2021-02-14,64.6186
2021-02-15,64.6186
2021-02-16,66.4393
2021-02-17,65.7029
2021-02-18,68.9592
2021-02-19,67.9383
2021-02-20,67.9383
2021-02-21,67.9383
2021-02-22,72.1239
2021-02-23,67.0611
2021-02-24,64.9838
2021-02-25,67.0251
2021-02-26,67.0251
2021-02-27,67.0251
2021-02-28,67.0251
2021-03-01,68.4049
2021-03-02,68.5706
2021-03-03,71.2782
2021-03-04,75.3906
2021-03-05,72.6226
2021-03-06,72.6226
2021-03-07,72.6226
2021-03-08,72.9946
2021-03-09,73.6404
2021-03-10,69.7107
2021-03-11,70.4386
2021-03-12,73.8235
2021-03-13,73.8235
2021-03-14,73.8235
2021-03-15,75.6524
2021-03-16,76.4634
2021-03-17,76.4634
2021-03-18,75.1025
2021-03-19,76.687
2021-03-20,76.687
2021-03-21,76.687
2021-03-22,78.6206
2021-03-23,71.0795
2021-03-24,56.3285
2021-03-25,53.4288
2021-03-26,47.7769
2021-03-27,47.7769
2021-03-28,47.7769
2021-03-29,49.3021
2021-03-30,57.0782
2021-03-31,72.9318
2021-04-01,65.6515
2021-04-02,65.6515
2021-04-03,65.6515
2021-04-04,65.6515
2021-04-05,60.4752
2021-04-06,58.6674
2021-04-07,56.528
2021-04-08,55.429
2021-04-09,53.798
2021-04-10,53.798
2021-04-11,53.798
2021-04-12,52.4043
2021-04-13,53.0982
2021-04-14,58.8029
2021-04-15,56.1761
2021-04-16,54.5078
2021-04-17,54.5078
2021-04-18,54.5078
2021-04-19,54.5579
2021-04-20,54.2027
2021-04-21,54.4641
2021-04-22,53.5446
2021-04-23,54.2511
2021-04-24,54.2511
2021-04-25,54.2511
2021-04-26,53.9547
2021-04-27,54.3243
2021-04-28,53.3642
2021-04-29,53.2038
2021-04-30,53.2845
2021-05-01,53.2845
2021-05-02,53.2845
2021-05-03,52.0627
2021-05-04,51.1771
2021-05-05,52.5208
2021-05-06,52.1019
2021-05-07,51.4784
2021-05-08,51.4784
2021-05-09,51.4784
2021-05-10,50.696
2021-05-11,49.9383
2021-05-12,49.9945
2021-05-13,49.4812
2021-05-14,49.143
2021-05-15,49.143
2021-05-16,49.143
2021-05-17,53.1286
2021-05-18,52.1817
2021-05-19,52.1729
2021-05-20,48.6494
2021-05-21,49.1598
2021-05-22,49.1598
2021-05-23,49.1598
2021-05-24,48.7846
2021-05-25,48.6508
2021-05-26,48.7867
2021-05-27,47.9269
2021-05-28,48.8207
2021-05-29,48.8207
2021-05-30,48.8207
2021-05-31,48.8207
2021-06-01,48.3396
2021-06-02,48.7392
2021-06-03,48.4361
2021-06-04,48.4361
2021-06-05,48.4361
2021-06-06,48.4361
2021-06-07,48.5204
2021-06-08,49.2635
2021-06-09,48.6433
2021-06-10,48.4253
2021-06-11,49.1889
2021-06-12,49.1889
2021-06-13,49.1889
2021-06-14,48.215
2021-06-15,48.215
2021-06-16,47.9056
2021-06-17,47.8357
2021-06-18,47.7702
2021-06-19,47.7702
2021-06-20,47.7702
2021-06-21,47.0042
2021-06-22,47.5714
2021-06-23,48.9578
2021-06-24,45.9262
2021-06-25,46.7709
2021-06-26,46.7709
2021-06-27,46.7709
2021-06-28,46.7709
2021-06-29,45.5929
2021-06-30,45.2669
2021-07-01,44.0631
2021-07-02,45.678
2021-07-03,45.678
2021-07-04,45.678
2021-07-05,45.678
2021-07-06,44.7656
2021-07-07,41.4963
2021-07-08,42.2472
2021-07-09,42.1473
2021-07-10,42.1473
2021-07-11,42.1473
2021-07-12,42.1473
2021-07-13,41.4196
2021-07-14,41.81
2021-07-15,41.81
2021-07-16,41.3002
2021-07-17,41.3002
2021-07-18,41.3002
2021-07-19,39.452
2021-07-20,39.452
2021-07-21,39.6668
2021-07-22,39.6668
2021-07-23,39.5217
2021-07-24,39.5217
2021-07-25,39.5217
2021-07-26,38.889
2021-07-27,37.6633
2021-07-28,39.9793
2021-07-29,38.5067
2021-07-30,38.4994
2021-07-31,38.4994
2021-08-01,38.4994
2021-08-02,37.0326
2021-08-03,36.2959
2021-08-04,32.4337
2021-08-05,38.489
2021-08-06,35.7065
2021-08-07,35.7065
2021-08-08,35.7065
2021-08-09,36.8037
2021-08-10,36.4265
2021-08-11,35.5191
2021-08-12,35.395
2021-08-13,35.0028
2021-08-14,35.0028
2021-08-15,35.0028
2021-08-16,37.2197
2021-08-17,37.1032
2021-08-18,35.5847
2021-08-19,34.2573
2021-08-20,33.4523
2021-08-21,33.4523
2021-08-22,33.4523
2021-08-23,34.8987
2021-08-24,36.5946
2021-08-25,40.7957
2021-08-26,39.8553
2021-08-27,39.81
2021-08-28,39.81
2021-08-29,39.81
2021-08-30,47.741
2021-08-31,47.0713
2021-09-01,46.6447
2021-09-02,45.7956
2021-09-03,46.8271
2021-09-04,46.8271
2021-09-05,46.8271
2021-09-06,46.8271
2021-09-07,46.3533
2021-09-08,44.056
2021-09-09,44.1518
2021-09-10,42.8447
2021-09-11,42.8447
2021-09-12,42.8447
2021-09-13,44.5962
2021-09-14,43.2176
2021-09-15,42.3429
2021-09-16,43.4026
2021-09-17,45.2711
2021-09-18,45.2711
2021-09-19,45.2711
2021-09-20,61.7681
2021-09-21,47.8785
2021-09-22,54.4337
2021-09-23,51.9004
2021-09-24,52.2309
2021-09-25,52.2309
2021-09-26,52.2309
2021-09-27,52.7085
2021-09-28,51.5448
2021-09-29,50.1702
2021-09-30,48.8287
2021-10-01,50.0536
2021-10-02,50.0536
2021-10-03,50.0536
2021-10-04,49.304
2021-10-05,49.4228
2021-10-06,48.843
2021-10-07,45.8828
2021-10-08,46.2579
2021-10-09,46.2579
2021-10-10,46.2579
2021-10-11,44.3079
2021-10-12,45.0749
2021-10-13,47.4396
2021-10-14,45.3363
2021-10-15,46.263
2021-10-16,46.263
2021-10-17,46.263
2021-10-18,45.9941
2021-10-19,45.4764
2021-10-20,45.4978
2021-10-21,46.1679
2021-10-22,45.7254
2021-10-23,45.7254
2021-10-24,45.7254
2021-10-25,46.1828
2021-10-26,45.5866
2021-10-27,44.8154
2021-10-28,44.9979
2021-10-29,44.5681
2021-10-30,44.5681
2021-10-31,44.5681
2021-11-01,45.0064
2021-11-02,44.1469
2021-11-03,44.3778
2021-11-04,45.0234
2021-11-05,44.8769
2021-11-06,44.8769
2021-11-07,44.8769
2021-11-08,43.9886
2021-11-09,44.0806
2021-11-10,44.228
2021-11-11,45.3356
2021-11-12,46.4152
2021-11-13,46.4152
2021-11-14,46.4152
2021-11-15,46.6864
2021-11-16,47.3014
2021-11-17,47.3014
2021-11-18,46.3344
2021-11-19,43.8076
2021-11-20,43.8076
2021-11-21,43.8076
2021-11-22,42.322
2021-11-23,42.322
2021-11-24,44.5008
2021-11-25,44.5008
2021-11-26,44.5008
2021-11-27,44.5008
2021-11-28,44.5008
2021-11-29,44.5008
2021-11-30,40.3265
2021-12-01,40.3108
2021-12-02,43.9369
2021-12-03,40.4377
2021-12-04,40.4377
2021-12-05,40.4377
2021-12-06,42.9543
2021-12-07,42.7123
2021-12-08,42.3503
2021-12-09,42.3503
2021-12-10,41.6204
2021-12-11,41.6204
2021-12-12,41.6204
2021-12-13,41.8231
2021-12-14,39.5662
2021-12-15,39.6036
2021-12-16,40.7187
2021-12-17,39.4143
2021-12-18,39.4143
2021-12-19,39.4143
2021-12-20,38.311
2021-12-21,36.9076
2021-12-22,40.3133
2021-12-23,39.9388
2021-12-24,39.9388
2021-12-25,39.9388
2021-12-26,39.9388
2021-12-27,39.6529
2021-12-28,39.3265
2021-12-29,39.0568
2021-12-30,38.4169
2021-12-31,39.7993
2022-01-01,39.7993
2022-01-02,39.7993
2022-01-03,41.5764
2022-01-04,43.5085
2022-01-05,42.5926
2022-01-06,42.0823
2022-01-07,49.3579
2022-01-08,49.3579
2022-01-09,49.3579
2022-01-10,57.0183
2022-01-11,53.8796
2022-01-12,53.1182
2022-01-13,51.9936
2022-01-14,52.0228
2022-01-15,52.0228
2022-01-16,52.0228
2022-01-17,52.0228
2022-01-18,49.9193
2022-01-19,48.1072
2022-01-20,47.859
2022-01-21,45.5723
2022-01-22,45.5723
2022-01-23,45.5723
2022-01-24,42.216
2022-01-25,45.8811
2022-01-26,43.8025
2022-01-27,44.6038
2022-01-28,46.1899
2022-01-29,46.1899
2022-01-30,46.1899
2022-01-31,45.1733
2022-02-01,44.6334
2022-02-02,45.136
2022-02-03,44.851
2022-02-04,44.185
2022-02-05,44.185
2022-02-06,44.185
2022-02-07,44.185
2022-02-08,44.833
2022-02-09,46.0731
2022-02-10,46.4859
2022-02-11,45.3761
2022-02-12,45.3761
2022-02-13,45.3761
2022-02-14,46.5454
2022-02-15,46.2371
2022-02-16,45.6893
2022-02-17,45.4167
2022-02-18,45.7377
2022-02-19,45.7377
2022-02-20,45.7377
2022-02-21,45.7377
2022-02-22,45.0583
2022-02-23,45.392
2022-02-24,42.2786
2022-02-25,42.4477
2022-02-26,42.4477
2022-02-27,42.4477
2022-02-28,41.7462
2022-03-01,42.2319
2022-03-02,44.8483
2022-03-03,44.3073
2022-03-04,42.5537
2022-03-05,42.5537
2022-03-06,42.5537
2022-03-07,41.8302
2022-03-08,41.2258
2022-03-09,41.2257
2022-03-10,42.119
2022-03-11,42.1206
2022-03-12,42.1206
2022-03-13,42.1206
2022-03-14,40.8042
2022-03-15,41.6991
2022-03-16,41.5884
2022-03-17,41.7882
2022-03-18,42.2988
2022-03-19,42.2988
2022-03-20,42.2988
2022-03-21,42.2552
2022-03-22,44.3595
2022-03-23,43.7221
2022-03-24,44.0632
2022-03-25,44.7133
2022-03-26,44.7133
2022-03-27,44.7133
2022-03-28,43.9559
2022-03-29,44.6996
2022-03-30,45.2011
2022-03-31,44.2205
2022-04-01,44.4363
2022-04-02,44.4363
2022-04-03,44.4363
2022-04-04,42.0475
2022-04-05,39.4581
2022-04-06,38.2419
2022-04-07,36.2637
2022-04-08,39.4952
2022-04-09,39.4952
2022-04-10,39.4952
2022-04-11,39.4952
2022-04-12,39.4952
2022-04-13,39.4952
2022-04-14,39.4952
2022-04-15,39.4952
2022-04-16,39.4952
2022-04-17,39.4952
2022-04-18,39.4952
2022-04-19,39.4952
2022-04-20,39.4952
2022-04-21,39.4952
2022-04-22,39.4952
2022-04-23,39.4952
2022-04-24,39.4952
2022-04-25,39.4952
2022-04-26,39.4952
2022-04-27,39.4952
2022-04-28,39.4952
2022-04-29,39.4952
2022-04-30,39.4952
2022-05-01,39.4952
2022-05-02,39.4952
2022-05-03,39.4952
2022-05-04,39.4952
2022-05-05,39.4952
2022-05-06,39.4952
2022-05-07,39.4952
2022-05-08,39.4952
2022-05-09,39.4952
2022-05-10,39.4952
2022-05-11,39.4952
2022-05-12,39.4952
2022-05-13,39.4952
2022-05-14,39.4952
2022-05-15,39.4952
2022-05-16,39.4952
2022-05-17,39.4952
2022-05-18,39.4952
2022-05-19,39.4952
2022-05-20,39.4952
2022-05-21,39.4952
2022-05-22,39.4952
2022-05-23,39.4952
2022-05-24,39.4952
2022-05-25,39.4952
2022-05-26,39.4952
2022-05-27,39.4952
2022-05-28,39.4952
2022-05-29,39.4952
2022-05-30,39.4952
2022-05-31,39.4952
2022-06-01,39.4952
2022-06-02,39.4952
2022-06-03,39.4952
2022-06-04,39.4952
2022-06-05,39.4952
2022-06-06,39.4952
2022-06-07,39.4952
2022-06-08,39.4952
2022-06-09,39.4952
2022-06-10,39.4952
2022-06-11,39.4952
2022-06-12,39.4952
2022-06-13,39.4952
2022-06-14,39.4952
2022-06-15,39.4952
2022-06-16,39.4952
2022-06-17,39.4952
2022-06-18,39.4952
2022-06-19,39.4952
2022-06-20,39.4952
2022-06-21,39.4952
2022-06-22,39.4952
2022-06-23,39.4952
2022-06-24,39.4952
2022-06-25,39.4952
2022-06-26,39.4952
2022-06-27,39.4952
2022-06-28,39.4952
2022-06-29,39.4952
2022-06-30,39.4952
2022-07-01,39.4952
2022-07-02,39.4952
2022-07-03,39.4952
2022-07-04,39.4952
2022-07-05,39.4952
2022-07-06,39.4952
2022-07-07,39.4952
2022-07-08,39.4952
2022-07-09,39.4952
2022-07-10,39.4952
2022-07-11,39.4952
2022-07-12,39.4952
2022-07-13,39.4952
2022-07-14,39.4952
2022-07-15,39.4952
2022-07-16,39.4952
2022-07-17,39.4952
2022-07-18,39.4952
2022-07-19,39.4952
2022-07-20,39.4952
2022-07-21,39.4952
2022-07-22,39.4952
2022-07-23,39.4952
2022-07-24,39.4952
2022-07-25,39.4952
2022-07-26,39.4952
2022-07-27,39.4952
2022-07-28,39.4952
2022-07-29,39.4952
2022-07-30,39.4952
2022-07-31,39.4952
2022-08-01,39.4952
2022-08-02,39.4952
2022-08-03,39.4952
2022-08-04,39.4952
2022-08-05,39.4952
2022-08-06,39.4952
2022-08-07,39.4952
2022-08-08,39.4952
2022-08-09,39.4952
2022-08-10,39.4952
2022-08-11,39.4952
2022-08-12,39.4952
2022-08-13,39.4952
2022-08-14,39.4952
2022-08-15,39.4952
2022-08-16,39.4952
2022-08-17,39.4952
2022-08-18,39.4952
2022-08-19,39.4952
2022-08-20,39.4952
2022-08-21,39.4952
2022-08-22,39.4952
2022-08-23,39.4952
2022-08-24,39.4952
2022-08-25,39.4952
2022-08-26,39.4952
2022-08-27,39.4952
2022-08-28,39.4952
2022-08-29,39.4952
2022-08-30,39.4952
2022-08-31,39.4952
2022-09-01,39.4952
2022-09-02,39.4952
2022-09-03,39.4952
2022-09-04,39.4952
2022-09-05,39.4952
2022-09-06,39.4952
2022-09-07,39.4952
2022-09-08,39.4952
2022-09-09,39.4952
2022-09-10,39.4952
2022-09-11,39.4952
2022-09-12,39.4952
2022-09-13,39.4952
2022-09-14,39.4952
2022-09-15,39.4952
2022-09-16,39.4952
2022-09-17,39.4952
2022-09-18,39.4952
2022-09-19,39.4952
2022-09-20,39.4952
2022-09-21,39.4952
2022-09-22,39.4952
2022-09-23,39.4952
2022-09-24,39.4952
2022-09-25,39.4952
2022-09-26,39.4952
2022-09-27,39.4952
2022-09-28,39.4952
2022-09-29,39.4952
2022-09-30,39.4952
2022-10-01,39.4952
2022-10-02,39.4952
2022-10-03,39.4952
2022-10-04,39.4952
2022-10-05,39.4952
2022-10-06,39.4952
2022-10-07,39.4952
2022-10-08,39.4952
2022-10-09,39.4952
2022-10-10,39.4952
2022-10-11,39.4952
2022-10-12,39.4952
2022-10-13,39.4952
2022-10-14,39.4952
2022-10-15,39.4952
2022-10-16,39.4952
2022-10-17,39.4952
2022-10-18,39.4952
2022-10-19,39.4952
2022-10-20,39.4952
2022-10-21,39.4952
2022-10-22,39.4952
2022-10-23,39.4952
2022-10-24,39.4952
2022-10-25,39.4952
2022-10-26,39.4952
2022-10-27,39.4952
2022-10-28,39.4952
2022-10-29,39.4952
2022-10-30,39.4952
2022-10-31,39.4952
2022-11-01,39.4952
2022-11-02,39.4952
2022-11-03,39.4952
2022-11-04,39.4952
2022-11-05,39.4952
2022-11-06,39.4952
2022-11-07,39.4952
2022-11-08,39.4952
2022-11-09,39.4952
2022-11-10,39.4952
2022-11-11,39.4952
2022-11-12,39.4952
2022-11-13,39.4952
2022-11-14,39.4952
2022-11-15,39.4952
2022-11-16,39.4952
2022-11-17,39.4952
2022-11-18,39.4952
2022-11-19,39.4952
2022-11-20,39.4952
2022-11-21,39.4952
2022-11-22,39.4952
2022-11-23,39.4952
2022-11-24,39.4952
2022-11-25,39.4952
2022-11-26,39.4952
2022-11-27,39.4952
2022-11-28,39.4952
2022-11-29,39.4952
2022-11-30,39.4952
2022-12-01,39.4952
2022-12-02,39.4952
2022-12-03,39.4952
2022-12-04,39.4952
2022-12-05,39.4952
2022-12-06,39.4952
2022-12-07,39.4952
2022-12-08,39.4952
2022-12-09,39.4952
2022-12-10,39.4952
2022-12-11,39.4952
2022-12-12,39.4952
2022-12-13,39.4952
2022-12-14,39.4952
2022-12-15,39.4952
2022-12-16,39.4952
2022-12-17,39.4952
2022-12-18,39.4952
2022-12-19,39.4952
2022-12-20,39.4952
2022-12-21,39.4952
2022-12-22,39.4952
2022-12-23,39.4952
2022-12-24,39.4952
2022-12-25,39.4952
2022-12-26,39.4952
2022-12-27,39.4952
2022-12-28,39.4952
2022-12-29,39.4952
2022-12-30,39.4952
2022-12-31,39.4952
2023-01-01,39.4952
2023-01-02,39.4952
2023-01-03,39.4952
2023-01-04,39.4952
2023-01-05,39.4952
2023-01-06,39.4952
2023-01-07,39.4952
2023-01-08,39.4952
2023-01-09,39.4952
2023-01-10,39.4952
2023-01-11,39.4952
2023-01-12,39.4952
2023-01-13,39.4952
2023-01-14,39.4952
2023-01-15,39.4952
2023-01-16,39.4952
2023-01-17,39.4952
2023-01-18,39.4952
2023-01-19,39.4952
2023-01-20,39.4952
2023-01-21,39.4952
2023-01-22,39.4952
2023-01-23,39.4952
2023-01-24,39.4952
2023-01-25,39.4952
2023-01-26,39.4952
2023-01-27,39.4952
2023-01-28,39.4952
2023-01-29,39.4952
2023-01-30,39.4952
2023-01-31,39.4952
2023-02-01,39.4952
2023-02-02,39.4952
2023-02-03,39.4952
2023-02-04,39.4952
2023-02-05,39.4952
2023-02-06,39.4952
2023-02-07,39.4952
2023-02-08,39.4952
2023-02-09,39.4952
2023-02-10,39.4952
2023-02-11,39.4952
2023-02-12,39.4952
2023-02-13,39.4952
2023-02-14,39.4952
2023-02-15,39.4952
2023-02-16,39.4952
2023-02-17,39.4952
2023-02-18,39.4952
2023-02-19,39.4952
2023-02-20,39.4952
2023-02-21,39.4952
2023-02-22,39.4952
2023-02-23,39.4952
2023-02-24,39.4952
2023-02-25,39.4952
2023-02-26,39.4952
2023-02-27,39.4952
2023-02-28,39.4952
2023-03-01,39.4952
2023-03-02,39.4952
2023-03-03,39.4952
2023-03-04,39.4952
2023-03-05,39.4952
2023-03-06,39.4952
2023-03-07,39.4952
2023-03-08,39.4952
2023-03-09,39.4952
2023-03-10,39.4952
2023-03-11,39.4952
2023-03-12,39.4952
2023-03-13,39.4952
2023-03-14,39.4952
2023-03-15,39.4952
2023-03-16,39.4952
2023-03-17,39.4952
