,TVTY US Equity
2020-03-25,36.824
2020-03-26,36.3616
2020-03-27,36.838
2020-03-28,36.838
2020-03-29,36.838
2020-03-30,35.8508
2020-03-31,35.6347
2020-04-01,34.0862
2020-04-02,33.8475
2020-04-03,33.2751
2020-04-04,33.2751
2020-04-05,33.2751
2020-04-06,35.185
2020-04-07,35.9261
2020-04-08,37.7807
2020-04-09,38.5113
2020-04-10,38.5113
2020-04-11,38.5113
2020-04-12,38.5113
2020-04-13,38.3251
2020-04-14,39.4756
2020-04-15,38.7089
2020-04-16,38.3925
2020-04-17,40.0096
2020-04-18,40.0096
2020-04-19,40.0096
2020-04-20,40.1688
2020-04-21,40.0808
2020-04-22,40.3513
2020-04-23,42.0434
2020-04-24,41.6281
2020-04-25,41.6281
2020-04-26,41.6281
2020-04-27,43.2983
2020-04-28,44.7176
2020-04-29,49.0767
2020-04-30,47.6654
2020-05-01,48.0292
2020-05-02,48.0292
2020-05-03,48.0292
2020-05-04,46.2285
2020-05-05,49.8493
2020-05-06,50.3353
2020-05-07,54.4705
2020-05-08,51.2865
2020-05-09,51.2865
2020-05-10,51.2865
2020-05-11,48.9403
2020-05-12,50.5878
2020-05-13,46.8312
2020-05-14,47.3469
2020-05-15,47.2471
2020-05-16,47.2471
2020-05-17,47.2471
2020-05-18,50.0779
2020-05-19,48.7002
2020-05-20,50.1198
2020-05-21,51.3547
2020-05-22,50.3129
2020-05-23,50.3129
2020-05-24,50.3129
2020-05-25,50.3129
2020-05-26,50.5043
2020-05-27,54.2534
2020-05-28,52.5104
2020-05-29,52.4247
2020-05-30,52.4247
2020-05-31,52.4247
2020-06-01,53.5996
2020-06-02,53.6522
2020-06-03,53.9762
2020-06-04,52.6129
2020-06-05,54.1992
2020-06-06,54.1992
2020-06-07,54.1992
2020-06-08,54.8034
2020-06-09,53.9666
2020-06-10,52.7664
2020-06-11,48.6042
2020-06-12,50.1523
2020-06-13,50.1523
2020-06-14,50.1523
2020-06-15,51.0495
2020-06-16,53.2822
2020-06-17,50.8516
2020-06-18,51.6704
2020-06-19,51.789
2020-06-20,51.789
2020-06-21,51.789
2020-06-22,52.1235
2020-06-23,52.9221
2020-06-24,51.6872
2020-06-25,52.5463
2020-06-26,52.4391
2020-06-27,52.4391
2020-06-28,52.4391
2020-06-29,52.8043
2020-06-30,53.4761
2020-07-01,53.0853
2020-07-02,53.1561
2020-07-03,53.1561
2020-07-04,53.1561
2020-07-05,53.1561
2020-07-06,54.4718
2020-07-07,53.9213
2020-07-08,52.9004
2020-07-09,50.9863
2020-07-10,52.5687
2020-07-11,52.5687
2020-07-12,52.5687
2020-07-13,53.7002
2020-07-14,55.0677
2020-07-15,57.5232
2020-07-16,57.5575
2020-07-17,58.6617
2020-07-18,58.6617
2020-07-19,58.6617
2020-07-20,57.739
2020-07-21,58.6941
2020-07-22,57.4504
2020-07-23,56.5334
2020-07-24,55.6151
2020-07-25,55.6151
2020-07-26,55.6151
2020-07-27,56.407
2020-07-28,57.0804
2020-07-29,60.3938
2020-07-30,59.8567
2020-07-31,57.7321
2020-08-01,57.7321
2020-08-02,57.7321
2020-08-03,59.0842
2020-08-04,59.7138
2020-08-05,59.491
2020-08-06,69.6964
2020-08-07,65.8138
2020-08-08,65.8138
2020-08-09,65.8138
2020-08-10,66.2811
2020-08-11,66.7269
2020-08-12,68.6783
2020-08-13,67.8748
2020-08-14,67.4158
2020-08-15,67.4158
2020-08-16,67.4158
2020-08-17,66.9992
2020-08-18,68.0955
2020-08-19,68.5479
2020-08-20,66.594
2020-08-21,66.2144
2020-08-22,66.2144
2020-08-23,66.2144
2020-08-24,61.6441
2020-08-25,62.3468
2020-08-26,60.6964
2020-08-27,59.5596
2020-08-28,59.5095
2020-08-29,59.5095
2020-08-30,59.5095
2020-08-31,60.3044
2020-09-01,59.104
2020-09-02,61.6451
2020-09-03,57.7805
2020-09-04,56.6357
2020-09-05,56.6357
2020-09-06,56.6357
2020-09-07,56.6357
2020-09-08,55.9194
2020-09-09,57.1528
2020-09-10,57.5253
2020-09-11,49.9932
2020-09-12,49.9932
2020-09-13,49.9932
2020-09-14,50.1745
2020-09-15,48.871
2020-09-16,48.5044
2020-09-17,47.9667
2020-09-18,47.4642
2020-09-19,47.4642
2020-09-20,47.4642
2020-09-21,49.2071
2020-09-22,49.5262
2020-09-23,47.037
2020-09-24,46.5067
2020-09-25,47.3178
2020-09-26,47.3178
2020-09-27,47.3178
2020-09-28,48.5883
2020-09-29,48.4488
2020-09-30,48.5507
2020-10-01,51.4764
2020-10-02,51.6211
2020-10-03,51.6211
2020-10-04,51.6211
2020-10-05,54.696
2020-10-06,52.4492
2020-10-07,55.5668
2020-10-08,55.041
2020-10-09,54.088
2020-10-10,54.088
2020-10-11,54.088
2020-10-12,54.9839
2020-10-13,55.0746
2020-10-14,54.7891
2020-10-15,56.1527
2020-10-16,54.2274
2020-10-17,54.2274
2020-10-18,54.2274
2020-10-19,55.4252
2020-10-20,50.956
2020-10-21,46.3717
2020-10-22,45.6634
2020-10-23,49.9626
2020-10-24,49.9626
2020-10-25,49.9626
2020-10-26,49.822
2020-10-27,49.1541
2020-10-28,47.2808
2020-10-29,46.2327
2020-10-30,45.9123
2020-10-31,45.9123
2020-11-01,45.9123
2020-11-02,50.0558
2020-11-03,52.694
2020-11-04,51.6541
2020-11-05,53.0241
2020-11-06,47.0884
2020-11-07,47.0884
2020-11-08,47.0884
2020-11-09,49.3613
2020-11-10,52.8011
2020-11-11,51.3062
2020-11-12,50.8681
2020-11-13,53.6911
2020-11-14,53.6911
2020-11-15,53.6911
2020-11-16,53.7708
2020-11-17,55.244
2020-11-18,54.0403
2020-11-19,55.4073
2020-11-20,57.0775
2020-11-21,57.0775
2020-11-22,57.0775
2020-11-23,61.2974
2020-11-24,60.3838
2020-11-25,60.6869
2020-11-26,60.6869
2020-11-27,61.3997
2020-11-28,61.3997
2020-11-29,61.3997
2020-11-30,63.6404
2020-12-01,63.8762
2020-12-02,64.2756
2020-12-03,65.0433
2020-12-04,64.8032
2020-12-05,64.8032
2020-12-06,64.8032
2020-12-07,65.4303
2020-12-08,67.0294
2020-12-09,67.679
2020-12-10,63.5468
2020-12-11,59.0385
2020-12-12,59.0385
2020-12-13,59.0385
2020-12-14,57.527
2020-12-15,59.1678
2020-12-16,60.2509
2020-12-17,61.0001
2020-12-18,62.564
2020-12-19,62.564
2020-12-20,62.564
2020-12-21,61.265
2020-12-22,60.3076
2020-12-23,61.9365
2020-12-24,62.6067
2020-12-25,62.6067
2020-12-26,62.6067
2020-12-27,62.6067
2020-12-28,61.4867
2020-12-29,59.4036
2020-12-30,61.5024
2020-12-31,61.3851
2021-01-01,61.3851
2021-01-02,61.3851
2021-01-03,61.3851
2021-01-04,62.3504
2021-01-05,61.7364
2021-01-06,64.0096
2021-01-07,64.1163
2021-01-08,63.2115
2021-01-09,63.2115
2021-01-10,63.2115
2021-01-11,63.8152
2021-01-12,66.5809
2021-01-13,63.553
2021-01-14,65.057
2021-01-15,61.9219
2021-01-16,61.9219
2021-01-17,61.9219
2021-01-18,61.9219
2021-01-19,66.1563
2021-01-20,67.3732
2021-01-21,64.901
2021-01-22,65.0259
2021-01-23,65.0259
2021-01-24,65.0259
2021-01-25,65.2181
2021-01-26,66.0227
2021-01-27,66.8167
2021-01-28,67.9631
2021-01-29,65.8022
2021-01-30,65.8022
2021-01-31,65.8022
2021-02-01,68.4569
2021-02-02,62.0428
2021-02-03,63.496
2021-02-04,65.0026
2021-02-05,65.5034
2021-02-06,65.5034
2021-02-07,65.5034
2021-02-08,68.1132
2021-02-09,69.2154
2021-02-10,68.8148
2021-02-11,66.8704
2021-02-12,65.4634
2021-02-13,65.4634
2021-02-14,65.4634
2021-02-15,65.4634
2021-02-16,63.797
2021-02-17,64.8461
2021-02-18,61.899
2021-02-19,63.2739
2021-02-20,63.2739
2021-02-21,63.2739
2021-02-22,64.2968
2021-02-23,64.6058
2021-02-24,65.0749
2021-02-25,58.5466
2021-02-26,59.8115
2021-02-27,59.8115
2021-02-28,59.8115
2021-03-01,58.3674
2021-03-02,56.7069
2021-03-03,56.0279
2021-03-04,57.2017
2021-03-05,60.0156
2021-03-06,60.0156
2021-03-07,60.0156
2021-03-08,60.1186
2021-03-09,60.0652
2021-03-10,59.0354
2021-03-11,60.4744
2021-03-12,60.5846
2021-03-13,60.5846
2021-03-14,60.5846
2021-03-15,60.0077
2021-03-16,59.1916
2021-03-17,58.0825
2021-03-18,56.8075
2021-03-19,51.8808
2021-03-20,51.8808
2021-03-21,51.8808
2021-03-22,56.5042
2021-03-23,54.182
2021-03-24,48.4418
2021-03-25,51.2556
2021-03-26,51.5726
2021-03-27,51.5726
2021-03-28,51.5726
2021-03-29,49.1742
2021-03-30,49.3841
2021-03-31,49.2159
2021-04-01,52.9851
2021-04-02,52.9851
2021-04-03,52.9851
2021-04-04,52.9851
2021-04-05,51.7196
2021-04-06,53.1564
2021-04-07,53.1564
2021-04-08,54.6798
2021-04-09,54.105
2021-04-10,54.105
2021-04-11,54.105
2021-04-12,52.3038
2021-04-13,51.834
2021-04-14,53.0978
2021-04-15,54.044
2021-04-16,54.0876
2021-04-17,54.0876
2021-04-18,54.0876
2021-04-19,52.6424
2021-04-20,54.8275
2021-04-21,54.7209
2021-04-22,55.6574
2021-04-23,56.5863
2021-04-24,56.5863
2021-04-25,56.5863
2021-04-26,56.9418
2021-04-27,57.5264
2021-04-28,54.6901
2021-04-29,56.6699
2021-04-30,55.5602
2021-05-01,55.5602
2021-05-02,55.5602
2021-05-03,56.5787
2021-05-04,57.3147
2021-05-05,57.8687
2021-05-06,56.8509
2021-05-07,54.915
2021-05-08,54.915
2021-05-09,54.915
2021-05-10,54.055
2021-05-11,53.0122
2021-05-12,49.9623
2021-05-13,52.2051
2021-05-14,54.8115
2021-05-15,54.8115
2021-05-16,54.8115
2021-05-17,55.4278
2021-05-18,56.0479
2021-05-19,56.6961
2021-05-20,57.0988
2021-05-21,59.3941
2021-05-22,59.3941
2021-05-23,59.3941
2021-05-24,62.032
2021-05-25,61.3334
2021-05-26,61.3784
2021-05-27,62.3306
2021-05-28,63.4838
2021-05-29,63.4838
2021-05-30,63.4838
2021-05-31,63.4838
2021-06-01,63.7049
2021-06-02,61.7708
2021-06-03,62.0094
2021-06-04,59.6965
2021-06-05,59.6965
2021-06-06,59.6965
2021-06-07,60.8545
2021-06-08,63.5402
2021-06-09,65.021
2021-06-10,65.4902
2021-06-11,67.3825
2021-06-12,67.3825
2021-06-13,67.3825
2021-06-14,66.5617
2021-06-15,66.3944
2021-06-16,67.6965
2021-06-17,63.5084
2021-06-18,58.4476
2021-06-19,58.4476
2021-06-20,58.4476
2021-06-21,59.7926
2021-06-22,61.0051
2021-06-23,61.4217
2021-06-24,62.8364
2021-06-25,63.6373
2021-06-26,63.6373
2021-06-27,63.6373
2021-06-28,62.4766
2021-06-29,56.57
2021-06-30,54.7632
2021-07-01,59.1498
2021-07-02,56.7117
2021-07-03,56.7117
2021-07-04,56.7117
2021-07-05,56.7117
2021-07-06,52.6264
2021-07-07,53.2157
2021-07-08,51.185
2021-07-09,53.5631
2021-07-10,53.5631
2021-07-11,53.5631
2021-07-12,54.3774
2021-07-13,52.2584
2021-07-14,47.2916
2021-07-15,45.2255
2021-07-16,43.3923
2021-07-17,43.3923
2021-07-18,43.3923
2021-07-19,41.607
2021-07-20,42.8778
2021-07-21,44.8744
2021-07-22,45.2489
2021-07-23,45.5768
2021-07-24,45.5768
2021-07-25,45.5768
2021-07-26,46.6779
2021-07-27,46.5318
2021-07-28,47.6614
2021-07-29,49.6954
2021-07-30,48.5868
2021-07-31,48.5868
2021-08-01,48.5868
2021-08-02,49.9079
2021-08-03,52.6855
2021-08-04,49.9296
2021-08-05,40.0327
2021-08-06,39.4084
2021-08-07,39.4084
2021-08-08,39.4084
2021-08-09,37.6215
2021-08-10,36.7752
2021-08-11,36.0968
2021-08-12,36.0968
2021-08-13,43.0561
2021-08-14,43.0561
2021-08-15,43.0561
2021-08-16,41.6834
2021-08-17,41.6112
2021-08-18,40.7349
2021-08-19,40.6243
2021-08-20,42.8712
2021-08-21,42.8712
2021-08-22,42.8712
2021-08-23,44.5759
2021-08-24,44.731
2021-08-25,43.6773
2021-08-26,43.5077
2021-08-27,43.6209
2021-08-28,43.6209
2021-08-29,43.6209
2021-08-30,44.0848
2021-08-31,45.2498
2021-09-01,44.4828
2021-09-02,43.9054
2021-09-03,44.0931
2021-09-04,44.0931
2021-09-05,44.0931
2021-09-06,44.0931
2021-09-07,40.668
2021-09-08,40.4011
2021-09-09,42.2943
2021-09-10,44.7963
2021-09-11,44.7963
2021-09-12,44.7963
2021-09-13,46.4769
2021-09-14,44.1906
2021-09-15,44.0444
2021-09-16,43.9442
2021-09-17,44.9169
2021-09-18,44.9169
2021-09-19,44.9169
2021-09-20,41.9546
2021-09-21,41.0991
2021-09-22,42.448
2021-09-23,45.0514
2021-09-24,44.6336
2021-09-25,44.6336
2021-09-26,44.6336
2021-09-27,53.5456
2021-09-28,49.8613
2021-09-29,49.7615
2021-09-30,47.8785
2021-10-01,50.8649
2021-10-02,50.8649
2021-10-03,50.8649
2021-10-04,50.0602
2021-10-05,52.7201
2021-10-06,51.7863
2021-10-07,53.5363
2021-10-08,53.7708
2021-10-09,53.7708
2021-10-10,53.7708
2021-10-11,52.6167
2021-10-12,52.0118
2021-10-13,53.1267
2021-10-14,54.6143
2021-10-15,53.7323
2021-10-16,53.7323
2021-10-17,53.7323
2021-10-18,53.199
2021-10-19,54.7975
2021-10-20,56.0011
2021-10-21,56.7458
2021-10-22,57.6842
2021-10-23,57.6842
2021-10-24,57.6842
2021-10-25,57.2111
2021-10-26,56.526
2021-10-27,52.4944
2021-10-28,55.8076
2021-10-29,56.0593
2021-10-30,56.0593
2021-10-31,56.0593
2021-11-01,58.8694
2021-11-02,56.2393
2021-11-03,66.6808
2021-11-04,66.3861
2021-11-05,66.7208
2021-11-06,66.7208
2021-11-07,66.7208
2021-11-08,67.1819
2021-11-09,65.9222
2021-11-10,64.1794
2021-11-11,63.3746
2021-11-12,63.4476
2021-11-13,63.4476
2021-11-14,63.4476
2021-11-15,60.8163
2021-11-16,60.3234
2021-11-17,60.8567
2021-11-18,58.4196
2021-11-19,55.6417
2021-11-20,55.6417
2021-11-21,55.6417
2021-11-22,54.669
2021-11-23,55.0989
2021-11-24,54.5636
2021-11-25,54.5636
2021-11-26,48.5463
2021-11-27,48.5463
2021-11-28,48.5463
2021-11-29,46.5374
2021-11-30,42.8673
2021-12-01,43.4169
2021-12-02,47.9726
2021-12-03,46.3919
2021-12-04,46.3919
2021-12-05,46.3919
2021-12-06,50.6445
2021-12-07,50.689
2021-12-08,52.1171
2021-12-09,49.1708
2021-12-10,49.7221
2021-12-11,49.7221
2021-12-12,49.7221
2021-12-13,48.016
2021-12-14,45.9555
2021-12-15,46.792
2021-12-16,43.6277
2021-12-17,48.6648
2021-12-18,48.6648
2021-12-19,48.6648
2021-12-20,46.6294
2021-12-21,48.9673
2021-12-22,53.0273
2021-12-23,53.3997
2021-12-24,53.3997
2021-12-25,53.3997
2021-12-26,53.3997
2021-12-27,55.585
2021-12-28,55.2722
2021-12-29,55.0889
2021-12-30,53.9327
2021-12-31,54.9499
2022-01-01,54.9499
2022-01-02,54.9499
2022-01-03,56.5899
2022-01-04,56.3924
2022-01-05,52.0242
2022-01-06,47.8214
2022-01-07,47.5487
2022-01-08,47.5487
2022-01-09,47.5487
2022-01-10,48.1603
2022-01-11,48.647
2022-01-12,49.7562
2022-01-13,47.3444
2022-01-14,48.9172
2022-01-15,48.9172
2022-01-16,48.9172
2022-01-17,48.9172
2022-01-18,47.5732
2022-01-19,45.3959
2022-01-20,45.3959
2022-01-21,44.8266
2022-01-22,44.8266
2022-01-23,44.8266
2022-01-24,48.986
2022-01-25,47.3901
2022-01-26,47.2644
2022-01-27,46.8358
2022-01-28,49.172
2022-01-29,49.172
2022-01-30,49.172
2022-01-31,51.3821
2022-02-01,50.0497
2022-02-02,49.3648
2022-02-03,50.8942
2022-02-04,48.9476
2022-02-05,48.9476
2022-02-06,48.9476
2022-02-07,47.9538
2022-02-08,53.103
2022-02-09,52.3115
2022-02-10,51.1971
2022-02-11,51.1502
2022-02-12,51.1502
2022-02-13,51.1502
2022-02-14,50.5742
2022-02-15,53.6346
2022-02-16,54.3654
2022-02-17,52.2602
2022-02-18,51.8155
2022-02-19,51.8155
2022-02-20,51.8155
2022-02-21,51.8155
2022-02-22,52.558
2022-02-23,50.934
2022-02-24,53.752
2022-02-25,56.5056
2022-02-26,56.5056
2022-02-27,56.5056
2022-02-28,58.6229
2022-03-01,62.6305
2022-03-02,64.8652
2022-03-03,65.9333
2022-03-04,66.6976
2022-03-05,66.6976
2022-03-06,66.6976
2022-03-07,67.2327
2022-03-08,67.1153
2022-03-09,67.3513
2022-03-10,68.3783
2022-03-11,67.4997
2022-03-12,67.4997
2022-03-13,67.4997
2022-03-14,65.2687
2022-03-15,65.8844
2022-03-16,66.2427
2022-03-17,61.2789
2022-03-18,60.3096
2022-03-19,60.3096
2022-03-20,60.3096
2022-03-21,60.2516
2022-03-22,60.6431
2022-03-23,60.2747
2022-03-24,62.5501
2022-03-25,61.7303
2022-03-26,61.7303
2022-03-27,61.7303
2022-03-28,62.1644
2022-03-29,64.7934
2022-03-30,69.7348
2022-03-31,69.9543
2022-04-01,71.1449
2022-04-02,71.1449
2022-04-03,71.1449
2022-04-04,68.8361
2022-04-05,68.3263
2022-04-06,68.4472
2022-04-07,68.5713
2022-04-08,68.6668
2022-04-09,68.6668
2022-04-10,68.6668
2022-04-11,68.5949
2022-04-12,68.4465
2022-04-13,68.4818
2022-04-14,68.4818
2022-04-15,68.4818
2022-04-16,68.4818
2022-04-17,68.4818
2022-04-18,68.5194
2022-04-19,68.2664
2022-04-20,67.8345
2022-04-21,67.6574
2022-04-22,67.5661
2022-04-23,67.5661
2022-04-24,67.5661
2022-04-25,67.8798
2022-04-26,67.1124
2022-04-27,66.1453
2022-04-28,66.7402
2022-04-29,66.3382
2022-04-30,66.3382
2022-05-01,66.3382
2022-05-02,66.1322
2022-05-03,65.2931
2022-05-04,65.5194
2022-05-05,65.0804
2022-05-06,64.7438
2022-05-07,64.7438
2022-05-08,64.7438
2022-05-09,61.9807
2022-05-10,60.0712
2022-05-11,58.1161
2022-05-12,59.6877
2022-05-13,61.5207
2022-05-14,61.5207
2022-05-15,61.5207
2022-05-16,61.9188
2022-05-17,62.9754
2022-05-18,62.9754
2022-05-19,63.517
2022-05-20,63.8589
2022-05-21,63.8589
2022-05-22,63.8589
2022-05-23,63.3675
2022-05-24,63.5849
2022-05-25,64.1715
2022-05-26,64.3201
2022-05-27,64.3201
2022-05-28,64.3201
2022-05-29,64.3201
2022-05-30,64.3201
2022-05-31,65.019
2022-06-01,64.0102
2022-06-02,64.4986
2022-06-03,63.7528
2022-06-04,63.7528
2022-06-05,63.7528
2022-06-06,63.8393
2022-06-07,61.2677
2022-06-08,61.1179
2022-06-09,61.4107
2022-06-10,62.1962
2022-06-11,62.1962
2022-06-12,62.1962
2022-06-13,58.2126
2022-06-14,52.5845
2022-06-15,58.2513
2022-06-16,57.3801
2022-06-17,57.6608
2022-06-18,57.6608
2022-06-19,57.6608
2022-06-20,57.6608
2022-06-21,59.9359
2022-06-22,60.1133
2022-06-23,60.4753
2022-06-24,60.843
2022-06-25,60.843
2022-06-26,60.843
2022-06-27,61.0305
2022-06-28,61.0305
2022-06-29,61.0305
2022-06-30,61.0305
2022-07-01,61.0305
2022-07-02,61.0305
2022-07-03,61.0305
2022-07-04,61.0305
2022-07-05,61.0305
2022-07-06,61.0305
2022-07-07,61.0305
2022-07-08,61.0305
2022-07-09,61.0305
2022-07-10,61.0305
2022-07-11,61.0305
2022-07-12,61.0305
2022-07-13,61.0305
2022-07-14,61.0305
2022-07-15,61.0305
2022-07-16,61.0305
2022-07-17,61.0305
2022-07-18,61.0305
2022-07-19,61.0305
2022-07-20,61.0305
2022-07-21,61.0305
2022-07-22,61.0305
2022-07-23,61.0305
2022-07-24,61.0305
2022-07-25,61.0305
2022-07-26,61.0305
2022-07-27,61.0305
2022-07-28,61.0305
2022-07-29,61.0305
2022-07-30,61.0305
2022-07-31,61.0305
2022-08-01,61.0305
2022-08-02,61.0305
2022-08-03,61.0305
2022-08-04,61.0305
2022-08-05,61.0305
2022-08-06,61.0305
2022-08-07,61.0305
2022-08-08,61.0305
2022-08-09,61.0305
2022-08-10,61.0305
2022-08-11,61.0305
2022-08-12,61.0305
2022-08-13,61.0305
2022-08-14,61.0305
2022-08-15,61.0305
2022-08-16,61.0305
2022-08-17,61.0305
2022-08-18,61.0305
2022-08-19,61.0305
2022-08-20,61.0305
2022-08-21,61.0305
2022-08-22,61.0305
2022-08-23,61.0305
2022-08-24,61.0305
2022-08-25,61.0305
2022-08-26,61.0305
2022-08-27,61.0305
2022-08-28,61.0305
2022-08-29,61.0305
2022-08-30,61.0305
2022-08-31,61.0305
2022-09-01,61.0305
2022-09-02,61.0305
2022-09-03,61.0305
2022-09-04,61.0305
2022-09-05,61.0305
2022-09-06,61.0305
2022-09-07,61.0305
2022-09-08,61.0305
2022-09-09,61.0305
2022-09-10,61.0305
2022-09-11,61.0305
2022-09-12,61.0305
2022-09-13,61.0305
2022-09-14,61.0305
2022-09-15,61.0305
2022-09-16,61.0305
2022-09-17,61.0305
2022-09-18,61.0305
2022-09-19,61.0305
2022-09-20,61.0305
2022-09-21,61.0305
2022-09-22,61.0305
2022-09-23,61.0305
2022-09-24,61.0305
2022-09-25,61.0305
2022-09-26,61.0305
2022-09-27,61.0305
2022-09-28,61.0305
2022-09-29,61.0305
2022-09-30,61.0305
2022-10-01,61.0305
2022-10-02,61.0305
2022-10-03,61.0305
2022-10-04,61.0305
2022-10-05,61.0305
2022-10-06,61.0305
2022-10-07,61.0305
2022-10-08,61.0305
2022-10-09,61.0305
2022-10-10,61.0305
2022-10-11,61.0305
2022-10-12,61.0305
2022-10-13,61.0305
2022-10-14,61.0305
2022-10-15,61.0305
2022-10-16,61.0305
2022-10-17,61.0305
2022-10-18,61.0305
2022-10-19,61.0305
2022-10-20,61.0305
2022-10-21,61.0305
2022-10-22,61.0305
2022-10-23,61.0305
2022-10-24,61.0305
2022-10-25,61.0305
2022-10-26,61.0305
2022-10-27,61.0305
2022-10-28,61.0305
2022-10-29,61.0305
2022-10-30,61.0305
2022-10-31,61.0305
2022-11-01,61.0305
2022-11-02,61.0305
2022-11-03,61.0305
2022-11-04,61.0305
2022-11-05,61.0305
2022-11-06,61.0305
2022-11-07,61.0305
2022-11-08,61.0305
2022-11-09,61.0305
2022-11-10,61.0305
2022-11-11,61.0305
2022-11-12,61.0305
2022-11-13,61.0305
2022-11-14,61.0305
2022-11-15,61.0305
2022-11-16,61.0305
2022-11-17,61.0305
2022-11-18,61.0305
2022-11-19,61.0305
2022-11-20,61.0305
2022-11-21,61.0305
2022-11-22,61.0305
2022-11-23,61.0305
2022-11-24,61.0305
2022-11-25,61.0305
2022-11-26,61.0305
2022-11-27,61.0305
2022-11-28,61.0305
2022-11-29,61.0305
2022-11-30,61.0305
2022-12-01,61.0305
2022-12-02,61.0305
2022-12-03,61.0305
2022-12-04,61.0305
2022-12-05,61.0305
2022-12-06,61.0305
2022-12-07,61.0305
2022-12-08,61.0305
2022-12-09,61.0305
2022-12-10,61.0305
2022-12-11,61.0305
2022-12-12,61.0305
2022-12-13,61.0305
2022-12-14,61.0305
2022-12-15,61.0305
2022-12-16,61.0305
2022-12-17,61.0305
2022-12-18,61.0305
2022-12-19,61.0305
2022-12-20,61.0305
2022-12-21,61.0305
2022-12-22,61.0305
2022-12-23,61.0305
2022-12-24,61.0305
2022-12-25,61.0305
2022-12-26,61.0305
2022-12-27,61.0305
2022-12-28,61.0305
2022-12-29,61.0305
2022-12-30,61.0305
2022-12-31,61.0305
2023-01-01,61.0305
2023-01-02,61.0305
2023-01-03,61.0305
2023-01-04,61.0305
2023-01-05,61.0305
2023-01-06,61.0305
2023-01-07,61.0305
2023-01-08,61.0305
2023-01-09,61.0305
2023-01-10,61.0305
2023-01-11,61.0305
2023-01-12,61.0305
2023-01-13,61.0305
2023-01-14,61.0305
2023-01-15,61.0305
2023-01-16,61.0305
2023-01-17,61.0305
2023-01-18,61.0305
2023-01-19,61.0305
2023-01-20,61.0305
2023-01-21,61.0305
2023-01-22,61.0305
2023-01-23,61.0305
2023-01-24,61.0305
2023-01-25,61.0305
2023-01-26,61.0305
2023-01-27,61.0305
2023-01-28,61.0305
2023-01-29,61.0305
2023-01-30,61.0305
2023-01-31,61.0305
2023-02-01,61.0305
2023-02-02,61.0305
2023-02-03,61.0305
2023-02-04,61.0305
2023-02-05,61.0305
2023-02-06,61.0305
2023-02-07,61.0305
2023-02-08,61.0305
2023-02-09,61.0305
2023-02-10,61.0305
2023-02-11,61.0305
2023-02-12,61.0305
2023-02-13,61.0305
2023-02-14,61.0305
2023-02-15,61.0305
2023-02-16,61.0305
2023-02-17,61.0305
2023-02-18,61.0305
2023-02-19,61.0305
2023-02-20,61.0305
2023-02-21,61.0305
2023-02-22,61.0305
2023-02-23,61.0305
2023-02-24,61.0305
2023-02-25,61.0305
2023-02-26,61.0305
2023-02-27,61.0305
2023-02-28,61.0305
2023-03-01,61.0305
2023-03-02,61.0305
2023-03-03,61.0305
2023-03-04,61.0305
2023-03-05,61.0305
2023-03-06,61.0305
2023-03-07,61.0305
2023-03-08,61.0305
2023-03-09,61.0305
2023-03-10,61.0305
2023-03-11,61.0305
2023-03-12,61.0305
2023-03-13,61.0305
2023-03-14,61.0305
2023-03-15,61.0305
2023-03-16,61.0305
