,WHD US Equity
2023-03-18,33.8995
2023-03-19,33.8995
2023-03-20,35.1196
2023-03-21,37.0326
2023-03-22,35.9365
2023-03-23,36.1228
2023-03-24,36.2761
2023-03-25,36.2761
2023-03-26,36.2761
2023-03-27,39.9132
2023-03-28,42.4068
2023-03-29,42.3941
2023-03-30,41.5428
2023-03-31,43.066
2023-04-01,43.066
2023-04-02,43.066
2023-04-03,46.5889
2023-04-04,45.1037
2023-04-05,44.8411
2023-04-06,43.9495
2023-04-07,43.9495
2023-04-08,43.9495
2023-04-09,43.9495
2023-04-10,45.0273
2023-04-11,46.679
2023-04-12,46.8529
2023-04-13,46.091
2023-04-14,46.7853
2023-04-15,46.7853
2023-04-16,46.7853
2023-04-17,45.6334
2023-04-18,46.4106
2023-04-19,47.5829
2023-04-20,46.7468
2023-04-21,45.4815
2023-04-22,45.4815
2023-04-23,45.4815
2023-04-24,47.5192
2023-04-25,44.2917
2023-04-26,42.7884
2023-04-27,42.0799
2023-04-28,43.7607
2023-04-29,43.7607
2023-04-30,43.7607
2023-05-01,44.0475
2023-05-02,40.2416
2023-05-03,39.3312
2023-05-04,39.162
2023-05-05,42.1241
2023-05-06,42.1241
2023-05-07,42.1241
2023-05-08,41.4732
2023-05-09,41.1065
2023-05-10,39.4235
2023-05-11,37.3074
2023-05-12,36.6028
2023-05-13,36.6028
2023-05-14,36.6028
2023-05-15,38.52
2023-05-16,37.229
2023-05-17,40.3107
2023-05-18,39.6638
2023-05-19,39.2344
2023-05-20,39.2344
2023-05-21,39.2344
2023-05-22,39.677
2023-05-23,39.939
2023-05-24,39.4555
2023-05-25,37.6784
2023-05-26,36.9149
2023-05-27,36.9149
2023-05-28,36.9149
2023-05-29,36.9149
2023-05-30,35.3017
2023-05-31,33.8284
2023-06-01,37.0384
2023-06-02,42.485
2023-06-03,42.485
2023-06-04,42.485
2023-06-05,41.0562
2023-06-06,43.164
2023-06-07,47.7838
2023-06-08,52.9968
2023-06-09,52.1519
2023-06-10,52.1519
2023-06-11,52.1519
2023-06-12,51.9023
2023-06-13,52.424
2023-06-14,51.7497
2023-06-15,53.0174
2023-06-16,53.1395
2023-06-17,53.1395
2023-06-18,53.1395
2023-06-19,53.1395
2023-06-20,52.4544
2023-06-21,52.7141
2023-06-22,50.7676
2023-06-23,49.128
2023-06-24,49.128
2023-06-25,49.128
2023-06-26,52.4757
2023-06-27,52.9696
2023-06-28,53.1933
2023-06-29,56.0579
2023-06-30,55.7031
2023-07-01,55.7031
2023-07-02,55.7031
2023-07-03,56.7648
2023-07-04,56.7648
2023-07-05,56.2074
2023-07-06,55.6187
2023-07-07,58.6638
2023-07-08,58.6638
2023-07-09,58.6638
2023-07-10,58.2504
2023-07-11,61.4267
2023-07-12,62.6218
2023-07-13,63.9262
2023-07-14,61.2863
2023-07-15,61.2863
2023-07-16,61.2863
2023-07-17,62.7269
2023-07-18,63.554
2023-07-19,63.424
2023-07-20,63.532
2023-07-21,63.4766
2023-07-22,63.4766
2023-07-23,63.4766
2023-07-24,65.4115
2023-07-25,66.1153
2023-07-26,66.4162
2023-07-27,64.1479
2023-07-28,64.7464
2023-07-29,64.7464
2023-07-30,64.7464
2023-07-31,66.7191
2023-08-01,67.0049
2023-08-02,65.9262
2023-08-03,67.6355
2023-08-04,67.009
2023-08-05,67.009
2023-08-06,67.009
2023-08-07,64.6246
2023-08-08,67.0357
2023-08-09,66.6976
2023-08-10,67.0105
2023-08-11,67.6088
2023-08-12,67.6088
2023-08-13,67.6088
2023-08-14,65.7267
2023-08-15,63.2157
2023-08-16,61.7514
2023-08-17,60.277
2023-08-18,61.1581
2023-08-19,61.1581
2023-08-20,61.1581
2023-08-21,61.3747
2023-08-22,58.374
2023-08-23,60.0245
2023-08-24,60.1675
2023-08-25,60.3773
2023-08-26,60.3773
2023-08-27,60.3773
2023-08-28,63.1496
2023-08-29,64.2375
2023-08-30,65.3504
2023-08-31,65.1099
2023-09-01,68.8238
2023-09-02,68.8238
2023-09-03,68.8238
2023-09-04,68.8238
2023-09-05,69.8398
2023-09-06,70.5076
2023-09-07,68.4519
2023-09-08,65.4729
2023-09-09,65.4729
2023-09-10,65.4729
2023-09-11,65.1434
2023-09-12,58.7781
2023-09-13,53.5002
2023-09-14,55.4959
2023-09-15,53.7193
2023-09-16,53.7193
2023-09-17,53.7193
2023-09-18,53.7822
2023-09-19,50.3378
2023-09-20,47.5134
2023-09-21,46.1236
2023-09-22,48.3528
2023-09-23,48.3528
2023-09-24,48.3528
2023-09-25,51.0321
2023-09-26,50.4211
2023-09-27,53.9266
2023-09-28,52.8479
2023-09-29,51.1926
2023-09-30,51.1926
2023-10-01,51.1926
2023-10-02,49.2357
2023-10-03,50.4289
2023-10-04,45.3488
2023-10-05,44.6277
2023-10-06,45.8088
2023-10-07,45.8088
2023-10-08,45.8088
2023-10-09,51.12
2023-10-10,50.6868
2023-10-11,50.7849
2023-10-12,50.0844
2023-10-13,52.1912
2023-10-14,52.1912
2023-10-15,52.1912
2023-10-16,49.2425
2023-10-17,53.6965
2023-10-18,54.6518
2023-10-19,53.9608
2023-10-20,51.2201
2023-10-21,51.2201
2023-10-22,51.2201
2023-10-23,50.6484
2023-10-24,48.3574
2023-10-25,47.2973
2023-10-26,45.8559
2023-10-27,45.047
2023-10-28,45.047
2023-10-29,45.047
2023-10-30,44.4344
2023-10-31,44.9356
2023-11-01,43.2478
2023-11-02,47.0079
2023-11-03,45.8117
2023-11-04,45.8117
2023-11-05,45.8117
2023-11-06,43.3174
2023-11-07,39.8099
2023-11-08,39.0335
2023-11-09,40.3073
2023-11-10,42.1707
2023-11-11,42.1707
2023-11-12,42.1707
2023-11-13,41.4684
2023-11-14,45.8102
2023-11-15,41.977
2023-11-16,39.7369
2023-11-17,41.6086
2023-11-18,41.6086
2023-11-19,41.6086
2023-11-20,41.0951
2023-11-21,39.9725
2023-11-22,40.3664
2023-11-23,40.3664
2023-11-24,41.1676
2023-11-25,41.1676
2023-11-26,41.1676
2023-11-27,39.8448
2023-11-28,41.2083
2023-11-29,41.7546
2023-11-30,42.5598
2023-12-01,43.6421
2023-12-02,43.6421
2023-12-03,43.6421
2023-12-04,42.9474
2023-12-05,41.3081
2023-12-06,39.2471
2023-12-07,40.5722
2023-12-08,41.9545
2023-12-09,41.9545
2023-12-10,41.9545
2023-12-11,41.708
2023-12-12,40.9786
2023-12-13,43.5446
2023-12-14,47.5523
2023-12-15,48.2258
2023-12-16,48.2258
2023-12-17,48.2258
2023-12-18,48.9909
2023-12-19,49.3009
2023-12-20,49.2566
2023-12-21,51.4859
2023-12-22,51.8615
2023-12-23,51.8615
2023-12-24,51.8615
2023-12-25,51.8615
2023-12-26,53.547
2023-12-27,53.4966
2023-12-28,51.6874
2023-12-29,50.9692
2023-12-30,50.9692
2023-12-31,50.9692
2024-01-01,50.9692
2024-01-02,48.1077
2024-01-03,49.5721
2024-01-04,45.7235
2024-01-05,46.5913
2024-01-06,46.5913
2024-01-07,46.5913
2024-01-08,43.6227
2024-01-09,40.8726
2024-01-10,40.4953
2024-01-11,40.1666
2024-01-12,41.2628
2024-01-13,41.2628
2024-01-14,41.2628
2024-01-15,41.2628
2024-01-16,38.8686
2024-01-17,36.9737
2024-01-18,38.3189
2024-01-19,38.0737
2024-01-20,38.0737
2024-01-21,38.0737
2024-01-22,40.385
2024-01-23,40.1017
2024-01-24,44.002
2024-01-25,46.3605
2024-01-26,47.7648
2024-01-27,47.7648
2024-01-28,47.7648
2024-01-29,48.3914
2024-01-30,52.1588
2024-01-31,48.7038
2024-02-01,49.1311
2024-02-02,46.4155
2024-02-03,46.4155
2024-02-04,46.4155
2024-02-05,45.6865
2024-02-06,49.1088
2024-02-07,49.6375
2024-02-08,51.1047
2024-02-09,50.5589
2024-02-10,50.5589
2024-02-11,50.5589
2024-02-12,51.4528
2024-02-13,49.777
2024-02-14,50.5408
2024-02-15,56.3655
2024-02-16,56.7792
2024-02-17,56.7792
2024-02-18,56.7792
2024-02-19,56.7792
2024-02-20,55.037
2024-02-21,56.0585
2024-02-22,55.6061
2024-02-23,55.9949
2024-02-24,55.9949
2024-02-25,55.9949
2024-02-26,54.2113
2024-02-27,54.9005
2024-02-28,55.2921
2024-02-29,55.7776
2024-03-01,56.0469
2024-03-02,56.0469
2024-03-03,56.0469
2024-03-04,54.0602
2024-03-05,53.4443
2024-03-06,53.6182
2024-03-07,57.6623
2024-03-08,56.571
2024-03-09,56.571
2024-03-10,56.571
2024-03-11,56.7312
2024-03-12,57.1519
2024-03-13,59.138
2024-03-14,60.5722
2024-03-15,58.8561
2024-03-16,58.8561
2024-03-17,58.8561
2024-03-18,57.676
2024-03-19,58.7625
2024-03-20,59.3596
2024-03-21,61.6359
2024-03-22,61.8291
2024-03-23,61.8291
2024-03-24,61.8291
2024-03-25,62.9864
2024-03-26,62.2989
2024-03-27,62.7199
2024-03-28,63.3657
2024-03-29,63.3657
2024-03-30,63.3657
2024-03-31,63.3657
2024-04-01,61.6512
2024-04-02,60.8563
2024-04-03,65.1308
2024-04-04,62.322
2024-04-05,65.39
2024-04-06,65.39
2024-04-07,65.39
2024-04-08,62.8968
