,CFFN US Equity
2021-01-18,61.3829
2021-01-19,60.4293
2021-01-20,60.0845
2021-01-21,58.0954
2021-01-22,59.9855
2021-01-23,59.9855
2021-01-24,59.9855
2021-01-25,59.7069
2021-01-26,59.5638
2021-01-27,57.843
2021-01-28,52.4836
2021-01-29,50.1393
2021-01-30,50.1393
2021-01-31,50.1393
2021-02-01,50.2542
2021-02-02,51.2994
2021-02-03,51.4167
2021-02-04,54.2304
2021-02-05,53.7051
2021-02-06,53.7051
2021-02-07,53.7051
2021-02-08,55.2738
2021-02-09,57.2026
2021-02-10,53.4906
2021-02-11,53.4906
2021-02-12,54.9433
2021-02-13,54.9433
2021-02-14,54.9433
2021-02-15,54.9433
2021-02-16,58.3589
2021-02-17,57.2701
2021-02-18,54.8867
2021-02-19,56.2471
2021-02-20,56.2471
2021-02-21,56.2471
2021-02-22,56.9699
2021-02-23,58.392
2021-02-24,60.6048
2021-02-25,61.2536
2021-02-26,58.1407
2021-02-27,58.1407
2021-02-28,58.1407
2021-03-01,61.2861
2021-03-02,60.0504
2021-03-03,61.8201
2021-03-04,59.6339
2021-03-05,60.7119
2021-03-06,60.7119
2021-03-07,60.7119
2021-03-08,64.3253
2021-03-09,60.7149
2021-03-10,61.9598
2021-03-11,61.5692
2021-03-12,64.0324
2021-03-13,64.0324
2021-03-14,64.0324
2021-03-15,59.4057
2021-03-16,56.5497
2021-03-17,55.3926
2021-03-18,56.1875
2021-03-19,56.1875
2021-03-20,56.1875
2021-03-21,56.1875
2021-03-22,52.3083
2021-03-23,51.0581
2021-03-24,50.7444
2021-03-25,52.7465
2021-03-26,55.462
2021-03-27,55.462
2021-03-28,55.462
2021-03-29,53.173
2021-03-30,54.1973
2021-03-31,50.703
2021-04-01,51.9933
2021-04-02,51.9933
2021-04-03,51.9933
2021-04-04,51.9933
2021-04-05,53.1216
2021-04-06,50.9537
2021-04-07,49.9987
2021-04-08,50.4537
2021-04-09,50.3484
2021-04-10,50.3484
2021-04-11,50.3484
2021-04-12,49.1802
2021-04-13,47.7222
2021-04-14,48.9522
2021-04-15,49.6211
2021-04-16,49.5092
2021-04-17,49.5092
2021-04-18,49.5092
2021-04-19,49.2794
2021-04-20,45.4595
2021-04-21,47.6197
2021-04-22,46.768
2021-04-23,51.0681
2021-04-24,51.0681
2021-04-25,51.0681
2021-04-26,50.1852
2021-04-27,49.8509
2021-04-28,48.9513
2021-04-29,50.2289
2021-04-30,47.4903
2021-05-01,47.4903
2021-05-02,47.4903
2021-05-03,50.5095
2021-05-04,50.5095
2021-05-05,49.0296
2021-05-06,51.0954
2021-05-07,50.3333
2021-05-08,50.3333
2021-05-09,50.3333
2021-05-10,48.2708
2021-05-11,47.3782
2021-05-12,44.605
2021-05-13,49.5406
2021-05-14,49.9796
2021-05-15,49.9796
2021-05-16,49.9796
2021-05-17,50.4259
2021-05-18,49.6244
2021-05-19,50.3245
2021-05-20,51.144
2021-05-21,52.7564
2021-05-22,52.7564
2021-05-23,52.7564
2021-05-24,50.3029
2021-05-25,45.1935
2021-05-26,46.2745
2021-05-27,48.2683
2021-05-28,49.1863
2021-05-29,49.1863
2021-05-30,49.1863
2021-05-31,49.1863
2021-06-01,50.548
2021-06-02,49.0742
2021-06-03,49.1921
2021-06-04,48.2674
2021-06-05,48.2674
2021-06-06,48.2674
2021-06-07,48.8886
2021-06-08,49.8846
2021-06-09,48.8989
2021-06-10,46.2177
2021-06-11,46.7667
2021-06-12,46.7667
2021-06-13,46.7667
2021-06-14,46.6436
2021-06-15,47.9203
2021-06-16,49.8512
2021-06-17,47.8834
2021-06-18,41.8459
2021-06-19,41.8459
2021-06-20,41.8459
2021-06-21,44.9613
2021-06-22,44.7457
2021-06-23,44.1975
2021-06-24,46.2415
2021-06-25,47.3064
2021-06-26,47.3064
2021-06-27,47.3064
2021-06-28,44.1406
2021-06-29,42.4609
2021-06-30,42.047
2021-07-01,42.6255
2021-07-02,40.7329
2021-07-03,40.7329
2021-07-04,40.7329
2021-07-05,40.7329
2021-07-06,38.5677
2021-07-07,38.3759
2021-07-08,37.985
2021-07-09,40.3424
2021-07-10,40.3424
2021-07-11,40.3424
2021-07-12,41.1143
2021-07-13,38.2475
2021-07-14,39.4945
2021-07-15,41.9209
2021-07-16,40.1511
2021-07-17,40.1511
2021-07-18,40.1511
2021-07-19,38.0032
2021-07-20,39.5244
2021-07-21,41.3121
2021-07-22,38.4692
2021-07-23,39.2153
2021-07-24,39.2153
2021-07-25,39.2153
2021-07-26,40.8475
2021-07-27,40.3382
2021-07-28,42.9858
2021-07-29,41.8128
2021-07-30,40.2628
2021-07-31,40.2628
2021-08-01,40.2628
2021-08-02,38.6807
2021-08-03,40.0515
2021-08-04,38.2809
2021-08-05,41.5015
2021-08-06,43.7608
2021-08-07,43.7608
2021-08-08,43.7608
2021-08-09,43.5433
2021-08-10,45.2326
2021-08-11,47.7912
2021-08-12,48.0555
2021-08-13,46.8295
2021-08-14,46.8295
2021-08-15,46.8295
2021-08-16,46.7062
2021-08-17,47.8424
2021-08-18,45.9425
2021-08-19,45.9425
2021-08-20,49.5181
2021-08-21,49.5181
2021-08-22,49.5181
2021-08-23,49.793
2021-08-24,48.2969
2021-08-25,47.2293
2021-08-26,46.1735
2021-08-27,50.3369
2021-08-28,50.3369
2021-08-29,50.3369
2021-08-30,48.3364
2021-08-31,50.2456
2021-09-01,49.4357
2021-09-02,48.4923
2021-09-03,47.5535
2021-09-04,47.5535
2021-09-05,47.5535
2021-09-06,47.5535
2021-09-07,48.2931
2021-09-08,46.9239
2021-09-09,45.9799
2021-09-10,43.2779
2021-09-11,43.2779
2021-09-12,43.2779
2021-09-13,45.1822
2021-09-14,42.1337
2021-09-15,41.5536
2021-09-16,40.7413
2021-09-17,43.8248
2021-09-18,43.8248
2021-09-19,43.8248
2021-09-20,44.4543
2021-09-21,46.0187
2021-09-22,49.131
2021-09-23,48.8535
2021-09-24,50.725
2021-09-25,50.725
2021-09-26,50.725
2021-09-27,54.8044
2021-09-28,52.7636
2021-09-29,53.5308
2021-09-30,51.373
2021-10-01,53.9342
2021-10-02,53.9342
2021-10-03,53.9342
2021-10-04,54.1839
2021-10-05,56.2678
2021-10-06,54.6053
2021-10-07,55.7128
2021-10-08,54.9424
2021-10-09,54.9424
2021-10-10,54.9424
2021-10-11,53.8637
2021-10-12,53.2458
2021-10-13,53.0882
2021-10-14,55.7939
2021-10-15,55.136
2021-10-16,55.136
2021-10-17,55.136
2021-10-18,53.5043
2021-10-19,53.6462
2021-10-20,55.3384
2021-10-21,54.4811
2021-10-22,55.1991
2021-10-23,55.1991
2021-10-24,55.1991
2021-10-25,54.6639
2021-10-26,53.4139
2021-10-27,49.5617
2021-10-28,52.6345
2021-10-29,57.6998
2021-10-30,57.6998
2021-10-31,57.6998
2021-11-01,60.4623
2021-11-02,57.5465
2021-11-03,60.2975
2021-11-04,58.0259
2021-11-05,60.3693
2021-11-06,60.3693
2021-11-07,60.3693
2021-11-08,62.3462
2021-11-09,61.0853
2021-11-10,62.7418
2021-11-11,62.9338
2021-11-12,61.4593
2021-11-13,61.4593
2021-11-14,61.4593
2021-11-15,60.482
2021-11-16,58.4005
2021-11-17,55.368
2021-11-18,53.4669
2021-11-19,53.9699
2021-11-20,53.9699
2021-11-21,53.9699
2021-11-22,58.1791
2021-11-23,56.6895
2021-11-24,56.3908
2021-11-25,56.3908
2021-11-26,49.8667
2021-11-27,49.8667
2021-11-28,49.8667
2021-11-29,47.3856
2021-11-30,45.8135
2021-12-01,45.0406
2021-12-02,48.3863
2021-12-03,47.6932
2021-12-04,47.6932
2021-12-05,47.6932
2021-12-06,49.8009
2021-12-07,48.7256
2021-12-08,47.4308
2021-12-09,45.2807
2021-12-10,45.5495
2021-12-11,45.5495
2021-12-12,45.5495
2021-12-13,43.8773
2021-12-14,44.3004
2021-12-15,43.0689
2021-12-16,45.6275
2021-12-17,44.367
2021-12-18,44.367
2021-12-19,44.367
2021-12-20,43.0256
2021-12-21,45.3064
2021-12-22,48.1261
2021-12-23,48.0041
2021-12-24,48.0041
2021-12-25,48.0041
2021-12-26,48.0041
2021-12-27,48.6766
2021-12-28,48.289
2021-12-29,48.8508
2021-12-30,48.174
2021-12-31,47.4933
2022-01-01,47.4933
2022-01-02,47.4933
2022-01-03,50.2563
2022-01-04,51.2343
2022-01-05,49.9287
2022-01-06,52.4365
2022-01-07,52.4365
2022-01-08,52.4365
2022-01-09,52.4365
2022-01-10,52.5777
2022-01-11,51.1635
2022-01-12,50.5385
2022-01-13,50.2212
2022-01-14,50.3823
2022-01-15,50.3823
2022-01-16,50.3823
2022-01-17,50.3823
2022-01-18,47.9726
2022-01-19,44.7269
2022-01-20,47.0837
2022-01-21,50.3677
2022-01-22,50.3677
2022-01-23,50.3677
2022-01-24,52.1241
2022-01-25,52.2697
2022-01-26,45.2879
2022-01-27,44.5343
2022-01-28,47.6859
2022-01-29,47.6859
2022-01-30,47.6859
2022-01-31,45.278
2022-02-01,45.278
2022-02-02,42.9567
2022-02-03,42.8964
2022-02-04,44.3519
2022-02-05,44.3519
2022-02-06,44.3519
2022-02-07,46.0892
2022-02-08,47.3265
2022-02-09,44.426
2022-02-10,44.0452
2022-02-11,45.1794
2022-02-12,45.1794
2022-02-13,45.1794
2022-02-14,45.5059
2022-02-15,46.9759
2022-02-16,47.6255
2022-02-17,48.6026
2022-02-18,48.2919
2022-02-19,48.2919
2022-02-20,48.2919
2022-02-21,48.2919
2022-02-22,47.0476
2022-02-23,44.8081
2022-02-24,42.572
2022-02-25,47.3303
2022-02-26,47.3303
2022-02-27,47.3303
2022-02-28,45.7885
2022-03-01,44.0347
2022-03-02,49.008
2022-03-03,49.872
2022-03-04,48.3193
2022-03-05,48.3193
2022-03-06,48.3193
2022-03-07,47.3488
2022-03-08,45.3305
2022-03-09,45.9659
2022-03-10,48.1478
2022-03-11,49.2087
2022-03-12,49.2087
2022-03-13,49.2087
2022-03-14,49.9651
2022-03-15,48.9102
2022-03-16,50.6055
2022-03-17,49.828
2022-03-18,49.987
2022-03-19,49.987
2022-03-20,49.987
2022-03-21,48.0952
2022-03-22,47.3232
2022-03-23,44.9356
2022-03-24,45.4692
2022-03-25,50.7374
2022-03-26,50.7374
2022-03-27,50.7374
2022-03-28,49.6519
2022-03-29,50.4354
2022-03-30,46.9579
2022-03-31,46.5251
2022-04-01,47.0302
2022-04-02,47.0302
2022-04-03,47.0302
2022-04-04,45.4035
2022-04-05,43.9731
2022-04-06,41.7938
2022-04-07,40.3708
2022-04-08,39.8603
2022-04-09,39.8603
2022-04-10,39.8603
2022-04-11,38.5979
2022-04-12,38.7984
2022-04-13,40.7983
2022-04-14,39.724
2022-04-15,39.724
2022-04-16,39.724
2022-04-17,39.724
2022-04-18,39.1903
2022-04-19,41.6245
2022-04-20,43.0013
2022-04-21,42.5563
2022-04-22,39.5895
2022-04-23,39.5895
2022-04-24,39.5895
2022-04-25,39.3195
2022-04-26,37.0945
2022-04-27,35.3884
2022-04-28,35.8246
2022-04-29,32.5305
2022-04-30,32.5305
2022-05-01,32.5305
2022-05-02,33.1879
2022-05-03,32.6396
2022-05-04,37.7471
2022-05-05,34.8199
2022-05-06,35.8293
2022-05-07,35.8293
2022-05-08,35.8293
2022-05-09,37.0396
2022-05-10,35.9864
2022-05-11,37.0157
2022-05-12,38.6485
2022-05-13,37.7624
2022-05-14,37.7624
2022-05-15,37.7624
2022-05-16,36.287
2022-05-17,41.4174
2022-05-18,41.9751
2022-05-19,40.7705
2022-05-20,43.0257
2022-05-21,43.0257
2022-05-22,43.0257
2022-05-23,44.8363
2022-05-24,47.0973
2022-05-25,46.9442
2022-05-26,47.9936
2022-05-27,49.3748
2022-05-28,49.3748
2022-05-29,49.3748
2022-05-30,49.3748
2022-05-31,49.3748
2022-06-01,50.0841
2022-06-02,50.2643
2022-06-03,47.0979
2022-06-04,47.0979
2022-06-05,47.0979
2022-06-06,46.4256
2022-06-07,45.2561
2022-06-08,44.1067
2022-06-09,40.3925
2022-06-10,38.9778
2022-06-11,38.9778
2022-06-12,38.9778
2022-06-13,39.6339
2022-06-14,40.7327
2022-06-15,42.0423
2022-06-16,41.5673
2022-06-17,41.087
2022-06-18,41.087
2022-06-19,41.087
2022-06-20,41.087
2022-06-21,46.9998
2022-06-22,45.8107
2022-06-23,43.532
2022-06-24,43.2144
2022-06-25,43.2144
2022-06-26,43.2144
2022-06-27,45.2798
2022-06-28,41.104
2022-06-29,39.8372
2022-06-30,40.0496
2022-07-01,43.1629
2022-07-02,43.1629
2022-07-03,43.1629
2022-07-04,43.1629
2022-07-05,42.7041
2022-07-06,41.6357
2022-07-07,39.448
2022-07-08,41.5655
2022-07-09,41.5655
2022-07-10,41.5655
2022-07-11,40.2549
2022-07-12,39.3982
2022-07-13,38.4115
2022-07-14,37.5771
2022-07-15,41.1064
2022-07-16,41.1064
2022-07-17,41.1064
2022-07-18,41.7452
2022-07-19,44.644
2022-07-20,47.1694
2022-07-21,47.1694
2022-07-22,47.1694
2022-07-23,47.1694
2022-07-24,47.1694
2022-07-25,48.7618
2022-07-26,49.1581
2022-07-27,51.114
2022-07-28,50.7104
2022-07-29,51.6969
2022-07-30,51.6969
2022-07-31,51.6969
2022-08-01,55.3911
2022-08-02,52.2884
2022-08-03,52.0872
2022-08-04,55.5672
2022-08-05,54.7237
2022-08-06,54.7237
2022-08-07,54.7237
2022-08-08,55.0764
2022-08-09,56.4792
2022-08-10,58.3301
2022-08-11,57.1865
2022-08-12,58.8555
2022-08-13,58.8555
2022-08-14,58.8555
2022-08-15,59.985
2022-08-16,61.3947
2022-08-17,59.2359
2022-08-18,56.9349
2022-08-19,56.481
2022-08-20,56.481
2022-08-21,56.481
2022-08-22,51.7829
2022-08-23,49.8338
2022-08-24,49.2584
2022-08-25,49.6592
2022-08-26,46.4336
2022-08-27,46.4336
2022-08-28,46.4336
2022-08-29,43.5099
2022-08-30,42.5322
2022-08-31,40.6425
2022-09-01,38.9994
2022-09-02,39.9132
2022-09-03,39.9132
2022-09-04,39.9132
2022-09-05,39.9132
2022-09-06,37.8598
2022-09-07,40.9999
2022-09-08,42.9181
2022-09-09,45.172
2022-09-10,45.172
2022-09-11,45.172
2022-09-12,44.839
2022-09-13,41.3687
2022-09-14,41.3687
2022-09-15,41.5886
2022-09-16,42.7002
2022-09-17,42.7002
2022-09-18,42.7002
2022-09-19,44.0226
2022-09-20,45.3279
2022-09-21,44.0872
2022-09-22,42.7052
2022-09-23,41.0416
2022-09-24,41.0416
2022-09-25,41.0416
2022-09-26,40.5513
2022-09-27,35.1885
2022-09-28,36.1331
2022-09-29,35.334
2022-09-30,33.3022
2022-10-01,33.3022
2022-10-02,33.3022
2022-10-03,40.1947
2022-10-04,44.412
2022-10-05,41.0123
2022-10-06,39.152
2022-10-07,37.065
2022-10-08,37.065
2022-10-09,37.065
2022-10-10,37.2572
2022-10-11,37.8463
2022-10-12,36.8908
2022-10-13,42.8604
2022-10-14,41.4656
2022-10-15,41.4656
2022-10-16,41.4656
2022-10-17,43.8706
2022-10-18,42.578
2022-10-19,41.6885
2022-10-20,39.0371
2022-10-21,40.8073
2022-10-22,40.8073
2022-10-23,40.8073
2022-10-24,42.0263
2022-10-25,44.5574
2022-10-26,35.1405
2022-10-27,33.1841
2022-10-28,42.0797
2022-10-29,42.0797
2022-10-30,42.0797
2022-10-31,44.2397
2022-11-01,42.9509
2022-11-02,41.7818
2022-11-03,41.5543
2022-11-04,43.9533
2022-11-05,43.9533
2022-11-06,43.9533
2022-11-07,45.8882
2022-11-08,45.8882
2022-11-09,45.5725
2022-11-10,48.0378
2022-11-11,47.154
2022-11-12,47.154
2022-11-13,47.154
2022-11-14,46.5997
2022-11-15,47.9912
2022-11-16,46.9556
2022-11-17,47.7605
2022-11-18,49.9848
2022-11-19,49.9848
2022-11-20,49.9848
2022-11-21,50.3706
2022-11-22,51.022
2022-11-23,51.4177
2022-11-24,51.4177
2022-11-25,50.5723
2022-11-26,50.5723
2022-11-27,50.5723
2022-11-28,50.2871
2022-11-29,50.5754
2022-11-30,52.8386
2022-12-01,52.3734
2022-12-02,53.7767
2022-12-03,53.7767
2022-12-04,53.7767
2022-12-05,51.4256
2022-12-06,51.4256
2022-12-07,50.7919
2022-12-08,51.1035
2022-12-09,50.2799
2022-12-10,50.2799
2022-12-11,50.2799
2022-12-12,50.2799
2022-12-13,51.4521
2022-12-14,47.0282
2022-12-15,45.5283
2022-12-16,45.8854
2022-12-17,45.8854
2022-12-18,45.8854
2022-12-19,48.6701
2022-12-20,50.7981
2022-12-21,53.5561
2022-12-22,54.8648
2022-12-23,56.2807
2022-12-24,56.2807
2022-12-25,56.2807
2022-12-26,56.2807
2022-12-27,57.5214
2022-12-28,55.529
2022-12-29,57.0674
2022-12-30,56.3343
2022-12-31,56.3343
2023-01-01,56.3343
2023-01-02,56.3343
2023-01-03,55.7783
2023-01-04,56.8072
2023-01-05,56.0365
2023-01-06,59.3194
2023-01-07,59.3194
2023-01-08,59.3194
2023-01-09,56.6554
2023-01-10,56.2819
2023-01-11,56.0906
2023-01-12,56.0906
2023-01-13,56.0906
2023-01-14,56.0906
2023-01-15,56.0906
2023-01-16,56.0906
2023-01-17,54.6513
2023-01-18,51.3414
2023-01-19,51.1529
2023-01-20,52.0633
2023-01-21,52.0633
2023-01-22,52.0633
2023-01-23,52.4302
2023-01-24,50.4337
2023-01-25,45.7481
2023-01-26,45.9479
2023-01-27,45.2582
2023-01-28,45.2582
2023-01-29,45.2582
2023-01-30,45.2582
2023-01-31,49.887
2023-02-01,51.8993
2023-02-02,56.6158
2023-02-03,58.1069
2023-02-04,58.1069
2023-02-05,58.1069
2023-02-06,55.9199
2023-02-07,55.1393
2023-02-08,53.2179
2023-02-09,51.0112
2023-02-10,51.7018
2023-02-11,51.7018
2023-02-12,51.7018
2023-02-13,52.2243
2023-02-14,50.7109
2023-02-15,52.4912
2023-02-16,50.7834
2023-02-17,53.562
2023-02-18,53.562
2023-02-19,53.562
2023-02-20,53.562
2023-02-21,50.7816
2023-02-22,49.8885
2023-02-23,50.9591
2023-02-24,50.7721
2023-02-25,50.7721
2023-02-26,50.7721
2023-02-27,49.6413
2023-02-28,50.2148
2023-03-01,48.6853
2023-03-02,47.5614
2023-03-03,48.5846
2023-03-04,48.5846
2023-03-05,48.5846
2023-03-06,44.4564
2023-03-07,41.1536
2023-03-08,40.7067
2023-03-09,36.2294
2023-03-10,34.79
2023-03-11,34.79
2023-03-12,34.79
2023-03-13,31.4507
2023-03-14,43.6369
2023-03-15,42.5359
2023-03-16,44.3699
2023-03-17,41.8375
2023-03-18,41.8375
