,GABC US Equity
2020-08-25,50.6076
2020-08-26,48.7595
2020-08-27,48.9287
2020-08-28,48.4651
2020-08-29,48.4651
2020-08-30,48.4651
2020-08-31,47.3057
2020-09-01,46.7439
2020-09-02,47.6519
2020-09-03,48.7443
2020-09-04,51.1791
2020-09-05,51.1791
2020-09-06,51.1791
2020-09-07,51.1791
2020-09-08,48.2422
2020-09-09,48.5001
2020-09-10,48.8765
2020-09-11,48.3284
2020-09-12,48.3284
2020-09-13,48.3284
2020-09-14,50.0661
2020-09-15,49.0424
2020-09-16,50.3644
2020-09-17,49.6589
2020-09-18,51.3813
2020-09-19,51.3813
2020-09-20,51.3813
2020-09-21,43.5958
2020-09-22,42.1668
2020-09-23,40.6172
2020-09-24,42.4407
2020-09-25,42.232
2020-09-26,42.232
2020-09-27,42.232
2020-09-28,45.5552
2020-09-29,44.6071
2020-09-30,45.041
2020-10-01,46.3451
2020-10-02,48.1949
2020-10-03,48.1949
2020-10-04,48.1949
2020-10-05,49.9789
2020-10-06,49.9048
2020-10-07,53.2051
2020-10-08,54.156
2020-10-09,52.9631
2020-10-10,52.9631
2020-10-11,52.9631
2020-10-12,54.3501
2020-10-13,51.1515
2020-10-14,48.8312
2020-10-15,52.4242
2020-10-16,53.3777
2020-10-17,53.3777
2020-10-18,53.3777
2020-10-19,53.1876
2020-10-20,56.0993
2020-10-21,56.6876
2020-10-22,59.3845
2020-10-23,59.6132
2020-10-24,59.6132
2020-10-25,59.6132
2020-10-26,58.0905
2020-10-27,53.7143
2020-10-28,52.2469
2020-10-29,53.2704
2020-10-30,53.7008
2020-10-31,53.7008
2020-11-01,53.7008
2020-11-02,56.6853
2020-11-03,58.9288
2020-11-04,52.9588
2020-11-05,54.7447
2020-11-06,52.5782
2020-11-07,52.5782
2020-11-08,52.5782
2020-11-09,58.5544
2020-11-10,62.3057
2020-11-11,59.0712
2020-11-12,56.3477
2020-11-13,57.8013
2020-11-14,57.8013
2020-11-15,57.8013
2020-11-16,60.5603
2020-11-17,59.6435
2020-11-18,58.3936
2020-11-19,58.3012
2020-11-20,56.5113
2020-11-21,56.5113
2020-11-22,56.5113
2020-11-23,57.0522
2020-11-24,60.8418
2020-11-25,58.615
2020-11-26,58.615
2020-11-27,56.3625
2020-11-28,56.3625
2020-11-29,56.3625
2020-11-30,52.8256
2020-12-01,55.2538
2020-12-02,55.6073
2020-12-03,55.4374
2020-12-04,56.0623
2020-12-05,56.0623
2020-12-06,56.0623
2020-12-07,54.0863
2020-12-08,53.884
2020-12-09,53.7949
2020-12-10,53.5504
2020-12-11,52.8668
2020-12-12,52.8668
2020-12-13,52.8668
2020-12-14,52.7402
2020-12-15,54.7042
2020-12-16,54.9532
2020-12-17,54.9817
2020-12-18,51.4841
2020-12-19,51.4841
2020-12-20,51.4841
2020-12-21,50.3063
2020-12-22,49.2664
2020-12-23,51.737
2020-12-24,52.7022
2020-12-25,52.7022
2020-12-26,52.7022
2020-12-27,52.7022
2020-12-28,54.5249
2020-12-29,53.1577
2020-12-30,54.0516
2020-12-31,54.4711
2021-01-01,54.4711
2021-01-02,54.4711
2021-01-03,54.4711
2021-01-04,53.4968
2021-01-05,54.0012
2021-01-06,60.9091
2021-01-07,60.6474
2021-01-08,57.6806
2021-01-09,57.6806
2021-01-10,57.6806
2021-01-11,58.0735
2021-01-12,59.1205
2021-01-13,56.8443
2021-01-14,58.2133
2021-01-15,57.0029
2021-01-16,57.0029
2021-01-17,57.0029
2021-01-18,57.0029
2021-01-19,55.696
2021-01-20,55.404
2021-01-21,54.0839
2021-01-22,55.5154
2021-01-23,55.5154
2021-01-24,55.5154
2021-01-25,52.0174
2021-01-26,54.1229
2021-01-27,54.6303
2021-01-28,54.2288
2021-01-29,52.9838
2021-01-30,52.9838
2021-01-31,52.9838
2021-02-01,53.8857
2021-02-02,55.1879
2021-02-03,54.4891
2021-02-04,57.2574
2021-02-05,56.6962
2021-02-06,56.6962
2021-02-07,56.6962
2021-02-08,58.384
2021-02-09,59.2113
2021-02-10,58.1019
2021-02-11,57.8862
2021-02-12,58.5861
2021-02-13,58.5861
2021-02-14,58.5861
2021-02-15,58.5861
2021-02-16,60.5002
2021-02-17,60.4536
2021-02-18,60.0705
2021-02-19,61.9713
2021-02-20,61.9713
2021-02-21,61.9713
2021-02-22,66.6316
2021-02-23,69.6759
2021-02-24,69.986
2021-02-25,70.1125
2021-02-26,66.8114
2021-02-27,66.8114
2021-02-28,66.8114
2021-03-01,69.7179
2021-03-02,67.5265
2021-03-03,70.0429
2021-03-04,70.0816
2021-03-05,73.576
2021-03-06,73.576
2021-03-07,73.576
2021-03-08,76.2825
2021-03-09,74.3858
2021-03-10,76.3462
2021-03-11,76.6144
2021-03-12,79.1628
2021-03-13,79.1628
2021-03-14,79.1628
2021-03-15,79.4693
2021-03-16,80.7424
2021-03-17,74.0333
2021-03-18,74.1829
2021-03-19,71.4504
2021-03-20,71.4504
2021-03-21,71.4504
2021-03-22,68.4686
2021-03-23,64.5722
2021-03-24,64.6905
2021-03-25,66.0154
2021-03-26,67.3932
2021-03-27,67.3932
2021-03-28,67.3932
2021-03-29,62.9424
2021-03-30,63.3568
2021-03-31,63.1437
2021-04-01,64.228
2021-04-02,64.228
2021-04-03,64.228
2021-04-04,64.228
2021-04-05,63.8775
2021-04-06,63.0362
2021-04-07,60.2877
2021-04-08,61.0153
2021-04-09,61.3813
2021-04-10,61.3813
2021-04-11,61.3813
2021-04-12,61.5679
2021-04-13,58.3588
2021-04-14,59.8249
2021-04-15,59.8685
2021-04-16,59.6674
2021-04-17,59.6674
2021-04-18,59.6674
2021-04-19,58.1519
2021-04-20,53.5839
2021-04-21,54.4957
2021-04-22,52.339
2021-04-23,53.9655
2021-04-24,53.9655
2021-04-25,53.9655
2021-04-26,54.5009
2021-04-27,52.2842
2021-04-28,51.9005
2021-04-29,52.3733
2021-04-30,51.1795
2021-05-01,51.1795
2021-05-02,51.1795
2021-05-03,52.6953
2021-05-04,52.7812
2021-05-05,50.7487
2021-05-06,50.9015
2021-05-07,48.8532
2021-05-08,48.8532
2021-05-09,48.8532
2021-05-10,46.8432
2021-05-11,43.7837
2021-05-12,41.2261
2021-05-13,44.45
2021-05-14,45.408
2021-05-15,45.408
2021-05-16,45.408
2021-05-17,46.0497
2021-05-18,43.8122
2021-05-19,42.3426
2021-05-20,42.8215
2021-05-21,45.8461
2021-05-22,45.8461
2021-05-23,45.8461
2021-05-24,45.0603
2021-05-25,43.3125
2021-05-26,45.9418
2021-05-27,49.2588
2021-05-28,49.5526
2021-05-29,49.5526
2021-05-30,49.5526
2021-05-31,49.5526
2021-06-01,50.7041
2021-06-02,47.8915
2021-06-03,48.4103
2021-06-04,46.9868
2021-06-05,46.9868
2021-06-06,46.9868
2021-06-07,47.4028
2021-06-08,46.4458
2021-06-09,44.9935
2021-06-10,42.4874
2021-06-11,43.4336
2021-06-12,43.4336
2021-06-13,43.4336
2021-06-14,42.6011
2021-06-15,44.9936
2021-06-16,45.5461
2021-06-17,41.7753
2021-06-18,39.2368
2021-06-19,39.2368
2021-06-20,39.2368
2021-06-21,42.9269
2021-06-22,42.654
2021-06-23,41.9516
2021-06-24,43.5653
2021-06-25,42.4485
2021-06-26,42.4485
2021-06-27,42.4485
2021-06-28,40.0524
2021-06-29,40.0885
2021-06-30,39.6444
2021-07-01,41.2892
2021-07-02,39.9827
2021-07-03,39.9827
2021-07-04,39.9827
2021-07-05,39.9827
2021-07-06,37.0572
2021-07-07,36.6959
2021-07-08,37.4841
2021-07-09,40.8731
2021-07-10,40.8731
2021-07-11,40.8731
2021-07-12,41.0217
2021-07-13,38.9935
2021-07-14,38.8197
2021-07-15,41.5889
2021-07-16,40.3809
2021-07-17,40.3809
2021-07-18,40.3809
2021-07-19,38.3755
2021-07-20,41.2791
2021-07-21,42.445
2021-07-22,39.6935
2021-07-23,41.1194
2021-07-24,41.1194
2021-07-25,41.1194
2021-07-26,42.9789
2021-07-27,46.0307
2021-07-28,49.0698
2021-07-29,49.7637
2021-07-30,47.4936
2021-07-31,47.4936
2021-08-01,47.4936
2021-08-02,47.2648
2021-08-03,47.9777
2021-08-04,46.9336
2021-08-05,48.6191
2021-08-06,50.6538
2021-08-07,50.6538
2021-08-08,50.6538
2021-08-09,50.459
2021-08-10,51.9875
2021-08-11,53.4725
2021-08-12,52.6305
2021-08-13,51.1044
2021-08-14,51.1044
2021-08-15,51.1044
2021-08-16,50.3492
2021-08-17,47.9821
2021-08-18,46.6713
2021-08-19,45.6641
2021-08-20,49.4384
2021-08-21,49.4384
2021-08-22,49.4384
2021-08-23,51.2395
2021-08-24,47.8119
2021-08-25,47.5352
2021-08-26,45.6234
2021-08-27,49.8312
2021-08-28,49.8312
2021-08-29,49.8312
2021-08-30,46.0304
2021-08-31,47.8521
2021-09-01,50.277
2021-09-02,50.5705
2021-09-03,48.2993
2021-09-04,48.2993
2021-09-05,48.2993
2021-09-06,48.2993
2021-09-07,47.5532
2021-09-08,45.4313
2021-09-09,44.967
2021-09-10,43.194
2021-09-11,43.194
2021-09-12,43.194
2021-09-13,43.6813
2021-09-14,41.9785
2021-09-15,43.1954
2021-09-16,42.1203
2021-09-17,46.4946
2021-09-18,46.4946
2021-09-19,46.4946
2021-09-20,43.0004
2021-09-21,45.8394
2021-09-22,46.9752
2021-09-23,50.078
2021-09-24,51.3016
2021-09-25,51.3016
2021-09-26,51.3016
2021-09-27,54.7442
2021-09-28,53.4126
2021-09-29,54.8516
2021-09-30,53.0379
2021-10-01,55.3893
2021-10-02,55.3893
2021-10-03,55.3893
2021-10-04,53.2757
2021-10-05,54.6916
2021-10-06,53.0858
2021-10-07,54.5662
2021-10-08,54.1765
2021-10-09,54.1765
2021-10-10,54.1765
2021-10-11,52.9136
2021-10-12,53.0215
2021-10-13,52.0348
2021-10-14,52.8294
2021-10-15,52.7325
2021-10-16,52.7325
2021-10-17,52.7325
2021-10-18,52.2047
2021-10-19,53.0256
2021-10-20,55.347
2021-10-21,54.1897
2021-10-22,55.3886
2021-10-23,55.3886
2021-10-24,55.3886
2021-10-25,55.7103
2021-10-26,56.0086
2021-10-27,50.6447
2021-10-28,52.2927
2021-10-29,53.327
2021-10-30,53.327
2021-10-31,53.327
2021-11-01,55.6941
2021-11-02,54.3219
2021-11-03,57.6181
2021-11-04,55.4945
2021-11-05,59.3095
2021-11-06,59.3095
2021-11-07,59.3095
2021-11-08,60.2724
2021-11-09,59.8415
2021-11-10,61.4339
2021-11-11,61.5282
2021-11-12,57.975
2021-11-13,57.975
2021-11-14,57.975
2021-11-15,58.3851
2021-11-16,58.2381
2021-11-17,57.3054
2021-11-18,57.4745
2021-11-19,57.4353
2021-11-20,57.4353
2021-11-21,57.4353
2021-11-22,60.9624
2021-11-23,63.0415
2021-11-24,60.3498
2021-11-25,60.3498
2021-11-26,50.8115
2021-11-27,50.8115
2021-11-28,50.8115
2021-11-29,50.0192
2021-11-30,47.8154
2021-12-01,48.111
2021-12-02,51.5734
2021-12-03,49.6626
2021-12-04,49.6626
2021-12-05,49.6626
2021-12-06,52.2209
2021-12-07,50.0069
2021-12-08,49.8702
2021-12-09,48.4454
2021-12-10,48.9675
2021-12-11,48.9675
2021-12-12,48.9675
2021-12-13,47.1561
2021-12-14,48.0003
2021-12-15,49.3748
2021-12-16,48.8808
2021-12-17,46.0758
2021-12-18,46.0758
2021-12-19,46.0758
2021-12-20,45.6691
2021-12-21,47.336
2021-12-22,47.9083
2021-12-23,48.4237
2021-12-24,48.4237
2021-12-25,48.4237
2021-12-26,48.4237
2021-12-27,49.9291
2021-12-28,48.985
2021-12-29,49.2168
2021-12-30,47.4333
2021-12-31,47.9559
2022-01-01,47.9559
2022-01-02,47.9559
2022-01-03,48.9362
2022-01-04,51.8829
2022-01-05,52.7798
2022-01-06,55.04
2022-01-07,55.1617
2022-01-08,55.1617
2022-01-09,55.1617
2022-01-10,54.4003
2022-01-11,54.9153
2022-01-12,54.4777
2022-01-13,55.6088
2022-01-14,56.335
2022-01-15,56.335
2022-01-16,56.335
2022-01-17,56.335
2022-01-18,55.5235
2022-01-19,51.7489
2022-01-20,46.4455
2022-01-21,46.4831
2022-01-22,46.4831
2022-01-23,46.4831
2022-01-24,51.0973
2022-01-25,50.8878
2022-01-26,48.7183
2022-01-27,46.5668
2022-01-28,47.4757
2022-01-29,47.4757
2022-01-30,47.4757
2022-01-31,48.9839
2022-02-01,49.9399
2022-02-02,49.094
2022-02-03,48.5972
2022-02-04,49.7616
2022-02-05,49.7616
2022-02-06,49.7616
2022-02-07,50.8029
2022-02-08,55.3812
2022-02-09,49.9014
2022-02-10,49.2383
2022-02-11,49.4468
2022-02-12,49.4468
2022-02-13,49.4468
2022-02-14,48.0847
2022-02-15,50.983
2022-02-16,50.2488
2022-02-17,49.3731
2022-02-18,50.5499
2022-02-19,50.5499
2022-02-20,50.5499
2022-02-21,50.5499
2022-02-22,41.5318
2022-02-23,44.9736
2022-02-24,47.8358
2022-02-25,51.1841
2022-02-26,51.1841
2022-02-27,51.1841
2022-02-28,50.7483
2022-03-01,46.4403
2022-03-02,50.3582
2022-03-03,51.0109
2022-03-04,51.8749
2022-03-05,51.8749
2022-03-06,51.8749
2022-03-07,50.1289
2022-03-08,49.7167
2022-03-09,50.7773
2022-03-10,51.1699
2022-03-11,50.8999
2022-03-12,50.8999
2022-03-13,50.8999
2022-03-14,50.7768
2022-03-15,51.1437
2022-03-16,52.4275
2022-03-17,51.99
2022-03-18,54.064
2022-03-19,54.064
2022-03-20,54.064
2022-03-21,53.328
2022-03-22,53.7314
2022-03-23,49.9525
2022-03-24,49.7879
2022-03-25,50.7616
2022-03-26,50.7616
2022-03-27,50.7616
2022-03-28,48.1628
2022-03-29,48.7887
2022-03-30,45.183
2022-03-31,44.5317
2022-04-01,44.9792
2022-04-02,44.9792
2022-04-03,44.9792
2022-04-04,44.1501
2022-04-05,43.4142
2022-04-06,41.8218
2022-04-07,40.5727
2022-04-08,40.2259
2022-04-09,40.2259
2022-04-10,40.2259
2022-04-11,40.7066
2022-04-12,40.7961
2022-04-13,42.5028
2022-04-14,41.335
2022-04-15,41.335
2022-04-16,41.335
2022-04-17,41.335
2022-04-18,41.7032
2022-04-19,45.0902
2022-04-20,48.5868
2022-04-21,47.2477
2022-04-22,43.9933
2022-04-23,43.9933
2022-04-24,43.9933
2022-04-25,43.8631
2022-04-26,39.9207
2022-04-27,40.0072
2022-04-28,41.1465
2022-04-29,38.5538
2022-04-30,38.5538
2022-05-01,38.5538
2022-05-02,40.8081
2022-05-03,40.1632
2022-05-04,42.0994
2022-05-05,40.1863
2022-05-06,39.2071
2022-05-07,39.2071
2022-05-08,39.2071
2022-05-09,41.2248
2022-05-10,40.0587
2022-05-11,39.7013
2022-05-12,42.9487
2022-05-13,41.3906
2022-05-14,41.3906
2022-05-15,41.3906
2022-05-16,41.1743
2022-05-17,44.5978
2022-05-18,44.2647
2022-05-19,43.1315
2022-05-20,45.2221
2022-05-21,45.2221
2022-05-22,45.2221
2022-05-23,49.0572
2022-05-24,49.6957
2022-05-25,50.6
2022-05-26,52.5133
2022-05-27,53.8987
2022-05-28,53.8987
2022-05-29,53.8987
2022-05-30,53.8987
2022-05-31,54.3578
2022-06-01,52.8092
2022-06-02,53.6219
2022-06-03,52.2263
2022-06-04,52.2263
2022-06-05,52.2263
2022-06-06,52.6895
2022-06-07,51.4846
2022-06-08,48.5709
2022-06-09,46.1361
2022-06-10,44.3398
2022-06-11,44.3398
2022-06-12,44.3398
2022-06-13,43.0565
2022-06-14,43.0565
2022-06-15,46.2935
2022-06-16,44.5821
2022-06-17,47.4877
2022-06-18,47.4877
2022-06-19,47.4877
2022-06-20,47.4877
2022-06-21,49.424
2022-06-22,48.6507
2022-06-23,46.978
2022-06-24,44.1917
2022-06-25,44.1917
2022-06-26,44.1917
2022-06-27,46.0587
2022-06-28,44.4504
2022-06-29,42.1658
2022-06-30,41.3064
2022-07-01,44.5537
2022-07-02,44.5537
2022-07-03,44.5537
2022-07-04,44.5537
2022-07-05,45.6325
2022-07-06,45.8421
2022-07-07,44.05
2022-07-08,44.0151
2022-07-09,44.0151
2022-07-10,44.0151
2022-07-11,44.4703
2022-07-12,43.6985
2022-07-13,40.9012
2022-07-14,39.0892
2022-07-15,43.526
2022-07-16,43.526
2022-07-17,43.526
2022-07-18,43.2882
2022-07-19,46.1166
2022-07-20,47.855
2022-07-21,47.979
2022-07-22,48.1491
2022-07-23,48.1491
2022-07-24,48.1491
2022-07-25,50.9291
2022-07-26,57.262
2022-07-27,54.1903
2022-07-28,57.4235
2022-07-29,56.7069
2022-07-30,56.7069
2022-07-31,56.7069
2022-08-01,56.0238
2022-08-02,54.2734
2022-08-03,54.7718
2022-08-04,54.1209
2022-08-05,54.6781
2022-08-06,54.6781
2022-08-07,54.6781
2022-08-08,54.8906
2022-08-09,56.0349
2022-08-10,56.8141
2022-08-11,58.004
2022-08-12,60.2689
2022-08-13,60.2689
2022-08-14,60.2689
2022-08-15,61.0675
2022-08-16,61.9535
2022-08-17,61.1311
2022-08-18,61.56
2022-08-19,59.1701
2022-08-20,59.1701
2022-08-21,59.1701
2022-08-22,56.0389
2022-08-23,53.9618
2022-08-24,53.6419
2022-08-25,55.6992
2022-08-26,54.3803
2022-08-27,54.3803
2022-08-28,54.3803
2022-08-29,51.3268
2022-08-30,52.5034
2022-08-31,52.7073
2022-09-01,52.5207
2022-09-02,51.4837
2022-09-03,51.4837
2022-09-04,51.4837
2022-09-05,51.4837
2022-09-06,50.4073
2022-09-07,51.6796
2022-09-08,51.2906
2022-09-09,52.0834
2022-09-10,52.0834
2022-09-11,52.0834
2022-09-12,53.7771
2022-09-13,49.0286
2022-09-14,50.3701
2022-09-15,51.5971
2022-09-16,52.2752
2022-09-17,52.2752
2022-09-18,52.2752
2022-09-19,55.2173
2022-09-20,55.5508
2022-09-21,54.3983
2022-09-22,51.2959
2022-09-23,49.5969
2022-09-24,49.5969
2022-09-25,49.5969
2022-09-26,48.5797
2022-09-27,45.8388
2022-09-28,47.4706
2022-09-29,45.8259
2022-09-30,43.762
2022-10-01,43.762
2022-10-02,43.762
2022-10-03,46.1697
2022-10-04,51.0887
2022-10-05,50.047
2022-10-06,49.741
2022-10-07,45.0587
2022-10-08,45.0587
2022-10-09,45.0587
2022-10-10,47.2475
2022-10-11,47.7311
2022-10-12,48.3984
2022-10-13,53.7711
2022-10-14,51.6228
2022-10-15,51.6228
2022-10-16,51.6228
2022-10-17,53.6151
2022-10-18,51.5037
2022-10-19,54.5191
2022-10-20,49.7043
2022-10-21,51.8509
2022-10-22,51.8509
2022-10-23,51.8509
2022-10-24,53.2057
2022-10-25,53.1284
2022-10-26,53.7541
2022-10-27,53.3043
2022-10-28,56.9
2022-10-29,56.9
2022-10-30,56.9
2022-10-31,57.5067
2022-11-01,57.9259
2022-11-02,56.1196
2022-11-03,56.1196
2022-11-04,59.1766
2022-11-05,59.1766
2022-11-06,59.1766
2022-11-07,58.8997
2022-11-08,56.2241
2022-11-09,56.3987
2022-11-10,59.6928
2022-11-11,55.733
2022-11-12,55.733
2022-11-13,55.733
2022-11-14,56.3651
2022-11-15,56.7018
2022-11-16,54.7359
2022-11-17,54.9513
2022-11-18,55.8924
2022-11-19,55.8924
2022-11-20,55.8924
2022-11-21,57.2428
2022-11-22,57.6662
2022-11-23,56.0396
2022-11-24,56.0396
2022-11-25,56.9268
2022-11-26,56.9268
2022-11-27,56.9268
2022-11-28,53.6594
2022-11-29,53.777
2022-11-30,56.731
2022-12-01,53.9856
2022-12-02,53.6276
2022-12-03,53.6276
2022-12-04,53.6276
2022-12-05,49.5099
2022-12-06,48.2072
2022-12-07,46.9298
2022-12-08,47.2801
2022-12-09,46.8007
2022-12-10,46.8007
2022-12-11,46.8007
2022-12-12,47.4439
2022-12-13,48.7711
2022-12-14,45.3403
2022-12-15,42.4017
2022-12-16,43.3512
2022-12-17,43.3512
2022-12-18,43.3512
2022-12-19,42.4464
2022-12-20,43.3275
2022-12-21,46.7916
2022-12-22,45.6601
2022-12-23,47.4286
2022-12-24,47.4286
2022-12-25,47.4286
2022-12-26,47.4286
2022-12-27,46.7029
2022-12-28,45.9752
2022-12-29,48.1573
2022-12-30,47.8172
2022-12-31,47.8172
2023-01-01,47.8172
2023-01-02,47.8172
2023-01-03,45.9701
2023-01-04,46.2144
2023-01-05,44.8715
2023-01-06,49.3444
2023-01-07,49.3444
2023-01-08,49.3444
2023-01-09,47.3164
2023-01-10,49.8061
2023-01-11,49.2048
2023-01-12,51.4154
2023-01-13,51.4583
2023-01-14,51.4583
2023-01-15,51.4583
2023-01-16,51.4583
2023-01-17,50.0428
2023-01-18,47.6378
2023-01-19,48.0137
2023-01-20,50.2757
2023-01-21,50.2757
2023-01-22,50.2757
2023-01-23,48.5369
2023-01-24,49.6003
2023-01-25,48.1677
2023-01-26,46.7703
2023-01-27,47.9898
2023-01-28,47.9898
2023-01-29,47.9898
2023-01-30,49.0523
2023-01-31,54.1209
2023-02-01,58.7036
2023-02-02,59.3473
2023-02-03,61.6881
2023-02-04,61.6881
2023-02-05,61.6881
2023-02-06,58.6783
2023-02-07,59.1439
2023-02-08,57.0078
2023-02-09,54.0284
2023-02-10,54.5128
2023-02-11,54.5128
2023-02-12,54.5128
2023-02-13,56.3431
2023-02-14,54.6154
2023-02-15,56.1527
2023-02-16,55.4586
2023-02-17,58.1016
2023-02-18,58.1016
2023-02-19,58.1016
2023-02-20,58.1016
2023-02-21,56.9675
2023-02-22,55.7939
2023-02-23,56.8245
2023-02-24,54.1653
2023-02-25,54.1653
2023-02-26,54.1653
2023-02-27,54.243
2023-02-28,54.1007
2023-03-01,52.7637
2023-03-02,50.9496
2023-03-03,52.842
2023-03-04,52.842
2023-03-05,52.842
2023-03-06,51.171
2023-03-07,46.2156
2023-03-08,45.4819
2023-03-09,39.6403
2023-03-10,37.7993
2023-03-11,37.7993
2023-03-12,37.7993
2023-03-13,33.0486
2023-03-14,36.7014
2023-03-15,36.282
2023-03-16,40.9243
2023-03-17,37.4292
2023-03-18,37.4292
