,MOV US Equity
2023-03-19,47.2903
2023-03-20,45.623
2023-03-21,47.971
2023-03-22,47.1062
2023-03-23,36.2813
2023-03-24,35.5075
2023-03-25,35.5075
2023-03-26,35.5075
2023-03-27,38.0843
2023-03-28,39.5591
2023-03-29,38.7981
2023-03-30,38.484
2023-03-31,39.1844
2023-04-01,39.1844
2023-04-02,39.1844
2023-04-03,38.4636
2023-04-04,36.804
2023-04-05,35.2505
2023-04-06,33.9761
2023-04-07,33.9761
2023-04-08,33.9761
2023-04-09,33.9761
2023-04-10,39.0142
2023-04-11,40.0377
2023-04-12,38.4723
2023-04-13,40.2447
2023-04-14,39.7919
2023-04-15,39.7919
2023-04-16,39.7919
2023-04-17,40.2226
2023-04-18,42.0691
2023-04-19,43.6448
2023-04-20,42.8331
2023-04-21,42.0486
2023-04-22,42.0486
2023-04-23,42.0486
2023-04-24,42.3218
2023-04-25,39.8444
2023-04-26,38.5402
2023-04-27,39.8271
2023-04-28,39.8994
2023-04-29,39.8994
2023-04-30,39.8994
2023-05-01,39.6284
2023-05-02,38.5451
2023-05-03,38.742
2023-05-04,36.7682
2023-05-05,41.2413
2023-05-06,41.2413
2023-05-07,41.2413
2023-05-08,40.2592
2023-05-09,40.3722
2023-05-10,40.8735
2023-05-11,41.3833
2023-05-12,41.2983
2023-05-13,41.2983
2023-05-14,41.2983
2023-05-15,41.2983
2023-05-16,39.9234
2023-05-17,41.9647
2023-05-18,44.1723
2023-05-19,43.1965
2023-05-20,43.1965
2023-05-21,43.1965
2023-05-22,46.1725
2023-05-23,47.0526
2023-05-24,45.0009
2023-05-25,44.0397
2023-05-26,45.7963
2023-05-27,45.7963
2023-05-28,45.7963
2023-05-29,45.7963
2023-05-30,45.2289
2023-05-31,43.6809
2023-06-01,42.7155
2023-06-02,48.9412
2023-06-03,48.9412
2023-06-04,48.9412
2023-06-05,47.3122
2023-06-06,50.1523
2023-06-07,53.9407
2023-06-08,52.8837
2023-06-09,52.1785
2023-06-10,52.1785
2023-06-11,52.1785
2023-06-12,50.2714
2023-06-13,49.7245
2023-06-14,47.9374
2023-06-15,47.8033
2023-06-16,48.7308
2023-06-17,48.7308
2023-06-18,48.7308
2023-06-19,48.7308
2023-06-20,49.6926
2023-06-21,51.257
2023-06-22,50.6882
2023-06-23,49.9617
2023-06-24,49.9617
2023-06-25,49.9617
2023-06-26,51.255
2023-06-27,50.0352
2023-06-28,49.4074
2023-06-29,51.1128
2023-06-30,50.3774
2023-07-01,50.3774
2023-07-02,50.3774
2023-07-03,53.2021
2023-07-04,53.2021
2023-07-05,48.9386
2023-07-06,47.6582
2023-07-07,48.7287
2023-07-08,48.7287
2023-07-09,48.7287
2023-07-10,49.2457
2023-07-11,50.4776
2023-07-12,51.2282
2023-07-13,51.2684
2023-07-14,51.4754
2023-07-15,51.4754
2023-07-16,51.4754
2023-07-17,51.772
2023-07-18,55.9502
2023-07-19,54.8271
2023-07-20,55.099
2023-07-21,53.389
2023-07-22,53.389
2023-07-23,53.389
2023-07-24,53.294
2023-07-25,54.1801
2023-07-26,55.6716
2023-07-27,54.8507
2023-07-28,56.8657
2023-07-29,56.8657
2023-07-30,56.8657
2023-07-31,57.4272
2023-08-01,53.2758
2023-08-02,51.1507
2023-08-03,51.6385
2023-08-04,53.2626
2023-08-05,53.2626
2023-08-06,53.2626
2023-08-07,56.222
2023-08-08,55.3161
2023-08-09,53.3404
2023-08-10,54.1035
2023-08-11,54.1897
2023-08-12,54.1897
2023-08-13,54.1897
2023-08-14,52.2134
2023-08-15,51.565
2023-08-16,49.9842
2023-08-17,52.1195
2023-08-18,50.3409
2023-08-19,50.3409
2023-08-20,50.3409
2023-08-21,47.4996
2023-08-22,42.7526
2023-08-23,44.4843
2023-08-24,45.1222
2023-08-25,43.6071
2023-08-26,43.6071
2023-08-27,43.6071
2023-08-28,46.0718
2023-08-29,48.4045
2023-08-30,48.2749
2023-08-31,50.7314
2023-09-01,52.0405
2023-09-02,52.0405
2023-09-03,52.0405
2023-09-04,52.0405
2023-09-05,52.3027
2023-09-06,52.6642
2023-09-07,53.8404
2023-09-08,54.515
2023-09-09,54.515
2023-09-10,54.515
2023-09-11,52.1499
2023-09-12,48.8834
2023-09-13,48.0013
2023-09-14,51.1225
2023-09-15,49.3772
2023-09-16,49.3772
2023-09-17,49.3772
2023-09-18,49.9977
2023-09-19,49.6587
2023-09-20,48.2563
2023-09-21,48.6186
2023-09-22,45.643
2023-09-23,45.643
2023-09-24,45.643
2023-09-25,44.3938
2023-09-26,42.5439
2023-09-27,43.7837
2023-09-28,46.1339
2023-09-29,52.699
2023-09-30,52.699
2023-10-01,52.699
2023-10-02,55.5804
2023-10-03,53.3547
2023-10-04,55.7347
2023-10-05,55.0676
2023-10-06,55.6945
2023-10-07,55.6945
2023-10-08,55.6945
2023-10-09,57.7526
2023-10-10,56.8919
2023-10-11,59.046
2023-10-12,56.8179
2023-10-13,52.3158
2023-10-14,52.3158
2023-10-15,52.3158
2023-10-16,56.3037
2023-10-17,58.7179
2023-10-18,57.3704
2023-10-19,53.8745
2023-10-20,53.0989
2023-10-21,53.0989
2023-10-22,53.0989
2023-10-23,52.1587
2023-10-24,53.4922
2023-10-25,54.3693
2023-10-26,53.3288
2023-10-27,50.2999
2023-10-28,50.2999
2023-10-29,50.2999
2023-10-30,50.5388
2023-10-31,51.106
2023-11-01,50.1707
2023-11-02,52.5395
2023-11-03,56.3174
2023-11-04,56.3174
2023-11-05,56.3174
2023-11-06,56.4581
2023-11-07,56.7461
2023-11-08,51.2642
2023-11-09,47.8232
2023-11-10,49.042
2023-11-11,49.042
2023-11-12,49.042
2023-11-13,48.625
2023-11-14,53.5965
2023-11-15,55.1705
2023-11-16,51.9147
2023-11-17,53.988
2023-11-18,53.988
2023-11-19,53.988
2023-11-20,54.8647
2023-11-21,55.0289
2023-11-22,52.0892
2023-11-23,52.0892
2023-11-24,52.7163
2023-11-25,52.7163
2023-11-26,52.7163
2023-11-27,53.0343
2023-11-28,51.8324
2023-11-29,53.4336
2023-11-30,43.7555
2023-12-01,43.5537
2023-12-02,43.5537
2023-12-03,43.5537
2023-12-04,47.2573
2023-12-05,47.0403
2023-12-06,46.9447
2023-12-07,50.4182
2023-12-08,50.3841
2023-12-09,50.3841
2023-12-10,50.3841
2023-12-11,50.6987
2023-12-12,51.7879
2023-12-13,54.3779
2023-12-14,58.2085
2023-12-15,58.9662
2023-12-16,58.9662
2023-12-17,58.9662
2023-12-18,58.9662
2023-12-19,59.8322
2023-12-20,59.0586
2023-12-21,60.497
2023-12-22,58.4172
2023-12-23,58.4172
2023-12-24,58.4172
2023-12-25,58.4172
2023-12-26,59.585
2023-12-27,59.232
2023-12-28,58.9161
2023-12-29,56.3403
2023-12-30,56.3403
2023-12-31,56.3403
2024-01-01,56.3403
2024-01-02,56.8783
2024-01-03,51.6894
2024-01-04,51.4581
2024-01-05,53.0866
2024-01-06,53.0866
2024-01-07,53.0866
2024-01-08,52.8015
2024-01-09,51.8148
2024-01-10,50.3152
2024-01-11,49.4351
2024-01-12,47.1104
2024-01-13,47.1104
2024-01-14,47.1104
2024-01-15,47.1104
2024-01-16,46.5443
2024-01-17,45.6738
2024-01-18,46.7049
2024-01-19,48.9703
2024-01-20,48.9703
2024-01-21,48.9703
2024-01-22,49.6094
2024-01-23,48.3156
2024-01-24,48.5396
2024-01-25,49.5348
2024-01-26,50.5687
2024-01-27,50.5687
2024-01-28,50.5687
2024-01-29,50.8405
2024-01-30,49.389
2024-01-31,45.8103
2024-02-01,47.997
2024-02-02,47.7802
2024-02-03,47.7802
2024-02-04,47.7802
2024-02-05,46.1833
2024-02-06,46.0972
2024-02-07,43.3767
2024-02-08,48.1047
2024-02-09,49.8033
2024-02-10,49.8033
2024-02-11,49.8033
2024-02-12,54.1353
2024-02-13,47.6711
2024-02-14,49.8637
2024-02-15,52.9412
2024-02-16,52.5917
2024-02-17,52.5917
2024-02-18,52.5917
2024-02-19,52.5917
2024-02-20,51.5743
2024-02-21,50.8694
2024-02-22,50.5124
2024-02-23,50.3094
2024-02-24,50.3094
2024-02-25,50.3094
2024-02-26,49.6084
2024-02-27,51.3413
2024-02-28,49.9041
2024-02-29,51.1116
2024-03-01,51.5284
2024-03-02,51.5284
2024-03-03,51.5284
2024-03-04,47.9351
2024-03-05,46.7063
2024-03-06,46.1926
2024-03-07,46.9357
2024-03-08,46.6441
2024-03-09,46.6441
2024-03-10,46.6441
2024-03-11,45.4753
2024-03-12,46.2221
2024-03-13,45.7896
2024-03-14,40.5666
2024-03-15,43.618
2024-03-16,43.618
2024-03-17,43.618
2024-03-18,40.4811
2024-03-19,43.9483
2024-03-20,45.4585
2024-03-21,44.4385
2024-03-22,44.4385
2024-03-23,44.4385
2024-03-24,44.4385
2024-03-25,44.2488
2024-03-26,45.1691
2024-03-27,49.3985
2024-03-28,50.627
2024-03-29,50.627
2024-03-30,50.627
2024-03-31,50.627
2024-04-01,49.9777
2024-04-02,48.1057
2024-04-03,49.6144
2024-04-04,50.2307
2024-04-05,49.8701
2024-04-06,49.8701
2024-04-07,49.8701
2024-04-08,50.7498
