,GEF/B US Equity
2020-11-27,57.0367
2020-11-28,57.0367
2020-11-29,57.0367
2020-11-30,55.5208
2020-12-01,55.8277
2020-12-02,55.978
2020-12-03,54.3603
2020-12-04,57.7679
2020-12-05,57.7679
2020-12-06,57.7679
2020-12-07,54.4661
2020-12-08,56.6519
2020-12-09,57.2084
2020-12-10,52.986
2020-12-11,52.9095
2020-12-12,52.9095
2020-12-13,52.9095
2020-12-14,51.1225
2020-12-15,53.7207
2020-12-16,53.084
2020-12-17,55.421
2020-12-18,55.1418
2020-12-19,55.1418
2020-12-20,55.1418
2020-12-21,51.7617
2020-12-22,52.3014
2020-12-23,53.3942
2020-12-24,53.263
2020-12-25,53.263
2020-12-26,53.263
2020-12-27,53.263
2020-12-28,53.5874
2020-12-29,52.6763
2020-12-30,53.9299
2020-12-31,52.2536
2021-01-01,52.2536
2021-01-02,52.2536
2021-01-03,52.2536
2021-01-04,51.8886
2021-01-05,54.3097
2021-01-06,58.44
2021-01-07,58.7679
2021-01-08,56.4107
2021-01-09,56.4107
2021-01-10,56.4107
2021-01-11,57.6996
2021-01-12,57.4008
2021-01-13,54.9707
2021-01-14,57.1325
2021-01-15,55.3423
2021-01-16,55.3423
2021-01-17,55.3423
2021-01-18,55.3423
2021-01-19,53.5368
2021-01-20,53.6431
2021-01-21,52.3162
2021-01-22,54.1015
2021-01-23,54.1015
2021-01-24,54.1015
2021-01-25,51.5114
2021-01-26,50.647
2021-01-27,46.6169
2021-01-28,46.8237
2021-01-29,45.4132
2021-01-30,45.4132
2021-01-31,45.4132
2021-02-01,46.9421
2021-02-02,47.9246
2021-02-03,47.5505
2021-02-04,49.9073
2021-02-05,52.0689
2021-02-06,52.0689
2021-02-07,52.0689
2021-02-08,53.5367
2021-02-09,52.2239
2021-02-10,52.2239
2021-02-11,50.9421
2021-02-12,53.1999
2021-02-13,53.1999
2021-02-14,53.1999
2021-02-15,53.1999
2021-02-16,48.686
2021-02-17,49.2876
2021-02-18,49.1174
2021-02-19,51.1082
2021-02-20,51.1082
2021-02-21,51.1082
2021-02-22,49.9553
2021-02-23,48.7991
2021-02-24,50.5222
2021-02-25,50.701
2021-02-26,51.7825
2021-02-27,51.7825
2021-02-28,51.7825
2021-03-01,56.5631
2021-03-02,54.6188
2021-03-03,56.1175
2021-03-04,58.4029
2021-03-05,62.3788
2021-03-06,62.3788
2021-03-07,62.3788
2021-03-08,64.4141
2021-03-09,63.1169
2021-03-10,63.223
2021-03-11,63.868
2021-03-12,66.0684
2021-03-13,66.0684
2021-03-14,66.0684
2021-03-15,65.1749
2021-03-16,63.5037
2021-03-17,65.6599
2021-03-18,65.8067
2021-03-19,62.631
2021-03-20,62.631
2021-03-21,62.631
2021-03-22,57.6833
2021-03-23,54.1728
2021-03-24,55.3093
2021-03-25,57.9906
2021-03-26,60.0334
2021-03-27,60.0334
2021-03-28,60.0334
2021-03-29,58.6805
2021-03-30,59.7884
2021-03-31,56.0951
2021-04-01,57.3934
2021-04-02,57.3934
2021-04-03,57.3934
2021-04-04,57.3934
2021-04-05,57.507
2021-04-06,59.0019
2021-04-07,54.8579
2021-04-08,55.2789
2021-04-09,56.4857
2021-04-10,56.4857
2021-04-11,56.4857
2021-04-12,58.7156
2021-04-13,55.8545
2021-04-14,56.0605
2021-04-15,56.6621
2021-04-16,56.9537
2021-04-17,56.9537
2021-04-18,56.9537
2021-04-19,55.997
2021-04-20,54.798
2021-04-21,56.1132
2021-04-22,54.3183
2021-04-23,56.2258
2021-04-24,56.2258
2021-04-25,56.2258
2021-04-26,57.6959
2021-04-27,58.023
2021-04-28,59.0867
2021-04-29,59.3869
2021-04-30,56.023
2021-05-01,56.023
2021-05-02,56.023
2021-05-03,59.651
2021-05-04,59.1219
2021-05-05,61.3632
2021-05-06,60.4909
2021-05-07,62.0652
2021-05-08,62.0652
2021-05-09,62.0652
2021-05-10,57.2009
2021-05-11,57.7887
2021-05-12,53.2339
2021-05-13,55.7879
2021-05-14,56.7923
2021-05-15,56.7923
2021-05-16,56.7923
2021-05-17,55.3595
2021-05-18,54.3008
2021-05-19,52.3565
2021-05-20,56.0278
2021-05-21,55.3381
2021-05-22,55.3381
2021-05-23,55.3381
2021-05-24,52.1123
2021-05-25,49.9366
2021-05-26,52.7732
2021-05-27,53.1524
2021-05-28,51.372
2021-05-29,51.372
2021-05-30,51.372
2021-05-31,51.372
2021-06-01,52.3945
2021-06-02,49.0248
2021-06-03,50.0347
2021-06-04,49.4158
2021-06-05,49.4158
2021-06-06,49.4158
2021-06-07,47.4295
2021-06-08,49.2326
2021-06-09,49.7257
2021-06-10,52.6897
2021-06-11,55.4697
2021-06-12,55.4697
2021-06-13,55.4697
2021-06-14,52.7227
2021-06-15,54.478
2021-06-16,56.2888
2021-06-17,53.5733
2021-06-18,49.3815
2021-06-19,49.3815
2021-06-20,49.3815
2021-06-21,52.1882
2021-06-22,53.0309
2021-06-23,51.859
2021-06-24,52.2066
2021-06-25,51.2227
2021-06-26,51.2227
2021-06-27,51.2227
2021-06-28,51.9513
2021-06-29,49.4021
2021-06-30,49.9321
2021-07-01,50.3734
2021-07-02,48.8156
2021-07-03,48.8156
2021-07-04,48.8156
2021-07-05,48.8156
2021-07-06,48.1012
2021-07-07,49.3402
2021-07-08,48.6113
2021-07-09,50.2944
2021-07-10,50.2944
2021-07-11,50.2944
2021-07-12,51.6004
2021-07-13,50.029
2021-07-14,49.0193
2021-07-15,48.3366
2021-07-16,47.9164
2021-07-17,47.9164
2021-07-18,47.9164
2021-07-19,45.756
2021-07-20,47.8571
2021-07-21,48.81
2021-07-22,49.2652
2021-07-23,49.4313
2021-07-24,49.4313
2021-07-25,49.4313
2021-07-26,51.1841
2021-07-27,51.7715
2021-07-28,52.5587
2021-07-29,53.8574
2021-07-30,53.5353
2021-07-31,53.5353
2021-08-01,53.5353
2021-08-02,52.2422
2021-08-03,54.0163
2021-08-04,52.3866
2021-08-05,53.245
2021-08-06,53.9662
2021-08-07,53.9662
2021-08-08,53.9662
2021-08-09,54.2789
2021-08-10,54.0048
2021-08-11,55.8156
2021-08-12,57.6258
2021-08-13,56.5287
2021-08-14,56.5287
2021-08-15,56.5287
2021-08-16,56.8409
2021-08-17,53.7561
2021-08-18,53.7344
2021-08-19,52.2292
2021-08-20,52.2073
2021-08-21,52.2073
2021-08-22,52.2073
2021-08-23,52.3315
2021-08-24,52.523
2021-08-25,54.8769
2021-08-26,51.357
2021-08-27,54.9958
2021-08-28,54.9958
2021-08-29,54.9958
2021-08-30,52.7123
2021-08-31,52.4281
2021-09-01,54.5349
2021-09-02,59.2227
2021-09-03,63.6059
2021-09-04,63.6059
2021-09-05,63.6059
2021-09-06,63.6059
2021-09-07,55.3756
2021-09-08,54.9797
2021-09-09,54.2863
2021-09-10,53.6781
2021-09-11,53.6781
2021-09-12,53.6781
2021-09-13,54.3988
2021-09-14,53.1071
2021-09-15,58.2229
2021-09-16,52.9341
2021-09-17,53.2595
2021-09-18,53.2595
2021-09-19,53.2595
2021-09-20,50.4085
2021-09-21,51.1394
2021-09-22,52.6298
2021-09-23,54.3381
2021-09-24,53.3007
2021-09-25,53.3007
2021-09-26,53.3007
2021-09-27,55.0752
2021-09-28,56.3757
2021-09-29,57.1235
2021-09-30,55.0247
2021-10-01,55.4407
2021-10-02,55.4407
2021-10-03,55.4407
2021-10-04,56.292
2021-10-05,58.2465
2021-10-06,57.1307
2021-10-07,59.9959
2021-10-08,58.5995
2021-10-09,58.5995
2021-10-10,58.5995
2021-10-11,58.7533
2021-10-12,60.6906
2021-10-13,59.4211
2021-10-14,52.3502
2021-10-15,51.194
2021-10-16,51.194
2021-10-17,51.194
2021-10-18,49.6445
2021-10-19,49.326
2021-10-20,51.6674
2021-10-21,50.6233
2021-10-22,50.0421
2021-10-23,50.0421
2021-10-24,50.0421
2021-10-25,51.1688
2021-10-26,51.6991
2021-10-27,51.0008
2021-10-28,53.2295
2021-10-29,53.0606
2021-10-30,53.0606
2021-10-31,53.0606
2021-11-01,53.129
2021-11-02,53.2523
2021-11-03,55.6983
2021-11-04,56.2816
2021-11-05,58.9792
2021-11-06,58.9792
2021-11-07,58.9792
2021-11-08,59.3782
2021-11-09,61.2236
2021-11-10,60.5756
2021-11-11,62.3288
2021-11-12,58.5489
2021-11-13,58.5489
2021-11-14,58.5489
2021-11-15,59.67
2021-11-16,59.3335
2021-11-17,58.6041
2021-11-18,57.6646
2021-11-19,55.8133
2021-11-20,55.8133
2021-11-21,55.8133
2021-11-22,57.8288
2021-11-23,59.1835
2021-11-24,57.6373
2021-11-25,57.6373
2021-11-26,50.668
2021-11-27,50.668
2021-11-28,50.668
2021-11-29,45.2561
2021-11-30,39.7345
2021-12-01,39.5397
2021-12-02,44.6284
2021-12-03,43.3023
2021-12-04,43.3023
2021-12-05,43.3023
2021-12-06,45.1535
2021-12-07,43.2368
2021-12-08,43.4227
2021-12-09,45.4394
2021-12-10,43.3227
2021-12-11,43.3227
2021-12-12,43.3227
2021-12-13,41.8269
2021-12-14,40.3373
2021-12-15,43.4779
2021-12-16,46.1844
2021-12-17,44.0913
2021-12-18,44.0913
2021-12-19,44.0913
2021-12-20,40.7454
2021-12-21,42.7995
2021-12-22,42.6454
2021-12-23,42.6618
2021-12-24,42.6618
2021-12-25,42.6618
2021-12-26,42.6618
2021-12-27,44.836
2021-12-28,44.8686
2021-12-29,46.373
2021-12-30,46.2311
2021-12-31,46.5188
2022-01-01,46.5188
2022-01-02,46.5188
2022-01-03,46.188
2022-01-04,46.1263
2022-01-05,47.9949
2022-01-06,47.0374
2022-01-07,47.2772
2022-01-08,47.2772
2022-01-09,47.2772
2022-01-10,47.5229
2022-01-11,48.9432
2022-01-12,48.4369
2022-01-13,49.5174
2022-01-14,50.3817
2022-01-15,50.3817
2022-01-16,50.3817
2022-01-17,50.3817
2022-01-18,47.2047
2022-01-19,49.405
2022-01-20,48.06
2022-01-21,45.4156
2022-01-22,45.4156
2022-01-23,45.4156
2022-01-24,49.0015
2022-01-25,47.2515
2022-01-26,46.4353
2022-01-27,43.8603
2022-01-28,46.0701
2022-01-29,46.0701
2022-01-30,46.0701
2022-01-31,47.2286
2022-02-01,48.0113
2022-02-02,46.6315
2022-02-03,44.6487
2022-02-04,43.7735
2022-02-05,43.7735
2022-02-06,43.7735
2022-02-07,42.7182
2022-02-08,44.0103
2022-02-09,43.1655
2022-02-10,41.0941
2022-02-11,40.9862
2022-02-12,40.9862
2022-02-13,40.9862
2022-02-14,41.9325
2022-02-15,51.0405
2022-02-16,49.1118
2022-02-17,48.1055
2022-02-18,48.8169
2022-02-19,48.8169
2022-02-20,48.8169
2022-02-21,48.8169
2022-02-22,46.9046
2022-02-23,43.9322
2022-02-24,42.4958
2022-02-25,46.4308
2022-02-26,46.4308
2022-02-27,46.4308
2022-02-28,46.0668
2022-03-01,41.9035
2022-03-02,44.6996
2022-03-03,46.4923
2022-03-04,49.2746
2022-03-05,49.2746
2022-03-06,49.2746
2022-03-07,46.2868
2022-03-08,44.5823
2022-03-09,48.9294
2022-03-10,49.1745
2022-03-11,48.6769
2022-03-12,48.6769
2022-03-13,48.6769
2022-03-14,49.2837
2022-03-15,49.4383
2022-03-16,52.4005
2022-03-17,53.5553
2022-03-18,56.8325
2022-03-19,56.8325
2022-03-20,56.8325
2022-03-21,55.4281
2022-03-22,56.0303
2022-03-23,53.0171
2022-03-24,53.2869
2022-03-25,57.5116
2022-03-26,57.5116
2022-03-27,57.5116
2022-03-28,55.2833
2022-03-29,57.3425
2022-03-30,55.8117
2022-03-31,56.5816
2022-04-01,53.9209
2022-04-02,53.9209
2022-04-03,53.9209
2022-04-04,51.0932
2022-04-05,50.2749
2022-04-06,49.569
2022-04-07,49.4225
2022-04-08,51.1838
2022-04-09,51.1838
2022-04-10,51.1838
2022-04-11,50.5663
2022-04-12,51.8434
2022-04-13,53.6786
2022-04-14,52.2721
2022-04-15,52.2721
2022-04-16,52.2721
2022-04-17,52.2721
2022-04-18,50.4744
2022-04-19,53.3668
2022-04-20,55.2075
2022-04-21,54.7074
2022-04-22,52.1187
2022-04-23,52.1187
2022-04-24,52.1187
2022-04-25,49.9504
2022-04-26,47.5969
2022-04-27,48.6173
2022-04-28,49.3439
2022-04-29,47.7248
2022-04-30,47.7248
2022-05-01,47.7248
2022-05-02,47.0363
2022-05-03,47.569
2022-05-04,49.805
2022-05-05,47.9669
2022-05-06,45.7505
2022-05-07,45.7505
2022-05-08,45.7505
2022-05-09,44.4421
2022-05-10,45.3462
2022-05-11,44.6097
2022-05-12,44.4049
2022-05-13,45.6585
2022-05-14,45.6585
2022-05-15,45.6585
2022-05-16,47.8241
2022-05-17,50.7758
2022-05-18,47.2414
2022-05-19,47.1659
2022-05-20,46.7487
2022-05-21,46.7487
2022-05-22,46.7487
2022-05-23,48.9296
2022-05-24,50.1531
2022-05-25,51.1808
2022-05-26,52.9294
2022-05-27,49.5944
2022-05-28,49.5944
2022-05-29,49.5944
2022-05-30,49.5944
2022-05-31,50.5482
2022-06-01,49.8583
2022-06-02,52.5698
2022-06-03,50.4775
2022-06-04,50.4775
2022-06-05,50.4775
2022-06-06,52.497
2022-06-07,53.6065
2022-06-08,51.7651
2022-06-09,56.8045
2022-06-10,56.8982
2022-06-11,56.8982
2022-06-12,56.8982
2022-06-13,50.6905
2022-06-14,49.649
2022-06-15,50.97
2022-06-16,47.5333
2022-06-17,49.5525
2022-06-18,49.5525
2022-06-19,49.5525
2022-06-20,49.5525
2022-06-21,52.0243
2022-06-22,50.91
2022-06-23,54.7612
2022-06-24,57.1548
2022-06-25,57.1548
2022-06-26,57.1548
2022-06-27,58.2684
2022-06-28,54.3885
2022-06-29,54.7124
2022-06-30,53.7328
2022-07-01,54.7339
2022-07-02,54.7339
2022-07-03,54.7339
2022-07-04,54.7339
2022-07-05,52.6848
2022-07-06,51.8612
2022-07-07,52.3746
2022-07-08,50.983
2022-07-09,50.983
2022-07-10,50.983
2022-07-11,52.4836
2022-07-12,53.2648
2022-07-13,52.5746
2022-07-14,52.8189
2022-07-15,54.0296
2022-07-16,54.0296
2022-07-17,54.0296
2022-07-18,54.39
2022-07-19,57.7349
2022-07-20,58.1255
2022-07-21,60.2895
2022-07-22,60.4133
2022-07-23,60.4133
2022-07-24,60.4133
2022-07-25,60.9297
2022-07-26,58.5403
2022-07-27,60.529
2022-07-28,61.7252
2022-07-29,62.3938
2022-07-30,62.3938
2022-07-31,62.3938
2022-08-01,62.271
2022-08-02,60.8873
2022-08-03,60.5136
2022-08-04,58.7521
2022-08-05,58.0528
2022-08-06,58.0528
2022-08-07,58.0528
2022-08-08,59.8694
2022-08-09,60.5481
2022-08-10,61.3096
2022-08-11,62.7291
2022-08-12,63.2972
2022-08-13,63.2972
2022-08-14,63.2972
2022-08-15,61.9256
2022-08-16,62.3547
2022-08-17,60.2024
2022-08-18,60.9749
2022-08-19,59.0454
2022-08-20,59.0454
2022-08-21,59.0454
2022-08-22,57.5254
2022-08-23,56.2072
2022-08-24,55.4497
2022-08-25,56.5194
2022-08-26,51.9197
2022-08-27,51.9197
2022-08-28,51.9197
2022-08-29,51.6758
2022-08-30,52.4083
2022-08-31,48.8596
2022-09-01,46.0034
2022-09-02,48.9519
2022-09-03,48.9519
2022-09-04,48.9519
2022-09-05,48.9519
2022-09-06,47.9699
2022-09-07,50.6624
2022-09-08,49.67
2022-09-09,51.5235
2022-09-10,51.5235
2022-09-11,51.5235
2022-09-12,52.6245
2022-09-13,49.5697
2022-09-14,48.6387
2022-09-15,49.4185
2022-09-16,47.1241
2022-09-17,47.1241
2022-09-18,47.1241
2022-09-19,52.9227
2022-09-20,48.2416
2022-09-21,48.6561
2022-09-22,45.5873
2022-09-23,44.4568
2022-09-24,44.4568
2022-09-25,44.4568
2022-09-26,44.3072
2022-09-27,41.7911
2022-09-28,44.4868
2022-09-29,42.4665
2022-09-30,44.6105
2022-10-01,44.6105
2022-10-02,44.6105
2022-10-03,47.4172
2022-10-04,51.0299
2022-10-05,51.1214
2022-10-06,49.1288
2022-10-07,47.0366
2022-10-08,47.0366
2022-10-09,47.0366
2022-10-10,48.8052
2022-10-11,52.071
2022-10-12,49.9404
2022-10-13,49.2061
2022-10-14,49.7057
2022-10-15,49.7057
2022-10-16,49.7057
2022-10-17,53.5185
2022-10-18,56.6789
2022-10-19,55.6994
2022-10-20,54.7854
2022-10-21,58.681
2022-10-22,58.681
2022-10-23,58.681
2022-10-24,60.0325
2022-10-25,60.797
2022-10-26,60.1148
2022-10-27,58.7338
2022-10-28,61.3716
2022-10-29,61.3716
2022-10-30,61.3716
2022-10-31,56.6517
2022-11-01,56.1364
2022-11-02,54.8996
2022-11-03,56.1396
2022-11-04,59.7065
2022-11-05,59.7065
2022-11-06,59.7065
2022-11-07,60.5551
2022-11-08,59.7704
2022-11-09,57.697
2022-11-10,60.234
2022-11-11,60.6804
2022-11-12,60.6804
2022-11-13,60.6804
2022-11-14,62.046
2022-11-15,62.6691
2022-11-16,62.561
2022-11-17,62.2465
2022-11-18,62.8041
2022-11-19,62.8041
2022-11-20,62.8041
2022-11-21,63.2736
2022-11-22,64.9802
2022-11-23,64.4336
2022-11-24,64.4336
2022-11-25,64.2886
2022-11-26,64.2886
2022-11-27,64.2886
2022-11-28,61.1364
2022-11-29,61.5765
2022-11-30,56.3003
2022-12-01,57.9766
2022-12-02,60.1359
2022-12-03,60.1359
2022-12-04,60.1359
2022-12-05,57.5737
2022-12-06,58.6372
2022-12-07,58.2059
2022-12-08,52.438
2022-12-09,51.0358
2022-12-10,51.0358
2022-12-11,51.0358
2022-12-12,54.0302
2022-12-13,53.2155
2022-12-14,55.9145
2022-12-15,52.939
2022-12-16,53.019
2022-12-17,53.019
2022-12-18,53.019
2022-12-19,53.1289
2022-12-20,53.8546
2022-12-21,56.7333
2022-12-22,55.4737
2022-12-23,56.8684
2022-12-24,56.8684
2022-12-25,56.8684
2022-12-26,56.8684
2022-12-27,59.1097
2022-12-28,56.0627
2022-12-29,57.702
2022-12-30,57.4519
2022-12-31,57.4519
2023-01-01,57.4519
2023-01-02,57.4519
2023-01-03,57.755
2023-01-04,58.3559
2023-01-05,58.2101
2023-01-06,56.833
2023-01-07,56.833
2023-01-08,56.833
2023-01-09,57.099
2023-01-10,58.6793
2023-01-11,58.7895
2023-01-12,61.1224
2023-01-13,62.216
2023-01-14,62.216
2023-01-15,62.216
2023-01-16,62.216
2023-01-17,59.3253
2023-01-18,56.7855
2023-01-19,56.9704
2023-01-20,57.52
2023-01-21,57.52
2023-01-22,57.52
2023-01-23,55.9255
2023-01-24,55.8279
2023-01-25,56.4724
2023-01-26,58.4312
2023-01-27,57.2445
2023-01-28,57.2445
2023-01-29,57.2445
2023-01-30,57.8963
2023-01-31,60.6724
2023-02-01,60.8571
2023-02-02,63.0256
2023-02-03,60.6351
2023-02-04,60.6351
2023-02-05,60.6351
2023-02-06,60.7918
2023-02-07,60.4974
2023-02-08,57.5689
2023-02-09,54.0619
2023-02-10,54.9094
2023-02-11,54.9094
2023-02-12,54.9094
2023-02-13,57.3361
2023-02-14,57.8456
2023-02-15,59.4693
2023-02-16,58.8123
2023-02-17,59.5216
2023-02-18,59.5216
2023-02-19,59.5216
2023-02-20,59.5216
2023-02-21,51.9203
2023-02-22,53.7625
2023-02-23,54.8765
2023-02-24,54.9081
2023-02-25,54.9081
2023-02-26,54.9081
2023-02-27,55.0712
2023-02-28,55.9445
2023-03-01,59.0661
2023-03-02,45.4948
2023-03-03,47.3904
2023-03-04,47.3904
2023-03-05,47.3904
2023-03-06,44.0187
2023-03-07,43.0114
2023-03-08,41.6727
2023-03-09,39.914
2023-03-10,38.8803
2023-03-11,38.8803
2023-03-12,38.8803
2023-03-13,39.4946
2023-03-14,39.5993
2023-03-15,38.231
2023-03-16,40.7639
2023-03-17,40.9755
2023-03-18,40.9755
2023-03-19,40.9755
2023-03-20,44.7522
