,VECO US Equity
2021-11-16,64.0137
2021-11-17,62.2481
2021-11-18,61.8828
2021-11-19,61.6955
2021-11-20,61.6955
2021-11-21,61.6955
2021-11-22,62.783
2021-11-23,64.1009
2021-11-24,64.7285
2021-11-25,64.7285
2021-11-26,57.185
2021-11-27,57.185
2021-11-28,57.185
2021-11-29,58.7878
2021-11-30,58.8674
2021-12-01,56.3874
2021-12-02,56.6451
2021-12-03,56.2441
2021-12-04,56.2441
2021-12-05,56.2441
2021-12-06,55.8351
2021-12-07,59.2503
2021-12-08,59.6639
2021-12-09,56.5183
2021-12-10,55.156
2021-12-11,55.156
2021-12-12,55.156
2021-12-13,51.9196
2021-12-14,52.1616
2021-12-15,54.9305
2021-12-16,50.3801
2021-12-17,52.4408
2021-12-18,52.4408
2021-12-19,52.4408
2021-12-20,53.5495
2021-12-21,55.3994
2021-12-22,55.3464
2021-12-23,57.1294
2021-12-24,57.1294
2021-12-25,57.1294
2021-12-26,57.1294
2021-12-27,59.3672
2021-12-28,59.0257
2021-12-29,62.3833
2021-12-30,63.0447
2021-12-31,63.1153
2022-01-01,63.1153
2022-01-02,63.1153
2022-01-03,70.5634
2022-01-04,63.702
2022-01-05,60.2147
2022-01-06,60.3034
2022-01-07,55.2079
2022-01-08,55.2079
2022-01-09,55.2079
2022-01-10,54.7295
2022-01-11,61.3918
2022-01-12,64.352
2022-01-13,62.123
2022-01-14,65.0455
2022-01-15,65.0455
2022-01-16,65.0455
2022-01-17,65.0455
2022-01-18,60.0039
2022-01-19,53.1813
2022-01-20,50.5785
2022-01-21,49.7559
2022-01-22,49.7559
2022-01-23,49.7559
2022-01-24,52.2178
2022-01-25,49.7231
2022-01-26,50.6534
2022-01-27,47.0058
2022-01-28,48.3399
2022-01-29,48.3399
2022-01-30,48.3399
2022-01-31,50.8974
2022-02-01,50.9698
2022-02-02,50.482
2022-02-03,48.3164
2022-02-04,49.2847
2022-02-05,49.2847
2022-02-06,49.2847
2022-02-07,49.1046
2022-02-08,51.1866
2022-02-09,52.5341
2022-02-10,52.6617
2022-02-11,50.7434
2022-02-12,50.7434
2022-02-13,50.7434
2022-02-14,50.2975
2022-02-15,53.7897
2022-02-16,55.3041
2022-02-17,49.6807
2022-02-18,49.0083
2022-02-19,49.0083
2022-02-20,49.0083
2022-02-21,49.0083
2022-02-22,47.1501
2022-02-23,47.8499
2022-02-24,51.4321
2022-02-25,51.7017
2022-02-26,51.7017
2022-02-27,51.7017
2022-02-28,53.2871
2022-03-01,50.8434
2022-03-02,53.1621
2022-03-03,53.135
2022-03-04,50.9142
2022-03-05,50.9142
2022-03-06,50.9142
2022-03-07,50.1822
2022-03-08,51.244
2022-03-09,53.7085
2022-03-10,52.3266
2022-03-11,50.4727
2022-03-12,50.4727
2022-03-13,50.4727
2022-03-14,48.8132
2022-03-15,50.5477
2022-03-16,53.207
2022-03-17,54.1369
2022-03-18,53.8248
2022-03-19,53.8248
2022-03-20,53.8248
2022-03-21,52.7663
2022-03-22,51.9382
2022-03-23,51.5629
2022-03-24,53.1261
2022-03-25,53.7122
2022-03-26,53.7122
2022-03-27,53.7122
2022-03-28,51.5015
2022-03-29,54.4005
2022-03-30,49.9775
2022-03-31,48.185
2022-04-01,46.6789
2022-04-02,46.6789
2022-04-03,46.6789
2022-04-04,47.7489
2022-04-05,45.9902
2022-04-06,44.5592
2022-04-07,45.3346
2022-04-08,44.1552
2022-04-09,44.1552
2022-04-10,44.1552
2022-04-11,42.237
2022-04-12,41.9345
2022-04-13,42.6212
2022-04-14,40.5204
2022-04-15,40.5204
2022-04-16,40.5204
2022-04-17,40.5204
2022-04-18,40.4277
2022-04-19,41.6356
2022-04-20,43.2676
2022-04-21,41.4923
2022-04-22,40.4288
2022-04-23,40.4288
2022-04-24,40.4288
2022-04-25,41.2432
2022-04-26,39.2636
2022-04-27,38.4032
2022-04-28,40.9016
2022-04-29,40.1928
2022-04-30,40.1928
2022-05-01,40.1928
2022-05-02,41.1388
2022-05-03,42.7249
2022-05-04,46.3927
2022-05-05,43.9911
2022-05-06,43.2111
2022-05-07,43.2111
2022-05-08,43.2111
2022-05-09,41.3407
2022-05-10,34.9531
2022-05-11,39.0802
2022-05-12,39.7292
2022-05-13,41.8649
2022-05-14,41.8649
2022-05-15,41.8649
2022-05-16,41.3881
2022-05-17,43.506
2022-05-18,41.3844
2022-05-19,40.9753
2022-05-20,40.6906
2022-05-21,40.6906
2022-05-22,40.6906
2022-05-23,40.6232
2022-05-24,38.284
2022-05-25,39.3311
2022-05-26,41.8968
2022-05-27,43.9103
2022-05-28,43.9103
2022-05-29,43.9103
2022-05-30,43.9103
2022-05-31,43.0897
2022-06-01,43.1866
2022-06-02,45.8572
2022-06-03,44.3179
2022-06-04,44.3179
2022-06-05,44.3179
2022-06-06,44.6064
2022-06-07,45.8009
2022-06-08,44.5911
2022-06-09,43.4051
2022-06-10,41.8692
2022-06-11,41.8692
2022-06-12,41.8692
2022-06-13,39.035
2022-06-14,38.9205
2022-06-15,40.8241
2022-06-16,38.3512
2022-06-17,38.6414
2022-06-18,38.6414
2022-06-19,38.6414
2022-06-20,38.6414
2022-06-21,40.9765
2022-06-22,40.0784
2022-06-23,39.8342
2022-06-24,42.927
2022-06-25,42.927
2022-06-26,42.927
2022-06-27,43.2429
2022-06-28,42.5127
2022-06-29,40.9497
2022-06-30,41.5525
2022-07-01,38.2223
2022-07-02,38.2223
2022-07-03,38.2223
2022-07-04,38.2223
2022-07-05,38.6844
2022-07-06,37.1511
2022-07-07,40.4332
2022-07-08,40.3066
2022-07-09,40.3066
2022-07-10,40.3066
2022-07-11,38.9931
2022-07-12,39.3078
2022-07-13,39.59
2022-07-14,40.0839
2022-07-15,42.2024
2022-07-16,42.2024
2022-07-17,42.2024
2022-07-18,41.7618
2022-07-19,45.8191
2022-07-20,49.2976
2022-07-21,51.5718
2022-07-22,49.9815
2022-07-23,49.9815
2022-07-24,49.9815
2022-07-25,48.6558
2022-07-26,47.9498
2022-07-27,50.898
2022-07-28,52.1407
2022-07-29,53.4532
2022-07-30,53.4532
2022-07-31,53.4532
2022-08-01,52.7056
2022-08-02,53.0934
2022-08-03,54.3833
2022-08-04,55.2427
2022-08-05,54.4178
2022-08-06,54.4178
2022-08-07,54.4178
2022-08-08,53.6289
2022-08-09,49.9575
2022-08-10,52.8855
2022-08-11,54.1443
2022-08-12,57.1788
2022-08-13,57.1788
2022-08-14,57.1788
2022-08-15,56.79
2022-08-16,56.3147
2022-08-17,53.6809
2022-08-18,56.0274
2022-08-19,53.9539
2022-08-20,53.9539
2022-08-21,53.9539
2022-08-22,52.3152
2022-08-23,52.0607
2022-08-24,53.82
2022-08-25,57.1359
2022-08-26,53.2535
2022-08-27,53.2535
2022-08-28,53.2535
2022-08-29,51.6771
2022-08-30,50.0124
2022-08-31,48.4933
2022-09-01,45.6836
2022-09-02,44.2703
2022-09-03,44.2703
2022-09-04,44.2703
2022-09-05,44.2703
2022-09-06,43.5591
2022-09-07,44.9498
2022-09-08,47.0796
2022-09-09,48.5885
2022-09-10,48.5885
2022-09-11,48.5885
2022-09-12,49.3692
2022-09-13,46.3018
2022-09-14,46.4792
2022-09-15,45.5762
2022-09-16,44.6176
2022-09-17,44.6176
2022-09-18,44.6176
2022-09-19,45.0419
2022-09-20,44.7838
2022-09-21,43.7464
2022-09-22,42.7226
2022-09-23,41.4069
2022-09-24,41.4069
2022-09-25,41.4069
2022-09-26,41.0643
2022-09-27,42.8865
2022-09-28,43.1084
2022-09-29,42.2591
2022-09-30,41.0542
2022-10-01,41.0542
2022-10-02,41.0542
2022-10-03,44.6802
2022-10-04,47.7161
2022-10-05,47.2385
2022-10-06,47.2385
2022-10-07,43.5432
2022-10-08,43.5432
2022-10-09,43.5432
2022-10-10,42.6387
2022-10-11,41.7093
2022-10-12,38.5718
2022-10-13,41.8003
2022-10-14,39.6732
2022-10-15,39.6732
2022-10-16,39.6732
2022-10-17,41.7047
2022-10-18,41.9628
2022-10-19,42.446
2022-10-20,43.1142
2022-10-21,45.5136
2022-10-22,45.5136
2022-10-23,45.5136
2022-10-24,45.985
2022-10-25,47.5635
2022-10-26,47.1781
2022-10-27,44.3521
2022-10-28,46.3637
2022-10-29,46.3637
2022-10-30,46.3637
2022-10-31,45.1524
2022-11-01,45.1524
2022-11-02,43.4232
2022-11-03,42.0068
2022-11-04,44.9774
2022-11-05,44.9774
2022-11-06,44.9774
2022-11-07,44.9774
2022-11-08,46.4452
2022-11-09,45.813
2022-11-10,51.9072
2022-11-11,52.4071
2022-11-12,52.4071
2022-11-13,52.4071
2022-11-14,51.2209
2022-11-15,52.3369
2022-11-16,49.4131
2022-11-17,51.9519
2022-11-18,51.7838
2022-11-19,51.7838
2022-11-20,51.7838
2022-11-21,51.4824
2022-11-22,51.218
2022-11-23,51.6461
2022-11-24,51.6461
2022-11-25,50.9523
2022-11-26,50.9523
2022-11-27,50.9523
2022-11-28,47.4361
2022-11-29,47.5297
2022-11-30,52.7933
2022-12-01,52.6128
2022-12-02,52.1517
2022-12-03,52.1517
2022-12-04,52.1517
2022-12-05,51.6367
2022-12-06,49.258
2022-12-07,48.198
2022-12-08,49.555
2022-12-09,49.0962
2022-12-10,49.0962
2022-12-11,49.0962
2022-12-12,48.8157
2022-12-13,51.2184
2022-12-14,52.9988
2022-12-15,49.8613
2022-12-16,50.514
2022-12-17,50.514
2022-12-18,50.514
2022-12-19,48.1959
2022-12-20,47.3861
2022-12-21,48.1866
2022-12-22,46.4061
2022-12-23,45.9557
2022-12-24,45.9557
2022-12-25,45.9557
2022-12-26,45.9557
2022-12-27,45.9557
2022-12-28,44.7926
2022-12-29,47.2773
2022-12-30,47.3318
2022-12-31,47.3318
2023-01-01,47.3318
2023-01-02,47.3318
2023-01-03,46.6829
2023-01-04,47.9326
2023-01-05,47.5656
2023-01-06,51.6669
2023-01-07,51.6669
2023-01-08,51.6669
2023-01-09,53.9521
2023-01-10,54.58
2023-01-11,55.4973
2023-01-12,57.9919
2023-01-13,56.0072
2023-01-14,56.0072
2023-01-15,56.0072
2023-01-16,56.0072
2023-01-17,55.4127
2023-01-18,54.692
2023-01-19,52.7407
2023-01-20,54.4229
2023-01-21,54.4229
2023-01-22,54.4229
2023-01-23,54.6254
2023-01-24,53.4582
2023-01-25,53.7274
2023-01-26,55.1755
2023-01-27,53.5074
2023-01-28,53.5074
2023-01-29,53.5074
2023-01-30,49.5717
2023-01-31,52.2681
2023-02-01,57.1533
2023-02-02,60.5828
2023-02-03,57.9246
2023-02-04,57.9246
2023-02-05,57.9246
2023-02-06,55.2532
2023-02-07,56.482
2023-02-08,53.052
2023-02-09,52.9512
2023-02-10,51.6814
2023-02-11,51.6814
2023-02-12,51.6814
2023-02-13,52.7137
2023-02-14,53.4156
2023-02-15,53.2521
2023-02-16,58.7795
2023-02-17,58.7795
2023-02-18,58.7795
2023-02-19,58.7795
2023-02-20,58.7795
2023-02-21,55.5684
2023-02-22,53.1845
2023-02-23,55.1324
2023-02-24,53.6944
2023-02-25,53.6944
2023-02-26,53.6944
2023-02-27,54.0046
2023-02-28,55.5453
2023-03-01,57.198
2023-03-02,56.8059
2023-03-03,57.4949
2023-03-04,57.4949
2023-03-05,57.4949
2023-03-06,53.9349
2023-03-07,51.4135
2023-03-08,53.2588
2023-03-09,54.2474
2023-03-10,52.0722
2023-03-11,52.0722
2023-03-12,52.0722
2023-03-13,50.5253
2023-03-14,53.5635
2023-03-15,51.9146
2023-03-16,53.9159
2023-03-17,51.9285
