,BOOM US Equity
2020-04-27,40.9603
2020-04-28,41.4423
2020-04-29,47.158
2020-04-30,44.8204
2020-05-01,43.1481
2020-05-02,43.1481
2020-05-03,43.1481
2020-05-04,43.2492
2020-05-05,42.6091
2020-05-06,40.3163
2020-05-07,40.4983
2020-05-08,46.4296
2020-05-09,46.4296
2020-05-10,46.4296
2020-05-11,45.0145
2020-05-12,44.6462
2020-05-13,43.4764
2020-05-14,44.3742
2020-05-15,44.2918
2020-05-16,44.2918
2020-05-17,44.2918
2020-05-18,49.2623
2020-05-19,47.764
2020-05-20,50.4475
2020-05-21,49.3773
2020-05-22,48.9506
2020-05-23,48.9506
2020-05-24,48.9506
2020-05-25,48.9506
2020-05-26,51.2214
2020-05-27,51.2808
2020-05-28,51.4642
2020-05-29,51.4475
2020-05-30,51.4475
2020-05-31,51.4475
2020-06-01,51.8354
2020-06-02,54.6026
2020-06-03,54.5111
2020-06-04,57.8577
2020-06-05,60.0234
2020-06-06,60.0234
2020-06-07,60.0234
2020-06-08,63.1483
2020-06-09,58.4407
2020-06-10,56.866
2020-06-11,52.7696
2020-06-12,52.0803
2020-06-13,52.0803
2020-06-14,52.0803
2020-06-15,52.6644
2020-06-16,54.2969
2020-06-17,52.8086
2020-06-18,52.8513
2020-06-19,51.5808
2020-06-20,51.5808
2020-06-21,51.5808
2020-06-22,51.1621
2020-06-23,51.8464
2020-06-24,49.2042
2020-06-25,48.8174
2020-06-26,46.6864
2020-06-27,46.6864
2020-06-28,46.6864
2020-06-29,46.246
2020-06-30,47.2925
2020-07-01,46.158
2020-07-02,47.3556
2020-07-03,47.3556
2020-07-04,47.3556
2020-07-05,47.3556
2020-07-06,48.2929
2020-07-07,45.2928
2020-07-08,45.4988
2020-07-09,42.7009
2020-07-10,43.9348
2020-07-11,43.9348
2020-07-12,43.9348
2020-07-13,43.2128
2020-07-14,43.8098
2020-07-15,47.1978
2020-07-16,46.8674
2020-07-17,47.0017
2020-07-18,47.0017
2020-07-19,47.0017
2020-07-20,47.9925
2020-07-21,51.2981
2020-07-22,50.8498
2020-07-23,51.9184
2020-07-24,50.7575
2020-07-25,50.7575
2020-07-26,50.7575
2020-07-27,52.4442
2020-07-28,53.1834
2020-07-29,54.3474
2020-07-30,52.6798
2020-07-31,51.8569
2020-08-01,51.8569
2020-08-02,51.8569
2020-08-03,53.181
2020-08-04,54.7801
2020-08-05,57.7486
2020-08-06,56.033
2020-08-07,56.799
2020-08-08,56.799
2020-08-09,56.799
2020-08-10,58.8586
2020-08-11,59.5293
2020-08-12,58.4498
2020-08-13,58.3546
2020-08-14,59.163
2020-08-15,59.163
2020-08-16,59.163
2020-08-17,57.7564
2020-08-18,56.5844
2020-08-19,57.1466
2020-08-20,60.0375
2020-08-21,57.6533
2020-08-22,57.6533
2020-08-23,57.6533
2020-08-24,60.0952
2020-08-25,60.1451
2020-08-26,59.1257
2020-08-27,60.0537
2020-08-28,61.7568
2020-08-29,61.7568
2020-08-30,61.7568
2020-08-31,58.9993
2020-09-01,60.1403
2020-09-02,60.4679
2020-09-03,61.1631
2020-09-04,61.5825
2020-09-05,61.5825
2020-09-06,61.5825
2020-09-07,61.5825
2020-09-08,57.4388
2020-09-09,58.664
2020-09-10,55.3194
2020-09-11,52.087
2020-09-12,52.087
2020-09-13,52.087
2020-09-14,50.2973
2020-09-15,49.9975
2020-09-16,53.0958
2020-09-17,53.2158
2020-09-18,55.0587
2020-09-19,55.0587
2020-09-20,55.0587
2020-09-21,50.7656
2020-09-22,50.9092
2020-09-23,45.0964
2020-09-24,46.6967
2020-09-25,47.1995
2020-09-26,47.1995
2020-09-27,47.1995
2020-09-28,49.6361
2020-09-29,51.0691
2020-09-30,51.2068
2020-10-01,48.8693
2020-10-02,51.1174
2020-10-03,51.1174
2020-10-04,51.1174
2020-10-05,53.425
2020-10-06,53.3183
2020-10-07,52.6439
2020-10-08,53.5843
2020-10-09,53.1295
2020-10-10,53.1295
2020-10-11,53.1295
2020-10-12,53.4158
2020-10-13,52.6319
2020-10-14,54.1914
2020-10-15,53.5263
2020-10-16,50.8707
2020-10-17,50.8707
2020-10-18,50.8707
2020-10-19,49.8791
2020-10-20,51.3174
2020-10-21,51.1728
2020-10-22,54.1169
2020-10-23,59.3597
2020-10-24,59.3597
2020-10-25,59.3597
2020-10-26,54.4122
2020-10-27,52.2456
2020-10-28,50.8157
2020-10-29,53.4154
2020-10-30,54.5127
2020-10-31,54.5127
2020-11-01,54.5127
2020-11-02,55.7875
2020-11-03,55.8056
2020-11-04,53.4148
2020-11-05,54.8678
2020-11-06,53.4347
2020-11-07,53.4347
2020-11-08,53.4347
2020-11-09,58.4356
2020-11-10,57.5384
2020-11-11,56.9953
2020-11-12,54.0276
2020-11-13,56.1949
2020-11-14,56.1949
2020-11-15,56.1949
2020-11-16,61.7596
2020-11-17,62.3348
2020-11-18,62.5786
2020-11-19,60.0545
2020-11-20,61.047
2020-11-21,61.047
2020-11-22,61.047
2020-11-23,63.7226
2020-11-24,63.3588
2020-11-25,62.3915
2020-11-26,62.3915
2020-11-27,60.4811
2020-11-28,60.4811
2020-11-29,60.4811
2020-11-30,58.1988
2020-12-01,59.7547
2020-12-02,61.3722
2020-12-03,61.5719
2020-12-04,64.8853
2020-12-05,64.8853
2020-12-06,64.8853
2020-12-07,64.8384
2020-12-08,65.4447
2020-12-09,64.9028
2020-12-10,67.4854
2020-12-11,65.6482
2020-12-12,65.6482
2020-12-13,65.6482
2020-12-14,65.2318
2020-12-15,66.3362
2020-12-16,61.9755
2020-12-17,62.7412
2020-12-18,60.3195
2020-12-19,60.3195
2020-12-20,60.3195
2020-12-21,57.3594
2020-12-22,56.2546
2020-12-23,57.6247
2020-12-24,56.7061
2020-12-25,56.7061
2020-12-26,56.7061
2020-12-27,56.7061
2020-12-28,55.5555
2020-12-29,54.4549
2020-12-30,55.3178
2020-12-31,54.9006
2021-01-01,54.9006
2021-01-02,54.9006
2021-01-03,54.9006
2021-01-04,56.7989
2021-01-05,62.4257
2021-01-06,65.0491
2021-01-07,66.2959
2021-01-08,63.7851
2021-01-09,63.7851
2021-01-10,63.7851
2021-01-11,64.2848
2021-01-12,66.6753
2021-01-13,63.6914
2021-01-14,65.0707
2021-01-15,60.5383
2021-01-16,60.5383
2021-01-17,60.5383
2021-01-18,60.5383
2021-01-19,61.6754
2021-01-20,61.474
2021-01-21,56.6874
2021-01-22,60.059
2021-01-23,60.059
2021-01-24,60.059
2021-01-25,58.6353
2021-01-26,58.9664
2021-01-27,57.4119
2021-01-28,60.3861
2021-01-29,65.9566
2021-01-30,65.9566
2021-01-31,65.9566
2021-02-01,63.7688
2021-02-02,64.812
2021-02-03,64.5982
2021-02-04,64.957
2021-02-05,64.4875
2021-02-06,64.4875
2021-02-07,64.4875
2021-02-08,65.698
2021-02-09,65.8002
2021-02-10,64.8409
2021-02-11,63.2705
2021-02-12,62.3607
2021-02-13,62.3607
2021-02-14,62.3607
2021-02-15,62.3607
2021-02-16,66.3635
2021-02-17,71.537
2021-02-18,64.3013
2021-02-19,66.2711
2021-02-20,66.2711
2021-02-21,66.2711
2021-02-22,68.7807
2021-02-23,64.2589
2021-02-24,64.8317
2021-02-25,63.5503
2021-02-26,61.4021
2021-02-27,61.4021
2021-02-28,61.4021
2021-03-01,62.616
2021-03-02,60.8576
2021-03-03,62.4468
2021-03-04,61.6905
2021-03-05,64.2068
2021-03-06,64.2068
2021-03-07,64.2068
2021-03-08,65.3189
2021-03-09,59.8935
2021-03-10,61.5417
2021-03-11,62.0553
2021-03-12,61.4714
2021-03-13,61.4714
2021-03-14,61.4714
2021-03-15,57.7656
2021-03-16,54.4077
2021-03-17,51.6687
2021-03-18,48.5319
2021-03-19,47.8996
2021-03-20,47.8996
2021-03-21,47.8996
2021-03-22,46.9692
2021-03-23,46.2506
2021-03-24,48.1437
2021-03-25,48.7268
2021-03-26,50.2798
2021-03-27,50.2798
2021-03-28,50.2798
2021-03-29,46.782
2021-03-30,46.9365
2021-03-31,47.5887
2021-04-01,48.7459
2021-04-02,48.7459
2021-04-03,48.7459
2021-04-04,48.7459
2021-04-05,47.8962
2021-04-06,45.7708
2021-04-07,45.6487
2021-04-08,46.5096
2021-04-09,44.9523
2021-04-10,44.9523
2021-04-11,44.9523
2021-04-12,45.6895
2021-04-13,45.5264
2021-04-14,51.5187
2021-04-15,49.2203
2021-04-16,50.4524
2021-04-17,50.4524
2021-04-18,50.4524
2021-04-19,51.0611
2021-04-20,45.9441
2021-04-21,47.1824
2021-04-22,46.3362
2021-04-23,44.3666
2021-04-24,44.3666
2021-04-25,44.3666
2021-04-26,45.6158
2021-04-27,44.8323
2021-04-28,47.0591
2021-04-29,49.5272
2021-04-30,49.1806
2021-05-01,49.1806
2021-05-02,49.1806
2021-05-03,52.4205
2021-05-04,45.4843
2021-05-05,49.8351
2021-05-06,50.1524
2021-05-07,50.9732
2021-05-08,50.9732
2021-05-09,50.9732
2021-05-10,51.6455
2021-05-11,53.3958
2021-05-12,49.3009
2021-05-13,48.1647
2021-05-14,49.0945
2021-05-15,49.0945
2021-05-16,49.0945
2021-05-17,49.5185
2021-05-18,48.3936
2021-05-19,47.3105
2021-05-20,46.8118
2021-05-21,47.3747
2021-05-22,47.3747
2021-05-23,47.3747
2021-05-24,47.8004
2021-05-25,47.7164
2021-05-26,48.5818
2021-05-27,49.7901
2021-05-28,48.6084
2021-05-29,48.6084
2021-05-30,48.6084
2021-05-31,48.6084
2021-06-01,49.9898
2021-06-02,54.0819
2021-06-03,56.6736
2021-06-04,55.8128
2021-06-05,55.8128
2021-06-06,55.8128
2021-06-07,54.3251
2021-06-08,55.9
2021-06-09,55.3131
2021-06-10,55.046
2021-06-11,55.8752
2021-06-12,55.8752
2021-06-13,55.8752
2021-06-14,57.1986
2021-06-15,56.3652
2021-06-16,54.6109
2021-06-17,50.0835
2021-06-18,48.9337
2021-06-19,48.9337
2021-06-20,48.9337
2021-06-21,51.3155
2021-06-22,49.981
2021-06-23,51.0891
2021-06-24,53.2219
2021-06-25,50.9132
2021-06-26,50.9132
2021-06-27,50.9132
2021-06-28,46.4311
2021-06-29,49.2193
2021-06-30,50.2414
2021-07-01,51.6715
2021-07-02,53.3661
2021-07-03,53.3661
2021-07-04,53.3661
2021-07-05,53.3661
2021-07-06,49.8996
2021-07-07,48.9524
2021-07-08,48.4298
2021-07-09,51.036
2021-07-10,51.036
2021-07-11,51.036
2021-07-12,51.405
2021-07-13,49.7861
2021-07-14,46.5456
2021-07-15,45.0861
2021-07-16,44.5752
2021-07-17,44.5752
2021-07-18,44.5752
2021-07-19,42.3016
2021-07-20,44.0981
2021-07-21,44.8305
2021-07-22,41.7853
2021-07-23,37.5031
2021-07-24,37.5031
2021-07-25,37.5031
2021-07-26,39.489
2021-07-27,39.4183
2021-07-28,39.9495
2021-07-29,41.1658
2021-07-30,40.2704
2021-07-31,40.2704
2021-08-01,40.2704
2021-08-02,39.8735
2021-08-03,40.2575
2021-08-04,38.7396
2021-08-05,38.6519
2021-08-06,40.7194
2021-08-07,40.7194
2021-08-08,40.7194
2021-08-09,39.9804
2021-08-10,41.3872
2021-08-11,41.1501
2021-08-12,39.9467
2021-08-13,38.4497
2021-08-14,38.4497
2021-08-15,38.4497
2021-08-16,37.6593
2021-08-17,36.8661
2021-08-18,35.9197
2021-08-19,34.8949
2021-08-20,35.7523
2021-08-21,35.7523
2021-08-22,35.7523
2021-08-23,38.1192
2021-08-24,38.9637
2021-08-25,39.0449
2021-08-26,38.4003
2021-08-27,42.9225
2021-08-28,42.9225
2021-08-29,42.9225
2021-08-30,41.5079
2021-08-31,41.6645
2021-09-01,42.929
2021-09-02,42.7016
2021-09-03,41.7032
2021-09-04,41.7032
2021-09-05,41.7032
2021-09-06,41.7032
2021-09-07,42.7378
2021-09-08,41.9795
2021-09-09,42.5671
2021-09-10,42.2288
2021-09-11,42.2288
2021-09-12,42.2288
2021-09-13,44.3577
2021-09-14,42.6382
2021-09-15,43.4357
2021-09-16,42.8199
2021-09-17,42.012
2021-09-18,42.012
2021-09-19,42.012
2021-09-20,39.738
2021-09-21,37.6193
2021-09-22,37.6588
2021-09-23,39.2902
2021-09-24,39.5893
2021-09-25,39.5893
2021-09-26,39.5893
2021-09-27,42.6862
2021-09-28,41.1888
2021-09-29,40.4349
2021-09-30,40.5756
2021-10-01,45.4835
2021-10-02,45.4835
2021-10-03,45.4835
2021-10-04,44.8742
2021-10-05,44.8928
2021-10-06,42.5716
2021-10-07,44.8411
2021-10-08,46.8161
2021-10-09,46.8161
2021-10-10,46.8161
2021-10-11,47.9481
2021-10-12,50.3075
2021-10-13,46.4123
2021-10-14,48.3873
2021-10-15,50.0027
2021-10-16,50.0027
2021-10-17,50.0027
2021-10-18,44.9391
2021-10-19,46.5325
2021-10-20,46.4202
2021-10-21,46.835
2021-10-22,50.7623
2021-10-23,50.7623
2021-10-24,50.7623
2021-10-25,50.928
2021-10-26,53.2363
2021-10-27,50.5255
2021-10-28,51.7663
2021-10-29,50.6249
2021-10-30,50.6249
2021-10-31,50.6249
2021-11-01,49.5564
2021-11-02,49.0136
2021-11-03,49.7618
2021-11-04,48.8747
2021-11-05,53.1332
2021-11-06,53.1332
2021-11-07,53.1332
2021-11-08,58.2565
2021-11-09,55.1541
2021-11-10,52.7476
2021-11-11,53.0806
2021-11-12,50.9131
2021-11-13,50.9131
2021-11-14,50.9131
2021-11-15,50.562
2021-11-16,50.9412
2021-11-17,48.3448
2021-11-18,47.5052
2021-11-19,44.6755
2021-11-20,44.6755
2021-11-21,44.6755
2021-11-22,45.6733
2021-11-23,46.6526
2021-11-24,45.6889
2021-11-25,45.6889
2021-11-26,43.5446
2021-11-27,43.5446
2021-11-28,43.5446
2021-11-29,43.5446
2021-11-30,42.8142
2021-12-01,41.4943
2021-12-02,43.8633
2021-12-03,42.1128
2021-12-04,42.1128
2021-12-05,42.1128
2021-12-06,46.9172
2021-12-07,46.8185
2021-12-08,47.4073
2021-12-09,47.9701
2021-12-10,48.3067
2021-12-11,48.3067
2021-12-12,48.3067
2021-12-13,45.591
2021-12-14,44.5289
2021-12-15,43.92
2021-12-16,45.6766
2021-12-17,48.0608
2021-12-18,48.0608
2021-12-19,48.0608
2021-12-20,44.7029
2021-12-21,50.349
2021-12-22,49.6089
2021-12-23,51.7231
2021-12-24,51.7231
2021-12-25,51.7231
2021-12-26,51.7231
2021-12-27,51.4132
2021-12-28,50.3062
2021-12-29,49.7753
2021-12-30,50.9871
2021-12-31,49.8084
2022-01-01,49.8084
2022-01-02,49.8084
2022-01-03,54.6918
2022-01-04,56.4888
2022-01-05,53.1757
2022-01-06,54.0462
2022-01-07,54.4703
2022-01-08,54.4703
2022-01-09,54.4703
2022-01-10,54.4703
2022-01-11,56.214
2022-01-12,55.667
2022-01-13,54.9709
2022-01-14,58.8973
2022-01-15,58.8973
2022-01-16,58.8973
2022-01-17,58.8973
2022-01-18,55.2138
2022-01-19,52.3969
2022-01-20,51.0275
2022-01-21,49.3522
2022-01-22,49.3522
2022-01-23,49.3522
2022-01-24,50.6572
2022-01-25,51.2625
2022-01-26,49.6192
2022-01-27,47.4431
2022-01-28,47.0966
2022-01-29,47.0966
2022-01-30,47.0966
2022-01-31,49.0069
2022-02-01,49.4512
2022-02-02,46.8426
2022-02-03,43.8806
2022-02-04,44.8913
2022-02-05,44.8913
2022-02-06,44.8913
2022-02-07,44.2591
2022-02-08,43.3933
2022-02-09,43.8979
2022-02-10,43.4118
2022-02-11,44.9331
2022-02-12,44.9331
2022-02-13,44.9331
2022-02-14,43.6597
2022-02-15,45.7139
2022-02-16,45.5437
2022-02-17,43.8099
2022-02-18,42.5783
2022-02-19,42.5783
2022-02-20,42.5783
2022-02-21,42.5783
2022-02-22,40.9567
2022-02-23,40.4769
2022-02-24,43.2483
2022-02-25,38.9609
2022-02-26,38.9609
2022-02-27,38.9609
2022-02-28,35.935
2022-03-01,33.5147
2022-03-02,34.6965
2022-03-03,33.5351
2022-03-04,34.2005
2022-03-05,34.2005
2022-03-06,34.2005
2022-03-07,36.8939
2022-03-08,39.7455
2022-03-09,41.6998
2022-03-10,44.696
2022-03-11,45.4864
2022-03-12,45.4864
2022-03-13,45.4864
2022-03-14,45.52
2022-03-15,45.4621
2022-03-16,45.8186
2022-03-17,49.2023
2022-03-18,48.4711
2022-03-19,48.4711
2022-03-20,48.4711
2022-03-21,46.6171
2022-03-22,44.3603
2022-03-23,43.4222
2022-03-24,42.4101
2022-03-25,44.7063
2022-03-26,44.7063
2022-03-27,44.7063
2022-03-28,43.7744
2022-03-29,44.3185
2022-03-30,42.7257
2022-03-31,42.7257
2022-04-01,45.8314
2022-04-02,45.8314
2022-04-03,45.8314
2022-04-04,46.9225
2022-04-05,44.1913
2022-04-06,41.7221
2022-04-07,40.0014
2022-04-08,39.5532
2022-04-09,39.5532
2022-04-10,39.5532
2022-04-11,38.0734
2022-04-12,40.1657
2022-04-13,41.1836
2022-04-14,41.8855
2022-04-15,41.8855
2022-04-16,41.8855
2022-04-17,41.8855
2022-04-18,41.7236
2022-04-19,43.1292
2022-04-20,41.3975
2022-04-21,38.9697
2022-04-22,36.1958
2022-04-23,36.1958
2022-04-24,36.1958
2022-04-25,35.3993
2022-04-26,33.8021
2022-04-27,33.5733
2022-04-28,33.7589
2022-04-29,31.7199
2022-04-30,31.7199
2022-05-01,31.7199
2022-05-02,31.1836
2022-05-03,32.7676
2022-05-04,37.8983
2022-05-05,36.4532
2022-05-06,44.3052
2022-05-07,44.3052
2022-05-08,44.3052
2022-05-09,41.6986
2022-05-10,39.9679
2022-05-11,39.4702
2022-05-12,39.7842
2022-05-13,39.709
2022-05-14,39.709
2022-05-15,39.709
2022-05-16,42.2139
2022-05-17,45.3738
2022-05-18,45.6998
2022-05-19,45.6998
2022-05-20,47.6022
2022-05-21,47.6022
2022-05-22,47.6022
2022-05-23,47.6198
2022-05-24,47.5868
2022-05-25,49.9566
2022-05-26,49.3619
2022-05-27,50.6489
2022-05-28,50.6489
2022-05-29,50.6489
2022-05-30,50.6489
2022-05-31,50.5198
2022-06-01,52.7454
2022-06-02,52.067
2022-06-03,53.89
2022-06-04,53.89
2022-06-05,53.89
2022-06-06,55.2937
2022-06-07,55.0223
2022-06-08,50.003
2022-06-09,48.3004
2022-06-10,46.2797
2022-06-11,46.2797
2022-06-12,46.2797
2022-06-13,43.0832
2022-06-14,41.5269
2022-06-15,40.9126
2022-06-16,37.013
2022-06-17,35.1735
2022-06-18,35.1735
2022-06-19,35.1735
2022-06-20,35.1735
2022-06-21,39.6958
2022-06-22,38.7792
2022-06-23,36.6106
2022-06-24,39.7406
2022-06-25,39.7406
2022-06-26,39.7406
2022-06-27,40.933
2022-06-28,40.819
2022-06-29,39.2734
2022-06-30,39.0496
2022-07-01,39.4069
2022-07-02,39.4069
2022-07-03,39.4069
2022-07-04,39.4069
2022-07-05,38.4864
2022-07-06,37.2319
2022-07-07,41.1787
2022-07-08,42.7293
2022-07-09,42.7293
2022-07-10,42.7293
2022-07-11,42.363
2022-07-12,40.9252
2022-07-13,39.4851
2022-07-14,40.4774
2022-07-15,41.5299
2022-07-16,41.5299
2022-07-17,41.5299
2022-07-18,43.7654
2022-07-19,46.3205
2022-07-20,45.7357
2022-07-21,44.8646
2022-07-22,44.8164
2022-07-23,44.8164
2022-07-24,44.8164
2022-07-25,45.9568
2022-07-26,46.2591
2022-07-27,47.6527
2022-07-28,47.3032
2022-07-29,51.2897
2022-07-30,51.2897
2022-07-31,51.2897
2022-08-01,49.3131
2022-08-02,47.2328
2022-08-03,47.0557
2022-08-04,47.564
2022-08-05,49.6636
2022-08-06,49.6636
2022-08-07,49.6636
2022-08-08,51.7571
2022-08-09,52.0757
2022-08-10,51.1304
2022-08-11,51.7606
2022-08-12,52.7841
2022-08-13,52.7841
2022-08-14,52.7841
2022-08-15,50.8316
2022-08-16,53.7672
2022-08-17,57.8373
2022-08-18,58.9154
2022-08-19,53.904
2022-08-20,53.904
2022-08-21,53.904
2022-08-22,53.0255
2022-08-23,53.0056
2022-08-24,52.6183
2022-08-25,54.8802
2022-08-26,52.6515
2022-08-27,52.6515
2022-08-28,52.6515
2022-08-29,52.7067
2022-08-30,49.5969
2022-08-31,48.9647
2022-09-01,47.3196
2022-09-02,47.5918
2022-09-03,47.5918
2022-09-04,47.5918
2022-09-05,47.5918
2022-09-06,43.3989
2022-09-07,43.9424
2022-09-08,43.2549
2022-09-09,44.7961
2022-09-10,44.7961
2022-09-11,44.7961
2022-09-12,43.6237
2022-09-13,40.2549
2022-09-14,43.4441
2022-09-15,43.9599
2022-09-16,45.0613
2022-09-17,45.0613
2022-09-18,45.0613
2022-09-19,43.6855
2022-09-20,45.8712
2022-09-21,43.4038
2022-09-22,42.7222
2022-09-23,40.5378
2022-09-24,40.5378
2022-09-25,40.5378
2022-09-26,39.7191
2022-09-27,39.7666
2022-09-28,38.572
2022-09-29,40.0907
2022-09-30,40.9434
2022-10-01,40.9434
2022-10-02,40.9434
2022-10-03,44.2058
2022-10-04,46.8914
2022-10-05,46.7024
2022-10-06,46.8133
2022-10-07,43.8136
2022-10-08,43.8136
2022-10-09,43.8136
2022-10-10,44.9159
2022-10-11,43.6966
2022-10-12,43.5483
2022-10-13,45.3001
2022-10-14,42.7971
2022-10-15,42.7971
2022-10-16,42.7971
2022-10-17,44.4213
2022-10-18,46.0752
2022-10-19,48.6361
2022-10-20,47.6988
2022-10-21,50.0168
2022-10-22,50.0168
2022-10-23,50.0168
2022-10-24,50.0596
2022-10-25,50.8005
2022-10-26,52.1188
2022-10-27,50.4011
2022-10-28,53.249
2022-10-29,53.249
2022-10-30,53.249
2022-10-31,54.908
2022-11-01,54.8837
2022-11-02,53.1341
2022-11-03,50.0832
2022-11-04,53.9687
2022-11-05,53.9687
2022-11-06,53.9687
2022-11-07,52.865
2022-11-08,53.4081
2022-11-09,51.3454
2022-11-10,53.7033
2022-11-11,54.0015
2022-11-12,54.0015
2022-11-13,54.0015
2022-11-14,52.373
2022-11-15,51.1422
2022-11-16,50.6632
2022-11-17,50.8447
2022-11-18,48.9589
2022-11-19,48.9589
2022-11-20,48.9589
2022-11-21,46.5134
2022-11-22,46.3193
2022-11-23,45.1501
2022-11-24,45.1501
2022-11-25,46.0116
2022-11-26,46.0116
2022-11-27,46.0116
2022-11-28,45.1229
2022-11-29,45.6119
2022-11-30,47.102
2022-12-01,47.7748
2022-12-02,47.3512
2022-12-03,47.3512
2022-12-04,47.3512
2022-12-05,44.996
2022-12-06,43.743
2022-12-07,43.3728
2022-12-08,43.7116
2022-12-09,41.317
2022-12-10,41.317
2022-12-11,41.317
2022-12-12,41.67
2022-12-13,44.8228
2022-12-14,44.7733
2022-12-15,43.7961
2022-12-16,42.6842
2022-12-17,42.6842
2022-12-18,42.6842
2022-12-19,41.3567
2022-12-20,42.4012
2022-12-21,42.376
2022-12-22,44.3591
2022-12-23,47.2106
2022-12-24,47.2106
2022-12-25,47.2106
2022-12-26,47.2106
2022-12-27,50.3794
2022-12-28,50.8401
2022-12-29,54.9016
2022-12-30,52.9992
2022-12-31,52.9992
2023-01-01,52.9992
2023-01-02,52.9992
2023-01-03,48.3247
2023-01-04,49.0898
2023-01-05,49.8037
2023-01-06,51.7681
2023-01-07,51.7681
2023-01-08,51.7681
2023-01-09,52.2448
2023-01-10,53.8947
2023-01-11,55.704
2023-01-12,59.0518
2023-01-13,58.4841
2023-01-14,58.4841
2023-01-15,58.4841
2023-01-16,58.4841
2023-01-17,58.8028
2023-01-18,56.0986
2023-01-19,56.4158
2023-01-20,58.3318
2023-01-21,58.3318
2023-01-22,58.3318
2023-01-23,56.3149
2023-01-24,53.3755
2023-01-25,54.0911
2023-01-26,56.1546
2023-01-27,55.5324
2023-01-28,55.5324
2023-01-29,55.5324
2023-01-30,54.8409
2023-01-31,58.7531
2023-02-01,61.3408
2023-02-02,63.5869
2023-02-03,64.1306
2023-02-04,64.1306
2023-02-05,64.1306
2023-02-06,64.4524
2023-02-07,65.0441
2023-02-08,65.0635
2023-02-09,62.7918
2023-02-10,62.2918
2023-02-11,62.2918
2023-02-12,62.2918
2023-02-13,63.5568
2023-02-14,63.4449
2023-02-15,64.312
2023-02-16,63.4556
2023-02-17,63.4159
2023-02-18,63.4159
2023-02-19,63.4159
2023-02-20,63.4159
2023-02-21,56.4049
2023-02-22,58.8094
2023-02-23,61.4783
2023-02-24,58.3245
2023-02-25,58.3245
2023-02-26,58.3245
2023-02-27,60.1317
2023-02-28,61.8434
2023-03-01,60.4358
2023-03-02,61.8158
2023-03-03,61.982
2023-03-04,61.982
2023-03-05,61.982
2023-03-06,58.772
2023-03-07,59.5758
2023-03-08,55.0999
2023-03-09,52.7801
2023-03-10,50.2448
2023-03-11,50.2448
2023-03-12,50.2448
2023-03-13,45.3361
2023-03-14,47.4404
2023-03-15,45.1804
2023-03-16,46.7597
2023-03-17,45.5127
