,OBK US Equity
2021-01-14,59.1285
2021-01-15,59.2925
2021-01-16,59.2925
2021-01-17,59.2925
2021-01-18,59.2925
2021-01-19,58.8042
2021-01-20,59.1275
2021-01-21,57.6863
2021-01-22,58.7524
2021-01-23,58.7524
2021-01-24,58.7524
2021-01-25,57.6529
2021-01-26,55.0592
2021-01-27,54.1955
2021-01-28,56.6174
2021-01-29,60.9178
2021-01-30,60.9178
2021-01-31,60.9178
2021-02-01,60.5588
2021-02-02,61.8832
2021-02-03,61.9064
2021-02-04,64.5425
2021-02-05,65.321
2021-02-06,65.321
2021-02-07,65.321
2021-02-08,65.9069
2021-02-09,62.1806
2021-02-10,60.5213
2021-02-11,58.9612
2021-02-12,61.6488
2021-02-13,61.6488
2021-02-14,61.6488
2021-02-15,61.6488
2021-02-16,62.6344
2021-02-17,63.2779
2021-02-18,59.8929
2021-02-19,61.996
2021-02-20,61.996
2021-02-21,61.996
2021-02-22,63.0208
2021-02-23,61.8822
2021-02-24,63.9677
2021-02-25,64.0947
2021-02-26,61.3362
2021-02-27,61.3362
2021-02-28,61.3362
2021-03-01,63.8789
2021-03-02,60.9718
2021-03-03,63.663
2021-03-04,66.2739
2021-03-05,69.7294
2021-03-06,69.7294
2021-03-07,69.7294
2021-03-08,72.1081
2021-03-09,72.2645
2021-03-10,73.9517
2021-03-11,74.4673
2021-03-12,74.9094
2021-03-13,74.9094
2021-03-14,74.9094
2021-03-15,72.7608
2021-03-16,69.7416
2021-03-17,69.3402
2021-03-18,70.5947
2021-03-19,71.895
2021-03-20,71.895
2021-03-21,71.895
2021-03-22,68.6543
2021-03-23,62.2502
2021-03-24,61.3648
2021-03-25,63.5124
2021-03-26,65.5257
2021-03-27,65.5257
2021-03-28,65.5257
2021-03-29,62.7432
2021-03-30,64.2812
2021-03-31,63.3521
2021-04-01,64.2789
2021-04-02,64.2789
2021-04-03,64.2789
2021-04-04,64.2789
2021-04-05,64.4523
2021-04-06,63.0703
2021-04-07,60.9031
2021-04-08,62.2283
2021-04-09,62.4879
2021-04-10,62.4879
2021-04-11,62.4879
2021-04-12,62.2519
2021-04-13,60.222
2021-04-14,61.6289
2021-04-15,61.3297
2021-04-16,60.6294
2021-04-17,60.6294
2021-04-18,60.6294
2021-04-19,59.2896
2021-04-20,54.8444
2021-04-21,56.4258
2021-04-22,54.5052
2021-04-23,57.0808
2021-04-24,57.0808
2021-04-25,57.0808
2021-04-26,57.4719
2021-04-27,55.7836
2021-04-28,55.8056
2021-04-29,59.0341
2021-04-30,60.8886
2021-05-01,60.8886
2021-05-02,60.8886
2021-05-03,61.0217
2021-05-04,62.0151
2021-05-05,63.281
2021-05-06,62.6143
2021-05-07,62.517
2021-05-08,62.517
2021-05-09,62.517
2021-05-10,60.3184
2021-05-11,60.3608
2021-05-12,60.0289
2021-05-13,61.0942
2021-05-14,61.5798
2021-05-15,61.5798
2021-05-16,61.5798
2021-05-17,61.3278
2021-05-18,57.4712
2021-05-19,56.5433
2021-05-20,57.7774
2021-05-21,59.5013
2021-05-22,59.5013
2021-05-23,59.5013
2021-05-24,58.4922
2021-05-25,54.7185
2021-05-26,56.696
2021-05-27,58.6594
2021-05-28,57.5726
2021-05-29,57.5726
2021-05-30,57.5726
2021-05-31,57.5726
2021-06-01,59.8353
2021-06-02,56.9524
2021-06-03,60.6743
2021-06-04,58.0624
2021-06-05,58.0624
2021-06-06,58.0624
2021-06-07,58.5188
2021-06-08,60.789
2021-06-09,59.2969
2021-06-10,55.0186
2021-06-11,54.9071
2021-06-12,54.9071
2021-06-13,54.9071
2021-06-14,52.3548
2021-06-15,54.6749
2021-06-16,55.5791
2021-06-17,50.9769
2021-06-18,45.9398
2021-06-19,45.9398
2021-06-20,45.9398
2021-06-21,50.4403
2021-06-22,50.7811
2021-06-23,50.4893
2021-06-24,52.0887
2021-06-25,51.6865
2021-06-26,51.6865
2021-06-27,51.6865
2021-06-28,49.3224
2021-06-29,49.14
2021-06-30,49.4782
2021-07-01,50.995
2021-07-02,48.9209
2021-07-03,48.9209
2021-07-04,48.9209
2021-07-05,48.9209
2021-07-06,46.9677
2021-07-07,47.3769
2021-07-08,46.1119
2021-07-09,48.9572
2021-07-10,48.9572
2021-07-11,48.9572
2021-07-12,49.9667
2021-07-13,47.842
2021-07-14,46.9828
2021-07-15,47.9498
2021-07-16,45.1848
2021-07-17,45.1848
2021-07-18,45.1848
2021-07-19,43.0042
2021-07-20,45.916
2021-07-21,46.6086
2021-07-22,44.3044
2021-07-23,45.565
2021-07-24,45.565
2021-07-25,45.565
2021-07-26,46.7597
2021-07-27,46.5301
2021-07-28,47.6733
2021-07-29,48.1004
2021-07-30,46.9603
2021-07-31,46.9603
2021-08-01,46.9603
2021-08-02,45.2945
2021-08-03,46.9041
2021-08-04,45.4245
2021-08-05,47.5567
2021-08-06,51.263
2021-08-07,51.263
2021-08-08,51.263
2021-08-09,50.2357
2021-08-10,50.7967
2021-08-11,51.4656
2021-08-12,50.9967
2021-08-13,49.2226
2021-08-14,49.2226
2021-08-15,49.2226
2021-08-16,49.2226
2021-08-17,47.2472
2021-08-18,45.7637
2021-08-19,45.6853
2021-08-20,47.1214
2021-08-21,47.1214
2021-08-22,47.1214
2021-08-23,49.0308
2021-08-24,48.5986
2021-08-25,47.6428
2021-08-26,45.4567
2021-08-27,48.7032
2021-08-28,48.7032
2021-08-29,48.7032
2021-08-30,47.0594
2021-08-31,49.8211
2021-09-01,49.5622
2021-09-02,49.9804
2021-09-03,49.7063
2021-09-04,49.7063
2021-09-05,49.7063
2021-09-06,49.7063
2021-09-07,49.99
2021-09-08,49.5086
2021-09-09,47.2789
2021-09-10,46.5458
2021-09-11,46.5458
2021-09-12,46.5458
2021-09-13,47.2161
2021-09-14,43.8624
2021-09-15,46.7944
2021-09-16,44.7507
2021-09-17,48.3651
2021-09-18,48.3651
2021-09-19,48.3651
2021-09-20,46.2047
2021-09-21,46.2047
2021-09-22,48.7204
2021-09-23,50.8542
2021-09-24,51.9475
2021-09-25,51.9475
2021-09-26,51.9475
2021-09-27,55.3624
2021-09-28,54.9681
2021-09-29,56.2571
2021-09-30,53.8329
2021-10-01,56.1873
2021-10-02,56.1873
2021-10-03,56.1873
2021-10-04,56.655
2021-10-05,55.5976
2021-10-06,55.151
2021-10-07,56.7275
2021-10-08,56.4753
2021-10-09,56.4753
2021-10-10,56.4753
2021-10-11,53.8905
2021-10-12,54.5683
2021-10-13,54.3169
2021-10-14,55.7624
2021-10-15,55.4598
2021-10-16,55.4598
2021-10-17,55.4598
2021-10-18,55.6775
2021-10-19,55.1596
2021-10-20,58.3361
2021-10-21,57.8423
2021-10-22,59.6954
2021-10-23,59.6954
2021-10-24,59.6954
2021-10-25,59.438
2021-10-26,58.7824
2021-10-27,54.2822
2021-10-28,56.4044
2021-10-29,57.7666
2021-10-30,57.7666
2021-10-31,57.7666
2021-11-01,60.3578
2021-11-02,60.5231
2021-11-03,63.4876
2021-11-04,59.557
2021-11-05,61.9197
2021-11-06,61.9197
2021-11-07,61.9197
2021-11-08,62.1411
2021-11-09,61.0797
2021-11-10,61.6016
2021-11-11,61.8398
2021-11-12,59.9172
2021-11-13,59.9172
2021-11-14,59.9172
2021-11-15,60.0315
2021-11-16,60.0315
2021-11-17,56.7835
2021-11-18,56.9767
2021-11-19,56.9767
2021-11-20,56.9767
2021-11-21,56.9767
2021-11-22,59.5564
2021-11-23,60.2651
2021-11-24,58.1127
2021-11-25,58.1127
2021-11-26,48.889
2021-11-27,48.889
2021-11-28,48.889
2021-11-29,46.1128
2021-11-30,44.1951
2021-12-01,43.9334
2021-12-02,49.4704
2021-12-03,47.0236
2021-12-04,47.0236
2021-12-05,47.0236
2021-12-06,49.3315
2021-12-07,47.4565
2021-12-08,47.2244
2021-12-09,45.9741
2021-12-10,44.9435
2021-12-11,44.9435
2021-12-12,44.9435
2021-12-13,42.8461
2021-12-14,43.171
2021-12-15,44.192
2021-12-16,44.266
2021-12-17,42.6008
2021-12-18,42.6008
2021-12-19,42.6008
2021-12-20,41.2763
2021-12-21,44.576
2021-12-22,45.8071
2021-12-23,47.5442
2021-12-24,47.5442
2021-12-25,47.5442
2021-12-26,47.5442
2021-12-27,49.2942
2021-12-28,50.204
2021-12-29,50.2724
2021-12-30,49.4299
2021-12-31,49.2874
2022-01-01,49.2874
2022-01-02,49.2874
2022-01-03,51.4577
2022-01-04,53.7769
2022-01-05,53.466
2022-01-06,57.2967
2022-01-07,56.2586
2022-01-08,56.2586
2022-01-09,56.2586
2022-01-10,55.538
2022-01-11,53.2263
2022-01-12,52.612
2022-01-13,54.1847
2022-01-14,54.5914
2022-01-15,54.5914
2022-01-16,54.5914
2022-01-17,54.5914
2022-01-18,51.405
2022-01-19,50.3908
2022-01-20,45.6932
2022-01-21,46.4526
2022-01-22,46.4526
2022-01-23,46.4526
2022-01-24,49.3123
2022-01-25,48.1194
2022-01-26,46.4586
2022-01-27,44.7336
2022-01-28,44.7729
2022-01-29,44.7729
2022-01-30,44.7729
2022-01-31,48.0215
2022-02-01,49.9562
2022-02-02,50.6945
2022-02-03,50.0758
2022-02-04,52.9744
2022-02-05,52.9744
2022-02-06,52.9744
2022-02-07,54.0387
2022-02-08,55.5666
2022-02-09,52.0619
2022-02-10,50.5909
2022-02-11,50.3389
2022-02-12,50.3389
2022-02-13,50.3389
2022-02-14,49.6807
2022-02-15,53.1649
2022-02-16,53.8659
2022-02-17,52.7003
2022-02-18,54.9204
2022-02-19,54.9204
2022-02-20,54.9204
2022-02-21,54.9204
2022-02-22,53.9675
2022-02-23,53.9272
2022-02-24,48.8994
2022-02-25,56.0949
2022-02-26,56.0949
2022-02-27,56.0949
2022-02-28,58.0679
2022-03-01,48.8846
2022-03-02,53.1698
2022-03-03,53.5361
2022-03-04,50.154
2022-03-05,50.154
2022-03-06,50.154
2022-03-07,47.8284
2022-03-08,47.7791
2022-03-09,49.8636
2022-03-10,48.8296
2022-03-11,50.5276
2022-03-12,50.5276
2022-03-13,50.5276
2022-03-14,51.2596
2022-03-15,51.5246
2022-03-16,52.5911
2022-03-17,51.3351
2022-03-18,50.723
2022-03-19,50.723
2022-03-20,50.723
2022-03-21,49.9601
2022-03-22,51.2723
2022-03-23,47.1248
2022-03-24,48.3677
2022-03-25,49.4793
2022-03-26,49.4793
2022-03-27,49.4793
2022-03-28,49.6563
2022-03-29,50.5525
2022-03-30,46.8698
2022-03-31,46.0297
2022-04-01,45.9747
2022-04-02,45.9747
2022-04-03,45.9747
2022-04-04,44.3837
2022-04-05,43.3666
2022-04-06,42.9911
2022-04-07,41.0979
2022-04-08,40.2573
2022-04-09,40.2573
2022-04-10,40.2573
2022-04-11,42.4349
2022-04-12,41.8465
2022-04-13,43.7533
2022-04-14,42.804
2022-04-15,42.804
2022-04-16,42.804
2022-04-17,42.804
2022-04-18,42.6351
2022-04-19,46.7635
2022-04-20,47.7529
2022-04-21,45.8383
2022-04-22,43.9294
2022-04-23,43.9294
2022-04-24,43.9294
2022-04-25,43.4473
2022-04-26,40.8554
2022-04-27,40.6968
2022-04-28,39.9742
2022-04-29,36.0066
2022-04-30,36.0066
2022-05-01,36.0066
2022-05-02,37.0047
2022-05-03,38.936
2022-05-04,41.3284
2022-05-05,38.9009
2022-05-06,39.7687
2022-05-07,39.7687
2022-05-08,39.7687
2022-05-09,39.7687
2022-05-10,39.1478
2022-05-11,38.2721
2022-05-12,38.1423
2022-05-13,37.4331
2022-05-14,37.4331
2022-05-15,37.4331
2022-05-16,37.3264
2022-05-17,42.6958
2022-05-18,40.8704
2022-05-19,38.9846
2022-05-20,39.9671
2022-05-21,39.9671
2022-05-22,39.9671
2022-05-23,41.3908
2022-05-24,42.6765
2022-05-25,42.5257
2022-05-26,43.1903
2022-05-27,46.0152
2022-05-28,46.0152
2022-05-29,46.0152
2022-05-30,46.0152
2022-05-31,46.8356
2022-06-01,48.1174
2022-06-02,53.9629
2022-06-03,51.4977
2022-06-04,51.4977
2022-06-05,51.4977
2022-06-06,52.1531
2022-06-07,52.5511
2022-06-08,52.8553
2022-06-09,46.9396
2022-06-10,46.3434
2022-06-11,46.3434
2022-06-12,46.3434
2022-06-13,46.0885
2022-06-14,47.6888
2022-06-15,48.0597
2022-06-16,45.1456
2022-06-17,45.2626
2022-06-18,45.2626
2022-06-19,45.2626
2022-06-20,45.2626
2022-06-21,49.7716
2022-06-22,48.8838
2022-06-23,46.6966
2022-06-24,47.5789
2022-06-25,47.5789
2022-06-26,47.5789
2022-06-27,49.104
2022-06-28,47.6693
2022-06-29,48.0061
2022-06-30,46.8284
2022-07-01,50.1755
2022-07-02,50.1755
2022-07-03,50.1755
2022-07-04,50.1755
2022-07-05,50.2115
2022-07-06,49.5079
2022-07-07,48.5814
2022-07-08,47.8039
2022-07-09,47.8039
2022-07-10,47.8039
2022-07-11,49.3608
2022-07-12,48.7819
2022-07-13,46.8857
2022-07-14,45.4244
2022-07-15,50.0172
2022-07-16,50.0172
2022-07-17,50.0172
2022-07-18,50.5833
2022-07-19,52.6541
2022-07-20,54.3162
2022-07-21,54.3867
2022-07-22,53.2395
2022-07-23,53.2395
2022-07-24,53.2395
2022-07-25,55.8446
2022-07-26,57.0979
2022-07-27,58.6721
2022-07-28,60.8104
2022-07-29,61.7886
2022-07-30,61.7886
2022-07-31,61.7886
2022-08-01,61.452
2022-08-02,61.4026
2022-08-03,62.0344
2022-08-04,61.0014
2022-08-05,61.4988
2022-08-06,61.4988
2022-08-07,61.4988
2022-08-08,62.3597
2022-08-09,63.2426
2022-08-10,64.5796
2022-08-11,65.923
2022-08-12,68.5841
2022-08-13,68.5841
2022-08-14,68.5841
2022-08-15,72.2218
2022-08-16,66.2271
2022-08-17,65.8373
2022-08-18,65.1921
2022-08-19,62.4178
2022-08-20,62.4178
2022-08-21,62.4178
2022-08-22,57.0027
2022-08-23,54.4976
2022-08-24,52.8204
2022-08-25,53.7901
2022-08-26,49.7085
2022-08-27,49.7085
2022-08-28,49.7085
2022-08-29,46.8209
2022-08-30,46.8572
2022-08-31,46.594
2022-09-01,46.0588
2022-09-02,43.7829
2022-09-03,43.7829
2022-09-04,43.7829
2022-09-05,43.7829
2022-09-06,45.3008
2022-09-07,46.4038
2022-09-08,47.8795
2022-09-09,49.4702
2022-09-10,49.4702
2022-09-11,49.4702
2022-09-12,48.846
2022-09-13,46.0859
2022-09-14,46.4072
2022-09-15,47.1002
2022-09-16,45.524
2022-09-17,45.524
2022-09-18,45.524
2022-09-19,49.2755
2022-09-20,48.5398
2022-09-21,48.2047
2022-09-22,45.8752
2022-09-23,44.4517
2022-09-24,44.4517
2022-09-25,44.4517
2022-09-26,44.9687
2022-09-27,43.6381
2022-09-28,44.7071
2022-09-29,41.9627
2022-09-30,39.9943
2022-10-01,39.9943
2022-10-02,39.9943
2022-10-03,41.8158
2022-10-04,47.7622
2022-10-05,46.8736
2022-10-06,46.4609
2022-10-07,43.2137
2022-10-08,43.2137
2022-10-09,43.2137
2022-10-10,43.7478
2022-10-11,42.6622
2022-10-12,42.0276
2022-10-13,49.1827
2022-10-14,50.3264
2022-10-15,50.3264
2022-10-16,50.3264
2022-10-17,54.5876
2022-10-18,53.1686
2022-10-19,51.2395
2022-10-20,46.7008
2022-10-21,48.4596
2022-10-22,48.4596
2022-10-23,48.4596
2022-10-24,49.916
2022-10-25,49.1047
2022-10-26,50.105
2022-10-27,48.1472
2022-10-28,49.4651
2022-10-29,49.4651
2022-10-30,49.4651
2022-10-31,52.2283
2022-11-01,53.3381
2022-11-02,50.3924
2022-11-03,47.8991
2022-11-04,51.642
2022-11-05,51.642
2022-11-06,51.642
2022-11-07,52.4961
2022-11-08,51.7088
2022-11-09,51.4851
2022-11-10,56.0376
2022-11-11,53.9368
2022-11-12,53.9368
2022-11-13,53.9368
2022-11-14,53.8404
2022-11-15,55.063
2022-11-16,54.9262
2022-11-17,53.3161
2022-11-18,52.2045
2022-11-19,52.2045
2022-11-20,52.2045
2022-11-21,52.8212
2022-11-22,53.165
2022-11-23,52.9473
2022-11-24,52.9473
2022-11-25,53.9551
2022-11-26,53.9551
2022-11-27,53.9551
2022-11-28,49.047
2022-11-29,47.7941
2022-11-30,49.7026
2022-12-01,48.8449
2022-12-02,47.8592
2022-12-03,47.8592
2022-12-04,47.8592
2022-12-05,44.5714
2022-12-06,43.0141
2022-12-07,42.6147
2022-12-08,41.7835
2022-12-09,43.8163
2022-12-10,43.8163
2022-12-11,43.8163
2022-12-12,42.8927
2022-12-13,38.3835
2022-12-14,37.672
2022-12-15,37.4738
2022-12-16,36.847
2022-12-17,36.847
2022-12-18,36.847
2022-12-19,36.3937
2022-12-20,35.613
2022-12-21,37.7949
2022-12-22,37.4466
2022-12-23,39.3155
2022-12-24,39.3155
2022-12-25,39.3155
2022-12-26,39.3155
2022-12-27,38.8863
2022-12-28,37.9714
2022-12-29,41.0217
2022-12-30,40.8688
2022-12-31,40.8688
2023-01-01,40.8688
2023-01-02,40.8688
2023-01-03,39.7353
2023-01-04,39.1284
2023-01-05,37.2733
2023-01-06,42.1381
2023-01-07,42.1381
2023-01-08,42.1381
2023-01-09,40.9517
2023-01-10,42.6229
2023-01-11,44.2143
2023-01-12,46.6707
2023-01-13,47.2224
2023-01-14,47.2224
2023-01-15,47.2224
2023-01-16,47.2224
2023-01-17,50.0844
2023-01-18,48.0709
2023-01-19,49.4597
2023-01-20,49.349
2023-01-21,49.349
2023-01-22,49.349
2023-01-23,51.1583
2023-01-24,50.6128
2023-01-25,51.3412
2023-01-26,52.0725
2023-01-27,44.4989
2023-01-28,44.4989
2023-01-29,44.4989
2023-01-30,44.3705
2023-01-31,46.9814
2023-02-01,50.3764
2023-02-02,53.3659
2023-02-03,54.7143
2023-02-04,54.7143
2023-02-05,54.7143
2023-02-06,52.4521
2023-02-07,52.9391
2023-02-08,51.9844
2023-02-09,49.8388
2023-02-10,50.6812
2023-02-11,50.6812
2023-02-12,50.6812
2023-02-13,52.701
2023-02-14,51.8783
2023-02-15,52.6431
2023-02-16,52.7138
2023-02-17,54.5048
2023-02-18,54.5048
2023-02-19,54.5048
2023-02-20,54.5048
2023-02-21,52.2565
2023-02-22,49.7904
2023-02-23,51.148
2023-02-24,49.1776
2023-02-25,49.1776
2023-02-26,49.1776
2023-02-27,48.2347
2023-02-28,47.8695
2023-03-01,46.9141
2023-03-02,45.4348
2023-03-03,47.2397
2023-03-04,47.2397
2023-03-05,47.2397
2023-03-06,45.9953
2023-03-07,44.3597
2023-03-08,42.9182
2023-03-09,37.6189
2023-03-10,35.7262
2023-03-11,35.7262
2023-03-12,35.7262
2023-03-13,35.2983
2023-03-14,35.7664
2023-03-15,37.994
2023-03-16,41.2852
2023-03-17,37.2491
2023-03-18,37.2491
2023-03-19,37.2491
2023-03-20,35.2271
