,WSBF US Equity
2020-06-29,49.7352
2020-06-30,51.0022
2020-07-01,49.0384
2020-07-02,48.1464
2020-07-03,48.1464
2020-07-04,48.1464
2020-07-05,48.1464
2020-07-06,48.9627
2020-07-07,46.7674
2020-07-08,45.9839
2020-07-09,44.3609
2020-07-10,46.338
2020-07-11,46.338
2020-07-12,46.338
2020-07-13,47.3566
2020-07-14,47.0792
2020-07-15,49.6466
2020-07-16,48.2792
2020-07-17,48.0869
2020-07-18,48.0869
2020-07-19,48.0869
2020-07-20,47.5966
2020-07-21,49.152
2020-07-22,49.2594
2020-07-23,50.0778
2020-07-24,49.0413
2020-07-25,49.0413
2020-07-26,49.0413
2020-07-27,47.5412
2020-07-28,53.4351
2020-07-29,56.3776
2020-07-30,56.1517
2020-07-31,54.7892
2020-08-01,54.7892
2020-08-02,54.7892
2020-08-03,55.3496
2020-08-04,54.5338
2020-08-05,54.9751
2020-08-06,55.4228
2020-08-07,57.2779
2020-08-08,57.2779
2020-08-09,57.2779
2020-08-10,57.2779
2020-08-11,57.4276
2020-08-12,57.6324
2020-08-13,56.1313
2020-08-14,56.701
2020-08-15,56.701
2020-08-16,56.701
2020-08-17,55.914
2020-08-18,54.2842
2020-08-19,53.8606
2020-08-20,54.4732
2020-08-21,54.1755
2020-08-22,54.1755
2020-08-23,54.1755
2020-08-24,56.2173
2020-08-25,55.9827
2020-08-26,55.0325
2020-08-27,55.2942
2020-08-28,54.8812
2020-08-29,54.8812
2020-08-30,54.8812
2020-08-31,53.8822
2020-09-01,54.0983
2020-09-02,54.6116
2020-09-03,55.0573
2020-09-04,55.7319
2020-09-05,55.7319
2020-09-06,55.7319
2020-09-07,55.7319
2020-09-08,51.1439
2020-09-09,50.6462
2020-09-10,50.9752
2020-09-11,49.6902
2020-09-12,49.6902
2020-09-13,49.6902
2020-09-14,52.5758
2020-09-15,51.272
2020-09-16,51.5208
2020-09-17,50.5422
2020-09-18,54.8196
2020-09-19,54.8196
2020-09-20,54.8196
2020-09-21,48.154
2020-09-22,47.5702
2020-09-23,46.836
2020-09-24,48.8766
2020-09-25,48.4916
2020-09-26,48.4916
2020-09-27,48.4916
2020-09-28,51.5704
2020-09-29,51.8757
2020-09-30,53.0987
2020-10-01,54.5187
2020-10-02,56.3188
2020-10-03,56.3188
2020-10-04,56.3188
2020-10-05,58.2994
2020-10-06,56.3843
2020-10-07,58.4036
2020-10-08,59.9496
2020-10-09,60.6431
2020-10-10,60.6431
2020-10-11,60.6431
2020-10-12,60.8344
2020-10-13,57.101
2020-10-14,54.7824
2020-10-15,57.7197
2020-10-16,58.3702
2020-10-17,58.3702
2020-10-18,58.3702
2020-10-19,58.7641
2020-10-20,59.3606
2020-10-21,58.0101
2020-10-22,60.4063
2020-10-23,61.6636
2020-10-24,61.6636
2020-10-25,61.6636
2020-10-26,56.9838
2020-10-27,56.5399
2020-10-28,60.2552
2020-10-29,61.2594
2020-10-30,58.2162
2020-10-31,58.2162
2020-11-01,58.2162
2020-11-02,59.082
2020-11-03,61.0501
2020-11-04,54.9221
2020-11-05,57.6553
2020-11-06,55.3895
2020-11-07,55.3895
2020-11-08,55.3895
2020-11-09,59.8999
2020-11-10,62.2768
2020-11-11,60.4963
2020-11-12,58.1321
2020-11-13,60.0879
2020-11-14,60.0879
2020-11-15,60.0879
2020-11-16,61.6626
2020-11-17,60.076
2020-11-18,58.4495
2020-11-19,59.5815
2020-11-20,59.7296
2020-11-21,59.7296
2020-11-22,59.7296
2020-11-23,60.1822
2020-11-24,62.3238
2020-11-25,60.4139
2020-11-26,60.4139
2020-11-27,57.9169
2020-11-28,57.9169
2020-11-29,57.9169
2020-11-30,56.7912
2020-12-01,59.2991
2020-12-02,58.7054
2020-12-03,57.3686
2020-12-04,58.6668
2020-12-05,58.6668
2020-12-06,58.6668
2020-12-07,57.9819
2020-12-08,58.5931
2020-12-09,58.6497
2020-12-10,58.4021
2020-12-11,58.7027
2020-12-12,58.7027
2020-12-13,58.7027
2020-12-14,58.0088
2020-12-15,59.7322
2020-12-16,59.1937
2020-12-17,60.0019
2020-12-18,61.1054
2020-12-19,61.1054
2020-12-20,61.1054
2020-12-21,57.7193
2020-12-22,56.752
2020-12-23,59.4967
2020-12-24,60.2255
2020-12-25,60.2255
2020-12-26,60.2255
2020-12-27,60.2255
2020-12-28,61.9375
2020-12-29,59.2971
2020-12-30,60.1456
2020-12-31,60.6906
2021-01-01,60.6906
2021-01-02,60.6906
2021-01-03,60.6906
2021-01-04,59.4754
2021-01-05,60.2357
2021-01-06,64.8917
2021-01-07,64.9435
2021-01-08,59.8675
2021-01-09,59.8675
2021-01-10,59.8675
2021-01-11,60.5062
2021-01-12,60.9156
2021-01-13,61.8508
2021-01-14,63.2165
2021-01-15,60.8684
2021-01-16,60.8684
2021-01-17,60.8684
2021-01-18,60.8684
2021-01-19,60.6819
2021-01-20,58.727
2021-01-21,58.3565
2021-01-22,60.4226
2021-01-23,60.4226
2021-01-24,60.4226
2021-01-25,60.9857
2021-01-26,56.9785
2021-01-27,51.9674
2021-01-28,53.1552
2021-01-29,52.9957
2021-01-30,52.9957
2021-01-31,52.9957
2021-02-01,53.8551
2021-02-02,55.537
2021-02-03,56.1569
2021-02-04,57.9106
2021-02-05,57.9775
2021-02-06,57.9775
2021-02-07,57.9775
2021-02-08,58.7238
2021-02-09,59.8635
2021-02-10,60.1978
2021-02-11,59.4802
2021-02-12,61.3201
2021-02-13,61.3201
2021-02-14,61.3201
2021-02-15,61.3201
2021-02-16,61.8511
2021-02-17,61.092
2021-02-18,61.3026
2021-02-19,61.731
2021-02-20,61.731
2021-02-21,61.731
2021-02-22,62.7964
2021-02-23,66.4081
2021-02-24,66.7657
2021-02-25,62.4127
2021-02-26,54.8228
2021-02-27,54.8228
2021-02-28,54.8228
2021-03-01,55.8899
2021-03-02,56.8735
2021-03-03,61.2759
2021-03-04,60.0806
2021-03-05,62.3594
2021-03-06,62.3594
2021-03-07,62.3594
2021-03-08,62.6983
2021-03-09,61.4581
2021-03-10,62.2891
2021-03-11,62.3491
2021-03-12,64.0075
2021-03-13,64.0075
2021-03-14,64.0075
2021-03-15,62.5817
2021-03-16,61.1721
2021-03-17,61.4925
2021-03-18,61.6888
2021-03-19,61.0451
2021-03-20,61.0451
2021-03-21,61.0451
2021-03-22,57.7221
2021-03-23,55.1039
2021-03-24,56.0958
2021-03-25,55.8015
2021-03-26,58.6446
2021-03-27,58.6446
2021-03-28,58.6446
2021-03-29,56.4691
2021-03-30,58.7705
2021-03-31,55.5429
2021-04-01,57.257
2021-04-02,57.257
2021-04-03,57.257
2021-04-04,57.257
2021-04-05,58.4985
2021-04-06,58.207
2021-04-07,58.2787
2021-04-08,59.0061
2021-04-09,59.9541
2021-04-10,59.9541
2021-04-11,59.9541
2021-04-12,60.174
2021-04-13,55.644
2021-04-14,56.2775
2021-04-15,58.5727
2021-04-16,58.2563
2021-04-17,58.2563
2021-04-18,58.2563
2021-04-19,57.8255
2021-04-20,54.8864
2021-04-21,54.0741
2021-04-22,51.7942
2021-04-23,54.307
2021-04-24,54.307
2021-04-25,54.307
2021-04-26,51.7108
2021-04-27,47.4519
2021-04-28,48.5259
2021-04-29,49.4172
2021-04-30,47.5437
2021-05-01,47.5437
2021-05-02,47.5437
2021-05-03,50.9536
2021-05-04,50.9536
2021-05-05,47.8791
2021-05-06,49.7102
2021-05-07,50.5658
2021-05-08,50.5658
2021-05-09,50.5658
2021-05-10,50.997
2021-05-11,48.7955
2021-05-12,45.0903
2021-05-13,49.1699
2021-05-14,50.2279
2021-05-15,50.2279
2021-05-16,50.2279
2021-05-17,51.0389
2021-05-18,48.1955
2021-05-19,49.5253
2021-05-20,49.4433
2021-05-21,48.3656
2021-05-22,48.3656
2021-05-23,48.3656
2021-05-24,48.7213
2021-05-25,45.6314
2021-05-26,46.3721
2021-05-27,47.5728
2021-05-28,49.0259
2021-05-29,49.0259
2021-05-30,49.0259
2021-05-31,49.0259
2021-06-01,50.5329
2021-06-02,51.7481
2021-06-03,53.4386
2021-06-04,53.6903
2021-06-05,53.6903
2021-06-06,53.6903
2021-06-07,55.2747
2021-06-08,54.9675
2021-06-09,55.3101
2021-06-10,55.3999
2021-06-11,55.7682
2021-06-12,55.7682
2021-06-13,55.7682
2021-06-14,55.8625
2021-06-15,57.0001
2021-06-16,58.026
2021-06-17,54.1389
2021-06-18,47.7303
2021-06-19,47.7303
2021-06-20,47.7303
2021-06-21,50.0016
2021-06-22,50.293
2021-06-23,51.7479
2021-06-24,52.0383
2021-06-25,51.1884
2021-06-26,51.1884
2021-06-27,51.1884
2021-06-28,50.3378
2021-06-29,51.5861
2021-06-30,50.3852
2021-07-01,50.8159
2021-07-02,47.9116
2021-07-03,47.9116
2021-07-04,47.9116
2021-07-05,47.9116
2021-07-06,45.0507
2021-07-07,45.0507
2021-07-08,45.1715
2021-07-09,50.3109
2021-07-10,50.3109
2021-07-11,50.3109
2021-07-12,48.2322
2021-07-13,47.4215
2021-07-14,47.9868
2021-07-15,49.7743
2021-07-16,49.2274
2021-07-17,49.2274
2021-07-18,49.2274
2021-07-19,45.5992
2021-07-20,46.531
2021-07-21,49.8625
2021-07-22,48.7113
2021-07-23,52.5253
2021-07-24,52.5253
2021-07-25,52.5253
2021-07-26,51.7718
2021-07-27,50.0734
2021-07-28,53.2468
2021-07-29,54.0029
2021-07-30,53.8902
2021-07-31,53.8902
2021-08-01,53.8902
2021-08-02,52.9753
2021-08-03,56.8585
2021-08-04,55.4716
2021-08-05,56.921
2021-08-06,60.2659
2021-08-07,60.2659
2021-08-08,60.2659
2021-08-09,59.0795
2021-08-10,61.1372
2021-08-11,61.7494
2021-08-12,60.5166
2021-08-13,59.533
2021-08-14,59.533
2021-08-15,59.533
2021-08-16,57.4793
2021-08-17,54.7223
2021-08-18,53.3975
2021-08-19,51.8817
2021-08-20,53.4442
2021-08-21,53.4442
2021-08-22,53.4442
2021-08-23,53.1097
2021-08-24,54.2935
2021-08-25,53.5936
2021-08-26,53.1214
2021-08-27,56.6756
2021-08-28,56.6756
2021-08-29,56.6756
2021-08-30,54.6515
2021-08-31,55.1389
2021-09-01,55.8266
2021-09-02,54.9551
2021-09-03,54.3285
2021-09-04,54.3285
2021-09-05,54.3285
2021-09-06,54.3285
2021-09-07,53.9466
2021-09-08,53.5572
2021-09-09,52.2566
2021-09-10,51.227
2021-09-11,51.227
2021-09-12,51.227
2021-09-13,52.3203
2021-09-14,49.8785
2021-09-15,51.2414
2021-09-16,49.8395
2021-09-17,46.9409
2021-09-18,46.9409
2021-09-19,46.9409
2021-09-20,46.2453
2021-09-21,47.0569
2021-09-22,50.2917
2021-09-23,51.7554
2021-09-24,51.9991
2021-09-25,51.9991
2021-09-26,51.9991
2021-09-27,56.5409
2021-09-28,57.0662
2021-09-29,59.5926
2021-09-30,56.1732
2021-10-01,56.5855
2021-10-02,56.5855
2021-10-03,56.5855
2021-10-04,55.5052
2021-10-05,57.196
2021-10-06,57.3009
2021-10-07,57.6263
2021-10-08,57.6263
2021-10-09,57.6263
2021-10-10,57.6263
2021-10-11,57.3146
2021-10-12,58.1345
2021-10-13,56.0657
2021-10-14,55.9074
2021-10-15,56.5421
2021-10-16,56.5421
2021-10-17,56.5421
2021-10-18,55.3873
2021-10-19,54.0815
2021-10-20,51.5661
2021-10-21,53.6565
2021-10-22,54.8657
2021-10-23,54.8657
2021-10-24,54.8657
2021-10-25,57.6591
2021-10-26,56.3472
2021-10-27,55.8542
2021-10-28,56.7672
2021-10-29,58.6624
2021-10-30,58.6624
2021-10-31,58.6624
2021-11-01,59.034
2021-11-02,61.9799
2021-11-03,64.316
2021-11-04,65.318
2021-11-05,69.6394
2021-11-06,69.6394
2021-11-07,69.6394
2021-11-08,70.1884
2021-11-09,68.5401
2021-11-10,69.6066
2021-11-11,70.7128
2021-11-12,71.3296
2021-11-13,71.3296
2021-11-14,71.3296
2021-11-15,69.8087
2021-11-16,69.0472
2021-11-17,65.5344
2021-11-18,63.7681
2021-11-19,60.5599
2021-11-20,60.5599
2021-11-21,60.5599
2021-11-22,62.4131
2021-11-23,62.4131
2021-11-24,59.1104
2021-11-25,59.1104
2021-11-26,51.0122
2021-11-27,51.0122
2021-11-28,51.0122
2021-11-29,51.3687
2021-11-30,49.267
2021-12-01,51.0934
2021-12-02,56.1066
2021-12-03,53.5159
2021-12-04,53.5159
2021-12-05,53.5159
2021-12-06,56.8527
2021-12-07,54.2462
2021-12-08,54.9264
2021-12-09,54.5667
2021-12-10,55.174
2021-12-11,55.174
2021-12-12,55.174
2021-12-13,57.7998
2021-12-14,56.4072
2021-12-15,55.7754
2021-12-16,56.7771
2021-12-17,54.602
2021-12-18,54.602
2021-12-19,54.602
2021-12-20,53.3581
2021-12-21,55.5576
2021-12-22,57.6247
2021-12-23,56.5875
2021-12-24,56.5875
2021-12-25,56.5875
2021-12-26,56.5875
2021-12-27,58.2399
2021-12-28,58.1053
2021-12-29,59.2736
2021-12-30,59.3713
2021-12-31,58.2158
2022-01-01,58.2158
2022-01-02,58.2158
2022-01-03,60.0266
2022-01-04,60.9029
2022-01-05,60.9029
2022-01-06,65.649
2022-01-07,62.7348
2022-01-08,62.7348
2022-01-09,62.7348
2022-01-10,59.1601
2022-01-11,58.0649
2022-01-12,52.6455
2022-01-13,54.2878
2022-01-14,53.2139
2022-01-15,53.2139
2022-01-16,53.2139
2022-01-17,53.2139
2022-01-18,51.6862
2022-01-19,51.9059
2022-01-20,45.7685
2022-01-21,47.3503
2022-01-22,47.3503
2022-01-23,47.3503
2022-01-24,52.1928
2022-01-25,52.7666
2022-01-26,49.8769
2022-01-27,48.5031
2022-01-28,45.3638
2022-01-29,45.3638
2022-01-30,45.3638
2022-01-31,46.5222
2022-02-01,45.9722
2022-02-02,44.6083
2022-02-03,46.5759
2022-02-04,46.3865
2022-02-05,46.3865
2022-02-06,46.3865
2022-02-07,46.3865
2022-02-08,47.7507
2022-02-09,43.5477
2022-02-10,43.4577
2022-02-11,44.1733
2022-02-12,44.1733
2022-02-13,44.1733
2022-02-14,42.7733
2022-02-15,41.769
2022-02-16,39.6669
2022-02-17,39.4105
2022-02-18,38.976
2022-02-19,38.976
2022-02-20,38.976
2022-02-21,38.976
2022-02-22,39.5277
2022-02-23,38.713
2022-02-24,36.2243
2022-02-25,40.7111
2022-02-26,40.7111
2022-02-27,40.7111
2022-02-28,41.1007
2022-03-01,40.101
2022-03-02,43.3413
2022-03-03,46.683
2022-03-04,45.6874
2022-03-05,45.6874
2022-03-06,45.6874
2022-03-07,43.6645
2022-03-08,41.8394
2022-03-09,43.0702
2022-03-10,44.5275
2022-03-11,45.3714
2022-03-12,45.3714
2022-03-13,45.3714
2022-03-14,44.6685
2022-03-15,44.2631
2022-03-16,44.9096
2022-03-17,44.3771
2022-03-18,43.211
2022-03-19,43.211
2022-03-20,43.211
2022-03-21,43.9041
2022-03-22,45.1506
2022-03-23,39.7674
2022-03-24,40.8682
2022-03-25,42.8928
2022-03-26,42.8928
2022-03-27,42.8928
2022-03-28,42.4915
2022-03-29,48.0252
2022-03-30,44.0399
2022-03-31,43.8517
2022-04-01,41.9949
2022-04-02,41.9949
2022-04-03,41.9949
2022-04-04,39.7325
2022-04-05,40.6234
2022-04-06,39.9256
2022-04-07,37.6667
2022-04-08,38.2084
2022-04-09,38.2084
2022-04-10,38.2084
2022-04-11,37.6167
2022-04-12,38.0421
2022-04-13,41.221
2022-04-14,43.3141
2022-04-15,43.3141
2022-04-16,43.3141
2022-04-17,43.3141
2022-04-18,43.017
2022-04-19,46.4377
2022-04-20,46.683
2022-04-21,45.6029
2022-04-22,31.3992
2022-04-23,31.3992
2022-04-24,31.3992
2022-04-25,27.0228
2022-04-26,29.2769
2022-04-27,32.5606
2022-04-28,34.4306
2022-04-29,30.845
2022-04-30,30.845
2022-05-01,30.845
2022-05-02,33.001
2022-05-03,32.5897
2022-05-04,36.842
2022-05-05,35.7982
2022-05-06,35.4519
2022-05-07,35.4519
2022-05-08,35.4519
2022-05-09,37.5069
2022-05-10,37.5963
2022-05-11,35.8971
2022-05-12,34.9772
2022-05-13,36.0138
2022-05-14,36.0138
2022-05-15,36.0138
2022-05-16,35.7991
2022-05-17,39.7033
2022-05-18,38.1601
2022-05-19,37.4901
2022-05-20,37.097
2022-05-21,37.097
2022-05-22,37.097
2022-05-23,41.2819
2022-05-24,42.5707
2022-05-25,43.2579
2022-05-26,44.4609
2022-05-27,45.4018
2022-05-28,45.4018
2022-05-29,45.4018
2022-05-30,45.4018
2022-05-31,47.006
2022-06-01,45.9045
2022-06-02,46.1655
2022-06-03,45.41
2022-06-04,45.41
2022-06-05,45.41
2022-06-06,45.7772
2022-06-07,44.9945
2022-06-08,44.0593
2022-06-09,43.2837
2022-06-10,42.1329
2022-06-11,42.1329
2022-06-12,42.1329
2022-06-13,41.0051
2022-06-14,40.7793
2022-06-15,42.7369
2022-06-16,42.0971
2022-06-17,42.8712
2022-06-18,42.8712
2022-06-19,42.8712
2022-06-20,42.8712
2022-06-21,46.2685
2022-06-22,47.0823
2022-06-23,47.8987
2022-06-24,52.6241
2022-06-25,52.6241
2022-06-26,52.6241
2022-06-27,49.9082
2022-06-28,50.6352
2022-06-29,48.0215
2022-06-30,47.4967
2022-07-01,51.4314
2022-07-02,51.4314
2022-07-03,51.4314
2022-07-04,51.4314
2022-07-05,49.6414
2022-07-06,48.7636
2022-07-07,48.4974
2022-07-08,49.175
2022-07-09,49.175
2022-07-10,49.175
2022-07-11,48.7955
2022-07-12,49.993
2022-07-13,49.1995
2022-07-14,49.7155
2022-07-15,50.3417
2022-07-16,50.3417
2022-07-17,50.3417
2022-07-18,53.1579
2022-07-19,54.1191
2022-07-20,56.4315
2022-07-21,55.2787
2022-07-22,59.3193
2022-07-23,59.3193
2022-07-24,59.3193
2022-07-25,60.9501
2022-07-26,63.875
2022-07-27,61.8867
2022-07-28,62.8027
2022-07-29,62.0902
2022-07-30,62.0902
2022-07-31,62.0902
2022-08-01,62.9596
2022-08-02,58.8852
2022-08-03,59.4284
2022-08-04,57.7374
2022-08-05,56.1935
2022-08-06,56.1935
2022-08-07,56.1935
2022-08-08,56.2799
2022-08-09,55.9376
2022-08-10,55.9376
2022-08-11,57.2366
2022-08-12,58.2373
2022-08-13,58.2373
2022-08-14,58.2373
2022-08-15,58.4203
2022-08-16,56.9991
2022-08-17,56.1007
2022-08-18,55.2006
2022-08-19,55.932
2022-08-20,55.932
2022-08-21,55.932
2022-08-22,51.2346
2022-08-23,49.7557
2022-08-24,47.3624
2022-08-25,48.2979
2022-08-26,47.107
2022-08-27,47.107
2022-08-28,47.107
2022-08-29,45.9353
2022-08-30,44.4787
2022-08-31,44.8663
2022-09-01,44.7586
2022-09-02,43.2544
2022-09-03,43.2544
2022-09-04,43.2544
2022-09-05,43.2544
2022-09-06,39.0812
2022-09-07,41.6543
2022-09-08,42.1861
2022-09-09,43.2562
2022-09-10,43.2562
2022-09-11,43.2562
2022-09-12,44.9685
2022-09-13,41.9467
2022-09-14,42.8733
2022-09-15,44.573
2022-09-16,50.9588
2022-09-17,50.9588
2022-09-18,50.9588
2022-09-19,49.984
2022-09-20,49.014
2022-09-21,47.6328
2022-09-22,45.983
2022-09-23,44.6822
2022-09-24,44.6822
2022-09-25,44.6822
2022-09-26,45.0533
2022-09-27,38.93
2022-09-28,42.0456
2022-09-29,40.015
2022-09-30,38.4772
2022-10-01,38.4772
2022-10-02,38.4772
2022-10-03,42.1566
2022-10-04,46.8809
2022-10-05,44.7441
2022-10-06,44.499
2022-10-07,42.0382
2022-10-08,42.0382
2022-10-09,42.0382
2022-10-10,45.5548
2022-10-11,46.5139
2022-10-12,45.3567
2022-10-13,51.349
2022-10-14,49.8303
2022-10-15,49.8303
2022-10-16,49.8303
2022-10-17,50.7511
2022-10-18,50.4897
2022-10-19,49.522
2022-10-20,46.5044
2022-10-21,48.1389
2022-10-22,48.1389
2022-10-23,48.1389
2022-10-24,49.9834
2022-10-25,50.8446
2022-10-26,50.5743
2022-10-27,48.1896
2022-10-28,52.1649
2022-10-29,52.1649
2022-10-30,52.1649
2022-10-31,50.2571
2022-11-01,48.425
2022-11-02,45.8324
2022-11-03,44.6338
2022-11-04,48.7899
2022-11-05,48.7899
2022-11-06,48.7899
2022-11-07,47.9369
2022-11-08,47.0093
2022-11-09,46.853
2022-11-10,50.9059
2022-11-11,48.59
2022-11-12,48.59
2022-11-13,48.59
2022-11-14,48.1215
2022-11-15,48.2934
2022-11-16,48.8198
2022-11-17,47.895
2022-11-18,47.1392
2022-11-19,47.1392
2022-11-20,47.1392
2022-11-21,48.2653
2022-11-22,49.2896
2022-11-23,48.6554
2022-11-24,48.6554
2022-11-25,49.4248
2022-11-26,49.4248
2022-11-27,49.4248
2022-11-28,49.0447
2022-11-29,47.3495
2022-11-30,49.5541
2022-12-01,50.4324
2022-12-02,50.9235
2022-12-03,50.9235
2022-12-04,50.9235
2022-12-05,49.8006
2022-12-06,50.5189
2022-12-07,49.1673
2022-12-08,50.5363
2022-12-09,50.7474
2022-12-10,50.7474
2022-12-11,50.7474
2022-12-12,50.9639
2022-12-13,48.6415
2022-12-14,47.3655
2022-12-15,47.6025
2022-12-16,46.5192
2022-12-17,46.5192
2022-12-18,46.5192
2022-12-19,48.9241
2022-12-20,48.2507
2022-12-21,50.929
2022-12-22,50.1124
2022-12-23,51.0405
2022-12-24,51.0405
2022-12-25,51.0405
2022-12-26,51.0405
2022-12-27,52.7455
2022-12-28,52.2436
2022-12-29,55.931
2022-12-30,55.0261
2022-12-31,55.0261
2023-01-01,55.0261
2023-01-02,55.0261
2023-01-03,57.7534
2023-01-04,55.1889
2023-01-05,54.1931
2023-01-06,56.6491
2023-01-07,56.6491
2023-01-08,56.6491
2023-01-09,56.5185
2023-01-10,57.5315
2023-01-11,56.3101
2023-01-12,58.0503
2023-01-13,59.043
2023-01-14,59.043
2023-01-15,59.043
2023-01-16,59.043
2023-01-17,57.0865
2023-01-18,53.7937
2023-01-19,54.553
2023-01-20,56.1504
2023-01-21,56.1504
2023-01-22,56.1504
2023-01-23,53.6782
2023-01-24,54.1181
2023-01-25,54.1181
2023-01-26,50.1665
2023-01-27,39.6387
2023-01-28,39.6387
2023-01-29,39.6387
2023-01-30,39.8782
2023-01-31,42.9236
2023-02-01,43.0384
2023-02-02,46.9051
2023-02-03,47.3278
2023-02-04,47.3278
2023-02-05,47.3278
2023-02-06,47.8645
2023-02-07,46.6834
2023-02-08,45.0542
2023-02-09,43.7533
2023-02-10,43.1548
2023-02-11,43.1548
2023-02-12,43.1548
2023-02-13,43.4625
2023-02-14,41.8683
2023-02-15,43.8727
2023-02-16,42.3617
2023-02-17,43.7398
2023-02-18,43.7398
2023-02-19,43.7398
2023-02-20,43.7398
2023-02-21,43.7398
2023-02-22,44.5142
2023-02-23,46.1748
2023-02-24,45.2058
2023-02-25,45.2058
2023-02-26,45.2058
2023-02-27,44.4553
2023-02-28,45.1285
2023-03-01,45.0156
2023-03-02,45.5788
2023-03-03,46.8462
2023-03-04,46.8462
2023-03-05,46.8462
2023-03-06,43.798
2023-03-07,41.1355
2023-03-08,41.7219
2023-03-09,35.3474
2023-03-10,33.7472
2023-03-11,33.7472
2023-03-12,33.7472
2023-03-13,31.434
2023-03-14,36.4838
2023-03-15,37.8907
2023-03-16,42.1111
2023-03-17,38.129
2023-03-18,38.129
2023-03-19,38.129
2023-03-20,39.4949
2023-03-21,44.6558
