,TNET US Equity
2023-03-21,50.8437
2023-03-22,49.1166
2023-03-23,48.1425
2023-03-24,47.9355
2023-03-25,47.9355
2023-03-26,47.9355
2023-03-27,48.3519
2023-03-28,49.0641
2023-03-29,49.766
2023-03-30,51.3832
2023-03-31,53.827
2023-04-01,53.827
2023-04-02,53.827
2023-04-03,53.313
2023-04-04,53.8381
2023-04-05,53.6246
2023-04-06,53.039
2023-04-07,53.039
2023-04-08,53.039
2023-04-09,53.039
2023-04-10,55.1801
2023-04-11,56.6313
2023-04-12,58.3327
2023-04-13,59.7122
2023-04-14,57.7171
2023-04-15,57.7171
2023-04-16,57.7171
2023-04-17,58.7377
2023-04-18,59.0392
2023-04-19,57.5079
2023-04-20,58.1047
2023-04-21,59.381
2023-04-22,59.381
2023-04-23,59.381
2023-04-24,59.6951
2023-04-25,52.7745
2023-04-26,52.7745
2023-04-27,63.5378
2023-04-28,65.1937
2023-04-29,65.1937
2023-04-30,65.1937
2023-05-01,64.3255
2023-05-02,65.1383
2023-05-03,66.1447
2023-05-04,59.1857
2023-05-05,60.7779
2023-05-06,60.7779
2023-05-07,60.7779
2023-05-08,59.5685
2023-05-09,59.1823
2023-05-10,58.8936
2023-05-11,56.7386
2023-05-12,59.8721
2023-05-13,59.8721
2023-05-14,59.8721
2023-05-15,61.3543
2023-05-16,57.8001
2023-05-17,58.9245
2023-05-18,59.4481
2023-05-19,59.3278
2023-05-20,59.3278
2023-05-21,59.3278
2023-05-22,60.5467
2023-05-23,58.7709
2023-05-24,55.1209
2023-05-25,54.507
2023-05-26,54.8733
2023-05-27,54.8733
2023-05-28,54.8733
2023-05-29,54.8733
2023-05-30,52.8292
2023-05-31,53.4889
2023-06-01,56.7365
2023-06-02,59.8084
2023-06-03,59.8084
2023-06-04,59.8084
2023-06-05,57.8234
2023-06-06,60.0427
2023-06-07,62.1941
2023-06-08,61.6714
2023-06-09,69.0084
2023-06-10,69.0084
2023-06-11,69.0084
2023-06-12,64.3299
2023-06-13,63.8819
2023-06-14,59.7148
2023-06-15,58.4808
2023-06-16,57.8739
2023-06-17,57.8739
2023-06-18,57.8739
2023-06-19,57.8739
2023-06-20,57.6241
2023-06-21,56.946
2023-06-22,56.1284
2023-06-23,53.4733
2023-06-24,53.4733
2023-06-25,53.4733
2023-06-26,53.38
2023-06-27,53.8589
2023-06-28,53.997
2023-06-29,54.1063
2023-06-30,54.1176
2023-07-01,54.1176
2023-07-02,54.1176
2023-07-03,55.2886
2023-07-04,55.2886
2023-07-05,52.7597
2023-07-06,50.3759
2023-07-07,48.8616
2023-07-08,48.8616
2023-07-09,48.8616
2023-07-10,50.7156
2023-07-11,51.432
2023-07-12,50.0169
2023-07-13,51.0217
2023-07-14,53.8977
2023-07-15,53.8977
2023-07-16,53.8977
2023-07-17,56.8876
2023-07-18,57.3264
2023-07-19,57.0831
2023-07-20,56.6588
2023-07-21,55.0529
2023-07-22,55.0529
2023-07-23,55.0529
2023-07-24,56.2653
2023-07-25,54.3548
2023-07-26,53.1158
2023-07-27,59.0439
2023-07-28,58.2027
2023-07-29,58.2027
2023-07-30,58.2027
2023-07-31,62.6942
2023-08-01,61.8104
2023-08-02,60.4872
2023-08-03,61.0346
2023-08-04,61.0536
2023-08-05,61.0536
2023-08-06,61.0536
2023-08-07,62.1931
2023-08-08,61.8344
2023-08-09,61.0895
2023-08-10,61.3355
2023-08-11,62.2713
2023-08-12,62.2713
2023-08-13,62.2713
2023-08-14,62.8538
2023-08-15,62.6957
2023-08-16,60.9681
2023-08-17,59.8197
2023-08-18,60.4732
2023-08-19,60.4732
2023-08-20,60.4732
2023-08-21,60.3282
2023-08-22,60.1231
2023-08-23,61.7141
2023-08-24,60.0553
2023-08-25,60.6588
2023-08-26,60.6588
2023-08-27,60.6588
2023-08-28,60.9513
2023-08-29,60.366
2023-08-30,62.1055
2023-08-31,66.2151
2023-09-01,66.2573
2023-09-02,66.2573
2023-09-03,66.2573
2023-09-04,66.2573
2023-09-05,63.0219
2023-09-06,63.6797
2023-09-07,65.5691
2023-09-08,66.9803
2023-09-09,66.9803
2023-09-10,66.9803
2023-09-11,66.8334
2023-09-12,66.8549
2023-09-13,68.5017
2023-09-14,71.1794
2023-09-15,71.7951
2023-09-16,71.7951
2023-09-17,71.7951
2023-09-18,65.4135
2023-09-19,66.9573
2023-09-20,67.6051
2023-09-21,65.5142
2023-09-22,62.8278
2023-09-23,62.8278
2023-09-24,62.8278
2023-09-25,63.5522
2023-09-26,59.6401
2023-09-27,63.5959
2023-09-28,64.2009
2023-09-29,62.4014
2023-09-30,62.4014
2023-10-01,62.4014
2023-10-02,61.459
2023-10-03,58.5803
2023-10-04,60.3462
2023-10-05,60.9635
2023-10-06,63.4903
2023-10-07,63.4903
2023-10-08,63.4903
2023-10-09,64.9097
2023-10-10,63.732
2023-10-11,63.3821
2023-10-12,63.149
2023-10-13,62.9464
2023-10-14,62.9464
2023-10-15,62.9464
2023-10-16,64.2726
2023-10-17,63.3571
2023-10-18,58.6241
2023-10-19,55.0341
2023-10-20,52.5022
2023-10-21,52.5022
2023-10-22,52.5022
2023-10-23,51.0083
2023-10-24,51.813
2023-10-25,46.4489
2023-10-26,47.9367
2023-10-27,41.5234
2023-10-28,41.5234
2023-10-29,41.5234
2023-10-30,40.1979
2023-10-31,40.082
2023-11-01,38.9866
2023-11-02,40.8941
2023-11-03,42.7876
2023-11-04,42.7876
2023-11-05,42.7876
2023-11-06,42.3727
2023-11-07,45.4322
2023-11-08,44.8336
2023-11-09,47.7624
2023-11-10,49.4437
2023-11-11,49.4437
2023-11-12,49.4437
2023-11-13,50.5171
2023-11-14,53.973
2023-11-15,53.5389
2023-11-16,50.1378
2023-11-17,53.2553
2023-11-18,53.2553
2023-11-19,53.2553
2023-11-20,51.6166
2023-11-21,51.4577
2023-11-22,53.6384
2023-11-23,53.6384
2023-11-24,53.5218
2023-11-25,53.5218
2023-11-26,53.5218
2023-11-27,55.1251
2023-11-28,55.6235
2023-11-29,54.4966
2023-11-30,56.7354
2023-12-01,59.0885
2023-12-02,59.0885
2023-12-03,59.0885
2023-12-04,59.2002
2023-12-05,56.3354
2023-12-06,54.6497
2023-12-07,53.9786
2023-12-08,54.1332
2023-12-09,54.1332
2023-12-10,54.1332
2023-12-11,57.0921
2023-12-12,60.5513
2023-12-13,61.0022
2023-12-14,61.2847
2023-12-15,59.5611
2023-12-16,59.5611
2023-12-17,59.5611
2023-12-18,61.0095
2023-12-19,60.6325
2023-12-20,58.3926
2023-12-21,57.7641
2023-12-22,56.2963
2023-12-23,56.2963
2023-12-24,56.2963
2023-12-25,56.2963
2023-12-26,57.7873
2023-12-27,56.8082
2023-12-28,56.3535
2023-12-29,56.0813
2023-12-30,56.0813
2023-12-31,56.0813
2024-01-01,56.0813
2024-01-02,54.3712
2024-01-03,51.088
2024-01-04,52.714
2024-01-05,49.6144
2024-01-06,49.6144
2024-01-07,49.6144
2024-01-08,55.8804
2024-01-09,53.5264
2024-01-10,52.747
2024-01-11,52.2798
2024-01-12,49.4329
2024-01-13,49.4329
2024-01-14,49.4329
2024-01-15,49.4329
2024-01-16,50.4106
2024-01-17,52.8946
2024-01-18,49.331
2024-01-19,51.0431
2024-01-20,51.0431
2024-01-21,51.0431
2024-01-22,51.0305
2024-01-23,51.996
2024-01-24,50.8152
2024-01-25,49.1849
2024-01-26,49.9436
2024-01-27,49.9436
2024-01-28,49.9436
2024-01-29,50.9495
2024-01-30,50.2174
2024-01-31,47.5722
2024-02-01,49.3089
2024-02-02,49.2424
2024-02-03,49.2424
2024-02-04,49.2424
2024-02-05,49.3131
2024-02-06,50.7593
2024-02-07,48.8917
2024-02-08,45.4454
2024-02-09,46.3234
2024-02-10,46.3234
2024-02-11,46.3234
2024-02-12,47.8396
2024-02-13,45.2953
2024-02-14,47.4421
2024-02-15,52.8931
2024-02-16,62.3736
2024-02-17,62.3736
2024-02-18,62.3736
2024-02-19,62.3736
2024-02-20,57.5741
2024-02-21,57.7278
2024-02-22,58.7417
2024-02-23,61.7644
2024-02-24,61.7644
2024-02-25,61.7644
2024-02-26,62.6233
2024-02-27,63.8752
2024-02-28,60.1485
2024-02-29,59.9699
2024-03-01,59.4707
2024-03-02,59.4707
2024-03-03,59.4707
2024-03-04,58.9383
2024-03-05,55.8244
2024-03-06,56.3676
2024-03-07,56.499
2024-03-08,57.2032
2024-03-09,57.2032
2024-03-10,57.2032
2024-03-11,53.7714
2024-03-12,55.2868
2024-03-13,56.6888
2024-03-14,56.5142
2024-03-15,55.9414
2024-03-16,55.9414
2024-03-17,55.9414
2024-03-18,57.391
2024-03-19,59.1891
2024-03-20,60.0384
2024-03-21,62.0707
2024-03-22,61.4635
2024-03-23,61.4635
2024-03-24,61.4635
2024-03-25,60.6358
2024-03-26,61.066
2024-03-27,61.6317
2024-03-28,62.0884
2024-03-29,62.0884
2024-03-30,62.0884
2024-03-31,62.0884
2024-04-01,61.9612
2024-04-02,61.7812
2024-04-03,63.0531
2024-04-04,54.5439
2024-04-05,55.597
2024-04-06,55.597
2024-04-07,55.597
2024-04-08,56.4892
