,AIN US Equity
2023-03-18,36.6822
2023-03-19,36.6822
2023-03-20,38.3423
2023-03-21,40.8369
2023-03-22,38.8768
2023-03-23,37.6252
2023-03-24,35.0535
2023-03-25,35.0535
2023-03-26,35.0535
2023-03-27,37.5518
2023-03-28,38.9776
2023-03-29,40.2082
2023-03-30,40.0279
2023-03-31,40.9789
2023-04-01,40.9789
2023-04-02,40.9789
2023-04-03,41.1544
2023-04-04,39.3199
2023-04-05,38.1879
2023-04-06,38.0716
2023-04-07,38.0716
2023-04-08,38.0716
2023-04-09,38.0716
2023-04-10,41.1022
2023-04-11,42.353
2023-04-12,43.5343
2023-04-13,44.9921
2023-04-14,43.7648
2023-04-15,43.7648
2023-04-16,43.7648
2023-04-17,45.3081
2023-04-18,45.4996
2023-04-19,45.085
2023-04-20,45.7667
2023-04-21,45.6202
2023-04-22,45.6202
2023-04-23,45.6202
2023-04-24,45.5517
2023-04-25,43.4963
2023-04-26,39.5711
2023-04-27,47.4928
2023-04-28,47.1133
2023-04-29,47.1133
2023-04-30,47.1133
2023-05-01,47.0131
2023-05-02,48.7343
2023-05-03,48.4275
2023-05-04,45.6242
2023-05-05,48.4953
2023-05-06,48.4953
2023-05-07,48.4953
2023-05-08,46.8974
2023-05-09,46.8594
2023-05-10,47.1843
2023-05-11,46.701
2023-05-12,46.701
2023-05-13,46.701
2023-05-14,46.701
2023-05-15,47.4372
2023-05-16,45.4195
2023-05-17,46.9062
2023-05-18,47.7952
2023-05-19,46.1808
2023-05-20,46.1808
2023-05-21,46.1808
2023-05-22,46.0792
2023-05-23,43.5731
2023-05-24,40.8709
2023-05-25,41.0346
2023-05-26,42.4804
2023-05-27,42.4804
2023-05-28,42.4804
2023-05-29,42.4804
2023-05-30,41.7828
2023-05-31,39.9054
2023-06-01,41.8209
2023-06-02,49.6218
2023-06-03,49.6218
2023-06-04,49.6218
2023-06-05,45.6556
2023-06-06,48.5564
2023-06-07,51.6822
2023-06-08,51.2642
2023-06-09,50.2472
2023-06-10,50.2472
2023-06-11,50.2472
2023-06-12,50.7992
2023-06-13,50.7282
2023-06-14,50.7282
2023-06-15,50.5016
2023-06-16,49.272
2023-06-17,49.272
2023-06-18,49.272
2023-06-19,49.272
2023-06-20,49.1345
2023-06-21,49.7471
2023-06-22,49.008
2023-06-23,48.1395
2023-06-24,48.1395
2023-06-25,48.1395
2023-06-26,48.954
2023-06-27,49.0245
2023-06-28,50.7482
2023-06-29,53.0283
2023-06-30,54.4557
2023-07-01,54.4557
2023-07-02,54.4557
2023-07-03,52.9229
2023-07-04,52.9229
2023-07-05,49.6438
2023-07-06,47.9741
2023-07-07,49.0449
2023-07-08,49.0449
2023-07-09,49.0449
2023-07-10,49.9189
2023-07-11,48.7595
2023-07-12,49.591
2023-07-13,50.6887
2023-07-14,54.6727
2023-07-15,54.6727
2023-07-16,54.6727
2023-07-17,55.0984
2023-07-18,55.814
2023-07-19,54.2441
2023-07-20,55.7437
2023-07-21,53.0088
2023-07-22,53.0088
2023-07-23,53.0088
2023-07-24,54.4136
2023-07-25,55.435
2023-07-26,56.7711
2023-07-27,54.3049
2023-07-28,56.1012
2023-07-29,56.1012
2023-07-30,56.1012
2023-07-31,57.8461
2023-08-01,58.7536
2023-08-02,56.8644
2023-08-03,55.1117
2023-08-04,55.5516
2023-08-05,55.5516
2023-08-06,55.5516
2023-08-07,57.4217
2023-08-08,48.5531
2023-08-09,48.4428
2023-08-10,47.299
2023-08-11,47.7773
2023-08-12,47.7773
2023-08-13,47.7773
2023-08-14,47.7773
2023-08-15,46.2146
2023-08-16,45.9993
2023-08-17,46.7882
2023-08-18,49.9643
2023-08-19,49.9643
2023-08-20,49.9643
2023-08-21,49.1336
2023-08-22,52.6726
2023-08-23,53.2114
2023-08-24,51.5604
2023-08-25,52.5923
2023-08-26,52.5923
2023-08-27,52.5923
2023-08-28,53.9511
2023-08-29,53.4894
2023-08-30,53.5965
2023-08-31,50.3744
2023-09-01,51.9741
2023-09-02,51.9741
2023-09-03,51.9741
2023-09-04,51.9741
2023-09-05,45.7633
2023-09-06,43.5777
2023-09-07,42.2688
2023-09-08,40.6237
2023-09-09,40.6237
2023-09-10,40.6237
2023-09-11,40.3019
2023-09-12,39.1175
2023-09-13,38.3628
2023-09-14,41.2209
2023-09-15,40.3542
2023-09-16,40.3542
2023-09-17,40.3542
2023-09-18,50.0587
2023-09-19,47.3806
2023-09-20,46.1324
2023-09-21,44.0976
2023-09-22,42.8892
2023-09-23,42.8892
2023-09-24,42.8892
2023-09-25,42.3671
2023-09-26,40.0828
2023-09-27,44.1769
2023-09-28,46.679
2023-09-29,45.0783
2023-09-30,45.0783
2023-10-01,45.0783
2023-10-02,43.7569
2023-10-03,43.5008
2023-10-04,43.535
2023-10-05,42.3422
2023-10-06,43.3765
2023-10-07,43.3765
2023-10-08,43.3765
2023-10-09,46.019
2023-10-10,46.7582
2023-10-11,47.4852
2023-10-12,46.0481
2023-10-13,43.6734
2023-10-14,43.6734
2023-10-15,43.6734
2023-10-16,45.3348
2023-10-17,46.4984
2023-10-18,45.0188
2023-10-19,44.333
2023-10-20,42.2638
2023-10-21,42.2638
2023-10-22,42.2638
2023-10-23,40.0392
2023-10-24,39.052
2023-10-25,38.2882
2023-10-26,39.3345
2023-10-27,36.6173
2023-10-28,36.6173
2023-10-29,36.6173
2023-10-30,39.3366
2023-10-31,42.5689
2023-11-01,43.5468
2023-11-02,48.5107
2023-11-03,51.6245
2023-11-04,51.6245
2023-11-05,51.6245
2023-11-06,51.8789
2023-11-07,48.6444
2023-11-08,44.3771
2023-11-09,45.8746
2023-11-10,45.7218
2023-11-11,45.7218
2023-11-12,45.7218
2023-11-13,45.1513
2023-11-14,51.0527
2023-11-15,49.7328
2023-11-16,49.9514
2023-11-17,49.5475
2023-11-18,49.5475
2023-11-19,49.5475
2023-11-20,48.4983
2023-11-21,47.0553
2023-11-22,48.1646
2023-11-23,48.1646
2023-11-24,49.4698
2023-11-25,49.4698
2023-11-26,49.4698
2023-11-27,49.875
2023-11-28,49.6917
2023-11-29,49.8664
2023-11-30,50.3847
2023-12-01,54.6581
2023-12-02,54.6581
2023-12-03,54.6581
2023-12-04,55.7077
2023-12-05,52.9679
2023-12-06,51.8445
2023-12-07,53.4147
2023-12-08,54.8376
2023-12-09,54.8376
2023-12-10,54.8376
2023-12-11,56.3693
2023-12-12,57.2154
2023-12-13,60.6879
2023-12-14,63.5051
2023-12-15,62.1289
2023-12-16,62.1289
2023-12-17,62.1289
2023-12-18,62.7321
2023-12-19,64.4978
2023-12-20,60.4276
2023-12-21,60.8272
2023-12-22,62.992
2023-12-23,62.992
2023-12-24,62.992
2023-12-25,62.992
2023-12-26,64.2233
2023-12-27,64.697
2023-12-28,63.8229
2023-12-29,63.2844
2023-12-30,63.2844
2023-12-31,63.2844
2024-01-01,63.2844
2024-01-02,61.595
2024-01-03,54.9551
2024-01-04,53.4985
2024-01-05,53.0805
2024-01-06,53.0805
2024-01-07,53.0805
2024-01-08,53.1506
2024-01-09,51.0356
2024-01-10,51.2155
2024-01-11,50.012
2024-01-12,51.9041
2024-01-13,51.9041
2024-01-14,51.9041
2024-01-15,51.9041
2024-01-16,45.86
2024-01-17,43.7227
2024-01-18,45.308
2024-01-19,47.1823
2024-01-20,47.1823
2024-01-21,47.1823
2024-01-22,49.6079
2024-01-23,48.9534
2024-01-24,47.3713
2024-01-25,49.0309
2024-01-26,49.6178
2024-01-27,49.6178
2024-01-28,49.6178
2024-01-29,52.9134
2024-01-30,52.8069
2024-01-31,48.5626
2024-02-01,50.251
2024-02-02,49.884
2024-02-03,49.884
2024-02-04,49.884
2024-02-05,47.0796
2024-02-06,48.6386
2024-02-07,47.5815
2024-02-08,48.95
2024-02-09,51.1896
2024-02-10,51.1896
2024-02-11,51.1896
2024-02-12,52.7767
2024-02-13,48.2797
2024-02-14,50.5788
2024-02-15,54.6744
2024-02-16,55.0529
2024-02-17,55.0529
2024-02-18,55.0529
2024-02-19,55.0529
2024-02-20,52.7605
2024-02-21,52.968
2024-02-22,52.0089
2024-02-23,51.6583
2024-02-24,51.6583
2024-02-25,51.6583
2024-02-26,53.0084
2024-02-27,55.4572
2024-02-28,53.0636
2024-02-29,54.3318
2024-03-01,54.3021
2024-03-02,54.3021
2024-03-03,54.3021
2024-03-04,54.0723
2024-03-05,52.2279
2024-03-06,54.3448
2024-03-07,56.8456
2024-03-08,55.8845
2024-03-09,55.8845
2024-03-10,55.8845
2024-03-11,55.0792
2024-03-12,52.5595
2024-03-13,52.4838
2024-03-14,50.1741
2024-03-15,51.1842
2024-03-16,51.1842
2024-03-17,51.1842
2024-03-18,50.5033
2024-03-19,50.8491
2024-03-20,52.9055
2024-03-21,54.8997
2024-03-22,52.4717
2024-03-23,52.4717
2024-03-24,52.4717
2024-03-25,51.3595
2024-03-26,54.2689
2024-03-27,56.701
2024-03-28,52.1305
2024-03-29,52.1305
2024-03-30,52.1305
2024-03-31,52.1305
2024-04-01,48.2928
2024-04-02,45.9047
2024-04-03,46.539
2024-04-04,46.4764
2024-04-05,46.4635
2024-04-06,46.4635
2024-04-07,46.4635
2024-04-08,45.9343
