,ON US Equity
2020-04-01,37.7167
2020-04-02,38.3716
2020-04-03,37.8682
2020-04-04,37.8682
2020-04-05,37.8682
2020-04-06,42.4372
2020-04-07,42.2872
2020-04-08,44.4321
2020-04-09,44.4321
2020-04-10,44.4321
2020-04-11,44.4321
2020-04-12,44.4321
2020-04-13,45.5267
2020-04-14,46.3692
2020-04-15,44.5211
2020-04-16,43.9827
2020-04-17,44.9374
2020-04-18,44.9374
2020-04-19,44.9374
2020-04-20,44.2073
2020-04-21,43.1681
2020-04-22,46.3207
2020-04-23,45.9295
2020-04-24,47.709
2020-04-25,47.709
2020-04-26,47.709
2020-04-27,49.4081
2020-04-28,50.4351
2020-04-29,53.4952
2020-04-30,50.7264
2020-05-01,48.7239
2020-05-02,48.7239
2020-05-03,48.7239
2020-05-04,48.1919
2020-05-05,48.8391
2020-05-06,49.5147
2020-05-07,50.7671
2020-05-08,53.2974
2020-05-09,53.2974
2020-05-10,53.2974
2020-05-11,49.8997
2020-05-12,48.3492
2020-05-13,46.4562
2020-05-14,48.012
2020-05-15,46.8164
2020-05-16,46.8164
2020-05-17,46.8164
2020-05-18,50.1358
2020-05-19,49.8492
2020-05-20,51.5889
2020-05-21,50.1205
2020-05-22,50.381
2020-05-23,50.381
2020-05-24,50.381
2020-05-25,50.381
2020-05-26,52.4795
2020-05-27,54.0927
2020-05-28,50.8411
2020-05-29,51.7788
2020-05-30,51.7788
2020-05-31,51.7788
2020-06-01,52.4122
2020-06-02,53.2015
2020-06-03,56.6902
2020-06-04,56.9846
2020-06-05,59.2396
2020-06-06,59.2396
2020-06-07,59.2396
2020-06-08,60.4396
2020-06-09,58.6796
2020-06-10,56.8103
2020-06-11,53.5072
2020-06-12,55.2477
2020-06-13,55.2477
2020-06-14,55.2477
2020-06-15,56.3677
2020-06-16,57.108
2020-06-17,56.715
2020-06-18,56.2612
2020-06-19,55.638
2020-06-20,55.638
2020-06-21,55.638
2020-06-22,56.0757
2020-06-23,57.3594
2020-06-24,54.8575
2020-06-25,55.2882
2020-06-26,54.1904
2020-06-27,54.1904
2020-06-28,54.1904
2020-06-29,55.2049
2020-06-30,55.9096
2020-07-01,53.6678
2020-07-02,53.99
2020-07-03,53.99
2020-07-04,53.99
2020-07-05,53.99
2020-07-06,55.1806
2020-07-07,54.006
2020-07-08,55.7547
2020-07-09,57.6352
2020-07-10,56.782
2020-07-11,56.782
2020-07-12,56.782
2020-07-13,56.9286
2020-07-14,57.2783
2020-07-15,59.3283
2020-07-16,58.6696
2020-07-17,58.1423
2020-07-18,58.1423
2020-07-19,58.1423
2020-07-20,59.2535
2020-07-21,59.3296
2020-07-22,58.5374
2020-07-23,56.3506
2020-07-24,54.947
2020-07-25,54.947
2020-07-26,54.947
2020-07-27,57.2357
2020-07-28,54.4788
2020-07-29,55.7783
2020-07-30,55.1061
2020-07-31,54.4982
2020-08-01,54.4982
2020-08-02,54.4982
2020-08-03,56.3725
2020-08-04,57.6416
2020-08-05,56.0304
2020-08-06,55.5449
2020-08-07,54.4558
2020-08-08,54.4558
2020-08-09,54.4558
2020-08-10,57.6544
2020-08-11,58.4098
2020-08-12,58.943
2020-08-13,57.0322
2020-08-14,57.4484
2020-08-15,57.4484
2020-08-16,57.4484
2020-08-17,57.1213
2020-08-18,56.2517
2020-08-19,55.8745
2020-08-20,53.4051
2020-08-21,52.8015
2020-08-22,52.8015
2020-08-23,52.8015
2020-08-24,54.4865
2020-08-25,55.2005
2020-08-26,55.5174
2020-08-27,53.9811
2020-08-28,56.4563
2020-08-29,56.4563
2020-08-30,56.4563
2020-08-31,53.6433
2020-09-01,54.9893
2020-09-02,57.1244
2020-09-03,53.2659
2020-09-04,57.2195
2020-09-05,57.2195
2020-09-06,57.2195
2020-09-07,57.2195
2020-09-08,50.8838
2020-09-09,53.5875
2020-09-10,52.5782
2020-09-11,52.747
2020-09-12,52.747
2020-09-13,52.747
2020-09-14,54.0841
2020-09-15,54.115
2020-09-16,54.2106
2020-09-17,53.6328
2020-09-18,51.8051
2020-09-19,51.8051
2020-09-20,51.8051
2020-09-21,48.8963
2020-09-22,49.6545
2020-09-23,47.1069
2020-09-24,47.9653
2020-09-25,48.6401
2020-09-26,48.6401
2020-09-27,48.6401
2020-09-28,52.969
2020-09-29,53.151
2020-09-30,52.8052
2020-10-01,56.7505
2020-10-02,54.9208
2020-10-03,54.9208
2020-10-04,54.9208
2020-10-05,57.0832
2020-10-06,56.0644
2020-10-07,57.4541
2020-10-08,64.2878
2020-10-09,64.9588
2020-10-10,64.9588
2020-10-11,64.9588
2020-10-12,65.3068
2020-10-13,62.8645
2020-10-14,62.9238
2020-10-15,63.2634
2020-10-16,63.2634
2020-10-17,63.2634
2020-10-18,63.2634
2020-10-19,63.6201
2020-10-20,63.122
2020-10-21,60.5793
2020-10-22,61.6721
2020-10-23,62.3368
2020-10-24,62.3368
2020-10-25,62.3368
2020-10-26,59.6184
2020-10-27,57.9888
2020-10-28,55.3921
2020-10-29,57.4269
2020-10-30,57.013
2020-10-31,57.013
2020-11-01,57.013
2020-11-02,54.0701
2020-11-03,56.2769
2020-11-04,58.7716
2020-11-05,60.3325
2020-11-06,60.6899
2020-11-07,60.6899
2020-11-08,60.6899
2020-11-09,63.1966
2020-11-10,61.323
2020-11-11,63.4624
2020-11-12,61.5748
2020-11-13,63.0284
2020-11-14,63.0284
2020-11-15,63.0284
2020-11-16,64.3037
2020-11-17,62.5189
2020-11-18,60.2137
2020-11-19,60.8798
2020-11-20,59.1982
2020-11-21,59.1982
2020-11-22,59.1982
2020-11-23,61.7819
2020-11-24,62.2912
2020-11-25,62.1626
2020-11-26,62.1626
2020-11-27,62.3502
2020-11-28,62.3502
2020-11-29,62.3502
2020-11-30,62.6239
2020-12-01,64.0309
2020-12-02,62.5781
2020-12-03,62.9706
2020-12-04,65.1833
2020-12-05,65.1833
2020-12-06,65.1833
2020-12-07,66.8215
2020-12-08,68.7162
2020-12-09,65.3078
2020-12-10,64.7083
2020-12-11,65.015
2020-12-12,65.015
2020-12-13,65.015
2020-12-14,65.4293
2020-12-15,66.8264
2020-12-16,65.5313
2020-12-17,66.7863
2020-12-18,66.4797
2020-12-19,66.4797
2020-12-20,66.4797
2020-12-21,66.5855
2020-12-22,67.306
2020-12-23,67.0291
2020-12-24,67.5538
2020-12-25,67.5538
2020-12-26,67.5538
2020-12-27,67.5538
2020-12-28,67.3205
2020-12-29,65.6206
2020-12-30,67.9852
2020-12-31,68.6649
2021-01-01,68.6649
2021-01-02,68.6649
2021-01-03,68.6649
2021-01-04,68.3048
2021-01-05,69.8062
2021-01-06,71.9086
2021-01-07,74.726
2021-01-08,75.0446
2021-01-09,75.0446
2021-01-10,75.0446
2021-01-11,76.0782
2021-01-12,76.7547
2021-01-13,77.801
2021-01-14,79.3123
2021-01-15,72.6237
2021-01-16,72.6237
2021-01-17,72.6237
2021-01-18,72.6237
2021-01-19,75.8308
2021-01-20,72.9961
2021-01-21,72.5126
2021-01-22,69.9024
2021-01-23,69.9024
2021-01-24,69.9024
2021-01-25,68.3838
2021-01-26,64.5033
2021-01-27,56.7326
2021-01-28,59.6552
2021-01-29,57.086
2021-01-30,57.086
2021-01-31,57.086
2021-02-01,62.0278
2021-02-02,62.3109
2021-02-03,62.4144
2021-02-04,64.8331
2021-02-05,65.3666
2021-02-06,65.3666
2021-02-07,65.3666
2021-02-08,67.9199
2021-02-09,69.2415
2021-02-10,66.8209
2021-02-11,67.7138
2021-02-12,69.0715
2021-02-13,69.0715
2021-02-14,69.0715
2021-02-15,69.0715
2021-02-16,69.9948
2021-02-17,67.2382
2021-02-18,63.1925
2021-02-19,66.6261
2021-02-20,66.6261
2021-02-21,66.6261
2021-02-22,62.3257
2021-02-23,61.8636
2021-02-24,62.5459
2021-02-25,54.7575
2021-02-26,59.3001
2021-02-27,59.3001
2021-02-28,59.3001
2021-03-01,62.3884
2021-03-02,58.1864
2021-03-03,56.5795
2021-03-04,51.4098
2021-03-05,54.3056
2021-03-06,54.3056
2021-03-07,54.3056
2021-03-08,49.4486
2021-03-09,52.4737
2021-03-10,51.845
2021-03-11,53.7313
2021-03-12,53.1967
2021-03-13,53.1967
2021-03-14,53.1967
2021-03-15,54.3782
2021-03-16,56.4069
2021-03-17,58.0319
2021-03-18,53.3058
2021-03-19,54.6549
2021-03-20,54.6549
2021-03-21,54.6549
2021-03-22,55.673
2021-03-23,51.9692
2021-03-24,51.2449
2021-03-25,51.3517
2021-03-26,54.9243
2021-03-27,54.9243
2021-03-28,54.9243
2021-03-29,52.4211
2021-03-30,53.5169
2021-03-31,55.8916
2021-04-01,57.5423
2021-04-02,57.5423
2021-04-03,57.5423
2021-04-04,57.5423
2021-04-05,58.9574
2021-04-06,58.1484
2021-04-07,57.0222
2021-04-08,57.1964
2021-04-09,57.0125
2021-04-10,57.0125
2021-04-11,57.0125
2021-04-12,55.9701
2021-04-13,55.2978
2021-04-14,55.3902
2021-04-15,56.2171
2021-04-16,55.3164
2021-04-17,55.3164
2021-04-18,55.3164
2021-04-19,53.1438
2021-04-20,50.6061
2021-04-21,53.4115
2021-04-22,52.5972
2021-04-23,55.1985
2021-04-24,55.1985
2021-04-25,55.1985
2021-04-26,57.0786
2021-04-27,56.0948
2021-04-28,52.6641
2021-04-29,51.8638
2021-04-30,48.4767
2021-05-01,48.4767
2021-05-02,48.4767
2021-05-03,46.243
2021-05-04,45.7549
2021-05-05,46.3046
2021-05-06,46.3795
2021-05-07,48.3194
2021-05-08,48.3194
2021-05-09,48.3194
2021-05-10,45.6732
2021-05-11,45.9584
2021-05-12,43.5907
2021-05-13,45.2444
2021-05-14,47.0028
2021-05-15,47.0028
2021-05-16,47.0028
2021-05-17,45.8402
2021-05-18,45.7577
2021-05-19,47.2688
2021-05-20,49.2992
2021-05-21,48.7368
2021-05-22,48.7368
2021-05-23,48.7368
2021-05-24,50.8332
2021-05-25,50.0766
2021-05-26,50.1916
2021-05-27,52.584
2021-05-28,52.1151
2021-05-29,52.1151
2021-05-30,52.1151
2021-05-31,52.1151
2021-06-01,51.8447
2021-06-02,50.7552
2021-06-03,47.4799
2021-06-04,48.46
2021-06-05,48.46
2021-06-06,48.46
2021-06-07,47.9869
2021-06-08,47.2318
2021-06-09,46.5341
2021-06-10,47.7433
2021-06-11,47.7664
2021-06-12,47.7664
2021-06-13,47.7664
2021-06-14,49.023
2021-06-15,47.1123
2021-06-16,46.7907
2021-06-17,46.1606
2021-06-18,43.6049
2021-06-19,43.6049
2021-06-20,43.6049
2021-06-21,45.424
2021-06-22,46.3072
2021-06-23,46.4609
2021-06-24,48.6402
2021-06-25,48.052
2021-06-26,48.052
2021-06-27,48.052
2021-06-28,50.8787
2021-06-29,51.118
2021-06-30,49.9108
2021-07-01,48.9883
2021-07-02,50.2481
2021-07-03,50.2481
2021-07-04,50.2481
2021-07-05,50.2481
2021-07-06,49.8066
2021-07-07,46.8981
2021-07-08,46.0586
2021-07-09,48.8463
2021-07-10,48.8463
2021-07-11,48.8463
2021-07-12,50.615
2021-07-13,49.2864
2021-07-14,48.6262
2021-07-15,45.3399
2021-07-16,42.8091
2021-07-17,42.8091
2021-07-18,42.8091
2021-07-19,42.049
2021-07-20,44.1024
2021-07-21,47.722
2021-07-22,45.4818
2021-07-23,46.7236
2021-07-24,46.7236
2021-07-25,46.7236
2021-07-26,47.5983
2021-07-27,45.6159
2021-07-28,48.7623
2021-07-29,52.3286
2021-07-30,53.3047
2021-07-31,53.3047
2021-08-01,53.3047
2021-08-02,61.5863
2021-08-03,64.0894
2021-08-04,64.4883
2021-08-05,62.3868
2021-08-06,63.0607
2021-08-07,63.0607
2021-08-08,63.0607
2021-08-09,63.2532
2021-08-10,60.6864
2021-08-11,61.3231
2021-08-12,57.9493
2021-08-13,58.0352
2021-08-14,58.0352
2021-08-15,58.0352
2021-08-16,57.9373
2021-08-17,54.533
2021-08-18,54.0051
2021-08-19,52.253
2021-08-20,53.3112
2021-08-21,53.3112
2021-08-22,53.3112
2021-08-23,55.1502
2021-08-24,57.3372
2021-08-25,57.1155
2021-08-26,58.0839
2021-08-27,60.6805
2021-08-28,60.6805
2021-08-29,60.6805
2021-08-30,60.0781
2021-08-31,57.7324
2021-09-01,58.3243
2021-09-02,59.6399
2021-09-03,60.1995
2021-09-04,60.1995
2021-09-05,60.1995
2021-09-06,60.1995
2021-09-07,60.0606
2021-09-08,57.8239
2021-09-09,58.592
2021-09-10,61.6487
2021-09-11,61.6487
2021-09-12,61.6487
2021-09-13,62.9352
2021-09-14,63.2919
2021-09-15,65.5153
2021-09-16,65.8145
2021-09-17,64.266
2021-09-18,64.266
2021-09-19,64.266
2021-09-20,60.73
2021-09-21,60.7483
2021-09-22,62.4163
2021-09-23,63.7334
2021-09-24,63.5213
2021-09-25,63.5213
2021-09-26,63.5213
2021-09-27,63.859
2021-09-28,57.6153
2021-09-29,53.8412
2021-09-30,53.6704
2021-10-01,53.2706
2021-10-02,53.2706
2021-10-03,53.2706
2021-10-04,51.4856
2021-10-05,53.1763
2021-10-06,50.8775
2021-10-07,52.4388
2021-10-08,50.2593
2021-10-09,50.2593
2021-10-10,50.2593
2021-10-11,47.712
2021-10-12,45.5964
2021-10-13,44.6742
2021-10-14,47.3893
2021-10-15,48.1482
2021-10-16,48.1482
2021-10-17,48.1482
2021-10-18,50.0802
2021-10-19,51.8469
2021-10-20,53.1707
2021-10-21,54.7732
2021-10-22,53.8946
2021-10-23,53.8946
2021-10-24,53.8946
2021-10-25,54.4347
2021-10-26,51.7267
2021-10-27,50.3123
2021-10-28,55.7253
2021-10-29,57.5453
2021-10-30,57.5453
2021-10-31,57.5453
2021-11-01,67.427
2021-11-02,69.6942
2021-11-03,70.3981
2021-11-04,72.2834
2021-11-05,70.5942
2021-11-06,70.5942
2021-11-07,70.5942
2021-11-08,69.6486
2021-11-09,68.4456
2021-11-10,65.3471
2021-11-11,66.8973
2021-11-12,67.3355
2021-11-13,67.3355
2021-11-14,67.3355
2021-11-15,67.9929
2021-11-16,70.9468
2021-11-17,71.2002
2021-11-18,72.1853
2021-11-19,71.8973
2021-11-20,71.8973
2021-11-21,71.8973
2021-11-22,68.0802
2021-11-23,67.6925
2021-11-24,68.5959
2021-11-25,68.5959
2021-11-26,63.9804
2021-11-27,63.9804
2021-11-28,63.9804
2021-11-29,66.9987
2021-11-30,63.7674
2021-12-01,64.0718
2021-12-02,65.0177
2021-12-03,66.6504
2021-12-04,66.6504
2021-12-05,66.6504
2021-12-06,62.4005
2021-12-07,66.1057
2021-12-08,63.8738
2021-12-09,62.1864
2021-12-10,64.225
2021-12-11,64.225
2021-12-12,64.225
2021-12-13,59.6744
2021-12-14,60.1108
2021-12-15,62.5231
2021-12-16,55.7859
2021-12-17,57.0266
2021-12-18,57.0266
2021-12-19,57.0266
2021-12-20,55.5541
2021-12-21,59.5189
2021-12-22,60.2244
2021-12-23,61.3817
2021-12-24,61.3817
2021-12-25,61.3817
2021-12-26,61.3817
2021-12-27,64.0392
2021-12-28,61.9086
2021-12-29,62.4486
2021-12-30,60.5278
2021-12-31,60.8206
2022-01-01,60.8206
2022-01-02,60.8206
2022-01-03,62.8874
2022-01-04,63.5764
2022-01-05,58.4921
2022-01-06,58.26
2022-01-07,54.7063
2022-01-08,54.7063
2022-01-09,54.7063
2022-01-10,55.2936
2022-01-11,56.1444
2022-01-12,56.7333
2022-01-13,54.244
2022-01-14,55.9307
2022-01-15,55.9307
2022-01-16,55.9307
2022-01-17,55.9307
2022-01-18,51.9082
2022-01-19,47.4329
2022-01-20,44.0422
2022-01-21,43.2949
2022-01-22,43.2949
2022-01-23,43.2949
2022-01-24,44.0347
2022-01-25,42.1508
2022-01-26,45.0865
2022-01-27,43.1463
2022-01-28,43.2551
2022-01-29,43.2551
2022-01-30,43.2551
2022-01-31,49.1185
2022-02-01,49.7843
2022-02-02,51.2366
2022-02-03,46.4989
2022-02-04,47.7409
2022-02-05,47.7409
2022-02-06,47.7409
2022-02-07,52.321
2022-02-08,55.4193
2022-02-09,56.2982
2022-02-10,52.7507
2022-02-11,48.877
2022-02-12,48.877
2022-02-13,48.877
2022-02-14,48.6197
2022-02-15,51.6598
2022-02-16,52.3683
2022-02-17,49.8324
2022-02-18,49.841
2022-02-19,49.841
2022-02-20,49.841
2022-02-21,49.841
2022-02-22,48.3316
2022-02-23,47.7452
2022-02-24,50.7297
2022-02-25,52.7582
2022-02-26,52.7582
2022-02-27,52.7582
2022-02-28,51.9446
2022-03-01,49.3273
2022-03-02,52.0463
2022-03-03,50.8541
2022-03-04,48.1841
2022-03-05,48.1841
2022-03-06,48.1841
2022-03-07,44.5262
2022-03-08,46.5087
2022-03-09,48.7138
2022-03-10,48.0924
2022-03-11,46.7504
2022-03-12,46.7504
2022-03-13,46.7504
2022-03-14,45.2636
2022-03-15,47.6554
2022-03-16,50.4646
2022-03-17,50.9774
2022-03-18,51.9045
2022-03-19,51.9045
2022-03-20,51.9045
2022-03-21,51.9045
2022-03-22,52.1115
2022-03-23,50.501
2022-03-24,53.1693
2022-03-25,53.3568
2022-03-26,53.3568
2022-03-27,53.3568
2022-03-28,54.5918
2022-03-29,56.2121
2022-03-30,53.3819
2022-03-31,51.7089
2022-04-01,49.1024
2022-04-02,49.1024
2022-04-03,49.1024
2022-04-04,49.068
2022-04-05,45.8422
2022-04-06,44.2935
2022-04-07,44.6705
2022-04-08,43.6057
2022-04-09,43.6057
2022-04-10,43.6057
2022-04-11,43.2918
2022-04-12,44.1344
2022-04-13,45.2869
2022-04-14,44.441
2022-04-15,44.441
2022-04-16,44.441
2022-04-17,44.441
2022-04-18,45.8262
2022-04-19,47.6903
2022-04-20,46.7885
2022-04-21,44.8719
2022-04-22,43.5943
2022-04-23,43.5943
2022-04-24,43.5943
2022-04-25,45.4402
2022-04-26,43.5995
2022-04-27,43.4706
2022-04-28,47.0037
2022-04-29,44.8997
2022-04-30,44.8997
2022-05-01,44.8997
2022-05-02,48.436
2022-05-03,49.2896
2022-05-04,51.5372
2022-05-05,48.1565
2022-05-06,48.0682
2022-05-07,48.0682
2022-05-08,48.0682
2022-05-09,44.4318
2022-05-10,47.3477
2022-05-11,45.6418
2022-05-12,46.7846
2022-05-13,49.679
2022-05-14,49.679
2022-05-15,49.679
2022-05-16,48.7953
2022-05-17,51.6868
2022-05-18,49.3874
2022-05-19,49.5959
2022-05-20,49.9426
2022-05-21,49.9426
2022-05-22,49.9426
2022-05-23,49.4286
2022-05-24,48.1777
2022-05-25,49.8221
2022-05-26,52.586
2022-05-27,54.1174
2022-05-28,54.1174
2022-05-29,54.1174
2022-05-30,54.1174
2022-05-31,53.6617
2022-06-01,52.2662
2022-06-02,55.901
2022-06-03,55.2462
2022-06-04,55.2462
2022-06-05,55.2462
2022-06-06,57.6689
2022-06-07,57.1167
2022-06-08,55.388
2022-06-09,54.2189
2022-06-10,51.7433
2022-06-11,51.7433
2022-06-12,51.7433
2022-06-13,48.0757
2022-06-14,48.6127
2022-06-15,49.8972
2022-06-16,45.9796
2022-06-17,45.1784
2022-06-18,45.1784
2022-06-19,45.1784
2022-06-20,45.1784
2022-06-21,44.7669
2022-06-22,44.0026
2022-06-23,43.5606
2022-06-24,46.1509
2022-06-25,46.1509
2022-06-26,46.1509
2022-06-27,47.3507
2022-06-28,46.1453
2022-06-29,44.683
2022-06-30,43.9918
2022-07-01,41.1695
2022-07-02,41.1695
2022-07-03,41.1695
2022-07-04,41.1695
2022-07-05,41.6826
2022-07-06,42.035
2022-07-07,46.7592
2022-07-08,48.2082
2022-07-09,48.2082
2022-07-10,48.2082
2022-07-11,47.4128
2022-07-12,47.5876
2022-07-13,47.31
2022-07-14,48.9765
2022-07-15,51.0377
2022-07-16,51.0377
2022-07-17,51.0377
2022-07-18,49.8819
2022-07-19,53.5991
2022-07-20,54.7857
2022-07-21,55.7507
2022-07-22,53.825
2022-07-23,53.825
2022-07-24,53.825
2022-07-25,53.7372
2022-07-26,52.5298
2022-07-27,56.4831
2022-07-28,58.2154
2022-07-29,59.9993
2022-07-30,59.9993
2022-07-31,59.9993
2022-08-01,56.4929
2022-08-02,58.0613
2022-08-03,60.5321
2022-08-04,59.6568
2022-08-05,59.1801
2022-08-06,59.1801
2022-08-07,59.1801
2022-08-08,58.8443
2022-08-09,54.1724
2022-08-10,56.7726
2022-08-11,56.9024
2022-08-12,60.5743
2022-08-13,60.5743
2022-08-14,60.5743
2022-08-15,60.6321
2022-08-16,60.0287
2022-08-17,57.3334
2022-08-18,61.0422
2022-08-19,60.2556
2022-08-20,60.2556
2022-08-21,60.2556
2022-08-22,56.3635
2022-08-23,58.1982
2022-08-24,58.7691
2022-08-25,61.9913
2022-08-26,56.945
2022-08-27,56.945
2022-08-28,56.945
2022-08-29,55.0823
2022-08-30,54.5891
2022-08-31,54.4059
2022-09-01,53.8913
2022-09-02,53.219
2022-09-03,53.219
2022-09-04,53.219
2022-09-05,53.219
2022-09-06,51.8433
2022-09-07,52.9717
2022-09-08,55.5929
2022-09-09,56.474
2022-09-10,56.474
2022-09-11,56.474
2022-09-12,56.6567
2022-09-13,51.743
2022-09-14,53.1632
2022-09-15,52.7663
2022-09-16,53.4426
2022-09-17,53.4426
2022-09-18,53.4426
2022-09-19,54.4838
2022-09-20,52.8017
2022-09-21,52.6616
2022-09-22,49.3874
2022-09-23,47.884
2022-09-24,47.884
2022-09-25,47.884
2022-09-26,47.3329
2022-09-27,48.9181
2022-09-28,50.1004
2022-09-29,47.6848
2022-09-30,47.1247
2022-10-01,47.1247
2022-10-02,47.1247
2022-10-03,49.5946
2022-10-04,53.3769
2022-10-05,53.884
2022-10-06,54.5354
2022-10-07,49.2949
2022-10-08,49.2949
2022-10-09,49.2949
2022-10-10,46.8053
2022-10-11,44.8191
2022-10-12,44.407
2022-10-13,46.0644
2022-10-14,43.7665
2022-10-15,43.7665
2022-10-16,43.7665
2022-10-17,45.744
2022-10-18,46.6472
2022-10-19,46.6863
2022-10-20,47.4329
2022-10-21,51.3429
2022-10-22,51.3429
2022-10-23,51.3429
2022-10-24,51.0314
2022-10-25,52.1596
2022-10-26,53.1942
2022-10-27,50.3627
2022-10-28,52.7314
2022-10-29,52.7314
2022-10-30,52.7314
2022-10-31,47.354
2022-11-01,47.6371
2022-11-02,46.2836
2022-11-03,45.5283
2022-11-04,49.253
2022-11-05,49.253
2022-11-06,49.253
2022-11-07,51.2199
2022-11-08,52.571
2022-11-09,49.7049
2022-11-10,56.4548
2022-11-11,57.9281
2022-11-12,57.9281
2022-11-13,57.9281
2022-11-14,56.0027
2022-11-15,56.9821
2022-11-16,53.6141
2022-11-17,54.1869
2022-11-18,55.1306
2022-11-19,55.1306
2022-11-20,55.1306
2022-11-21,54.0137
2022-11-22,55.8433
2022-11-23,56.025
2022-11-24,56.025
2022-11-25,55.4801
2022-11-26,55.4801
2022-11-27,55.4801
2022-11-28,52.4539
2022-11-29,53.0393
2022-11-30,56.319
2022-12-01,55.2411
2022-12-02,54.3955
2022-12-03,54.3955
2022-12-04,54.3955
2022-12-05,53.0945
2022-12-06,51.508
2022-12-07,51.8334
2022-12-08,53.465
2022-12-09,51.9948
2022-12-10,51.9948
2022-12-11,51.9948
2022-12-12,52.3771
2022-12-13,52.8583
2022-12-14,49.271
2022-12-15,46.5308
2022-12-16,47.5458
2022-12-17,47.5458
2022-12-18,47.5458
2022-12-19,46.542
2022-12-20,46.4431
2022-12-21,47.4165
2022-12-22,44.9719
2022-12-23,45.2419
2022-12-24,45.2419
2022-12-25,45.2419
2022-12-26,45.2419
2022-12-27,44.3824
2022-12-28,43.4863
2022-12-29,46.023
2022-12-30,45.726
2022-12-31,45.726
2023-01-01,45.726
2023-01-02,45.726
2023-01-03,45.0535
2023-01-04,45.6949
2023-01-05,43.5044
2023-01-06,46.4513
2023-01-07,46.4513
2023-01-08,46.4513
2023-01-09,48.6634
2023-01-10,48.3035
2023-01-11,48.6755
2023-01-12,48.9918
2023-01-13,49.2292
2023-01-14,49.2292
2023-01-15,49.2292
2023-01-16,49.2292
2023-01-17,50.0168
2023-01-18,50.524
2023-01-19,47.4486
2023-01-20,50.4894
2023-01-21,50.4894
2023-01-22,50.4894
2023-01-23,54.9128
2023-01-24,54.1196
2023-01-25,55.7099
2023-01-26,57.3625
2023-01-27,57.3506
2023-01-28,57.3506
2023-01-29,57.3506
2023-01-30,54.2798
2023-01-31,56.4898
2023-02-01,60.0947
2023-02-02,63.1721
2023-02-03,61.7563
2023-02-04,61.7563
2023-02-05,61.7563
2023-02-06,61.1911
2023-02-07,64.6909
2023-02-08,62.4974
2023-02-09,63.2652
2023-02-10,62.1774
2023-02-11,62.1774
2023-02-12,62.1774
2023-02-13,62.5837
2023-02-14,64.2941
2023-02-15,64.088
2023-02-16,61.0174
2023-02-17,58.4676
2023-02-18,58.4676
2023-02-19,58.4676
2023-02-20,58.4676
2023-02-21,55.7295
2023-02-22,54.9861
2023-02-23,54.8076
2023-02-24,52.6137
2023-02-25,52.6137
2023-02-26,52.6137
2023-02-27,53.9248
2023-02-28,53.5863
2023-03-01,54.346
2023-03-02,52.7344
2023-03-03,54.7868
2023-03-04,54.7868
2023-03-05,54.7868
2023-03-06,53.1198
2023-03-07,54.3318
2023-03-08,58.1494
2023-03-09,56.2801
2023-03-10,53.1132
2023-03-11,53.1132
2023-03-12,53.1132
2023-03-13,52.478
2023-03-14,55.4931
2023-03-15,52.3087
2023-03-16,54.4225
2023-03-17,52.2933
2023-03-18,52.2933
2023-03-19,52.2933
2023-03-20,53.7274
2023-03-21,54.8586
2023-03-22,52.4108
