,CAC US Equity
2021-03-13,70.7655
2021-03-14,70.7655
2021-03-15,66.3326
2021-03-16,65.304
2021-03-17,65.9746
2021-03-18,66.2258
2021-03-19,65.9738
2021-03-20,65.9738
2021-03-21,65.9738
2021-03-22,62.7035
2021-03-23,61.2227
2021-03-24,60.7772
2021-03-25,62.5977
2021-03-26,65.0703
2021-03-27,65.0703
2021-03-28,65.0703
2021-03-29,62.3852
2021-03-30,62.1788
2021-03-31,62.5994
2021-04-01,62.9148
2021-04-02,62.9148
2021-04-03,62.9148
2021-04-04,62.9148
2021-04-05,63.9328
2021-04-06,61.9808
2021-04-07,60.204
2021-04-08,60.8957
2021-04-09,61.081
2021-04-10,61.081
2021-04-11,61.081
2021-04-12,62.0723
2021-04-13,59.212
2021-04-14,60.2745
2021-04-15,59.912
2021-04-16,61.1638
2021-04-17,61.1638
2021-04-18,61.1638
2021-04-19,58.9586
2021-04-20,54.8657
2021-04-21,57.0838
2021-04-22,54.7684
2021-04-23,57.8365
2021-04-24,57.8365
2021-04-25,57.8365
2021-04-26,56.336
2021-04-27,56.0468
2021-04-28,56.3712
2021-04-29,57.2799
2021-04-30,57.8389
2021-05-01,57.8389
2021-05-02,57.8389
2021-05-03,58.7236
2021-05-04,58.5898
2021-05-05,56.9446
2021-05-06,56.8099
2021-05-07,57.0203
2021-05-08,57.0203
2021-05-09,57.0203
2021-05-10,54.3503
2021-05-11,52.9367
2021-05-12,51.7072
2021-05-13,56.8377
2021-05-14,57.0886
2021-05-15,57.0886
2021-05-16,57.0886
2021-05-17,56.4438
2021-05-18,53.8921
2021-05-19,53.4699
2021-05-20,53.5567
2021-05-21,56.4182
2021-05-22,56.4182
2021-05-23,56.4182
2021-05-24,56.033
2021-05-25,50.8135
2021-05-26,52.6939
2021-05-27,53.8282
2021-05-28,54.6513
2021-05-29,54.6513
2021-05-30,54.6513
2021-05-31,54.6513
2021-06-01,55.6332
2021-06-02,53.7925
2021-06-03,54.805
2021-06-04,55.1439
2021-06-05,55.1439
2021-06-06,55.1439
2021-06-07,56.8994
2021-06-08,56.5722
2021-06-09,53.7649
2021-06-10,51.3618
2021-06-11,51.9481
2021-06-12,51.9481
2021-06-13,51.9481
2021-06-14,52.1053
2021-06-15,53.429
2021-06-16,55.0801
2021-06-17,50.2662
2021-06-18,48.7956
2021-06-19,48.7956
2021-06-20,48.7956
2021-06-21,52.5818
2021-06-22,52.4524
2021-06-23,54.0042
2021-06-24,55.887
2021-06-25,57.3429
2021-06-26,57.3429
2021-06-27,57.3429
2021-06-28,54.2556
2021-06-29,52.5642
2021-06-30,52.499
2021-07-01,53.0407
2021-07-02,50.8736
2021-07-03,50.8736
2021-07-04,50.8736
2021-07-05,50.8736
2021-07-06,47.4777
2021-07-07,47.0641
2021-07-08,44.7316
2021-07-09,48.6633
2021-07-10,48.6633
2021-07-11,48.6633
2021-07-12,49.9716
2021-07-13,48.3128
2021-07-14,47.9277
2021-07-15,49.1847
2021-07-16,46.0864
2021-07-17,46.0864
2021-07-18,46.0864
2021-07-19,43.4695
2021-07-20,45.1631
2021-07-21,47.1231
2021-07-22,44.5063
2021-07-23,45.284
2021-07-24,45.284
2021-07-25,45.284
2021-07-26,46.6379
2021-07-27,45.0456
2021-07-28,44.3967
2021-07-29,47.1217
2021-07-30,46.4129
2021-07-31,46.4129
2021-08-01,46.4129
2021-08-02,45.0394
2021-08-03,47.2476
2021-08-04,44.6182
2021-08-05,46.4673
2021-08-06,50.0962
2021-08-07,50.0962
2021-08-08,50.0962
2021-08-09,49.5175
2021-08-10,51.1803
2021-08-11,54.295
2021-08-12,54.6104
2021-08-13,54.7181
2021-08-14,54.7181
2021-08-15,54.7181
2021-08-16,53.0571
2021-08-17,50.5663
2021-08-18,49.8104
2021-08-19,49.7181
2021-08-20,52.3364
2021-08-21,52.3364
2021-08-22,52.3364
2021-08-23,51.2451
2021-08-24,51.9162
2021-08-25,51.8156
2021-08-26,49.6902
2021-08-27,53.9634
2021-08-28,53.9634
2021-08-29,53.9634
2021-08-30,50.7766
2021-08-31,51.807
2021-09-01,52.4252
2021-09-02,51.771
2021-09-03,52.0187
2021-09-04,52.0187
2021-09-05,52.0187
2021-09-06,52.0187
2021-09-07,52.2408
2021-09-08,50.7818
2021-09-09,50.0248
2021-09-10,47.7168
2021-09-11,47.7168
2021-09-12,47.7168
2021-09-13,48.5005
2021-09-14,46.0345
2021-09-15,48.7985
2021-09-16,48.2414
2021-09-17,52.7392
2021-09-18,52.7392
2021-09-19,52.7392
2021-09-20,47.8704
2021-09-21,47.461
2021-09-22,49.5951
2021-09-23,52.9585
2021-09-24,53.6876
2021-09-25,53.6876
2021-09-26,53.6876
2021-09-27,58.2452
2021-09-28,54.7794
2021-09-29,56.2484
2021-09-30,54.1555
2021-10-01,56.6007
2021-10-02,56.6007
2021-10-03,56.6007
2021-10-04,54.9497
2021-10-05,55.6073
2021-10-06,55.5451
2021-10-07,56.1783
2021-10-08,56.8145
2021-10-09,56.8145
2021-10-10,56.8145
2021-10-11,53.9001
2021-10-12,54.3309
2021-10-13,52.5833
2021-10-14,55.1789
2021-10-15,54.2731
2021-10-16,54.2731
2021-10-17,54.2731
2021-10-18,54.3285
2021-10-19,55.4997
2021-10-20,57.1768
2021-10-21,54.569
2021-10-22,54.6253
2021-10-23,54.6253
2021-10-24,54.6253
2021-10-25,55.705
2021-10-26,50.7717
2021-10-27,49.4136
2021-10-28,51.7855
2021-10-29,51.5355
2021-10-30,51.5355
2021-10-31,51.5355
2021-11-01,54.4898
2021-11-02,52.0291
2021-11-03,56.0076
2021-11-04,53.2541
2021-11-05,57.3319
2021-11-06,57.3319
2021-11-07,57.3319
2021-11-08,58.3216
2021-11-09,57.7977
2021-11-10,58.1182
2021-11-11,58.6749
2021-11-12,55.7372
2021-11-13,55.7372
2021-11-14,55.7372
2021-11-15,55.4873
2021-11-16,54.3221
2021-11-17,51.3094
2021-11-18,52.1602
2021-11-19,49.891
2021-11-20,49.891
2021-11-21,49.891
2021-11-22,52.2337
2021-11-23,53.1663
2021-11-24,51.6462
2021-11-25,51.6462
2021-11-26,45.7788
2021-11-27,45.7788
2021-11-28,45.7788
2021-11-29,45.1782
2021-11-30,44.2179
2021-12-01,43.5006
2021-12-02,47.4132
2021-12-03,46.4622
2021-12-04,46.4622
2021-12-05,46.4622
2021-12-06,48.2972
2021-12-07,47.2407
2021-12-08,46.7249
2021-12-09,46.4886
2021-12-10,45.849
2021-12-11,45.849
2021-12-12,45.849
2021-12-13,45.2585
2021-12-14,45.2585
2021-12-15,47.4004
2021-12-16,47.5311
2021-12-17,41.226
2021-12-18,41.226
2021-12-19,41.226
2021-12-20,45.0294
2021-12-21,48.3975
2021-12-22,51.9385
2021-12-23,52.4351
2021-12-24,52.4351
2021-12-25,52.4351
2021-12-26,52.4351
2021-12-27,53.2838
2021-12-28,53.6113
2021-12-29,54.1736
2021-12-30,52.0096
2021-12-31,52.0096
2022-01-01,52.0096
2022-01-02,52.0096
2022-01-03,54.9386
2022-01-04,56.1362
2022-01-05,55.3125
2022-01-06,58.2611
2022-01-07,60.3417
2022-01-08,60.3417
2022-01-09,60.3417
2022-01-10,58.8409
2022-01-11,56.746
2022-01-12,56.4938
2022-01-13,57.3342
2022-01-14,58.4335
2022-01-15,58.4335
2022-01-16,58.4335
2022-01-17,58.4335
2022-01-18,57.6482
2022-01-19,55.9241
2022-01-20,52.3365
2022-01-21,53.5637
2022-01-22,53.5637
2022-01-23,53.5637
2022-01-24,55.4618
2022-01-25,57.8856
2022-01-26,56.0814
2022-01-27,55.0358
2022-01-28,53.111
2022-01-29,53.111
2022-01-30,53.111
2022-01-31,53.3018
2022-02-01,52.2957
2022-02-02,52.232
2022-02-03,52.1006
2022-02-04,52.8672
2022-02-05,52.8672
2022-02-06,52.8672
2022-02-07,52.5539
2022-02-08,53.2229
2022-02-09,49.8961
2022-02-10,49.9635
2022-02-11,49.2777
2022-02-12,49.2777
2022-02-13,49.2777
2022-02-14,47.95
2022-02-15,49.0068
2022-02-16,48.3761
2022-02-17,45.294
2022-02-18,46.6322
2022-02-19,46.6322
2022-02-20,46.6322
2022-02-21,46.6322
2022-02-22,47.2801
2022-02-23,45.3695
2022-02-24,43.6411
2022-02-25,49.0343
2022-02-26,49.0343
2022-02-27,49.0343
2022-02-28,47.0431
2022-03-01,48.61
2022-03-02,57.1985
2022-03-03,56.9316
2022-03-04,56.7945
2022-03-05,56.7945
2022-03-06,56.7945
2022-03-07,55.8896
2022-03-08,52.3703
2022-03-09,52.3382
2022-03-10,53.5482
2022-03-11,56.3182
2022-03-12,56.3182
2022-03-13,56.3182
2022-03-14,51.5336
2022-03-15,52.2379
2022-03-16,52.8615
2022-03-17,50.6834
2022-03-18,50.1943
2022-03-19,50.1943
2022-03-20,50.1943
2022-03-21,49.729
2022-03-22,52.1461
2022-03-23,48.3415
2022-03-24,49.14
2022-03-25,50.9499
2022-03-26,50.9499
2022-03-27,50.9499
2022-03-28,49.9087
2022-03-29,49.8468
2022-03-30,46.2794
2022-03-31,44.4423
2022-04-01,45.5437
2022-04-02,45.5437
2022-04-03,45.5437
2022-04-04,44.118
2022-04-05,43.9537
2022-04-06,44.5938
2022-04-07,44.1017
2022-04-08,43.8075
2022-04-09,43.8075
2022-04-10,43.8075
2022-04-11,44.5725
2022-04-12,44.883
2022-04-13,46.8627
2022-04-14,46.6249
2022-04-15,46.6249
2022-04-16,46.6249
2022-04-17,46.6249
2022-04-18,46.864
2022-04-19,48.3789
2022-04-20,50.233
2022-04-21,48.761
2022-04-22,45.606
2022-04-23,45.606
2022-04-24,45.606
2022-04-25,45.3333
2022-04-26,45.2632
2022-04-27,41.1541
2022-04-28,41.1232
2022-04-29,39.4386
2022-04-30,39.4386
2022-05-01,39.4386
2022-05-02,38.8401
2022-05-03,38.4776
2022-05-04,42.0223
2022-05-05,40.315
2022-05-06,40.2211
2022-05-07,40.2211
2022-05-08,40.2211
2022-05-09,40.9328
2022-05-10,38.7682
2022-05-11,37.0969
2022-05-12,36.7168
2022-05-13,33.8976
2022-05-14,33.8976
2022-05-15,33.8976
2022-05-16,32.9233
2022-05-17,36.6881
2022-05-18,34.5004
2022-05-19,35.9755
2022-05-20,37.5249
2022-05-21,37.5249
2022-05-22,37.5249
2022-05-23,39.3648
2022-05-24,40.3641
2022-05-25,40.1773
2022-05-26,41.9379
2022-05-27,44.0881
2022-05-28,44.0881
2022-05-29,44.0881
2022-05-30,44.0881
2022-05-31,45.2675
2022-06-01,45.1944
2022-06-02,45.8722
2022-06-03,43.0454
2022-06-04,43.0454
2022-06-05,43.0454
2022-06-06,46.7898
2022-06-07,49.8778
2022-06-08,51.4304
2022-06-09,49.5708
2022-06-10,46.9718
2022-06-11,46.9718
2022-06-12,46.9718
2022-06-13,45.7486
2022-06-14,47.369
2022-06-15,49.5885
2022-06-16,46.4261
2022-06-17,47.4391
2022-06-18,47.4391
2022-06-19,47.4391
2022-06-20,47.4391
2022-06-21,49.3078
2022-06-22,49.9835
2022-06-23,48.0332
2022-06-24,46.4073
2022-06-25,46.4073
2022-06-26,46.4073
2022-06-27,47.7981
2022-06-28,45.6282
2022-06-29,44.4826
2022-06-30,46.6429
2022-07-01,49.4094
2022-07-02,49.4094
2022-07-03,49.4094
2022-07-04,49.4094
2022-07-05,49.7463
2022-07-06,49.8614
2022-07-07,51.4718
2022-07-08,51.5867
2022-07-09,51.5867
2022-07-10,51.5867
2022-07-11,51.0037
2022-07-12,49.6359
2022-07-13,45.8936
2022-07-14,43.1289
2022-07-15,48.047
2022-07-16,48.047
2022-07-17,48.047
2022-07-18,48.5457
2022-07-19,50.6924
2022-07-20,51.0262
2022-07-21,51.6283
2022-07-22,52.123
2022-07-23,52.123
2022-07-24,52.123
2022-07-25,55.7266
2022-07-26,52.1912
2022-07-27,54.7835
2022-07-28,52.7212
2022-07-29,53.9066
2022-07-30,53.9066
2022-07-31,53.9066
2022-08-01,53.6679
2022-08-02,50.7989
2022-08-03,51.7367
2022-08-04,48.3283
2022-08-05,51.6914
2022-08-06,51.6914
2022-08-07,51.6914
2022-08-08,52.2999
2022-08-09,53.74
2022-08-10,54.2386
2022-08-11,58.4677
2022-08-12,60.3756
2022-08-13,60.3756
2022-08-14,60.3756
2022-08-15,61.0727
2022-08-16,63.0143
2022-08-17,60.4364
2022-08-18,61.1784
2022-08-19,60.5076
2022-08-20,60.5076
2022-08-21,60.5076
2022-08-22,56.02
2022-08-23,53.4784
2022-08-24,52.7358
2022-08-25,54.5094
2022-08-26,52.0629
2022-08-27,52.0629
2022-08-28,52.0629
2022-08-29,50.2701
2022-08-30,49.8347
2022-08-31,48.3031
2022-09-01,48.3031
2022-09-02,47.322
2022-09-03,47.322
2022-09-04,47.322
2022-09-05,47.322
2022-09-06,45.7955
2022-09-07,48.9436
2022-09-08,48.0938
2022-09-09,49.7545
2022-09-10,49.7545
2022-09-11,49.7545
2022-09-12,50.3616
2022-09-13,47.6961
2022-09-14,49.3385
2022-09-15,49.6294
2022-09-16,48.6187
2022-09-17,48.6187
2022-09-18,48.6187
2022-09-19,50.3376
2022-09-20,48.6892
2022-09-21,47.509
2022-09-22,44.8186
2022-09-23,44.2606
2022-09-24,44.2606
2022-09-25,44.2606
2022-09-26,45.4992
2022-09-27,43.3722
2022-09-28,45.1543
2022-09-29,43.1297
2022-09-30,40.723
2022-10-01,40.723
2022-10-02,40.723
2022-10-03,42.6507
2022-10-04,45.708
2022-10-05,43.4369
2022-10-06,41.2858
2022-10-07,37.3082
2022-10-08,37.3082
2022-10-09,37.3082
2022-10-10,39.3873
2022-10-11,40.7675
2022-10-12,41.3433
2022-10-13,47.9956
2022-10-14,47.9658
2022-10-15,47.9658
2022-10-16,47.9658
2022-10-17,50.264
2022-10-18,49.2636
2022-10-19,49.1687
2022-10-20,44.9032
2022-10-21,47.6623
2022-10-22,47.6623
2022-10-23,47.6623
2022-10-24,49.9465
2022-10-25,46.6187
2022-10-26,45.0015
2022-10-27,45.8928
2022-10-28,49.1217
2022-10-29,49.1217
2022-10-30,49.1217
2022-10-31,49.4163
2022-11-01,47.9514
2022-11-02,46.9631
2022-11-03,45.4674
2022-11-04,49.389
2022-11-05,49.389
2022-11-06,49.389
2022-11-07,49.0158
2022-11-08,49.1381
2022-11-09,47.9768
2022-11-10,51.5033
2022-11-11,48.4568
2022-11-12,48.4568
2022-11-13,48.4568
2022-11-14,48.6683
2022-11-15,49.7048
2022-11-16,48.6878
2022-11-17,47.3322
2022-11-18,46.8047
2022-11-19,46.8047
2022-11-20,46.8047
2022-11-21,49.1497
2022-11-22,50.1599
2022-11-23,49.088
2022-11-24,49.088
2022-11-25,50.9073
2022-11-26,50.9073
2022-11-27,50.9073
2022-11-28,47.7197
2022-11-29,47.7526
2022-11-30,51.1509
2022-12-01,48.7301
2022-12-02,49.3578
2022-12-03,49.3578
2022-12-04,49.3578
2022-12-05,45.1283
2022-12-06,45.8739
2022-12-07,45.4296
2022-12-08,46.0044
2022-12-09,46.5185
2022-12-10,46.5185
2022-12-11,46.5185
2022-12-12,48.5459
2022-12-13,47.3091
2022-12-14,45.9467
2022-12-15,43.3903
2022-12-16,43.167
2022-12-17,43.167
2022-12-18,43.167
2022-12-19,43.4305
2022-12-20,41.7977
2022-12-21,44.233
2022-12-22,44.6448
2022-12-23,46.1045
2022-12-24,46.1045
2022-12-25,46.1045
2022-12-26,46.1045
2022-12-27,45.5942
2022-12-28,45.0781
2022-12-29,47.3145
2022-12-30,47.0073
2022-12-31,47.0073
2023-01-01,47.0073
2023-01-02,47.0073
2023-01-03,47.594
2023-01-04,48.0699
2023-01-05,46.2942
2023-01-06,49.633
2023-01-07,49.633
2023-01-08,49.633
2023-01-09,47.4777
2023-01-10,48.8562
2023-01-11,49.3906
2023-01-12,50.9215
2023-01-13,51.4532
2023-01-14,51.4532
2023-01-15,51.4532
2023-01-16,51.4532
2023-01-17,50.0898
2023-01-18,47.2699
2023-01-19,48.8402
2023-01-20,50.8959
2023-01-21,50.8959
2023-01-22,50.8959
2023-01-23,50.5392
2023-01-24,49.6983
2023-01-25,47.2214
2023-01-26,46.7693
2023-01-27,48.6347
2023-01-28,48.6347
2023-01-29,48.6347
2023-01-30,48.5947
2023-01-31,51.4087
2023-02-01,43.2051
2023-02-02,46.6433
2023-02-03,49.9866
2023-02-04,49.9866
2023-02-05,49.9866
2023-02-06,49.8845
2023-02-07,49.7793
2023-02-08,48.6128
2023-02-09,48.8757
2023-02-10,49.0682
2023-02-11,49.0682
2023-02-12,49.0682
2023-02-13,49.9649
2023-02-14,48.2089
2023-02-15,50.1398
2023-02-16,49.632
2023-02-17,52.322
2023-02-18,52.322
2023-02-19,52.322
2023-02-20,52.322
2023-02-21,50.3356
2023-02-22,49.6723
2023-02-23,51.5376
2023-02-24,49.218
2023-02-25,49.218
2023-02-26,49.218
2023-02-27,48.7945
2023-02-28,47.6002
2023-03-01,48.5664
2023-03-02,47.8912
2023-03-03,48.63
2023-03-04,48.63
2023-03-05,48.63
2023-03-06,46.0101
2023-03-07,43.8266
2023-03-08,44.7913
2023-03-09,39.5692
2023-03-10,37.899
2023-03-11,37.899
2023-03-12,37.899
2023-03-13,33.1948
2023-03-14,32.4735
2023-03-15,33.2704
2023-03-16,38.9275
2023-03-17,38.7957
2023-03-18,38.7957
2023-03-19,38.7957
2023-03-20,38.5256
2023-03-21,44.0086
