,BKE US Equity
2023-03-20,35.6726
2023-03-21,36.3306
2023-03-22,35.0016
2023-03-23,34.0511
2023-03-24,35.7752
2023-03-25,35.7752
2023-03-26,35.7752
2023-03-27,34.8545
2023-03-28,35.3463
2023-03-29,37.776
2023-03-30,37.2689
2023-03-31,40.6444
2023-04-01,40.6444
2023-04-02,40.6444
2023-04-03,43.497
2023-04-04,41.5378
2023-04-05,39.4039
2023-04-06,37.4816
2023-04-07,37.4816
2023-04-08,37.4816
2023-04-09,37.4816
2023-04-10,37.0981
2023-04-11,39.0706
2023-04-12,37.6383
2023-04-13,39.4637
2023-04-14,41.9889
2023-04-15,41.9889
2023-04-16,41.9889
2023-04-17,41.8059
2023-04-18,41.0393
2023-04-19,41.4605
2023-04-20,40.9651
2023-04-21,40.6026
2023-04-22,40.6026
2023-04-23,40.6026
2023-04-24,40.011
2023-04-25,38.4649
2023-04-26,40.0483
2023-04-27,41.4798
2023-04-28,40.1667
2023-04-29,40.1667
2023-04-30,40.1667
2023-05-01,39.449
2023-05-02,40.4615
2023-05-03,39.2798
2023-05-04,38.8108
2023-05-05,42.3701
2023-05-06,42.3701
2023-05-07,42.3701
2023-05-08,41.1025
2023-05-09,40.0445
2023-05-10,39.2678
2023-05-11,40.5524
2023-05-12,42.3543
2023-05-13,42.3543
2023-05-14,42.3543
2023-05-15,41.9922
2023-05-16,39.6041
2023-05-17,43.2542
2023-05-18,45.3781
2023-05-19,40.4904
2023-05-20,40.4904
2023-05-21,40.4904
2023-05-22,39.1196
2023-05-23,39.0922
2023-05-24,40.4294
2023-05-25,38.112
2023-05-26,40.5335
2023-05-27,40.5335
2023-05-28,40.5335
2023-05-29,40.5335
2023-05-30,40.05
2023-05-31,37.4665
2023-06-01,39.5883
2023-06-02,45.6886
2023-06-03,45.6886
2023-06-04,45.6886
2023-06-05,43.583
2023-06-06,45.75
2023-06-07,49.5641
2023-06-08,49.8424
2023-06-09,49.0646
2023-06-10,49.0646
2023-06-11,49.0646
2023-06-12,50.2845
2023-06-13,50.4782
2023-06-14,49.4483
2023-06-15,50.1943
2023-06-16,49.9172
2023-06-17,49.9172
2023-06-18,49.9172
2023-06-19,49.9172
2023-06-20,50.3778
2023-06-21,53.7927
2023-06-22,51.9614
2023-06-23,49.5864
2023-06-24,49.5864
2023-06-25,49.5864
2023-06-26,49.6215
2023-06-27,50.8922
2023-06-28,48.9411
2023-06-29,52.1823
2023-06-30,51.8203
2023-07-01,51.8203
2023-07-02,51.8203
2023-07-03,54.1875
2023-07-04,54.1875
2023-07-05,51.9153
2023-07-06,49.7235
2023-07-07,51.2445
2023-07-08,51.2445
2023-07-09,51.2445
2023-07-10,51.9133
2023-07-11,53.7194
2023-07-12,51.2571
2023-07-13,49.7841
2023-07-14,50.3811
2023-07-15,50.3811
2023-07-16,50.3811
2023-07-17,53.2558
2023-07-18,54.0654
2023-07-19,54.4895
2023-07-20,54.7223
2023-07-21,53.5086
2023-07-22,53.5086
2023-07-23,53.5086
2023-07-24,55.0222
2023-07-25,53.6666
2023-07-26,55.9138
2023-07-27,55.9138
2023-07-28,57.2583
2023-07-29,57.2583
2023-07-30,57.2583
2023-07-31,58.5654
2023-08-01,56.5526
2023-08-02,54.6109
2023-08-03,55.4892
2023-08-04,56.4311
2023-08-05,56.4311
2023-08-06,56.4311
2023-08-07,57.4657
2023-08-08,59.6778
2023-08-09,59.0613
2023-08-10,59.0613
2023-08-11,59.543
2023-08-12,59.543
2023-08-13,59.543
2023-08-14,58.726
2023-08-15,56.3756
2023-08-16,56.6809
2023-08-17,55.8221
2023-08-18,59.2763
2023-08-19,59.2763
2023-08-20,59.2763
2023-08-21,60.4583
2023-08-22,55.5976
2023-08-23,55.5043
2023-08-24,51.6505
2023-08-25,51.0114
2023-08-26,51.0114
2023-08-27,51.0114
2023-08-28,51.3435
2023-08-29,53.0319
2023-08-30,52.8468
2023-08-31,54.5295
2023-09-01,55.9954
2023-09-02,55.9954
2023-09-03,55.9954
2023-09-04,55.9954
2023-09-05,49.0923
2023-09-06,46.9432
2023-09-07,45.1189
2023-09-08,42.5851
2023-09-09,42.5851
2023-09-10,42.5851
2023-09-11,44.9202
2023-09-12,44.6419
2023-09-13,43.0555
2023-09-14,45.661
2023-09-15,43.4991
2023-09-16,43.4991
2023-09-17,43.4991
2023-09-18,40.625
2023-09-19,39.3826
2023-09-20,40.2823
2023-09-21,39.9146
2023-09-22,39.9146
2023-09-23,39.9146
2023-09-24,39.9146
2023-09-25,41.6252
2023-09-26,41.1206
2023-09-27,41.9457
2023-09-28,45.3918
2023-09-29,45.3918
2023-09-30,45.3918
2023-10-01,45.3918
2023-10-02,44.929
2023-10-03,44.46
2023-10-04,43.0276
2023-10-05,36.1553
2023-10-06,41.3454
2023-10-07,41.3454
2023-10-08,41.3454
2023-10-09,44.6412
2023-10-10,48.0392
2023-10-11,48.9398
2023-10-12,48.7279
2023-10-13,48.619
2023-10-14,48.619
2023-10-15,48.619
2023-10-16,52.1577
2023-10-17,54.8706
2023-10-18,54.7121
2023-10-19,56.0261
2023-10-20,54.8329
2023-10-21,54.8329
2023-10-22,54.8329
2023-10-23,52.5188
2023-10-24,51.625
2023-10-25,51.2718
2023-10-26,50.4779
2023-10-27,47.0137
2023-10-28,47.0137
2023-10-29,47.0137
2023-10-30,47.58
2023-10-31,49.5713
2023-11-01,48.842
2023-11-02,53.1917
2023-11-03,57.3624
2023-11-04,57.3624
2023-11-05,57.3624
2023-11-06,56.3953
2023-11-07,55.2707
2023-11-08,51.7264
2023-11-09,45.2403
2023-11-10,47.3143
2023-11-11,47.3143
2023-11-12,47.3143
2023-11-13,48.2778
2023-11-14,52.7191
2023-11-15,55.5438
2023-11-16,52.3109
2023-11-17,58.9982
2023-11-18,58.9982
2023-11-19,58.9982
2023-11-20,59.1892
2023-11-21,59.8977
2023-11-22,59.4448
2023-11-23,59.4448
2023-11-24,59.8486
2023-11-25,59.8486
2023-11-26,59.8486
2023-11-27,60.4595
2023-11-28,61.3825
2023-11-29,61.5185
2023-11-30,60.2742
2023-12-01,63.3422
2023-12-02,63.3422
2023-12-03,63.3422
2023-12-04,64.2658
2023-12-05,64.3713
2023-12-06,66.8806
2023-12-07,67.3222
2023-12-08,67.652
2023-12-09,67.652
2023-12-10,67.652
2023-12-11,68.653
2023-12-12,67.5305
2023-12-13,68.969
2023-12-14,71.3142
2023-12-15,72.0105
2023-12-16,72.0105
2023-12-17,72.0105
2023-12-18,71.4128
2023-12-19,73.6137
2023-12-20,72.8036
2023-12-21,74.1068
2023-12-22,74.3189
2023-12-23,74.3189
2023-12-24,74.3189
2023-12-25,74.3189
2023-12-26,75.2481
2023-12-27,75.4114
2023-12-28,76.0936
2023-12-29,73.9705
2023-12-30,73.9705
2023-12-31,73.9705
2024-01-01,73.9705
2024-01-02,74.854
2024-01-03,65.8158
2024-01-04,65.4425
2024-01-05,62.2992
2024-01-06,62.2992
2024-01-07,62.2992
2024-01-08,60.2456
2024-01-09,56.4908
2024-01-10,57.7463
2024-01-11,54.5267
2024-01-12,53.8297
2024-01-13,53.8297
2024-01-14,53.8297
2024-01-15,53.8297
2024-01-16,45.3521
2024-01-17,44.9284
2024-01-18,44.007
2024-01-19,44.4302
2024-01-20,44.4302
2024-01-21,44.4302
2024-01-22,46.232
2024-01-23,44.8286
2024-01-24,46.4209
2024-01-25,46.6912
2024-01-26,46.5562
2024-01-27,46.5562
2024-01-28,46.5562
2024-01-29,46.5562
2024-01-30,49.3752
2024-01-31,48.0639
2024-02-01,50.7975
2024-02-02,50.4353
2024-02-03,50.4353
2024-02-04,50.4353
2024-02-05,49.9139
2024-02-06,50.2581
2024-02-07,50.9243
2024-02-08,52.8528
2024-02-09,55.8895
2024-02-10,55.8895
2024-02-11,55.8895
2024-02-12,56.3054
2024-02-13,50.4055
2024-02-14,51.1701
2024-02-15,55.4344
2024-02-16,54.2407
2024-02-17,54.2407
2024-02-18,54.2407
2024-02-19,54.2407
2024-02-20,53.7992
2024-02-21,54.4836
2024-02-22,55.2786
2024-02-23,56.3395
2024-02-24,56.3395
2024-02-25,56.3395
2024-02-26,58.0551
2024-02-27,59.3515
2024-02-28,56.5845
2024-02-29,57.0624
2024-03-01,55.8955
2024-03-02,55.8955
2024-03-03,55.8955
2024-03-04,57.529
2024-03-05,54.6997
2024-03-06,48.5411
2024-03-07,49.559
2024-03-08,48.015
2024-03-09,48.015
2024-03-10,48.015
2024-03-11,47.1854
2024-03-12,48.6239
2024-03-13,48.0479
2024-03-14,46.6471
2024-03-15,50.231
2024-03-16,50.231
2024-03-17,50.231
2024-03-18,45.5998
2024-03-19,46.6123
2024-03-20,49.6353
2024-03-21,51.4593
2024-03-22,49.6801
2024-03-23,49.6801
2024-03-24,49.6801
2024-03-25,48.3499
2024-03-26,49.5789
2024-03-27,52.225
2024-03-28,54.2087
2024-03-29,54.2087
2024-03-30,54.2087
2024-03-31,54.2087
2024-04-01,54.2087
2024-04-02,50.8079
2024-04-03,48.7859
2024-04-04,47.9546
2024-04-05,50.0195
2024-04-06,50.0195
2024-04-07,50.0195
2024-04-08,51.8126
