,IR US Equity
2023-03-20,46.2266
2023-03-21,50.4364
2023-03-22,48.5781
2023-03-23,48.5584
2023-03-24,48.7304
2023-03-25,48.7304
2023-03-26,48.7304
2023-03-27,50.3613
2023-03-28,50.724
2023-03-29,52.2937
2023-03-30,53.5956
2023-03-31,55.2983
2023-04-01,55.2983
2023-04-02,55.2983
2023-04-03,55.5168
2023-04-04,48.7294
2023-04-05,47.9882
2023-04-06,47.1265
2023-04-07,47.1265
2023-04-08,47.1265
2023-04-09,47.1265
2023-04-10,49.337
2023-04-11,49.6175
2023-04-12,51.374
2023-04-13,50.3987
2023-04-14,49.7766
2023-04-15,49.7766
2023-04-16,49.7766
2023-04-17,50.6321
2023-04-18,51.1755
2023-04-19,49.5078
2023-04-20,48.927
2023-04-21,48.8796
2023-04-22,48.8796
2023-04-23,48.8796
2023-04-24,48.9564
2023-04-25,46.7056
2023-04-26,44.3684
2023-04-27,52.8716
2023-04-28,52.9131
2023-04-29,52.9131
2023-04-30,52.9131
2023-05-01,53.1265
2023-05-02,53.0767
2023-05-03,51.895
2023-05-04,52.9555
2023-05-05,57.3532
2023-05-06,57.3532
2023-05-07,57.3532
2023-05-08,56.7464
2023-05-09,56.8081
2023-05-10,55.2862
2023-05-11,54.0555
2023-05-12,54.7353
2023-05-13,54.7353
2023-05-14,54.7353
2023-05-15,56.253
2023-05-16,55.1282
2023-05-17,56.2591
2023-05-18,58.2199
2023-05-19,57.7144
2023-05-20,57.7144
2023-05-21,57.7144
2023-05-22,57.6534
2023-05-23,52.7284
2023-05-24,49.8922
2023-05-25,51.5348
2023-05-26,54.5485
2023-05-27,54.5485
2023-05-28,54.5485
2023-05-29,54.5485
2023-05-30,53.3692
2023-05-31,49.0317
2023-06-01,52.3829
2023-06-02,58.4687
2023-06-03,58.4687
2023-06-04,58.4687
2023-06-05,56.8757
2023-06-06,58.2765
2023-06-07,60.2551
2023-06-08,60.3685
2023-06-09,59.6143
2023-06-10,59.6143
2023-06-11,59.6143
2023-06-12,60.2479
2023-06-13,62.3456
2023-06-14,62.3779
2023-06-15,63.3388
2023-06-16,62.8044
2023-06-17,62.8044
2023-06-18,62.8044
2023-06-19,62.8044
2023-06-20,61.6712
2023-06-21,61.6891
2023-06-22,59.9253
2023-06-23,59.4926
2023-06-24,59.4926
2023-06-25,59.4926
2023-06-26,59.0515
2023-06-27,60.486
2023-06-28,59.6638
2023-06-29,61.1608
2023-06-30,63.0034
2023-07-01,63.0034
2023-07-02,63.0034
2023-07-03,62.6193
2023-07-04,62.6193
2023-07-05,59.1377
2023-07-06,57.4845
2023-07-07,58.9678
2023-07-08,58.9678
2023-07-09,58.9678
2023-07-10,62.0041
2023-07-11,62.8122
2023-07-12,62.3756
2023-07-13,63.4459
2023-07-14,61.6631
2023-07-15,61.6631
2023-07-16,61.6631
2023-07-17,61.9984
2023-07-18,63.4198
2023-07-19,59.3315
2023-07-20,58.9385
2023-07-21,57.9307
2023-07-22,57.9307
2023-07-23,57.9307
2023-07-24,57.9533
2023-07-25,57.318
2023-07-26,55.5846
2023-07-27,54.1372
2023-07-28,54.5281
2023-07-29,54.5281
2023-07-30,54.5281
2023-07-31,57.2189
2023-08-01,58.9566
2023-08-02,57.2658
2023-08-03,60.9018
2023-08-04,60.2189
2023-08-05,60.2189
2023-08-06,60.2189
2023-08-07,62.3012
2023-08-08,63.6969
2023-08-09,62.0892
2023-08-10,61.355
2023-08-11,61.7169
2023-08-12,61.7169
2023-08-13,61.7169
2023-08-14,61.0559
2023-08-15,58.0112
2023-08-16,57.0627
2023-08-17,55.1022
2023-08-18,56.0998
2023-08-19,56.0998
2023-08-20,56.0998
2023-08-21,56.6364
2023-08-22,57.076
2023-08-23,61.0412
2023-08-24,60.1357
2023-08-25,61.6304
2023-08-26,61.6304
2023-08-27,61.6304
2023-08-28,62.0762
2023-08-29,63.9603
2023-08-30,63.6594
2023-08-31,62.5934
2023-09-01,63.3641
2023-09-02,63.3641
2023-09-03,63.3641
2023-09-04,63.3641
2023-09-05,57.8852
2023-09-06,61.4687
2023-09-07,59.9233
2023-09-08,59.486
2023-09-09,59.486
2023-09-10,59.486
2023-09-11,56.9403
2023-09-12,55.9116
2023-09-13,48.5407
2023-09-14,50.6875
2023-09-15,49.0057
2023-09-16,49.0057
2023-09-17,49.0057
2023-09-18,50.2729
2023-09-19,49.8545
2023-09-20,46.8064
2023-09-21,44.5255
2023-09-22,45.8078
2023-09-23,45.8078
2023-09-24,45.8078
2023-09-25,45.3831
2023-09-26,41.9626
2023-09-27,43.3484
2023-09-28,46.1209
2023-09-29,44.8714
2023-09-30,44.8714
2023-10-01,44.8714
2023-10-02,44.5987
2023-10-03,42.9126
2023-10-04,44.1076
2023-10-05,43.1058
2023-10-06,44.8721
2023-10-07,44.8721
2023-10-08,44.8721
2023-10-09,46.8081
2023-10-10,48.4335
2023-10-11,51.7914
2023-10-12,51.9656
2023-10-13,47.3156
2023-10-14,47.3156
2023-10-15,47.3156
2023-10-16,49.1819
2023-10-17,50.9308
2023-10-18,43.7562
2023-10-19,41.5878
2023-10-20,40.1794
2023-10-21,40.1794
2023-10-22,40.1794
2023-10-23,38.3168
2023-10-24,39.2873
2023-10-25,38.7419
2023-10-26,40.1388
2023-10-27,39.2485
2023-10-28,39.2485
2023-10-29,39.2485
2023-10-30,42.3941
2023-10-31,42.6779
2023-11-01,45.9582
2023-11-02,53.5196
2023-11-03,53.0292
2023-11-04,53.0292
2023-11-05,53.0292
2023-11-06,52.7899
2023-11-07,54.2086
2023-11-08,54.3447
2023-11-09,56.2288
2023-11-10,58.5918
2023-11-11,58.5918
2023-11-12,58.5918
2023-11-13,59.4898
2023-11-14,60.8414
2023-11-15,60.9257
2023-11-16,61.7601
2023-11-17,62.0001
2023-11-18,62.0001
2023-11-19,62.0001
2023-11-20,62.1754
2023-11-21,62.3909
2023-11-22,62.7022
2023-11-23,62.7022
2023-11-24,63.8319
2023-11-25,63.8319
2023-11-26,63.8319
2023-11-27,62.1057
2023-11-28,58.7583
2023-11-29,58.5834
2023-11-30,62.1407
2023-12-01,63.5733
2023-12-02,63.5733
2023-12-03,63.5733
2023-12-04,62.9045
2023-12-05,62.7184
2023-12-06,60.9157
2023-12-07,63.1273
2023-12-08,64.478
2023-12-09,64.478
2023-12-10,64.478
2023-12-11,65.6263
2023-12-12,66.1001
2023-12-13,64.2674
2023-12-14,66.9895
2023-12-15,65.483
2023-12-16,65.483
2023-12-17,65.483
2023-12-18,65.4182
2023-12-19,67.8978
2023-12-20,63.3542
2023-12-21,64.9019
2023-12-22,65.9884
2023-12-23,65.9884
2023-12-24,65.9884
2023-12-25,65.9884
2023-12-26,67.4008
2023-12-27,68.0717
2023-12-28,67.847
2023-12-29,66.4214
2023-12-30,66.4214
2023-12-31,66.4214
2024-01-01,66.4214
2024-01-02,64.4783
2024-01-03,58.6316
2024-01-04,59.052
2024-01-05,58.6595
2024-01-06,58.6595
2024-01-07,58.6595
2024-01-08,60.4465
2024-01-09,60.8084
2024-01-10,61.5366
2024-01-11,64.0802
2024-01-12,63.2457
2024-01-13,63.2457
2024-01-14,63.2457
2024-01-15,63.2457
2024-01-16,64.1926
2024-01-17,62.6183
2024-01-18,63.9535
2024-01-19,65.1869
2024-01-20,65.1869
2024-01-21,65.1869
2024-01-22,65.9783
2024-01-23,65.5427
2024-01-24,64.2929
2024-01-25,65.0567
2024-01-26,65.1508
2024-01-27,65.1508
2024-01-28,65.1508
2024-01-29,67.2993
2024-01-30,67.5275
2024-01-31,64.8279
2024-02-01,68.5247
2024-02-02,71.106
2024-02-03,71.106
2024-02-04,71.106
2024-02-05,68.3556
2024-02-06,68.8511
2024-02-07,70.7602
2024-02-08,71.8473
2024-02-09,72.5256
2024-02-10,72.5256
2024-02-11,72.5256
2024-02-12,71.0609
2024-02-13,69.8394
2024-02-14,71.7642
2024-02-15,73.4174
2024-02-16,75.3471
2024-02-17,75.3471
2024-02-18,75.3471
2024-02-19,75.3471
2024-02-20,67.1524
2024-02-21,69.883
2024-02-22,71.9141
2024-02-23,71.2158
2024-02-24,71.2158
2024-02-25,71.2158
2024-02-26,71.4693
2024-02-27,70.4095
2024-02-28,68.9346
2024-02-29,70.7072
2024-03-01,71.0535
2024-03-02,71.0535
2024-03-03,71.0535
2024-03-04,70.7937
2024-03-05,66.4121
2024-03-06,66.8048
2024-03-07,68.0313
2024-03-08,65.8693
2024-03-09,65.8693
2024-03-10,65.8693
2024-03-11,63.619
2024-03-12,65.539
2024-03-13,64.6695
2024-03-14,65.361
2024-03-15,63.9054
2024-03-16,63.9054
2024-03-17,63.9054
2024-03-18,65.01
2024-03-19,65.5263
2024-03-20,68.4435
2024-03-21,70.1913
2024-03-22,69.1863
2024-03-23,69.1863
2024-03-24,69.1863
2024-03-25,68.454
2024-03-26,68.3677
2024-03-27,69.4445
2024-03-28,68.521
2024-03-29,68.521
2024-03-30,68.521
2024-03-31,68.521
2024-04-01,64.702
2024-04-02,61.8339
2024-04-03,63.1601
2024-04-04,60.3453
2024-04-05,64.1512
2024-04-06,64.1512
2024-04-07,64.1512
2024-04-08,62.1834
