,AMCX US Equity
2023-03-21,43.1811
2023-03-22,41.7505
2023-03-23,42.4279
2023-03-24,41.2415
2023-03-25,41.2415
2023-03-26,41.2415
2023-03-27,43.7275
2023-03-28,44.1639
2023-03-29,45.0746
2023-03-30,45.1044
2023-03-31,46.9839
2023-04-01,46.9839
2023-04-02,46.9839
2023-04-03,46.0265
2023-04-04,45.8177
2023-04-05,45.4709
2023-04-06,47.3422
2023-04-07,47.3422
2023-04-08,47.3422
2023-04-09,47.3422
2023-04-10,49.2655
2023-04-11,50.2208
2023-04-12,47.9722
2023-04-13,49.9009
2023-04-14,48.365
2023-04-15,48.365
2023-04-16,48.365
2023-04-17,50.0166
2023-04-18,49.8367
2023-04-19,50.3295
2023-04-20,49.2962
2023-04-21,49.813
2023-04-22,49.813
2023-04-23,49.813
2023-04-24,50.3367
2023-04-25,46.8004
2023-04-26,45.5014
2023-04-27,46.9216
2023-04-28,48.0154
2023-04-29,48.0154
2023-04-30,48.0154
2023-05-01,48.9673
2023-05-02,46.844
2023-05-03,45.122
2023-05-04,39.6468
2023-05-05,41.0761
2023-05-06,41.0761
2023-05-07,41.0761
2023-05-08,41.8595
2023-05-09,44.7275
2023-05-10,41.5592
2023-05-11,40.1819
2023-05-12,39.5047
2023-05-13,39.5047
2023-05-14,39.5047
2023-05-15,40.6465
2023-05-16,38.4417
2023-05-17,40.707
2023-05-18,40.6345
2023-05-19,39.167
2023-05-20,39.167
2023-05-21,39.167
2023-05-22,38.7869
2023-05-23,38.0235
2023-05-24,37.4281
2023-05-25,35.8264
2023-05-26,36.3977
2023-05-27,36.3977
2023-05-28,36.3977
2023-05-29,36.3977
2023-05-30,35.6474
2023-05-31,34.5647
2023-06-01,34.9992
2023-06-02,36.0102
2023-06-03,36.0102
2023-06-04,36.0102
2023-06-05,35.5134
2023-06-06,35.9249
2023-06-07,40.6693
2023-06-08,40.1195
2023-06-09,38.8518
2023-06-10,38.8518
2023-06-11,38.8518
2023-06-12,38.465
2023-06-13,39.4452
2023-06-14,39.0358
2023-06-15,38.7388
2023-06-16,37.7869
2023-06-17,37.7869
2023-06-18,37.7869
2023-06-19,37.7869
2023-06-20,35.5822
2023-06-21,35.781
2023-06-22,35.6387
2023-06-23,35.4348
2023-06-24,35.4348
2023-06-25,35.4348
2023-06-26,38.7501
2023-06-27,40.1412
2023-06-28,40.4411
2023-06-29,43.5146
2023-06-30,42.4709
2023-07-01,42.4709
2023-07-02,42.4709
2023-07-03,42.4709
2023-07-04,42.4709
2023-07-05,43.2742
2023-07-06,42.9639
2023-07-07,46.4403
2023-07-08,46.4403
2023-07-09,46.4403
2023-07-10,46.4885
2023-07-11,48.2237
2023-07-12,47.4282
2023-07-13,48.4065
2023-07-14,47.4923
2023-07-15,47.4923
2023-07-16,47.4923
2023-07-17,47.0784
2023-07-18,51.0049
2023-07-19,52.2867
2023-07-20,49.8304
2023-07-21,49.267
2023-07-22,49.267
2023-07-23,49.267
2023-07-24,48.464
2023-07-25,47.4291
2023-07-26,49.8463
2023-07-27,47.8092
2023-07-28,49.256
2023-07-29,49.256
2023-07-30,49.256
2023-07-31,46.4537
2023-08-01,46.2752
2023-08-02,44.1673
2023-08-03,45.1368
2023-08-04,52.8527
2023-08-05,52.8527
2023-08-06,52.8527
2023-08-07,51.3052
2023-08-08,51.4782
2023-08-09,48.1612
2023-08-10,46.9511
2023-08-11,46.8251
2023-08-12,46.8251
2023-08-13,46.8251
2023-08-14,45.6022
2023-08-15,45.3068
2023-08-16,43.8377
2023-08-17,44.6859
2023-08-18,42.0962
2023-08-19,42.0962
2023-08-20,42.0962
2023-08-21,42.2062
2023-08-22,41.5529
2023-08-23,43.9642
2023-08-24,43.2769
2023-08-25,41.7576
2023-08-26,41.7576
2023-08-27,41.7576
2023-08-28,43.6341
2023-08-29,45.0764
2023-08-30,46.3864
2023-08-31,44.8643
2023-09-01,43.6083
2023-09-02,43.6083
2023-09-03,43.6083
2023-09-04,43.6083
2023-09-05,42.552
2023-09-06,41.939
2023-09-07,38.3096
2023-09-08,40.8673
2023-09-09,40.8673
2023-09-10,40.8673
2023-09-11,43.0267
2023-09-12,43.8639
2023-09-13,43.2503
2023-09-14,47.181
2023-09-15,48.4633
2023-09-16,48.4633
2023-09-17,48.4633
2023-09-18,47.6496
2023-09-19,46.8361
2023-09-20,46.8361
2023-09-21,50.8016
2023-09-22,48.6973
2023-09-23,48.6973
2023-09-24,48.6973
2023-09-25,46.4239
2023-09-26,43.698
2023-09-27,45.513
2023-09-28,46.5098
2023-09-29,48.9506
2023-09-30,48.9506
2023-10-01,48.9506
2023-10-02,47.2769
2023-10-03,46.7259
2023-10-04,46.9922
2023-10-05,46.1335
2023-10-06,49.1254
2023-10-07,49.1254
2023-10-08,49.1254
2023-10-09,52.2142
2023-10-10,52.0585
2023-10-11,51.1125
2023-10-12,49.1121
2023-10-13,48.1621
2023-10-14,48.1621
2023-10-15,48.1621
2023-10-16,53.762
2023-10-17,55.0294
2023-10-18,53.9222
2023-10-19,53.8688
2023-10-20,50.9467
2023-10-21,50.9467
2023-10-22,50.9467
2023-10-23,48.3773
2023-10-24,49.762
2023-10-25,47.6828
2023-10-26,47.311
2023-10-27,45.922
2023-10-28,45.922
2023-10-29,45.922
2023-10-30,48.0267
2023-10-31,49.2527
2023-11-01,50.6085
2023-11-02,55.6481
2023-11-03,62.1916
2023-11-04,62.1916
2023-11-05,62.1916
2023-11-06,60.4675
2023-11-07,57.6011
2023-11-08,55.5243
2023-11-09,54.8425
2023-11-10,56.6065
2023-11-11,56.6065
2023-11-12,56.6065
2023-11-13,53.8415
2023-11-14,58.4532
2023-11-15,58.4852
2023-11-16,56.8534
2023-11-17,60.8692
2023-11-18,60.8692
2023-11-19,60.8692
2023-11-20,61.045
2023-11-21,61.4038
2023-11-22,59.6054
2023-11-23,59.6054
2023-11-24,59.134
2023-11-25,59.134
2023-11-26,59.134
2023-11-27,58.845
2023-11-28,58.8797
2023-11-29,59.6525
2023-11-30,58.4135
2023-12-01,61.5781
2023-12-02,61.5781
2023-12-03,61.5781
2023-12-04,63.3948
2023-12-05,60.8791
2023-12-06,62.5122
2023-12-07,64.3479
2023-12-08,65.8277
2023-12-09,65.8277
2023-12-10,65.8277
2023-12-11,64.9334
2023-12-12,61.719
2023-12-13,65.1728
2023-12-14,68.1458
2023-12-15,70.2357
2023-12-16,70.2357
2023-12-17,70.2357
2023-12-18,64.9631
2023-12-19,67.6687
2023-12-20,60.5142
2023-12-21,61.6038
2023-12-22,58.2438
2023-12-23,58.2438
2023-12-24,58.2438
2023-12-25,58.2438
2023-12-26,58.3649
2023-12-27,58.8098
2023-12-28,59.457
2023-12-29,59.5077
2023-12-30,59.5077
2023-12-31,59.5077
2024-01-01,59.5077
2024-01-02,60.5276
2024-01-03,57.6008
2024-01-04,57.7903
2024-01-05,58.5836
2024-01-06,58.5836
2024-01-07,58.5836
2024-01-08,59.6388
2024-01-09,59.0798
2024-01-10,59.9127
2024-01-11,55.8734
2024-01-12,55.7225
2024-01-13,55.7225
2024-01-14,55.7225
2024-01-15,55.7225
2024-01-16,51.679
2024-01-17,51.5064
2024-01-18,52.2975
2024-01-19,53.4434
2024-01-20,53.4434
2024-01-21,53.4434
2024-01-22,56.443
2024-01-23,56.5327
2024-01-24,52.0638
2024-01-25,55.7428
2024-01-26,54.8575
2024-01-27,54.8575
2024-01-28,54.8575
2024-01-29,54.7137
2024-01-30,54.6026
2024-01-31,53.5531
2024-02-01,54.3633
2024-02-02,53.4375
2024-02-03,53.4375
2024-02-04,53.4375
2024-02-05,51.4729
2024-02-06,51.6497
2024-02-07,49.3256
2024-02-08,49.4573
2024-02-09,41.1422
2024-02-10,41.1422
2024-02-11,41.1422
2024-02-12,42.2872
2024-02-13,38.8713
2024-02-14,40.9068
2024-02-15,42.2334
2024-02-16,39.7222
2024-02-17,39.7222
2024-02-18,39.7222
2024-02-19,39.7222
2024-02-20,39.6228
2024-02-21,39.4949
2024-02-22,38.3924
2024-02-23,37.4615
2024-02-24,37.4615
2024-02-25,37.4615
2024-02-26,37.0347
2024-02-27,39.0216
2024-02-28,39.4004
2024-02-29,39.9153
2024-03-01,40.8254
2024-03-02,40.8254
2024-03-03,40.8254
2024-03-04,39.4137
2024-03-05,38.5238
2024-03-06,38.9379
2024-03-07,37.7682
2024-03-08,37.1904
2024-03-09,37.1904
2024-03-10,37.1904
2024-03-11,39.2574
2024-03-12,40.7125
2024-03-13,41.0892
2024-03-14,39.8451
2024-03-15,39.649
2024-03-16,39.649
2024-03-17,39.649
2024-03-18,42.8954
2024-03-19,43.5981
2024-03-20,44.0256
2024-03-21,41.2578
2024-03-22,38.8308
2024-03-23,38.8308
2024-03-24,38.8308
2024-03-25,41.6613
2024-03-26,40.6392
2024-03-27,42.4303
2024-03-28,41.8799
2024-03-29,41.8799
2024-03-30,41.8799
2024-03-31,41.8799
2024-04-01,40.8854
2024-04-02,39.9382
2024-04-03,40.6996
2024-04-04,40.6996
2024-04-05,39.941
2024-04-06,39.941
2024-04-07,39.941
2024-04-08,39.0799
