,BHF US Equity
2023-03-22,34.8106
2023-03-23,33.6133
2023-03-24,34.6888
2023-03-25,34.6888
2023-03-26,34.6888
2023-03-27,37.0802
2023-03-28,36.8167
2023-03-29,38.1061
2023-03-30,38.45
2023-03-31,40.0394
2023-04-01,40.0394
2023-04-02,40.0394
2023-04-03,39.9751
2023-04-04,37.9085
2023-04-05,37.1572
2023-04-06,37.5291
2023-04-07,37.5291
2023-04-08,37.5291
2023-04-09,37.5291
2023-04-10,38.8393
2023-04-11,39.9153
2023-04-12,39.0408
2023-04-13,39.1055
2023-04-14,39.3054
2023-04-15,39.3054
2023-04-16,39.3054
2023-04-17,41.5123
2023-04-18,42.1864
2023-04-19,43.975
2023-04-20,42.8192
2023-04-21,41.8759
2023-04-22,41.8759
2023-04-23,41.8759
2023-04-24,41.196
2023-04-25,39.7342
2023-04-26,39.2952
2023-04-27,41.8584
2023-04-28,44.6989
2023-04-29,44.6989
2023-04-30,44.6989
2023-05-01,44.4337
2023-05-02,41.7351
2023-05-03,41.1461
2023-05-04,38.9356
2023-05-05,43.8813
2023-05-06,43.8813
2023-05-07,43.8813
2023-05-08,44.8798
2023-05-09,42.3466
2023-05-10,40.672
2023-05-11,41.11
2023-05-12,39.4671
2023-05-13,39.4671
2023-05-14,39.4671
2023-05-15,41.1414
2023-05-16,40.0713
2023-05-17,43.808
2023-05-18,44.4909
2023-05-19,42.7013
2023-05-20,42.7013
2023-05-21,42.7013
2023-05-22,43.9937
2023-05-23,43.6928
2023-05-24,41.8507
2023-05-25,43.1784
2023-05-26,44.6172
2023-05-27,44.6172
2023-05-28,44.6172
2023-05-29,44.6172
2023-05-30,44.7488
2023-05-31,42.5858
2023-06-01,45.5083
2023-06-02,49.4696
2023-06-03,49.4696
2023-06-04,49.4696
2023-06-05,48.1172
2023-06-06,50.6268
2023-06-07,52.9795
2023-06-08,51.1958
2023-06-09,50.9504
2023-06-10,50.9504
2023-06-11,50.9504
2023-06-12,51.5966
2023-06-13,53.7403
2023-06-14,51.4998
2023-06-15,52.6739
2023-06-16,51.7959
2023-06-17,51.7959
2023-06-18,51.7959
2023-06-19,51.7959
2023-06-20,51.5534
2023-06-21,51.612
2023-06-22,51.0164
2023-06-23,49.8268
2023-06-24,49.8268
2023-06-25,49.8268
2023-06-26,51.0909
2023-06-27,53.3019
2023-06-28,52.8484
2023-06-29,55.2509
2023-06-30,56.2527
2023-07-01,56.2527
2023-07-02,56.2527
2023-07-03,56.9857
2023-07-04,56.9857
2023-07-05,55.7711
2023-07-06,55.0283
2023-07-07,58.035
2023-07-08,58.035
2023-07-09,58.035
2023-07-10,56.5801
2023-07-11,58.2418
2023-07-12,57.1736
2023-07-13,58.6854
2023-07-14,56.3727
2023-07-15,56.3727
2023-07-16,56.3727
2023-07-17,57.6992
2023-07-18,59.0961
2023-07-19,60.3093
2023-07-20,61.0475
2023-07-21,59.734
2023-07-22,59.734
2023-07-23,59.734
2023-07-24,60.6821
2023-07-25,60.7556
2023-07-26,62.3052
2023-07-27,61.8298
2023-07-28,62.2212
2023-07-29,62.2212
2023-07-30,62.2212
2023-07-31,62.7666
2023-08-01,62.8622
2023-08-02,62.0706
2023-08-03,63.5542
2023-08-04,64.9535
2023-08-05,64.9535
2023-08-06,64.9535
2023-08-07,66.1349
2023-08-08,67.054
2023-08-09,55.4398
2023-08-10,53.7518
2023-08-11,53.7732
2023-08-12,53.7732
2023-08-13,53.7732
2023-08-14,51.0125
2023-08-15,48.2674
2023-08-16,48.1788
2023-08-17,47.3908
2023-08-18,48.019
2023-08-19,48.019
2023-08-20,48.019
2023-08-21,47.83
2023-08-22,45.779
2023-08-23,47.6525
2023-08-24,49.1874
2023-08-25,49.392
2023-08-26,49.392
2023-08-27,49.392
2023-08-28,50.6766
2023-08-29,53.0673
2023-08-30,53.6187
2023-08-31,53.5056
2023-09-01,57.0008
2023-09-02,57.0008
2023-09-03,57.0008
2023-09-04,57.0008
2023-09-05,50.3288
2023-09-06,52.0434
2023-09-07,50.8806
2023-09-08,52.7246
2023-09-09,52.7246
2023-09-10,52.7246
2023-09-11,52.9502
2023-09-12,54.6514
2023-09-13,54.066
2023-09-14,56.2267
2023-09-15,57.4726
2023-09-16,57.4726
2023-09-17,57.4726
2023-09-18,56.5415
2023-09-19,56.1423
2023-09-20,55.6775
2023-09-21,46.1648
2023-09-22,46.0169
2023-09-23,46.0169
2023-09-24,46.0169
2023-09-25,50.7497
2023-09-26,47.5822
2023-09-27,48.0549
2023-09-28,50.0092
2023-09-29,49.9209
2023-09-30,49.9209
2023-10-01,49.9209
2023-10-02,47.8031
2023-10-03,44.0928
2023-10-04,44.1891
2023-10-05,44.9257
2023-10-06,47.9797
2023-10-07,47.9797
2023-10-08,47.9797
2023-10-09,47.6828
2023-10-10,48.9433
2023-10-11,50.5853
2023-10-12,48.8691
2023-10-13,47.7446
2023-10-14,47.7446
2023-10-15,47.7446
2023-10-16,51.4601
2023-10-17,53.0601
2023-10-18,50.7817
2023-10-19,48.7047
2023-10-20,45.0512
2023-10-21,45.0512
2023-10-22,45.0512
2023-10-23,43.2631
2023-10-24,43.4998
2023-10-25,41.4769
2023-10-26,44.4563
2023-10-27,43.0179
2023-10-28,43.0179
2023-10-29,43.0179
2023-10-30,43.8403
2023-10-31,44.5733
2023-11-01,44.0742
2023-11-02,49.2516
2023-11-03,51.9256
2023-11-04,51.9256
2023-11-05,51.9256
2023-11-06,50.72
2023-11-07,50.6152
2023-11-08,47.9502
2023-11-09,46.622
2023-11-10,48.6142
2023-11-11,48.6142
2023-11-12,48.6142
2023-11-13,48.6142
2023-11-14,53.0757
2023-11-15,53.7584
2023-11-16,52.1239
2023-11-17,55.6054
2023-11-18,55.6054
2023-11-19,55.6054
2023-11-20,54.4446
2023-11-21,53.8739
2023-11-22,55.2911
2023-11-23,55.2911
2023-11-24,56.9302
2023-11-25,56.9302
2023-11-26,56.9302
2023-11-27,57.8094
2023-11-28,56.6373
2023-11-29,56.3959
2023-11-30,57.5197
2023-12-01,58.5871
2023-12-02,58.5871
2023-12-03,58.5871
2023-12-04,59.9685
2023-12-05,57.298
2023-12-06,57.0202
2023-12-07,57.5238
2023-12-08,58.9403
2023-12-09,58.9403
2023-12-10,58.9403
2023-12-11,58.4768
2023-12-12,58.393
2023-12-13,61.1217
2023-12-14,61.4897
2023-12-15,56.8424
2023-12-16,56.8424
2023-12-17,56.8424
2023-12-18,56.081
2023-12-19,58.1982
2023-12-20,55.935
2023-12-21,57.4093
2023-12-22,57.3557
2023-12-23,57.3557
2023-12-24,57.3557
2023-12-25,57.3557
2023-12-26,58.362
2023-12-27,56.8899
2023-12-28,57.2059
2023-12-29,54.9553
2023-12-30,54.9553
2023-12-31,54.9553
2024-01-01,54.9553
2024-01-02,54.7079
2024-01-03,51.5096
2024-01-04,53.2303
2024-01-05,54.4444
2024-01-06,54.4444
2024-01-07,54.4444
2024-01-08,55.1713
2024-01-09,51.1847
2024-01-10,53.1112
2024-01-11,51.052
2024-01-12,50.4353
2024-01-13,50.4353
2024-01-14,50.4353
2024-01-15,50.4353
2024-01-16,46.5708
2024-01-17,45.4849
2024-01-18,47.2658
2024-01-19,49.7869
2024-01-20,49.7869
2024-01-21,49.7869
2024-01-22,50.5627
2024-01-23,50.1498
2024-01-24,51.8256
2024-01-25,55.5367
2024-01-26,55.83
2024-01-27,55.83
2024-01-28,55.83
2024-01-29,55.5323
2024-01-30,54.8445
2024-01-31,50.7124
2024-02-01,48.5241
2024-02-02,49.2141
2024-02-03,49.2141
2024-02-04,49.2141
2024-02-05,49.3645
2024-02-06,50.1036
2024-02-07,52.1467
2024-02-08,52.9727
2024-02-09,53.1204
2024-02-10,53.1204
2024-02-11,53.1204
2024-02-12,54.9736
2024-02-13,40.2155
2024-02-14,42.3064
2024-02-15,45.2023
2024-02-16,43.1348
2024-02-17,43.1348
2024-02-18,43.1348
2024-02-19,43.1348
2024-02-20,43.1348
2024-02-21,43.5264
2024-02-22,43.3628
2024-02-23,43.7997
2024-02-24,43.7997
2024-02-25,43.7997
2024-02-26,41.8693
2024-02-27,42.7725
2024-02-28,42.6203
2024-02-29,41.5122
2024-03-01,40.7748
2024-03-02,40.7748
2024-03-03,40.7748
2024-03-04,39.7448
2024-03-05,40.2557
2024-03-06,40.5743
2024-03-07,40.4931
2024-03-08,41.5224
2024-03-09,41.5224
2024-03-10,41.5224
2024-03-11,43.2835
2024-03-12,44.5141
2024-03-13,45.7604
2024-03-14,44.4396
2024-03-15,45.8793
2024-03-16,45.8793
2024-03-17,45.8793
2024-03-18,44.8249
2024-03-19,45.6956
2024-03-20,49.2124
2024-03-21,50.4538
2024-03-22,46.6344
2024-03-23,46.6344
2024-03-24,46.6344
2024-03-25,50.2676
2024-03-26,51.4004
2024-03-27,55.2933
2024-03-28,56.0433
2024-03-29,56.0433
2024-03-30,56.0433
2024-03-31,56.0433
2024-04-01,54.4505
2024-04-02,53.8866
2024-04-03,55.586
2024-04-04,53.5709
2024-04-05,54.8299
2024-04-06,54.8299
2024-04-07,54.8299
2024-04-08,54.2215
