,STBA US Equity
2020-05-29,43.1386
2020-05-30,43.1386
2020-05-31,43.1386
2020-06-01,43.1598
2020-06-02,42.8945
2020-06-03,46.2284
2020-06-04,46.6415
2020-06-05,50.4426
2020-06-06,50.4426
2020-06-07,50.4426
2020-06-08,50.8368
2020-06-09,49.669
2020-06-10,47.2547
2020-06-11,43.7581
2020-06-12,44.9704
2020-06-13,44.9704
2020-06-14,44.9704
2020-06-15,45.3218
2020-06-16,47.1491
2020-06-17,45.5052
2020-06-18,45.5685
2020-06-19,45.9368
2020-06-20,45.9368
2020-06-21,45.9368
2020-06-22,45.6735
2020-06-23,45.0817
2020-06-24,43.8123
2020-06-25,45.8146
2020-06-26,43.8373
2020-06-27,43.8373
2020-06-28,43.8373
2020-06-29,46.8924
2020-06-30,47.8774
2020-07-01,45.7884
2020-07-02,45.4815
2020-07-03,45.4815
2020-07-04,45.4815
2020-07-05,45.4815
2020-07-06,45.822
2020-07-07,44.4072
2020-07-08,44.4568
2020-07-09,42.5135
2020-07-10,45.4061
2020-07-11,45.4061
2020-07-12,45.4061
2020-07-13,46.965
2020-07-14,46.3897
2020-07-15,48.8413
2020-07-16,48.6202
2020-07-17,47.464
2020-07-18,47.464
2020-07-19,47.464
2020-07-20,46.1327
2020-07-21,50.4462
2020-07-22,49.0474
2020-07-23,50.248
2020-07-24,49.3849
2020-07-25,49.3849
2020-07-26,49.3849
2020-07-27,48.3672
2020-07-28,48.3917
2020-07-29,50.4546
2020-07-30,44.693
2020-07-31,45.5665
2020-08-01,45.5665
2020-08-02,45.5665
2020-08-03,44.0859
2020-08-04,42.4284
2020-08-05,44.4022
2020-08-06,44.0736
2020-08-07,46.3391
2020-08-08,46.3391
2020-08-09,46.3391
2020-08-10,47.9218
2020-08-11,48.7278
2020-08-12,48.5657
2020-08-13,47.3097
2020-08-14,47.9543
2020-08-15,47.9543
2020-08-16,47.9543
2020-08-17,47.3077
2020-08-18,45.7707
2020-08-19,45.8827
2020-08-20,45.0884
2020-08-21,44.1775
2020-08-22,44.1775
2020-08-23,44.1775
2020-08-24,46.3323
2020-08-25,46.1053
2020-08-26,44.6228
2020-08-27,46.347
2020-08-28,45.8547
2020-08-29,45.8547
2020-08-30,45.8547
2020-08-31,44.7294
2020-09-01,44.7777
2020-09-02,44.7777
2020-09-03,45.052
2020-09-04,46.1925
2020-09-05,46.1925
2020-09-06,46.1925
2020-09-07,46.1925
2020-09-08,44.7935
2020-09-09,44.1026
2020-09-10,42.6838
2020-09-11,42.3456
2020-09-12,42.3456
2020-09-13,42.3456
2020-09-14,43.2374
2020-09-15,41.7558
2020-09-16,41.7558
2020-09-17,41.5467
2020-09-18,42.5668
2020-09-19,42.5668
2020-09-20,42.5668
2020-09-21,38.1732
2020-09-22,37.3649
2020-09-23,36.5386
2020-09-24,38.6863
2020-09-25,38.1145
2020-09-26,38.1145
2020-09-27,38.1145
2020-09-28,41.1975
2020-09-29,40.5588
2020-09-30,40.2653
2020-10-01,40.7971
2020-10-02,43.1952
2020-10-03,43.1952
2020-10-04,43.1952
2020-10-05,46.5737
2020-10-06,46.771
2020-10-07,48.1187
2020-10-08,49.5186
2020-10-09,48.9869
2020-10-10,48.9869
2020-10-11,48.9869
2020-10-12,50.7457
2020-10-13,48.4787
2020-10-14,47.2933
2020-10-15,49.1813
2020-10-16,49.6183
2020-10-17,49.6183
2020-10-18,49.6183
2020-10-19,49.5382
2020-10-20,52.1364
2020-10-21,53.8022
2020-10-22,54.9809
2020-10-23,55.4222
2020-10-24,55.4222
2020-10-25,55.4222
2020-10-26,52.1194
2020-10-27,49.2072
2020-10-28,47.054
2020-10-29,48.605
2020-10-30,48.6869
2020-10-31,48.6869
2020-11-01,48.6869
2020-11-02,50.6384
2020-11-03,53.5688
2020-11-04,47.5702
2020-11-05,49.4471
2020-11-06,47.3432
2020-11-07,47.3432
2020-11-08,47.3432
2020-11-09,58.489
2020-11-10,61.2479
2020-11-11,57.8709
2020-11-12,55.837
2020-11-13,56.7512
2020-11-14,56.7512
2020-11-15,56.7512
2020-11-16,59.5248
2020-11-17,58.7453
2020-11-18,57.0078
2020-11-19,57.8672
2020-11-20,56.9834
2020-11-21,56.9834
2020-11-22,56.9834
2020-11-23,57.6768
2020-11-24,60.456
2020-11-25,58.1786
2020-11-26,58.1786
2020-11-27,56.4636
2020-11-28,56.4636
2020-11-29,56.4636
2020-11-30,53.2756
2020-12-01,54.6509
2020-12-02,55.6756
2020-12-03,54.9859
2020-12-04,57.2282
2020-12-05,57.2282
2020-12-06,57.2282
2020-12-07,56.5803
2020-12-08,57.1078
2020-12-09,56.7006
2020-12-10,57.0962
2020-12-11,55.9678
2020-12-12,55.9678
2020-12-13,55.9678
2020-12-14,56.7687
2020-12-15,57.8091
2020-12-16,57.3582
2020-12-17,56.3354
2020-12-18,56.5136
2020-12-19,56.5136
2020-12-20,56.5136
2020-12-21,56.1186
2020-12-22,53.0138
2020-12-23,55.0467
2020-12-24,56.6825
2020-12-25,56.6825
2020-12-26,56.6825
2020-12-27,56.6825
2020-12-28,57.9148
2020-12-29,55.0783
2020-12-30,56.3277
2020-12-31,57.4773
2021-01-01,57.4773
2021-01-02,57.4773
2021-01-03,57.4773
2021-01-04,56.6857
2021-01-05,58.6871
2021-01-06,65.1949
2021-01-07,64.8374
2021-01-08,62.7798
2021-01-09,62.7798
2021-01-10,62.7798
2021-01-11,63.0365
2021-01-12,64.1863
2021-01-13,62.6191
2021-01-14,64.7032
2021-01-15,63.8844
2021-01-16,63.8844
2021-01-17,63.8844
2021-01-18,63.8844
2021-01-19,64.7159
2021-01-20,63.2513
2021-01-21,61.2045
2021-01-22,62.4368
2021-01-23,62.4368
2021-01-24,62.4368
2021-01-25,61.286
2021-01-26,60.3814
2021-01-27,57.4697
2021-01-28,55.388
2021-01-29,51.4937
2021-01-30,51.4937
2021-01-31,51.4937
2021-02-01,54.0813
2021-02-02,56.0282
2021-02-03,54.7068
2021-02-04,57.6439
2021-02-05,57.3944
2021-02-06,57.3944
2021-02-07,57.3944
2021-02-08,59.2207
2021-02-09,60.6418
2021-02-10,59.7263
2021-02-11,58.3591
2021-02-12,57.8643
2021-02-13,57.8643
2021-02-14,57.8643
2021-02-15,57.8643
2021-02-16,58.2865
2021-02-17,58.5727
2021-02-18,56.5263
2021-02-19,58.3561
2021-02-20,58.3561
2021-02-21,58.3561
2021-02-22,60.5187
2021-02-23,60.6812
2021-02-24,62.3637
2021-02-25,61.3295
2021-02-26,59.0096
2021-02-27,59.0096
2021-02-28,59.0096
2021-03-01,61.2692
2021-03-02,60.1399
2021-03-03,62.7445
2021-03-04,63.4923
2021-03-05,66.6753
2021-03-06,66.6753
2021-03-07,66.6753
2021-03-08,69.6145
2021-03-09,68.2265
2021-03-10,70.0957
2021-03-11,69.3779
2021-03-12,71.0381
2021-03-13,71.0381
2021-03-14,71.0381
2021-03-15,66.158
2021-03-16,64.7137
2021-03-17,64.9636
2021-03-18,65.676
2021-03-19,66.054
2021-03-20,66.054
2021-03-21,66.054
2021-03-22,60.2916
2021-03-23,57.2141
2021-03-24,59.1323
2021-03-25,60.4173
2021-03-26,63.1765
2021-03-27,63.1765
2021-03-28,63.1765
2021-03-29,59.8954
2021-03-30,60.2441
2021-03-31,60.311
2021-04-01,60.276
2021-04-02,60.276
2021-04-03,60.276
2021-04-04,60.276
2021-04-05,61.0935
2021-04-06,59.8914
2021-04-07,58.6081
2021-04-08,58.2263
2021-04-09,58.8599
2021-04-10,58.8599
2021-04-11,58.8599
2021-04-12,59.3909
2021-04-13,55.7788
2021-04-14,57.4884
2021-04-15,57.4884
2021-04-16,57.6016
2021-04-17,57.6016
2021-04-18,57.6016
2021-04-19,56.2085
2021-04-20,51.7158
2021-04-21,54.1137
2021-04-22,51.919
2021-04-23,56.5214
2021-04-24,56.5214
2021-04-25,56.5214
2021-04-26,54.994
2021-04-27,55.0213
2021-04-28,54.6778
2021-04-29,55.4829
2021-04-30,55.0135
2021-05-01,55.0135
2021-05-02,55.0135
2021-05-03,56.7321
2021-05-04,57.64
2021-05-05,57.0546
2021-05-06,58.7033
2021-05-07,58.8181
2021-05-08,58.8181
2021-05-09,58.8181
2021-05-10,55.469
2021-05-11,53.6264
2021-05-12,51.6696
2021-05-13,56.2009
2021-05-14,56.9346
2021-05-15,56.9346
2021-05-16,56.9346
2021-05-17,57.557
2021-05-18,55.4469
2021-05-19,55.477
2021-05-20,55.725
2021-05-21,58.1086
2021-05-22,58.1086
2021-05-23,58.1086
2021-05-24,56.9051
2021-05-25,52.5169
2021-05-26,54.3532
2021-05-27,55.821
2021-05-28,55.3327
2021-05-29,55.3327
2021-05-30,55.3327
2021-05-31,55.3327
2021-06-01,55.5185
2021-06-02,54.6948
2021-06-03,55.0561
2021-06-04,55.0898
2021-06-05,55.0898
2021-06-06,55.0898
2021-06-07,56.0107
2021-06-08,56.1141
2021-06-09,53.5938
2021-06-10,51.6491
2021-06-11,52.5584
2021-06-12,52.5584
2021-06-13,52.5584
2021-06-14,51.5964
2021-06-15,53.4364
2021-06-16,55.0921
2021-06-17,48.51
2021-06-18,43.4329
2021-06-19,43.4329
2021-06-20,43.4329
2021-06-21,48.2833
2021-06-22,47.1156
2021-06-23,46.5637
2021-06-24,49.001
2021-06-25,49.3711
2021-06-26,49.3711
2021-06-27,49.3711
2021-06-28,45.9235
2021-06-29,45.5347
2021-06-30,45.7175
2021-07-01,46.2033
2021-07-02,44.4316
2021-07-03,44.4316
2021-07-04,44.4316
2021-07-05,44.4316
2021-07-06,41.9925
2021-07-07,42.0728
2021-07-08,40.2858
2021-07-09,44.5312
2021-07-10,44.5312
2021-07-11,44.5312
2021-07-12,45.6054
2021-07-13,43.9653
2021-07-14,43.9653
2021-07-15,45.0232
2021-07-16,42.9124
2021-07-17,42.9124
2021-07-18,42.9124
2021-07-19,40.1625
2021-07-20,42.8085
2021-07-21,44.6599
2021-07-22,40.8109
2021-07-23,42.9132
2021-07-24,42.9132
2021-07-25,42.9132
2021-07-26,44.243
2021-07-27,44.128
2021-07-28,44.8324
2021-07-29,44.8324
2021-07-30,43.8059
2021-07-31,43.8059
2021-08-01,43.8059
2021-08-02,42.9731
2021-08-03,45.361
2021-08-04,43.0101
2021-08-05,45.3164
2021-08-06,47.9393
2021-08-07,47.9393
2021-08-08,47.9393
2021-08-09,46.9549
2021-08-10,48.7687
2021-08-11,50.7545
2021-08-12,49.9464
2021-08-13,49.6265
2021-08-14,49.6265
2021-08-15,49.6265
2021-08-16,48.6243
2021-08-17,48.1217
2021-08-18,47.1492
2021-08-19,46.6436
2021-08-20,48.0433
2021-08-21,48.0433
2021-08-22,48.0433
2021-08-23,47.7007
2021-08-24,47.7007
2021-08-25,48.0531
2021-08-26,46.5522
2021-08-27,50.205
2021-08-28,50.205
2021-08-29,50.205
2021-08-30,47.1866
2021-08-31,47.5728
2021-09-01,47.2945
2021-09-02,46.1381
2021-09-03,45.2308
2021-09-04,45.2308
2021-09-05,45.2308
2021-09-06,45.2308
2021-09-07,43.948
2021-09-08,42.9924
2021-09-09,42.571
2021-09-10,40.0256
2021-09-11,40.0256
2021-09-12,40.0256
2021-09-13,42.1518
2021-09-14,40.2439
2021-09-15,40.8708
2021-09-16,39.9319
2021-09-17,43.4954
2021-09-18,43.4954
2021-09-19,43.4954
2021-09-20,40.4717
2021-09-21,39.4583
2021-09-22,41.6742
2021-09-23,44.31
2021-09-24,45.6948
2021-09-25,45.6948
2021-09-26,45.6948
2021-09-27,50.646
2021-09-28,49.4501
2021-09-29,51.4276
2021-09-30,50.1689
2021-10-01,52.2365
2021-10-02,52.2365
2021-10-03,52.2365
2021-10-04,51.9839
2021-10-05,51.9839
2021-10-06,53.4299
2021-10-07,54.9126
2021-10-08,55.2616
2021-10-09,55.2616
2021-10-10,55.2616
2021-10-11,53.1344
2021-10-12,53.7483
2021-10-13,51.9643
2021-10-14,53.6399
2021-10-15,52.6426
2021-10-16,52.6426
2021-10-17,52.6426
2021-10-18,52.9014
2021-10-19,53.8153
2021-10-20,55.3517
2021-10-21,55.6485
2021-10-22,57.8039
2021-10-23,57.8039
2021-10-24,57.8039
2021-10-25,58.0473
2021-10-26,57.8746
2021-10-27,51.3916
2021-10-28,52.5538
2021-10-29,52.5538
2021-10-30,52.5538
2021-10-31,52.5538
2021-11-01,57.825
2021-11-02,55.0833
2021-11-03,57.7457
2021-11-04,54.6802
2021-11-05,58.4259
2021-11-06,58.4259
2021-11-07,58.4259
2021-11-08,58.8614
2021-11-09,58.7634
2021-11-10,59.2198
2021-11-11,59.9603
2021-11-12,58.5975
2021-11-13,58.5975
2021-11-14,58.5975
2021-11-15,57.7617
2021-11-16,57.6554
2021-11-17,56.1061
2021-11-18,57.452
2021-11-19,55.1716
2021-11-20,55.1716
2021-11-21,55.1716
2021-11-22,56.9792
2021-11-23,58.6642
2021-11-24,56.9992
2021-11-25,56.9992
2021-11-26,48.7369
2021-11-27,48.7369
2021-11-28,48.7369
2021-11-29,47.1949
2021-11-30,46.4542
2021-12-01,45.7505
2021-12-02,50.0952
2021-12-03,47.498
2021-12-04,47.498
2021-12-05,47.498
2021-12-06,52.1982
2021-12-07,51.4888
2021-12-08,51.0503
2021-12-09,49.198
2021-12-10,50.0359
2021-12-11,50.0359
2021-12-12,50.0359
2021-12-13,47.8211
2021-12-14,48.9289
2021-12-15,47.9537
2021-12-16,49.7361
2021-12-17,52.8807
2021-12-18,52.8807
2021-12-19,52.8807
2021-12-20,47.0534
2021-12-21,50.4771
2021-12-22,51.3087
2021-12-23,52.0377
2021-12-24,52.0377
2021-12-25,52.0377
2021-12-26,52.0377
2021-12-27,53.1773
2021-12-28,53.3857
2021-12-29,53.3447
2021-12-30,52.553
2021-12-31,52.8199
2022-01-01,52.8199
2022-01-02,52.8199
2022-01-03,55.1323
2022-01-04,57.496
2022-01-05,57.0842
2022-01-06,60.6771
2022-01-07,60.7077
2022-01-08,60.7077
2022-01-09,60.7077
2022-01-10,60.7394
2022-01-11,59.2093
2022-01-12,57.8952
2022-01-13,58.9766
2022-01-14,59.7696
2022-01-15,59.7696
2022-01-16,59.7696
2022-01-17,59.7696
2022-01-18,57.471
2022-01-19,54.102
2022-01-20,51.6651
2022-01-21,51.5793
2022-01-22,51.5793
2022-01-23,51.5793
2022-01-24,54.2525
2022-01-25,54.7841
2022-01-26,52.0997
2022-01-27,45.9986
2022-01-28,45.3685
2022-01-29,45.3685
2022-01-30,45.3685
2022-01-31,46.5468
2022-02-01,47.9569
2022-02-02,47.0135
2022-02-03,47.4837
2022-02-04,48.599
2022-02-05,48.599
2022-02-06,48.599
2022-02-07,48.517
2022-02-08,51.955
2022-02-09,49.1157
2022-02-10,48.9935
2022-02-11,49.9383
2022-02-12,49.9383
2022-02-13,49.9383
2022-02-14,48.4609
2022-02-15,50.7437
2022-02-16,50.6999
2022-02-17,48.6147
2022-02-18,50.118
2022-02-19,50.118
2022-02-20,50.118
2022-02-21,50.118
2022-02-22,48.8993
2022-02-23,47.9093
2022-02-24,45.3491
2022-02-25,49.7819
2022-02-26,49.7819
2022-02-27,49.7819
2022-02-28,49.4051
2022-03-01,44.9821
2022-03-02,48.6832
2022-03-03,49.9497
2022-03-04,47.3792
2022-03-05,47.3792
2022-03-06,47.3792
2022-03-07,44.9509
2022-03-08,44.8475
2022-03-09,46.5022
2022-03-10,47.299
2022-03-11,49.3527
2022-03-12,49.3527
2022-03-13,49.3527
2022-03-14,51.4658
2022-03-15,50.5368
2022-03-16,51.9414
2022-03-17,50.4991
2022-03-18,49.1282
2022-03-19,49.1282
2022-03-20,49.1282
2022-03-21,48.6063
2022-03-22,50.2059
2022-03-23,46.2119
2022-03-24,46.1375
2022-03-25,48.3332
2022-03-26,48.3332
2022-03-27,48.3332
2022-03-28,47.2013
2022-03-29,49.1551
2022-03-30,45.9793
2022-03-31,44.8947
2022-04-01,45.5151
2022-04-02,45.5151
2022-04-03,45.5151
2022-04-04,43.8726
2022-04-05,43.1919
2022-04-06,41.4748
2022-04-07,40.0627
2022-04-08,40.4621
2022-04-09,40.4621
2022-04-10,40.4621
2022-04-11,39.5754
2022-04-12,38.6651
2022-04-13,41.0547
2022-04-14,40.2783
2022-04-15,40.2783
2022-04-16,40.2783
2022-04-17,40.2783
2022-04-18,40.8568
2022-04-19,45.1537
2022-04-20,47.4499
2022-04-21,47.4954
2022-04-22,45.0741
2022-04-23,45.0741
2022-04-24,45.0741
2022-04-25,46.6679
2022-04-26,44.9228
2022-04-27,43.9566
2022-04-28,46.3898
2022-04-29,43.5517
2022-04-30,43.5517
2022-05-01,43.5517
2022-05-02,45.1923
2022-05-03,45.1923
2022-05-04,49.291
2022-05-05,46.9119
2022-05-06,45.8639
2022-05-07,45.8639
2022-05-08,45.8639
2022-05-09,45.3976
2022-05-10,43.4917
2022-05-11,42.9692
2022-05-12,43.0198
2022-05-13,42.7842
2022-05-14,42.7842
2022-05-15,42.7842
2022-05-16,41.8364
2022-05-17,45.6752
2022-05-18,44.6857
2022-05-19,43.3499
2022-05-20,45.6421
2022-05-21,45.6421
2022-05-22,45.6421
2022-05-23,48.0579
2022-05-24,48.578
2022-05-25,48.8669
2022-05-26,50.4509
2022-05-27,52.2588
2022-05-28,52.2588
2022-05-29,52.2588
2022-05-30,52.2588
2022-05-31,52.7165
2022-06-01,50.4167
2022-06-02,51.6037
2022-06-03,50.2594
2022-06-04,50.2594
2022-06-05,50.2594
2022-06-06,50.2093
2022-06-07,50.4648
2022-06-08,47.8729
2022-06-09,45.5479
2022-06-10,43.2002
2022-06-11,43.2002
2022-06-12,43.2002
2022-06-13,42.4318
2022-06-14,43.978
2022-06-15,45.1078
2022-06-16,42.9997
2022-06-17,43.8089
2022-06-18,43.8089
2022-06-19,43.8089
2022-06-20,43.8089
2022-06-21,47.7548
2022-06-22,46.8102
2022-06-23,45.192
2022-06-24,46.7693
2022-06-25,46.7693
2022-06-26,46.7693
2022-06-27,47.3102
2022-06-28,47.0137
2022-06-29,45.5851
2022-06-30,44.7127
2022-07-01,48.0818
2022-07-02,48.0818
2022-07-03,48.0818
2022-07-04,48.0818
2022-07-05,48.5763
2022-07-06,47.7915
2022-07-07,46.5468
2022-07-08,47.4899
2022-07-09,47.4899
2022-07-10,47.4899
2022-07-11,47.2742
2022-07-12,47.9469
2022-07-13,45.5426
2022-07-14,42.9596
2022-07-15,47.9314
2022-07-16,47.9314
2022-07-17,47.9314
2022-07-18,48.5463
2022-07-19,53.269
2022-07-20,53.6559
2022-07-21,55.9656
2022-07-22,56.0119
2022-07-23,56.0119
2022-07-24,56.0119
2022-07-25,58.0638
2022-07-26,59.9943
2022-07-27,60.6604
2022-07-28,60.9128
2022-07-29,62.5298
2022-07-30,62.5298
2022-07-31,62.5298
2022-08-01,62.8559
2022-08-02,58.8805
2022-08-03,59.9394
2022-08-04,58.6377
2022-08-05,59.8114
2022-08-06,59.8114
2022-08-07,59.8114
2022-08-08,59.6095
2022-08-09,61.2773
2022-08-10,62.2788
2022-08-11,64.3524
2022-08-12,66.3067
2022-08-13,66.3067
2022-08-14,66.3067
2022-08-15,67.1113
2022-08-16,67.6918
2022-08-17,67.3842
2022-08-18,67.2262
2022-08-19,65.3248
2022-08-20,65.3248
2022-08-21,65.3248
2022-08-22,59.7855
2022-08-23,57.4004
2022-08-24,56.3031
2022-08-25,57.6815
2022-08-26,54.5655
2022-08-27,54.5655
2022-08-28,54.5655
2022-08-29,51.3449
2022-08-30,50.5039
2022-08-31,49.1708
2022-09-01,49.4584
2022-09-02,49.7524
2022-09-03,49.7524
2022-09-04,49.7524
2022-09-05,49.7524
2022-09-06,47.2501
2022-09-07,49.3465
2022-09-08,51.0707
2022-09-09,52.0831
2022-09-10,52.0831
2022-09-11,52.0831
2022-09-12,52.9778
2022-09-13,49.8486
2022-09-14,51.1124
2022-09-15,52.7365
2022-09-16,56.2612
2022-09-17,56.2612
2022-09-18,56.2612
2022-09-19,57.1842
2022-09-20,57.5257
2022-09-21,55.9428
2022-09-22,53.4694
2022-09-23,52.7274
2022-09-24,52.7274
2022-09-25,52.7274
2022-09-26,52.0425
2022-09-27,49.1601
2022-09-28,49.9957
2022-09-29,47.2959
2022-09-30,45.9842
2022-10-01,45.9842
2022-10-02,45.9842
2022-10-03,48.3313
2022-10-04,53.5017
2022-10-05,52.6894
2022-10-06,53.1103
2022-10-07,48.6347
2022-10-08,48.6347
2022-10-09,48.6347
2022-10-10,49.9438
2022-10-11,52.6487
2022-10-12,51.6493
2022-10-13,58.4489
2022-10-14,58.1668
2022-10-15,58.1668
2022-10-16,58.1668
2022-10-17,59.3046
2022-10-18,60.2629
2022-10-19,61.1308
2022-10-20,63.0293
2022-10-21,68.879
2022-10-22,68.879
2022-10-23,68.879
2022-10-24,71.2567
2022-10-25,72.7896
2022-10-26,70.2446
2022-10-27,70.8672
2022-10-28,73.2707
2022-10-29,73.2707
2022-10-30,73.2707
2022-10-31,74.0897
2022-11-01,73.914
2022-11-02,69.0195
2022-11-03,68.8003
2022-11-04,71.4716
2022-11-05,71.4716
2022-11-06,71.4716
2022-11-07,69.213
2022-11-08,66.7204
2022-11-09,65.2516
2022-11-10,68.2668
2022-11-11,66.1089
2022-11-12,66.1089
2022-11-13,66.1089
2022-11-14,66.6297
2022-11-15,68.01
2022-11-16,65.032
2022-11-17,64.4102
2022-11-18,64.8118
2022-11-19,64.8118
2022-11-20,64.8118
2022-11-21,64.4108
2022-11-22,64.7213
2022-11-23,63.3187
2022-11-24,63.3187
2022-11-25,63.7699
2022-11-26,63.7699
2022-11-27,63.7699
2022-11-28,60.8777
2022-11-29,61.2671
2022-11-30,62.7686
2022-12-01,60.1511
2022-12-02,58.7108
2022-12-03,58.7108
2022-12-04,58.7108
2022-12-05,54.2617
2022-12-06,54.3735
2022-12-07,54.3277
2022-12-08,53.8121
2022-12-09,52.1821
2022-12-10,52.1821
2022-12-11,52.1821
2022-12-12,51.811
2022-12-13,51.9876
2022-12-14,48.5802
2022-12-15,47.6203
2022-12-16,45.5063
2022-12-17,45.5063
2022-12-18,45.5063
2022-12-19,46.5856
2022-12-20,46.9316
2022-12-21,50.8375
2022-12-22,48.6507
2022-12-23,50.1008
2022-12-24,50.1008
2022-12-25,50.1008
2022-12-26,50.1008
2022-12-27,50.3726
2022-12-28,48.3734
2022-12-29,49.4581
2022-12-30,47.9185
2022-12-31,47.9185
2023-01-01,47.9185
2023-01-02,47.9185
2023-01-03,47.2473
2023-01-04,47.6519
2023-01-05,47.2303
2023-01-06,50.1692
2023-01-07,50.1692
2023-01-08,50.1692
2023-01-09,44.5885
2023-01-10,43.986
2023-01-11,44.5544
2023-01-12,46.8861
2023-01-13,47.8721
2023-01-14,47.8721
2023-01-15,47.8721
2023-01-16,47.8721
2023-01-17,47.2819
2023-01-18,42.5633
2023-01-19,41.3177
2023-01-20,42.3231
2023-01-21,42.3231
2023-01-22,42.3231
2023-01-23,41.6242
2023-01-24,41.5847
2023-01-25,41.2208
2023-01-26,49.7605
2023-01-27,54.8227
2023-01-28,54.8227
2023-01-29,54.8227
2023-01-30,54.3729
2023-01-31,58.7495
2023-02-01,56.8539
2023-02-02,59.704
2023-02-03,61.9809
2023-02-04,61.9809
2023-02-05,61.9809
2023-02-06,60.3087
2023-02-07,61.8622
2023-02-08,61.0836
2023-02-09,60.8018
2023-02-10,61.7748
2023-02-11,61.7748
2023-02-12,61.7748
2023-02-13,62.7317
2023-02-14,60.7646
2023-02-15,61.9675
2023-02-16,60.8784
2023-02-17,62.9019
2023-02-18,62.9019
2023-02-19,62.9019
2023-02-20,62.9019
2023-02-21,60.4986
2023-02-22,60.5304
2023-02-23,59.1977
2023-02-24,57.3591
2023-02-25,57.3591
2023-02-26,57.3591
2023-02-27,58.2763
2023-02-28,57.3438
2023-03-01,56.4585
2023-03-02,54.6638
2023-03-03,57.6381
2023-03-04,57.6381
2023-03-05,57.6381
2023-03-06,53.9315
2023-03-07,49.9829
2023-03-08,51.1893
2023-03-09,44.6803
2023-03-10,44.1034
2023-03-11,44.1034
2023-03-12,44.1034
2023-03-13,42.2534
2023-03-14,41.5505
2023-03-15,40.3432
2023-03-16,45.6526
2023-03-17,41.0321
