,CRD/A US Equity
2020-03-24,45.4367
2020-03-25,43.7284
2020-03-26,44.254
2020-03-27,41.9727
2020-03-28,41.9727
2020-03-29,41.9727
2020-03-30,42.7194
2020-03-31,43.7406
2020-04-01,40.2287
2020-04-02,39.309
2020-04-03,38.5791
2020-04-04,38.5791
2020-04-05,38.5791
2020-04-06,43.2149
2020-04-07,43.0666
2020-04-08,45.0191
2020-04-09,47.0238
2020-04-10,47.0238
2020-04-11,47.0238
2020-04-12,47.0238
2020-04-13,44.856
2020-04-14,45.3014
2020-04-15,43.0899
2020-04-16,41.1103
2020-04-17,44.0298
2020-04-18,44.0298
2020-04-19,44.0298
2020-04-20,43.1447
2020-04-21,42.8477
2020-04-22,43.2518
2020-04-23,42.9898
2020-04-24,48.6537
2020-04-25,48.6537
2020-04-26,48.6537
2020-04-27,50.0537
2020-04-28,49.9363
2020-04-29,51.7505
2020-04-30,47.5527
2020-05-01,45.1153
2020-05-02,45.1153
2020-05-03,45.1153
2020-05-04,46.0885
2020-05-05,45.9305
2020-05-06,44.4085
2020-05-07,41.9771
2020-05-08,43.224
2020-05-09,43.224
2020-05-10,43.224
2020-05-11,43.0226
2020-05-12,41.5219
2020-05-13,41.1261
2020-05-14,40.1851
2020-05-15,41.6392
2020-05-16,41.6392
2020-05-17,41.6392
2020-05-18,44.9611
2020-05-19,42.4118
2020-05-20,43.9549
2020-05-21,45.1448
2020-05-22,44.9256
2020-05-23,44.9256
2020-05-24,44.9256
2020-05-25,44.9256
2020-05-26,45.4056
2020-05-27,47.9534
2020-05-28,47.4113
2020-05-29,44.6278
2020-05-30,44.6278
2020-05-31,44.6278
2020-06-01,45.5283
2020-06-02,47.953
2020-06-03,48.2837
2020-06-04,49.2185
2020-06-05,56.4833
2020-06-06,56.4833
2020-06-07,56.4833
2020-06-08,56.9925
2020-06-09,53.863
2020-06-10,52.4962
2020-06-11,48.6102
2020-06-12,49.9265
2020-06-13,49.9265
2020-06-14,49.9265
2020-06-15,54.6307
2020-06-16,54.0471
2020-06-17,51.8688
2020-06-18,51.5296
2020-06-19,50.7288
2020-06-20,50.7288
2020-06-21,50.7288
2020-06-22,51.2328
2020-06-23,50.5787
2020-06-24,50.2169
2020-06-25,51.4153
2020-06-26,54.9492
2020-06-27,54.9492
2020-06-28,54.9492
2020-06-29,54.3648
2020-06-30,55.0787
2020-07-01,55.8481
2020-07-02,55.1501
2020-07-03,55.1501
2020-07-04,55.1501
2020-07-05,55.1501
2020-07-06,52.959
2020-07-07,50.9941
2020-07-08,50.8639
2020-07-09,49.3651
2020-07-10,48.8472
2020-07-11,48.8472
2020-07-12,48.8472
2020-07-13,49.3964
2020-07-14,51.6775
2020-07-15,53.0304
2020-07-16,53.1596
2020-07-17,52.7096
2020-07-18,52.7096
2020-07-19,52.7096
2020-07-20,51.8768
2020-07-21,53.4001
2020-07-22,52.3865
2020-07-23,53.095
2020-07-24,51.5092
2020-07-25,51.5092
2020-07-26,51.5092
2020-07-27,52.3194
2020-07-28,51.6699
2020-07-29,48.8467
2020-07-30,49.0069
2020-07-31,50.5287
2020-08-01,50.5287
2020-08-02,50.5287
2020-08-03,54.3148
2020-08-04,49.8995
2020-08-05,50.9134
2020-08-06,51.4219
2020-08-07,54.4221
2020-08-08,54.4221
2020-08-09,54.4221
2020-08-10,56.367
2020-08-11,56.5588
2020-08-12,56.0491
2020-08-13,56.253
2020-08-14,55.4546
2020-08-15,55.4546
2020-08-16,55.4546
2020-08-17,54.2973
2020-08-18,52.2997
2020-08-19,53.0762
2020-08-20,53.155
2020-08-21,50.3529
2020-08-22,50.3529
2020-08-23,50.3529
2020-08-24,50.5215
2020-08-25,49.6492
2020-08-26,47.8542
2020-08-27,46.7714
2020-08-28,47.0574
2020-08-29,47.0574
2020-08-30,47.0574
2020-08-31,44.8947
2020-09-01,48.2093
2020-09-02,49.3792
2020-09-03,49.6508
2020-09-04,50.3849
2020-09-05,50.3849
2020-09-06,50.3849
2020-09-07,50.3849
2020-09-08,49.3611
2020-09-09,46.9394
2020-09-10,46.6761
2020-09-11,46.5861
2020-09-12,46.5861
2020-09-13,46.5861
2020-09-14,47.8358
2020-09-15,47.3582
2020-09-16,47.3582
2020-09-17,47.5822
2020-09-18,47.9261
2020-09-19,47.9261
2020-09-20,47.9261
2020-09-21,49.9636
2020-09-22,48.2284
2020-09-23,44.8076
2020-09-24,43.5848
2020-09-25,43.7071
2020-09-26,43.7071
2020-09-27,43.7071
2020-09-28,44.9413
2020-09-29,44.3379
2020-09-30,42.2825
2020-10-01,44.317
2020-10-02,49.0755
2020-10-03,49.0755
2020-10-04,49.0755
2020-10-05,50.8761
2020-10-06,46.6595
2020-10-07,45.8178
2020-10-08,46.2635
2020-10-09,45.9701
2020-10-10,45.9701
2020-10-11,45.9701
2020-10-12,46.2054
2020-10-13,45.1875
2020-10-14,43.7904
2020-10-15,45.7726
2020-10-16,44.1616
2020-10-17,44.1616
2020-10-18,44.1616
2020-10-19,45.2822
2020-10-20,45.2822
2020-10-21,46.0546
2020-10-22,45.6106
2020-10-23,46.0144
2020-10-24,46.0144
2020-10-25,46.0144
2020-10-26,44.3126
2020-10-27,41.4576
2020-10-28,41.7452
2020-10-29,44.5627
2020-10-30,43.4751
2020-10-31,43.4751
2020-11-01,43.4751
2020-11-02,46.4495
2020-11-03,53.4722
2020-11-04,50.3376
2020-11-05,50.0126
2020-11-06,49.7909
2020-11-07,49.7909
2020-11-08,49.7909
2020-11-09,53.4216
2020-11-10,56.3056
2020-11-11,56.1857
2020-11-12,56.0621
2020-11-13,58.6933
2020-11-14,58.6933
2020-11-15,58.6933
2020-11-16,61.103
2020-11-17,58.578
2020-11-18,56.4077
2020-11-19,54.6508
2020-11-20,51.7601
2020-11-21,51.7601
2020-11-22,51.7601
2020-11-23,54.7145
2020-11-24,55.7986
2020-11-25,53.4809
2020-11-26,53.4809
2020-11-27,55.5718
2020-11-28,55.5718
2020-11-29,55.5718
2020-11-30,51.9978
2020-12-01,52.4629
2020-12-02,54.2071
2020-12-03,53.1454
2020-12-04,55.4043
2020-12-05,55.4043
2020-12-06,55.4043
2020-12-07,56.6159
2020-12-08,59.0028
2020-12-09,57.425
2020-12-10,56.2034
2020-12-11,54.9931
2020-12-12,54.9931
2020-12-13,54.9931
2020-12-14,55.3548
2020-12-15,56.6169
2020-12-16,53.1736
2020-12-17,53.1736
2020-12-18,49.437
2020-12-19,49.437
2020-12-20,49.437
2020-12-21,48.8452
2020-12-22,49.2641
2020-12-23,51.2264
2020-12-24,51.2264
2020-12-25,51.2264
2020-12-26,51.2264
2020-12-27,51.2264
2020-12-28,49.0877
2020-12-29,48.1518
2020-12-30,49.6952
2020-12-31,50.2424
2021-01-01,50.2424
2021-01-02,50.2424
2021-01-03,50.2424
2021-01-04,47.264
2021-01-05,48.8329
2021-01-06,54.5303
2021-01-07,51.4133
2021-01-08,53.8684
2021-01-09,53.8684
2021-01-10,53.8684
2021-01-11,54.0463
2021-01-12,54.5899
2021-01-13,54.1482
2021-01-14,55.8126
2021-01-15,55.4655
2021-01-16,55.4655
2021-01-17,55.4655
2021-01-18,55.4655
2021-01-19,56.5829
2021-01-20,53.3517
2021-01-21,53.9348
2021-01-22,55.0017
2021-01-23,55.0017
2021-01-24,55.0017
2021-01-25,54.2922
2021-01-26,53.5772
2021-01-27,52.6214
2021-01-28,52.6214
2021-01-29,50.4542
2021-01-30,50.4542
2021-01-31,50.4542
2021-02-01,53.6367
2021-02-02,54.1618
2021-02-03,53.9092
2021-02-04,55.7253
2021-02-05,56.0416
2021-02-06,56.0416
2021-02-07,56.0416
2021-02-08,56.8909
2021-02-09,62.5922
2021-02-10,62.5922
2021-02-11,59.8165
2021-02-12,63.5002
2021-02-13,63.5002
2021-02-14,63.5002
2021-02-15,63.5002
2021-02-16,62.8232
2021-02-17,61.0719
2021-02-18,61.2438
2021-02-19,61.8539
2021-02-20,61.8539
2021-02-21,61.8539
2021-02-22,67.5847
2021-02-23,62.9505
2021-02-24,64.4226
2021-02-25,64.4226
2021-02-26,62.885
2021-02-27,62.885
2021-02-28,62.885
2021-03-01,61.8666
2021-03-02,61.3528
2021-03-03,66.024
2021-03-04,63.3032
2021-03-05,68.2285
2021-03-06,68.2285
2021-03-07,68.2285
2021-03-08,68.7705
2021-03-09,67.5779
2021-03-10,67.98
2021-03-11,68.1551
2021-03-12,68.5699
2021-03-13,68.5699
2021-03-14,68.5699
2021-03-15,67.5298
2021-03-16,63.3079
2021-03-17,63.585
2021-03-18,65.6004
2021-03-19,66.0539
2021-03-20,66.0539
2021-03-21,66.0539
2021-03-22,65.1652
2021-03-23,64.9071
2021-03-24,63.0973
2021-03-25,64.0599
2021-03-26,66.2328
2021-03-27,66.2328
2021-03-28,66.2328
2021-03-29,62.5719
2021-03-30,63.647
2021-03-31,62.654
2021-04-01,62.8787
2021-04-02,62.8787
2021-04-03,62.8787
2021-04-04,62.8787
2021-04-05,63.2598
2021-04-06,62.333
2021-04-07,59.2542
2021-04-08,61.5465
2021-04-09,61.5465
2021-04-10,61.5465
2021-04-11,61.5465
2021-04-12,64.3092
2021-04-13,52.0571
2021-04-14,56.0117
2021-04-15,56.2985
2021-04-16,57.4467
2021-04-17,57.4467
2021-04-18,57.4467
2021-04-19,55.3771
2021-04-20,59.0535
2021-04-21,54.3352
2021-04-22,53.2752
2021-04-23,52.3008
2021-04-24,52.3008
2021-04-25,52.3008
2021-04-26,52.3008
2021-04-27,51.379
2021-04-28,52.1718
2021-04-29,53.1206
2021-04-30,54.8206
2021-05-01,54.8206
2021-05-02,54.8206
2021-05-03,54.7272
2021-05-04,52.8654
2021-05-05,52.4044
2021-05-06,49.4593
2021-05-07,48.1859
2021-05-08,48.1859
2021-05-09,48.1859
2021-05-10,47.1806
2021-05-11,46.8436
2021-05-12,43.7711
2021-05-13,47.867
2021-05-14,51.7507
2021-05-15,51.7507
2021-05-16,51.7507
2021-05-17,50.8338
2021-05-18,48.1845
2021-05-19,45.2982
2021-05-20,46.8191
2021-05-21,46.5958
2021-05-22,46.5958
2021-05-23,46.5958
2021-05-24,47.9655
2021-05-25,46.7257
2021-05-26,46.2619
2021-05-27,49.7052
2021-05-28,49.2942
2021-05-29,49.2942
2021-05-30,49.2942
2021-05-31,49.2942
2021-06-01,53.582
2021-06-02,53.955
2021-06-03,53.7762
2021-06-04,54.7837
2021-06-05,54.7837
2021-06-06,54.7837
2021-06-07,47.6009
2021-06-08,47.1598
2021-06-09,45.7703
2021-06-10,47.5376
2021-06-11,47.3855
2021-06-12,47.3855
2021-06-13,47.3855
2021-06-14,48.3265
2021-06-15,47.2924
2021-06-16,45.8104
2021-06-17,44.6672
2021-06-18,43.6897
2021-06-19,43.6897
2021-06-20,43.6897
2021-06-21,46.8374
2021-06-22,47.551
2021-06-23,47.6419
2021-06-24,45.365
2021-06-25,47.5861
2021-06-26,47.5861
2021-06-27,47.5861
2021-06-28,46.2883
2021-06-29,46.7577
2021-06-30,45.443
2021-07-01,46.5126
2021-07-02,47.8585
2021-07-03,47.8585
2021-07-04,47.8585
2021-07-05,47.8585
2021-07-06,49.6377
2021-07-07,49.0905
2021-07-08,47.9068
2021-07-09,48.6943
2021-07-10,48.6943
2021-07-11,48.6943
2021-07-12,47.2174
2021-07-13,49.1134
2021-07-14,50.0896
2021-07-15,49.2107
2021-07-16,49.7177
2021-07-17,49.7177
2021-07-18,49.7177
2021-07-19,53.6436
2021-07-20,53.9159
2021-07-21,55.1869
2021-07-22,55.4592
2021-07-23,57.7605
2021-07-24,57.7605
2021-07-25,57.7605
2021-07-26,60.5956
2021-07-27,59.6489
2021-07-28,61.0648
2021-07-29,59.1561
2021-07-30,58.215
2021-07-31,58.215
2021-08-01,58.215
2021-08-02,57.3885
2021-08-03,57.0296
2021-08-04,53.1333
2021-08-05,54.6419
2021-08-06,56.1918
2021-08-07,56.1918
2021-08-08,56.1918
2021-08-09,47.9212
2021-08-10,53.1624
2021-08-11,54.1791
2021-08-12,54.3368
2021-08-13,54.144
2021-08-14,54.144
2021-08-15,54.144
2021-08-16,54.144
2021-08-17,54.2314
2021-08-18,52.7744
2021-08-19,52.462
2021-08-20,54.2371
2021-08-21,54.2371
2021-08-22,54.2371
2021-08-23,51.9151
2021-08-24,52.6772
2021-08-25,48.9642
2021-08-26,47.7411
2021-08-27,50.1207
2021-08-28,50.1207
2021-08-29,50.1207
2021-08-30,49.3459
2021-08-31,50.4357
2021-09-01,50.9321
2021-09-02,50.9321
2021-09-03,50.1792
2021-09-04,50.1792
2021-09-05,50.1792
2021-09-06,50.1792
2021-09-07,46.6146
2021-09-08,47.8198
2021-09-09,45.0465
2021-09-10,44.5853
2021-09-11,44.5853
2021-09-12,44.5853
2021-09-13,46.1813
2021-09-14,43.4968
2021-09-15,46.7018
2021-09-16,47.0234
2021-09-17,42.5125
2021-09-18,42.5125
2021-09-19,42.5125
2021-09-20,41.2289
2021-09-21,41.9093
2021-09-22,40.4558
2021-09-23,44.2351
2021-09-24,44.5563
2021-09-25,44.5563
2021-09-26,44.5563
2021-09-27,45.7417
2021-09-28,44.8401
2021-09-29,45.0641
2021-09-30,43.4221
2021-10-01,45.6965
2021-10-02,45.6965
2021-10-03,45.6965
2021-10-04,44.857
2021-10-05,44.2959
2021-10-06,42.6404
2021-10-07,44.0817
2021-10-08,45.6132
2021-10-09,45.6132
2021-10-10,45.6132
2021-10-11,46.7732
2021-10-12,44.5142
2021-10-13,44.1307
2021-10-14,44.8677
2021-10-15,43.8699
2021-10-16,43.8699
2021-10-17,43.8699
2021-10-18,44.8842
2021-10-19,45.1406
2021-10-20,47.4179
2021-10-21,46.7487
2021-10-22,47.7655
2021-10-23,47.7655
2021-10-24,47.7655
2021-10-25,47.183
2021-10-26,46.0219
2021-10-27,42.4552
2021-10-28,40.9625
2021-10-29,42.2234
2021-10-30,42.2234
2021-10-31,42.2234
2021-11-01,44.407
2021-11-02,42.9381
2021-11-03,45.724
2021-11-04,44.8608
2021-11-05,48.0322
2021-11-06,48.0322
2021-11-07,48.0322
2021-11-08,47.4674
2021-11-09,42.3191
2021-11-10,41.7569
2021-11-11,43.3149
2021-11-12,43.1161
2021-11-13,43.1161
2021-11-14,43.1161
2021-11-15,41.5378
2021-11-16,39.1301
2021-11-17,38.5084
2021-11-18,38.3284
2021-11-19,38.9234
2021-11-20,38.9234
2021-11-21,38.9234
2021-11-22,40.4105
2021-11-23,37.5715
2021-11-24,39.6193
2021-11-25,39.6193
2021-11-26,37.8751
2021-11-27,37.8751
2021-11-28,37.8751
2021-11-29,39.3294
2021-11-30,34.6328
2021-12-01,38.5631
2021-12-02,37.8328
2021-12-03,39.4154
2021-12-04,39.4154
2021-12-05,39.4154
2021-12-06,39.6801
2021-12-07,38.9753
2021-12-08,38.7971
2021-12-09,39.9336
2021-12-10,39.8379
2021-12-11,39.8379
2021-12-12,39.8379
2021-12-13,39.0635
2021-12-14,37.5533
2021-12-15,38.0181
2021-12-16,37.7276
2021-12-17,38.6967
2021-12-18,38.6967
2021-12-19,38.6967
2021-12-20,37.3924
2021-12-21,38.384
2021-12-22,40.8086
2021-12-23,40.9688
2021-12-24,40.9688
2021-12-25,40.9688
2021-12-26,40.9688
2021-12-27,42.4198
2021-12-28,42.1814
2021-12-29,44.1298
2021-12-30,43.0054
2021-12-31,41.5454
2022-01-01,41.5454
2022-01-02,41.5454
2022-01-03,45.0815
2022-01-04,45.2373
2022-01-05,47.2495
2022-01-06,47.8594
2022-01-07,47.7167
2022-01-08,47.7167
2022-01-09,47.7167
2022-01-10,47.8774
2022-01-11,47.276
2022-01-12,43.8567
2022-01-13,46.8398
2022-01-14,47.6393
2022-01-15,47.6393
2022-01-16,47.6393
2022-01-17,47.6393
2022-01-18,45.3801
2022-01-19,44.1615
2022-01-20,41.837
2022-01-21,43.5448
2022-01-22,43.5448
2022-01-23,43.5448
2022-01-24,47.3807
2022-01-25,47.5344
2022-01-26,45.8715
2022-01-27,46.196
2022-01-28,43.8827
2022-01-29,43.8827
2022-01-30,43.8827
2022-01-31,45.8623
2022-02-01,47.6148
2022-02-02,47.9318
2022-02-03,47.3391
2022-02-04,48.4921
2022-02-05,48.4921
2022-02-06,48.4921
2022-02-07,48.3357
2022-02-08,47.8567
2022-02-09,48.7327
2022-02-10,47.0957
2022-02-11,46.6098
2022-02-12,46.6098
2022-02-13,46.6098
2022-02-14,45.3199
2022-02-15,48.2812
2022-02-16,47.4504
2022-02-17,47.8219
2022-02-18,47.8219
2022-02-19,47.8219
2022-02-20,47.8219
2022-02-21,47.8219
2022-02-22,47.8219
2022-02-23,47.8219
2022-02-24,47.2481
2022-02-25,50.158
2022-02-26,50.158
2022-02-27,50.158
2022-02-28,49.3533
2022-03-01,45.2255
2022-03-02,48.6581
2022-03-03,48.2898
2022-03-04,48.6916
2022-03-05,48.6916
2022-03-06,48.6916
2022-03-07,45.5778
2022-03-08,40.1143
2022-03-09,43.8914
2022-03-10,42.1543
2022-03-11,43.6912
2022-03-12,43.6912
2022-03-13,43.6912
2022-03-14,41.0139
2022-03-15,40.742
2022-03-16,40.6028
2022-03-17,43.4035
2022-03-18,43.6
2022-03-19,43.6
2022-03-20,43.6
2022-03-21,45.3661
2022-03-22,46.521
2022-03-23,46.3521
2022-03-24,45.3303
2022-03-25,51.4228
2022-03-26,51.4228
2022-03-27,51.4228
2022-03-28,49.0251
2022-03-29,50.2255
2022-03-30,50.2255
2022-03-31,50.2255
2022-04-01,53.0248
2022-04-02,53.0248
2022-04-03,53.0248
2022-04-04,52.2646
2022-04-05,51.3134
2022-04-06,50.7402
2022-04-07,49.9702
2022-04-08,50.7434
2022-04-09,50.7434
2022-04-10,50.7434
2022-04-11,52.2696
2022-04-12,55.6462
2022-04-13,54.8019
2022-04-14,55.6716
2022-04-15,55.6716
2022-04-16,55.6716
2022-04-17,55.6716
2022-04-18,55.2318
2022-04-19,57.4898
2022-04-20,59.9038
2022-04-21,60.2154
2022-04-22,60.5327
2022-04-23,60.5327
2022-04-24,60.5327
2022-04-25,59.5501
2022-04-26,56.2443
2022-04-27,51.5888
2022-04-28,53.0507
2022-04-29,51.8362
2022-04-30,51.8362
2022-05-01,51.8362
2022-05-02,48.5768
2022-05-03,52.0619
2022-05-04,50.9342
2022-05-05,51.298
2022-05-06,49.2217
2022-05-07,49.2217
2022-05-08,49.2217
2022-05-09,46.3961
2022-05-10,50.2721
2022-05-11,46.9289
2022-05-12,47.471
2022-05-13,47.3044
2022-05-14,47.3044
2022-05-15,47.3044
2022-05-16,48.0587
2022-05-17,48.8166
2022-05-18,47.386
2022-05-19,44.3601
2022-05-20,45.9471
2022-05-21,45.9471
2022-05-22,45.9471
2022-05-23,45.6106
2022-05-24,48.3493
2022-05-25,52.7449
2022-05-26,54.9815
2022-05-27,57.2254
2022-05-28,57.2254
2022-05-29,57.2254
2022-05-30,57.2254
2022-05-31,59.4555
2022-06-01,58.2768
2022-06-02,58.0783
2022-06-03,58.661
2022-06-04,58.661
2022-06-05,58.661
2022-06-06,54.0023
2022-06-07,52.5629
2022-06-08,52.5629
2022-06-09,50.2343
2022-06-10,48.3591
2022-06-11,48.3591
2022-06-12,48.3591
2022-06-13,45.3352
2022-06-14,43.5557
2022-06-15,49.5326
2022-06-16,46.891
2022-06-17,48.926
2022-06-18,48.926
2022-06-19,48.926
2022-06-20,48.926
2022-06-21,52.4088
2022-06-22,51.9507
2022-06-23,55.3176
2022-06-24,55.3176
2022-06-25,55.3176
2022-06-26,55.3176
2022-06-27,56.3646
2022-06-28,53.2962
2022-06-29,49.7567
2022-06-30,51.0186
2022-07-01,47.9718
2022-07-02,47.9718
2022-07-03,47.9718
2022-07-04,47.9718
2022-07-05,47.4389
2022-07-06,45.9858
2022-07-07,46.6011
2022-07-08,46.1928
2022-07-09,46.1928
2022-07-10,46.1928
2022-07-11,44.3184
2022-07-12,42.6557
2022-07-13,41.9051
2022-07-14,42.6017
2022-07-15,46.5776
2022-07-16,46.5776
2022-07-17,46.5776
2022-07-18,45.8925
2022-07-19,47.6451
2022-07-20,46.7899
2022-07-21,45.2495
2022-07-22,46.7338
2022-07-23,46.7338
2022-07-24,46.7338
2022-07-25,47.5509
2022-07-26,45.2528
2022-07-27,48.1681
2022-07-28,46.7378
2022-07-29,45.4804
2022-07-30,45.4804
2022-07-31,45.4804
2022-08-01,49.9671
2022-08-02,50.4039
2022-08-03,48.3655
2022-08-04,47.5137
2022-08-05,43.5464
2022-08-06,43.5464
2022-08-07,43.5464
2022-08-08,42.8069
2022-08-09,41.0059
2022-08-10,44.9958
2022-08-11,42.3862
2022-08-12,44.5049
2022-08-13,44.5049
2022-08-14,44.5049
2022-08-15,42.2109
2022-08-16,44.4331
2022-08-17,46.7139
2022-08-18,47.9568
2022-08-19,46.8269
2022-08-20,46.8269
2022-08-21,46.8269
2022-08-22,45.8338
2022-08-23,43.564
2022-08-24,43.0991
2022-08-25,42.0547
2022-08-26,40.6944
2022-08-27,40.6944
2022-08-28,40.6944
2022-08-29,37.4566
2022-08-30,35.839
2022-08-31,35.839
2022-09-01,34.7984
2022-09-02,35.6766
2022-09-03,35.6766
2022-09-04,35.6766
2022-09-05,35.6766
2022-09-06,35.2833
2022-09-07,35.0833
2022-09-08,35.2731
2022-09-09,35.4683
2022-09-10,35.4683
2022-09-11,35.4683
2022-09-12,37.0397
2022-09-13,34.5383
2022-09-14,32.6538
2022-09-15,36.252
2022-09-16,35.835
2022-09-17,35.835
2022-09-18,35.835
2022-09-19,35.4137
2022-09-20,34.6755
2022-09-21,33.7401
2022-09-22,32.5298
2022-09-23,31.2726
2022-09-24,31.2726
2022-09-25,31.2726
2022-09-26,30.8925
2022-09-27,38.6101
2022-09-28,39.1374
2022-09-29,38.5662
2022-09-30,39.6594
2022-10-01,39.6594
2022-10-02,39.6594
2022-10-03,42.4829
2022-10-04,49.5093
2022-10-05,49.5093
2022-10-06,46.9729
2022-10-07,46.3267
2022-10-08,46.3267
2022-10-09,46.3267
2022-10-10,45.549
2022-10-11,42.9389
2022-10-12,43.2592
2022-10-13,46.8115
2022-10-14,46.4194
2022-10-15,46.4194
2022-10-16,46.4194
2022-10-17,49.7573
2022-10-18,47.6223
2022-10-19,47.4906
2022-10-20,44.9194
2022-10-21,46.7102
2022-10-22,46.7102
2022-10-23,46.7102
2022-10-24,46.4498
2022-10-25,48.3845
2022-10-26,46.6413
2022-10-27,47.2463
2022-10-28,50.8492
2022-10-29,50.8492
2022-10-30,50.8492
2022-10-31,46.5115
2022-11-01,46.5115
2022-11-02,43.5029
2022-11-03,48.9668
2022-11-04,54.5383
2022-11-05,54.5383
2022-11-06,54.5383
2022-11-07,52.0204
2022-11-08,53.6032
2022-11-09,54.6353
2022-11-10,58.0167
2022-11-11,54.1959
2022-11-12,54.1959
2022-11-13,54.1959
2022-11-14,51.8766
2022-11-15,50.7009
2022-11-16,51.1176
2022-11-17,50.4557
2022-11-18,52.998
2022-11-19,52.998
2022-11-20,52.998
2022-11-21,51.5167
2022-11-22,51.9442
2022-11-23,53.7377
2022-11-24,53.7377
2022-11-25,53.4947
2022-11-26,53.4947
2022-11-27,53.4947
2022-11-28,52.392
2022-11-29,50.8263
2022-11-30,50.2291
2022-12-01,50.4699
2022-12-02,48.5268
2022-12-03,48.5268
2022-12-04,48.5268
2022-12-05,46.3352
2022-12-06,48.7305
2022-12-07,47.5744
2022-12-08,47.8304
2022-12-09,47.9619
2022-12-10,47.9619
2022-12-11,47.9619
2022-12-12,44.5907
2022-12-13,39.3601
2022-12-14,43.2575
2022-12-15,44.608
2022-12-16,42.9729
2022-12-17,42.9729
2022-12-18,42.9729
2022-12-19,41.6716
2022-12-20,41.1196
2022-12-21,42.3056
2022-12-22,41.5363
2022-12-23,44.1623
2022-12-24,44.1623
2022-12-25,44.1623
2022-12-26,44.1623
2022-12-27,43.958
2022-12-28,40.119
2022-12-29,43.0761
2022-12-30,45.4973
2022-12-31,45.4973
2023-01-01,45.4973
2023-01-02,45.4973
2023-01-03,44.8072
2023-01-04,44.3107
2023-01-05,44.0079
2023-01-06,44.7883
2023-01-07,44.7883
2023-01-08,44.7883
2023-01-09,44.4678
2023-01-10,44.7405
2023-01-11,49.8384
2023-01-12,56.6625
2023-01-13,56.3023
2023-01-14,56.3023
2023-01-15,56.3023
2023-01-16,56.3023
2023-01-17,55.9345
2023-01-18,54.3432
2023-01-19,54.955
2023-01-20,54.5767
2023-01-21,54.5767
2023-01-22,54.5767
2023-01-23,55.7327
2023-01-24,53.1869
2023-01-25,53.407
2023-01-26,53.967
2023-01-27,52.6577
2023-01-28,52.6577
2023-01-29,52.6577
2023-01-30,53.9295
2023-01-31,55.2852
2023-02-01,53.7844
2023-02-02,53.6475
2023-02-03,54.3687
2023-02-04,54.3687
2023-02-05,54.3687
2023-02-06,54.0785
2023-02-07,52.0664
2023-02-08,50.4036
2023-02-09,49.5845
2023-02-10,49.3081
2023-02-11,49.3081
2023-02-12,49.3081
2023-02-13,47.1344
2023-02-14,46.7348
2023-02-15,48.6851
2023-02-16,48.2632
2023-02-17,50.0541
2023-02-18,50.0541
2023-02-19,50.0541
2023-02-20,50.0541
2023-02-21,46.8394
2023-02-22,47.2961
2023-02-23,48.3669
2023-02-24,45.0849
2023-02-25,45.0849
2023-02-26,45.0849
2023-02-27,44.3074
2023-02-28,43.404
2023-03-01,45.0595
2023-03-02,44.1248
2023-03-03,46.7372
2023-03-04,46.7372
2023-03-05,46.7372
2023-03-06,44.0727
2023-03-07,56.6113
2023-03-08,58.9433
2023-03-09,60.4989
2023-03-10,60.4989
2023-03-11,60.4989
2023-03-12,60.4989
2023-03-13,62.2115
2023-03-14,64.9423
2023-03-15,63.2236
2023-03-16,63.5562
2023-03-17,63.6412
2023-03-18,63.6412
