,FUN US Equity
2022-03-12,49.2792
2022-03-13,49.2792
2022-03-14,49.1178
2022-03-15,51.0886
2022-03-16,54.3055
2022-03-17,55.1177
2022-03-18,54.556
2022-03-19,54.556
2022-03-20,54.556
2022-03-21,53.7864
2022-03-22,55.5776
2022-03-23,52.8721
2022-03-24,52.7928
2022-03-25,51.1065
2022-03-26,51.1065
2022-03-27,51.1065
2022-03-28,50.5562
2022-03-29,50.9465
2022-03-30,50.2489
2022-03-31,52.0853
2022-04-01,49.225
2022-04-02,49.225
2022-04-03,49.225
2022-04-04,48.2462
2022-04-05,45.3364
2022-04-06,43.982
2022-04-07,47.7173
2022-04-08,48.2586
2022-04-09,48.2586
2022-04-10,48.2586
2022-04-11,49.4421
2022-04-12,50.5331
2022-04-13,52.1641
2022-04-14,52.1835
2022-04-15,52.1835
2022-04-16,52.1835
2022-04-17,52.1835
2022-04-18,52.4034
2022-04-19,55.6087
2022-04-20,54.4725
2022-04-21,52.2632
2022-04-22,53.4735
2022-04-23,53.4735
2022-04-24,53.4735
2022-04-25,54.2286
2022-04-26,51.8833
2022-04-27,50.4224
2022-04-28,52.5952
2022-04-29,48.868
2022-04-30,48.868
2022-05-01,48.868
2022-05-02,48.9512
2022-05-03,47.5511
2022-05-04,49.0374
2022-05-05,45.2855
2022-05-06,45.6166
2022-05-07,45.6166
2022-05-08,45.6166
2022-05-09,40.1977
2022-05-10,39.3885
2022-05-11,37.8837
2022-05-12,37.6525
2022-05-13,37.5488
2022-05-14,37.5488
2022-05-15,37.5488
2022-05-16,36.151
2022-05-17,39.5799
2022-05-18,38.4953
2022-05-19,36.582
2022-05-20,35.0416
2022-05-21,35.0416
2022-05-22,35.0416
2022-05-23,34.8923
2022-05-24,32.7043
2022-05-25,36.7116
2022-05-26,43.1755
2022-05-27,47.7936
2022-05-28,47.7936
2022-05-29,47.7936
2022-05-30,47.7936
2022-05-31,45.9539
2022-06-01,44.9982
2022-06-02,44.6679
2022-06-03,44.0446
2022-06-04,44.0446
2022-06-05,44.0446
2022-06-06,46.1127
2022-06-07,47.1508
2022-06-08,46.9337
2022-06-09,44.8465
2022-06-10,43.113
2022-06-11,43.113
2022-06-12,43.113
2022-06-13,38.4581
2022-06-14,37.5835
2022-06-15,38.9981
2022-06-16,35.6434
2022-06-17,38.602
2022-06-18,38.602
2022-06-19,38.602
2022-06-20,38.602
2022-06-21,37.0063
2022-06-22,36.2428
2022-06-23,36.0933
2022-06-24,42.846
2022-06-25,42.846
2022-06-26,42.846
2022-06-27,43.9688
2022-06-28,44.055
2022-06-29,43.9014
2022-06-30,44.824
2022-07-01,48.259
2022-07-02,48.259
2022-07-03,48.259
2022-07-04,48.259
2022-07-05,50.3171
2022-07-06,49.4898
2022-07-07,47.5608
2022-07-08,43.7351
2022-07-09,43.7351
2022-07-10,43.7351
2022-07-11,41.392
2022-07-12,42.9135
2022-07-13,42.7829
2022-07-14,40.8419
2022-07-15,40.7659
2022-07-16,40.7659
2022-07-17,40.7659
2022-07-18,40.4157
2022-07-19,41.2663
2022-07-20,42.4636
2022-07-21,41.9077
2022-07-22,43.8572
2022-07-23,43.8572
2022-07-24,43.8572
2022-07-25,44.7963
2022-07-26,43.4313
2022-07-27,45.3476
2022-07-28,45.903
2022-07-29,45.5726
2022-07-30,45.5726
2022-07-31,45.5726
2022-08-01,45.8347
2022-08-02,42.7543
2022-08-03,42.3471
2022-08-04,44.0845
2022-08-05,46.6599
2022-08-06,46.6599
2022-08-07,46.6599
2022-08-08,47.0374
2022-08-09,47.7224
2022-08-10,50.415
2022-08-11,49.348
2022-08-12,50.9771
2022-08-13,50.9771
2022-08-14,50.9771
2022-08-15,50.3076
2022-08-16,50.1473
2022-08-17,49.4343
2022-08-18,50.5156
2022-08-19,49.5254
2022-08-20,49.5254
2022-08-21,49.5254
2022-08-22,49.3338
2022-08-23,49.8687
2022-08-24,49.4636
2022-08-25,49.2337
2022-08-26,47.5863
2022-08-27,47.5863
2022-08-28,47.5863
2022-08-29,47.495
2022-08-30,46.6554
2022-08-31,45.9321
2022-09-01,46.0994
2022-09-02,45.1834
2022-09-03,45.1834
2022-09-04,45.1834
2022-09-05,45.1834
2022-09-06,43.7401
2022-09-07,46.3
2022-09-08,50.0413
2022-09-09,50.6008
2022-09-10,50.6008
2022-09-11,50.6008
2022-09-12,54.0377
2022-09-13,49.8207
2022-09-14,52.7231
2022-09-15,52.3042
2022-09-16,53.0309
2022-09-17,53.0309
2022-09-18,53.0309
2022-09-19,52.2333
2022-09-20,49.9279
2022-09-21,47.7252
2022-09-22,44.7186
2022-09-23,43.4375
2022-09-24,43.4375
2022-09-25,43.4375
2022-09-26,42.6226
2022-09-27,43.092
2022-09-28,45.4284
2022-09-29,44.291
2022-09-30,45.8027
2022-10-01,45.8027
2022-10-02,45.8027
2022-10-03,44.7703
2022-10-04,46.6889
2022-10-05,44.872
2022-10-06,43.5568
2022-10-07,43.1642
2022-10-08,43.1642
2022-10-09,43.1642
2022-10-10,41.7372
2022-10-11,40.0361
2022-10-12,43.3014
2022-10-13,43.5003
2022-10-14,44.2233
2022-10-15,44.2233
2022-10-16,44.2233
2022-10-17,44.2233
2022-10-18,45.768
2022-10-19,41.9117
2022-10-20,42.5118
2022-10-21,46.6722
2022-10-22,46.6722
2022-10-23,46.6722
2022-10-24,46.4104
2022-10-25,46.6636
2022-10-26,45.4781
2022-10-27,45.1566
2022-10-28,49.0002
2022-10-29,49.0002
2022-10-30,49.0002
2022-10-31,49.5461
2022-11-01,51.1422
2022-11-02,46.4294
2022-11-03,47.4961
2022-11-04,44.6431
2022-11-05,44.6431
2022-11-06,44.6431
2022-11-07,46.9845
2022-11-08,46.4177
2022-11-09,45.7516
2022-11-10,50.2369
2022-11-11,47.8533
2022-11-12,47.8533
2022-11-13,47.8533
2022-11-14,47.905
2022-11-15,47.8804
2022-11-16,49.1203
2022-11-17,50.003
2022-11-18,49.8674
2022-11-19,49.8674
2022-11-20,49.8674
2022-11-21,49.8674
2022-11-22,50.8096
2022-11-23,51.5517
2022-11-24,51.5517
2022-11-25,51.2747
2022-11-26,51.2747
2022-11-27,51.2747
2022-11-28,51.0226
2022-11-29,51.6679
2022-11-30,52.8696
2022-12-01,52.0797
2022-12-02,50.7496
2022-12-03,50.7496
2022-12-04,50.7496
2022-12-05,47.4093
2022-12-06,46.8875
2022-12-07,46.2677
2022-12-08,46.4507
2022-12-09,48.3091
2022-12-10,48.3091
2022-12-11,48.3091
2022-12-12,49.2381
2022-12-13,48.7846
2022-12-14,47.8035
2022-12-15,46.6934
2022-12-16,44.6166
2022-12-17,44.6166
2022-12-18,44.6166
2022-12-19,41.7943
2022-12-20,42.9833
2022-12-21,43.9634
2022-12-22,43.4483
2022-12-23,48.7299
2022-12-24,48.7299
2022-12-25,48.7299
2022-12-26,48.7299
2022-12-27,48.1146
2022-12-28,49.0391
2022-12-29,50.8509
2022-12-30,53.743
2022-12-31,53.743
2023-01-01,53.743
2023-01-02,53.743
2023-01-03,53.7045
2023-01-04,55.7049
2023-01-05,56.4704
2023-01-06,58.7446
2023-01-07,58.7446
2023-01-08,58.7446
2023-01-09,59.3092
2023-01-10,56.6497
2023-01-11,56.4833
2023-01-12,55.3072
2023-01-13,54.2636
2023-01-14,54.2636
2023-01-15,54.2636
2023-01-16,54.2636
2023-01-17,54.8279
2023-01-18,54.8999
2023-01-19,53.9224
2023-01-20,53.5636
2023-01-21,53.5636
2023-01-22,53.5636
2023-01-23,51.2278
2023-01-24,51.8427
2023-01-25,52.2989
2023-01-26,54.1767
2023-01-27,54.8168
2023-01-28,54.8168
2023-01-29,54.8168
2023-01-30,51.6893
2023-01-31,53.61
2023-02-01,53.6505
2023-02-02,59.3492
2023-02-03,61.196
2023-02-04,61.196
2023-02-05,61.196
2023-02-06,60.8999
2023-02-07,61.2555
2023-02-08,57.5637
2023-02-09,57.9828
2023-02-10,57.786
2023-02-11,57.786
2023-02-12,57.786
2023-02-13,58.5144
2023-02-14,56.9886
2023-02-15,56.3302
2023-02-16,62.4421
2023-02-17,62.1877
2023-02-18,62.1877
2023-02-19,62.1877
2023-02-20,62.1877
2023-02-21,61.668
2023-02-22,65.1343
2023-02-23,66.1263
2023-02-24,65.8035
2023-02-25,65.8035
2023-02-26,65.8035
2023-02-27,63.8684
2023-02-28,63.7606
2023-03-01,65.5066
2023-03-02,66.6251
2023-03-03,67.4373
2023-03-04,67.4373
2023-03-05,67.4373
2023-03-06,65.2153
2023-03-07,63.7118
2023-03-08,66.0508
2023-03-09,64.1853
2023-03-10,60.2988
2023-03-11,60.2988
2023-03-12,60.2988
2023-03-13,55.0568
2023-03-14,57.8811
2023-03-15,54.2701
2023-03-16,54.5064
2023-03-17,50.5686
2023-03-18,50.5686
2023-03-19,50.5686
