,KRNY US Equity
2020-05-25,44.3664
2020-05-26,47.7855
2020-05-27,52.884
2020-05-28,50.7686
2020-05-29,47.2713
2020-05-30,47.2713
2020-05-31,47.2713
2020-06-01,46.7629
2020-06-02,46.6465
2020-06-03,49.322
2020-06-04,50.4505
2020-06-05,53.6533
2020-06-06,53.6533
2020-06-07,53.6533
2020-06-08,54.4984
2020-06-09,52.8372
2020-06-10,49.2353
2020-06-11,44.9703
2020-06-12,46.2064
2020-06-13,46.2064
2020-06-14,46.2064
2020-06-15,46.3621
2020-06-16,49.1933
2020-06-17,46.4652
2020-06-18,46.6488
2020-06-19,45.6763
2020-06-20,45.6763
2020-06-21,45.6763
2020-06-22,45.5127
2020-06-23,44.7663
2020-06-24,43.1139
2020-06-25,44.5712
2020-06-26,42.9976
2020-06-27,42.9976
2020-06-28,42.9976
2020-06-29,46.4062
2020-06-30,47.278
2020-07-01,46.2405
2020-07-02,46.3082
2020-07-03,46.3082
2020-07-04,46.3082
2020-07-05,46.3082
2020-07-06,46.3781
2020-07-07,44.6933
2020-07-08,44.8783
2020-07-09,43.1756
2020-07-10,44.9202
2020-07-11,44.9202
2020-07-12,44.9202
2020-07-13,44.7349
2020-07-14,43.7697
2020-07-15,46.2835
2020-07-16,46.4739
2020-07-17,44.1737
2020-07-18,44.1737
2020-07-19,44.1737
2020-07-20,42.4002
2020-07-21,45.2243
2020-07-22,44.4109
2020-07-23,46.033
2020-07-24,45.3806
2020-07-25,45.3806
2020-07-26,45.3806
2020-07-27,44.1195
2020-07-28,45.9136
2020-07-29,47.5399
2020-07-30,47.772
2020-07-31,49.3182
2020-08-01,49.3182
2020-08-02,49.3182
2020-08-03,46.6062
2020-08-04,45.9526
2020-08-05,46.8853
2020-08-06,47.0497
2020-08-07,49.783
2020-08-08,49.783
2020-08-09,49.783
2020-08-10,51.089
2020-08-11,50.6085
2020-08-12,50.4856
2020-08-13,48.7322
2020-08-14,49.6576
2020-08-15,49.6576
2020-08-16,49.6576
2020-08-17,49.0745
2020-08-18,47.9917
2020-08-19,48.1283
2020-08-20,47.23
2020-08-21,46.4611
2020-08-22,46.4611
2020-08-23,46.4611
2020-08-24,48.3926
2020-08-25,49.7065
2020-08-26,47.3886
2020-08-27,48.8132
2020-08-28,48.9086
2020-08-29,48.9086
2020-08-30,48.9086
2020-08-31,47.7126
2020-09-01,48.0192
2020-09-02,49.9423
2020-09-03,51.0275
2020-09-04,51.5216
2020-09-05,51.5216
2020-09-06,51.5216
2020-09-07,51.5216
2020-09-08,50.6233
2020-09-09,46.2554
2020-09-10,44.6004
2020-09-11,44.2025
2020-09-12,44.2025
2020-09-13,44.2025
2020-09-14,46.9242
2020-09-15,45.5453
2020-09-16,46.7328
2020-09-17,47.1662
2020-09-18,48.2017
2020-09-19,48.2017
2020-09-20,48.2017
2020-09-21,44.896
2020-09-22,43.0375
2020-09-23,41.5955
2020-09-24,43.663
2020-09-25,44.1178
2020-09-26,44.1178
2020-09-27,44.1178
2020-09-28,46.8897
2020-09-29,45.6711
2020-09-30,45.2036
2020-10-01,45.8911
2020-10-02,48.0271
2020-10-03,48.0271
2020-10-04,48.0271
2020-10-05,49.963
2020-10-06,50.8054
2020-10-07,52.2606
2020-10-08,54.4508
2020-10-09,52.9654
2020-10-10,52.9654
2020-10-11,52.9654
2020-10-12,54.9224
2020-10-13,52.1182
2020-10-14,51.0927
2020-10-15,52.5664
2020-10-16,53.3683
2020-10-17,53.3683
2020-10-18,53.3683
2020-10-19,55.8764
2020-10-20,58.1171
2020-10-21,59.314
2020-10-22,63.8554
2020-10-23,64.4419
2020-10-24,64.4419
2020-10-25,64.4419
2020-10-26,62.1112
2020-10-27,57.2625
2020-10-28,55.2395
2020-10-29,55.6961
2020-10-30,53.6375
2020-10-31,53.6375
2020-11-01,53.6375
2020-11-02,56.5452
2020-11-03,58.1735
2020-11-04,51.8562
2020-11-05,54.158
2020-11-06,53.932
2020-11-07,53.932
2020-11-08,53.932
2020-11-09,58.9957
2020-11-10,60.5938
2020-11-11,60.718
2020-11-12,60.3246
2020-11-13,62.4632
2020-11-14,62.4632
2020-11-15,62.4632
2020-11-16,64.7741
2020-11-17,65.5422
2020-11-18,61.6673
2020-11-19,60.4353
2020-11-20,61.1456
2020-11-21,61.1456
2020-11-22,61.1456
2020-11-23,61.6107
2020-11-24,63.7642
2020-11-25,63.5592
2020-11-26,63.5592
2020-11-27,61.6134
2020-11-28,61.6134
2020-11-29,61.6134
2020-11-30,58.401
2020-12-01,59.6539
2020-12-02,60.873
2020-12-03,60.9378
2020-12-04,62.7858
2020-12-05,62.7858
2020-12-06,62.7858
2020-12-07,62.1564
2020-12-08,63.3597
2020-12-09,63.4861
2020-12-10,63.5511
2020-12-11,61.075
2020-12-12,61.075
2020-12-13,61.075
2020-12-14,60.9633
2020-12-15,63.0598
2020-12-16,62.4813
2020-12-17,60.528
2020-12-18,60.0709
2020-12-19,60.0709
2020-12-20,60.0709
2020-12-21,60.2263
2020-12-22,59.5077
2020-12-23,61.1078
2020-12-24,60.4896
2020-12-25,60.4896
2020-12-26,60.4896
2020-12-27,60.4896
2020-12-28,61.1403
2020-12-29,58.7627
2020-12-30,59.6177
2020-12-31,59.6177
2021-01-01,59.6177
2021-01-02,59.6177
2021-01-03,59.6177
2021-01-04,58.0715
2021-01-05,59.0779
2021-01-06,65.7309
2021-01-07,63.376
2021-01-08,59.2177
2021-01-09,59.2177
2021-01-10,59.2177
2021-01-11,61.1235
2021-01-12,63.0473
2021-01-13,63.0473
2021-01-14,63.8004
2021-01-15,60.441
2021-01-16,60.441
2021-01-17,60.441
2021-01-18,60.441
2021-01-19,59.5462
2021-01-20,58.7588
2021-01-21,55.3007
2021-01-22,55.4702
2021-01-23,55.4702
2021-01-24,55.4702
2021-01-25,56.6598
2021-01-26,52.9003
2021-01-27,48.7201
2021-01-28,49.635
2021-01-29,50.9918
2021-01-30,50.9918
2021-01-31,50.9918
2021-02-01,49.8798
2021-02-02,51.5203
2021-02-03,52.6776
2021-02-04,54.158
2021-02-05,53.5464
2021-02-06,53.5464
2021-02-07,53.5464
2021-02-08,55.8666
2021-02-09,56.2018
2021-02-10,55.6551
2021-02-11,54.13
2021-02-12,54.8612
2021-02-13,54.8612
2021-02-14,54.8612
2021-02-15,54.8612
2021-02-16,53.9712
2021-02-17,53.5221
2021-02-18,53.1787
2021-02-19,56.2738
2021-02-20,56.2738
2021-02-21,56.2738
2021-02-22,58.1519
2021-02-23,59.5221
2021-02-24,61.2451
2021-02-25,59.8643
2021-02-26,58.1386
2021-02-27,58.1386
2021-02-28,58.1386
2021-03-01,59.8491
2021-03-02,58.6008
2021-03-03,61.1962
2021-03-04,63.0514
2021-03-05,66.5653
2021-03-06,66.5653
2021-03-07,66.5653
2021-03-08,70.137
2021-03-09,67.2598
2021-03-10,68.5392
2021-03-11,68.2991
2021-03-12,69.3542
2021-03-13,69.3542
2021-03-14,69.3542
2021-03-15,66.4637
2021-03-16,64.2701
2021-03-17,64.2701
2021-03-18,64.4024
2021-03-19,65.2675
2021-03-20,65.2675
2021-03-21,65.2675
2021-03-22,61.3522
2021-03-23,56.9107
2021-03-24,57.027
2021-03-25,58.865
2021-03-26,60.1862
2021-03-27,60.1862
2021-03-28,60.1862
2021-03-29,56.2413
2021-03-30,57.0836
2021-03-31,54.5175
2021-04-01,56.0124
2021-04-02,56.0124
2021-04-03,56.0124
2021-04-04,56.0124
2021-04-05,56.5565
2021-04-06,55.7413
2021-04-07,54.8216
2021-04-08,55.3299
2021-04-09,55.5025
2021-04-10,55.5025
2021-04-11,55.5025
2021-04-12,56.5449
2021-04-13,54.192
2021-04-14,55.7426
2021-04-15,56.0067
2021-04-16,56.1871
2021-04-17,56.1871
2021-04-18,56.1871
2021-04-19,56.7373
2021-04-20,54.6087
2021-04-21,56.2137
2021-04-22,55.1458
2021-04-23,58.3304
2021-04-24,58.3304
2021-04-25,58.3304
2021-04-26,57.3673
2021-04-27,56.7614
2021-04-28,57.043
2021-04-29,56.6612
2021-04-30,58.7553
2021-05-01,58.7553
2021-05-02,58.7553
2021-05-03,59.85
2021-05-04,60.6601
2021-05-05,61.111
2021-05-06,61.2946
2021-05-07,61.1453
2021-05-08,61.1453
2021-05-09,61.1453
2021-05-10,60.2346
2021-05-11,57.8574
2021-05-12,54.5187
2021-05-13,59.2791
2021-05-14,60.9005
2021-05-15,60.9005
2021-05-16,60.9005
2021-05-17,63.0961
2021-05-18,59.7582
2021-05-19,58.4781
2021-05-20,57.7108
2021-05-21,58.7376
2021-05-22,58.7376
2021-05-23,58.7376
2021-05-24,56.918
2021-05-25,51.9257
2021-05-26,54.0121
2021-05-27,56.0778
2021-05-28,56.4458
2021-05-29,56.4458
2021-05-30,56.4458
2021-05-31,56.4458
2021-06-01,57.3765
2021-06-02,54.9473
2021-06-03,55.6275
2021-06-04,54.652
2021-06-05,54.652
2021-06-06,54.652
2021-06-07,55.2607
2021-06-08,55.6711
2021-06-09,52.437
2021-06-10,50.0095
2021-06-11,50.0095
2021-06-12,50.0095
2021-06-13,50.0095
2021-06-14,50.5923
2021-06-15,49.7523
2021-06-16,51.7644
2021-06-17,47.6966
2021-06-18,43.5496
2021-06-19,43.5496
2021-06-20,43.5496
2021-06-21,47.3604
2021-06-22,47.1608
2021-06-23,47.955
2021-06-24,49.8488
2021-06-25,48.7689
2021-06-26,48.7689
2021-06-27,48.7689
2021-06-28,46.9792
2021-06-29,45.8528
2021-06-30,44.4497
2021-07-01,46.3892
2021-07-02,44.968
2021-07-03,44.968
2021-07-04,44.968
2021-07-05,44.968
2021-07-06,42.6508
2021-07-07,42.1823
2021-07-08,41.4292
2021-07-09,44.9858
2021-07-10,44.9858
2021-07-11,44.9858
2021-07-12,45.3536
2021-07-13,43.6432
2021-07-14,43.3448
2021-07-15,44.6498
2021-07-16,42.9115
2021-07-17,42.9115
2021-07-18,42.9115
2021-07-19,39.7999
2021-07-20,43.037
2021-07-21,44.8767
2021-07-22,42.1538
2021-07-23,43.499
2021-07-24,43.499
2021-07-25,43.499
2021-07-26,43.745
2021-07-27,43.8715
2021-07-28,50.1323
2021-07-29,50.0254
2021-07-30,49.3719
2021-07-31,49.3719
2021-08-01,49.3719
2021-08-02,49.1505
2021-08-03,53.7619
2021-08-04,52.1684
2021-08-05,54.0792
2021-08-06,57.1545
2021-08-07,57.1545
2021-08-08,57.1545
2021-08-09,55.8644
2021-08-10,56.328
2021-08-11,58.0595
2021-08-12,58.4185
2021-08-13,57.7789
2021-08-14,57.7789
2021-08-15,57.7789
2021-08-16,57.1318
2021-08-17,56.8683
2021-08-18,55.2853
2021-08-19,56.8388
2021-08-20,58.3363
2021-08-21,58.3363
2021-08-22,58.3363
2021-08-23,58.6332
2021-08-24,59.2343
2021-08-25,58.5015
2021-08-26,56.7581
2021-08-27,59.5629
2021-08-28,59.5629
2021-08-29,59.5629
2021-08-30,55.9478
2021-08-31,53.4752
2021-09-01,54.9914
2021-09-02,55.2072
2021-09-03,53.7415
2021-09-04,53.7415
2021-09-05,53.7415
2021-09-06,53.7415
2021-09-07,53.8567
2021-09-08,53.7183
2021-09-09,52.4632
2021-09-10,49.7888
2021-09-11,49.7888
2021-09-12,49.7888
2021-09-13,50.0522
2021-09-14,47.9697
2021-09-15,50.4998
2021-09-16,50.8898
2021-09-17,45.4553
2021-09-18,45.4553
2021-09-19,45.4553
2021-09-20,42.6698
2021-09-21,40.311
2021-09-22,44.7843
2021-09-23,48.5393
2021-09-24,49.862
2021-09-25,49.862
2021-09-26,49.862
2021-09-27,53.3746
2021-09-28,51.297
2021-09-29,51.9086
2021-09-30,50.276
2021-10-01,53.5033
2021-10-02,53.5033
2021-10-03,53.5033
2021-10-04,53.5033
2021-10-05,54.1992
2021-10-06,55.5748
2021-10-07,56.8206
2021-10-08,57.5779
2021-10-09,57.5779
2021-10-10,57.5779
2021-10-11,56.1765
2021-10-12,56.6724
2021-10-13,55.6304
2021-10-14,56.9606
2021-10-15,55.8939
2021-10-16,55.8939
2021-10-17,55.8939
2021-10-18,54.1879
2021-10-19,54.9538
2021-10-20,56.6666
2021-10-21,55.9785
2021-10-22,56.6323
2021-10-23,56.6323
2021-10-24,56.6323
2021-10-25,57.7149
2021-10-26,58.3602
2021-10-27,52.678
2021-10-28,58.4008
2021-10-29,57.3754
2021-10-30,57.3754
2021-10-31,57.3754
2021-11-01,59.3152
2021-11-02,58.3988
2021-11-03,60.5601
2021-11-04,57.1072
2021-11-05,58.9028
2021-11-06,58.9028
2021-11-07,58.9028
2021-11-08,59.4298
2021-11-09,57.7563
2021-11-10,57.6272
2021-11-11,58.1116
2021-11-12,57.7022
2021-11-13,57.7022
2021-11-14,57.7022
2021-11-15,57.5623
2021-11-16,55.0765
2021-11-17,54.0043
2021-11-18,54.1198
2021-11-19,50.5728
2021-11-20,50.5728
2021-11-21,50.5728
2021-11-22,52.5964
2021-11-23,56.7944
2021-11-24,55.1114
2021-11-25,55.1114
2021-11-26,49.9309
2021-11-27,49.9309
2021-11-28,49.9309
2021-11-29,48.4324
2021-11-30,46.6729
2021-12-01,45.1748
2021-12-02,49.7366
2021-12-03,49.8419
2021-12-04,49.8419
2021-12-05,49.8419
2021-12-06,50.0583
2021-12-07,49.1801
2021-12-08,49.4096
2021-12-09,47.9531
2021-12-10,48.4369
2021-12-11,48.4369
2021-12-12,48.4369
2021-12-13,45.5875
2021-12-14,46.3411
2021-12-15,47.5925
2021-12-16,49.3047
2021-12-17,49.9094
2021-12-18,49.9094
2021-12-19,49.9094
2021-12-20,47.1188
2021-12-21,49.0822
2021-12-22,50.0416
2021-12-23,51.4608
2021-12-24,51.4608
2021-12-25,51.4608
2021-12-26,51.4608
2021-12-27,52.9585
2021-12-28,53.7533
2021-12-29,54.5477
2021-12-30,53.7293
2021-12-31,53.4528
2022-01-01,53.4528
2022-01-02,53.4528
2022-01-03,54.7771
2022-01-04,57.2912
2022-01-05,57.4026
2022-01-06,55.7486
2022-01-07,58.0235
2022-01-08,58.0235
2022-01-09,58.0235
2022-01-10,58.1348
2022-01-11,58.1348
2022-01-12,57.3214
2022-01-13,58.7542
2022-01-14,59.6876
2022-01-15,59.6876
2022-01-16,59.6876
2022-01-17,59.6876
2022-01-18,56.3875
2022-01-19,51.7957
2022-01-20,47.7713
2022-01-21,48.3075
2022-01-22,48.3075
2022-01-23,48.3075
2022-01-24,50.6649
2022-01-25,51.4287
2022-01-26,49.9617
2022-01-27,47.4176
2022-01-28,48.2356
2022-01-29,48.2356
2022-01-30,48.2356
2022-01-31,46.8532
2022-02-01,49.4422
2022-02-02,49.576
2022-02-03,49.7136
2022-02-04,51.8869
2022-02-05,51.8869
2022-02-06,51.8869
2022-02-07,51.172
2022-02-08,54.5677
2022-02-09,52.3931
2022-02-10,51.6829
2022-02-11,53.1289
2022-02-12,53.1289
2022-02-13,53.1289
2022-02-14,52.1024
2022-02-15,54.0696
2022-02-16,53.9169
2022-02-17,49.1754
2022-02-18,50.9338
2022-02-19,50.9338
2022-02-20,50.9338
2022-02-21,50.9338
2022-02-22,50.6549
2022-02-23,48.7228
2022-02-24,46.2464
2022-02-25,52.8946
2022-02-26,52.8946
2022-02-27,52.8946
2022-02-28,51.0999
2022-03-01,46.762
2022-03-02,52.9092
2022-03-03,53.812
2022-03-04,51.109
2022-03-05,51.109
2022-03-06,51.109
2022-03-07,48.0896
2022-03-08,47.0001
2022-03-09,49.0622
2022-03-10,49.5961
2022-03-11,51.2862
2022-03-12,51.2862
2022-03-13,51.2862
2022-03-14,53.6956
2022-03-15,52.3562
2022-03-16,52.9631
2022-03-17,52.0486
2022-03-18,51.474
2022-03-19,51.474
2022-03-20,51.474
2022-03-21,50.6639
2022-03-22,51.8946
2022-03-23,47.1394
2022-03-24,48.1677
2022-03-25,50.9119
2022-03-26,50.9119
2022-03-27,50.9119
2022-03-28,50.3603
2022-03-29,51.1272
2022-03-30,48.6819
2022-03-31,46.991
2022-04-01,46.1616
2022-04-02,46.1616
2022-04-03,46.1616
2022-04-04,44.4376
2022-04-05,43.6441
2022-04-06,42.8525
2022-04-07,42.1603
2022-04-08,41.8605
2022-04-09,41.8605
2022-04-10,41.8605
2022-04-11,41.3536
2022-04-12,41.2502
2022-04-13,43.5841
2022-04-14,43.1409
2022-04-15,43.1409
2022-04-16,43.1409
2022-04-17,43.1409
2022-04-18,42.6918
2022-04-19,47.7556
2022-04-20,48.6679
2022-04-21,48.9315
2022-04-22,45.4321
2022-04-23,45.4321
2022-04-24,45.4321
2022-04-25,45.2014
2022-04-26,42.5218
2022-04-27,41.3593
2022-04-28,39.9223
2022-04-29,38.1589
2022-04-30,38.1589
2022-05-01,38.1589
2022-05-02,37.9661
2022-05-03,37.1888
2022-05-04,39.588
2022-05-05,40.528
2022-05-06,40.4195
2022-05-07,40.4195
2022-05-08,40.4195
2022-05-09,40.584
2022-05-10,38.6886
2022-05-11,39.8846
2022-05-12,40.5698
2022-05-13,39.9805
2022-05-14,39.9805
2022-05-15,39.9805
2022-05-16,39.9805
2022-05-17,44.3091
2022-05-18,43.9159
2022-05-19,42.3605
2022-05-20,43.3974
2022-05-21,43.3974
2022-05-22,43.3974
2022-05-23,46.0736
2022-05-24,46.4013
2022-05-25,47.3934
2022-05-26,50.4008
2022-05-27,51.3101
2022-05-28,51.3101
2022-05-29,51.3101
2022-05-30,51.3101
2022-05-31,51.4635
2022-06-01,49.839
2022-06-02,50.8029
2022-06-03,46.9168
2022-06-04,46.9168
2022-06-05,46.9168
2022-06-06,50.5191
2022-06-07,48.3074
2022-06-08,45.1706
2022-06-09,43.2748
2022-06-10,40.5737
2022-06-11,40.5737
2022-06-12,40.5737
2022-06-13,38.5191
2022-06-14,38.2031
2022-06-15,37.8816
2022-06-16,34.8481
2022-06-17,34.0949
2022-06-18,34.0949
2022-06-19,34.0949
2022-06-20,34.0949
2022-06-21,37.4181
2022-06-22,38.4323
2022-06-23,36.3983
2022-06-24,40.1656
2022-06-25,40.1656
2022-06-26,40.1656
2022-06-27,41.107
2022-06-28,40.2339
2022-06-29,39.3688
2022-06-30,39.0432
2022-07-01,41.2226
2022-07-02,41.2226
2022-07-03,41.2226
2022-07-04,41.2226
2022-07-05,40.7588
2022-07-06,39.6062
2022-07-07,39.9575
2022-07-08,38.7904
2022-07-09,38.7904
2022-07-10,38.7904
2022-07-11,39.5213
2022-07-12,37.6604
2022-07-13,36.6561
2022-07-14,35.2513
2022-07-15,39.1483
2022-07-16,39.1483
2022-07-17,39.1483
2022-07-18,40.7298
2022-07-19,45.3048
2022-07-20,47.2601
2022-07-21,47.2601
2022-07-22,46.9836
2022-07-23,46.9836
2022-07-24,46.9836
2022-07-25,49.4322
2022-07-26,50.8985
2022-07-27,53.4138
2022-07-28,49.4806
2022-07-29,51.7928
2022-07-30,51.7928
2022-07-31,51.7928
2022-08-01,56.8411
2022-08-02,54.5883
2022-08-03,52.8284
2022-08-04,52.8284
2022-08-05,52.9533
2022-08-06,52.9533
2022-08-07,52.9533
2022-08-08,53.0817
2022-08-09,55.4929
2022-08-10,56.2278
2022-08-11,58.0203
2022-08-12,60.7889
2022-08-13,60.7889
2022-08-14,60.7889
2022-08-15,60.6235
2022-08-16,61.7017
2022-08-17,61.1818
2022-08-18,60.1334
2022-08-19,58.4078
2022-08-20,58.4078
2022-08-21,58.4078
2022-08-22,54.5232
2022-08-23,54.0583
2022-08-24,52.216
2022-08-25,52.9077
2022-08-26,49.9174
2022-08-27,49.9174
2022-08-28,49.9174
2022-08-29,46.3912
2022-08-30,46.0033
2022-08-31,44.5891
2022-09-01,44.2057
2022-09-02,43.9451
2022-09-03,43.9451
2022-09-04,43.9451
2022-09-05,43.9451
2022-09-06,41.901
2022-09-07,43.266
2022-09-08,43.266
2022-09-09,44.6575
2022-09-10,44.6575
2022-09-11,44.6575
2022-09-12,45.0063
2022-09-13,40.7545
2022-09-14,41.2924
2022-09-15,42.9012
2022-09-16,43.9603
2022-09-17,43.9603
2022-09-18,43.9603
2022-09-19,48.566
2022-09-20,48.8764
2022-09-21,48.5731
2022-09-22,47.0625
2022-09-23,44.8959
2022-09-24,44.8959
2022-09-25,44.8959
2022-09-26,44.4723
2022-09-27,42.1416
2022-09-28,42.5083
2022-09-29,40.1397
2022-09-30,37.2749
2022-10-01,37.2749
2022-10-02,37.2749
2022-10-03,41.0812
2022-10-04,45.3302
2022-10-05,42.1832
2022-10-06,39.1549
2022-10-07,36.9961
2022-10-08,36.9961
2022-10-09,36.9961
2022-10-10,35.7003
2022-10-11,36.6835
2022-10-12,36.85
2022-10-13,44.5431
2022-10-14,43.4689
2022-10-15,43.4689
2022-10-16,43.4689
2022-10-17,46.6623
2022-10-18,46.549
2022-10-19,45.5196
2022-10-20,43.8478
2022-10-21,46.8116
2022-10-22,46.8116
2022-10-23,46.8116
2022-10-24,49.327
2022-10-25,50.6548
2022-10-26,50.2831
2022-10-27,49.1634
2022-10-28,44.7015
2022-10-29,44.7015
2022-10-30,44.7015
2022-10-31,39.5589
2022-11-01,37.7296
2022-11-02,35.7843
2022-11-03,32.4602
2022-11-04,32.9967
2022-11-05,32.9967
2022-11-06,32.9967
2022-11-07,32.9291
2022-11-08,33.2159
2022-11-09,32.781
2022-11-10,40.2053
2022-11-11,38.756
2022-11-12,38.756
2022-11-13,38.756
2022-11-14,38.5167
2022-11-15,39.7988
2022-11-16,38.5513
2022-11-17,39.4673
2022-11-18,39.8647
2022-11-19,39.8647
2022-11-20,39.8647
2022-11-21,40.1358
2022-11-22,39.9495
2022-11-23,41.081
2022-11-24,41.081
2022-11-25,41.3668
2022-11-26,41.3668
2022-11-27,41.3668
2022-11-28,39.2033
2022-11-29,40.3764
2022-11-30,43.8769
2022-12-01,42.7349
2022-12-02,42.4234
2022-12-03,42.4234
2022-12-04,42.4234
2022-12-05,40.1047
2022-12-06,39.2366
2022-12-07,38.2841
2022-12-08,50.4731
2022-12-09,47.5021
2022-12-10,47.5021
2022-12-11,47.5021
2022-12-12,47.9249
2022-12-13,51.5572
2022-12-14,50.6437
2022-12-15,48.1899
2022-12-16,50.0911
2022-12-17,50.0911
2022-12-18,50.0911
2022-12-19,49.6939
2022-12-20,50.8035
2022-12-21,52.3839
2022-12-22,51.7391
2022-12-23,52.6436
2022-12-24,52.6436
2022-12-25,52.6436
2022-12-26,52.6436
2022-12-27,53.9337
2022-12-28,51.2665
2022-12-29,51.6785
2022-12-30,50.7901
2022-12-31,50.7901
2023-01-01,50.7901
2023-01-02,50.7901
2023-01-03,50.7901
2023-01-04,49.9855
2023-01-05,49.0665
2023-01-06,51.045
2023-01-07,51.045
2023-01-08,51.045
2023-01-09,50.9247
2023-01-10,51.979
2023-01-11,51.0958
2023-01-12,53.2108
2023-01-13,52.9476
2023-01-14,52.9476
2023-01-15,52.9476
2023-01-16,52.9476
2023-01-17,52.4112
2023-01-18,50.3026
2023-01-19,50.6874
2023-01-20,53.7731
2023-01-21,53.7731
2023-01-22,53.7731
2023-01-23,54.5961
2023-01-24,52.6566
2023-01-25,52.3816
2023-01-26,39.5586
2023-01-27,43.4938
2023-01-28,43.4938
2023-01-29,43.4938
2023-01-30,42.1184
2023-01-31,43.0499
2023-02-01,44.55
2023-02-02,50.5606
2023-02-03,52.3123
2023-02-04,52.3123
2023-02-05,52.3123
2023-02-06,51.6153
2023-02-07,52.0921
2023-02-08,50.1494
2023-02-09,48.8597
2023-02-10,48.4629
2023-02-11,48.4629
2023-02-12,48.4629
2023-02-13,49.3144
2023-02-14,48.5878
2023-02-15,49.576
2023-02-16,48.1919
2023-02-17,51.1237
2023-02-18,51.1237
2023-02-19,51.1237
2023-02-20,51.1237
2023-02-21,49.8273
2023-02-22,49.7186
2023-02-23,51.2584
2023-02-24,50.347
2023-02-25,50.347
2023-02-26,50.347
2023-02-27,50.9113
2023-02-28,51.2552
2023-03-01,49.006
2023-03-02,50.196
2023-03-03,51.598
2023-03-04,51.598
2023-03-05,51.598
2023-03-06,50.1379
2023-03-07,48.0289
2023-03-08,45.1886
2023-03-09,41.8412
2023-03-10,39.3575
2023-03-11,39.3575
2023-03-12,39.3575
2023-03-13,36.3299
2023-03-14,38.6428
2023-03-15,40.3852
2023-03-16,41.7302
2023-03-17,40.1951
2023-03-18,40.1951
2023-03-19,40.1951
