,NBL US Equity
2020-07-11,47.2557
2020-07-12,47.2557
2020-07-13,46.1084
2020-07-14,49.621
2020-07-15,50.3588
2020-07-16,50.8672
2020-07-17,49.7749
2020-07-18,49.7749
2020-07-19,49.7749
2020-07-20,51.7166
2020-07-21,54.4573
2020-07-22,54.0157
2020-07-23,54.3292
2020-07-24,54.0749
2020-07-25,54.0749
2020-07-26,54.0749
2020-07-27,54.1119
2020-07-28,52.7911
2020-07-29,53.0283
2020-07-30,51.0812
2020-07-31,50.0867
2020-08-01,50.0867
2020-08-02,50.0867
2020-08-03,49.9991
2020-08-04,50.9309
2020-08-05,51.9888
2020-08-06,51.6528
2020-08-07,51.3579
2020-08-08,51.3579
2020-08-09,51.3579
2020-08-10,53.2889
2020-08-11,53.0813
2020-08-12,53.4099
2020-08-13,52.5934
2020-08-14,52.8172
2020-08-15,52.8172
2020-08-16,52.8172
2020-08-17,52.6173
2020-08-18,51.0746
2020-08-19,50.4512
2020-08-20,49.3743
2020-08-21,49.5502
2020-08-22,49.5502
2020-08-23,49.5502
2020-08-24,51.4689
2020-08-25,50.6239
2020-08-26,49.601
2020-08-27,49.4794
2020-08-28,50.3611
2020-08-29,50.3611
2020-08-30,50.3611
2020-08-31,48.9103
2020-09-01,48.2847
2020-09-02,48.2847
2020-09-03,47.4405
2020-09-04,47.3088
2020-09-05,47.3088
2020-09-06,47.3088
2020-09-07,47.3088
2020-09-08,45.3559
2020-09-09,46.2736
2020-09-10,44.4708
2020-09-11,44.0272
2020-09-12,44.0272
2020-09-13,44.0272
2020-09-14,43.7691
2020-09-15,43.0511
2020-09-16,45.5701
2020-09-17,45.7356
2020-09-18,45.308
2020-09-19,45.308
2020-09-20,45.308
2020-09-21,43.2844
2020-09-22,42.8746
2020-09-23,40.0623
2020-09-24,40.0623
2020-09-25,39.997
2020-09-26,39.997
2020-09-27,39.997
2020-09-28,42.5168
2020-09-29,40.9433
2020-09-30,41.2368
2020-10-01,39.8046
2020-10-02,41.0156
2020-10-03,41.0156
2020-10-04,41.0156
2020-10-05,41.0156
2020-10-06,41.0156
2020-10-07,41.0156
2020-10-08,41.0156
2020-10-09,41.0156
2020-10-10,41.0156
2020-10-11,41.0156
2020-10-12,41.0156
2020-10-13,41.0156
2020-10-14,41.0156
2020-10-15,41.0156
2020-10-16,41.0156
2020-10-17,41.0156
2020-10-18,41.0156
2020-10-19,41.0156
2020-10-20,41.0156
2020-10-21,41.0156
2020-10-22,41.0156
2020-10-23,41.0156
2020-10-24,41.0156
2020-10-25,41.0156
2020-10-26,41.0156
2020-10-27,41.0156
2020-10-28,41.0156
2020-10-29,41.0156
2020-10-30,41.0156
2020-10-31,41.0156
2020-11-01,41.0156
2020-11-02,41.0156
2020-11-03,41.0156
2020-11-04,41.0156
2020-11-05,41.0156
2020-11-06,41.0156
2020-11-07,41.0156
2020-11-08,41.0156
2020-11-09,41.0156
2020-11-10,41.0156
2020-11-11,41.0156
2020-11-12,41.0156
2020-11-13,41.0156
2020-11-14,41.0156
2020-11-15,41.0156
2020-11-16,41.0156
2020-11-17,41.0156
2020-11-18,41.0156
2020-11-19,41.0156
2020-11-20,41.0156
2020-11-21,41.0156
2020-11-22,41.0156
2020-11-23,41.0156
2020-11-24,41.0156
2020-11-25,41.0156
2020-11-26,41.0156
2020-11-27,41.0156
2020-11-28,41.0156
2020-11-29,41.0156
2020-11-30,41.0156
2020-12-01,41.0156
2020-12-02,41.0156
2020-12-03,41.0156
2020-12-04,41.0156
2020-12-05,41.0156
2020-12-06,41.0156
2020-12-07,41.0156
2020-12-08,41.0156
2020-12-09,41.0156
2020-12-10,41.0156
2020-12-11,41.0156
2020-12-12,41.0156
2020-12-13,41.0156
2020-12-14,41.0156
2020-12-15,41.0156
2020-12-16,41.0156
2020-12-17,41.0156
2020-12-18,41.0156
2020-12-19,41.0156
2020-12-20,41.0156
2020-12-21,41.0156
2020-12-22,41.0156
2020-12-23,41.0156
2020-12-24,41.0156
2020-12-25,41.0156
2020-12-26,41.0156
2020-12-27,41.0156
2020-12-28,41.0156
2020-12-29,41.0156
2020-12-30,41.0156
2020-12-31,41.0156
2021-01-01,41.0156
2021-01-02,41.0156
2021-01-03,41.0156
2021-01-04,41.0156
2021-01-05,41.0156
2021-01-06,41.0156
2021-01-07,41.0156
2021-01-08,41.0156
2021-01-09,41.0156
2021-01-10,41.0156
2021-01-11,41.0156
2021-01-12,41.0156
2021-01-13,41.0156
2021-01-14,41.0156
2021-01-15,41.0156
2021-01-16,41.0156
2021-01-17,41.0156
2021-01-18,41.0156
2021-01-19,41.0156
2021-01-20,41.0156
2021-01-21,41.0156
2021-01-22,41.0156
2021-01-23,41.0156
2021-01-24,41.0156
2021-01-25,41.0156
2021-01-26,41.0156
2021-01-27,41.0156
2021-01-28,41.0156
2021-01-29,41.0156
2021-01-30,41.0156
2021-01-31,41.0156
2021-02-01,41.0156
2021-02-02,41.0156
2021-02-03,41.0156
2021-02-04,41.0156
2021-02-05,41.0156
2021-02-06,41.0156
2021-02-07,41.0156
2021-02-08,41.0156
2021-02-09,41.0156
2021-02-10,41.0156
2021-02-11,41.0156
2021-02-12,41.0156
2021-02-13,41.0156
2021-02-14,41.0156
2021-02-15,41.0156
2021-02-16,41.0156
2021-02-17,41.0156
2021-02-18,41.0156
2021-02-19,41.0156
2021-02-20,41.0156
2021-02-21,41.0156
2021-02-22,41.0156
2021-02-23,41.0156
2021-02-24,41.0156
2021-02-25,41.0156
2021-02-26,41.0156
2021-02-27,41.0156
2021-02-28,41.0156
2021-03-01,41.0156
2021-03-02,41.0156
2021-03-03,41.0156
2021-03-04,41.0156
2021-03-05,41.0156
2021-03-06,41.0156
2021-03-07,41.0156
2021-03-08,41.0156
2021-03-09,41.0156
2021-03-10,41.0156
2021-03-11,41.0156
2021-03-12,41.0156
2021-03-13,41.0156
2021-03-14,41.0156
2021-03-15,41.0156
2021-03-16,41.0156
2021-03-17,41.0156
2021-03-18,41.0156
2021-03-19,41.0156
2021-03-20,41.0156
2021-03-21,41.0156
2021-03-22,41.0156
2021-03-23,41.0156
2021-03-24,41.0156
2021-03-25,41.0156
2021-03-26,41.0156
2021-03-27,41.0156
2021-03-28,41.0156
2021-03-29,41.0156
2021-03-30,41.0156
2021-03-31,41.0156
2021-04-01,41.0156
2021-04-02,41.0156
2021-04-03,41.0156
2021-04-04,41.0156
2021-04-05,41.0156
2021-04-06,41.0156
2021-04-07,41.0156
2021-04-08,41.0156
2021-04-09,41.0156
2021-04-10,41.0156
2021-04-11,41.0156
2021-04-12,41.0156
2021-04-13,41.0156
2021-04-14,41.0156
2021-04-15,41.0156
2021-04-16,41.0156
2021-04-17,41.0156
2021-04-18,41.0156
2021-04-19,41.0156
2021-04-20,41.0156
2021-04-21,41.0156
2021-04-22,41.0156
2021-04-23,41.0156
2021-04-24,41.0156
2021-04-25,41.0156
2021-04-26,41.0156
2021-04-27,41.0156
2021-04-28,41.0156
2021-04-29,41.0156
2021-04-30,41.0156
2021-05-01,41.0156
2021-05-02,41.0156
2021-05-03,41.0156
2021-05-04,41.0156
2021-05-05,41.0156
2021-05-06,41.0156
2021-05-07,41.0156
2021-05-08,41.0156
2021-05-09,41.0156
2021-05-10,41.0156
2021-05-11,41.0156
2021-05-12,41.0156
2021-05-13,41.0156
2021-05-14,41.0156
2021-05-15,41.0156
2021-05-16,41.0156
2021-05-17,41.0156
2021-05-18,41.0156
2021-05-19,41.0156
2021-05-20,41.0156
2021-05-21,41.0156
2021-05-22,41.0156
2021-05-23,41.0156
2021-05-24,41.0156
2021-05-25,41.0156
2021-05-26,41.0156
2021-05-27,41.0156
2021-05-28,41.0156
2021-05-29,41.0156
2021-05-30,41.0156
2021-05-31,41.0156
2021-06-01,41.0156
2021-06-02,41.0156
2021-06-03,41.0156
2021-06-04,41.0156
2021-06-05,41.0156
2021-06-06,41.0156
2021-06-07,41.0156
2021-06-08,41.0156
2021-06-09,41.0156
2021-06-10,41.0156
2021-06-11,41.0156
2021-06-12,41.0156
2021-06-13,41.0156
2021-06-14,41.0156
2021-06-15,41.0156
2021-06-16,41.0156
2021-06-17,41.0156
2021-06-18,41.0156
2021-06-19,41.0156
2021-06-20,41.0156
2021-06-21,41.0156
2021-06-22,41.0156
2021-06-23,41.0156
2021-06-24,41.0156
2021-06-25,41.0156
2021-06-26,41.0156
2021-06-27,41.0156
2021-06-28,41.0156
2021-06-29,41.0156
2021-06-30,41.0156
2021-07-01,41.0156
2021-07-02,41.0156
2021-07-03,41.0156
2021-07-04,41.0156
2021-07-05,41.0156
2021-07-06,41.0156
2021-07-07,41.0156
2021-07-08,41.0156
2021-07-09,41.0156
2021-07-10,41.0156
2021-07-11,41.0156
2021-07-12,41.0156
2021-07-13,41.0156
2021-07-14,41.0156
2021-07-15,41.0156
2021-07-16,41.0156
2021-07-17,41.0156
2021-07-18,41.0156
2021-07-19,41.0156
2021-07-20,41.0156
2021-07-21,41.0156
2021-07-22,41.0156
2021-07-23,41.0156
2021-07-24,41.0156
2021-07-25,41.0156
2021-07-26,41.0156
2021-07-27,41.0156
2021-07-28,41.0156
2021-07-29,41.0156
2021-07-30,41.0156
2021-07-31,41.0156
2021-08-01,41.0156
2021-08-02,41.0156
2021-08-03,41.0156
2021-08-04,41.0156
2021-08-05,41.0156
2021-08-06,41.0156
2021-08-07,41.0156
2021-08-08,41.0156
2021-08-09,41.0156
2021-08-10,41.0156
2021-08-11,41.0156
2021-08-12,41.0156
2021-08-13,41.0156
2021-08-14,41.0156
2021-08-15,41.0156
2021-08-16,41.0156
2021-08-17,41.0156
2021-08-18,41.0156
2021-08-19,41.0156
2021-08-20,41.0156
2021-08-21,41.0156
2021-08-22,41.0156
2021-08-23,41.0156
2021-08-24,41.0156
2021-08-25,41.0156
2021-08-26,41.0156
2021-08-27,41.0156
2021-08-28,41.0156
2021-08-29,41.0156
2021-08-30,41.0156
2021-08-31,41.0156
2021-09-01,41.0156
2021-09-02,41.0156
2021-09-03,41.0156
2021-09-04,41.0156
2021-09-05,41.0156
2021-09-06,41.0156
2021-09-07,41.0156
2021-09-08,41.0156
2021-09-09,41.0156
2021-09-10,41.0156
2021-09-11,41.0156
2021-09-12,41.0156
2021-09-13,41.0156
2021-09-14,41.0156
2021-09-15,41.0156
2021-09-16,41.0156
2021-09-17,41.0156
2021-09-18,41.0156
2021-09-19,41.0156
2021-09-20,41.0156
2021-09-21,41.0156
2021-09-22,41.0156
2021-09-23,41.0156
2021-09-24,41.0156
2021-09-25,41.0156
2021-09-26,41.0156
2021-09-27,41.0156
2021-09-28,41.0156
2021-09-29,41.0156
2021-09-30,41.0156
2021-10-01,41.0156
2021-10-02,41.0156
2021-10-03,41.0156
2021-10-04,41.0156
2021-10-05,41.0156
2021-10-06,41.0156
2021-10-07,41.0156
2021-10-08,41.0156
2021-10-09,41.0156
2021-10-10,41.0156
2021-10-11,41.0156
2021-10-12,41.0156
2021-10-13,41.0156
2021-10-14,41.0156
2021-10-15,41.0156
2021-10-16,41.0156
2021-10-17,41.0156
2021-10-18,41.0156
2021-10-19,41.0156
2021-10-20,41.0156
2021-10-21,41.0156
2021-10-22,41.0156
2021-10-23,41.0156
2021-10-24,41.0156
2021-10-25,41.0156
2021-10-26,41.0156
2021-10-27,41.0156
2021-10-28,41.0156
2021-10-29,41.0156
2021-10-30,41.0156
2021-10-31,41.0156
2021-11-01,41.0156
2021-11-02,41.0156
2021-11-03,41.0156
2021-11-04,41.0156
2021-11-05,41.0156
2021-11-06,41.0156
2021-11-07,41.0156
2021-11-08,41.0156
2021-11-09,41.0156
2021-11-10,41.0156
2021-11-11,41.0156
2021-11-12,41.0156
2021-11-13,41.0156
2021-11-14,41.0156
2021-11-15,41.0156
2021-11-16,41.0156
2021-11-17,41.0156
2021-11-18,41.0156
2021-11-19,41.0156
2021-11-20,41.0156
2021-11-21,41.0156
2021-11-22,41.0156
2021-11-23,41.0156
2021-11-24,41.0156
2021-11-25,41.0156
2021-11-26,41.0156
2021-11-27,41.0156
2021-11-28,41.0156
2021-11-29,41.0156
2021-11-30,41.0156
2021-12-01,41.0156
2021-12-02,41.0156
2021-12-03,41.0156
2021-12-04,41.0156
2021-12-05,41.0156
2021-12-06,41.0156
2021-12-07,41.0156
2021-12-08,41.0156
2021-12-09,41.0156
2021-12-10,41.0156
2021-12-11,41.0156
2021-12-12,41.0156
2021-12-13,41.0156
2021-12-14,41.0156
2021-12-15,41.0156
2021-12-16,41.0156
2021-12-17,41.0156
2021-12-18,41.0156
2021-12-19,41.0156
2021-12-20,41.0156
2021-12-21,41.0156
2021-12-22,41.0156
2021-12-23,41.0156
2021-12-24,41.0156
2021-12-25,41.0156
2021-12-26,41.0156
2021-12-27,41.0156
2021-12-28,41.0156
2021-12-29,41.0156
2021-12-30,41.0156
2021-12-31,41.0156
2022-01-01,41.0156
2022-01-02,41.0156
2022-01-03,41.0156
2022-01-04,41.0156
2022-01-05,41.0156
2022-01-06,41.0156
2022-01-07,41.0156
2022-01-08,41.0156
2022-01-09,41.0156
2022-01-10,41.0156
2022-01-11,41.0156
2022-01-12,41.0156
2022-01-13,41.0156
2022-01-14,41.0156
2022-01-15,41.0156
2022-01-16,41.0156
2022-01-17,41.0156
2022-01-18,41.0156
2022-01-19,41.0156
2022-01-20,41.0156
2022-01-21,41.0156
2022-01-22,41.0156
2022-01-23,41.0156
2022-01-24,41.0156
2022-01-25,41.0156
2022-01-26,41.0156
2022-01-27,41.0156
2022-01-28,41.0156
2022-01-29,41.0156
2022-01-30,41.0156
2022-01-31,41.0156
2022-02-01,41.0156
2022-02-02,41.0156
2022-02-03,41.0156
2022-02-04,41.0156
2022-02-05,41.0156
2022-02-06,41.0156
2022-02-07,41.0156
2022-02-08,41.0156
2022-02-09,41.0156
2022-02-10,41.0156
2022-02-11,41.0156
2022-02-12,41.0156
2022-02-13,41.0156
2022-02-14,41.0156
2022-02-15,41.0156
2022-02-16,41.0156
2022-02-17,41.0156
2022-02-18,41.0156
2022-02-19,41.0156
2022-02-20,41.0156
2022-02-21,41.0156
2022-02-22,41.0156
2022-02-23,41.0156
2022-02-24,41.0156
2022-02-25,41.0156
2022-02-26,41.0156
2022-02-27,41.0156
2022-02-28,41.0156
2022-03-01,41.0156
2022-03-02,41.0156
2022-03-03,41.0156
2022-03-04,41.0156
2022-03-05,41.0156
2022-03-06,41.0156
2022-03-07,41.0156
2022-03-08,41.0156
2022-03-09,41.0156
2022-03-10,41.0156
2022-03-11,41.0156
2022-03-12,41.0156
2022-03-13,41.0156
2022-03-14,41.0156
2022-03-15,41.0156
2022-03-16,41.0156
2022-03-17,41.0156
2022-03-18,41.0156
2022-03-19,41.0156
2022-03-20,41.0156
2022-03-21,41.0156
2022-03-22,41.0156
2022-03-23,41.0156
2022-03-24,41.0156
2022-03-25,41.0156
2022-03-26,41.0156
2022-03-27,41.0156
2022-03-28,41.0156
2022-03-29,41.0156
2022-03-30,41.0156
2022-03-31,41.0156
2022-04-01,41.0156
2022-04-02,41.0156
2022-04-03,41.0156
2022-04-04,41.0156
2022-04-05,41.0156
2022-04-06,41.0156
2022-04-07,41.0156
2022-04-08,41.0156
2022-04-09,41.0156
2022-04-10,41.0156
2022-04-11,41.0156
2022-04-12,41.0156
2022-04-13,41.0156
2022-04-14,41.0156
2022-04-15,41.0156
2022-04-16,41.0156
2022-04-17,41.0156
2022-04-18,41.0156
2022-04-19,41.0156
2022-04-20,41.0156
2022-04-21,41.0156
2022-04-22,41.0156
2022-04-23,41.0156
2022-04-24,41.0156
2022-04-25,41.0156
2022-04-26,41.0156
2022-04-27,41.0156
2022-04-28,41.0156
2022-04-29,41.0156
2022-04-30,41.0156
2022-05-01,41.0156
2022-05-02,41.0156
2022-05-03,41.0156
2022-05-04,41.0156
2022-05-05,41.0156
2022-05-06,41.0156
2022-05-07,41.0156
2022-05-08,41.0156
2022-05-09,41.0156
2022-05-10,41.0156
2022-05-11,41.0156
2022-05-12,41.0156
2022-05-13,41.0156
2022-05-14,41.0156
2022-05-15,41.0156
2022-05-16,41.0156
2022-05-17,41.0156
2022-05-18,41.0156
2022-05-19,41.0156
2022-05-20,41.0156
2022-05-21,41.0156
2022-05-22,41.0156
2022-05-23,41.0156
2022-05-24,41.0156
2022-05-25,41.0156
2022-05-26,41.0156
2022-05-27,41.0156
2022-05-28,41.0156
2022-05-29,41.0156
2022-05-30,41.0156
2022-05-31,41.0156
2022-06-01,41.0156
2022-06-02,41.0156
2022-06-03,41.0156
2022-06-04,41.0156
2022-06-05,41.0156
2022-06-06,41.0156
2022-06-07,41.0156
2022-06-08,41.0156
2022-06-09,41.0156
2022-06-10,41.0156
2022-06-11,41.0156
2022-06-12,41.0156
2022-06-13,41.0156
2022-06-14,41.0156
2022-06-15,41.0156
2022-06-16,41.0156
2022-06-17,41.0156
2022-06-18,41.0156
2022-06-19,41.0156
2022-06-20,41.0156
2022-06-21,41.0156
2022-06-22,41.0156
2022-06-23,41.0156
2022-06-24,41.0156
2022-06-25,41.0156
2022-06-26,41.0156
2022-06-27,41.0156
2022-06-28,41.0156
2022-06-29,41.0156
2022-06-30,41.0156
2022-07-01,41.0156
2022-07-02,41.0156
2022-07-03,41.0156
2022-07-04,41.0156
2022-07-05,41.0156
2022-07-06,41.0156
2022-07-07,41.0156
2022-07-08,41.0156
2022-07-09,41.0156
2022-07-10,41.0156
2022-07-11,41.0156
2022-07-12,41.0156
2022-07-13,41.0156
2022-07-14,41.0156
2022-07-15,41.0156
2022-07-16,41.0156
2022-07-17,41.0156
2022-07-18,41.0156
2022-07-19,41.0156
2022-07-20,41.0156
2022-07-21,41.0156
2022-07-22,41.0156
2022-07-23,41.0156
2022-07-24,41.0156
2022-07-25,41.0156
2022-07-26,41.0156
2022-07-27,41.0156
2022-07-28,41.0156
2022-07-29,41.0156
2022-07-30,41.0156
2022-07-31,41.0156
2022-08-01,41.0156
2022-08-02,41.0156
2022-08-03,41.0156
2022-08-04,41.0156
2022-08-05,41.0156
2022-08-06,41.0156
2022-08-07,41.0156
2022-08-08,41.0156
2022-08-09,41.0156
2022-08-10,41.0156
2022-08-11,41.0156
2022-08-12,41.0156
2022-08-13,41.0156
2022-08-14,41.0156
2022-08-15,41.0156
2022-08-16,41.0156
2022-08-17,41.0156
2022-08-18,41.0156
2022-08-19,41.0156
2022-08-20,41.0156
2022-08-21,41.0156
2022-08-22,41.0156
2022-08-23,41.0156
2022-08-24,41.0156
2022-08-25,41.0156
2022-08-26,41.0156
2022-08-27,41.0156
2022-08-28,41.0156
2022-08-29,41.0156
2022-08-30,41.0156
2022-08-31,41.0156
2022-09-01,41.0156
2022-09-02,41.0156
2022-09-03,41.0156
2022-09-04,41.0156
2022-09-05,41.0156
2022-09-06,41.0156
2022-09-07,41.0156
2022-09-08,41.0156
2022-09-09,41.0156
2022-09-10,41.0156
2022-09-11,41.0156
2022-09-12,41.0156
2022-09-13,41.0156
2022-09-14,41.0156
2022-09-15,41.0156
2022-09-16,41.0156
2022-09-17,41.0156
2022-09-18,41.0156
2022-09-19,41.0156
2022-09-20,41.0156
2022-09-21,41.0156
2022-09-22,41.0156
2022-09-23,41.0156
2022-09-24,41.0156
2022-09-25,41.0156
2022-09-26,41.0156
2022-09-27,41.0156
2022-09-28,41.0156
2022-09-29,41.0156
2022-09-30,41.0156
2022-10-01,41.0156
2022-10-02,41.0156
2022-10-03,41.0156
2022-10-04,41.0156
2022-10-05,41.0156
2022-10-06,41.0156
2022-10-07,41.0156
2022-10-08,41.0156
2022-10-09,41.0156
2022-10-10,41.0156
2022-10-11,41.0156
2022-10-12,41.0156
2022-10-13,41.0156
2022-10-14,41.0156
2022-10-15,41.0156
2022-10-16,41.0156
2022-10-17,41.0156
2022-10-18,41.0156
2022-10-19,41.0156
2022-10-20,41.0156
2022-10-21,41.0156
2022-10-22,41.0156
2022-10-23,41.0156
2022-10-24,41.0156
2022-10-25,41.0156
2022-10-26,41.0156
2022-10-27,41.0156
2022-10-28,41.0156
2022-10-29,41.0156
2022-10-30,41.0156
2022-10-31,41.0156
2022-11-01,41.0156
2022-11-02,41.0156
2022-11-03,41.0156
2022-11-04,41.0156
2022-11-05,41.0156
2022-11-06,41.0156
2022-11-07,41.0156
2022-11-08,41.0156
2022-11-09,41.0156
2022-11-10,41.0156
2022-11-11,41.0156
2022-11-12,41.0156
2022-11-13,41.0156
2022-11-14,41.0156
2022-11-15,41.0156
2022-11-16,41.0156
2022-11-17,41.0156
2022-11-18,41.0156
2022-11-19,41.0156
2022-11-20,41.0156
2022-11-21,41.0156
2022-11-22,41.0156
2022-11-23,41.0156
2022-11-24,41.0156
2022-11-25,41.0156
2022-11-26,41.0156
2022-11-27,41.0156
2022-11-28,41.0156
2022-11-29,41.0156
2022-11-30,41.0156
2022-12-01,41.0156
2022-12-02,41.0156
2022-12-03,41.0156
2022-12-04,41.0156
2022-12-05,41.0156
2022-12-06,41.0156
2022-12-07,41.0156
2022-12-08,41.0156
2022-12-09,41.0156
2022-12-10,41.0156
2022-12-11,41.0156
2022-12-12,41.0156
2022-12-13,41.0156
2022-12-14,41.0156
2022-12-15,41.0156
2022-12-16,41.0156
2022-12-17,41.0156
2022-12-18,41.0156
2022-12-19,41.0156
2022-12-20,41.0156
2022-12-21,41.0156
2022-12-22,41.0156
2022-12-23,41.0156
2022-12-24,41.0156
2022-12-25,41.0156
2022-12-26,41.0156
2022-12-27,41.0156
2022-12-28,41.0156
2022-12-29,41.0156
2022-12-30,41.0156
2022-12-31,41.0156
2023-01-01,41.0156
2023-01-02,41.0156
2023-01-03,41.0156
2023-01-04,41.0156
2023-01-05,41.0156
2023-01-06,41.0156
2023-01-07,41.0156
2023-01-08,41.0156
2023-01-09,41.0156
2023-01-10,41.0156
2023-01-11,41.0156
2023-01-12,41.0156
2023-01-13,41.0156
2023-01-14,41.0156
2023-01-15,41.0156
2023-01-16,41.0156
2023-01-17,41.0156
2023-01-18,41.0156
2023-01-19,41.0156
2023-01-20,41.0156
2023-01-21,41.0156
2023-01-22,41.0156
2023-01-23,41.0156
2023-01-24,41.0156
2023-01-25,41.0156
2023-01-26,41.0156
2023-01-27,41.0156
2023-01-28,41.0156
2023-01-29,41.0156
2023-01-30,41.0156
2023-01-31,41.0156
2023-02-01,41.0156
2023-02-02,41.0156
2023-02-03,41.0156
2023-02-04,41.0156
2023-02-05,41.0156
2023-02-06,41.0156
2023-02-07,41.0156
2023-02-08,41.0156
2023-02-09,41.0156
2023-02-10,41.0156
2023-02-11,41.0156
2023-02-12,41.0156
2023-02-13,41.0156
2023-02-14,41.0156
2023-02-15,41.0156
2023-02-16,41.0156
2023-02-17,41.0156
2023-02-18,41.0156
2023-02-19,41.0156
2023-02-20,41.0156
2023-02-21,41.0156
2023-02-22,41.0156
2023-02-23,41.0156
2023-02-24,41.0156
2023-02-25,41.0156
2023-02-26,41.0156
2023-02-27,41.0156
2023-02-28,41.0156
2023-03-01,41.0156
2023-03-02,41.0156
2023-03-03,41.0156
2023-03-04,41.0156
2023-03-05,41.0156
2023-03-06,41.0156
2023-03-07,41.0156
2023-03-08,41.0156
2023-03-09,41.0156
2023-03-10,41.0156
2023-03-11,41.0156
2023-03-12,41.0156
