,WD US Equity
2020-05-06,44.4783
2020-05-07,45.7386
2020-05-08,45.7948
2020-05-09,45.7948
2020-05-10,45.7948
2020-05-11,44.3468
2020-05-12,42.5664
2020-05-13,40.9527
2020-05-14,43.4214
2020-05-15,43.3682
2020-05-16,43.3682
2020-05-17,43.3682
2020-05-18,47.4028
2020-05-19,46.2351
2020-05-20,47.6614
2020-05-21,47.2906
2020-05-22,46.862
2020-05-23,46.862
2020-05-24,46.862
2020-05-25,46.862
2020-05-26,48.2213
2020-05-27,52.5777
2020-05-28,49.7954
2020-05-29,48.3531
2020-05-30,48.3531
2020-05-31,48.3531
2020-06-01,48.9559
2020-06-02,49.4026
2020-06-03,52.3935
2020-06-04,54.6838
2020-06-05,56.8685
2020-06-06,56.8685
2020-06-07,56.8685
2020-06-08,57.6295
2020-06-09,57.9573
2020-06-10,56.1792
2020-06-11,51.752
2020-06-12,54.0522
2020-06-13,54.0522
2020-06-14,54.0522
2020-06-15,54.9168
2020-06-16,56.4314
2020-06-17,55.7724
2020-06-18,54.8851
2020-06-19,54.1602
2020-06-20,54.1602
2020-06-21,54.1602
2020-06-22,54.3372
2020-06-23,56.363
2020-06-24,53.6006
2020-06-25,55.0882
2020-06-26,51.7334
2020-06-27,51.7334
2020-06-28,51.7334
2020-06-29,53.8118
2020-06-30,54.3567
2020-07-01,52.483
2020-07-02,52.681
2020-07-03,52.681
2020-07-04,52.681
2020-07-05,52.681
2020-07-06,53.2938
2020-07-07,51.0749
2020-07-08,51.2506
2020-07-09,49.5265
2020-07-10,51.7075
2020-07-11,51.7075
2020-07-12,51.7075
2020-07-13,51.5281
2020-07-14,51.1809
2020-07-15,53.4882
2020-07-16,53.8333
2020-07-17,53.5666
2020-07-18,53.5666
2020-07-19,53.5666
2020-07-20,52.8667
2020-07-21,53.744
2020-07-22,54.8726
2020-07-23,54.923
2020-07-24,53.1324
2020-07-25,53.1324
2020-07-26,53.1324
2020-07-27,52.4419
2020-07-28,52.6319
2020-07-29,53.9958
2020-07-30,52.8727
2020-07-31,53.1393
2020-08-01,53.1393
2020-08-02,53.1393
2020-08-03,53.7395
2020-08-04,54.1917
2020-08-05,58.7972
2020-08-06,59.2513
2020-08-07,60.9812
2020-08-08,60.9812
2020-08-09,60.9812
2020-08-10,61.9178
2020-08-11,63.9632
2020-08-12,60.426
2020-08-13,58.2515
2020-08-14,58.7303
2020-08-15,58.7303
2020-08-16,58.7303
2020-08-17,56.9153
2020-08-18,55.6871
2020-08-19,54.6319
2020-08-20,54.1187
2020-08-21,53.183
2020-08-22,53.183
2020-08-23,53.183
2020-08-24,55.0893
2020-08-25,55.0164
2020-08-26,54.9112
2020-08-27,55.7859
2020-08-28,57.3272
2020-08-29,57.3272
2020-08-30,57.3272
2020-08-31,54.5185
2020-09-01,55.5449
2020-09-02,56.0703
2020-09-03,54.3461
2020-09-04,54.8077
2020-09-05,54.8077
2020-09-06,54.8077
2020-09-07,54.8077
2020-09-08,53.45
2020-09-09,54.5597
2020-09-10,51.7849
2020-09-11,49.6193
2020-09-12,49.6193
2020-09-13,49.6193
2020-09-14,51.8588
2020-09-15,52.4576
2020-09-16,50.9928
2020-09-17,51.6619
2020-09-18,50.5142
2020-09-19,50.5142
2020-09-20,50.5142
2020-09-21,45.2198
2020-09-22,45.5331
2020-09-23,43.3163
2020-09-24,44.001
2020-09-25,46.2095
2020-09-26,46.2095
2020-09-27,46.2095
2020-09-28,48.8124
2020-09-29,49.0053
2020-09-30,51.7136
2020-10-01,54.1133
2020-10-02,57.6822
2020-10-03,57.6822
2020-10-04,57.6822
2020-10-05,58.6507
2020-10-06,59.0273
2020-10-07,58.6256
2020-10-08,59.6437
2020-10-09,59.0321
2020-10-10,59.0321
2020-10-11,59.0321
2020-10-12,59.8235
2020-10-13,58.2476
2020-10-14,58.2993
2020-10-15,59.0719
2020-10-16,58.6527
2020-10-17,58.6527
2020-10-18,58.6527
2020-10-19,58.2639
2020-10-20,59.0915
2020-10-21,59.1341
2020-10-22,61.0779
2020-10-23,62.4984
2020-10-24,62.4984
2020-10-25,62.4984
2020-10-26,59.2973
2020-10-27,58.2087
2020-10-28,55.589
2020-10-29,65.5572
2020-10-30,58.6135
2020-10-31,58.6135
2020-11-01,58.6135
2020-11-02,60.9683
2020-11-03,63.6133
2020-11-04,60.5858
2020-11-05,62.3237
2020-11-06,59.5377
2020-11-07,59.5377
2020-11-08,59.5377
2020-11-09,65.2581
2020-11-10,66.7679
2020-11-11,67.1855
2020-11-12,66.7077
2020-11-13,69.7217
2020-11-14,69.7217
2020-11-15,69.7217
2020-11-16,70.4497
2020-11-17,65.5079
2020-11-18,65.1216
2020-11-19,65.7963
2020-11-20,66.0206
2020-11-21,66.0206
2020-11-22,66.0206
2020-11-23,67.9758
2020-11-24,69.3565
2020-11-25,67.5731
2020-11-26,67.5731
2020-11-27,66.2212
2020-11-28,66.2212
2020-11-29,66.2212
2020-11-30,64.7856
2020-12-01,65.3789
2020-12-02,65.8275
2020-12-03,64.7883
2020-12-04,65.3617
2020-12-05,65.3617
2020-12-06,65.3617
2020-12-07,64.4376
2020-12-08,64.4376
2020-12-09,62.0674
2020-12-10,65.153
2020-12-11,66.5088
2020-12-12,66.5088
2020-12-13,66.5088
2020-12-14,68.2668
2020-12-15,70.5996
2020-12-16,70.7549
2020-12-17,71.6233
2020-12-18,68.268
2020-12-19,68.268
2020-12-20,68.268
2020-12-21,67.0638
2020-12-22,67.4855
2020-12-23,70.0292
2020-12-24,68.4752
2020-12-25,68.4752
2020-12-26,68.4752
2020-12-27,68.4752
2020-12-28,68.5637
2020-12-29,64.7178
2020-12-30,65.4046
2020-12-31,66.1681
2021-01-01,66.1681
2021-01-02,66.1681
2021-01-03,66.1681
2021-01-04,59.8329
2021-01-05,61.1114
2021-01-06,64.4378
2021-01-07,60.2426
2021-01-08,59.0085
2021-01-09,59.0085
2021-01-10,59.0085
2021-01-11,59.7057
2021-01-12,60.9488
2021-01-13,60.2088
2021-01-14,60.3694
2021-01-15,58.7867
2021-01-16,58.7867
2021-01-17,58.7867
2021-01-18,58.7867
2021-01-19,58.0785
2021-01-20,59.4044
2021-01-21,58.847
2021-01-22,59.8478
2021-01-23,59.8478
2021-01-24,59.8478
2021-01-25,58.3284
2021-01-26,54.7866
2021-01-27,49.1577
2021-01-28,52.1965
2021-01-29,49.5986
2021-01-30,49.5986
2021-01-31,49.5986
2021-02-01,52.1898
2021-02-02,53.6256
2021-02-03,53.1194
2021-02-04,60.8561
2021-02-05,59.9759
2021-02-06,59.9759
2021-02-07,59.9759
2021-02-08,61.467
2021-02-09,62.9275
2021-02-10,62.9843
2021-02-11,63.6626
2021-02-12,62.7205
2021-02-13,62.7205
2021-02-14,62.7205
2021-02-15,62.7205
2021-02-16,61.2579
2021-02-17,62.9825
2021-02-18,60.9845
2021-02-19,63.1454
2021-02-20,63.1454
2021-02-21,63.1454
2021-02-22,65.2838
2021-02-23,61.8622
2021-02-24,61.182
2021-02-25,58.0338
2021-02-26,58.5041
2021-02-27,58.5041
2021-02-28,58.5041
2021-03-01,60.2696
2021-03-02,60.1963
2021-03-03,58.3402
2021-03-04,57.6647
2021-03-05,58.378
2021-03-06,58.378
2021-03-07,58.378
2021-03-08,57.115
2021-03-09,57.5577
2021-03-10,59.0449
2021-03-11,63.8147
2021-03-12,61.2431
2021-03-13,61.2431
2021-03-14,61.2431
2021-03-15,64.8815
2021-03-16,61.2843
2021-03-17,62.8523
2021-03-18,59.7108
2021-03-19,54.9601
2021-03-20,54.9601
2021-03-21,54.9601
2021-03-22,52.917
2021-03-23,53.4512
2021-03-24,52.5303
2021-03-25,54.9728
2021-03-26,56.0424
2021-03-27,56.0424
2021-03-28,56.0424
2021-03-29,53.0675
2021-03-30,54.4451
2021-03-31,54.2647
2021-04-01,56.0053
2021-04-02,56.0053
2021-04-03,56.0053
2021-04-04,56.0053
2021-04-05,57.8727
2021-04-06,57.0407
2021-04-07,54.5391
2021-04-08,56.1222
2021-04-09,56.1357
2021-04-10,56.1357
2021-04-11,56.1357
2021-04-12,57.1095
2021-04-13,56.147
2021-04-14,56.8496
2021-04-15,57.4129
2021-04-16,58.97
2021-04-17,58.97
2021-04-18,58.97
2021-04-19,58.0405
2021-04-20,54.7452
2021-04-21,54.6434
2021-04-22,53.5668
2021-04-23,56.5112
2021-04-24,56.5112
2021-04-25,56.5112
2021-04-26,57.6812
2021-04-27,58.2798
2021-04-28,57.3795
2021-04-29,58.8855
2021-04-30,56.9862
2021-05-01,56.9862
2021-05-02,56.9862
2021-05-03,58.5979
2021-05-04,59.0875
2021-05-05,58.5953
2021-05-06,47.4785
2021-05-07,50.3843
2021-05-08,50.3843
2021-05-09,50.3843
2021-05-10,47.3475
2021-05-11,46.6791
2021-05-12,44.7068
2021-05-13,47.5901
2021-05-14,48.749
2021-05-15,48.749
2021-05-16,48.749
2021-05-17,47.8757
2021-05-18,46.8231
2021-05-19,47.044
2021-05-20,47.462
2021-05-21,47.1616
2021-05-22,47.1616
2021-05-23,47.1616
2021-05-24,48.3325
2021-05-25,46.2212
2021-05-26,48.6289
2021-05-27,49.3934
2021-05-28,49.7335
2021-05-29,49.7335
2021-05-30,49.7335
2021-05-31,49.7335
2021-06-01,49.9597
2021-06-02,48.1662
2021-06-03,48.0376
2021-06-04,49.2893
2021-06-05,49.2893
2021-06-06,49.2893
2021-06-07,49.8304
2021-06-08,51.4565
2021-06-09,50.4379
2021-06-10,48.2388
2021-06-11,49.2571
2021-06-12,49.2571
2021-06-13,49.2571
2021-06-14,50.9953
2021-06-15,54.0473
2021-06-16,54.056
2021-06-17,52.9148
2021-06-18,51.1634
2021-06-19,51.1634
2021-06-20,51.1634
2021-06-21,53.4446
2021-06-22,54.0421
2021-06-23,54.7947
2021-06-24,55.697
2021-06-25,54.4284
2021-06-26,54.4284
2021-06-27,54.4284
2021-06-28,51.7137
2021-06-29,51.8896
2021-06-30,51.4266
2021-07-01,51.5099
2021-07-02,49.9486
2021-07-03,49.9486
2021-07-04,49.9486
2021-07-05,49.9486
2021-07-06,47.0011
2021-07-07,46.7683
2021-07-08,44.2724
2021-07-09,48.4668
2021-07-10,48.4668
2021-07-11,48.4668
2021-07-12,48.6917
2021-07-13,45.7414
2021-07-14,45.8545
2021-07-15,48.04
2021-07-16,48.1842
2021-07-17,48.1842
2021-07-18,48.1842
2021-07-19,45.72
2021-07-20,49.4366
2021-07-21,51.3085
2021-07-22,48.3782
2021-07-23,50.0024
2021-07-24,50.0024
2021-07-25,50.0024
2021-07-26,50.2453
2021-07-27,49.4174
2021-07-28,51.2856
2021-07-29,52.5448
2021-07-30,51.3583
2021-07-31,51.3583
2021-08-01,51.3583
2021-08-02,49.807
2021-08-03,49.5918
2021-08-04,50.2698
2021-08-05,51.2702
2021-08-06,51.5056
2021-08-07,51.5056
2021-08-08,51.5056
2021-08-09,48.3088
2021-08-10,50.1176
2021-08-11,50.3694
2021-08-12,47.9567
2021-08-13,48.343
2021-08-14,48.343
2021-08-15,48.343
2021-08-16,47.41
2021-08-17,46.3713
2021-08-18,45.6256
2021-08-19,44.7129
2021-08-20,47.9699
2021-08-21,47.9699
2021-08-22,47.9699
2021-08-23,49.4535
2021-08-24,47.6317
2021-08-25,50.2583
2021-08-26,48.5244
2021-08-27,52.2155
2021-08-28,52.2155
2021-08-29,52.2155
2021-08-30,51.0648
2021-08-31,59.7059
2021-09-01,58.6733
2021-09-02,60.7478
2021-09-03,58.8108
2021-09-04,58.8108
2021-09-05,58.8108
2021-09-06,58.8108
2021-09-07,58.6565
2021-09-08,59.444
2021-09-09,59.1557
2021-09-10,58.3413
2021-09-11,58.3413
2021-09-12,58.3413
2021-09-13,59.2038
2021-09-14,57.619
2021-09-15,60.5306
2021-09-16,60.438
2021-09-17,57.7759
2021-09-18,57.7759
2021-09-19,57.7759
2021-09-20,53.6868
2021-09-21,53.6967
2021-09-22,56.215
2021-09-23,58.1427
2021-09-24,56.9558
2021-09-25,56.9558
2021-09-26,56.9558
2021-09-27,59.6029
2021-09-28,55.2583
2021-09-29,55.1353
2021-09-30,56.9892
2021-10-01,59.303
2021-10-02,59.303
2021-10-03,59.303
2021-10-04,59.3278
2021-10-05,61.6168
2021-10-06,60.9422
2021-10-07,61.5073
2021-10-08,61.5402
2021-10-09,61.5402
2021-10-10,61.5402
2021-10-11,61.6673
2021-10-12,65.2973
2021-10-13,66.1427
2021-10-14,68.2877
2021-10-15,65.5251
2021-10-16,65.5251
2021-10-17,65.5251
2021-10-18,65.0266
2021-10-19,65.263
2021-10-20,65.8892
2021-10-21,63.9306
2021-10-22,64.5934
2021-10-23,64.5934
2021-10-24,64.5934
2021-10-25,66.3014
2021-10-26,66.3314
2021-10-27,65.5615
2021-10-28,66.8943
2021-10-29,66.8943
2021-10-30,66.8943
2021-10-31,66.8943
2021-11-01,67.6083
2021-11-02,65.5669
2021-11-03,68.9086
2021-11-04,74.6127
2021-11-05,75.3911
2021-11-06,75.3911
2021-11-07,75.3911
2021-11-08,76.4541
2021-11-09,76.4949
2021-11-10,76.3279
2021-11-11,76.7948
2021-11-12,76.1291
2021-11-13,76.1291
2021-11-14,76.1291
2021-11-15,75.8376
2021-11-16,75.9435
2021-11-17,74.3924
2021-11-18,76.5486
2021-11-19,76.8817
2021-11-20,76.8817
2021-11-21,76.8817
2021-11-22,77.9752
2021-11-23,78.4804
2021-11-24,75.3392
2021-11-25,75.3392
2021-11-26,63.8862
2021-11-27,63.8862
2021-11-28,63.8862
2021-11-29,62.6397
2021-11-30,58.9871
2021-12-01,60.3422
2021-12-02,65.0534
2021-12-03,61.9376
2021-12-04,61.9376
2021-12-05,61.9376
2021-12-06,64.1734
2021-12-07,64.6456
2021-12-08,65.2845
2021-12-09,62.9209
2021-12-10,63.0357
2021-12-11,63.0357
2021-12-12,63.0357
2021-12-13,58.1789
2021-12-14,54.4064
2021-12-15,55.7805
2021-12-16,55.1348
2021-12-17,54.0321
2021-12-18,54.0321
2021-12-19,54.0321
2021-12-20,52.999
2021-12-21,56.3959
2021-12-22,58.4309
2021-12-23,59.5922
2021-12-24,59.5922
2021-12-25,59.5922
2021-12-26,59.5922
2021-12-27,61.7343
2021-12-28,61.2193
2021-12-29,59.3671
2021-12-30,58.5675
2021-12-31,59.4562
2022-01-01,59.4562
2022-01-02,59.4562
2022-01-03,57.7189
2022-01-04,59.9335
2022-01-05,54.9552
2022-01-06,56.1524
2022-01-07,56.0436
2022-01-08,56.0436
2022-01-09,56.0436
2022-01-10,56.2045
2022-01-11,57.3282
2022-01-12,57.4021
2022-01-13,55.4933
2022-01-14,52.2364
2022-01-15,52.2364
2022-01-16,52.2364
2022-01-17,52.2364
2022-01-18,54.0251
2022-01-19,47.3246
2022-01-20,43.6548
2022-01-21,42.7241
2022-01-22,42.7241
2022-01-23,42.7241
2022-01-24,42.0526
2022-01-25,39.4442
2022-01-26,40.5695
2022-01-27,36.935
2022-01-28,39.8971
2022-01-29,39.8971
2022-01-30,39.8971
2022-01-31,45.4527
2022-02-01,44.6919
2022-02-02,44.4156
2022-02-03,49.6721
2022-02-04,50.3193
2022-02-05,50.3193
2022-02-06,50.3193
2022-02-07,50.8813
2022-02-08,52.1571
2022-02-09,52.6118
2022-02-10,50.8614
2022-02-11,52.0536
2022-02-12,52.0536
2022-02-13,52.0536
2022-02-14,47.9221
2022-02-15,50.4705
2022-02-16,50.5428
2022-02-17,49.4036
2022-02-18,49.3486
2022-02-19,49.3486
2022-02-20,49.3486
2022-02-21,49.3486
2022-02-22,49.7108
2022-02-23,48.2823
2022-02-24,49.7753
2022-02-25,49.4577
2022-02-26,49.4577
2022-02-27,49.4577
2022-02-28,50.0557
2022-03-01,47.7125
2022-03-02,50.4784
2022-03-03,50.341
2022-03-04,47.949
2022-03-05,47.949
2022-03-06,47.949
2022-03-07,42.887
2022-03-08,43.5231
2022-03-09,46.9725
2022-03-10,46.4526
2022-03-11,46.6613
2022-03-12,46.6613
2022-03-13,46.6613
2022-03-14,49.217
2022-03-15,46.06
2022-03-16,48.9943
2022-03-17,48.6016
2022-03-18,48.8138
2022-03-19,48.8138
2022-03-20,48.8138
2022-03-21,47.7657
2022-03-22,50.1014
2022-03-23,48.1235
2022-03-24,50.1799
2022-03-25,48.4129
2022-03-26,48.4129
2022-03-27,48.4129
2022-03-28,47.3544
2022-03-29,49.2117
2022-03-30,45.9582
2022-03-31,45.4053
2022-04-01,47.2379
2022-04-02,47.2379
2022-04-03,47.2379
2022-04-04,47.3141
2022-04-05,43.7989
2022-04-06,43.463
2022-04-07,43.4567
2022-04-08,43.4652
2022-04-09,43.4652
2022-04-10,43.4652
2022-04-11,44.6825
2022-04-12,45.9803
2022-04-13,45.4182
2022-04-14,47.2965
2022-04-15,47.2965
2022-04-16,47.2965
2022-04-17,47.2965
2022-04-18,46.7975
2022-04-19,47.0553
2022-04-20,49.0035
2022-04-21,49.2831
2022-04-22,45.5312
2022-04-23,45.5312
2022-04-24,45.5312
2022-04-25,44.4472
2022-04-26,40.978
2022-04-27,39.5272
2022-04-28,43.163
2022-04-29,40.9776
2022-04-30,40.9776
2022-05-01,40.9776
2022-05-02,41.8097
2022-05-03,45.0171
2022-05-04,42.9031
2022-05-05,35.9826
2022-05-06,34.3222
2022-05-07,34.3222
2022-05-08,34.3222
2022-05-09,33.0555
2022-05-10,32.685
2022-05-11,31.8653
2022-05-12,31.8226
2022-05-13,35.546
2022-05-14,35.546
2022-05-15,35.546
2022-05-16,34.962
2022-05-17,38.4009
2022-05-18,37.0538
2022-05-19,37.7978
2022-05-20,37.1018
2022-05-21,37.1018
2022-05-22,37.1018
2022-05-23,37.3493
2022-05-24,35.6742
2022-05-25,37.3657
2022-05-26,41.772
2022-05-27,44.1575
2022-05-28,44.1575
2022-05-29,44.1575
2022-05-30,44.1575
2022-05-31,42.2558
2022-06-01,41.7762
2022-06-02,44.9101
2022-06-03,43.5863
2022-06-04,43.5863
2022-06-05,43.5863
2022-06-06,43.6173
2022-06-07,44.4457
2022-06-08,43.2134
2022-06-09,40.4845
2022-06-10,39.4654
2022-06-11,39.4654
2022-06-12,39.4654
2022-06-13,34.994
2022-06-14,36.6236
2022-06-15,36.9142
2022-06-16,34.9124
2022-06-17,35.6886
2022-06-18,35.6886
2022-06-19,35.6886
2022-06-20,35.6886
2022-06-21,35.8538
2022-06-22,38.3128
2022-06-23,40.3866
2022-06-24,43.2371
2022-06-25,43.2371
2022-06-26,43.2371
2022-06-27,42.6353
2022-06-28,41.4365
2022-06-29,40.9986
2022-06-30,41.8764
2022-07-01,43.3625
2022-07-02,43.3625
2022-07-03,43.3625
2022-07-04,43.3625
2022-07-05,45.3957
2022-07-06,44.2608
2022-07-07,45.1735
2022-07-08,44.7807
2022-07-09,44.7807
2022-07-10,44.7807
2022-07-11,43.9692
2022-07-12,44.2589
2022-07-13,43.6154
2022-07-14,42.6428
2022-07-15,44.8287
2022-07-16,44.8287
2022-07-17,44.8287
2022-07-18,44.6578
2022-07-19,48.2174
2022-07-20,49.0626
2022-07-21,50.7587
2022-07-22,50.4944
2022-07-23,50.4944
2022-07-24,50.4944
2022-07-25,51.8092
2022-07-26,51.5386
2022-07-27,53.3125
2022-07-28,55.2635
2022-07-29,56.5392
2022-07-30,56.5392
2022-07-31,56.5392
2022-08-01,56.97
2022-08-02,55.8051
2022-08-03,57.1334
2022-08-04,53.7132
2022-08-05,50.4261
2022-08-06,50.4261
2022-08-07,50.4261
2022-08-08,52.9418
2022-08-09,52.0166
2022-08-10,53.2954
2022-08-11,54.5954
2022-08-12,56.5123
2022-08-13,56.5123
2022-08-14,56.5123
2022-08-15,56.1268
2022-08-16,56.2535
2022-08-17,54.7636
2022-08-18,54.6603
2022-08-19,52.2057
2022-08-20,52.2057
2022-08-21,52.2057
2022-08-22,49.3968
2022-08-23,49.8791
2022-08-24,50.024
2022-08-25,52.2702
2022-08-26,48.5317
2022-08-27,48.5317
2022-08-28,48.5317
2022-08-29,46.7534
2022-08-30,45.685
2022-08-31,43.9749
2022-09-01,42.1967
2022-09-02,42.1808
2022-09-03,42.1808
2022-09-04,42.1808
2022-09-05,42.1808
2022-09-06,40.9675
2022-09-07,42.9445
2022-09-08,43.2997
2022-09-09,46.1805
2022-09-10,46.1805
2022-09-11,46.1805
2022-09-12,47.8598
2022-09-13,42.7167
2022-09-14,43.1223
2022-09-15,42.0483
2022-09-16,41.5057
2022-09-17,41.5057
2022-09-18,41.5057
2022-09-19,42.2762
2022-09-20,41.1309
2022-09-21,39.8709
2022-09-22,38.5197
2022-09-23,37.0155
2022-09-24,37.0155
2022-09-25,37.0155
2022-09-26,35.2695
2022-09-27,34.1884
2022-09-28,35.4394
2022-09-29,33.7565
2022-09-30,33.9375
2022-10-01,33.9375
2022-10-02,33.9375
2022-10-03,38.6796
2022-10-04,43.1032
2022-10-05,41.5639
2022-10-06,40.076
2022-10-07,38.7624
2022-10-08,38.7624
2022-10-09,38.7624
2022-10-10,38.1963
2022-10-11,39.3981
2022-10-12,38.4623
2022-10-13,41.0404
2022-10-14,39.6343
2022-10-15,39.6343
2022-10-16,39.6343
2022-10-17,43.2953
2022-10-18,43.1827
2022-10-19,41.3632
2022-10-20,39.8903
2022-10-21,39.4409
2022-10-22,39.4409
2022-10-23,39.4409
2022-10-24,39.7219
2022-10-25,43.7807
2022-10-26,43.0497
2022-10-27,42.873
2022-10-28,45.6951
2022-10-29,45.6951
2022-10-30,45.6951
2022-10-31,46.8472
2022-11-01,46.9327
2022-11-02,42.3767
2022-11-03,40.0875
2022-11-04,42.25
2022-11-05,42.25
2022-11-06,42.25
2022-11-07,43.1338
2022-11-08,42.9184
2022-11-09,37.261
2022-11-10,43.9444
2022-11-11,45.2981
2022-11-12,45.2981
2022-11-13,45.2981
2022-11-14,44.1224
2022-11-15,45.3781
2022-11-16,44.2517
2022-11-17,42.6175
2022-11-18,42.7736
2022-11-19,42.7736
2022-11-20,42.7736
2022-11-21,43.3221
2022-11-22,44.2962
2022-11-23,46.1936
2022-11-24,46.1936
2022-11-25,47.5011
2022-11-26,47.5011
2022-11-27,47.5011
2022-11-28,46.6157
2022-11-29,48.2495
2022-11-30,51.2877
2022-12-01,52.6767
2022-12-02,51.0754
2022-12-03,51.0754
2022-12-04,51.0754
2022-12-05,47.6857
2022-12-06,46.8521
2022-12-07,46.9393
2022-12-08,45.8663
2022-12-09,43.811
2022-12-10,43.811
2022-12-11,43.811
2022-12-12,45.2854
2022-12-13,47.4308
2022-12-14,44.7621
2022-12-15,43.7232
2022-12-16,42.3975
2022-12-17,42.3975
2022-12-18,42.3975
2022-12-19,40.982
2022-12-20,41.4737
2022-12-21,43.5286
2022-12-22,42.7683
2022-12-23,44.1254
2022-12-24,44.1254
2022-12-25,44.1254
2022-12-26,44.1254
2022-12-27,44.5281
2022-12-28,41.2524
2022-12-29,45.0421
2022-12-30,44.559
2022-12-31,44.559
2023-01-01,44.559
2023-01-02,44.559
2023-01-03,45.9446
2023-01-04,46.6548
2023-01-05,46.1099
2023-01-06,49.7151
2023-01-07,49.7151
2023-01-08,49.7151
2023-01-09,50.2183
2023-01-10,52.1337
2023-01-11,54.8264
2023-01-12,56.5566
2023-01-13,58.2587
2023-01-14,58.2587
2023-01-15,58.2587
2023-01-16,58.2587
2023-01-17,58.0036
2023-01-18,58.6549
2023-01-19,57.042
2023-01-20,57.488
2023-01-21,57.488
2023-01-22,57.488
2023-01-23,58.4324
2023-01-24,56.1903
2023-01-25,56.3174
2023-01-26,57.8881
2023-01-27,58.4039
2023-01-28,58.4039
2023-01-29,58.4039
2023-01-30,55.0829
2023-01-31,58.3001
2023-02-01,58.0151
2023-02-02,62.5803
2023-02-03,59.2645
2023-02-04,59.2645
2023-02-05,59.2645
2023-02-06,55.7123
2023-02-07,56.6196
2023-02-08,53.9196
2023-02-09,53.3187
2023-02-10,54.4717
2023-02-11,54.4717
2023-02-12,54.4717
2023-02-13,55.7952
2023-02-14,56.0142
2023-02-15,57.0059
2023-02-16,54.7049
2023-02-17,52.3629
2023-02-18,52.3629
2023-02-19,52.3629
2023-02-20,52.3629
2023-02-21,47.0188
2023-02-22,48.7177
2023-02-23,49.1625
2023-02-24,48.4828
2023-02-25,48.4828
2023-02-26,48.4828
2023-02-27,48.1888
2023-02-28,47.518
2023-03-01,48.089
2023-03-02,47.3144
2023-03-03,48.7865
2023-03-04,48.7865
2023-03-05,48.7865
2023-03-06,46.731
2023-03-07,46.4879
2023-03-08,47.5488
2023-03-09,43.7762
2023-03-10,40.6117
2023-03-11,40.6117
2023-03-12,40.6117
2023-03-13,39.7167
2023-03-14,42.3009
2023-03-15,40.8485
2023-03-16,41.4791
2023-03-17,39.4259
2023-03-18,39.4259
2023-03-19,39.4259
