,SBGI US Equity
2023-03-19,32.4825
2023-03-20,35.6715
2023-03-21,40.0087
2023-03-22,38.3903
2023-03-23,41.3361
2023-03-24,42.8355
2023-03-25,42.8355
2023-03-26,42.8355
2023-03-27,45.7066
2023-03-28,46.3044
2023-03-29,47.6946
2023-03-30,49.8071
2023-03-31,52.6148
2023-04-01,52.6148
2023-04-02,52.6148
2023-04-03,49.7367
2023-04-04,50.5969
2023-04-05,51.9094
2023-04-06,53.6316
2023-04-07,53.6316
2023-04-08,53.6316
2023-04-09,53.6316
2023-04-10,56.6207
2023-04-11,58.8904
2023-04-12,59.3759
2023-04-13,62.2766
2023-04-14,62.4838
2023-04-15,62.4838
2023-04-16,62.4838
2023-04-17,62.59
2023-04-18,62.4072
2023-04-19,63.3758
2023-04-20,59.3105
2023-04-21,57.0396
2023-04-22,57.0396
2023-04-23,57.0396
2023-04-24,57.0711
2023-04-25,54.2336
2023-04-26,52.9701
2023-04-27,56.0795
2023-04-28,57.7103
2023-04-29,57.7103
2023-04-30,57.7103
2023-05-01,58.4036
2023-05-02,52.6917
2023-05-03,47.2305
2023-05-04,43.5608
2023-05-05,47.1038
2023-05-06,47.1038
2023-05-07,47.1038
2023-05-08,45.9112
2023-05-09,45.0267
2023-05-10,44.6225
2023-05-11,43.4916
2023-05-12,44.9688
2023-05-13,44.9688
2023-05-14,44.9688
2023-05-15,46.9698
2023-05-16,45.905
2023-05-17,49.6397
2023-05-18,50.1268
2023-05-19,48.0533
2023-05-20,48.0533
2023-05-21,48.0533
2023-05-22,47.2619
2023-05-23,47.5268
2023-05-24,45.7728
2023-05-25,43.6273
2023-05-26,46.6716
2023-05-27,46.6716
2023-05-28,46.6716
2023-05-29,46.6716
2023-05-30,46.4358
2023-05-31,45.4266
2023-06-01,44.6008
2023-06-02,43.8353
2023-06-03,43.8353
2023-06-04,43.8353
2023-06-05,41.6997
2023-06-06,44.4259
2023-06-07,47.0237
2023-06-08,48.9582
2023-06-09,46.5624
2023-06-10,46.5624
2023-06-11,46.5624
2023-06-12,46.2659
2023-06-13,45.9031
2023-06-14,43.914
2023-06-15,42.8812
2023-06-16,42.4509
2023-06-17,42.4509
2023-06-18,42.4509
2023-06-19,42.4509
2023-06-20,40.1185
2023-06-21,39.4118
2023-06-22,38.6803
2023-06-23,38.3589
2023-06-24,38.3589
2023-06-25,38.3589
2023-06-26,41.7784
2023-06-27,44.4973
2023-06-28,44.4973
2023-06-29,44.8125
2023-06-30,44.0682
2023-07-01,44.0682
2023-07-02,44.0682
2023-07-03,44.0353
2023-07-04,44.0353
2023-07-05,42.9733
2023-07-06,42.7732
2023-07-07,44.4673
2023-07-08,44.4673
2023-07-09,44.4673
2023-07-10,44.36
2023-07-11,43.7775
2023-07-12,43.5005
2023-07-13,45.8855
2023-07-14,44.8766
2023-07-15,44.8766
2023-07-16,44.8766
2023-07-17,45.6375
2023-07-18,48.8342
2023-07-19,47.9181
2023-07-20,45.7972
2023-07-21,45.2642
2023-07-22,45.2642
2023-07-23,45.2642
2023-07-24,45.9391
2023-07-25,45.6067
2023-07-26,46.4337
2023-07-27,43.5486
2023-07-28,44.6241
2023-07-29,44.6241
2023-07-30,44.6241
2023-07-31,46.6277
2023-08-01,45.5202
2023-08-02,44.8422
2023-08-03,42.7429
2023-08-04,48.6876
2023-08-05,48.6876
2023-08-06,48.6876
2023-08-07,45.7475
2023-08-08,47.3689
2023-08-09,46.9256
2023-08-10,48.5116
2023-08-11,48.8729
2023-08-12,48.8729
2023-08-13,48.8729
2023-08-14,49.9624
2023-08-15,50.0541
2023-08-16,46.8961
2023-08-17,46.81
2023-08-18,46.501
2023-08-19,46.501
2023-08-20,46.501
2023-08-21,45.2217
2023-08-22,45.6484
2023-08-23,42.4421
2023-08-24,44.3298
2023-08-25,41.7402
2023-08-26,41.7402
2023-08-27,41.7402
2023-08-28,43.7069
2023-08-29,44.7498
2023-08-30,45.0657
2023-08-31,44.5287
2023-09-01,39.2117
2023-09-02,39.2117
2023-09-03,39.2117
2023-09-04,39.2117
2023-09-05,36.8172
2023-09-06,35.6664
2023-09-07,35.553
2023-09-08,35.7642
2023-09-09,35.7642
2023-09-10,35.7642
2023-09-11,40.4369
2023-09-12,44.3167
2023-09-13,44.8616
2023-09-14,52.3214
2023-09-15,47.1228
2023-09-16,47.1228
2023-09-17,47.1228
2023-09-18,46.2362
2023-09-19,44.6041
2023-09-20,43.7208
2023-09-21,46.0175
2023-09-22,45.0662
2023-09-23,45.0662
2023-09-24,45.0662
2023-09-25,43.1196
2023-09-26,41.7452
2023-09-27,42.3785
2023-09-28,44.7743
2023-09-29,44.6321
2023-09-30,44.6321
2023-10-01,44.6321
2023-10-02,42.5692
2023-10-03,40.3149
2023-10-04,41.1558
2023-10-05,40.2434
2023-10-06,40.3411
2023-10-07,40.3411
2023-10-08,40.3411
2023-10-09,41.0394
2023-10-10,44.1548
2023-10-11,42.3771
2023-10-12,42.3593
2023-10-13,40.8832
2023-10-14,40.8832
2023-10-15,40.8832
2023-10-16,45.4335
2023-10-17,45.8824
2023-10-18,45.1523
2023-10-19,44.6878
2023-10-20,44.0625
2023-10-21,44.0625
2023-10-22,44.0625
2023-10-23,43.1261
2023-10-24,44.4491
2023-10-25,43.2872
2023-10-26,43.1664
2023-10-27,43.33
2023-10-28,43.33
2023-10-29,43.33
2023-10-30,46.5892
2023-10-31,47.6278
2023-11-01,46.4429
2023-11-02,60.629
2023-11-03,62.3846
2023-11-04,62.3846
2023-11-05,62.3846
2023-11-06,60.4071
2023-11-07,57.5342
2023-11-08,56.497
2023-11-09,56.0787
2023-11-10,56.676
2023-11-11,56.676
2023-11-12,56.676
2023-11-13,54.2183
2023-11-14,55.5922
2023-11-15,57.4419
2023-11-16,54.5061
2023-11-17,58.2
2023-11-18,58.2
2023-11-19,58.2
2023-11-20,58.2
2023-11-21,56.1162
2023-11-22,55.9091
2023-11-23,55.9091
2023-11-24,55.8665
2023-11-25,55.8665
2023-11-26,55.8665
2023-11-27,54.1983
2023-11-28,52.8586
2023-11-29,53.1022
2023-11-30,51.4839
2023-12-01,55.1419
2023-12-02,55.1419
2023-12-03,55.1419
2023-12-04,54.7457
2023-12-05,52.9528
2023-12-06,51.839
2023-12-07,51.7957
2023-12-08,53.9468
2023-12-09,53.9468
2023-12-10,53.9468
2023-12-11,52.4666
2023-12-12,49.407
2023-12-13,51.9437
2023-12-14,54.1339
2023-12-15,52.0196
2023-12-16,52.0196
2023-12-17,52.0196
2023-12-18,53.0441
2023-12-19,53.5758
2023-12-20,50.4917
2023-12-21,52.2823
2023-12-22,51.8605
2023-12-23,51.8605
2023-12-24,51.8605
2023-12-25,51.8605
2023-12-26,51.645
2023-12-27,51.5342
2023-12-28,53.055
2023-12-29,51.6315
2023-12-30,51.6315
2023-12-31,51.6315
2024-01-01,51.6315
2024-01-02,53.5847
2024-01-03,51.7895
2024-01-04,53.8797
2024-01-05,54.4802
2024-01-06,54.4802
2024-01-07,54.4802
2024-01-08,55.1249
2024-01-09,52.9433
2024-01-10,54.5557
2024-01-11,55.918
2024-01-12,56.2769
2024-01-13,56.2769
2024-01-14,56.2769
2024-01-15,56.2769
2024-01-16,52.9099
2024-01-17,61.4387
2024-01-18,56.595
2024-01-19,57.9842
2024-01-20,57.9842
2024-01-21,57.9842
2024-01-22,60.2092
2024-01-23,59.9069
2024-01-24,58.7304
2024-01-25,63.4595
2024-01-26,60.6985
2024-01-27,60.6985
2024-01-28,60.6985
2024-01-29,59.0084
2024-01-30,58.21
2024-01-31,56.0524
2024-02-01,56.5372
2024-02-02,55.7813
2024-02-03,55.7813
2024-02-04,55.7813
2024-02-05,52.7841
2024-02-06,52.6715
2024-02-07,46.6643
2024-02-08,49.7633
2024-02-09,51.4073
2024-02-10,51.4073
2024-02-11,51.4073
2024-02-12,55.529
2024-02-13,51.3729
2024-02-14,53.1315
2024-02-15,54.6399
2024-02-16,55.1466
2024-02-17,55.1466
2024-02-18,55.1466
2024-02-19,55.1466
2024-02-20,54.7471
2024-02-21,53.0891
2024-02-22,51.0731
2024-02-23,50.4751
2024-02-24,50.4751
2024-02-25,50.4751
2024-02-26,48.7052
2024-02-27,49.9163
2024-02-28,51.1411
2024-02-29,51.3305
2024-03-01,50.2227
2024-03-02,50.2227
2024-03-03,50.2227
2024-03-04,47.7666
2024-03-05,46.9847
2024-03-06,46.7945
2024-03-07,46.3418
2024-03-08,44.6187
2024-03-09,44.6187
2024-03-10,44.6187
2024-03-11,48.0142
2024-03-12,46.7941
2024-03-13,47.7226
2024-03-14,47.0767
2024-03-15,45.86
2024-03-16,45.86
2024-03-17,45.86
2024-03-18,42.1361
2024-03-19,42.3801
2024-03-20,44.4406
2024-03-21,44.1205
2024-03-22,42.5362
2024-03-23,42.5362
2024-03-24,42.5362
2024-03-25,45.8739
2024-03-26,46.34
2024-03-27,48.991
2024-03-28,50.0129
2024-03-29,50.0129
2024-03-30,50.0129
2024-03-31,50.0129
2024-04-01,47.3495
2024-04-02,46.7062
2024-04-03,48.8623
2024-04-04,49.198
2024-04-05,46.8641
2024-04-06,46.8641
2024-04-07,46.8641
2024-04-08,46.6905
