,BLDR US Equity
2023-03-19,53.1209
2023-03-20,55.1535
2023-03-21,57.3443
2023-03-22,56.8117
2023-03-23,57.302
2023-03-24,57.4549
2023-03-25,57.4549
2023-03-26,57.4549
2023-03-27,58.4507
2023-03-28,59.3337
2023-03-29,59.4975
2023-03-30,59.1739
2023-03-31,61.7654
2023-04-01,61.7654
2023-04-02,61.7654
2023-04-03,63.0874
2023-04-04,58.8185
2023-04-05,56.8295
2023-04-06,56.2254
2023-04-07,56.2254
2023-04-08,56.2254
2023-04-09,56.2254
2023-04-10,59.4313
2023-04-11,62.8473
2023-04-12,63.3244
2023-04-13,63.6776
2023-04-14,64.5562
2023-04-15,64.5562
2023-04-16,64.5562
2023-04-17,64.4613
2023-04-18,66.5148
2023-04-19,63.0129
2023-04-20,63.2442
2023-04-21,61.9191
2023-04-22,61.9191
2023-04-23,61.9191
2023-04-24,61.6859
2023-04-25,59.6261
2023-04-26,56.6119
2023-04-27,58.4762
2023-04-28,61.0993
2023-04-29,61.0993
2023-04-30,61.0993
2023-05-01,59.7538
2023-05-02,61.0557
2023-05-03,70.1324
2023-05-04,69.2203
2023-05-05,71.7502
2023-05-06,71.7502
2023-05-07,71.7502
2023-05-08,72.9961
2023-05-09,73.4859
2023-05-10,74.3741
2023-05-11,74.7654
2023-05-12,72.7368
2023-05-13,72.7368
2023-05-14,72.7368
2023-05-15,73.9243
2023-05-16,74.4405
2023-05-17,74.8905
2023-05-18,75.9494
2023-05-19,72.9547
2023-05-20,72.9547
2023-05-21,72.9547
2023-05-22,72.8542
2023-05-23,63.5864
2023-05-24,64.263
2023-05-25,66.0073
2023-05-26,64.5727
2023-05-27,64.5727
2023-05-28,64.5727
2023-05-29,64.5727
2023-05-30,65.8971
2023-05-31,63.8645
2023-06-01,63.7581
2023-06-02,65.7961
2023-06-03,65.7961
2023-06-04,65.7961
2023-06-05,66.6446
2023-06-06,68.7609
2023-06-07,66.8067
2023-06-08,66.7944
2023-06-09,66.5037
2023-06-10,66.5037
2023-06-11,66.5037
2023-06-12,67.5517
2023-06-13,68.9467
2023-06-14,62.8221
2023-06-15,64.1415
2023-06-16,62.3203
2023-06-17,62.3203
2023-06-18,62.3203
2023-06-19,62.3203
2023-06-20,65.69
2023-06-21,67.0244
2023-06-22,65.2409
2023-06-23,65.2469
2023-06-24,65.2469
2023-06-25,65.2469
2023-06-26,65.6468
2023-06-27,68.691
2023-06-28,69.6651
2023-06-29,70.0946
2023-06-30,69.8849
2023-07-01,69.8849
2023-07-02,69.8849
2023-07-03,70.0647
2023-07-04,70.0647
2023-07-05,70.143
2023-07-06,63.2318
2023-07-07,64.688
2023-07-08,64.688
2023-07-09,64.688
2023-07-10,66.0019
2023-07-11,66.1287
2023-07-12,68.3437
2023-07-13,68.6719
2023-07-14,69.3897
2023-07-15,69.3897
2023-07-16,69.3897
2023-07-17,70.3697
2023-07-18,72.1431
2023-07-19,69.5303
2023-07-20,63.6481
2023-07-21,63.2103
2023-07-22,63.2103
2023-07-23,63.2103
2023-07-24,62.688
2023-07-25,65.0295
2023-07-26,64.7611
2023-07-27,64.4516
2023-07-28,65.7982
2023-07-29,65.7982
2023-07-30,65.7982
2023-07-31,66.2776
2023-08-01,67.6777
2023-08-02,68.7603
2023-08-03,64.0503
2023-08-04,66.9768
2023-08-05,66.9768
2023-08-06,66.9768
2023-08-07,68.3547
2023-08-08,67.7651
2023-08-09,65.9766
2023-08-10,66.0938
2023-08-11,63.3512
2023-08-12,63.3512
2023-08-13,63.3512
2023-08-14,65.7473
2023-08-15,64.47
2023-08-16,60.834
2023-08-17,47.1384
2023-08-18,49.9089
2023-08-19,49.9089
2023-08-20,49.9089
2023-08-21,49.0102
2023-08-22,48.3896
2023-08-23,51.5932
2023-08-24,49.1161
2023-08-25,46.8626
2023-08-26,46.8626
2023-08-27,46.8626
2023-08-28,49.2956
2023-08-29,53.3605
2023-08-30,53.4742
2023-08-31,56.3206
2023-09-01,58.2133
2023-09-02,58.2133
2023-09-03,58.2133
2023-09-04,58.2133
2023-09-05,50.7279
2023-09-06,52.7902
2023-09-07,52.0132
2023-09-08,52.3862
2023-09-09,52.3862
2023-09-10,52.3862
2023-09-11,53.4408
2023-09-12,50.2353
2023-09-13,47.7814
2023-09-14,49.2013
2023-09-15,45.665
2023-09-16,45.665
2023-09-17,45.665
2023-09-18,46.7203
2023-09-19,47.2305
2023-09-20,45.7939
2023-09-21,42.8865
2023-09-22,43.3831
2023-09-23,43.3831
2023-09-24,43.3831
2023-09-25,44.1489
2023-09-26,43.5734
2023-09-27,44.462
2023-09-28,46.2811
2023-09-29,45.3672
2023-09-30,45.3672
2023-10-01,45.3672
2023-10-02,44.5829
2023-10-03,41.6717
2023-10-04,43.609
2023-10-05,43.5231
2023-10-06,43.1816
2023-10-07,43.1816
2023-10-08,43.1816
2023-10-09,42.8286
2023-10-10,45.9011
2023-10-11,47.5533
2023-10-12,42.659
2023-10-13,42.5807
2023-10-14,42.5807
2023-10-15,42.5807
2023-10-16,43.7232
2023-10-17,43.8381
2023-10-18,40.6786
2023-10-19,40.4326
2023-10-20,39.4125
2023-10-21,39.4125
2023-10-22,39.4125
2023-10-23,40.6099
2023-10-24,40.4072
2023-10-25,38.2867
2023-10-26,38.9816
2023-10-27,38.5525
2023-10-28,38.5525
2023-10-29,38.5525
2023-10-30,39.3476
2023-10-31,40.3716
2023-11-01,46.9064
2023-11-02,49.3324
2023-11-03,52.6152
2023-11-04,52.6152
2023-11-05,52.6152
2023-11-06,51.8622
2023-11-07,52.1397
2023-11-08,51.2297
2023-11-09,49.0475
2023-11-10,50.9942
2023-11-11,50.9942
2023-11-12,50.9942
2023-11-13,50.3922
2023-11-14,56.5358
2023-11-15,53.0384
2023-11-16,53.9281
2023-11-17,55.5967
2023-11-18,55.5967
2023-11-19,55.5967
2023-11-20,55.9885
2023-11-21,54.8505
2023-11-22,55.3176
2023-11-23,55.3176
2023-11-24,55.9836
2023-11-25,55.9836
2023-11-26,55.9836
2023-11-27,56.9813
2023-11-28,54.5675
2023-11-29,55.5826
2023-11-30,55.0374
2023-12-01,57.8706
2023-12-02,57.8706
2023-12-03,57.8706
2023-12-04,56.1571
2023-12-05,59.4425
2023-12-06,60.3924
2023-12-07,61.0267
2023-12-08,61.5676
2023-12-09,61.5676
2023-12-10,61.5676
2023-12-11,62.1732
2023-12-12,62.479
2023-12-13,64.9368
2023-12-14,70.1145
2023-12-15,65.7544
2023-12-16,65.7544
2023-12-17,65.7544
2023-12-18,64.0733
2023-12-19,65.7991
2023-12-20,63.555
2023-12-21,64.7748
2023-12-22,65.7518
2023-12-23,65.7518
2023-12-24,65.7518
2023-12-25,65.7518
2023-12-26,66.2689
2023-12-27,66.9763
2023-12-28,65.5686
2023-12-29,64.3029
2023-12-30,64.3029
2023-12-31,64.3029
2024-01-01,64.3029
2024-01-02,63.159
2024-01-03,58.9386
2024-01-04,57.6133
2024-01-05,58.7948
2024-01-06,58.7948
2024-01-07,58.7948
2024-01-08,60.6626
2024-01-09,61.3131
2024-01-10,62.1714
2024-01-11,62.1056
2024-01-12,62.1884
2024-01-13,62.1884
2024-01-14,62.1884
2024-01-15,62.1884
2024-01-16,61.0539
2024-01-17,60.0659
2024-01-18,60.6078
2024-01-19,63.8751
2024-01-20,63.8751
2024-01-21,63.8751
2024-01-22,66.2138
2024-01-23,58.8149
2024-01-24,57.3107
2024-01-25,59.3604
2024-01-26,59.1767
2024-01-27,59.1767
2024-01-28,59.1767
2024-01-29,62.194
2024-01-30,62.1328
2024-01-31,60.3032
2024-02-01,62.5547
2024-02-02,63.2597
2024-02-03,63.2597
2024-02-04,63.2597
2024-02-05,61.4809
2024-02-06,61.3213
2024-02-07,62.6136
2024-02-08,64.417
2024-02-09,64.4497
2024-02-10,64.4497
2024-02-11,64.4497
2024-02-12,65.1901
2024-02-13,61.5314
2024-02-14,63.4841
2024-02-15,63.564
2024-02-16,61.2791
2024-02-17,61.2791
2024-02-18,61.2791
2024-02-19,61.2791
2024-02-20,60.6379
2024-02-21,60.9984
2024-02-22,63.1613
2024-02-23,63.2955
2024-02-24,63.2955
2024-02-25,63.2955
2024-02-26,64.0934
2024-02-27,65.2928
2024-02-28,65.3412
2024-02-29,66.1888
2024-03-01,68.2098
2024-03-02,68.2098
2024-03-03,68.2098
2024-03-04,68.5582
2024-03-05,66.3373
2024-03-06,67.1858
2024-03-07,68.7926
2024-03-08,65.1351
2024-03-09,65.1351
2024-03-10,65.1351
2024-03-11,59.6727
2024-03-12,62.8172
2024-03-13,63.4442
2024-03-14,59.4369
2024-03-15,59.4693
2024-03-16,59.4693
2024-03-17,59.4693
2024-03-18,59.3362
2024-03-19,61.3342
2024-03-20,64.3554
2024-03-21,66.1031
2024-03-22,65.6747
2024-03-23,65.6747
2024-03-24,65.6747
2024-03-25,64.3652
2024-03-26,63.0789
2024-03-27,64.2018
2024-03-28,63.3487
2024-03-29,63.3487
2024-03-30,63.3487
2024-03-31,63.3487
2024-04-01,61.0181
2024-04-02,57.1007
2024-04-03,58.5689
2024-04-04,57.214
2024-04-05,58.866
2024-04-06,58.866
2024-04-07,58.866
2024-04-08,56.4452
