,GOLF US Equity
2023-03-20,53.6363
2023-03-21,54.4577
2023-03-22,52.5837
2023-03-23,53.965
2023-03-24,52.1793
2023-03-25,52.1793
2023-03-26,52.1793
2023-03-27,50.0813
2023-03-28,51.4122
2023-03-29,51.806
2023-03-30,52.306
2023-03-31,55.6382
2023-04-01,55.6382
2023-04-02,55.6382
2023-04-03,55.7068
2023-04-04,53.2642
2023-04-05,49.2388
2023-04-06,50.609
2023-04-07,50.609
2023-04-08,50.609
2023-04-09,50.609
2023-04-10,52.6983
2023-04-11,54.2627
2023-04-12,54.3774
2023-04-13,51.6172
2023-04-14,50.3843
2023-04-15,50.3843
2023-04-16,50.3843
2023-04-17,51.0396
2023-04-18,52.3663
2023-04-19,52.9633
2023-04-20,54.1523
2023-04-21,55.5096
2023-04-22,55.5096
2023-04-23,55.5096
2023-04-24,54.6136
2023-04-25,50.1732
2023-04-26,51.3318
2023-04-27,52.3006
2023-04-28,52.0748
2023-04-29,52.0748
2023-04-30,52.0748
2023-05-01,50.9097
2023-05-02,52.9801
2023-05-03,53.423
2023-05-04,59.2405
2023-05-05,59.4299
2023-05-06,59.4299
2023-05-07,59.4299
2023-05-08,56.0744
2023-05-09,54.428
2023-05-10,50.2446
2023-05-11,42.8698
2023-05-12,42.4204
2023-05-13,42.4204
2023-05-14,42.4204
2023-05-15,45.0047
2023-05-16,42.8434
2023-05-17,44.0968
2023-05-18,43.2692
2023-05-19,39.5054
2023-05-20,39.5054
2023-05-21,39.5054
2023-05-22,39.7367
2023-05-23,39.7367
2023-05-24,39.6286
2023-05-25,40.134
2023-05-26,41.2089
2023-05-27,41.2089
2023-05-28,41.2089
2023-05-29,41.2089
2023-05-30,42.9112
2023-05-31,41.6831
2023-06-01,44.9694
2023-06-02,48.9688
2023-06-03,48.9688
2023-06-04,48.9688
2023-06-05,47.2793
2023-06-06,51.9762
2023-06-07,55.5308
2023-06-08,52.9815
2023-06-09,54.0071
2023-06-10,54.0071
2023-06-11,54.0071
2023-06-12,55.0405
2023-06-13,56.4929
2023-06-14,56.6944
2023-06-15,56.5466
2023-06-16,54.9896
2023-06-17,54.9896
2023-06-18,54.9896
2023-06-19,54.9896
2023-06-20,54.2779
2023-06-21,55.9261
2023-06-22,56.8596
2023-06-23,54.6924
2023-06-24,54.6924
2023-06-25,54.6924
2023-06-26,56.1764
2023-06-27,60.2366
2023-06-28,61.0677
2023-06-29,63.1029
2023-06-30,60.8901
2023-07-01,60.8901
2023-07-02,60.8901
2023-07-03,61.4561
2023-07-04,61.4561
2023-07-05,57.0598
2023-07-06,57.4734
2023-07-07,56.4463
2023-07-08,56.4463
2023-07-09,56.4463
2023-07-10,57.4941
2023-07-11,58.3274
2023-07-12,61.2282
2023-07-13,62.2436
2023-07-14,61.6243
2023-07-15,61.6243
2023-07-16,61.6243
2023-07-17,61.8123
2023-07-18,61.0806
2023-07-19,62.8311
2023-07-20,61.4026
2023-07-21,59.6626
2023-07-22,59.6626
2023-07-23,59.6626
2023-07-24,61.7256
2023-07-25,62.4061
2023-07-26,64.0344
2023-07-27,60.558
2023-07-28,60.6119
2023-07-29,60.6119
2023-07-30,60.6119
2023-07-31,64.7221
2023-08-01,64.3006
2023-08-02,62.5584
2023-08-03,60.5069
2023-08-04,60.7378
2023-08-05,60.7378
2023-08-06,60.7378
2023-08-07,59.7101
2023-08-08,58.4113
2023-08-09,56.1015
2023-08-10,54.6965
2023-08-11,51.439
2023-08-12,51.439
2023-08-13,51.439
2023-08-14,53.0179
2023-08-15,50.6066
2023-08-16,49.984
2023-08-17,50.1953
2023-08-18,51.3987
2023-08-19,51.3987
2023-08-20,51.3987
2023-08-21,57.1896
2023-08-22,56.4335
2023-08-23,57.706
2023-08-24,55.7903
2023-08-25,56.6245
2023-08-26,56.6245
2023-08-27,56.6245
2023-08-28,57.2013
2023-08-29,58.9538
2023-08-30,57.7045
2023-08-31,58.721
2023-09-01,58.86
2023-09-02,58.86
2023-09-03,58.86
2023-09-04,58.86
2023-09-05,55.0002
2023-09-06,54.6322
2023-09-07,53.1861
2023-09-08,53.4871
2023-09-09,53.4871
2023-09-10,53.4871
2023-09-11,53.7004
2023-09-12,54.889
2023-09-13,53.4967
2023-09-14,55.1074
2023-09-15,52.7923
2023-09-16,52.7923
2023-09-17,52.7923
2023-09-18,52.8672
2023-09-19,51.5137
2023-09-20,48.9479
2023-09-21,46.4536
2023-09-22,46.3795
2023-09-23,46.3795
2023-09-24,46.3795
2023-09-25,46.8182
2023-09-26,43.6644
2023-09-27,39.2998
2023-09-28,43.7215
2023-09-29,45.0049
2023-09-30,45.0049
2023-10-01,45.0049
2023-10-02,44.8725
2023-10-03,42.523
2023-10-04,42.1875
2023-10-05,43.0874
2023-10-06,45.276
2023-10-07,45.276
2023-10-08,45.276
2023-10-09,45.891
2023-10-10,48.3737
2023-10-11,50.4664
2023-10-12,45.4541
2023-10-13,43.908
2023-10-14,43.908
2023-10-15,43.908
2023-10-16,48.4777
2023-10-17,48.9222
2023-10-18,47.6029
2023-10-19,45.2901
2023-10-20,44.5439
2023-10-21,44.5439
2023-10-22,44.5439
2023-10-23,44.1467
2023-10-24,44.6572
2023-10-25,43.1541
2023-10-26,41.364
2023-10-27,39.9835
2023-10-28,39.9835
2023-10-29,39.9835
2023-10-30,43.8859
2023-10-31,43.7398
2023-11-01,42.0839
2023-11-02,52.9919
2023-11-03,53.5645
2023-11-04,53.5645
2023-11-05,53.5645
2023-11-06,54.3318
2023-11-07,57.2203
2023-11-08,52.2837
2023-11-09,52.019
2023-11-10,50.5922
2023-11-11,50.5922
2023-11-12,50.5922
2023-11-13,51.6888
2023-11-14,54.276
2023-11-15,56.8076
2023-11-16,54.1927
2023-11-17,55.0113
2023-11-18,55.0113
2023-11-19,55.0113
2023-11-20,56.4667
2023-11-21,56.0037
2023-11-22,56.5478
2023-11-23,56.5478
2023-11-24,55.8107
2023-11-25,55.8107
2023-11-26,55.8107
2023-11-27,56.3078
2023-11-28,54.6815
2023-11-29,55.032
2023-11-30,54.0556
2023-12-01,57.4674
2023-12-02,57.4674
2023-12-03,57.4674
2023-12-04,58.3884
2023-12-05,54.1543
2023-12-06,54.8019
2023-12-07,54.6844
2023-12-08,54.4429
2023-12-09,54.4429
2023-12-10,54.4429
2023-12-11,56.204
2023-12-12,55.2993
2023-12-13,58.8053
2023-12-14,63.275
2023-12-15,62.312
2023-12-16,62.312
2023-12-17,62.312
2023-12-18,62.7595
2023-12-19,64.646
2023-12-20,60.7072
2023-12-21,62.625
2023-12-22,62.4264
2023-12-23,62.4264
2023-12-24,62.4264
2023-12-25,62.4264
2023-12-26,63.6052
2023-12-27,64.3233
2023-12-28,62.9595
2023-12-29,61.1538
2023-12-30,61.1538
2023-12-31,61.1538
2024-01-01,61.1538
2024-01-02,62.0387
2024-01-03,56.9622
2024-01-04,55.7817
2024-01-05,55.7358
2024-01-06,55.7358
2024-01-07,55.7358
2024-01-08,58.2782
2024-01-09,56.7686
2024-01-10,57.393
2024-01-11,57.052
2024-01-12,58.8581
2024-01-13,58.8581
2024-01-14,58.8581
2024-01-15,58.8581
2024-01-16,57.4096
2024-01-17,56.0803
2024-01-18,58.8373
2024-01-19,61.6418
2024-01-20,61.6418
2024-01-21,61.6418
2024-01-22,64.2641
2024-01-23,63.7799
2024-01-24,61.8762
2024-01-25,60.7261
2024-01-26,60.8244
2024-01-27,60.8244
2024-01-28,60.8244
2024-01-29,61.3577
2024-01-30,59.0699
2024-01-31,54.9288
2024-02-01,56.6295
2024-02-02,57.3632
2024-02-03,57.3632
2024-02-04,57.3632
2024-02-05,55.2411
2024-02-06,55.336
2024-02-07,56.2765
2024-02-08,58.7173
2024-02-09,60.5337
2024-02-10,60.5337
2024-02-11,60.5337
2024-02-12,64.2766
2024-02-13,55.4671
2024-02-14,58.4639
2024-02-15,57.5863
2024-02-16,57.8983
2024-02-17,57.8983
2024-02-18,57.8983
2024-02-19,57.8983
2024-02-20,58.6917
2024-02-21,59.6997
2024-02-22,60.9183
2024-02-23,61.5343
2024-02-24,61.5343
2024-02-25,61.5343
2024-02-26,60.865
2024-02-27,60.6532
2024-02-28,60.7787
2024-02-29,50.8399
2024-03-01,52.6644
2024-03-02,52.6644
2024-03-03,52.6644
2024-03-04,53.5721
2024-03-05,50.9444
2024-03-06,50.7284
2024-03-07,50.2767
2024-03-08,50.6294
2024-03-09,50.6294
2024-03-10,50.6294
2024-03-11,48.4048
2024-03-12,47.0567
2024-03-13,47.6599
2024-03-14,46.616
2024-03-15,46.579
2024-03-16,46.579
2024-03-17,46.579
2024-03-18,45.5496
2024-03-19,46.8098
2024-03-20,48.9128
2024-03-21,52.0731
2024-03-22,50.8577
2024-03-23,50.8577
2024-03-24,50.8577
2024-03-25,51.0181
2024-03-26,52.9631
2024-03-27,55.376
2024-03-28,54.5016
2024-03-29,54.5016
2024-03-30,54.5016
2024-03-31,54.5016
2024-04-01,56.4357
2024-04-02,53.0673
2024-04-03,53.7026
2024-04-04,50.9537
2024-04-05,49.6884
2024-04-06,49.6884
2024-04-07,49.6884
2024-04-08,49.7703
