,PARA US Equity
2021-02-06,67.7385
2021-02-07,67.7385
2021-02-08,68.1347
2021-02-09,68.5943
2021-02-10,69.8994
2021-02-11,70.4196
2021-02-12,71.3229
2021-02-13,71.3229
2021-02-14,71.3229
2021-02-15,71.3229
2021-02-16,71.9847
2021-02-17,73.4074
2021-02-18,74.2439
2021-02-19,74.6316
2021-02-20,74.6316
2021-02-21,74.6316
2021-02-22,76.9268
2021-02-23,73.4021
2021-02-24,74.2503
2021-02-25,68.5511
2021-02-26,70.0764
2021-02-27,70.0764
2021-02-28,70.0764
2021-03-01,71.9438
2021-03-02,72.9938
2021-03-03,74.3611
2021-03-04,74.9423
2021-03-05,76.295
2021-03-06,76.295
2021-03-07,76.295
2021-03-08,80.6156
2021-03-09,74.6396
2021-03-10,76.1184
2021-03-11,77.5404
2021-03-12,80.6743
2021-03-13,80.6743
2021-03-14,80.6743
2021-03-15,81.1004
2021-03-16,80.9808
2021-03-17,75.9598
2021-03-18,77.5889
2021-03-19,77.7967
2021-03-20,77.7967
2021-03-21,77.7967
2021-03-22,78.8258
2021-03-23,68.7973
2021-03-24,52.6688
2021-03-25,50.4974
2021-03-26,41.8691
2021-03-27,41.8691
2021-03-28,41.8691
2021-03-29,40.5941
2021-03-30,41.5097
2021-03-31,40.8943
2021-04-01,40.7042
2021-04-02,40.7042
2021-04-03,40.7042
2021-04-04,40.7042
2021-04-05,39.9767
2021-04-06,40.8874
2021-04-07,40.6848
2021-04-08,39.9722
2021-04-09,39.7875
2021-04-10,39.7875
2021-04-11,39.7875
2021-04-12,38.8321
2021-04-13,39.3462
2021-04-14,39.2183
2021-04-15,38.7503
2021-04-16,38.8281
2021-04-17,38.8281
2021-04-18,38.8281
2021-04-19,38.349
2021-04-20,38.1033
2021-04-21,40.5105
2021-04-22,40.4439
2021-04-23,41.2602
2021-04-24,41.2602
2021-04-25,41.2602
2021-04-26,41.3535
2021-04-27,42.2085
2021-04-28,41.3395
2021-04-29,41.4028
2021-04-30,41.0882
2021-05-01,41.0882
2021-05-02,41.0882
2021-05-03,40.1931
2021-05-04,40.4939
2021-05-05,39.9051
2021-05-06,39.2567
2021-05-07,40.5609
2021-05-08,40.5609
2021-05-09,40.5609
2021-05-10,40.4739
2021-05-11,40.7041
2021-05-12,40.381
2021-05-13,39.9513
2021-05-14,40.4282
2021-05-15,40.4282
2021-05-16,40.4282
2021-05-17,40.0172
2021-05-18,42.1464
2021-05-19,41.7348
2021-05-20,43.94
2021-05-21,44.6856
2021-05-22,44.6856
2021-05-23,44.6856
2021-05-24,44.0981
2021-05-25,43.4778
2021-05-26,45.414
2021-05-27,46.2564
2021-05-28,45.4881
2021-05-29,45.4881
2021-05-30,45.4881
2021-05-31,45.4881
2021-06-01,45.7181
2021-06-02,45.6959
2021-06-03,44.5784
2021-06-04,44.7461
2021-06-05,44.7461
2021-06-06,44.7461
2021-06-07,44.8037
2021-06-08,44.7313
2021-06-09,45.595
2021-06-10,44.6578
2021-06-11,45.9621
2021-06-12,45.9621
2021-06-13,45.9621
2021-06-14,46.7701
2021-06-15,45.4716
2021-06-16,45.6991
2021-06-17,43.5259
2021-06-18,43.3154
2021-06-19,43.3154
2021-06-20,43.3154
2021-06-21,44.9169
2021-06-22,44.6224
2021-06-23,46.5056
2021-06-24,48.2266
2021-06-25,49.7686
2021-06-26,49.7686
2021-06-27,49.7686
2021-06-28,53.0855
2021-06-29,50.9004
2021-06-30,51.7551
2021-07-01,51.3496
2021-07-02,50.067
2021-07-03,50.067
2021-07-04,50.067
2021-07-05,50.067
2021-07-06,48.0402
2021-07-07,47.9312
2021-07-08,45.8716
2021-07-09,48.1259
2021-07-10,48.1259
2021-07-11,48.1259
2021-07-12,49.2443
2021-07-13,47.8738
2021-07-14,46.7928
2021-07-15,45.8614
2021-07-16,44.3396
2021-07-17,44.3396
2021-07-18,44.3396
2021-07-19,43.7094
2021-07-20,44.7157
2021-07-21,46.4489
2021-07-22,45.7478
2021-07-23,45.9832
2021-07-24,45.9832
2021-07-25,45.9832
2021-07-26,48.2478
2021-07-27,46.8245
2021-07-28,47.431
2021-07-29,47.5109
2021-07-30,46.1326
2021-07-31,46.1326
2021-08-01,46.1326
2021-08-02,45.9692
2021-08-03,41.9248
2021-08-04,42.6298
2021-08-05,48.2366
2021-08-06,48.1484
2021-08-07,48.1484
2021-08-08,48.1484
2021-08-09,46.0413
2021-08-10,46.9542
2021-08-11,47.0952
2021-08-12,45.557
2021-08-13,44.1688
2021-08-14,44.1688
2021-08-15,44.1688
2021-08-16,43.0824
2021-08-17,44.2136
2021-08-18,47.2743
2021-08-19,45.7768
2021-08-20,45.9262
2021-08-21,45.9262
2021-08-22,45.9262
2021-08-23,47.2581
2021-08-24,48.0481
2021-08-25,48.6289
2021-08-26,46.6122
2021-08-27,48.6411
2021-08-28,48.6411
2021-08-29,48.6411
2021-08-30,47.3209
2021-08-31,49.9201
2021-09-01,49.8367
2021-09-02,50.1169
2021-09-03,49.5443
2021-09-04,49.5443
2021-09-05,49.5443
2021-09-06,49.5443
2021-09-07,50.3122
2021-09-08,48.7107
2021-09-09,47.4561
2021-09-10,45.9734
2021-09-11,45.9734
2021-09-12,45.9734
2021-09-13,47.7361
2021-09-14,45.1592
2021-09-15,48.599
2021-09-16,48.7366
2021-09-17,47.7663
2021-09-18,47.7663
2021-09-19,47.7663
2021-09-20,45.3667
2021-09-21,44.9532
2021-09-22,46.3197
2021-09-23,48.429
2021-09-24,48.2693
2021-09-25,48.2693
2021-09-26,48.2693
2021-09-27,49.3794
2021-09-28,48.873
2021-09-29,48.603
2021-09-30,47.1098
2021-10-01,48.1631
2021-10-02,48.1631
2021-10-03,48.1631
2021-10-04,46.2337
2021-10-05,47.5005
2021-10-06,46.5146
2021-10-07,48.3714
2021-10-08,48.2937
2021-10-09,48.2937
2021-10-10,48.2937
2021-10-11,47.1453
2021-10-12,46.5725
2021-10-13,47.2357
2021-10-14,47.5419
2021-10-15,46.0224
2021-10-16,46.0224
2021-10-17,46.0224
2021-10-18,44.9681
2021-10-19,46.7165
2021-10-20,46.1547
2021-10-21,43.2239
2021-10-22,42.5319
2021-10-23,42.5319
2021-10-24,42.5319
2021-10-25,42.8823
2021-10-26,41.4952
2021-10-27,38.4599
2021-10-28,42.5952
2021-10-29,40.6935
2021-10-30,40.6935
2021-10-31,40.6935
2021-11-01,44.0222
2021-11-02,44.3983
2021-11-03,44.972
2021-11-04,40.9638
2021-11-05,42.3805
2021-11-06,42.3805
2021-11-07,42.3805
2021-11-08,41.2178
2021-11-09,40.4373
2021-11-10,40.1827
2021-11-11,40.9175
2021-11-12,39.9505
2021-11-13,39.9505
2021-11-14,39.9505
2021-11-15,42.0062
2021-11-16,40.4502
2021-11-17,40.2787
2021-11-18,38.2421
2021-11-19,36.9461
2021-11-20,36.9461
2021-11-21,36.9461
2021-11-22,36.6754
2021-11-23,35.3579
2021-11-24,36.5175
2021-11-25,36.5175
2021-11-26,35.1023
2021-11-27,35.1023
2021-11-28,35.1023
2021-11-29,34.3804
2021-11-30,31.6651
2021-12-01,29.4071
2021-12-02,29.1661
2021-12-03,35.1
2021-12-04,35.1
2021-12-05,35.1
2021-12-06,35.2857
2021-12-07,36.2667
2021-12-08,37.9872
2021-12-09,36.2907
2021-12-10,36.859
2021-12-11,36.859
2021-12-12,36.859
2021-12-13,34.9458
2021-12-14,33.9346
2021-12-15,33.8519
2021-12-16,34.5941
2021-12-17,34.1102
2021-12-18,34.1102
2021-12-19,34.1102
2021-12-20,32.3243
2021-12-21,35.1269
2021-12-22,34.7492
2021-12-23,40.225
2021-12-24,40.225
2021-12-25,40.225
2021-12-26,40.225
2021-12-27,39.1094
2021-12-28,39.1094
2021-12-29,38.7841
2021-12-30,43.0441
2021-12-31,40.6121
2022-01-01,40.6121
2022-01-02,40.6121
2022-01-03,47.3554
2022-01-04,49.6795
2022-01-05,48.772
2022-01-06,48.772
2022-01-07,55.7678
2022-01-08,55.7678
2022-01-09,55.7678
2022-01-10,54.3866
2022-01-11,54.508
2022-01-12,54.533
2022-01-13,57.4863
2022-01-14,58.912
2022-01-15,58.912
2022-01-16,58.912
2022-01-17,58.912
2022-01-18,54.1144
2022-01-19,53.7209
2022-01-20,50.1124
2022-01-21,44.4022
2022-01-22,44.4022
2022-01-23,44.4022
2022-01-24,47.6377
2022-01-25,48.3788
2022-01-26,45.8045
2022-01-27,45.2602
2022-01-28,49.0205
2022-01-29,49.0205
2022-01-30,49.0205
2022-01-31,50.1113
2022-02-01,50.68
2022-02-02,48.5505
2022-02-03,49.332
2022-02-04,50.069
2022-02-05,50.069
2022-02-06,50.069
2022-02-07,51.4592
2022-02-08,52.6834
2022-02-09,55.4262
2022-02-10,55.639
2022-02-11,55.9004
2022-02-12,55.9004
2022-02-13,55.9004
2022-02-14,53.2756
2022-02-15,55.4187
2022-02-16,42.0851
2022-02-17,41.7126
2022-02-18,40.1616
2022-02-19,40.1616
2022-02-20,40.1616
2022-02-21,40.1616
2022-02-22,39.335
2022-02-23,40.6465
2022-02-24,42.1749
2022-02-25,43.3588
2022-02-26,43.3588
2022-02-27,43.3588
2022-02-28,45.7254
2022-03-01,49.1774
2022-03-02,54.5752
2022-03-03,54.9077
2022-03-04,52.2001
2022-03-05,52.2001
2022-03-06,52.2001
2022-03-07,51.1525
2022-03-08,51.5729
2022-03-09,51.5529
2022-03-10,50.5215
2022-03-11,49.301
2022-03-12,49.301
2022-03-13,49.301
2022-03-14,55.5238
2022-03-15,54.3831
2022-03-16,56.1152
2022-03-17,57.1193
2022-03-18,57.4765
2022-03-19,57.4765
2022-03-20,57.4765
2022-03-21,55.9641
2022-03-22,57.6836
2022-03-23,57.9965
2022-03-24,58.4483
2022-03-25,59.4346
2022-03-26,59.4346
2022-03-27,59.4346
2022-03-28,57.3347
2022-03-29,58.3383
2022-03-30,58.1432
2022-03-31,57.4229
2022-04-01,56.4009
2022-04-02,56.4009
2022-04-03,56.4009
2022-04-04,57.0185
2022-04-05,54.8098
2022-04-06,52.4455
2022-04-07,51.1993
2022-04-08,52.5598
2022-04-09,52.5598
2022-04-10,52.5598
2022-04-11,52.4877
2022-04-12,52.8224
2022-04-13,53.2313
2022-04-14,53.6241
2022-04-15,53.6241
2022-04-16,53.6241
2022-04-17,53.6241
2022-04-18,52.4449
2022-04-19,53.195
2022-04-20,45.6907
2022-04-21,43.9436
2022-04-22,41.4914
2022-04-23,41.4914
2022-04-24,41.4914
2022-04-25,41.9139
2022-04-26,38.615
2022-04-27,37.8736
2022-04-28,38.2083
2022-04-29,38.4085
2022-04-30,38.4085
2022-05-01,38.4085
2022-05-02,41.6237
2022-05-03,40.8752
2022-05-04,41.7094
2022-05-05,40.7963
2022-05-06,37.4586
2022-05-07,37.4586
2022-05-08,37.4586
2022-05-09,36.6531
2022-05-10,36.6184
2022-05-11,35.3559
2022-05-12,36.6861
2022-05-13,40.32
2022-05-14,40.32
2022-05-15,40.32
2022-05-16,39.6878
2022-05-17,50.2112
2022-05-18,48.6391
2022-05-19,50.047
2022-05-20,50.9194
2022-05-21,50.9194
2022-05-22,50.9194
2022-05-23,51.8514
2022-05-24,49.0871
2022-05-25,50.2567
2022-05-26,50.364
2022-05-27,53.4962
2022-05-28,53.4962
2022-05-29,53.4962
2022-05-30,53.4962
2022-05-31,54.3255
2022-06-01,49.9788
2022-06-02,48.1279
2022-06-03,46.8975
2022-06-04,46.8975
2022-06-05,46.8975
2022-06-06,46.1612
2022-06-07,46.4814
2022-06-08,46.9015
2022-06-09,43.7624
2022-06-10,41.8316
2022-06-11,41.8316
2022-06-12,41.8316
2022-06-13,38.0919
2022-06-14,37.844
2022-06-15,38.4654
2022-06-16,36.2768
2022-06-17,37.0966
2022-06-18,37.0966
2022-06-19,37.0966
2022-06-20,37.0966
2022-06-21,37.2045
2022-06-22,36.9424
2022-06-23,37.1713
2022-06-24,40.6274
2022-06-25,40.6274
2022-06-26,40.6274
2022-06-27,41.2209
2022-06-28,40.4229
2022-06-29,39.5185
2022-06-30,38.7707
2022-07-01,40.3187
2022-07-02,40.3187
2022-07-03,40.3187
2022-07-04,40.3187
2022-07-05,40.2789
2022-07-06,40.0136
2022-07-07,42.5431
2022-07-08,41.805
2022-07-09,41.805
2022-07-10,41.805
2022-07-11,38.9472
2022-07-12,41.677
2022-07-13,41.5309
2022-07-14,39.68
2022-07-15,42.2818
2022-07-16,42.2818
2022-07-17,42.2818
2022-07-18,41.2772
2022-07-19,42.8288
2022-07-20,45.5259
2022-07-21,45.5536
2022-07-22,43.8259
2022-07-23,43.8259
2022-07-24,43.8259
2022-07-25,44.0309
2022-07-26,41.3551
2022-07-27,42.5293
2022-07-28,42.1266
2022-07-29,40.5807
2022-07-30,40.5807
2022-07-31,40.5807
2022-08-01,42.1493
2022-08-02,43.1431
2022-08-03,44.8876
2022-08-04,45.704
2022-08-05,43.1336
2022-08-06,43.1336
2022-08-07,43.1336
2022-08-08,45.9772
2022-08-09,44.7112
2022-08-10,45.8967
2022-08-11,47.9462
2022-08-12,49.043
2022-08-13,49.043
2022-08-14,49.043
2022-08-15,50.0754
2022-08-16,51.8221
2022-08-17,49.3123
2022-08-18,48.4228
2022-08-19,48.2318
2022-08-20,48.2318
2022-08-21,48.2318
2022-08-22,44.7387
2022-08-23,44.5891
2022-08-24,46.1717
2022-08-25,48.9234
2022-08-26,46.1917
2022-08-27,46.1917
2022-08-28,46.1917
2022-08-29,44.7983
2022-08-30,44.1101
2022-08-31,42.4941
2022-09-01,42.7209
2022-09-02,41.8908
2022-09-03,41.8908
2022-09-04,41.8908
2022-09-05,41.8908
2022-09-06,41.3529
2022-09-07,41.5646
2022-09-08,40.9278
2022-09-09,44.2832
2022-09-10,44.2832
2022-09-11,44.2832
2022-09-12,46.277
2022-09-13,41.814
2022-09-14,40.9312
2022-09-15,44.6247
2022-09-16,43.822
2022-09-17,43.822
2022-09-18,43.822
2022-09-19,45.0053
2022-09-20,43.743
2022-09-21,40.8185
2022-09-22,39.6183
2022-09-23,38.0881
2022-09-24,38.0881
2022-09-25,38.0881
2022-09-26,37.0108
2022-09-27,36.4668
2022-09-28,38.0252
2022-09-29,36.148
2022-09-30,36.4798
2022-10-01,36.4798
2022-10-02,36.4798
2022-10-03,38.6065
2022-10-04,40.213
2022-10-05,39.0388
2022-10-06,38.0279
2022-10-07,36.9482
2022-10-08,36.9482
2022-10-09,36.9482
2022-10-10,36.7458
2022-10-11,36.0202
2022-10-12,37.2225
2022-10-13,39.6096
2022-10-14,38.6622
2022-10-15,38.6622
2022-10-16,38.6622
2022-10-17,40.671
2022-10-18,41.8084
2022-10-19,40.4448
2022-10-20,40.5628
2022-10-21,41.006
2022-10-22,41.006
2022-10-23,41.006
2022-10-24,40.6356
2022-10-25,43.0118
2022-10-26,42.0218
2022-10-27,39.3526
2022-10-28,41.8719
2022-10-29,41.8719
2022-10-30,41.8719
2022-10-31,39.9344
2022-11-01,43.2339
2022-11-02,37.2991
2022-11-03,36.0515
2022-11-04,34.7256
2022-11-05,34.7256
2022-11-06,34.7256
2022-11-07,37.689
2022-11-08,38.4478
2022-11-09,36.1695
2022-11-10,39.8232
2022-11-11,46.6299
2022-11-12,46.6299
2022-11-13,46.6299
2022-11-14,45.8633
2022-11-15,48.4654
2022-11-16,45.3778
2022-11-17,46.1153
2022-11-18,46.8034
2022-11-19,46.8034
2022-11-20,46.8034
2022-11-21,46.4597
2022-11-22,48.2022
2022-11-23,49.6246
2022-11-24,49.6246
2022-11-25,50.3034
2022-11-26,50.3034
2022-11-27,50.3034
2022-11-28,48.4919
2022-11-29,49.9122
2022-11-30,50.8199
2022-12-01,51.0701
2022-12-02,51.6636
2022-12-03,51.6636
2022-12-04,51.6636
2022-12-05,49.1106
2022-12-06,45.4765
2022-12-07,45.1209
2022-12-08,45.4048
2022-12-09,48.2362
2022-12-10,48.2362
2022-12-11,48.2362
2022-12-12,50.1267
2022-12-13,50.1267
2022-12-14,49.914
2022-12-15,45.106
2022-12-16,44.1992
2022-12-17,44.1992
2022-12-18,44.1992
2022-12-19,43.1981
2022-12-20,43.0946
2022-12-21,43.0946
2022-12-22,43.3127
2022-12-23,42.5257
2022-12-24,42.5257
2022-12-25,42.5257
2022-12-26,42.5257
2022-12-27,42.1298
2022-12-28,40.974
2022-12-29,43.5527
2022-12-30,43.9748
2022-12-31,43.9748
2023-01-01,43.9748
2023-01-02,43.9748
2023-01-03,44.7133
2023-01-04,49.8596
2023-01-05,50.394
2023-01-06,51.6275
2023-01-07,51.6275
2023-01-08,51.6275
2023-01-09,53.3152
2023-01-10,54.3915
2023-01-11,54.7407
2023-01-12,55.4781
2023-01-13,54.7955
2023-01-14,54.7955
2023-01-15,54.7955
2023-01-16,54.7955
2023-01-17,56.6769
2023-01-18,54.1832
2023-01-19,52.4504
2023-01-20,54.8723
2023-01-21,54.8723
2023-01-22,54.8723
2023-01-23,57.5097
2023-01-24,56.2058
2023-01-25,59.3816
2023-01-26,60.669
2023-01-27,62.3658
2023-01-28,62.3658
2023-01-29,62.3658
2023-01-30,60.4844
2023-01-31,61.9058
2023-02-01,64.8543
2023-02-02,66.6829
2023-02-03,64.0468
2023-02-04,64.0468
2023-02-05,64.0468
2023-02-06,61.9423
2023-02-07,59.2924
2023-02-08,56.0436
2023-02-09,53.9712
2023-02-10,53.3237
2023-02-11,53.3237
2023-02-12,53.3237
2023-02-13,55.3201
2023-02-14,55.7012
2023-02-15,60.8575
2023-02-16,57.4172
2023-02-17,57.8673
2023-02-18,57.8673
2023-02-19,57.8673
2023-02-20,57.8673
2023-02-21,55.4422
2023-02-22,56.3632
2023-02-23,56.7134
2023-02-24,53.122
2023-02-25,53.122
2023-02-26,53.122
2023-02-27,52.4886
2023-02-28,50.5012
2023-03-01,51.3543
2023-03-02,53.1101
2023-03-03,53.7677
2023-03-04,53.7677
2023-03-05,53.7677
2023-03-06,52.0376
2023-03-07,50.3317
2023-03-08,51.4777
2023-03-09,48.481
2023-03-10,45.8304
2023-03-11,45.8304
2023-03-12,45.8304
2023-03-13,44.5573
2023-03-14,45.3584
2023-03-15,45.8441
2023-03-16,46.4027
2023-03-17,46.3144
2023-03-18,46.3144
2023-03-19,46.3144
