,LE US Equity
2020-07-20,49.0761
2020-07-21,50.8871
2020-07-22,51.0963
2020-07-23,51.7343
2020-07-24,50.7749
2020-07-25,50.7749
2020-07-26,50.7749
2020-07-27,50.7974
2020-07-28,50.9133
2020-07-29,52.6223
2020-07-30,52.2157
2020-07-31,52.6415
2020-08-01,52.6415
2020-08-02,52.6415
2020-08-03,52.8829
2020-08-04,53.6164
2020-08-05,56.6424
2020-08-06,56.0604
2020-08-07,58.1513
2020-08-08,58.1513
2020-08-09,58.1513
2020-08-10,60.2733
2020-08-11,60.4766
2020-08-12,62.2737
2020-08-13,64.254
2020-08-14,64.7239
2020-08-15,64.7239
2020-08-16,64.7239
2020-08-17,64.9074
2020-08-18,64.2846
2020-08-19,63.8621
2020-08-20,64.7412
2020-08-21,64.2269
2020-08-22,64.2269
2020-08-23,64.2269
2020-08-24,69.7041
2020-08-25,68.7844
2020-08-26,65.8132
2020-08-27,65.8132
2020-08-28,67.6231
2020-08-29,67.6231
2020-08-30,67.6231
2020-08-31,68.6788
2020-09-01,72.6813
2020-09-02,70.3399
2020-09-03,64.6746
2020-09-04,62.1961
2020-09-05,62.1961
2020-09-06,62.1961
2020-09-07,62.1961
2020-09-08,63.3838
2020-09-09,65.6767
2020-09-10,63.9961
2020-09-11,63.771
2020-09-12,63.771
2020-09-13,63.771
2020-09-14,63.9676
2020-09-15,65.762
2020-09-16,67.1811
2020-09-17,68.1684
2020-09-18,68.8247
2020-09-19,68.8247
2020-09-20,68.8247
2020-09-21,64.9688
2020-09-22,66.7169
2020-09-23,63.1745
2020-09-24,61.8269
2020-09-25,61.3934
2020-09-26,61.3934
2020-09-27,61.3934
2020-09-28,61.4283
2020-09-29,55.3119
2020-09-30,54.0844
2020-10-01,52.7795
2020-10-02,51.8097
2020-10-03,51.8097
2020-10-04,51.8097
2020-10-05,53.2074
2020-10-06,51.521
2020-10-07,56.369
2020-10-08,57.2748
2020-10-09,56.1179
2020-10-10,56.1179
2020-10-11,56.1179
2020-10-12,55.7297
2020-10-13,56.1027
2020-10-14,55.7701
2020-10-15,57.6482
2020-10-16,57.38
2020-10-17,57.38
2020-10-18,57.38
2020-10-19,57.9666
2020-10-20,58.3955
2020-10-21,56.2468
2020-10-22,58.2938
2020-10-23,62.2129
2020-10-24,62.2129
2020-10-25,62.2129
2020-10-26,60.0449
2020-10-27,62.5382
2020-10-28,60.6354
2020-10-29,63.1846
2020-10-30,61.998
2020-10-31,61.998
2020-11-01,61.998
2020-11-02,61.4552
2020-11-03,64.8892
2020-11-04,63.0073
2020-11-05,63.5386
2020-11-06,58.2912
2020-11-07,58.2912
2020-11-08,58.2912
2020-11-09,64.8264
2020-11-10,66.7056
2020-11-11,72.8282
2020-11-12,72.6977
2020-11-13,73.7048
2020-11-14,73.7048
2020-11-15,73.7048
2020-11-16,72.5439
2020-11-17,72.1821
2020-11-18,66.8362
2020-11-19,69.072
2020-11-20,69.0904
2020-11-21,69.0904
2020-11-22,69.0904
2020-11-23,69.6331
2020-11-24,70.0088
2020-11-25,74.3431
2020-11-26,74.3431
2020-11-27,68.2375
2020-11-28,68.2375
2020-11-29,68.2375
2020-11-30,70.1326
2020-12-01,69.2631
2020-12-02,69.8433
2020-12-03,56.436
2020-12-04,57.9056
2020-12-05,57.9056
2020-12-06,57.9056
2020-12-07,55.4191
2020-12-08,55.6777
2020-12-09,54.2751
2020-12-10,50.4921
2020-12-11,49.9994
2020-12-12,49.9994
2020-12-13,49.9994
2020-12-14,50.454
2020-12-15,51.8577
2020-12-16,51.7843
2020-12-17,53.7275
2020-12-18,52.4312
2020-12-19,52.4312
2020-12-20,52.4312
2020-12-21,54.945
2020-12-22,51.6507
2020-12-23,51.7408
2020-12-24,53.0519
2020-12-25,53.0519
2020-12-26,53.0519
2020-12-27,53.0519
2020-12-28,53.2558
2020-12-29,56.4712
2020-12-30,56.5756
2020-12-31,56.96
2021-01-01,56.96
2021-01-02,56.96
2021-01-03,56.96
2021-01-04,55.3274
2021-01-05,57.1037
2021-01-06,59.4512
2021-01-07,57.5092
2021-01-08,57.8859
2021-01-09,57.8859
2021-01-10,57.8859
2021-01-11,60.7086
2021-01-12,65.2234
2021-01-13,63.6193
2021-01-14,67.764
2021-01-15,65.7647
2021-01-16,65.7647
2021-01-17,65.7647
2021-01-18,65.7647
2021-01-19,67.9238
2021-01-20,66.1023
2021-01-21,65.7003
2021-01-22,67.3179
2021-01-23,67.3179
2021-01-24,67.3179
2021-01-25,68.2627
2021-01-26,66.2806
2021-01-27,61.0819
2021-01-28,61.9298
2021-01-29,59.7649
2021-01-30,59.7649
2021-01-31,59.7649
2021-02-01,57.5229
2021-02-02,59.7454
2021-02-03,64.4326
2021-02-04,65.711
2021-02-05,62.9646
2021-02-06,62.9646
2021-02-07,62.9646
2021-02-08,62.0845
2021-02-09,59.2161
2021-02-10,60.5255
2021-02-11,61.3671
2021-02-12,61.4647
2021-02-13,61.4647
2021-02-14,61.4647
2021-02-15,61.4647
2021-02-16,61.4417
2021-02-17,61.5752
2021-02-18,61.8181
2021-02-19,62.6877
2021-02-20,62.6877
2021-02-21,62.6877
2021-02-22,61.1954
2021-02-23,57.2077
2021-02-24,60.1513
2021-02-25,58.3366
2021-02-26,61.8899
2021-02-27,61.8899
2021-02-28,61.8899
2021-03-01,62.499
2021-03-02,60.301
2021-03-03,61.2883
2021-03-04,56.3427
2021-03-05,54.6325
2021-03-06,54.6325
2021-03-07,54.6325
2021-03-08,54.3774
2021-03-09,57.4011
2021-03-10,60.1611
2021-03-11,62.8449
2021-03-12,62.2195
2021-03-13,62.2195
2021-03-14,62.2195
2021-03-15,62.7563
2021-03-16,61.2349
2021-03-17,65.4132
2021-03-18,53.1316
2021-03-19,50.9272
2021-03-20,50.9272
2021-03-21,50.9272
2021-03-22,47.5557
2021-03-23,45.4108
2021-03-24,44.6016
2021-03-25,45.5057
2021-03-26,45.227
2021-03-27,45.227
2021-03-28,45.227
2021-03-29,43.226
2021-03-30,45.1968
2021-03-31,45.1109
2021-04-01,44.8714
2021-04-02,44.8714
2021-04-03,44.8714
2021-04-04,44.8714
2021-04-05,44.27
2021-04-06,45.0001
2021-04-07,44.5573
2021-04-08,44.7448
2021-04-09,46.1492
2021-04-10,46.1492
2021-04-11,46.1492
2021-04-12,44.8547
2021-04-13,43.7958
2021-04-14,44.9081
2021-04-15,44.6427
2021-04-16,44.0592
2021-04-17,44.0592
2021-04-18,44.0592
2021-04-19,44.6351
2021-04-20,42.6373
2021-04-21,44.9543
2021-04-22,45.3727
2021-04-23,48.2055
2021-04-24,48.2055
2021-04-25,48.2055
2021-04-26,45.5692
2021-04-27,44.6207
2021-04-28,45.8065
2021-04-29,44.6602
2021-04-30,44.471
2021-05-01,44.471
2021-05-02,44.471
2021-05-03,46.5598
2021-05-04,45.42
2021-05-05,45.5399
2021-05-06,47.2775
2021-05-07,47.1345
2021-05-08,47.1345
2021-05-09,47.1345
2021-05-10,43.6819
2021-05-11,44.5145
2021-05-12,41.8429
2021-05-13,42.5055
2021-05-14,44.8739
2021-05-15,44.8739
2021-05-16,44.8739
2021-05-17,47.3934
2021-05-18,47.8593
2021-05-19,46.7877
2021-05-20,47.0738
2021-05-21,47.408
2021-05-22,47.408
2021-05-23,47.408
2021-05-24,48.6042
2021-05-25,49.0459
2021-05-26,49.7479
2021-05-27,50.1996
2021-05-28,51.6136
2021-05-29,51.6136
2021-05-30,51.6136
2021-05-31,51.6136
2021-06-01,59.5521
2021-06-02,62.3757
2021-06-03,64.9582
2021-06-04,66.3278
2021-06-05,66.3278
2021-06-06,66.3278
2021-06-07,65.0361
2021-06-08,67.6005
2021-06-09,63.9399
2021-06-10,62.0959
2021-06-11,62.5278
2021-06-12,62.5278
2021-06-13,62.5278
2021-06-14,62.0332
2021-06-15,58.7906
2021-06-16,59.9231
2021-06-17,56.3996
2021-06-18,54.6262
2021-06-19,54.6262
2021-06-20,54.6262
2021-06-21,56.0702
2021-06-22,57.6811
2021-06-23,58.9166
2021-06-24,59.9476
2021-06-25,60.3184
2021-06-26,60.3184
2021-06-27,60.3184
2021-06-28,56.2292
2021-06-29,58.3792
2021-06-30,66.1113
2021-07-01,65.9058
2021-07-02,64.6028
2021-07-03,64.6028
2021-07-04,64.6028
2021-07-05,64.6028
2021-07-06,62.7611
2021-07-07,62.3709
2021-07-08,61.5602
2021-07-09,64.7562
2021-07-10,64.7562
2021-07-11,64.7562
2021-07-12,64.204
2021-07-13,60.2799
2021-07-14,58.4327
2021-07-15,57.1625
2021-07-16,55.7093
2021-07-17,55.7093
2021-07-18,55.7093
2021-07-19,54.5227
2021-07-20,56.1983
2021-07-21,63.0869
2021-07-22,63.1946
2021-07-23,60.8262
2021-07-24,60.8262
2021-07-25,60.8262
2021-07-26,58.6022
2021-07-27,56.839
2021-07-28,57.4088
2021-07-29,56.7446
2021-07-30,55.2488
2021-07-31,55.2488
2021-08-01,55.2488
2021-08-02,57.5863
2021-08-03,57.7172
2021-08-04,52.8403
2021-08-05,54.5999
2021-08-06,55.4056
2021-08-07,55.4056
2021-08-08,55.4056
2021-08-09,54.0964
2021-08-10,53.3028
2021-08-11,54.0269
2021-08-12,55.7311
2021-08-13,58.9511
2021-08-14,58.9511
2021-08-15,58.9511
2021-08-16,58.5109
2021-08-17,49.2518
2021-08-18,48.7417
2021-08-19,48.6177
2021-08-20,49.8969
2021-08-21,49.8969
2021-08-22,49.8969
2021-08-23,50.4754
2021-08-24,52.401
2021-08-25,48.5602
2021-08-26,48.0013
2021-08-27,50.2019
2021-08-28,50.2019
2021-08-29,50.2019
2021-08-30,49.4373
2021-08-31,47.1577
2021-09-01,47.6816
2021-09-02,43.967
2021-09-03,40.9612
2021-09-04,40.9612
2021-09-05,40.9612
2021-09-06,40.9612
2021-09-07,40.047
2021-09-08,38.9806
2021-09-09,38.9314
2021-09-10,38.0862
2021-09-11,38.0862
2021-09-12,38.0862
2021-09-13,37.3751
2021-09-14,36.6959
2021-09-15,38.1617
2021-09-16,37.9735
2021-09-17,38.2361
2021-09-18,38.2361
2021-09-19,38.2361
2021-09-20,37.4168
2021-09-21,37.546
2021-09-22,38.5398
2021-09-23,39.9572
2021-09-24,40.1825
2021-09-25,40.1825
2021-09-26,40.1825
2021-09-27,39.3674
2021-09-28,39.3416
2021-09-29,39.3016
2021-09-30,37.6277
2021-10-01,37.5236
2021-10-02,37.5236
2021-10-03,37.5236
2021-10-04,37.4031
2021-10-05,38.2913
2021-10-06,36.9292
2021-10-07,38.023
2021-10-08,37.2969
2021-10-09,37.2969
2021-10-10,37.2969
2021-10-11,36.176
2021-10-12,37.0083
2021-10-13,37.0832
2021-10-14,37.068
2021-10-15,36.6793
2021-10-16,36.6793
2021-10-17,36.6793
2021-10-18,38.1816
2021-10-19,38.6921
2021-10-20,40.9747
2021-10-21,43.5774
2021-10-22,44.2928
2021-10-23,44.2928
2021-10-24,44.2928
2021-10-25,46.7956
2021-10-26,45.2584
2021-10-27,44.7978
2021-10-28,48.0782
2021-10-29,47.8014
2021-10-30,47.8014
2021-10-31,47.8014
2021-11-01,47.6268
2021-11-02,45.7265
2021-11-03,49.3605
2021-11-04,49.2713
2021-11-05,50.4978
2021-11-06,50.4978
2021-11-07,50.4978
2021-11-08,49.8857
2021-11-09,48.6196
2021-11-10,50.4506
2021-11-11,51.8293
2021-11-12,52.7964
2021-11-13,52.7964
2021-11-14,52.7964
2021-11-15,52.8198
2021-11-16,55.7181
2021-11-17,51.594
2021-11-18,53.9588
2021-11-19,50.775
2021-11-20,50.775
2021-11-21,50.775
2021-11-22,52.6929
2021-11-23,47.8006
2021-11-24,46.8255
2021-11-25,46.8255
2021-11-26,44.5062
2021-11-27,44.5062
2021-11-28,44.5062
2021-11-29,43.225
2021-11-30,41.5458
2021-12-01,39.7468
2021-12-02,36.4226
2021-12-03,39.2668
2021-12-04,39.2668
2021-12-05,39.2668
2021-12-06,38.0433
2021-12-07,38.6223
2021-12-08,37.9047
2021-12-09,36.2871
2021-12-10,35.8802
2021-12-11,35.8802
2021-12-12,35.8802
2021-12-13,35.2522
2021-12-14,35.2794
2021-12-15,36.496
2021-12-16,35.2046
2021-12-17,37.9415
2021-12-18,37.9415
2021-12-19,37.9415
2021-12-20,36.8937
2021-12-21,38.5941
2021-12-22,39.6881
2021-12-23,39.6169
2021-12-24,39.6169
2021-12-25,39.6169
2021-12-26,39.6169
2021-12-27,41.0134
2021-12-28,40.9174
2021-12-29,40.5834
2021-12-30,42.1356
2021-12-31,41.5944
2022-01-01,41.5944
2022-01-02,41.5944
2022-01-03,41.7729
2022-01-04,42.1692
2022-01-05,41.5172
2022-01-06,43.0562
2022-01-07,41.5333
2022-01-08,41.5333
2022-01-09,41.5333
2022-01-10,40.413
2022-01-11,42.8374
2022-01-12,41.6832
2022-01-13,42.8617
2022-01-14,41.8219
2022-01-15,41.8219
2022-01-16,41.8219
2022-01-17,41.8219
2022-01-18,40.55
2022-01-19,40.584
2022-01-20,38.8382
2022-01-21,37.4143
2022-01-22,37.4143
2022-01-23,37.4143
2022-01-24,41.7954
2022-01-25,43.2606
2022-01-26,41.8395
2022-01-27,41.3014
2022-01-28,41.6725
2022-01-29,41.6725
2022-01-30,41.6725
2022-01-31,42.3579
2022-02-01,43.0502
2022-02-02,40.8669
2022-02-03,39.7986
2022-02-04,40.0198
2022-02-05,40.0198
2022-02-06,40.0198
2022-02-07,39.8431
2022-02-08,42.4704
2022-02-09,42.7291
2022-02-10,42.2517
2022-02-11,41.7129
2022-02-12,41.7129
2022-02-13,41.7129
2022-02-14,40.7508
2022-02-15,44.2706
2022-02-16,43.2372
2022-02-17,43.51
2022-02-18,42.3373
2022-02-19,42.3373
2022-02-20,42.3373
2022-02-21,42.3373
2022-02-22,41.2175
2022-02-23,39.7575
2022-02-24,42.6815
2022-02-25,42.263
2022-02-26,42.263
2022-02-27,42.263
2022-02-28,41.5408
2022-03-01,39.2839
2022-03-02,43.818
2022-03-03,42.9878
2022-03-04,42.3358
2022-03-05,42.3358
2022-03-06,42.3358
2022-03-07,39.1785
2022-03-08,40.5186
2022-03-09,43.187
2022-03-10,43.8007
2022-03-11,40.1293
2022-03-12,40.1293
2022-03-13,40.1293
2022-03-14,39.605
2022-03-15,41.2333
2022-03-16,48.6706
2022-03-17,54.588
2022-03-18,56.2137
2022-03-19,56.2137
2022-03-20,56.2137
2022-03-21,50.4654
2022-03-22,49.7908
2022-03-23,48.2511
2022-03-24,49.8034
2022-03-25,47.3462
2022-03-26,47.3462
2022-03-27,47.3462
2022-03-28,47.5944
2022-03-29,51.9661
2022-03-30,47.8831
2022-03-31,46.6052
2022-04-01,47.409
2022-04-02,47.409
2022-04-03,47.409
2022-04-04,46.9141
2022-04-05,46.2482
2022-04-06,44.4981
2022-04-07,44.1524
2022-04-08,44.3016
2022-04-09,44.3016
2022-04-10,44.3016
2022-04-11,43.9373
2022-04-12,43.8378
2022-04-13,46.8553
2022-04-14,46.3507
2022-04-15,46.3507
2022-04-16,46.3507
2022-04-17,46.3507
2022-04-18,46.4762
2022-04-19,48.3214
2022-04-20,46.8489
2022-04-21,45.231
2022-04-22,41.4881
2022-04-23,41.4881
2022-04-24,41.4881
2022-04-25,44.1666
2022-04-26,43.319
2022-04-27,42.8505
2022-04-28,43.1518
2022-04-29,40.9673
2022-04-30,40.9673
2022-05-01,40.9673
2022-05-02,42.7392
2022-05-03,42.0364
2022-05-04,42.456
2022-05-05,40.9731
2022-05-06,40.0256
2022-05-07,40.0256
2022-05-08,40.0256
2022-05-09,38.7097
2022-05-10,38.4194
2022-05-11,37.1928
2022-05-12,37.9164
2022-05-13,40.2509
2022-05-14,40.2509
2022-05-15,40.2509
2022-05-16,40.066
2022-05-17,41.9574
2022-05-18,38.3334
2022-05-19,37.1628
2022-05-20,36.76
2022-05-21,36.76
2022-05-22,36.76
2022-05-23,35.746
2022-05-24,34.8668
2022-05-25,38.0997
2022-05-26,39.102
2022-05-27,40.184
2022-05-28,40.184
2022-05-29,40.184
2022-05-30,40.184
2022-05-31,39.4587
2022-06-01,38.2422
2022-06-02,43.8129
2022-06-03,41.8729
2022-06-04,41.8729
2022-06-05,41.8729
2022-06-06,40.1132
2022-06-07,39.3583
2022-06-08,39.2564
2022-06-09,38.866
2022-06-10,38.2367
2022-06-11,38.2367
2022-06-12,38.2367
2022-06-13,37.6067
2022-06-14,39.0776
2022-06-15,41.4303
2022-06-16,39.3262
2022-06-17,40.3705
2022-06-18,40.3705
2022-06-19,40.3705
2022-06-20,40.3705
2022-06-21,40.6662
2022-06-22,41.7341
2022-06-23,44.1864
2022-06-24,44.1864
2022-06-25,44.1864
2022-06-26,44.1864
2022-06-27,43.6532
2022-06-28,46.6501
2022-06-29,44.1532
2022-06-30,41.8962
2022-07-01,45.3482
2022-07-02,45.3482
2022-07-03,45.3482
2022-07-04,45.3482
2022-07-05,46.4953
2022-07-06,43.2114
2022-07-07,43.7593
2022-07-08,45.2427
2022-07-09,45.2427
2022-07-10,45.2427
2022-07-11,44.1336
2022-07-12,45.1275
2022-07-13,46.506
2022-07-14,47.2501
2022-07-15,48.3455
2022-07-16,48.3455
2022-07-17,48.3455
2022-07-18,49.8089
2022-07-19,52.5186
2022-07-20,53.0151
2022-07-21,53.5533
2022-07-22,52.2327
2022-07-23,52.2327
2022-07-24,52.2327
2022-07-25,51.0128
2022-07-26,49.1904
2022-07-27,50.58
2022-07-28,51.0156
2022-07-29,50.9733
2022-07-30,50.9733
2022-07-31,50.9733
2022-08-01,53.1796
2022-08-02,54.2257
2022-08-03,57.6682
2022-08-04,58.6503
2022-08-05,57.6484
2022-08-06,57.6484
2022-08-07,57.6484
2022-08-08,60.3196
2022-08-09,57.64
2022-08-10,58.3453
2022-08-11,60.94
2022-08-12,61.7614
2022-08-13,61.7614
2022-08-14,61.7614
2022-08-15,63.1566
2022-08-16,66.7119
2022-08-17,64.6261
2022-08-18,63.4802
2022-08-19,60.169
2022-08-20,60.169
2022-08-21,60.169
2022-08-22,58.1217
2022-08-23,56.1861
2022-08-24,54.751
2022-08-25,56.3652
2022-08-26,52.1253
2022-08-27,52.1253
2022-08-28,52.1253
2022-08-29,52.0503
2022-08-30,53.3692
2022-08-31,48.9692
2022-09-01,42.557
2022-09-02,40.2672
2022-09-03,40.2672
2022-09-04,40.2672
2022-09-05,40.2672
2022-09-06,38.9988
2022-09-07,40.0875
2022-09-08,39.165
2022-09-09,40.2794
2022-09-10,40.2794
2022-09-11,40.2794
2022-09-12,39.7597
2022-09-13,36.8349
2022-09-14,35.8269
2022-09-15,35.2597
2022-09-16,34.6246
2022-09-17,34.6246
2022-09-18,34.6246
2022-09-19,35.5679
2022-09-20,35.2569
2022-09-21,36.1454
2022-09-22,35.2692
2022-09-23,35.408
2022-09-24,35.408
2022-09-25,35.408
2022-09-26,35.1739
2022-09-27,36.7132
2022-09-28,37.4811
2022-09-29,36.8736
2022-09-30,35.2687
2022-10-01,35.2687
2022-10-02,35.2687
2022-10-03,36.5714
2022-10-04,38.7774
2022-10-05,40.1648
2022-10-06,40.3096
2022-10-07,40.0755
2022-10-08,40.0755
2022-10-09,40.0755
2022-10-10,42.5877
2022-10-11,41.5283
2022-10-12,42.0256
2022-10-13,41.8782
2022-10-14,38.8154
2022-10-15,38.8154
2022-10-16,38.8154
2022-10-17,40.6728
2022-10-18,41.8396
2022-10-19,40.2721
2022-10-20,42.6465
2022-10-21,44.8193
2022-10-22,44.8193
2022-10-23,44.8193
2022-10-24,46.4967
2022-10-25,49.9096
2022-10-26,49.7833
2022-10-27,49.2246
2022-10-28,50.9333
2022-10-29,50.9333
2022-10-30,50.9333
2022-10-31,50.7521
2022-11-01,52.2034
2022-11-02,49.8546
2022-11-03,49.6281
2022-11-04,52.7375
2022-11-05,52.7375
2022-11-06,52.7375
2022-11-07,54.0373
2022-11-08,52.8727
2022-11-09,48.0519
2022-11-10,50.4328
2022-11-11,52.4417
2022-11-12,52.4417
2022-11-13,52.4417
2022-11-14,51.5161
2022-11-15,53.2635
2022-11-16,46.7744
2022-11-17,48.3607
2022-11-18,50.2865
2022-11-19,50.2865
2022-11-20,50.2865
2022-11-21,51.1708
2022-11-22,51.5967
2022-11-23,52.1463
2022-11-24,52.1463
2022-11-25,52.9361
2022-11-26,52.9361
2022-11-27,52.9361
2022-11-28,52.8459
2022-11-29,53.2987
2022-11-30,54.5707
2022-12-01,41.3721
2022-12-02,40.3651
2022-12-03,40.3651
2022-12-04,40.3651
2022-12-05,41.3773
2022-12-06,42.6364
2022-12-07,44.4865
2022-12-08,45.4967
2022-12-09,43.0339
2022-12-10,43.0339
2022-12-11,43.0339
2022-12-12,41.1248
2022-12-13,41.065
2022-12-14,41.3738
2022-12-15,40.7428
2022-12-16,40.7107
2022-12-17,40.7107
2022-12-18,40.7107
2022-12-19,40.3162
2022-12-20,40.2826
2022-12-21,41.4454
2022-12-22,40.627
2022-12-23,40.4474
2022-12-24,40.4474
2022-12-25,40.4474
2022-12-26,40.4474
2022-12-27,40.6104
2022-12-28,39.348
2022-12-29,39.4053
2022-12-30,43.1819
2022-12-31,43.1819
2023-01-01,43.1819
2023-01-02,43.1819
2023-01-03,45.9981
2023-01-04,48.4949
2023-01-05,46.5263
2023-01-06,47.6026
2023-01-07,47.6026
2023-01-08,47.6026
2023-01-09,47.3615
2023-01-10,49.9816
2023-01-11,50.7653
2023-01-12,48.0619
2023-01-13,47.1377
2023-01-14,47.1377
2023-01-15,47.1377
2023-01-16,47.1377
2023-01-17,46.6515
2023-01-18,45.9826
2023-01-19,45.3104
2023-01-20,45.5847
2023-01-21,45.5847
2023-01-22,45.5847
2023-01-23,47.3863
2023-01-24,47.9802
2023-01-25,50.1498
2023-01-26,49.7311
2023-01-27,51.3589
2023-01-28,51.3589
2023-01-29,51.3589
2023-01-30,50.2724
2023-01-31,51.4413
2023-02-01,52.9495
2023-02-02,53.3629
2023-02-03,53.5738
2023-02-04,53.5738
2023-02-05,53.5738
2023-02-06,51.5824
2023-02-07,50.871
2023-02-08,48.0168
2023-02-09,47.0876
2023-02-10,48.542
2023-02-11,48.542
2023-02-12,48.542
2023-02-13,48.9052
2023-02-14,48.1435
2023-02-15,50.4171
2023-02-16,48.6288
2023-02-17,47.5244
2023-02-18,47.5244
2023-02-19,47.5244
2023-02-20,47.5244
2023-02-21,45.7154
2023-02-22,47.0828
2023-02-23,48.176
2023-02-24,45.5966
2023-02-25,45.5966
2023-02-26,45.5966
2023-02-27,44.77
2023-02-28,43.5186
2023-03-01,44.9039
2023-03-02,47.0534
2023-03-03,45.283
2023-03-04,45.283
2023-03-05,45.283
2023-03-06,41.8662
2023-03-07,42.0054
2023-03-08,42.925
2023-03-09,41.5109
2023-03-10,40.0939
2023-03-11,40.0939
2023-03-12,40.0939
2023-03-13,39.1074
2023-03-14,40.9121
2023-03-15,41.7309
2023-03-16,49.3825
2023-03-17,52.7056
2023-03-18,52.7056
2023-03-19,52.7056
2023-03-20,52.2913
