,SYBT US Equity
2020-08-11,61.4586
2020-08-12,62.0163
2020-08-13,60.7284
2020-08-14,60.7284
2020-08-15,60.7284
2020-08-16,60.7284
2020-08-17,60.6755
2020-08-18,59.1828
2020-08-19,59.4408
2020-08-20,58.5653
2020-08-21,57.2034
2020-08-22,57.2034
2020-08-23,57.2034
2020-08-24,58.9228
2020-08-25,59.0402
2020-08-26,57.3996
2020-08-27,59.2767
2020-08-28,58.8011
2020-08-29,58.8011
2020-08-30,58.8011
2020-08-31,58.5802
2020-09-01,59.4627
2020-09-02,60.62
2020-09-03,60.0186
2020-09-04,60.5723
2020-09-05,60.5723
2020-09-06,60.5723
2020-09-07,60.5723
2020-09-08,56.0334
2020-09-09,55.018
2020-09-10,53.6109
2020-09-11,52.2291
2020-09-12,52.2291
2020-09-13,52.2291
2020-09-14,54.0542
2020-09-15,48.8207
2020-09-16,49.5103
2020-09-17,46.5995
2020-09-18,44.7425
2020-09-19,44.7425
2020-09-20,44.7425
2020-09-21,40.015
2020-09-22,40.2096
2020-09-23,37.1949
2020-09-24,37.3674
2020-09-25,37.8675
2020-09-26,37.8675
2020-09-27,37.8675
2020-09-28,40.3596
2020-09-29,39.4461
2020-09-30,38.5069
2020-10-01,38.8832
2020-10-02,41.0767
2020-10-03,41.0767
2020-10-04,41.0767
2020-10-05,45.7618
2020-10-06,46.0473
2020-10-07,49.3091
2020-10-08,49.1672
2020-10-09,48.3986
2020-10-10,48.3986
2020-10-11,48.3986
2020-10-12,50.3554
2020-10-13,47.7839
2020-10-14,45.6647
2020-10-15,46.8325
2020-10-16,46.5564
2020-10-17,46.5564
2020-10-18,46.5564
2020-10-19,45.9725
2020-10-20,48.281
2020-10-21,47.936
2020-10-22,50.9403
2020-10-23,51.7839
2020-10-24,51.7839
2020-10-25,51.7839
2020-10-26,51.434
2020-10-27,50.2984
2020-10-28,49.9453
2020-10-29,49.8062
2020-10-30,50.4909
2020-10-31,50.4909
2020-11-01,50.4909
2020-11-02,52.151
2020-11-03,55.8617
2020-11-04,47.677
2020-11-05,49.5029
2020-11-06,48.2154
2020-11-07,48.2154
2020-11-08,48.2154
2020-11-09,56.8928
2020-11-10,59.8716
2020-11-11,57.0881
2020-11-12,53.2064
2020-11-13,54.8904
2020-11-14,54.8904
2020-11-15,54.8904
2020-11-16,57.0931
2020-11-17,56.5264
2020-11-18,54.9846
2020-11-19,54.8103
2020-11-20,53.6451
2020-11-21,53.6451
2020-11-22,53.6451
2020-11-23,53.7985
2020-11-24,57.7894
2020-11-25,55.5652
2020-11-26,55.5652
2020-11-27,53.645
2020-11-28,53.645
2020-11-29,53.645
2020-11-30,50.7503
2020-12-01,52.5053
2020-12-02,53.0758
2020-12-03,51.1091
2020-12-04,52.8414
2020-12-05,52.8414
2020-12-06,52.8414
2020-12-07,52.9352
2020-12-08,53.49
2020-12-09,54.1266
2020-12-10,54.9005
2020-12-11,53.9356
2020-12-12,53.9356
2020-12-13,53.9356
2020-12-14,53.1577
2020-12-15,53.8258
2020-12-16,53.801
2020-12-17,54.0637
2020-12-18,50.5462
2020-12-19,50.5462
2020-12-20,50.5462
2020-12-21,48.5307
2020-12-22,47.561
2020-12-23,50.2399
2020-12-24,50.7512
2020-12-25,50.7512
2020-12-26,50.7512
2020-12-27,50.7512
2020-12-28,52.4732
2020-12-29,49.8982
2020-12-30,50.6475
2020-12-31,51.3762
2021-01-01,51.3762
2021-01-02,51.3762
2021-01-03,51.3762
2021-01-04,51.5909
2021-01-05,51.0982
2021-01-06,58.1302
2021-01-07,58.1034
2021-01-08,54.2297
2021-01-09,54.2297
2021-01-10,54.2297
2021-01-11,55.2382
2021-01-12,56.4536
2021-01-13,53.7128
2021-01-14,54.7143
2021-01-15,53.2734
2021-01-16,53.2734
2021-01-17,53.2734
2021-01-18,53.2734
2021-01-19,53.6652
2021-01-20,53.6135
2021-01-21,51.8575
2021-01-22,54.9549
2021-01-23,54.9549
2021-01-24,54.9549
2021-01-25,53.3593
2021-01-26,54.4192
2021-01-27,53.8391
2021-01-28,58.9794
2021-01-29,59.354
2021-01-30,59.354
2021-01-31,59.354
2021-02-01,59.0472
2021-02-02,59.8666
2021-02-03,59.6608
2021-02-04,61.7221
2021-02-05,62.4707
2021-02-06,62.4707
2021-02-07,62.4707
2021-02-08,63.4865
2021-02-09,63.1329
2021-02-10,64.2197
2021-02-11,63.6508
2021-02-12,64.096
2021-02-13,64.096
2021-02-14,64.096
2021-02-15,64.096
2021-02-16,65.2817
2021-02-17,64.5349
2021-02-18,63.182
2021-02-19,64.9236
2021-02-20,64.9236
2021-02-21,64.9236
2021-02-22,66.0503
2021-02-23,66.5959
2021-02-24,67.8314
2021-02-25,68.3376
2021-02-26,63.0577
2021-02-27,63.0577
2021-02-28,63.0577
2021-03-01,66.8648
2021-03-02,63.2799
2021-03-03,66.4592
2021-03-04,64.7022
2021-03-05,68.2105
2021-03-06,68.2105
2021-03-07,68.2105
2021-03-08,69.5447
2021-03-09,69.2685
2021-03-10,69.6973
2021-03-11,69.8245
2021-03-12,70.0124
2021-03-13,70.0124
2021-03-14,70.0124
2021-03-15,63.6702
2021-03-16,62.0502
2021-03-17,60.709
2021-03-18,60.1936
2021-03-19,61.2708
2021-03-20,61.2708
2021-03-21,61.2708
2021-03-22,58.4299
2021-03-23,56.5133
2021-03-24,56.2406
2021-03-25,59.0793
2021-03-26,59.7018
2021-03-27,59.7018
2021-03-28,59.7018
2021-03-29,55.5745
2021-03-30,57.0984
2021-03-31,55.9081
2021-04-01,56.5946
2021-04-02,56.5946
2021-04-03,56.5946
2021-04-04,56.5946
2021-04-05,57.0971
2021-04-06,56.8983
2021-04-07,57.1628
2021-04-08,56.3873
2021-04-09,55.6366
2021-04-10,55.6366
2021-04-11,55.6366
2021-04-12,55.7828
2021-04-13,54.2722
2021-04-14,56.0801
2021-04-15,56.0482
2021-04-16,56.859
2021-04-17,56.859
2021-04-18,56.859
2021-04-19,55.5667
2021-04-20,51.7596
2021-04-21,53.567
2021-04-22,53.94
2021-04-23,55.0864
2021-04-24,55.0864
2021-04-25,55.0864
2021-04-26,55.2472
2021-04-27,54.5735
2021-04-28,53.8601
2021-04-29,54.8487
2021-04-30,54.0385
2021-05-01,54.0385
2021-05-02,54.0385
2021-05-03,55.9131
2021-05-04,54.8997
2021-05-05,54.8629
2021-05-06,55.7512
2021-05-07,57.1937
2021-05-08,57.1937
2021-05-09,57.1937
2021-05-10,55.4032
2021-05-11,53.9226
2021-05-12,50.554
2021-05-13,55.2043
2021-05-14,55.9424
2021-05-15,55.9424
2021-05-16,55.9424
2021-05-17,56.3147
2021-05-18,52.2725
2021-05-19,52.5787
2021-05-20,52.7355
2021-05-21,54.5398
2021-05-22,54.5398
2021-05-23,54.5398
2021-05-24,52.1944
2021-05-25,51.3294
2021-05-26,54.772
2021-05-27,59.759
2021-05-28,58.6557
2021-05-29,58.6557
2021-05-30,58.6557
2021-05-31,58.6557
2021-06-01,59.3075
2021-06-02,57.6091
2021-06-03,58.0324
2021-06-04,54.6791
2021-06-05,54.6791
2021-06-06,54.6791
2021-06-07,53.633
2021-06-08,52.6911
2021-06-09,49.7228
2021-06-10,50.2896
2021-06-11,51.3918
2021-06-12,51.3918
2021-06-13,51.3918
2021-06-14,50.9577
2021-06-15,53.5198
2021-06-16,53.8846
2021-06-17,51.0854
2021-06-18,50.3466
2021-06-19,50.3466
2021-06-20,50.3466
2021-06-21,51.0128
2021-06-22,49.6016
2021-06-23,48.5842
2021-06-24,51.1414
2021-06-25,50.7882
2021-06-26,50.7882
2021-06-27,50.7882
2021-06-28,48.108
2021-06-29,47.8401
2021-06-30,49.1222
2021-07-01,50.8368
2021-07-02,49.4365
2021-07-03,49.4365
2021-07-04,49.4365
2021-07-05,49.4365
2021-07-06,44.6419
2021-07-07,44.1002
2021-07-08,41.4138
2021-07-09,45.7512
2021-07-10,45.7512
2021-07-11,45.7512
2021-07-12,45.5738
2021-07-13,42.4771
2021-07-14,42.2591
2021-07-15,44.4349
2021-07-16,42.795
2021-07-17,42.795
2021-07-18,42.795
2021-07-19,40.0283
2021-07-20,39.6745
2021-07-21,40.7198
2021-07-22,38.4722
2021-07-23,38.9083
2021-07-24,38.9083
2021-07-25,38.9083
2021-07-26,41.8535
2021-07-27,41.744
2021-07-28,43.5777
2021-07-29,43.3717
2021-07-30,42.8924
2021-07-31,42.8924
2021-08-01,42.8924
2021-08-02,42.0511
2021-08-03,46.4732
2021-08-04,44.7085
2021-08-05,46.5503
2021-08-06,52.4198
2021-08-07,52.4198
2021-08-08,52.4198
2021-08-09,51.5367
2021-08-10,54.5028
2021-08-11,56.5197
2021-08-12,56.654
2021-08-13,55.939
2021-08-14,55.939
2021-08-15,55.939
2021-08-16,54.6546
2021-08-17,52.3738
2021-08-18,50.8763
2021-08-19,51.2289
2021-08-20,55.55
2021-08-21,55.55
2021-08-22,55.55
2021-08-23,55.5783
2021-08-24,56.8006
2021-08-25,54.5266
2021-08-26,50.0517
2021-08-27,55.5215
2021-08-28,55.5215
2021-08-29,55.5215
2021-08-30,52.0215
2021-08-31,53.8231
2021-09-01,54.2547
2021-09-02,57.8724
2021-09-03,59.2843
2021-09-04,59.2843
2021-09-05,59.2843
2021-09-06,59.2843
2021-09-07,60.0631
2021-09-08,55.5728
2021-09-09,58.4782
2021-09-10,55.5669
2021-09-11,55.5669
2021-09-12,55.5669
2021-09-13,57.5413
2021-09-14,57.3429
2021-09-15,59.4896
2021-09-16,59.0756
2021-09-17,52.8232
2021-09-18,52.8232
2021-09-19,52.8232
2021-09-20,53.0923
2021-09-21,53.2761
2021-09-22,54.6548
2021-09-23,57.989
2021-09-24,59.1638
2021-09-25,59.1638
2021-09-26,59.1638
2021-09-27,64.6719
2021-09-28,65.87
2021-09-29,66.0042
2021-09-30,64.1209
2021-10-01,66.9845
2021-10-02,66.9845
2021-10-03,66.9845
2021-10-04,68.3
2021-10-05,67.5173
2021-10-06,66.7262
2021-10-07,67.81
2021-10-08,66.5248
2021-10-09,66.5248
2021-10-10,66.5248
2021-10-11,65.4506
2021-10-12,65.3293
2021-10-13,66.3452
2021-10-14,67.5174
2021-10-15,67.8112
2021-10-16,67.8112
2021-10-17,67.8112
2021-10-18,66.9539
2021-10-19,67.6854
2021-10-20,69.0402
2021-10-21,68.6249
2021-10-22,70.098
2021-10-23,70.098
2021-10-24,70.098
2021-10-25,70.5645
2021-10-26,69.4437
2021-10-27,66.2148
2021-10-28,59.052
2021-10-29,59.3267
2021-10-30,59.3267
2021-10-31,59.3267
2021-11-01,60.8406
2021-11-02,60.6311
2021-11-03,64.708
2021-11-04,62.7821
2021-11-05,66.5671
2021-11-06,66.5671
2021-11-07,66.5671
2021-11-08,67.1171
2021-11-09,67.3656
2021-11-10,68.099
2021-11-11,68.3783
2021-11-12,63.8428
2021-11-13,63.8428
2021-11-14,63.8428
2021-11-15,64.2054
2021-11-16,63.3097
2021-11-17,62.409
2021-11-18,61.9531
2021-11-19,59.5817
2021-11-20,59.5817
2021-11-21,59.5817
2021-11-22,60.415
2021-11-23,61.2609
2021-11-24,64.1883
2021-11-25,64.1883
2021-11-26,51.8503
2021-11-27,51.8503
2021-11-28,51.8503
2021-11-29,49.3562
2021-11-30,47.548
2021-12-01,47.9468
2021-12-02,52.2911
2021-12-03,50.0707
2021-12-04,50.0707
2021-12-05,50.0707
2021-12-06,53.0287
2021-12-07,50.9656
2021-12-08,52.3806
2021-12-09,51.1815
2021-12-10,50.8513
2021-12-11,50.8513
2021-12-12,50.8513
2021-12-13,50.9476
2021-12-14,51.6338
2021-12-15,51.8527
2021-12-16,52.0568
2021-12-17,49.4844
2021-12-18,49.4844
2021-12-19,49.4844
2021-12-20,45.3579
2021-12-21,48.4896
2021-12-22,50.4736
2021-12-23,51.422
2021-12-24,51.422
2021-12-25,51.422
2021-12-26,51.422
2021-12-27,53.9538
2021-12-28,54.584
2021-12-29,55.1643
2021-12-30,54.5113
2021-12-31,55.415
2022-01-01,55.415
2022-01-02,55.415
2022-01-03,56.8022
2022-01-04,57.7629
2022-01-05,57.5879
2022-01-06,60.8157
2022-01-07,57.9163
2022-01-08,57.9163
2022-01-09,57.9163
2022-01-10,56.3255
2022-01-11,54.7693
2022-01-12,52.4641
2022-01-13,53.3709
2022-01-14,55.4719
2022-01-15,55.4719
2022-01-16,55.4719
2022-01-17,55.4719
2022-01-18,53.6751
2022-01-19,50.7883
2022-01-20,48.628
2022-01-21,47.8798
2022-01-22,47.8798
2022-01-23,47.8798
2022-01-24,50.2353
2022-01-25,50.0077
2022-01-26,48.7409
2022-01-27,43.8269
2022-01-28,44.1616
2022-01-29,44.1616
2022-01-30,44.1616
2022-01-31,44.7518
2022-02-01,44.7751
2022-02-02,42.1017
2022-02-03,42.875
2022-02-04,44.2002
2022-02-05,44.2002
2022-02-06,44.2002
2022-02-07,43.146
2022-02-08,43.6672
2022-02-09,40.1663
2022-02-10,39.1075
2022-02-11,38.3278
2022-02-12,38.3278
2022-02-13,38.3278
2022-02-14,37.1697
2022-02-15,39.641
2022-02-16,39.5027
2022-02-17,37.3945
2022-02-18,38.8529
2022-02-19,38.8529
2022-02-20,38.8529
2022-02-21,38.8529
2022-02-22,39.5008
2022-02-23,37.0949
2022-02-24,35.9774
2022-02-25,38.1792
2022-02-26,38.1792
2022-02-27,38.1792
2022-02-28,37.3487
2022-03-01,34.0957
2022-03-02,39.2826
2022-03-03,38.5641
2022-03-04,37.4697
2022-03-05,37.4697
2022-03-06,37.4697
2022-03-07,35.9534
2022-03-08,35.7188
2022-03-09,37.1763
2022-03-10,37.4431
2022-03-11,37.1008
2022-03-12,37.1008
2022-03-13,37.1008
2022-03-14,42.8871
2022-03-15,43.0076
2022-03-16,46.9024
2022-03-17,45.7099
2022-03-18,46.0091
2022-03-19,46.0091
2022-03-20,46.0091
2022-03-21,45.1767
2022-03-22,46.881
2022-03-23,44.0664
2022-03-24,44.8567
2022-03-25,45.7695
2022-03-26,45.7695
2022-03-27,45.7695
2022-03-28,43.7017
2022-03-29,45.1424
2022-03-30,43.4277
2022-03-31,43.4277
2022-04-01,44.7048
2022-04-02,44.7048
2022-04-03,44.7048
2022-04-04,45.3682
2022-04-05,45.003
2022-04-06,44.5016
2022-04-07,42.8483
2022-04-08,43.1322
2022-04-09,43.1322
2022-04-10,43.1322
2022-04-11,43.7392
2022-04-12,42.6406
2022-04-13,43.4798
2022-04-14,42.4921
2022-04-15,42.4921
2022-04-16,42.4921
2022-04-17,42.4921
2022-04-18,46.3339
2022-04-19,49.0743
2022-04-20,52.2169
2022-04-21,55.4213
2022-04-22,49.1503
2022-04-23,49.1503
2022-04-24,49.1503
2022-04-25,49.6433
2022-04-26,46.7246
2022-04-27,46.6832
2022-04-28,45.5749
2022-04-29,44.382
2022-04-30,44.382
2022-05-01,44.382
2022-05-02,45.8974
2022-05-03,47.0418
2022-05-04,50.547
2022-05-05,49.7019
2022-05-06,48.9469
2022-05-07,48.9469
2022-05-08,48.9469
2022-05-09,50.7979
2022-05-10,50.8911
2022-05-11,50.2264
2022-05-12,50.2761
2022-05-13,48.1112
2022-05-14,48.1112
2022-05-15,48.1112
2022-05-16,44.5104
2022-05-17,47.1766
2022-05-18,46.8375
2022-05-19,45.5068
2022-05-20,46.857
2022-05-21,46.857
2022-05-22,46.857
2022-05-23,54.0602
2022-05-24,56.0549
2022-05-25,56.1329
2022-05-26,57.4803
2022-05-27,59.2444
2022-05-28,59.2444
2022-05-29,59.2444
2022-05-30,59.2444
2022-05-31,59.5033
2022-06-01,61.2145
2022-06-02,62.3354
2022-06-03,62.4056
2022-06-04,62.4056
2022-06-05,62.4056
2022-06-06,58.458
2022-06-07,57.2537
2022-06-08,55.3405
2022-06-09,54.9502
2022-06-10,53.7732
2022-06-11,53.7732
2022-06-12,53.7732
2022-06-13,52.1552
2022-06-14,52.2966
2022-06-15,54.4107
2022-06-16,55.1151
2022-06-17,58.8495
2022-06-18,58.8495
2022-06-19,58.8495
2022-06-20,58.8495
2022-06-21,60.3614
2022-06-22,60.611
2022-06-23,55.3183
2022-06-24,54.0154
2022-06-25,54.0154
2022-06-26,54.0154
2022-06-27,56.9368
2022-06-28,56.9368
2022-06-29,56.4771
2022-06-30,57.5409
2022-07-01,59.0043
2022-07-02,59.0043
2022-07-03,59.0043
2022-07-04,59.0043
2022-07-05,61.7509
2022-07-06,62.3802
2022-07-07,63.2384
2022-07-08,63.3105
2022-07-09,63.3105
2022-07-10,63.3105
2022-07-11,61.7741
2022-07-12,60.0513
2022-07-13,55.6901
2022-07-14,53.293
2022-07-15,56.2874
2022-07-16,56.2874
2022-07-17,56.2874
2022-07-18,56.718
2022-07-19,58.8733
2022-07-20,57.7981
2022-07-21,57.9204
2022-07-22,59.2441
2022-07-23,59.2441
2022-07-24,59.2441
2022-07-25,60.87
2022-07-26,65.3953
2022-07-27,68.5304
2022-07-28,69.2797
2022-07-29,69.9803
2022-07-30,69.9803
2022-07-31,69.9803
2022-08-01,70.5717
2022-08-02,65.8459
2022-08-03,65.0943
2022-08-04,64.3625
2022-08-05,65.6679
2022-08-06,65.6679
2022-08-07,65.6679
2022-08-08,64.5457
2022-08-09,66.4468
2022-08-10,67.1608
2022-08-11,67.6978
2022-08-12,70.0527
2022-08-13,70.0527
2022-08-14,70.0527
2022-08-15,70.3775
2022-08-16,70.2514
2022-08-17,70.2514
2022-08-18,68.5752
2022-08-19,65.8349
2022-08-20,65.8349
2022-08-21,65.8349
2022-08-22,62.273
2022-08-23,60.042
2022-08-24,60.1169
2022-08-25,61.8714
2022-08-26,58.1393
2022-08-27,58.1393
2022-08-28,58.1393
2022-08-29,53.8743
2022-08-30,53.936
2022-08-31,53.1275
2022-09-01,52.9781
2022-09-02,51.4808
2022-09-03,51.4808
2022-09-04,51.4808
2022-09-05,51.4808
2022-09-06,52.7472
2022-09-07,55.2725
2022-09-08,55.8666
2022-09-09,57.2104
2022-09-10,57.2104
2022-09-11,57.2104
2022-09-12,59.5402
2022-09-13,54.1919
2022-09-14,55.0477
2022-09-15,56.2555
2022-09-16,55.5066
2022-09-17,55.5066
2022-09-18,55.5066
2022-09-19,57.7724
2022-09-20,59.2541
2022-09-21,58.6536
2022-09-22,57.0497
2022-09-23,55.1971
2022-09-24,55.1971
2022-09-25,55.1971
2022-09-26,56.1236
2022-09-27,54.922
2022-09-28,57.9633
2022-09-29,55.0366
2022-09-30,53.758
2022-10-01,53.758
2022-10-02,53.758
2022-10-03,55.5188
2022-10-04,58.4055
2022-10-05,57.9586
2022-10-06,57.4768
2022-10-07,54.9062
2022-10-08,54.9062
2022-10-09,54.9062
2022-10-10,56.9973
2022-10-11,57.3745
2022-10-12,54.8093
2022-10-13,58.0925
2022-10-14,59.0564
2022-10-15,59.0564
2022-10-16,59.0564
2022-10-17,61.8658
2022-10-18,59.7326
2022-10-19,60.0842
2022-10-20,55.6838
2022-10-21,58.3184
2022-10-22,58.3184
2022-10-23,58.3184
2022-10-24,59.4625
2022-10-25,60.2211
2022-10-26,60.5436
2022-10-27,63.1465
2022-10-28,67.8141
2022-10-29,67.8141
2022-10-30,67.8141
2022-10-31,67.167
2022-11-01,66.329
2022-11-02,58.957
2022-11-03,56.3448
2022-11-04,58.4039
2022-11-05,58.4039
2022-11-06,58.4039
2022-11-07,57.9847
2022-11-08,56.2111
2022-11-09,55.6928
2022-11-10,58.8049
2022-11-11,54.1545
2022-11-12,54.1545
2022-11-13,54.1545
2022-11-14,55.2344
2022-11-15,56.7908
2022-11-16,55.8843
2022-11-17,55.6645
2022-11-18,54.5547
2022-11-19,54.5547
2022-11-20,54.5547
2022-11-21,56.0544
2022-11-22,56.4465
2022-11-23,55.1318
2022-11-24,55.1318
2022-11-25,56.923
2022-11-26,56.923
2022-11-27,56.923
2022-11-28,54.7873
2022-11-29,53.0938
2022-11-30,53.9106
2022-12-01,54.0187
2022-12-02,54.1484
2022-12-03,54.1484
2022-12-04,54.1484
2022-12-05,48.0576
2022-12-06,47.8561
2022-12-07,47.8561
2022-12-08,47.8366
2022-12-09,48.7446
2022-12-10,48.7446
2022-12-11,48.7446
2022-12-12,51.2526
2022-12-13,50.4231
2022-12-14,41.2064
2022-12-15,38.5221
2022-12-16,38.6518
2022-12-17,38.6518
2022-12-18,38.6518
2022-12-19,37.6381
2022-12-20,36.9473
2022-12-21,40.8868
2022-12-22,39.5307
2022-12-23,40.6243
2022-12-24,40.6243
2022-12-25,40.6243
2022-12-26,40.6243
2022-12-27,39.8209
2022-12-28,41.5389
2022-12-29,42.6537
2022-12-30,41.489
2022-12-31,41.489
2023-01-01,41.489
2023-01-02,41.489
2023-01-03,39.1997
2023-01-04,37.5199
2023-01-05,36.2478
2023-01-06,39.9293
2023-01-07,39.9293
2023-01-08,39.9293
2023-01-09,39.1129
2023-01-10,41.2965
2023-01-11,40.3427
2023-01-12,40.6264
2023-01-13,39.7981
2023-01-14,39.7981
2023-01-15,39.7981
2023-01-16,39.7981
2023-01-17,40.6179
2023-01-18,37.8207
2023-01-19,37.2728
2023-01-20,38.6173
2023-01-21,38.6173
2023-01-22,38.6173
2023-01-23,38.0402
2023-01-24,36.9846
2023-01-25,41.6814
2023-01-26,36.8187
2023-01-27,37.1476
2023-01-28,37.1476
2023-01-29,37.1476
2023-01-30,36.2497
2023-01-31,40.6979
2023-02-01,40.5988
2023-02-02,44.6797
2023-02-03,46.7118
2023-02-04,46.7118
2023-02-05,46.7118
2023-02-06,43.8488
2023-02-07,45.4056
2023-02-08,43.8091
2023-02-09,43.3709
2023-02-10,42.6936
2023-02-11,42.6936
2023-02-12,42.6936
2023-02-13,43.8763
2023-02-14,41.4849
2023-02-15,41.8089
2023-02-16,40.744
2023-02-17,43.6912
2023-02-18,43.6912
2023-02-19,43.6912
2023-02-20,43.6912
2023-02-21,42.2519
2023-02-22,41.8066
2023-02-23,42.1848
2023-02-24,41.4267
2023-02-25,41.4267
2023-02-26,41.4267
2023-02-27,40.5499
2023-02-28,41.9982
2023-03-01,40.9968
2023-03-02,40.427
2023-03-03,41.2714
2023-03-04,41.2714
2023-03-05,41.2714
2023-03-06,42.9672
2023-03-07,41.3268
2023-03-08,39.5092
2023-03-09,35.5963
2023-03-10,35.3442
2023-03-11,35.3442
2023-03-12,35.3442
2023-03-13,32.2489
2023-03-14,35.1736
2023-03-15,36.7899
2023-03-16,40.18
2023-03-17,37.4236
2023-03-18,37.4236
2023-03-19,37.4236
2023-03-20,38.8147
