,BBDC US Equity
2023-03-20,37.9609
2023-03-21,41.8028
2023-03-22,40.9288
2023-03-23,40.7818
2023-03-24,42.698
2023-03-25,42.698
2023-03-26,42.698
2023-03-27,43.3304
2023-03-28,41.8956
2023-03-29,43.1928
2023-03-30,44.4753
2023-03-31,46.953
2023-04-01,46.953
2023-04-02,46.953
2023-04-03,46.4173
2023-04-04,44.4919
2023-04-05,41.5728
2023-04-06,43.0753
2023-04-07,43.0753
2023-04-08,43.0753
2023-04-09,43.0753
2023-04-10,41.6507
2023-04-11,41.493
2023-04-12,39.7788
2023-04-13,43.3033
2023-04-14,42.6576
2023-04-15,42.6576
2023-04-16,42.6576
2023-04-17,45.9899
2023-04-18,43.2287
2023-04-19,44.8409
2023-04-20,42.4999
2023-04-21,42.911
2023-04-22,42.911
2023-04-23,42.911
2023-04-24,43.7432
2023-04-25,42.0015
2023-04-26,41.3817
2023-04-27,43.7434
2023-04-28,45.3984
2023-04-29,45.3984
2023-04-30,45.3984
2023-05-01,44.8861
2023-05-02,42.725
2023-05-03,42.2395
2023-05-04,40.1921
2023-05-05,39.4316
2023-05-06,39.4316
2023-05-07,39.4316
2023-05-08,39.1253
2023-05-09,38.5064
2023-05-10,39.739
2023-05-11,42.8217
2023-05-12,42.4759
2023-05-13,42.4759
2023-05-14,42.4759
2023-05-15,45.0029
2023-05-16,46.7624
2023-05-17,48.2608
2023-05-18,52.05
2023-05-19,52.9874
2023-05-20,52.9874
2023-05-21,52.9874
2023-05-22,53.7358
2023-05-23,53.5155
2023-05-24,52.843
2023-05-25,52.615
2023-05-26,54.0506
2023-05-27,54.0506
2023-05-28,54.0506
2023-05-29,54.0506
2023-05-30,54.8589
2023-05-31,54.6105
2023-06-01,54.1035
2023-06-02,54.9684
2023-06-03,54.9684
2023-06-04,54.9684
2023-06-05,54.4378
2023-06-06,53.6086
2023-06-07,55.0259
2023-06-08,56.18
2023-06-09,57.0912
2023-06-10,57.0912
2023-06-11,57.0912
2023-06-12,58.8612
2023-06-13,59.0795
2023-06-14,58.1224
2023-06-15,61.1599
2023-06-16,53.1795
2023-06-17,53.1795
2023-06-18,53.1795
2023-06-19,53.1795
2023-06-20,53.6266
2023-06-21,53.8545
2023-06-22,52.5193
2023-06-23,50.2017
2023-06-24,50.2017
2023-06-25,50.2017
2023-06-26,52.3758
2023-06-27,54.4337
2023-06-28,55.3213
2023-06-29,55.9866
2023-06-30,55.1373
2023-07-01,55.1373
2023-07-02,55.1373
2023-07-03,56.0567
2023-07-04,56.0567
2023-07-05,54.0514
2023-07-06,49.8359
2023-07-07,51.5462
2023-07-08,51.5462
2023-07-09,51.5462
2023-07-10,50.7786
2023-07-11,51.0301
2023-07-12,53.488
2023-07-13,55.1193
2023-07-14,55.8065
2023-07-15,55.8065
2023-07-16,55.8065
2023-07-17,56.2682
2023-07-18,58.2968
2023-07-19,58.2968
2023-07-20,56.4293
2023-07-21,58.7098
2023-07-22,58.7098
2023-07-23,58.7098
2023-07-24,60.009
2023-07-25,59.048
2023-07-26,61.593
2023-07-27,62.9813
2023-07-28,63.9443
2023-07-29,63.9443
2023-07-30,63.9443
2023-07-31,64.5172
2023-08-01,63.8179
2023-08-02,64.0196
2023-08-03,64.0196
2023-08-04,65.8533
2023-08-05,65.8533
2023-08-06,65.8533
2023-08-07,66.825
2023-08-08,66.4339
2023-08-09,67.9847
2023-08-10,74.2838
2023-08-11,76.2852
2023-08-12,76.2852
2023-08-13,76.2852
2023-08-14,74.1774
2023-08-15,72.7904
2023-08-16,75.2989
2023-08-17,71.4074
2023-08-18,71.7845
2023-08-19,71.7845
2023-08-20,71.7845
2023-08-21,70.8182
2023-08-22,68.5897
2023-08-23,69.4423
2023-08-24,69.4423
2023-08-25,70.1646
2023-08-26,70.1646
2023-08-27,70.1646
2023-08-28,71.0151
2023-08-29,71.8453
2023-08-30,71.9837
2023-08-31,71.6196
2023-09-01,72.4834
2023-09-02,72.4834
2023-09-03,72.4834
2023-09-04,72.4834
2023-09-05,65.7404
2023-09-06,62.5712
2023-09-07,62.2607
2023-09-08,64.4506
2023-09-09,64.4506
2023-09-10,64.4506
2023-09-11,65.6533
2023-09-12,64.6831
2023-09-13,63.391
2023-09-14,64.1322
2023-09-15,62.8165
2023-09-16,62.8165
2023-09-17,62.8165
2023-09-18,63.3991
2023-09-19,63.7903
2023-09-20,62.4101
2023-09-21,56.699
2023-09-22,58.2365
2023-09-23,58.2365
2023-09-24,58.2365
2023-09-25,56.4589
2023-09-26,54.7308
2023-09-27,56.5646
2023-09-28,59.7288
2023-09-29,59.7288
2023-09-30,59.7288
2023-10-01,59.7288
2023-10-02,55.4091
2023-10-03,51.7926
2023-10-04,58.2379
2023-10-05,59.9681
2023-10-06,57.9801
2023-10-07,57.9801
2023-10-08,57.9801
2023-10-09,58.8619
2023-10-10,58.1051
2023-10-11,59.3661
2023-10-12,58.0744
2023-10-13,57.3006
2023-10-14,57.3006
2023-10-15,57.3006
2023-10-16,60.3943
2023-10-17,58.5862
2023-10-18,56.3427
2023-10-19,54.4262
2023-10-20,53.0267
2023-10-21,53.0267
2023-10-22,53.0267
2023-10-23,52.5607
2023-10-24,52.3229
2023-10-25,50.4341
2023-10-26,50.8926
2023-10-27,48.7917
2023-10-28,48.7917
2023-10-29,48.7917
2023-10-30,51.7669
2023-10-31,52.8567
2023-11-01,55.5574
2023-11-02,59.2709
2023-11-03,61.2791
2023-11-04,61.2791
2023-11-05,61.2791
2023-11-06,60.2546
2023-11-07,59.9952
2023-11-08,61.0364
2023-11-09,62.5488
2023-11-10,52.0905
2023-11-11,52.0905
2023-11-12,52.0905
2023-11-13,48.3719
2023-11-14,52.0871
2023-11-15,51.539
2023-11-16,50.2623
2023-11-17,51.8487
2023-11-18,51.8487
2023-11-19,51.8487
2023-11-20,52.0246
2023-11-21,52.0246
2023-11-22,52.3968
2023-11-23,52.3968
2023-11-24,54.2331
2023-11-25,54.2331
2023-11-26,54.2331
2023-11-27,52.9649
2023-11-28,51.31
2023-11-29,52.2742
2023-11-30,53.0437
2023-12-01,53.8141
2023-12-02,53.8141
2023-12-03,53.8141
2023-12-04,53.1377
2023-12-05,49.5964
2023-12-06,50.0271
2023-12-07,50.681
2023-12-08,51.9809
2023-12-09,51.9809
2023-12-10,51.9809
2023-12-11,52.1981
2023-12-12,53.7144
2023-12-13,54.1443
2023-12-14,53.629
2023-12-15,53.3663
2023-12-16,53.3663
2023-12-17,53.3663
2023-12-18,54.0646
2023-12-19,55.6671
2023-12-20,50.94
2023-12-21,50.94
2023-12-22,50.94
2023-12-23,50.94
2023-12-24,50.94
2023-12-25,50.94
2023-12-26,50.4134
2023-12-27,50.1453
2023-12-28,48.2857
2023-12-29,47.5046
2023-12-30,47.5046
2023-12-31,47.5046
2024-01-01,47.5046
2024-01-02,53.0089
2024-01-03,50.6541
2024-01-04,56.0409
2024-01-05,56.2468
2024-01-06,56.2468
2024-01-07,56.2468
2024-01-08,56.4578
2024-01-09,54.5531
2024-01-10,55.2228
2024-01-11,53.326
2024-01-12,54.2548
2024-01-13,54.2548
2024-01-14,54.2548
2024-01-15,54.2548
2024-01-16,53.702
2024-01-17,53.4205
2024-01-18,52.0102
2024-01-19,52.7839
2024-01-20,52.7839
2024-01-21,52.7839
2024-01-22,54.0609
2024-01-23,56.9514
2024-01-24,56.9514
2024-01-25,58.5783
2024-01-26,61.5824
2024-01-27,61.5824
2024-01-28,61.5824
2024-01-29,57.5716
2024-01-30,58.4333
2024-01-31,54.1658
2024-02-01,50.8371
2024-02-02,51.0764
2024-02-03,51.0764
2024-02-04,51.0764
2024-02-05,49.099
2024-02-06,48.1351
2024-02-07,49.9151
2024-02-08,49.167
2024-02-09,50.4475
2024-02-10,50.4475
2024-02-11,50.4475
2024-02-12,52.4308
2024-02-13,50.3462
2024-02-14,50.3462
2024-02-15,54.0148
2024-02-16,54.4787
2024-02-17,54.4787
2024-02-18,54.4787
2024-02-19,54.4787
2024-02-20,56.9497
2024-02-21,56.6605
2024-02-22,58.4087
2024-02-23,66.3152
2024-02-24,66.3152
2024-02-25,66.3152
2024-02-26,67.9937
2024-02-27,69.6865
2024-02-28,64.7791
2024-02-29,66.1491
2024-03-01,66.5528
2024-03-02,66.5528
2024-03-03,66.5528
2024-03-04,66.2802
2024-03-05,61.965
2024-03-06,64.0818
2024-03-07,64.8054
2024-03-08,66.2138
2024-03-09,66.2138
2024-03-10,66.2138
2024-03-11,60.2299
2024-03-12,61.864
2024-03-13,58.2619
2024-03-14,53.0676
2024-03-15,54.5196
2024-03-16,54.5196
2024-03-17,54.5196
2024-03-18,53.3806
2024-03-19,52.2514
2024-03-20,51.3156
2024-03-21,52.8868
2024-03-22,50.6329
2024-03-23,50.6329
2024-03-24,50.6329
2024-03-25,50.6329
2024-03-26,51.7336
2024-03-27,53.3475
2024-03-28,55.4043
2024-03-29,55.4043
2024-03-30,55.4043
2024-03-31,55.4043
2024-04-01,53.9685
2024-04-02,53.9685
2024-04-03,54.3304
2024-04-04,53.2478
2024-04-05,55.0989
2024-04-06,55.0989
2024-04-07,55.0989
2024-04-08,54.2107
