,FFIV US Equity
2023-03-20,48.1529
2023-03-21,50.3121
2023-03-22,46.5381
2023-03-23,46.2192
2023-03-24,47.0512
2023-03-25,47.0512
2023-03-26,47.0512
2023-03-27,45.48
2023-03-28,46.0069
2023-03-29,48.1827
2023-03-30,49.496
2023-03-31,51.8384
2023-04-01,51.8384
2023-04-02,51.8384
2023-04-03,50.815
2023-04-04,52.1282
2023-04-05,53.2221
2023-04-06,52.6959
2023-04-07,52.6959
2023-04-08,52.6959
2023-04-09,52.6959
2023-04-10,52.5752
2023-04-11,51.6298
2023-04-12,49.9888
2023-04-13,53.2285
2023-04-14,51.1043
2023-04-15,51.1043
2023-04-16,51.1043
2023-04-17,50.922
2023-04-18,48.41
2023-04-19,43.0427
2023-04-20,40.7309
2023-04-21,40.6215
2023-04-22,40.6215
2023-04-23,40.6215
2023-04-24,40.3097
2023-04-25,37.7429
2023-04-26,38.206
2023-04-27,39.8978
2023-04-28,42.5883
2023-04-29,42.5883
2023-04-30,42.5883
2023-05-01,42.5028
2023-05-02,40.4271
2023-05-03,39.8806
2023-05-04,39.8931
2023-05-05,42.488
2023-05-06,42.488
2023-05-07,42.488
2023-05-08,44.6409
2023-05-09,44.3765
2023-05-10,44.9785
2023-05-11,44.52
2023-05-12,47.9339
2023-05-13,47.9339
2023-05-14,47.9339
2023-05-15,50.4486
2023-05-16,48.0881
2023-05-17,49.6968
2023-05-18,52.5732
2023-05-19,53.118
2023-05-20,53.118
2023-05-21,53.118
2023-05-22,55.2635
2023-05-23,54.7036
2023-05-24,52.8345
2023-05-25,55.0883
2023-05-26,58.0206
2023-05-27,58.0206
2023-05-28,58.0206
2023-05-29,58.0206
2023-05-30,57.3413
2023-05-31,57.2805
2023-06-01,55.6552
2023-06-02,56.1392
2023-06-03,56.1392
2023-06-04,56.1392
2023-06-05,53.9582
2023-06-06,54.205
2023-06-07,54.6035
2023-06-08,55.1874
2023-06-09,55.8812
2023-06-10,55.8812
2023-06-11,55.8812
2023-06-12,57.8244
2023-06-13,59.5208
2023-06-14,58.5994
2023-06-15,60.3482
2023-06-16,60.7979
2023-06-17,60.7979
2023-06-18,60.7979
2023-06-19,60.7979
2023-06-20,56.7724
2023-06-21,52.3764
2023-06-22,51.4294
2023-06-23,50.9411
2023-06-24,50.9411
2023-06-25,50.9411
2023-06-26,50.8558
2023-06-27,53.1398
2023-06-28,51.227
2023-06-29,52.3292
2023-06-30,52.8972
2023-07-01,52.8972
2023-07-02,52.8972
2023-07-03,52.7116
2023-07-04,52.7116
2023-07-05,52.8582
2023-07-06,48.8481
2023-07-07,49.1729
2023-07-08,49.1729
2023-07-09,49.1729
2023-07-10,54.149
2023-07-11,55.396
2023-07-12,54.8947
2023-07-13,56.4589
2023-07-14,52.6297
2023-07-15,52.6297
2023-07-16,52.6297
2023-07-17,54.0296
2023-07-18,55.8023
2023-07-19,56.8006
2023-07-20,54.6371
2023-07-21,54.2784
2023-07-22,54.2784
2023-07-23,54.2784
2023-07-24,55.8229
2023-07-25,63.8035
2023-07-26,58.6886
2023-07-27,59.2341
2023-07-28,59.6352
2023-07-29,59.6352
2023-07-30,59.6352
2023-07-31,61.4418
2023-08-01,62.7227
2023-08-02,61.4732
2023-08-03,63.3423
2023-08-04,61.02
2023-08-05,61.02
2023-08-06,61.02
2023-08-07,62.0327
2023-08-08,60.8195
2023-08-09,59.9388
2023-08-10,58.1706
2023-08-11,57.3825
2023-08-12,57.3825
2023-08-13,57.3825
2023-08-14,58.1734
2023-08-15,55.1824
2023-08-16,55.232
2023-08-17,54.7306
2023-08-18,54.8578
2023-08-19,54.8578
2023-08-20,54.8578
2023-08-21,55.7683
2023-08-22,55.659
2023-08-23,57.9905
2023-08-24,54.6257
2023-08-25,56.2051
2023-08-26,56.2051
2023-08-27,56.2051
2023-08-28,57.7667
2023-08-29,60.0494
2023-08-30,61.4587
2023-08-31,62.2759
2023-09-01,63.1113
2023-09-02,63.1113
2023-09-03,63.1113
2023-09-04,63.1113
2023-09-05,63.0809
2023-09-06,61.8926
2023-09-07,58.3901
2023-09-08,57.1203
2023-09-09,57.1203
2023-09-10,57.1203
2023-09-11,57.2379
2023-09-12,56.5957
2023-09-13,56.7554
2023-09-14,57.1745
2023-09-15,53.8029
2023-09-16,53.8029
2023-09-17,53.8029
2023-09-18,56.559
2023-09-19,57.0797
2023-09-20,56.2458
2023-09-21,51.6866
2023-09-22,53.0957
2023-09-23,53.0957
2023-09-24,53.0957
2023-09-25,52.9014
2023-09-26,49.0423
2023-09-27,51.531
2023-09-28,55.6916
2023-09-29,55.5174
2023-09-30,55.5174
2023-10-01,55.5174
2023-10-02,56.407
2023-10-03,53.1235
2023-10-04,48.7061
2023-10-05,48.4351
2023-10-06,49.3342
2023-10-07,49.3342
2023-10-08,49.3342
2023-10-09,48.9287
2023-10-10,51.2571
2023-10-11,50.558
2023-10-12,47.7659
2023-10-13,43.001
2023-10-14,43.001
2023-10-15,43.001
2023-10-16,47.1575
2023-10-17,46.1824
2023-10-18,44.2216
2023-10-19,41.9267
2023-10-20,41.791
2023-10-21,41.791
2023-10-22,41.791
2023-10-23,40.0565
2023-10-24,42.3775
2023-10-25,46.4332
2023-10-26,46.2667
2023-10-27,44.5746
2023-10-28,44.5746
2023-10-29,44.5746
2023-10-30,44.0478
2023-10-31,46.8478
2023-11-01,47.2282
2023-11-02,48.3295
2023-11-03,49.7122
2023-11-04,49.7122
2023-11-05,49.7122
2023-11-06,50.2247
2023-11-07,52.0013
2023-11-08,51.6753
2023-11-09,51.768
2023-11-10,55.2428
2023-11-11,55.2428
2023-11-12,55.2428
2023-11-13,54.6829
2023-11-14,60.3145
2023-11-15,60.5844
2023-11-16,55.8912
2023-11-17,57.7488
2023-11-18,57.7488
2023-11-19,57.7488
2023-11-20,58.7493
2023-11-21,60.2403
2023-11-22,61.1882
2023-11-23,61.1882
2023-11-24,62.0334
2023-11-25,62.0334
2023-11-26,62.0334
2023-11-27,61.3424
2023-11-28,62.5441
2023-11-29,63.4141
2023-11-30,64.3442
2023-12-01,65.4675
2023-12-02,65.4675
2023-12-03,65.4675
2023-12-04,65.901
2023-12-05,61.4335
2023-12-06,59.5226
2023-12-07,59.925
2023-12-08,61.4738
2023-12-09,61.4738
2023-12-10,61.4738
2023-12-11,63.749
2023-12-12,65.2055
2023-12-13,63.2171
2023-12-14,65.5097
2023-12-15,66.0295
2023-12-16,66.0295
2023-12-17,66.0295
2023-12-18,67.5541
2023-12-19,66.3999
2023-12-20,63.4608
2023-12-21,64.421
2023-12-22,65.1204
2023-12-23,65.1204
2023-12-24,65.1204
2023-12-25,65.1204
2023-12-26,66.0711
2023-12-27,65.4903
2023-12-28,65.2773
2023-12-29,64.1665
2023-12-30,64.1665
2023-12-31,64.1665
2024-01-01,64.1665
2024-01-02,60.138
2024-01-03,57.2219
2024-01-04,54.2956
2024-01-05,53.8883
2024-01-06,53.8883
2024-01-07,53.8883
2024-01-08,57.1433
2024-01-09,56.3785
2024-01-10,57.969
2024-01-11,58.4941
2024-01-12,58.3296
2024-01-13,58.3296
2024-01-14,58.3296
2024-01-15,58.3296
2024-01-16,58.3397
2024-01-17,59.6054
2024-01-18,62.2445
2024-01-19,62.0935
2024-01-20,62.0935
2024-01-21,62.0935
2024-01-22,63.7314
2024-01-23,62.0218
2024-01-24,62.5369
2024-01-25,65.454
2024-01-26,63.8838
2024-01-27,63.8838
2024-01-28,63.8838
2024-01-29,65.3646
2024-01-30,66.5627
2024-01-31,61.836
2024-02-01,63.6718
2024-02-02,62.7609
2024-02-03,62.7609
2024-02-04,62.7609
2024-02-05,61.7741
2024-02-06,58.8464
2024-02-07,59.6267
2024-02-08,61.4173
2024-02-09,62.6367
2024-02-10,62.6367
2024-02-11,62.6367
2024-02-12,61.9759
2024-02-13,57.5648
2024-02-14,58.7751
2024-02-15,57.8006
2024-02-16,56.2072
2024-02-17,56.2072
2024-02-18,56.2072
2024-02-19,56.2072
2024-02-20,57.0209
2024-02-21,54.312
2024-02-22,58.2184
2024-02-23,58.9995
2024-02-24,58.9995
2024-02-25,58.9995
2024-02-26,59.9672
2024-02-27,58.0242
2024-02-28,58.296
2024-02-29,59.7407
2024-03-01,62.2228
2024-03-02,62.2228
2024-03-03,62.2228
2024-03-04,64.9311
2024-03-05,57.4578
2024-03-06,60.0174
2024-03-07,61.8475
2024-03-08,61.7388
2024-03-09,61.7388
2024-03-10,61.7388
2024-03-11,62.2874
2024-03-12,62.5804
2024-03-13,62.2513
2024-03-14,58.7121
2024-03-15,55.0753
2024-03-16,55.0753
2024-03-17,55.0753
2024-03-18,54.4582
2024-03-19,55.9977
2024-03-20,56.4744
2024-03-21,57.8729
2024-03-22,57.255
2024-03-23,57.255
2024-03-24,57.255
2024-03-25,54.7863
2024-03-26,52.9905
2024-03-27,54.8286
2024-03-28,55.5535
2024-03-29,55.5535
2024-03-30,55.5535
2024-03-31,55.5535
2024-04-01,55.7981
2024-04-02,55.407
2024-04-03,57.3428
2024-04-04,53.6307
2024-04-05,57.3908
2024-04-06,57.3908
2024-04-07,57.3908
2024-04-08,56.5125
