,IBM US Equity
2023-03-21,41.0709
2023-03-22,38.0325
2023-03-23,37.263
2023-03-24,40.7638
2023-03-25,40.7638
2023-03-26,40.7638
2023-03-27,47.1512
2023-03-28,47.1951
2023-03-29,47.7496
2023-03-30,47.0724
2023-03-31,49.8786
2023-04-01,49.8786
2023-04-02,49.8786
2023-04-03,51.2652
2023-04-04,50.5788
2023-04-05,51.3695
2023-04-06,48.9109
2023-04-07,48.9109
2023-04-08,48.9109
2023-04-09,48.9109
2023-04-10,49.7155
2023-04-11,48.8004
2023-04-12,46.0954
2023-04-13,45.2128
2023-04-14,45.6167
2023-04-15,45.6167
2023-04-16,45.6167
2023-04-17,45.1575
2023-04-18,45.0988
2023-04-19,42.9885
2023-04-20,43.064
2023-04-21,42.1544
2023-04-22,42.1544
2023-04-23,42.1544
2023-04-24,41.6773
2023-04-25,42.6738
2023-04-26,42.6123
2023-04-27,44.9114
2023-04-28,43.9996
2023-04-29,43.9996
2023-04-30,43.9996
2023-05-01,43.4779
2023-05-02,41.9812
2023-05-03,39.4013
2023-05-04,38.1531
2023-05-05,40.5444
2023-05-06,40.5444
2023-05-07,40.5444
2023-05-08,40.1725
2023-05-09,39.3102
2023-05-10,41.2552
2023-05-11,39.5285
2023-05-12,43.7473
2023-05-13,43.7473
2023-05-14,43.7473
2023-05-15,44.8149
2023-05-16,45.0224
2023-05-17,49.4481
2023-05-18,50.2581
2023-05-19,52.2547
2023-05-20,52.2547
2023-05-21,52.2547
2023-05-22,52.6796
2023-05-23,53.8823
2023-05-24,49.1327
2023-05-25,51.0606
2023-05-26,54.5732
2023-05-27,54.5732
2023-05-28,54.5732
2023-05-29,54.5732
2023-05-30,55.4887
2023-05-31,53.7969
2023-06-01,55.7267
2023-06-02,59.4321
2023-06-03,59.4321
2023-06-04,59.4321
2023-06-05,59.7271
2023-06-06,59.7958
2023-06-07,62.0602
2023-06-08,62.0994
2023-06-09,63.2643
2023-06-10,63.2643
2023-06-11,63.2643
2023-06-12,64.6776
2023-06-13,66.099
2023-06-14,65.1792
2023-06-15,66.6207
2023-06-16,64.5029
2023-06-17,64.5029
2023-06-18,64.5029
2023-06-19,64.5029
2023-06-20,61.1789
2023-06-21,56.6674
2023-06-22,52.243
2023-06-23,49.4834
2023-06-24,49.4834
2023-06-25,49.4834
2023-06-26,52.3421
2023-06-27,53.7593
2023-06-28,52.8169
2023-06-29,55.9823
2023-06-30,55.5632
2023-07-01,55.5632
2023-07-02,55.5632
2023-07-03,55.3232
2023-07-04,55.3232
2023-07-05,56.1213
2023-07-06,52.5758
2023-07-07,52.4439
2023-07-08,52.4439
2023-07-09,52.4439
2023-07-10,53.6756
2023-07-11,55.8947
2023-07-12,53.1578
2023-07-13,54.7064
2023-07-14,53.8202
2023-07-15,53.8202
2023-07-16,53.8202
2023-07-17,55.0374
2023-07-18,56.6148
2023-07-19,56.7828
2023-07-20,60.5982
2023-07-21,61.281
2023-07-22,61.281
2023-07-23,61.281
2023-07-24,62.0108
2023-07-25,62.9615
2023-07-26,63.8385
2023-07-27,65.9782
2023-07-28,66.4962
2023-07-29,66.4962
2023-07-30,66.4962
2023-07-31,67.2801
2023-08-01,65.436
2023-08-02,66.3781
2023-08-03,66.6912
2023-08-04,66.2128
2023-08-05,66.2128
2023-08-06,66.2128
2023-08-07,68.3803
2023-08-08,67.7545
2023-08-09,63.7737
2023-08-10,64.7002
2023-08-11,64.4087
2023-08-12,64.4087
2023-08-13,64.4087
2023-08-14,61.7309
2023-08-15,61.6433
2023-08-16,58.9796
2023-08-17,59.0094
2023-08-18,60.1327
2023-08-19,60.1327
2023-08-20,60.1327
2023-08-21,61.402
2023-08-22,59.619
2023-08-23,62.3665
2023-08-24,62.5587
2023-08-25,64.9398
2023-08-26,64.9398
2023-08-27,64.9398
2023-08-28,65.7778
2023-08-29,66.3124
2023-08-30,66.8237
2023-08-31,66.747
2023-09-01,68.1459
2023-09-02,68.1459
2023-09-03,68.1459
2023-09-04,68.1459
2023-09-05,68.3814
2023-09-06,68.1892
2023-09-07,66.6936
2023-09-08,66.916
2023-09-09,66.916
2023-09-10,66.916
2023-09-11,67.8866
2023-09-12,62.271
2023-09-13,62.6551
2023-09-14,63.8726
2023-09-15,60.4091
2023-09-16,60.4091
2023-09-17,60.4091
2023-09-18,58.2469
2023-09-19,60.5668
2023-09-20,65.1972
2023-09-21,59.8188
2023-09-22,58.8553
2023-09-23,58.8553
2023-09-24,58.8553
2023-09-25,57.9715
2023-09-26,51.8972
2023-09-27,51.7759
2023-09-28,49.0814
2023-09-29,47.0426
2023-09-30,47.0426
2023-10-01,47.0426
2023-10-02,47.9168
2023-10-03,47.2551
2023-10-04,48.476
2023-10-05,49.2797
2023-10-06,50.1906
2023-10-07,50.1906
2023-10-08,50.1906
2023-10-09,50.4972
2023-10-10,50.3275
2023-10-11,52.3868
2023-10-12,48.6776
2023-10-13,44.1591
2023-10-14,44.1591
2023-10-15,44.1591
2023-10-16,45.5692
2023-10-17,47.5953
2023-10-18,47.0243
2023-10-19,43.9688
2023-10-20,42.7234
2023-10-21,42.7234
2023-10-22,42.7234
2023-10-23,41.6047
2023-10-24,44.3306
2023-10-25,43.2782
2023-10-26,53.924
2023-10-27,52.0481
2023-10-28,52.0481
2023-10-29,52.0481
2023-10-30,52.2007
2023-10-31,54.9129
2023-11-01,55.8918
2023-11-02,57.8952
2023-11-03,58.9611
2023-11-04,58.9611
2023-11-05,58.9611
2023-11-06,60.2138
2023-11-07,59.966
2023-11-08,58.5421
2023-11-09,58.8615
2023-11-10,61.7851
2023-11-11,61.7851
2023-11-12,61.7851
2023-11-13,60.0916
2023-11-14,62.744
2023-11-15,65.0043
2023-11-16,65.4835
2023-11-17,65.1566
2023-11-18,65.1566
2023-11-19,65.1566
2023-11-20,66.6362
2023-11-21,65.7655
2023-11-22,67.0022
2023-11-23,67.0022
2023-11-24,67.0526
2023-11-25,67.0526
2023-11-26,67.0526
2023-11-27,67.4542
2023-11-28,67.5382
2023-11-29,68.3408
2023-11-30,70.4771
2023-12-01,72.2688
2023-12-02,72.2688
2023-12-03,72.2688
2023-12-04,72.7417
2023-12-05,72.993
2023-12-06,70.4228
2023-12-07,70.2844
2023-12-08,71.9387
2023-12-09,71.9387
2023-12-10,71.9387
2023-12-11,73.308
2023-12-12,74.312
2023-12-13,71.7753
2023-12-14,70.1614
2023-12-15,68.6325
2023-12-16,68.6325
2023-12-17,68.6325
2023-12-18,69.154
2023-12-19,66.5073
2023-12-20,63.3003
2023-12-21,64.1645
2023-12-22,65.7202
2023-12-23,65.7202
2023-12-24,65.7202
2023-12-25,65.7202
2023-12-26,66.8901
2023-12-27,67.161
2023-12-28,67.4802
2023-12-29,67.0154
2023-12-30,67.0154
2023-12-31,67.0154
2024-01-01,67.0154
2024-01-02,62.4538
2024-01-03,59.5883
2024-01-04,60.6034
2024-01-05,57.2743
2024-01-06,57.2743
2024-01-07,57.2743
2024-01-08,59.9266
2024-01-09,57.9349
2024-01-10,59.4476
2024-01-11,60.6319
2024-01-12,64.7949
2024-01-13,64.7949
2024-01-14,64.7949
2024-01-15,64.7949
2024-01-16,65.9809
2024-01-17,64.2815
2024-01-18,65.0849
2024-01-19,69.428
2024-01-20,69.428
2024-01-21,69.428
2024-01-22,70.5313
2024-01-23,71.4089
2024-01-24,71.3891
2024-01-25,80.5847
2024-01-26,75.9765
2024-01-27,75.9765
2024-01-28,75.9765
2024-01-29,75.5607
2024-01-30,75.9162
2024-01-31,69.8542
2024-02-01,71.6561
2024-02-02,70.1697
2024-02-03,70.1697
2024-02-04,70.1697
2024-02-05,67.0954
2024-02-06,67.0826
2024-02-07,67.2961
2024-02-08,68.7573
2024-02-09,69.9629
2024-02-10,69.9629
2024-02-11,69.9629
2024-02-12,69.71
2024-02-13,66.3194
2024-02-14,66.1435
2024-02-15,68.3477
2024-02-16,68.8375
2024-02-17,68.8375
2024-02-18,68.8375
2024-02-19,68.8375
2024-02-20,63.3104
2024-02-21,58.9502
2024-02-22,62.1979
2024-02-23,63.2061
2024-02-24,63.2061
2024-02-25,63.2061
2024-02-26,61.4217
2024-02-27,61.939
2024-02-28,62.2434
2024-02-29,61.9217
2024-03-01,64.1705
2024-03-02,64.1705
2024-03-03,64.1705
2024-03-04,67.239
2024-03-05,65.9054
2024-03-06,68.367
2024-03-07,68.5788
2024-03-08,67.8491
2024-03-09,67.8491
2024-03-10,67.8491
2024-03-11,62.8969
2024-03-12,66.5209
2024-03-13,65.3423
2024-03-14,61.9068
2024-03-15,59.5685
2024-03-16,59.5685
2024-03-17,59.5685
2024-03-18,59.9793
2024-03-19,61.0684
2024-03-20,61.4759
2024-03-21,59.3409
2024-03-22,58.2639
2024-03-23,58.2639
2024-03-24,58.2639
2024-03-25,56.2223
2024-03-26,55.9355
2024-03-27,57.7058
2024-03-28,57.8277
2024-03-29,57.8277
2024-03-30,57.8277
2024-03-31,57.8277
2024-04-01,56.6349
2024-04-02,55.6367
2024-04-03,57.2923
2024-04-04,54.2248
2024-04-05,55.2301
2024-04-06,55.2301
2024-04-07,55.2301
2024-04-08,55.7991
