,SIGI US Equity
2020-09-26,39.8175
2020-09-27,39.8175
2020-09-28,41.5775
2020-09-29,42.8041
2020-09-30,44.816
2020-10-01,45.9049
2020-10-02,46.576
2020-10-03,46.576
2020-10-04,46.576
2020-10-05,49.0095
2020-10-06,47.7797
2020-10-07,49.318
2020-10-08,49.1406
2020-10-09,49.454
2020-10-10,49.454
2020-10-11,49.454
2020-10-12,53.0082
2020-10-13,47.7934
2020-10-14,47.0227
2020-10-15,47.9317
2020-10-16,47.3342
2020-10-17,47.3342
2020-10-18,47.3342
2020-10-19,44.501
2020-10-20,46.0241
2020-10-21,51.0253
2020-10-22,53.9562
2020-10-23,54.5775
2020-10-24,54.5775
2020-10-25,54.5775
2020-10-26,53.2857
2020-10-27,50.2471
2020-10-28,48.1725
2020-10-29,50.0893
2020-10-30,46.9657
2020-10-31,46.9657
2020-11-01,46.9657
2020-11-02,49.6382
2020-11-03,50.8604
2020-11-04,50.2213
2020-11-05,52.0409
2020-11-06,52.4405
2020-11-07,52.4405
2020-11-08,52.4405
2020-11-09,57.2608
2020-11-10,60.9746
2020-11-11,60.0466
2020-11-12,56.8027
2020-11-13,59.211
2020-11-14,59.211
2020-11-15,59.211
2020-11-16,62.602
2020-11-17,61.8244
2020-11-18,60.4513
2020-11-19,58.626
2020-11-20,59.3472
2020-11-21,59.3472
2020-11-22,59.3472
2020-11-23,60.1397
2020-11-24,62.8465
2020-11-25,62.0976
2020-11-26,62.0976
2020-11-27,60.7497
2020-11-28,60.7497
2020-11-29,60.7497
2020-11-30,57.2501
2020-12-01,58.9476
2020-12-02,60.1746
2020-12-03,59.4537
2020-12-04,61.2543
2020-12-05,61.2543
2020-12-06,61.2543
2020-12-07,59.5757
2020-12-08,61.1211
2020-12-09,61.3934
2020-12-10,61.635
2020-12-11,60.9639
2020-12-12,60.9639
2020-12-13,60.9639
2020-12-14,61.4366
2020-12-15,63.9165
2020-12-16,64.3256
2020-12-17,64.3256
2020-12-18,63.2511
2020-12-19,63.2511
2020-12-20,63.2511
2020-12-21,60.4375
2020-12-22,59.9153
2020-12-23,60.2986
2020-12-24,60.4867
2020-12-25,60.4867
2020-12-26,60.4867
2020-12-27,60.4867
2020-12-28,60.8996
2020-12-29,58.7013
2020-12-30,59.7548
2020-12-31,59.9723
2021-01-01,59.9723
2021-01-02,59.9723
2021-01-03,59.9723
2021-01-04,55.6195
2021-01-05,56.4536
2021-01-06,62.7908
2021-01-07,63.2705
2021-01-08,61.1044
2021-01-09,61.1044
2021-01-10,61.1044
2021-01-11,60.6789
2021-01-12,62.3081
2021-01-13,59.0994
2021-01-14,58.2622
2021-01-15,57.3802
2021-01-16,57.3802
2021-01-17,57.3802
2021-01-18,57.3802
2021-01-19,58.2618
2021-01-20,58.9434
2021-01-21,55.9204
2021-01-22,54.8097
2021-01-23,54.8097
2021-01-24,54.8097
2021-01-25,56.7486
2021-01-26,55.8398
2021-01-27,54.2071
2021-01-28,54.6529
2021-01-29,50.3794
2021-01-30,50.3794
2021-01-31,50.3794
2021-02-01,50.3422
2021-02-02,49.9986
2021-02-03,47.7866
2021-02-04,49.5477
2021-02-05,49.9744
2021-02-06,49.9744
2021-02-07,49.9744
2021-02-08,52.0162
2021-02-09,52.4849
2021-02-10,53.1664
2021-02-11,57.7148
2021-02-12,55.5057
2021-02-13,55.5057
2021-02-14,55.5057
2021-02-15,55.5057
2021-02-16,52.1195
2021-02-17,54.2874
2021-02-18,53.7718
2021-02-19,53.9978
2021-02-20,53.9978
2021-02-21,53.9978
2021-02-22,56.0822
2021-02-23,55.5698
2021-02-24,57.8758
2021-02-25,54.7261
2021-02-26,54.2749
2021-02-27,54.2749
2021-02-28,54.2749
2021-03-01,58.018
2021-03-02,55.0007
2021-03-03,55.83
2021-03-04,54.2971
2021-03-05,58.6447
2021-03-06,58.6447
2021-03-07,58.6447
2021-03-08,62.8749
2021-03-09,61.7658
2021-03-10,63.7503
2021-03-11,64.1059
2021-03-12,64.1059
2021-03-13,64.1059
2021-03-14,64.1059
2021-03-15,65.5973
2021-03-16,64.7279
2021-03-17,65.3339
2021-03-18,62.1706
2021-03-19,57.8631
2021-03-20,57.8631
2021-03-21,57.8631
2021-03-22,54.9932
2021-03-23,54.5328
2021-03-24,54.7738
2021-03-25,56.8589
2021-03-26,58.2158
2021-03-27,58.2158
2021-03-28,58.2158
2021-03-29,55.8497
2021-03-30,56.0419
2021-03-31,54.6043
2021-04-01,55.8229
2021-04-02,55.8229
2021-04-03,55.8229
2021-04-04,55.8229
2021-04-05,56.616
2021-04-06,57.7624
2021-04-07,57.6173
2021-04-08,58.0224
2021-04-09,59.126
2021-04-10,59.126
2021-04-11,59.126
2021-04-12,59.8034
2021-04-13,57.8642
2021-04-14,59.4613
2021-04-15,59.8818
2021-04-16,61.5914
2021-04-17,61.5914
2021-04-18,61.5914
2021-04-19,60.426
2021-04-20,58.7366
2021-04-21,60.5888
2021-04-22,57.0135
2021-04-23,58.458
2021-04-24,58.458
2021-04-25,58.458
2021-04-26,58.8238
2021-04-27,57.9517
2021-04-28,55.1894
2021-04-29,57.9171
2021-04-30,56.0338
2021-05-01,56.0338
2021-05-02,56.0338
2021-05-03,57.7177
2021-05-04,55.1507
2021-05-05,54.142
2021-05-06,56.6369
2021-05-07,57.3933
2021-05-08,57.3933
2021-05-09,57.3933
2021-05-10,55.933
2021-05-11,54.2734
2021-05-12,49.5386
2021-05-13,54.3756
2021-05-14,55.1021
2021-05-15,55.1021
2021-05-16,55.1021
2021-05-17,55.2433
2021-05-18,53.899
2021-05-19,53.3155
2021-05-20,54.7186
2021-05-21,56.3377
2021-05-22,56.3377
2021-05-23,56.3377
2021-05-24,55.7957
2021-05-25,52.3113
2021-05-26,51.6024
2021-05-27,52.1822
2021-05-28,51.7811
2021-05-29,51.7811
2021-05-30,51.7811
2021-05-31,51.7811
2021-06-01,52.9957
2021-06-02,53.0521
2021-06-03,53.6283
2021-06-04,53.648
2021-06-05,53.648
2021-06-06,53.648
2021-06-07,51.7676
2021-06-08,53.9407
2021-06-09,50.5383
2021-06-10,51.7098
2021-06-11,54.7314
2021-06-12,54.7314
2021-06-13,54.7314
2021-06-14,53.3543
2021-06-15,55.3467
2021-06-16,54.4775
2021-06-17,52.5088
2021-06-18,48.8559
2021-06-19,48.8559
2021-06-20,48.8559
2021-06-21,53.5708
2021-06-22,54.6437
2021-06-23,55.1205
2021-06-24,56.9112
2021-06-25,58.2948
2021-06-26,58.2948
2021-06-27,58.2948
2021-06-28,57.8036
2021-06-29,60.0362
2021-06-30,60.2061
2021-07-01,61.529
2021-07-02,58.914
2021-07-03,58.914
2021-07-04,58.914
2021-07-05,58.914
2021-07-06,55.1767
2021-07-07,56.6731
2021-07-08,52.7464
2021-07-09,55.0388
2021-07-10,55.0388
2021-07-11,55.0388
2021-07-12,54.2108
2021-07-13,51.4647
2021-07-14,51.0007
2021-07-15,52.3344
2021-07-16,53.0222
2021-07-17,53.0222
2021-07-18,53.0222
2021-07-19,48.4932
2021-07-20,52.085
2021-07-21,52.4496
2021-07-22,49.8798
2021-07-23,51.5345
2021-07-24,51.5345
2021-07-25,51.5345
2021-07-26,52.1412
2021-07-27,52.7362
2021-07-28,52.5623
2021-07-29,55.3374
2021-07-30,57.1556
2021-07-31,57.1556
2021-08-01,57.1556
2021-08-02,56.0272
2021-08-03,55.8819
2021-08-04,53.0755
2021-08-05,55.7414
2021-08-06,58.5575
2021-08-07,58.5575
2021-08-08,58.5575
2021-08-09,59.2534
2021-08-10,59.7487
2021-08-11,60.8209
2021-08-12,60.3251
2021-08-13,59.8891
2021-08-14,59.8891
2021-08-15,59.8891
2021-08-16,60.5719
2021-08-17,61.4964
2021-08-18,59.015
2021-08-19,60.135
2021-08-20,61.3525
2021-08-21,61.3525
2021-08-22,61.3525
2021-08-23,60.4949
2021-08-24,59.3426
2021-08-25,58.6784
2021-08-26,55.8977
2021-08-27,58.9509
2021-08-28,58.9509
2021-08-29,58.9509
2021-08-30,57.3864
2021-08-31,56.3473
2021-09-01,57.1849
2021-09-02,55.4974
2021-09-03,55.5915
2021-09-04,55.5915
2021-09-05,55.5915
2021-09-06,55.5915
2021-09-07,52.0598
2021-09-08,52.7015
2021-09-09,50.8529
2021-09-10,48.8483
2021-09-11,48.8483
2021-09-12,48.8483
2021-09-13,48.598
2021-09-14,46.4436
2021-09-15,45.104
2021-09-16,43.6299
2021-09-17,42.9695
2021-09-18,42.9695
2021-09-19,42.9695
2021-09-20,40.1496
2021-09-21,39.7373
2021-09-22,43.3489
2021-09-23,45.9772
2021-09-24,47.9662
2021-09-25,47.9662
2021-09-26,47.9662
2021-09-27,48.8536
2021-09-28,43.8021
2021-09-29,44.4232
2021-09-30,41.8272
2021-10-01,42.9614
2021-10-02,42.9614
2021-10-03,42.9614
2021-10-04,41.0251
2021-10-05,45.5794
2021-10-06,46.7146
2021-10-07,49.7543
2021-10-08,48.1263
2021-10-09,48.1263
2021-10-10,48.1263
2021-10-11,44.6968
2021-10-12,46.9585
2021-10-13,46.9965
2021-10-14,48.43
2021-10-15,49.3372
2021-10-16,49.3372
2021-10-17,49.3372
2021-10-18,47.2932
2021-10-19,46.679
2021-10-20,48.4404
2021-10-21,49.4878
2021-10-22,49.625
2021-10-23,49.625
2021-10-24,49.625
2021-10-25,52.0871
2021-10-26,53.1783
2021-10-27,48.3689
2021-10-28,46.7867
2021-10-29,49.2665
2021-10-30,49.2665
2021-10-31,49.2665
2021-11-01,48.4755
2021-11-02,50.9561
2021-11-03,53.1667
2021-11-04,50.6382
2021-11-05,54.3993
2021-11-06,54.3993
2021-11-07,54.3993
2021-11-08,52.1286
2021-11-09,51.4411
2021-11-10,51.2975
2021-11-11,51.6465
2021-11-12,52.2328
2021-11-13,52.2328
2021-11-14,52.2328
2021-11-15,52.2328
2021-11-16,51.4439
2021-11-17,50.1577
2021-11-18,50.0364
2021-11-19,48.5385
2021-11-20,48.5385
2021-11-21,48.5385
2021-11-22,52.8951
2021-11-23,55.9336
2021-11-24,55.1302
2021-11-25,55.1302
2021-11-26,48.2776
2021-11-27,48.2776
2021-11-28,48.2776
2021-11-29,46.7219
2021-11-30,44.1983
2021-12-01,43.0771
2021-12-02,48.8251
2021-12-03,47.0048
2021-12-04,47.0048
2021-12-05,47.0048
2021-12-06,51.0209
2021-12-07,52.7203
2021-12-08,52.7933
2021-12-09,54.1844
2021-12-10,54.8651
2021-12-11,54.8651
2021-12-12,54.8651
2021-12-13,55.3614
2021-12-14,55.6286
2021-12-15,56.7011
2021-12-16,56.0586
2021-12-17,52.8487
2021-12-18,52.8487
2021-12-19,52.8487
2021-12-20,48.886
2021-12-21,51.8394
2021-12-22,50.5492
2021-12-23,50.0597
2021-12-24,50.0597
2021-12-25,50.0597
2021-12-26,50.0597
2021-12-27,51.9527
2021-12-28,53.5578
2021-12-29,53.7729
2021-12-30,52.5854
2021-12-31,53.6287
2022-01-01,53.6287
2022-01-02,53.6287
2022-01-03,50.9183
2022-01-04,49.7713
2022-01-05,46.3384
2022-01-06,48.9221
2022-01-07,49.5708
2022-01-08,49.5708
2022-01-09,49.5708
2022-01-10,49.8412
2022-01-11,50.6453
2022-01-12,49.6296
2022-01-13,50.8257
2022-01-14,48.7646
2022-01-15,48.7646
2022-01-16,48.7646
2022-01-17,48.7646
2022-01-18,44.8713
2022-01-19,45.2636
2022-01-20,45.8708
2022-01-21,45.6742
2022-01-22,45.6742
2022-01-23,45.6742
2022-01-24,50.267
2022-01-25,47.6657
2022-01-26,46.3148
2022-01-27,45.1469
2022-01-28,48.48
2022-01-29,48.48
2022-01-30,48.48
2022-01-31,49.554
2022-02-01,50.9477
2022-02-02,50.7555
2022-02-03,50.1856
2022-02-04,45.6458
2022-02-05,45.6458
2022-02-06,45.6458
2022-02-07,46.8084
2022-02-08,51.8073
2022-02-09,49.8525
2022-02-10,48.3701
2022-02-11,46.3013
2022-02-12,46.3013
2022-02-13,46.3013
2022-02-14,45.6693
2022-02-15,48.3972
2022-02-16,49.6322
2022-02-17,46.9265
2022-02-18,50.1656
2022-02-19,50.1656
2022-02-20,50.1656
2022-02-21,50.1656
2022-02-22,49.8724
2022-02-23,49.3074
2022-02-24,51.0291
2022-02-25,57.3916
2022-02-26,57.3916
2022-02-27,57.3916
2022-02-28,56.5308
2022-03-01,55.4391
2022-03-02,55.7605
2022-03-03,56.4243
2022-03-04,56.7802
2022-03-05,56.7802
2022-03-06,56.7802
2022-03-07,55.3062
2022-03-08,54.9463
2022-03-09,54.1265
2022-03-10,55.0968
2022-03-11,55.9835
2022-03-12,55.9835
2022-03-13,55.9835
2022-03-14,58.9341
2022-03-15,59.087
2022-03-16,58.7372
2022-03-17,60.4062
2022-03-18,59.9559
2022-03-19,59.9559
2022-03-20,59.9559
2022-03-21,61.8205
2022-03-22,62.4461
2022-03-23,61.5613
2022-03-24,63.2597
2022-03-25,65.2607
2022-03-26,65.2607
2022-03-27,65.2607
2022-03-28,65.7094
2022-03-29,65.418
2022-03-30,66.1807
2022-03-31,61.7621
2022-04-01,64.8222
2022-04-02,64.8222
2022-04-03,64.8222
2022-04-04,58.4468
2022-04-05,57.9095
2022-04-06,57.3446
2022-04-07,57.4925
2022-04-08,56.1431
2022-04-09,56.1431
2022-04-10,56.1431
2022-04-11,54.7929
2022-04-12,53.8086
2022-04-13,54.8326
2022-04-14,52.617
2022-04-15,52.617
2022-04-16,52.617
2022-04-17,52.617
2022-04-18,53.6717
2022-04-19,53.5908
2022-04-20,52.3657
2022-04-21,51.7537
2022-04-22,47.9116
2022-04-23,47.9116
2022-04-24,47.9116
2022-04-25,49.9958
2022-04-26,48.4185
2022-04-27,51.1565
2022-04-28,50.6234
2022-04-29,46.1459
2022-04-30,46.1459
2022-05-01,46.1459
2022-05-02,48.3405
2022-05-03,49.0925
2022-05-04,51.9014
2022-05-05,43.4085
2022-05-06,45.1628
2022-05-07,45.1628
2022-05-08,45.1628
2022-05-09,43.393
2022-05-10,40.1041
2022-05-11,38.4762
2022-05-12,40.2824
2022-05-13,40.0689
2022-05-14,40.0689
2022-05-15,40.0689
2022-05-16,39.8626
2022-05-17,42.9045
2022-05-18,41.8608
2022-05-19,41.0197
2022-05-20,40.6993
2022-05-21,40.6993
2022-05-22,40.6993
2022-05-23,41.0423
2022-05-24,42.6626
2022-05-25,42.4214
2022-05-26,43.0871
2022-05-27,45.0959
2022-05-28,45.0959
2022-05-29,45.0959
2022-05-30,45.0959
2022-05-31,46.886
2022-06-01,44.7479
2022-06-02,49.2542
2022-06-03,46.0943
2022-06-04,46.0943
2022-06-05,46.0943
2022-06-06,47.14
2022-06-07,48.2128
2022-06-08,45.4684
2022-06-09,43.0309
2022-06-10,43.2797
2022-06-11,43.2797
2022-06-12,43.2797
2022-06-13,43.196
2022-06-14,46.0198
2022-06-15,45.7203
2022-06-16,43.3006
2022-06-17,46.7927
2022-06-18,46.7927
2022-06-19,46.7927
2022-06-20,46.7927
2022-06-21,48.0079
2022-06-22,49.4318
2022-06-23,49.1119
2022-06-24,54.2561
2022-06-25,54.2561
2022-06-26,54.2561
2022-06-27,55.5429
2022-06-28,57.6246
2022-06-29,57.7549
2022-06-30,59.9591
2022-07-01,60.5983
2022-07-02,60.5983
2022-07-03,60.5983
2022-07-04,60.5983
2022-07-05,59.1701
2022-07-06,59.3007
2022-07-07,60.6292
2022-07-08,60.9267
2022-07-09,60.9267
2022-07-10,60.9267
2022-07-11,60.3523
2022-07-12,58.8759
2022-07-13,59.163
2022-07-14,48.7297
2022-07-15,50.511
2022-07-16,50.511
2022-07-17,50.511
2022-07-18,46.5632
2022-07-19,48.2167
2022-07-20,48.2319
2022-07-21,49.4598
2022-07-22,48.7275
2022-07-23,48.7275
2022-07-24,48.7275
2022-07-25,51.0094
2022-07-26,52.2056
2022-07-27,51.3253
2022-07-28,45.5855
2022-07-29,44.2197
2022-07-30,44.2197
2022-07-31,44.2197
2022-08-01,43.2089
2022-08-02,41.351
2022-08-03,41.5733
2022-08-04,41.6261
2022-08-05,44.906
2022-08-06,44.906
2022-08-07,44.906
2022-08-08,44.6884
2022-08-09,46.3686
2022-08-10,47.4422
2022-08-11,49.594
2022-08-12,51.8832
2022-08-13,51.8832
2022-08-14,51.8832
2022-08-15,53.4576
2022-08-16,54.1615
2022-08-17,53.9548
2022-08-18,53.5146
2022-08-19,53.7021
2022-08-20,53.7021
2022-08-21,53.7021
2022-08-22,49.5165
2022-08-23,48.236
2022-08-24,48.5628
2022-08-25,51.2601
2022-08-26,49.9967
2022-08-27,49.9967
2022-08-28,49.9967
2022-08-29,49.1118
2022-08-30,47.7428
2022-08-31,47.7097
2022-09-01,48.2303
2022-09-02,47.2739
2022-09-03,47.2739
2022-09-04,47.2739
2022-09-05,47.2739
2022-09-06,47.9342
2022-09-07,51.5348
2022-09-08,53.0172
2022-09-09,53.0344
2022-09-10,53.0344
2022-09-11,53.0344
2022-09-12,52.7135
2022-09-13,50.7099
2022-09-14,50.9011
2022-09-15,52.0927
2022-09-16,51.1198
2022-09-17,51.1198
2022-09-18,51.1198
2022-09-19,53.2895
2022-09-20,53.2246
2022-09-21,53.4397
2022-09-22,50.3281
2022-09-23,49.9076
2022-09-24,49.9076
2022-09-25,49.9076
2022-09-26,47.0224
2022-09-27,49.5306
2022-09-28,52.8935
2022-09-29,52.4521
2022-09-30,50.7012
2022-10-01,50.7012
2022-10-02,50.7012
2022-10-03,54.5157
2022-10-04,58.0693
2022-10-05,56.0962
2022-10-06,57.138
2022-10-07,55.0387
2022-10-08,55.0387
2022-10-09,55.0387
2022-10-10,58.2004
2022-10-11,59.0017
2022-10-12,57.5436
2022-10-13,61.3264
2022-10-14,62.1974
2022-10-15,62.1974
2022-10-16,62.1974
2022-10-17,60.6975
2022-10-18,62.8052
2022-10-19,64.7718
2022-10-20,59.2799
2022-10-21,62.6192
2022-10-22,62.6192
2022-10-23,62.6192
2022-10-24,64.2141
2022-10-25,63.5946
2022-10-26,63.7416
2022-10-27,65.1309
2022-10-28,67.7684
2022-10-29,67.7684
2022-10-30,67.7684
2022-10-31,68.743
2022-11-01,63.7394
2022-11-02,63.3666
2022-11-03,60.0601
2022-11-04,59.478
2022-11-05,59.478
2022-11-06,59.478
2022-11-07,58.1701
2022-11-08,58.8531
2022-11-09,56.3669
2022-11-10,58.9616
2022-11-11,55.1841
2022-11-12,55.1841
2022-11-13,55.1841
2022-11-14,57.7579
2022-11-15,55.4609
2022-11-16,55.3981
2022-11-17,56.0805
2022-11-18,57.1803
2022-11-19,57.1803
2022-11-20,57.1803
2022-11-21,56.2651
2022-11-22,58.2126
2022-11-23,58.8363
2022-11-24,58.8363
2022-11-25,59.9375
2022-11-26,59.9375
2022-11-27,59.9375
2022-11-28,60.2465
2022-11-29,58.5279
2022-11-30,60.3224
2022-12-01,57.2336
2022-12-02,58.0953
2022-12-03,58.0953
2022-12-04,58.0953
2022-12-05,53.8911
2022-12-06,52.9444
2022-12-07,50.6658
2022-12-08,51.319
2022-12-09,49.9356
2022-12-10,49.9356
2022-12-11,49.9356
2022-12-12,50.0451
2022-12-13,48.2505
2022-12-14,47.8492
2022-12-15,43.9379
2022-12-16,44.6684
2022-12-17,44.6684
2022-12-18,44.6684
2022-12-19,47.0965
2022-12-20,49.9711
2022-12-21,52.9793
2022-12-22,50.6106
2022-12-23,51.4793
2022-12-24,51.4793
2022-12-25,51.4793
2022-12-26,51.4793
2022-12-27,51.4637
2022-12-28,48.8442
2022-12-29,50.6818
2022-12-30,48.125
2022-12-31,48.125
2023-01-01,48.125
2023-01-02,48.125
2023-01-03,49.7323
2023-01-04,49.6723
2023-01-05,49.0591
2023-01-06,53.0185
2023-01-07,53.0185
2023-01-08,53.0185
2023-01-09,50.2485
2023-01-10,53.5237
2023-01-11,53.6708
2023-01-12,54.9184
2023-01-13,57.4304
2023-01-14,57.4304
2023-01-15,57.4304
2023-01-16,57.4304
2023-01-17,52.8101
2023-01-18,51.38
2023-01-19,49.0574
2023-01-20,49.6288
2023-01-21,49.6288
2023-01-22,49.6288
2023-01-23,51.8763
2023-01-24,52.9811
2023-01-25,54.0972
2023-01-26,55.7523
2023-01-27,52.7059
2023-01-28,52.7059
2023-01-29,52.7059
2023-01-30,53.7491
2023-01-31,55.5039
2023-02-01,53.5376
2023-02-02,54.8389
2023-02-03,61.5271
2023-02-04,61.5271
2023-02-05,61.5271
2023-02-06,62.0168
2023-02-07,63.3439
2023-02-08,61.3287
2023-02-09,59.0274
2023-02-10,58.9531
2023-02-11,58.9531
2023-02-12,58.9531
2023-02-13,59.9339
2023-02-14,59.3857
2023-02-15,60.6413
2023-02-16,61.0216
2023-02-17,61.5764
2023-02-18,61.5764
2023-02-19,61.5764
2023-02-20,61.5764
2023-02-21,58.4485
2023-02-22,58.3673
2023-02-23,57.6552
2023-02-24,56.4945
2023-02-25,56.4945
2023-02-26,56.4945
2023-02-27,57.3324
2023-02-28,59.3332
2023-03-01,60.5313
2023-03-02,56.6072
2023-03-03,56.1849
2023-03-04,56.1849
2023-03-05,56.1849
2023-03-06,56.7244
2023-03-07,53.4043
2023-03-08,52.6118
2023-03-09,49.4699
2023-03-10,47.9807
2023-03-11,47.9807
2023-03-12,47.9807
2023-03-13,44.7715
2023-03-14,48.7938
2023-03-15,45.4672
2023-03-16,47.0902
2023-03-17,42.8196
2023-03-18,42.8196
