,VCTR US Equity
2021-05-25,56.673
2021-05-26,57.5877
2021-05-27,58.1062
2021-05-28,58.8711
2021-05-29,58.8711
2021-05-30,58.8711
2021-05-31,58.8711
2021-06-01,59.2407
2021-06-02,58.4261
2021-06-03,59.3889
2021-06-04,58.1809
2021-06-05,58.1809
2021-06-06,58.1809
2021-06-07,58.3494
2021-06-08,60.0484
2021-06-09,60.8612
2021-06-10,58.6398
2021-06-11,58.4437
2021-06-12,58.4437
2021-06-13,58.4437
2021-06-14,57.5966
2021-06-15,58.6541
2021-06-16,58.6908
2021-06-17,60.0854
2021-06-18,57.0447
2021-06-19,57.0447
2021-06-20,57.0447
2021-06-21,59.4598
2021-06-22,61.5922
2021-06-23,59.6349
2021-06-24,60.5895
2021-06-25,63.9591
2021-06-26,63.9591
2021-06-27,63.9591
2021-06-28,61.0812
2021-06-29,62.0118
2021-06-30,62.537
2021-07-01,65.0095
2021-07-02,64.904
2021-07-03,64.904
2021-07-04,64.904
2021-07-05,64.904
2021-07-06,64.3102
2021-07-07,64.1446
2021-07-08,61.5751
2021-07-09,63.0101
2021-07-10,63.0101
2021-07-11,63.0101
2021-07-12,63.2039
2021-07-13,59.8512
2021-07-14,60.9906
2021-07-15,62.1359
2021-07-16,59.6322
2021-07-17,59.6322
2021-07-18,59.6322
2021-07-19,51.502
2021-07-20,56.4069
2021-07-21,53.9808
2021-07-22,50.7945
2021-07-23,48.9189
2021-07-24,48.9189
2021-07-25,48.9189
2021-07-26,49.7017
2021-07-27,47.7078
2021-07-28,45.7127
2021-07-29,47.2466
2021-07-30,50.2274
2021-07-31,50.2274
2021-08-01,50.2274
2021-08-02,53.1915
2021-08-03,54.9306
2021-08-04,54.5262
2021-08-05,55.5721
2021-08-06,60.3454
2021-08-07,60.3454
2021-08-08,60.3454
2021-08-09,60.371
2021-08-10,60.7641
2021-08-11,61.2938
2021-08-12,61.2083
2021-08-13,63.2243
2021-08-14,63.2243
2021-08-15,63.2243
2021-08-16,63.8383
2021-08-17,62.5775
2021-08-18,61.7217
2021-08-19,58.8308
2021-08-20,60.6231
2021-08-21,60.6231
2021-08-22,60.6231
2021-08-23,60.2729
2021-08-24,60.4795
2021-08-25,60.5099
2021-08-26,56.4708
2021-08-27,60.1126
2021-08-28,60.1126
2021-08-29,60.1126
2021-08-30,58.372
2021-08-31,59.554
2021-09-01,58.1033
2021-09-02,57.6334
2021-09-03,55.2389
2021-09-04,55.2389
2021-09-05,55.2389
2021-09-06,55.2389
2021-09-07,61.1556
2021-09-08,52.8238
2021-09-09,53.3622
2021-09-10,51.7543
2021-09-11,51.7543
2021-09-12,51.7543
2021-09-13,53.5218
2021-09-14,53.8373
2021-09-15,55.0985
2021-09-16,55.4986
2021-09-17,57.0541
2021-09-18,57.0541
2021-09-19,57.0541
2021-09-20,51.3489
2021-09-21,51.0054
2021-09-22,50.3093
2021-09-23,52.4749
2021-09-24,51.334
2021-09-25,51.334
2021-09-26,51.334
2021-09-27,53.3715
2021-09-28,54.5299
2021-09-29,56.2448
2021-09-30,55.8519
2021-10-01,55.8152
2021-10-02,55.8152
2021-10-03,55.8152
2021-10-04,54.1598
2021-10-05,53.5031
2021-10-06,54.7025
2021-10-07,56.7669
2021-10-08,60.5672
2021-10-09,60.5672
2021-10-10,60.5672
2021-10-11,57.5908
2021-10-12,57.6181
2021-10-13,58.0368
2021-10-14,60.2061
2021-10-15,59.727
2021-10-16,59.727
2021-10-17,59.727
2021-10-18,56.5829
2021-10-19,56.8728
2021-10-20,58.5343
2021-10-21,58.0161
2021-10-22,58.9982
2021-10-23,58.9982
2021-10-24,58.9982
2021-10-25,59.9948
2021-10-26,60.2518
2021-10-27,58.6494
2021-10-28,59.5517
2021-10-29,61.2431
2021-10-30,61.2431
2021-10-31,61.2431
2021-11-01,61.1974
2021-11-02,59.4111
2021-11-03,60.6895
2021-11-04,60.7807
2021-11-05,71.0318
2021-11-06,71.0318
2021-11-07,71.0318
2021-11-08,68.8011
2021-11-09,68.8774
2021-11-10,62.1899
2021-11-11,61.5355
2021-11-12,58.8995
2021-11-13,58.8995
2021-11-14,58.8995
2021-11-15,59.0467
2021-11-16,59.4967
2021-11-17,48.9798
2021-11-18,41.9805
2021-11-19,44.2151
2021-11-20,44.2151
2021-11-21,44.2151
2021-11-22,45.2538
2021-11-23,47.6486
2021-11-24,47.5128
2021-11-25,47.5128
2021-11-26,45.0135
2021-11-27,45.0135
2021-11-28,45.0135
2021-11-29,47.8988
2021-11-30,47.6962
2021-12-01,49.3941
2021-12-02,50.6197
2021-12-03,47.4714
2021-12-04,47.4714
2021-12-05,47.4714
2021-12-06,46.3233
2021-12-07,48.3127
2021-12-08,50.0368
2021-12-09,47.498
2021-12-10,47.2967
2021-12-11,47.2967
2021-12-12,47.2967
2021-12-13,45.8452
2021-12-14,47.1866
2021-12-15,48.2324
2021-12-16,46.4009
2021-12-17,48.154
2021-12-18,48.154
2021-12-19,48.154
2021-12-20,46.1339
2021-12-21,47.4554
2021-12-22,51.1278
2021-12-23,53.0606
2021-12-24,53.0606
2021-12-25,53.0606
2021-12-26,53.0606
2021-12-27,53.5249
2021-12-28,53.6153
2021-12-29,52.8705
2021-12-30,52.1744
2021-12-31,52.4484
2022-01-01,52.4484
2022-01-02,52.4484
2022-01-03,51.6414
2022-01-04,51.4719
2022-01-05,48.6888
2022-01-06,45.6785
2022-01-07,46.3988
2022-01-08,46.3988
2022-01-09,46.3988
2022-01-10,45.1841
2022-01-11,47.8913
2022-01-12,49.6165
2022-01-13,47.7476
2022-01-14,45.157
2022-01-15,45.157
2022-01-16,45.157
2022-01-17,45.157
2022-01-18,43.3439
2022-01-19,42.6488
2022-01-20,42.7101
2022-01-21,40.2819
2022-01-22,40.2819
2022-01-23,40.2819
2022-01-24,39.5353
2022-01-25,38.6461
2022-01-26,40.364
2022-01-27,40.6286
2022-01-28,42.7313
2022-01-29,42.7313
2022-01-30,42.7313
2022-01-31,45.3587
2022-02-01,47.4947
2022-02-02,47.8171
2022-02-03,46.036
2022-02-04,48.8595
2022-02-05,48.8595
2022-02-06,48.8595
2022-02-07,50.4519
2022-02-08,51.359
2022-02-09,53.6467
2022-02-10,52.4015
2022-02-11,50.4963
2022-02-12,50.4963
2022-02-13,50.4963
2022-02-14,47.7995
2022-02-15,50.0837
2022-02-16,51.9408
2022-02-17,48.5756
2022-02-18,48.0896
2022-02-19,48.0896
2022-02-20,48.0896
2022-02-21,48.0896
2022-02-22,45.5581
2022-02-23,44.2814
2022-02-24,44.2102
2022-02-25,47.7177
2022-02-26,47.7177
2022-02-27,47.7177
2022-02-28,47.7177
2022-03-01,45.783
2022-03-02,50.0045
2022-03-03,47.9594
2022-03-04,43.9426
2022-03-05,43.9426
2022-03-06,43.9426
2022-03-07,39.8936
2022-03-08,39.7826
2022-03-09,44.9739
2022-03-10,45.6696
2022-03-11,45.9724
2022-03-12,45.9724
2022-03-13,45.9724
2022-03-14,46.9413
2022-03-15,48.0074
2022-03-16,52.476
2022-03-17,52.3047
2022-03-18,48.1892
2022-03-19,48.1892
2022-03-20,48.1892
2022-03-21,45.9292
2022-03-22,48.2745
2022-03-23,44.519
2022-03-24,44.8025
2022-03-25,44.103
2022-03-26,44.103
2022-03-27,44.103
2022-03-28,43.0787
2022-03-29,44.3157
2022-03-30,43.6942
2022-03-31,42.0796
2022-04-01,42.8259
2022-04-02,42.8259
2022-04-03,42.8259
2022-04-04,42.0257
2022-04-05,41.7232
2022-04-06,40.2644
2022-04-07,39.7328
2022-04-08,38.4869
2022-04-09,38.4869
2022-04-10,38.4869
2022-04-11,38.1581
2022-04-12,37.6686
2022-04-13,40.2079
2022-04-14,40.2394
2022-04-15,40.2394
2022-04-16,40.2394
2022-04-17,40.2394
2022-04-18,39.9997
2022-04-19,45.3559
2022-04-20,46.5683
2022-04-21,44.684
2022-04-22,42.2655
2022-04-23,42.2655
2022-04-24,42.2655
2022-04-25,44.5094
2022-04-26,41.7948
2022-04-27,42.0271
2022-04-28,43.8801
2022-04-29,42.1384
2022-04-30,42.1384
2022-05-01,42.1384
2022-05-02,44.5027
2022-05-03,44.6436
2022-05-04,46.0608
2022-05-05,42.1534
2022-05-06,42.0269
2022-05-07,42.0269
2022-05-08,42.0269
2022-05-09,40.2372
2022-05-10,39.8291
2022-05-11,38.9906
2022-05-12,40.875
2022-05-13,41.6825
2022-05-14,41.6825
2022-05-15,41.6825
2022-05-16,43.1047
2022-05-17,46.0066
2022-05-18,43.4343
2022-05-19,42.8041
2022-05-20,43.8279
2022-05-21,43.8279
2022-05-22,43.8279
2022-05-23,44.7013
2022-05-24,43.2384
2022-05-25,45.9387
2022-05-26,47.8493
2022-05-27,49.6357
2022-05-28,49.6357
2022-05-29,49.6357
2022-05-30,49.6357
2022-05-31,49.7179
2022-06-01,49.3843
2022-06-02,51.6767
2022-06-03,50.863
2022-06-04,50.863
2022-06-05,50.863
2022-06-06,47.7776
2022-06-07,47.138
2022-06-08,45.842
2022-06-09,45.2585
2022-06-10,43.7151
2022-06-11,43.7151
2022-06-12,43.7151
2022-06-13,39.7894
2022-06-14,42.4155
2022-06-15,44.8427
2022-06-16,42.9918
2022-06-17,44.7168
2022-06-18,44.7168
2022-06-19,44.7168
2022-06-20,44.7168
2022-06-21,45.4064
2022-06-22,45.3809
2022-06-23,45.6645
2022-06-24,47.3917
2022-06-25,47.3917
2022-06-26,47.3917
2022-06-27,48.2883
2022-06-28,48.0255
2022-06-29,41.9625
2022-06-30,41.5165
2022-07-01,43.7619
2022-07-02,43.7619
2022-07-03,43.7619
2022-07-04,43.7619
2022-07-05,44.8102
2022-07-06,43.7368
2022-07-07,45.8457
2022-07-08,44.1593
2022-07-09,44.1593
2022-07-10,44.1593
2022-07-11,41.465
2022-07-12,41.9273
2022-07-13,40.3043
2022-07-14,39.4794
2022-07-15,42.0033
2022-07-16,42.0033
2022-07-17,42.0033
2022-07-18,42.9676
2022-07-19,45.888
2022-07-20,47.0288
2022-07-21,47.4624
2022-07-22,47.3193
2022-07-23,47.3193
2022-07-24,47.3193
2022-07-25,48.2236
2022-07-26,49.5359
2022-07-27,51.1599
2022-07-28,52.9666
2022-07-29,55.1683
2022-07-30,55.1683
2022-07-31,55.1683
2022-08-01,56.1338
2022-08-02,55.3933
2022-08-03,55.5953
2022-08-04,57.825
2022-08-05,54.7643
2022-08-06,54.7643
2022-08-07,54.7643
2022-08-08,53.9305
2022-08-09,53.8598
2022-08-10,56.2618
2022-08-11,59.3935
2022-08-12,60.6255
2022-08-13,60.6255
2022-08-14,60.6255
2022-08-15,61.1971
2022-08-16,59.9446
2022-08-17,57.3635
2022-08-18,57.2136
2022-08-19,54.2094
2022-08-20,54.2094
2022-08-21,54.2094
2022-08-22,52.8442
2022-08-23,53.3737
2022-08-24,53.5641
2022-08-25,54.4617
2022-08-26,50.3283
2022-08-27,50.3283
2022-08-28,50.3283
2022-08-29,49.8181
2022-08-30,49.61
2022-08-31,48.3223
2022-09-01,48.0781
2022-09-02,47.8992
2022-09-03,47.8992
2022-09-04,47.8992
2022-09-05,47.8992
2022-09-06,47.9793
2022-09-07,50.4609
2022-09-08,52.0751
2022-09-09,54.5213
2022-09-10,54.5213
2022-09-11,54.5213
2022-09-12,56.6746
2022-09-13,50.2522
2022-09-14,51.3785
2022-09-15,51.2331
2022-09-16,50.24
2022-09-17,50.24
2022-09-18,50.24
2022-09-19,52.2269
2022-09-20,47.657
2022-09-21,47.3275
2022-09-22,44.2863
2022-09-23,41.9894
2022-09-24,41.9894
2022-09-25,41.9894
2022-09-26,41.2884
2022-09-27,39.4358
2022-09-28,41.1237
2022-09-29,38.7059
2022-09-30,39.3544
2022-10-01,39.3544
2022-10-02,39.3544
2022-10-03,44.7241
2022-10-04,47.6932
2022-10-05,49.1072
2022-10-06,48.6128
2022-10-07,47.3794
2022-10-08,47.3794
2022-10-09,47.3794
2022-10-10,47.7565
2022-10-11,45.8706
2022-10-12,47.7935
2022-10-13,51.1551
2022-10-14,50.0228
2022-10-15,50.0228
2022-10-16,50.0228
2022-10-17,50.5405
2022-10-18,51.2587
2022-10-19,51.0843
2022-10-20,47.4131
2022-10-21,51.4188
2022-10-22,51.4188
2022-10-23,51.4188
2022-10-24,54.1437
2022-10-25,55.5728
2022-10-26,56.4536
2022-10-27,56.1298
2022-10-28,58.5612
2022-10-29,58.5612
2022-10-30,58.5612
2022-10-31,57.4509
2022-11-01,58.2158
2022-11-02,55.4185
2022-11-03,53.8683
2022-11-04,55.7595
2022-11-05,55.7595
2022-11-06,55.7595
2022-11-07,57.8758
2022-11-08,57.4328
2022-11-09,55.3866
2022-11-10,62.9467
2022-11-11,63.8063
2022-11-12,63.8063
2022-11-13,63.8063
2022-11-14,61.7594
2022-11-15,62.1063
2022-11-16,61.5647
2022-11-17,61.3433
2022-11-18,60.6663
2022-11-19,60.6663
2022-11-20,60.6663
2022-11-21,60.9389
2022-11-22,61.5896
2022-11-23,57.0869
2022-11-24,57.0869
2022-11-25,51.3438
2022-11-26,51.3438
2022-11-27,51.3438
2022-11-28,48.8316
2022-11-29,50.7237
2022-11-30,51.676
2022-12-01,52.541
2022-12-02,53.9709
2022-12-03,53.9709
2022-12-04,53.9709
2022-12-05,52.7381
2022-12-06,49.6687
2022-12-07,47.2692
2022-12-08,48.0611
2022-12-09,48.0921
2022-12-10,48.0921
2022-12-11,48.0921
2022-12-12,48.4425
2022-12-13,48.1066
2022-12-14,46.7648
2022-12-15,46.7997
2022-12-16,46.1736
2022-12-17,46.1736
2022-12-18,46.1736
2022-12-19,44.4511
2022-12-20,47.2501
2022-12-21,48.4028
2022-12-22,46.6454
2022-12-23,47.5762
2022-12-24,47.5762
2022-12-25,47.5762
2022-12-26,47.5762
2022-12-27,47.5432
2022-12-28,45.7381
2022-12-29,47.5726
2022-12-30,46.5753
2022-12-31,46.5753
2023-01-01,46.5753
2023-01-02,46.5753
2023-01-03,47.3742
2023-01-04,48.8805
2023-01-05,47.4748
2023-01-06,49.575
2023-01-07,49.575
2023-01-08,49.575
2023-01-09,52.6524
2023-01-10,54.544
2023-01-11,57.0821
2023-01-12,55.5361
2023-01-13,54.8067
2023-01-14,54.8067
2023-01-15,54.8067
2023-01-16,54.8067
2023-01-17,53.9579
2023-01-18,53.8012
2023-01-19,52.308
2023-01-20,55.186
2023-01-21,55.186
2023-01-22,55.186
2023-01-23,55.1455
2023-01-24,54.078
2023-01-25,54.1839
2023-01-26,55.3896
2023-01-27,54.4736
2023-01-28,54.4736
2023-01-29,54.4736
2023-01-30,54.5846
2023-01-31,55.3724
2023-02-01,57.8912
2023-02-02,59.3164
2023-02-03,61.6201
2023-02-04,61.6201
2023-02-05,61.6201
2023-02-06,56.6856
2023-02-07,58.7609
2023-02-08,58.0526
2023-02-09,55.0902
2023-02-10,54.424
2023-02-11,54.424
2023-02-12,54.424
2023-02-13,60.2377
2023-02-14,61.3822
2023-02-15,63.0334
2023-02-16,63.5705
2023-02-17,64.4607
2023-02-18,64.4607
2023-02-19,64.4607
2023-02-20,64.4607
2023-02-21,59.9165
2023-02-22,60.8146
2023-02-23,62.1184
2023-02-24,61.428
2023-02-25,61.428
2023-02-26,61.428
2023-02-27,61.4557
2023-02-28,63.6433
2023-03-01,61.7196
2023-03-02,57.4579
2023-03-03,57.6064
2023-03-04,57.6064
2023-03-05,57.6064
2023-03-06,57.7588
2023-03-07,57.2899
2023-03-08,57.5492
2023-03-09,53.6368
2023-03-10,48.318
2023-03-11,48.318
2023-03-12,48.318
2023-03-13,45.8054
2023-03-14,47.2429
2023-03-15,48.047
2023-03-16,49.8096
2023-03-17,47.8229
2023-03-18,47.8229
