,CAR US Equity
2023-03-21,44.0888
2023-03-22,42.0661
2023-03-23,43.7458
2023-03-24,43.3835
2023-03-25,43.3835
2023-03-26,43.3835
2023-03-27,43.4224
2023-03-28,42.8053
2023-03-29,45.0132
2023-03-30,46.4494
2023-03-31,48.8293
2023-04-01,48.8293
2023-04-02,48.8293
2023-04-03,48.0141
2023-04-04,46.6686
2023-04-05,43.7521
2023-04-06,45.02
2023-04-07,45.02
2023-04-08,45.02
2023-04-09,45.02
2023-04-10,48.1609
2023-04-11,49.5626
2023-04-12,46.5203
2023-04-13,45.4684
2023-04-14,44.5281
2023-04-15,44.5281
2023-04-16,44.5281
2023-04-17,46.38
2023-04-18,44.9373
2023-04-19,45.5998
2023-04-20,43.456
2023-04-21,44.9286
2023-04-22,44.9286
2023-04-23,44.9286
2023-04-24,44.0261
2023-04-25,41.9717
2023-04-26,42.0283
2023-04-27,45.6119
2023-04-28,45.817
2023-04-29,45.817
2023-04-30,45.817
2023-05-01,46.0058
2023-05-02,44.3368
2023-05-03,43.24
2023-05-04,41.5537
2023-05-05,43.5872
2023-05-06,43.5872
2023-05-07,43.5872
2023-05-08,42.1376
2023-05-09,41.8221
2023-05-10,42.6897
2023-05-11,42.6938
2023-05-12,41.2536
2023-05-13,41.2536
2023-05-14,41.2536
2023-05-15,42.9704
2023-05-16,41.3772
2023-05-17,43.6321
2023-05-18,43.4928
2023-05-19,42.7117
2023-05-20,42.7117
2023-05-21,42.7117
2023-05-22,44.8347
2023-05-23,45.6212
2023-05-24,44.6892
2023-05-25,45.1214
2023-05-26,44.2169
2023-05-27,44.2169
2023-05-28,44.2169
2023-05-29,44.2169
2023-05-30,44.3519
2023-05-31,46.4407
2023-06-01,47.2607
2023-06-02,49.5646
2023-06-03,49.5646
2023-06-04,49.5646
2023-06-05,49.9975
2023-06-06,53.6136
2023-06-07,56.3685
2023-06-08,57.4205
2023-06-09,56.5963
2023-06-10,56.5963
2023-06-11,56.5963
2023-06-12,59.2597
2023-06-13,58.3744
2023-06-14,59.5628
2023-06-15,60.8132
2023-06-16,59.7807
2023-06-17,59.7807
2023-06-18,59.7807
2023-06-19,59.7807
2023-06-20,65.6755
2023-06-21,63.5259
2023-06-22,64.4577
2023-06-23,64.6402
2023-06-24,64.6402
2023-06-25,64.6402
2023-06-26,64.7799
2023-06-27,64.9232
2023-06-28,65.7984
2023-06-29,65.9286
2023-06-30,66.0385
2023-07-01,66.0385
2023-07-02,66.0385
2023-07-03,65.6888
2023-07-04,65.6888
2023-07-05,67.0648
2023-07-06,63.6162
2023-07-07,65.7598
2023-07-08,65.7598
2023-07-09,65.7598
2023-07-10,66.5205
2023-07-11,67.3864
2023-07-12,65.4874
2023-07-13,65.8541
2023-07-14,64.2517
2023-07-15,64.2517
2023-07-16,64.2517
2023-07-17,64.8514
2023-07-18,66.9747
2023-07-19,64.841
2023-07-20,59.6586
2023-07-21,57.7654
2023-07-22,57.7654
2023-07-23,57.7654
2023-07-24,56.8154
2023-07-25,56.3711
2023-07-26,56.8039
2023-07-27,53.9352
2023-07-28,55.3553
2023-07-29,55.3553
2023-07-30,55.3553
2023-07-31,54.2735
2023-08-01,56.8958
2023-08-02,55.0777
2023-08-03,54.831
2023-08-04,55.9027
2023-08-05,55.9027
2023-08-06,55.9027
2023-08-07,55.4158
2023-08-08,55.6892
2023-08-09,54.8552
2023-08-10,57.3082
2023-08-11,58.21
2023-08-12,58.21
2023-08-13,58.21
2023-08-14,58.4591
2023-08-15,54.1362
2023-08-16,53.1255
2023-08-17,53.8572
2023-08-18,55.5326
2023-08-19,55.5326
2023-08-20,55.5326
2023-08-21,56.6204
2023-08-22,53.8554
2023-08-23,56.6579
2023-08-24,55.5029
2023-08-25,49.3707
2023-08-26,49.3707
2023-08-27,49.3707
2023-08-28,52.8672
2023-08-29,50.3205
2023-08-30,50.6464
2023-08-31,47.8169
2023-09-01,47.3275
2023-09-02,47.3275
2023-09-03,47.3275
2023-09-04,47.3275
2023-09-05,47.2037
2023-09-06,44.6643
2023-09-07,41.5578
2023-09-08,42.4138
2023-09-09,42.4138
2023-09-10,42.4138
2023-09-11,43.8977
2023-09-12,41.8013
2023-09-13,41.3851
2023-09-14,44.3576
2023-09-15,43.2163
2023-09-16,43.2163
2023-09-17,43.2163
2023-09-18,42.8797
2023-09-19,41.2889
2023-09-20,40.2855
2023-09-21,39.4624
2023-09-22,37.1621
2023-09-23,37.1621
2023-09-24,37.1621
2023-09-25,36.77
2023-09-26,35.777
2023-09-27,36.0676
2023-09-28,37.5893
2023-09-29,37.1574
2023-09-30,37.1574
2023-10-01,37.1574
2023-10-02,35.1
2023-10-03,33.4538
2023-10-04,33.9791
2023-10-05,36.6963
2023-10-06,39.4936
2023-10-07,39.4936
2023-10-08,39.4936
2023-10-09,40.2119
2023-10-10,40.9314
2023-10-11,42.7992
2023-10-12,40.6745
2023-10-13,38.4817
2023-10-14,38.4817
2023-10-15,38.4817
2023-10-16,39.6686
2023-10-17,42.3879
2023-10-18,40.4728
2023-10-19,38.1266
2023-10-20,40.8112
2023-10-21,40.8112
2023-10-22,40.8112
2023-10-23,40.3827
2023-10-24,40.1973
2023-10-25,38.2441
2023-10-26,35.7962
2023-10-27,36.277
2023-10-28,36.277
2023-10-29,36.277
2023-10-30,37.6123
2023-10-31,37.4799
2023-11-01,38.2294
2023-11-02,50.0836
2023-11-03,55.1375
2023-11-04,55.1375
2023-11-05,55.1375
2023-11-06,55.2883
2023-11-07,51.6845
2023-11-08,50.5906
2023-11-09,50.4475
2023-11-10,49.9172
2023-11-11,49.9172
2023-11-12,49.9172
2023-11-13,49.4514
2023-11-14,52.4788
2023-11-15,51.9644
2023-11-16,49.069
2023-11-17,50.469
2023-11-18,50.469
2023-11-19,50.469
2023-11-20,50.3911
2023-11-21,48.7139
2023-11-22,49.165
2023-11-23,49.165
2023-11-24,48.9158
2023-11-25,48.9158
2023-11-26,48.9158
2023-11-27,48.1004
2023-11-28,45.9385
2023-11-29,45.3031
2023-11-30,48.0232
2023-12-01,53.6496
2023-12-02,53.6496
2023-12-03,53.6496
2023-12-04,52.5872
2023-12-05,48.5491
2023-12-06,50.6906
2023-12-07,51.4656
2023-12-08,50.9108
2023-12-09,50.9108
2023-12-10,50.9108
2023-12-11,54.0004
2023-12-12,52.2872
2023-12-13,54.9003
2023-12-14,55.7252
2023-12-15,56.4453
2023-12-16,56.4453
2023-12-17,56.4453
2023-12-18,53.6459
2023-12-19,53.6827
2023-12-20,49.0909
2023-12-21,51.7138
2023-12-22,50.6352
2023-12-23,50.6352
2023-12-24,50.6352
2023-12-25,50.6352
2023-12-26,50.0245
2023-12-27,49.4425
2023-12-28,48.7851
2023-12-29,48.4519
2023-12-30,48.4519
2023-12-31,48.4519
2024-01-01,48.4519
2024-01-02,47.7281
2024-01-03,44.1039
2024-01-04,43.6592
2024-01-05,43.6909
2024-01-06,43.6909
2024-01-07,43.6909
2024-01-08,46.195
2024-01-09,45.9215
2024-01-10,45.3527
2024-01-11,44.2498
2024-01-12,41.7176
2024-01-13,41.7176
2024-01-14,41.7176
2024-01-15,41.7176
2024-01-16,41.2343
2024-01-17,41.2999
2024-01-18,43.778
2024-01-19,44.0977
2024-01-20,44.0977
2024-01-21,44.0977
2024-01-22,47.2195
2024-01-23,46.3623
2024-01-24,45.8514
2024-01-25,49.4255
2024-01-26,49.8359
2024-01-27,49.8359
2024-01-28,49.8359
2024-01-29,50.5123
2024-01-30,48.1535
2024-01-31,44.6295
2024-02-01,44.189
2024-02-02,43.6687
2024-02-03,43.6687
2024-02-04,43.6687
2024-02-05,41.1032
2024-02-06,46.4035
2024-02-07,47.0266
2024-02-08,46.8976
2024-02-09,48.3845
2024-02-10,48.3845
2024-02-11,48.3845
2024-02-12,48.12
2024-02-13,33.9041
2024-02-14,31.4368
2024-02-15,32.0414
2024-02-16,29.9775
2024-02-17,29.9775
2024-02-18,29.9775
2024-02-19,29.9775
2024-02-20,28.679
2024-02-21,27.6247
2024-02-22,27.4024
2024-02-23,30.0673
2024-02-24,30.0673
2024-02-25,30.0673
2024-02-26,31.1931
2024-02-27,31.1521
2024-02-28,31.6498
2024-02-29,31.7116
2024-03-01,33.1204
2024-03-02,33.1204
2024-03-03,33.1204
2024-03-04,31.9996
2024-03-05,31.697
2024-03-06,31.6496
2024-03-07,35.3683
2024-03-08,35.6377
2024-03-09,35.6377
2024-03-10,35.6377
2024-03-11,35.5724
2024-03-12,36.3859
2024-03-13,36.3824
2024-03-14,34.4678
2024-03-15,34.5641
2024-03-16,34.5641
2024-03-17,34.5641
2024-03-18,34.8413
2024-03-19,39.6242
2024-03-20,40.1571
2024-03-21,39.6086
2024-03-22,38.8841
2024-03-23,38.8841
2024-03-24,38.8841
2024-03-25,41.9684
2024-03-26,42.0048
2024-03-27,44.8051
2024-03-28,44.4414
2024-03-29,44.4414
2024-03-30,44.4414
2024-03-31,44.4414
2024-04-01,46.3826
2024-04-02,44.6661
2024-04-03,44.1206
2024-04-04,43.728
2024-04-05,44.4352
2024-04-06,44.4352
2024-04-07,44.4352
2024-04-08,44.7813
