,TRS US Equity
2023-03-18,40.1858
2023-03-19,40.1858
2023-03-20,40.3386
2023-03-21,43.6165
2023-03-22,41.372
2023-03-23,40.6169
2023-03-24,42.3485
2023-03-25,42.3485
2023-03-26,42.3485
2023-03-27,43.0844
2023-03-28,43.6793
2023-03-29,43.9319
2023-03-30,44.2937
2023-03-31,46.4883
2023-04-01,46.4883
2023-04-02,46.4883
2023-04-03,46.9907
2023-04-04,43.3294
2023-04-05,43.0503
2023-04-06,42.4839
2023-04-07,42.4839
2023-04-08,42.4839
2023-04-09,42.4839
2023-04-10,42.6511
2023-04-11,43.7233
2023-04-12,43.2391
2023-04-13,43.9397
2023-04-14,43.7072
2023-04-15,43.7072
2023-04-16,43.7072
2023-04-17,45.0311
2023-04-18,45.3935
2023-04-19,44.7326
2023-04-20,44.3218
2023-04-21,43.4447
2023-04-22,43.4447
2023-04-23,43.4447
2023-04-24,42.3732
2023-04-25,39.4941
2023-04-26,35.9176
2023-04-27,35.8386
2023-04-28,36.7737
2023-04-29,36.7737
2023-04-30,36.7737
2023-05-01,41.3322
2023-05-02,39.7822
2023-05-03,39.6941
2023-05-04,37.0612
2023-05-05,39.0837
2023-05-06,39.0837
2023-05-07,39.0837
2023-05-08,39.9488
2023-05-09,38.8085
2023-05-10,38.633
2023-05-11,41.3755
2023-05-12,40.4407
2023-05-13,40.4407
2023-05-14,40.4407
2023-05-15,42.0655
2023-05-16,40.6783
2023-05-17,41.3681
2023-05-18,42.4751
2023-05-19,41.6115
2023-05-20,41.6115
2023-05-21,41.6115
2023-05-22,47.0488
2023-05-23,46.9398
2023-05-24,45.8416
2023-05-25,43.0296
2023-05-26,43.8868
2023-05-27,43.8868
2023-05-28,43.8868
2023-05-29,43.8868
2023-05-30,44.7469
2023-05-31,42.4678
2023-06-01,43.8791
2023-06-02,50.9345
2023-06-03,50.9345
2023-06-04,50.9345
2023-06-05,50.3294
2023-06-06,55.0042
2023-06-07,60.1742
2023-06-08,57.0567
2023-06-09,54.4948
2023-06-10,54.4948
2023-06-11,54.4948
2023-06-12,53.5008
2023-06-13,54.0214
2023-06-14,52.5013
2023-06-15,52.5933
2023-06-16,50.7625
2023-06-17,50.7625
2023-06-18,50.7625
2023-06-19,50.7625
2023-06-20,48.0699
2023-06-21,46.0398
2023-06-22,46.8652
2023-06-23,45.0818
2023-06-24,45.0818
2023-06-25,45.0818
2023-06-26,47.1117
2023-06-27,49.4889
2023-06-28,50.117
2023-06-29,53.4778
2023-06-30,53.6107
2023-07-01,53.6107
2023-07-02,53.6107
2023-07-03,55.2417
2023-07-04,55.2417
2023-07-05,53.506
2023-07-06,52.07
2023-07-07,53.1841
2023-07-08,53.1841
2023-07-09,53.1841
2023-07-10,52.345
2023-07-11,50.2436
2023-07-12,53.6257
2023-07-13,52.6993
2023-07-14,53.1643
2023-07-15,53.1643
2023-07-16,53.1643
2023-07-17,53.0563
2023-07-18,53.8319
2023-07-19,54.2715
2023-07-20,54.6192
2023-07-21,53.5364
2023-07-22,53.5364
2023-07-23,53.5364
2023-07-24,55.0225
2023-07-25,57.3116
2023-07-26,53.9855
2023-07-27,50.4603
2023-07-28,50.8237
2023-07-29,50.8237
2023-07-30,50.8237
2023-07-31,43.4731
2023-08-01,44.0101
2023-08-02,46.8854
2023-08-03,44.5612
2023-08-04,43.9765
2023-08-05,43.9765
2023-08-06,43.9765
2023-08-07,43.3461
2023-08-08,43.1754
2023-08-09,44.0306
2023-08-10,45.0571
2023-08-11,47.8598
2023-08-12,47.8598
2023-08-13,47.8598
2023-08-14,47.0804
2023-08-15,46.2046
2023-08-16,44.6763
2023-08-17,44.8532
2023-08-18,44.1234
2023-08-19,44.1234
2023-08-20,44.1234
2023-08-21,43.5372
2023-08-22,44.1766
2023-08-23,45.5791
2023-08-24,45.4181
2023-08-25,45.1432
2023-08-26,45.1432
2023-08-27,45.1432
2023-08-28,46.4835
2023-08-29,48.1225
2023-08-30,48.0616
2023-08-31,48.6
2023-09-01,50.3952
2023-09-02,50.3952
2023-09-03,50.3952
2023-09-04,50.3952
2023-09-05,43.0746
2023-09-06,41.2212
2023-09-07,39.2007
2023-09-08,38.8426
2023-09-09,38.8426
2023-09-10,38.8426
2023-09-11,38.3444
2023-09-12,38.4928
2023-09-13,38.2547
2023-09-14,43.1311
2023-09-15,43.5442
2023-09-16,43.5442
2023-09-17,43.5442
2023-09-18,43.3812
2023-09-19,41.8682
2023-09-20,40.8677
2023-09-21,41.702
2023-09-22,39.8511
2023-09-23,39.8511
2023-09-24,39.8511
2023-09-25,42.6355
2023-09-26,40.9399
2023-09-27,44.44
2023-09-28,45.0587
2023-09-29,44.9436
2023-09-30,44.9436
2023-10-01,44.9436
2023-10-02,44.3001
2023-10-03,41.8221
2023-10-04,41.2257
2023-10-05,40.8966
2023-10-06,40.9778
2023-10-07,40.9778
2023-10-08,40.9778
2023-10-09,42.4506
2023-10-10,42.2085
2023-10-11,43.8646
2023-10-12,43.9476
2023-10-13,42.0793
2023-10-14,42.0793
2023-10-15,42.0793
2023-10-16,42.0156
2023-10-17,46.1489
2023-10-18,44.4756
2023-10-19,42.3169
2023-10-20,39.2452
2023-10-21,39.2452
2023-10-22,39.2452
2023-10-23,37.1404
2023-10-24,37.2275
2023-10-25,36.1903
2023-10-26,39.1706
2023-10-27,43.1306
2023-10-28,43.1306
2023-10-29,43.1306
2023-10-30,46.5122
2023-10-31,46.7967
2023-11-01,44.7609
2023-11-02,46.6525
2023-11-03,50.1185
2023-11-04,50.1185
2023-11-05,50.1185
2023-11-06,50.0526
2023-11-07,47.838
2023-11-08,45.51
2023-11-09,42.1589
2023-11-10,45.0869
2023-11-11,45.0869
2023-11-12,45.0869
2023-11-13,44.2592
2023-11-14,52.3963
2023-11-15,51.0264
2023-11-16,49.0369
2023-11-17,51.0654
2023-11-18,51.0654
2023-11-19,51.0654
2023-11-20,49.2037
2023-11-21,47.6702
2023-11-22,48.9196
2023-11-23,48.9196
2023-11-24,50.5301
2023-11-25,50.5301
2023-11-26,50.5301
2023-11-27,49.31
2023-11-28,49.7097
2023-11-29,51.3536
2023-11-30,56.1591
2023-12-01,57.8544
2023-12-02,57.8544
2023-12-03,57.8544
2023-12-04,57.2356
2023-12-05,54.3491
2023-12-06,53.1363
2023-12-07,52.5586
2023-12-08,55.2277
2023-12-09,55.2277
2023-12-10,55.2277
2023-12-11,56.6095
2023-12-12,57.2217
2023-12-13,60.788
2023-12-14,60.9128
2023-12-15,57.2662
2023-12-16,57.2662
2023-12-17,57.2662
2023-12-18,56.4821
2023-12-19,56.9047
2023-12-20,54.3567
2023-12-21,54.7063
2023-12-22,55.5616
2023-12-23,55.5616
2023-12-24,55.5616
2023-12-25,55.5616
2023-12-26,56.9469
2023-12-27,56.1706
2023-12-28,52.1276
2023-12-29,50.5867
2023-12-30,50.5867
2023-12-31,50.5867
2024-01-01,50.5867
2024-01-02,52.6256
2024-01-03,48.4863
2024-01-04,48.2796
2024-01-05,48.5632
2024-01-06,48.5632
2024-01-07,48.5632
2024-01-08,48.5632
2024-01-09,46.3335
2024-01-10,46.4576
2024-01-11,45.5321
2024-01-12,45.0948
2024-01-13,45.0948
2024-01-14,45.0948
2024-01-15,45.0948
2024-01-16,43.3194
2024-01-17,45.0817
2024-01-18,46.9836
2024-01-19,49.0604
2024-01-20,49.0604
2024-01-21,49.0604
2024-01-22,50.5775
2024-01-23,49.5995
2024-01-24,48.0961
2024-01-25,48.6117
2024-01-26,51.1232
2024-01-27,51.1232
2024-01-28,51.1232
2024-01-29,51.7332
2024-01-30,52.53
2024-01-31,47.876
2024-02-01,47.64
2024-02-02,49.3199
2024-02-03,49.3199
2024-02-04,49.3199
2024-02-05,46.6406
2024-02-06,46.3512
2024-02-07,44.7427
2024-02-08,46.6576
2024-02-09,50.463
2024-02-10,50.463
2024-02-11,50.463
2024-02-12,52.5076
2024-02-13,46.097
2024-02-14,49.0865
2024-02-15,52.3371
2024-02-16,51.5268
2024-02-17,51.5268
2024-02-18,51.5268
2024-02-19,51.5268
2024-02-20,51.8354
2024-02-21,53.6171
2024-02-22,53.6677
2024-02-23,54.6915
2024-02-24,54.6915
2024-02-25,54.6915
2024-02-26,53.589
2024-02-27,53.9094
2024-02-28,53.5905
2024-02-29,42.4946
2024-03-01,42.4093
2024-03-02,42.4093
2024-03-03,42.4093
2024-03-04,42.234
2024-03-05,46.204
2024-03-06,49.2376
2024-03-07,48.7959
2024-03-08,49.4732
2024-03-09,49.4732
2024-03-10,49.4732
2024-03-11,49.2657
2024-03-12,49.5937
2024-03-13,50.0942
2024-03-14,48.5428
2024-03-15,50.4697
2024-03-16,50.4697
2024-03-17,50.4697
2024-03-18,50.2978
2024-03-19,52.9505
2024-03-20,54.921
2024-03-21,55.926
2024-03-22,54.5423
2024-03-23,54.5423
2024-03-24,54.5423
2024-03-25,55.827
2024-03-26,55.9301
2024-03-27,58.3435
2024-03-28,59.5374
2024-03-29,59.5374
2024-03-30,59.5374
2024-03-31,59.5374
2024-04-01,58.3608
2024-04-02,57.5988
2024-04-03,58.0113
2024-04-04,56.937
2024-04-05,57.1559
2024-04-06,57.1559
2024-04-07,57.1559
2024-04-08,54.7798
