,EBSB US Equity
2023-03-14,59.7352
2023-03-15,59.7352
2023-03-16,59.7352
2023-03-17,59.7352
2023-03-18,59.7352
2023-03-19,59.7352
2023-03-20,59.7352
2023-03-21,59.7352
2023-03-22,59.7352
2023-03-23,59.7352
2023-03-24,59.7352
2023-03-25,59.7352
2023-03-26,59.7352
2023-03-27,59.7352
2023-03-28,59.7352
2023-03-29,59.7352
2023-03-30,59.7352
2023-03-31,59.7352
2023-04-01,59.7352
2023-04-02,59.7352
2023-04-03,59.7352
2023-04-04,59.7352
2023-04-05,59.7352
2023-04-06,59.7352
2023-04-07,59.7352
2023-04-08,59.7352
2023-04-09,59.7352
2023-04-10,59.7352
2023-04-11,59.7352
2023-04-12,59.7352
2023-04-13,59.7352
2023-04-14,59.7352
2023-04-15,59.7352
2023-04-16,59.7352
2023-04-17,59.7352
2023-04-18,59.7352
2023-04-19,59.7352
2023-04-20,59.7352
2023-04-21,59.7352
2023-04-22,59.7352
2023-04-23,59.7352
2023-04-24,59.7352
2023-04-25,59.7352
2023-04-26,59.7352
2023-04-27,59.7352
2023-04-28,59.7352
2023-04-29,59.7352
2023-04-30,59.7352
2023-05-01,59.7352
2023-05-02,59.7352
2023-05-03,59.7352
2023-05-04,59.7352
2023-05-05,59.7352
2023-05-06,59.7352
2023-05-07,59.7352
2023-05-08,59.7352
2023-05-09,59.7352
2023-05-10,59.7352
2023-05-11,59.7352
2023-05-12,59.7352
2023-05-13,59.7352
2023-05-14,59.7352
2023-05-15,59.7352
2023-05-16,59.7352
2023-05-17,59.7352
2023-05-18,59.7352
2023-05-19,59.7352
2023-05-20,59.7352
2023-05-21,59.7352
2023-05-22,59.7352
2023-05-23,59.7352
2023-05-24,59.7352
2023-05-25,59.7352
2023-05-26,59.7352
2023-05-27,59.7352
2023-05-28,59.7352
2023-05-29,59.7352
2023-05-30,59.7352
2023-05-31,59.7352
2023-06-01,59.7352
2023-06-02,59.7352
2023-06-03,59.7352
2023-06-04,59.7352
2023-06-05,59.7352
2023-06-06,59.7352
2023-06-07,59.7352
2023-06-08,59.7352
2023-06-09,59.7352
2023-06-10,59.7352
2023-06-11,59.7352
2023-06-12,59.7352
2023-06-13,59.7352
2023-06-14,59.7352
2023-06-15,59.7352
2023-06-16,59.7352
2023-06-17,59.7352
2023-06-18,59.7352
2023-06-19,59.7352
2023-06-20,59.7352
2023-06-21,59.7352
2023-06-22,59.7352
2023-06-23,59.7352
2023-06-24,59.7352
2023-06-25,59.7352
2023-06-26,59.7352
2023-06-27,59.7352
2023-06-28,59.7352
2023-06-29,59.7352
2023-06-30,59.7352
2023-07-01,59.7352
2023-07-02,59.7352
2023-07-03,59.7352
2023-07-04,59.7352
2023-07-05,59.7352
2023-07-06,59.7352
2023-07-07,59.7352
2023-07-08,59.7352
2023-07-09,59.7352
2023-07-10,59.7352
2023-07-11,59.7352
2023-07-12,59.7352
2023-07-13,59.7352
2023-07-14,59.7352
2023-07-15,59.7352
2023-07-16,59.7352
2023-07-17,59.7352
2023-07-18,59.7352
2023-07-19,59.7352
2023-07-20,59.7352
2023-07-21,59.7352
2023-07-22,59.7352
2023-07-23,59.7352
2023-07-24,59.7352
2023-07-25,59.7352
2023-07-26,59.7352
2023-07-27,59.7352
2023-07-28,59.7352
2023-07-29,59.7352
2023-07-30,59.7352
2023-07-31,59.7352
2023-08-01,59.7352
2023-08-02,59.7352
2023-08-03,59.7352
2023-08-04,59.7352
2023-08-05,59.7352
2023-08-06,59.7352
2023-08-07,59.7352
2023-08-08,59.7352
2023-08-09,59.7352
2023-08-10,59.7352
2023-08-11,59.7352
2023-08-12,59.7352
2023-08-13,59.7352
2023-08-14,59.7352
2023-08-15,59.7352
2023-08-16,59.7352
2023-08-17,59.7352
2023-08-18,59.7352
2023-08-19,59.7352
2023-08-20,59.7352
2023-08-21,59.7352
2023-08-22,59.7352
2023-08-23,59.7352
2023-08-24,59.7352
2023-08-25,59.7352
2023-08-26,59.7352
2023-08-27,59.7352
2023-08-28,59.7352
2023-08-29,59.7352
2023-08-30,59.7352
2023-08-31,59.7352
2023-09-01,59.7352
2023-09-02,59.7352
2023-09-03,59.7352
2023-09-04,59.7352
2023-09-05,59.7352
2023-09-06,59.7352
2023-09-07,59.7352
2023-09-08,59.7352
2023-09-09,59.7352
2023-09-10,59.7352
2023-09-11,59.7352
2023-09-12,59.7352
2023-09-13,59.7352
2023-09-14,59.7352
2023-09-15,59.7352
2023-09-16,59.7352
2023-09-17,59.7352
2023-09-18,59.7352
2023-09-19,59.7352
2023-09-20,59.7352
2023-09-21,59.7352
2023-09-22,59.7352
2023-09-23,59.7352
2023-09-24,59.7352
2023-09-25,59.7352
2023-09-26,59.7352
2023-09-27,59.7352
2023-09-28,59.7352
2023-09-29,59.7352
2023-09-30,59.7352
2023-10-01,59.7352
2023-10-02,59.7352
2023-10-03,59.7352
2023-10-04,59.7352
2023-10-05,59.7352
2023-10-06,59.7352
2023-10-07,59.7352
2023-10-08,59.7352
2023-10-09,59.7352
2023-10-10,59.7352
2023-10-11,59.7352
2023-10-12,59.7352
2023-10-13,59.7352
2023-10-14,59.7352
2023-10-15,59.7352
2023-10-16,59.7352
2023-10-17,59.7352
2023-10-18,59.7352
2023-10-19,59.7352
2023-10-20,59.7352
2023-10-21,59.7352
2023-10-22,59.7352
2023-10-23,59.7352
2023-10-24,59.7352
2023-10-25,59.7352
2023-10-26,59.7352
2023-10-27,59.7352
2023-10-28,59.7352
2023-10-29,59.7352
2023-10-30,59.7352
2023-10-31,59.7352
2023-11-01,59.7352
2023-11-02,59.7352
2023-11-03,59.7352
2023-11-04,59.7352
2023-11-05,59.7352
2023-11-06,59.7352
2023-11-07,59.7352
2023-11-08,59.7352
2023-11-09,59.7352
2023-11-10,59.7352
2023-11-11,59.7352
2023-11-12,59.7352
2023-11-13,59.7352
2023-11-14,59.7352
2023-11-15,59.7352
2023-11-16,59.7352
2023-11-17,59.7352
2023-11-18,59.7352
2023-11-19,59.7352
2023-11-20,59.7352
2023-11-21,59.7352
2023-11-22,59.7352
2023-11-23,59.7352
2023-11-24,59.7352
2023-11-25,59.7352
2023-11-26,59.7352
2023-11-27,59.7352
2023-11-28,59.7352
2023-11-29,59.7352
2023-11-30,59.7352
2023-12-01,59.7352
2023-12-02,59.7352
2023-12-03,59.7352
2023-12-04,59.7352
2023-12-05,59.7352
2023-12-06,59.7352
2023-12-07,59.7352
2023-12-08,59.7352
2023-12-09,59.7352
2023-12-10,59.7352
2023-12-11,59.7352
2023-12-12,59.7352
2023-12-13,59.7352
2023-12-14,59.7352
2023-12-15,59.7352
2023-12-16,59.7352
2023-12-17,59.7352
2023-12-18,59.7352
2023-12-19,59.7352
2023-12-20,59.7352
2023-12-21,59.7352
2023-12-22,59.7352
2023-12-23,59.7352
2023-12-24,59.7352
2023-12-25,59.7352
2023-12-26,59.7352
2023-12-27,59.7352
2023-12-28,59.7352
2023-12-29,59.7352
2023-12-30,59.7352
2023-12-31,59.7352
2024-01-01,59.7352
2024-01-02,59.7352
2024-01-03,59.7352
2024-01-04,59.7352
2024-01-05,59.7352
2024-01-06,59.7352
2024-01-07,59.7352
2024-01-08,59.7352
2024-01-09,59.7352
2024-01-10,59.7352
2024-01-11,59.7352
2024-01-12,59.7352
2024-01-13,59.7352
2024-01-14,59.7352
2024-01-15,59.7352
2024-01-16,59.7352
2024-01-17,59.7352
2024-01-18,59.7352
2024-01-19,59.7352
2024-01-20,59.7352
2024-01-21,59.7352
2024-01-22,59.7352
2024-01-23,59.7352
2024-01-24,59.7352
2024-01-25,59.7352
2024-01-26,59.7352
2024-01-27,59.7352
2024-01-28,59.7352
2024-01-29,59.7352
2024-01-30,59.7352
2024-01-31,59.7352
2024-02-01,59.7352
2024-02-02,59.7352
2024-02-03,59.7352
2024-02-04,59.7352
2024-02-05,59.7352
2024-02-06,59.7352
2024-02-07,59.7352
2024-02-08,59.7352
2024-02-09,59.7352
2024-02-10,59.7352
2024-02-11,59.7352
2024-02-12,59.7352
2024-02-13,59.7352
2024-02-14,59.7352
2024-02-15,59.7352
2024-02-16,59.7352
2024-02-17,59.7352
2024-02-18,59.7352
2024-02-19,59.7352
2024-02-20,59.7352
2024-02-21,59.7352
2024-02-22,59.7352
2024-02-23,59.7352
2024-02-24,59.7352
2024-02-25,59.7352
2024-02-26,59.7352
2024-02-27,59.7352
2024-02-28,59.7352
2024-02-29,59.7352
2024-03-01,59.7352
2024-03-02,59.7352
2024-03-03,59.7352
2024-03-04,59.7352
2024-03-05,59.7352
2024-03-06,59.7352
2024-03-07,59.7352
2024-03-08,59.7352
2024-03-09,59.7352
2024-03-10,59.7352
2024-03-11,59.7352
2024-03-12,59.7352
2024-03-13,59.7352
2024-03-14,59.7352
2024-03-15,59.7352
2024-03-16,59.7352
2024-03-17,59.7352
2024-03-18,59.7352
2024-03-19,59.7352
2024-03-20,59.7352
2024-03-21,59.7352
2024-03-22,59.7352
2024-03-23,59.7352
2024-03-24,59.7352
2024-03-25,59.7352
2024-03-26,59.7352
2024-03-27,59.7352
2024-03-28,59.7352
2024-03-29,59.7352
2024-03-30,59.7352
2024-03-31,59.7352
2024-04-01,59.7352
2024-04-02,59.7352
2024-04-03,59.7352
2024-04-04,59.7352
2024-04-05,59.7352
2024-04-06,59.7352
2024-04-07,59.7352
2024-04-08,59.7352
