,STX US Equity
2023-03-20,49.1373
2023-03-21,50.2954
2023-03-22,47.8869
2023-03-23,49.5937
2023-03-24,49.6569
2023-03-25,49.6569
2023-03-26,49.6569
2023-03-27,50.2535
2023-03-28,47.7536
2023-03-29,52.9073
2023-03-30,54.55
2023-03-31,56.0685
2023-04-01,56.0685
2023-04-02,56.0685
2023-04-03,55.4465
2023-04-04,54.7503
2023-04-05,53.9301
2023-04-06,53.1409
2023-04-07,53.1409
2023-04-08,53.1409
2023-04-09,53.1409
2023-04-10,55.9667
2023-04-11,56.7008
2023-04-12,55.793
2023-04-13,53.9522
2023-04-14,51.5765
2023-04-15,51.5765
2023-04-16,51.5765
2023-04-17,52.0323
2023-04-18,52.0645
2023-04-19,49.6349
2023-04-20,41.4351
2023-04-21,40.642
2023-04-22,40.642
2023-04-23,40.642
2023-04-24,41.6745
2023-04-25,40.5371
2023-04-26,40.9898
2023-04-27,41.8328
2023-04-28,45.2947
2023-04-29,45.2947
2023-04-30,45.2947
2023-05-01,44.9994
2023-05-02,42.6564
2023-05-03,41.4424
2023-05-04,40.4188
2023-05-05,41.9395
2023-05-06,41.9395
2023-05-07,41.9395
2023-05-08,42.5865
2023-05-09,44.4526
2023-05-10,44.3941
2023-05-11,43.6947
2023-05-12,45.159
2023-05-13,45.159
2023-05-14,45.159
2023-05-15,51.1193
2023-05-16,50.6947
2023-05-17,51.2426
2023-05-18,53.7596
2023-05-19,52.8998
2023-05-20,52.8998
2023-05-21,52.8998
2023-05-22,53.9722
2023-05-23,52.9244
2023-05-24,51.0677
2023-05-25,49.0178
2023-05-26,52.5665
2023-05-27,52.5665
2023-05-28,52.5665
2023-05-29,52.5665
2023-05-30,50.4182
2023-05-31,48.9737
2023-06-01,50.9135
2023-06-02,52.335
2023-06-03,52.335
2023-06-04,52.335
2023-06-05,50.1081
2023-06-06,46.6547
2023-06-07,47.8183
2023-06-08,48.7628
2023-06-09,50.3806
2023-06-10,50.3806
2023-06-11,50.3806
2023-06-12,54.1198
2023-06-13,55.8673
2023-06-14,56.6677
2023-06-15,57.7895
2023-06-16,54.6228
2023-06-17,54.6228
2023-06-18,54.6228
2023-06-19,54.6228
2023-06-20,52.9408
2023-06-21,51.3221
2023-06-22,50.7813
2023-06-23,49.342
2023-06-24,49.342
2023-06-25,49.342
2023-06-26,49.7146
2023-06-27,52.1828
2023-06-28,51.3636
2023-06-29,51.874
2023-06-30,51.7511
2023-07-01,51.7511
2023-07-02,51.7511
2023-07-03,52.2692
2023-07-04,52.2692
2023-07-05,49.8405
2023-07-06,49.8405
2023-07-07,48.8755
2023-07-08,48.8755
2023-07-09,48.8755
2023-07-10,49.102
2023-07-11,50.3537
2023-07-12,51.4027
2023-07-13,52.1498
2023-07-14,51.2332
2023-07-15,51.2332
2023-07-16,51.2332
2023-07-17,49.9811
2023-07-18,50.8627
2023-07-19,47.8301
2023-07-20,46.7742
2023-07-21,47.4387
2023-07-22,47.4387
2023-07-23,47.4387
2023-07-24,46.7953
2023-07-25,44.8139
2023-07-26,44.31
2023-07-27,52.8081
2023-07-28,55.0166
2023-07-29,55.0166
2023-07-30,55.0166
2023-07-31,55.1002
2023-08-01,58.0368
2023-08-02,57.3756
2023-08-03,62.0889
2023-08-04,59.013
2023-08-05,59.013
2023-08-06,59.013
2023-08-07,61.3023
2023-08-08,58.4549
2023-08-09,58.07
2023-08-10,58.4801
2023-08-11,57.8744
2023-08-12,57.8744
2023-08-13,57.8744
2023-08-14,59.2708
2023-08-15,54.7529
2023-08-16,52.4093
2023-08-17,53.5706
2023-08-18,52.5312
2023-08-19,52.5312
2023-08-20,52.5312
2023-08-21,54.348
2023-08-22,54.9529
2023-08-23,55.3763
2023-08-24,52.9725
2023-08-25,52.0816
2023-08-26,52.0816
2023-08-27,52.0816
2023-08-28,54.778
2023-08-29,55.3078
2023-08-30,57.9975
2023-08-31,61.5417
2023-09-01,64.9407
2023-09-02,64.9407
2023-09-03,64.9407
2023-09-04,64.9407
2023-09-05,59.6724
2023-09-06,60.0777
2023-09-07,48.518
2023-09-08,50.9375
2023-09-09,50.9375
2023-09-10,50.9375
2023-09-11,49.6127
2023-09-12,47.6882
2023-09-13,48.5581
2023-09-14,49.6693
2023-09-15,49.0323
2023-09-16,49.0323
2023-09-17,49.0323
2023-09-18,49.6733
2023-09-19,50.5315
2023-09-20,51.5465
2023-09-21,51.2887
2023-09-22,51.9108
2023-09-23,51.9108
2023-09-24,51.9108
2023-09-25,50.7806
2023-09-26,49.2571
2023-09-27,50.5534
2023-09-28,52.5703
2023-09-29,52.9391
2023-09-30,52.9391
2023-10-01,52.9391
2023-10-02,53.286
2023-10-03,52.0136
2023-10-04,52.8456
2023-10-05,53.8244
2023-10-06,52.8296
2023-10-07,52.8296
2023-10-08,52.8296
2023-10-09,53.1127
2023-10-10,53.672
2023-10-11,58.0764
2023-10-12,57.6766
2023-10-13,55.9319
2023-10-14,55.9319
2023-10-15,55.9319
2023-10-16,56.6978
2023-10-17,56.6782
2023-10-18,55.7611
2023-10-19,52.675
2023-10-20,52.34
2023-10-21,52.34
2023-10-22,52.34
2023-10-23,49.7228
2023-10-24,54.3921
2023-10-25,52.6183
2023-10-26,50.4729
2023-10-27,54.0992
2023-10-28,54.0992
2023-10-29,54.0992
2023-10-30,54.421
2023-10-31,54.1177
2023-11-01,58.3421
2023-11-02,59.085
2023-11-03,59.6981
2023-11-04,59.6981
2023-11-05,59.6981
2023-11-06,57.5166
2023-11-07,56.9735
2023-11-08,58.4027
2023-11-09,58.5979
2023-11-10,59.1924
2023-11-11,59.1924
2023-11-12,59.1924
2023-11-13,59.2644
2023-11-14,62.2173
2023-11-15,62.0868
2023-11-16,63.4614
2023-11-17,63.8396
2023-11-18,63.8396
2023-11-19,63.8396
2023-11-20,65.3492
2023-11-21,63.0419
2023-11-22,63.6917
2023-11-23,63.6917
2023-11-24,62.5995
2023-11-25,62.5995
2023-11-26,62.5995
2023-11-27,64.5781
2023-11-28,63.1536
2023-11-29,65.1484
2023-11-30,65.9218
2023-12-01,66.0224
2023-12-02,66.0224
2023-12-03,66.0224
2023-12-04,64.5676
2023-12-05,60.7422
2023-12-06,61.9581
2023-12-07,63.2999
2023-12-08,65.6394
2023-12-09,65.6394
2023-12-10,65.6394
2023-12-11,67.3069
2023-12-12,68.0404
2023-12-13,70.9865
2023-12-14,70.7456
2023-12-15,68.2301
2023-12-16,68.2301
2023-12-17,68.2301
2023-12-18,67.4971
2023-12-19,67.3281
2023-12-20,64.1
2023-12-21,68.1385
2023-12-22,67.8183
2023-12-23,67.8183
2023-12-24,67.8183
2023-12-25,67.8183
2023-12-26,68.5927
2023-12-27,68.1388
2023-12-28,69.3641
2023-12-29,66.0048
2023-12-30,66.0048
2023-12-31,66.0048
2024-01-01,66.0048
2024-01-02,60.3028
2024-01-03,56.0768
2024-01-04,56.5507
2024-01-05,55.6555
2024-01-06,55.6555
2024-01-07,55.6555
2024-01-08,56.6692
2024-01-09,55.0512
2024-01-10,58.6324
2024-01-11,56.9392
2024-01-12,58.3459
2024-01-13,58.3459
2024-01-14,58.3459
2024-01-15,58.3459
2024-01-16,60.9235
2024-01-17,58.2069
2024-01-18,59.0243
2024-01-19,60.8201
2024-01-20,60.8201
2024-01-21,60.8201
2024-01-22,62.7755
2024-01-23,65.0625
2024-01-24,64.9462
2024-01-25,66.8076
2024-01-26,65.7167
2024-01-27,65.7167
2024-01-28,65.7167
2024-01-29,62.2558
2024-01-30,60.3662
2024-01-31,57.0749
2024-02-01,58.4492
2024-02-02,59.3154
2024-02-03,59.3154
2024-02-04,59.3154
2024-02-05,55.9313
2024-02-06,56.8146
2024-02-07,57.5192
2024-02-08,58.6654
2024-02-09,60.7266
2024-02-10,60.7266
2024-02-11,60.7266
2024-02-12,60.1704
2024-02-13,56.8022
2024-02-14,56.215
2024-02-15,57.9497
2024-02-16,56.8452
2024-02-17,56.8452
2024-02-18,56.8452
2024-02-19,56.8452
2024-02-20,55.5614
2024-02-21,52.5029
2024-02-22,56.624
2024-02-23,56.5589
2024-02-24,56.5589
2024-02-25,56.5589
2024-02-26,57.4196
2024-02-27,59.8862
2024-02-28,60.9306
2024-02-29,62.5277
2024-03-01,66.5633
2024-03-02,66.5633
2024-03-03,66.5633
2024-03-04,67.6336
2024-03-05,67.8518
2024-03-06,60.3004
2024-03-07,59.7945
2024-03-08,58.0834
2024-03-09,58.0834
2024-03-10,58.0834
2024-03-11,56.6606
2024-03-12,55.7242
2024-03-13,52.2637
2024-03-14,48.5443
2024-03-15,48.8677
2024-03-16,48.8677
2024-03-17,48.8677
2024-03-18,48.0923
2024-03-19,49.6649
2024-03-20,51.6707
2024-03-21,52.9593
2024-03-22,53.6543
2024-03-23,53.6543
2024-03-24,53.6543
2024-03-25,52.5078
2024-03-26,59.7482
2024-03-27,59.5463
2024-03-28,57.3545
2024-03-29,57.3545
2024-03-30,57.3545
2024-03-31,57.3545
2024-04-01,55.5973
2024-04-02,53.5267
2024-04-03,55.0895
2024-04-04,53.9238
2024-04-05,52.8989
2024-04-06,52.8989
2024-04-07,52.8989
2024-04-08,51.866
