,AX US Equity
2020-08-12,58.9
2020-08-13,57.4735
2020-08-14,58.1572
2020-08-15,58.1572
2020-08-16,58.1572
2020-08-17,58.0928
2020-08-18,55.8839
2020-08-19,56.7227
2020-08-20,55.8822
2020-08-21,55.4571
2020-08-22,55.4571
2020-08-23,55.4571
2020-08-24,58.0711
2020-08-25,58.5838
2020-08-26,56.5734
2020-08-27,58.0865
2020-08-28,57.9821
2020-08-29,57.9821
2020-08-30,57.9821
2020-08-31,56.0019
2020-09-01,56.0835
2020-09-02,56.4735
2020-09-03,55.5621
2020-09-04,56.1767
2020-09-05,56.1767
2020-09-06,56.1767
2020-09-07,56.1767
2020-09-08,52.6942
2020-09-09,51.5691
2020-09-10,50.554
2020-09-11,51.8292
2020-09-12,51.8292
2020-09-13,51.8292
2020-09-14,52.5753
2020-09-15,50.5334
2020-09-16,52.4441
2020-09-17,51.2783
2020-09-18,49.5852
2020-09-19,49.5852
2020-09-20,49.5852
2020-09-21,49.3102
2020-09-22,47.0496
2020-09-23,44.4983
2020-09-24,45.9944
2020-09-25,48.1278
2020-09-26,48.1278
2020-09-27,48.1278
2020-09-28,51.9549
2020-09-29,51.0403
2020-09-30,50.6644
2020-10-01,51.6686
2020-10-02,54.4199
2020-10-03,54.4199
2020-10-04,54.4199
2020-10-05,56.3336
2020-10-06,57.5717
2020-10-07,57.802
2020-10-08,60.0983
2020-10-09,59.1241
2020-10-10,59.1241
2020-10-11,59.1241
2020-10-12,60.4505
2020-10-13,59.0062
2020-10-14,57.7024
2020-10-15,59.4685
2020-10-16,58.8023
2020-10-17,58.8023
2020-10-18,58.8023
2020-10-19,59.2159
2020-10-20,59.3966
2020-10-21,59.4895
2020-10-22,62.006
2020-10-23,62.8028
2020-10-24,62.8028
2020-10-25,62.8028
2020-10-26,60.9607
2020-10-27,57.2211
2020-10-28,54.8191
2020-10-29,55.3208
2020-10-30,58.8218
2020-10-31,58.8218
2020-11-01,58.8218
2020-11-02,62.2156
2020-11-03,64.5961
2020-11-04,59.9629
2020-11-05,61.8813
2020-11-06,59.572
2020-11-07,59.572
2020-11-08,59.572
2020-11-09,67.8847
2020-11-10,68.7145
2020-11-11,67.861
2020-11-12,64.5433
2020-11-13,66.1823
2020-11-14,66.1823
2020-11-15,66.1823
2020-11-16,68.4305
2020-11-17,69.0061
2020-11-18,67.1573
2020-11-19,65.4769
2020-11-20,63.3137
2020-11-21,63.3137
2020-11-22,63.3137
2020-11-23,65.1371
2020-11-24,67.7932
2020-11-25,68.3172
2020-11-26,68.3172
2020-11-27,65.372
2020-11-28,65.372
2020-11-29,65.372
2020-11-30,61.1748
2020-12-01,61.5758
2020-12-02,62.6463
2020-12-03,62.1906
2020-12-04,63.8065
2020-12-05,63.8065
2020-12-06,63.8065
2020-12-07,64.8371
2020-12-08,64.1643
2020-12-09,64.437
2020-12-10,64.437
2020-12-11,64.7811
2020-12-12,64.7811
2020-12-13,64.7811
2020-12-14,63.6833
2020-12-15,65.9009
2020-12-16,66.0686
2020-12-17,66.764
2020-12-18,65.0859
2020-12-19,65.0859
2020-12-20,65.0859
2020-12-21,65.9131
2020-12-22,64.779
2020-12-23,66.1449
2020-12-24,66.7337
2020-12-25,66.7337
2020-12-26,66.7337
2020-12-27,66.7337
2020-12-28,65.7868
2020-12-29,64.3311
2020-12-30,64.853
2020-12-31,65.2691
2021-01-01,65.2691
2021-01-02,65.2691
2021-01-03,65.2691
2021-01-04,62.4125
2021-01-05,63.4836
2021-01-06,69.9379
2021-01-07,71.3604
2021-01-08,69.5278
2021-01-09,69.5278
2021-01-10,69.5278
2021-01-11,71.2134
2021-01-12,71.6045
2021-01-13,67.0717
2021-01-14,68.5228
2021-01-15,67.7506
2021-01-16,67.7506
2021-01-17,67.7506
2021-01-18,67.7506
2021-01-19,68.3543
2021-01-20,68.5236
2021-01-21,64.1228
2021-01-22,65.4554
2021-01-23,65.4554
2021-01-24,65.4554
2021-01-25,63.3917
2021-01-26,61.4213
2021-01-27,57.5072
2021-01-28,59.3432
2021-01-29,55.9512
2021-01-30,55.9512
2021-01-31,55.9512
2021-02-01,58.2127
2021-02-02,61.8693
2021-02-03,61.9046
2021-02-04,63.8473
2021-02-05,65.2075
2021-02-06,65.2075
2021-02-07,65.2075
2021-02-08,65.9578
2021-02-09,67.5297
2021-02-10,67.5449
2021-02-11,65.7926
2021-02-12,65.9918
2021-02-13,65.9918
2021-02-14,65.9918
2021-02-15,65.9918
2021-02-16,63.7522
2021-02-17,61.59
2021-02-18,61.4975
2021-02-19,64.2206
2021-02-20,64.2206
2021-02-21,64.2206
2021-02-22,65.6071
2021-02-23,65.9608
2021-02-24,68.3653
2021-02-25,65.5856
2021-02-26,64.2195
2021-02-27,64.2195
2021-02-28,64.2195
2021-03-01,66.759
2021-03-02,65.2841
2021-03-03,66.665
2021-03-04,63.1412
2021-03-05,64.4429
2021-03-06,64.4429
2021-03-07,64.4429
2021-03-08,66.179
2021-03-09,66.6942
2021-03-10,67.9996
2021-03-11,69.3956
2021-03-12,70.6146
2021-03-13,70.6146
2021-03-14,70.6146
2021-03-15,69.2968
2021-03-16,69.6869
2021-03-17,70.8501
2021-03-18,69.4871
2021-03-19,68.738
2021-03-20,68.738
2021-03-21,68.738
2021-03-22,59.5052
2021-03-23,54.038
2021-03-24,52.1244
2021-03-25,54.548
2021-03-26,56.8262
2021-03-27,56.8262
2021-03-28,56.8262
2021-03-29,52.9376
2021-03-30,55.0152
2021-03-31,53.6888
2021-04-01,54.5138
2021-04-02,54.5138
2021-04-03,54.5138
2021-04-04,54.5138
2021-04-05,55.6048
2021-04-06,55.3473
2021-04-07,54.5417
2021-04-08,55.4305
2021-04-09,56.1543
2021-04-10,56.1543
2021-04-11,56.1543
2021-04-12,55.1809
2021-04-13,52.3424
2021-04-14,53.587
2021-04-15,52.4794
2021-04-16,51.9023
2021-04-17,51.9023
2021-04-18,51.9023
2021-04-19,51.5639
2021-04-20,47.2312
2021-04-21,48.0938
2021-04-22,46.7558
2021-04-23,50.2688
2021-04-24,50.2688
2021-04-25,50.2688
2021-04-26,49.6207
2021-04-27,50.0931
2021-04-28,50.486
2021-04-29,51.2363
2021-04-30,48.6354
2021-05-01,48.6354
2021-05-02,48.6354
2021-05-03,49.9716
2021-05-04,49.4082
2021-05-05,49.2703
2021-05-06,51.2865
2021-05-07,51.2375
2021-05-08,51.2375
2021-05-09,51.2375
2021-05-10,49.6907
2021-05-11,48.8195
2021-05-12,46.6794
2021-05-13,51.1579
2021-05-14,51.7503
2021-05-15,51.7503
2021-05-16,51.7503
2021-05-17,51.8665
2021-05-18,50.1675
2021-05-19,49.5991
2021-05-20,47.7964
2021-05-21,49.9819
2021-05-22,49.9819
2021-05-23,49.9819
2021-05-24,50.0574
2021-05-25,48.469
2021-05-26,51.0452
2021-05-27,53.8346
2021-05-28,54.0413
2021-05-29,54.0413
2021-05-30,54.0413
2021-05-31,54.0413
2021-06-01,55.9667
2021-06-02,54.8207
2021-06-03,54.26
2021-06-04,54.3566
2021-06-05,54.3566
2021-06-06,54.3566
2021-06-07,57.6628
2021-06-08,57.7071
2021-06-09,55.5996
2021-06-10,54.3959
2021-06-11,55.49
2021-06-12,55.49
2021-06-13,55.49
2021-06-14,52.6721
2021-06-15,55.1727
2021-06-16,56.9982
2021-06-17,53.0326
2021-06-18,46.4005
2021-06-19,46.4005
2021-06-20,46.4005
2021-06-21,50.5309
2021-06-22,50.1356
2021-06-23,49.0982
2021-06-24,51.4213
2021-06-25,51.4431
2021-06-26,51.4431
2021-06-27,51.4431
2021-06-28,49.5983
2021-06-29,49.4607
2021-06-30,49.2721
2021-07-01,50.1084
2021-07-02,48.5971
2021-07-03,48.5971
2021-07-04,48.5971
2021-07-05,48.5971
2021-07-06,46.7616
2021-07-07,47.1061
2021-07-08,45.558
2021-07-09,48.5024
2021-07-10,48.5024
2021-07-11,48.5024
2021-07-12,50.6658
2021-07-13,46.5287
2021-07-14,48.3428
2021-07-15,51.0364
2021-07-16,49.8088
2021-07-17,49.8088
2021-07-18,49.8088
2021-07-19,47.49
2021-07-20,51.2802
2021-07-21,53.8639
2021-07-22,51.1682
2021-07-23,51.787
2021-07-24,51.787
2021-07-25,51.787
2021-07-26,52.6966
2021-07-27,50.9344
2021-07-28,52.4732
2021-07-29,54.1246
2021-07-30,52.4713
2021-07-31,52.4713
2021-08-01,52.4713
2021-08-02,50.7328
2021-08-03,52.0352
2021-08-04,50.1035
2021-08-05,52.7614
2021-08-06,55.6878
2021-08-07,55.6878
2021-08-08,55.6878
2021-08-09,53.0963
2021-08-10,54.4316
2021-08-11,57.0004
2021-08-12,56.7673
2021-08-13,55.6143
2021-08-14,55.6143
2021-08-15,55.6143
2021-08-16,55.2824
2021-08-17,52.7694
2021-08-18,51.2086
2021-08-19,49.6251
2021-08-20,52.4584
2021-08-21,52.4584
2021-08-22,52.4584
2021-08-23,53.1004
2021-08-24,52.5271
2021-08-25,53.2168
2021-08-26,51.1213
2021-08-27,54.0535
2021-08-28,54.0535
2021-08-29,54.0535
2021-08-30,52.1043
2021-08-31,51.4941
2021-09-01,50.8777
2021-09-02,49.012
2021-09-03,48.5241
2021-09-04,48.5241
2021-09-05,48.5241
2021-09-06,48.5241
2021-09-07,49.9303
2021-09-08,47.4072
2021-09-09,47.2759
2021-09-10,45.2255
2021-09-11,45.2255
2021-09-12,45.2255
2021-09-13,46.7104
2021-09-14,44.2097
2021-09-15,46.0671
2021-09-16,44.9377
2021-09-17,46.2504
2021-09-18,46.2504
2021-09-19,46.2504
2021-09-20,44.4177
2021-09-21,44.0441
2021-09-22,46.55
2021-09-23,48.87
2021-09-24,48.9664
2021-09-25,48.9664
2021-09-26,48.9664
2021-09-27,53.5458
2021-09-28,53.5212
2021-09-29,57.1833
2021-09-30,59.1796
2021-10-01,61.1076
2021-10-02,61.1076
2021-10-03,61.1076
2021-10-04,62.6371
2021-10-05,62.8646
2021-10-06,60.3145
2021-10-07,62.1721
2021-10-08,62.0901
2021-10-09,62.0901
2021-10-10,62.0901
2021-10-11,61.3369
2021-10-12,61.5869
2021-10-13,61.0041
2021-10-14,63.2693
2021-10-15,61.6521
2021-10-16,61.6521
2021-10-17,61.6521
2021-10-18,58.8241
2021-10-19,58.4359
2021-10-20,59.3672
2021-10-21,57.7717
2021-10-22,58.1251
2021-10-23,58.1251
2021-10-24,58.1251
2021-10-25,57.3656
2021-10-26,57.1279
2021-10-27,52.1297
2021-10-28,54.5867
2021-10-29,56.5075
2021-10-30,56.5075
2021-10-31,56.5075
2021-11-01,58.3895
2021-11-02,61.1494
2021-11-03,65.1609
2021-11-04,66.0201
2021-11-05,68.4875
2021-11-06,68.4875
2021-11-07,68.4875
2021-11-08,68.4875
2021-11-09,68.7873
2021-11-10,69.2819
2021-11-11,65.494
2021-11-12,64.7158
2021-11-13,64.7158
2021-11-14,64.7158
2021-11-15,65.6691
2021-11-16,65.579
2021-11-17,64.0924
2021-11-18,65.3686
2021-11-19,63.6662
2021-11-20,63.6662
2021-11-21,63.6662
2021-11-22,66.4876
2021-11-23,67.6461
2021-11-24,67.7643
2021-11-25,67.7643
2021-11-26,56.8792
2021-11-27,56.8792
2021-11-28,56.8792
2021-11-29,56.2332
2021-11-30,53.5373
2021-12-01,51.3514
2021-12-02,55.7763
2021-12-03,52.006
2021-12-04,52.006
2021-12-05,52.006
2021-12-06,54.7177
2021-12-07,54.5988
2021-12-08,54.092
2021-12-09,51.0898
2021-12-10,51.8487
2021-12-11,51.8487
2021-12-12,51.8487
2021-12-13,49.1976
2021-12-14,48.274
2021-12-15,48.1639
2021-12-16,47.0543
2021-12-17,46.4273
2021-12-18,46.4273
2021-12-19,46.4273
2021-12-20,44.3934
2021-12-21,46.1848
2021-12-22,48.282
2021-12-23,50.1332
2021-12-24,50.1332
2021-12-25,50.1332
2021-12-26,50.1332
2021-12-27,51.5979
2021-12-28,52.3409
2021-12-29,52.2558
2021-12-30,50.6579
2021-12-31,51.677
2022-01-01,51.677
2022-01-02,51.677
2022-01-03,53.5239
2022-01-04,57.6473
2022-01-05,53.648
2022-01-06,57.3052
2022-01-07,58.8775
2022-01-08,58.8775
2022-01-09,58.8775
2022-01-10,56.9176
2022-01-11,57.4168
2022-01-12,57.8744
2022-01-13,58.3849
2022-01-14,58.248
2022-01-15,58.248
2022-01-16,58.248
2022-01-17,58.248
2022-01-18,53.9711
2022-01-19,46.5401
2022-01-20,45.5327
2022-01-21,45.7794
2022-01-22,45.7794
2022-01-23,45.7794
2022-01-24,48.5947
2022-01-25,47.2912
2022-01-26,44.0766
2022-01-27,40.8535
2022-01-28,42.5906
2022-01-29,42.5906
2022-01-30,42.5906
2022-01-31,43.191
2022-02-01,45.0127
2022-02-02,42.5498
2022-02-03,46.4495
2022-02-04,46.6368
2022-02-05,46.6368
2022-02-06,46.6368
2022-02-07,48.1716
2022-02-08,51.0978
2022-02-09,50.9334
2022-02-10,50.7814
2022-02-11,49.7903
2022-02-12,49.7903
2022-02-13,49.7903
2022-02-14,48.6556
2022-02-15,51.8573
2022-02-16,51.4534
2022-02-17,48.3057
2022-02-18,48.2564
2022-02-19,48.2564
2022-02-20,48.2564
2022-02-21,48.2564
2022-02-22,47.8026
2022-02-23,46.0121
2022-02-24,44.995
2022-02-25,48.6655
2022-02-26,48.6655
2022-02-27,48.6655
2022-02-28,49.7743
2022-03-01,44.2919
2022-03-02,49.9168
2022-03-03,46.6848
2022-03-04,43.7782
2022-03-05,43.7782
2022-03-06,43.7782
2022-03-07,40.4045
2022-03-08,39.8836
2022-03-09,42.3963
2022-03-10,43.3481
2022-03-11,42.9033
2022-03-12,42.9033
2022-03-13,42.9033
2022-03-14,41.4754
2022-03-15,41.9418
2022-03-16,45.0942
2022-03-17,44.4287
2022-03-18,45.3276
2022-03-19,45.3276
2022-03-20,45.3276
2022-03-21,43.5076
2022-03-22,44.4471
2022-03-23,41.6207
2022-03-24,42.1115
2022-03-25,42.0485
2022-03-26,42.0485
2022-03-27,42.0485
2022-03-28,42.9846
2022-03-29,45.1464
2022-03-30,42.6314
2022-03-31,42.2558
2022-04-01,41.783
2022-04-02,41.783
2022-04-03,41.783
2022-04-04,39.6661
2022-04-05,38.57
2022-04-06,36.375
2022-04-07,36.3412
2022-04-08,35.0395
2022-04-09,35.0395
2022-04-10,35.0395
2022-04-11,34.9614
2022-04-12,35.5773
2022-04-13,36.4786
2022-04-14,35.8244
2022-04-15,35.8244
2022-04-16,35.8244
2022-04-17,35.8244
2022-04-18,36.0259
2022-04-19,39.6636
2022-04-20,39.9387
2022-04-21,39.9242
2022-04-22,39.6417
2022-04-23,39.6417
2022-04-24,39.6417
2022-04-25,40.961
2022-04-26,37.957
2022-04-27,36.8953
2022-04-28,40.0494
2022-04-29,35.4883
2022-04-30,35.4883
2022-05-01,35.4883
2022-05-02,36.7936
2022-05-03,37.1172
2022-05-04,39.1584
2022-05-05,36.3808
2022-05-06,36.9166
2022-05-07,36.9166
2022-05-08,36.9166
2022-05-09,35.5657
2022-05-10,33.9166
2022-05-11,33.5374
2022-05-12,33.977
2022-05-13,35.3051
2022-05-14,35.3051
2022-05-15,35.3051
2022-05-16,34.822
2022-05-17,38.3581
2022-05-18,37.1007
2022-05-19,36.3973
2022-05-20,36.3569
2022-05-21,36.3569
2022-05-22,36.3569
2022-05-23,39.5032
2022-05-24,38.99
2022-05-25,40.5868
2022-05-26,43.117
2022-05-27,44.249
2022-05-28,44.249
2022-05-29,44.249
2022-05-30,44.249
2022-05-31,44.1975
2022-06-01,44.1266
2022-06-02,46.3931
2022-06-03,45.679
2022-06-04,45.679
2022-06-05,45.679
2022-06-06,45.7926
2022-06-07,46.8277
2022-06-08,46.1391
2022-06-09,43.956
2022-06-10,42.3501
2022-06-11,42.3501
2022-06-12,42.3501
2022-06-13,39.7145
2022-06-14,39.4454
2022-06-15,41.0968
2022-06-16,37.6148
2022-06-17,38.9151
2022-06-18,38.9151
2022-06-19,38.9151
2022-06-20,38.9151
2022-06-21,40.1548
2022-06-22,39.5949
2022-06-23,40.0144
2022-06-24,44.0115
2022-06-25,44.0115
2022-06-26,44.0115
2022-06-27,45.1994
2022-06-28,44.3238
2022-06-29,43.9908
2022-06-30,42.5136
2022-07-01,43.163
2022-07-02,43.163
2022-07-03,43.163
2022-07-04,43.163
2022-07-05,44.5373
2022-07-06,43.3706
2022-07-07,44.1669
2022-07-08,43.3885
2022-07-09,43.3885
2022-07-10,43.3885
2022-07-11,44.1861
2022-07-12,44.5484
2022-07-13,42.5065
2022-07-14,41.5324
2022-07-15,45.177
2022-07-16,45.177
2022-07-17,45.177
2022-07-18,47.9111
2022-07-19,51.3976
2022-07-20,53.4929
2022-07-21,54.476
2022-07-22,52.0511
2022-07-23,52.0511
2022-07-24,52.0511
2022-07-25,52.914
2022-07-26,52.4384
2022-07-27,54.9306
2022-07-28,55.8622
2022-07-29,57.3945
2022-07-30,57.3945
2022-07-31,57.3945
2022-08-01,58.0861
2022-08-02,57.0991
2022-08-03,57.9232
2022-08-04,58.2001
2022-08-05,58.5905
2022-08-06,58.5905
2022-08-07,58.5905
2022-08-08,59.3539
2022-08-09,59.9648
2022-08-10,63.8399
2022-08-11,63.9707
2022-08-12,65.5196
2022-08-13,65.5196
2022-08-14,65.5196
2022-08-15,66.3045
2022-08-16,68.2742
2022-08-17,64.6671
2022-08-18,64.9713
2022-08-19,62.9275
2022-08-20,62.9275
2022-08-21,62.9275
2022-08-22,57.3032
2022-08-23,56.5759
2022-08-24,56.2634
2022-08-25,58.1963
2022-08-26,54.9236
2022-08-27,54.9236
2022-08-28,54.9236
2022-08-29,53.1897
2022-08-30,53.0033
2022-08-31,50.4181
2022-09-01,47.8339
2022-09-02,46.9647
2022-09-03,46.9647
2022-09-04,46.9647
2022-09-05,46.9647
2022-09-06,42.87
2022-09-07,44.7519
2022-09-08,46.6468
2022-09-09,48.6651
2022-09-10,48.6651
2022-09-11,48.6651
2022-09-12,52.6219
2022-09-13,48.409
2022-09-14,47.5837
2022-09-15,49.0441
2022-09-16,46.6645
2022-09-17,46.6645
2022-09-18,46.6645
2022-09-19,48.895
2022-09-20,48.1452
2022-09-21,46.9453
2022-09-22,45.1974
2022-09-23,41.4032
2022-09-24,41.4032
2022-09-25,41.4032
2022-09-26,41.9149
2022-09-27,41.0842
2022-09-28,41.8703
2022-09-29,38.3682
2022-09-30,37.4668
2022-10-01,37.4668
2022-10-02,37.4668
2022-10-03,41.0367
2022-10-04,45.5018
2022-10-05,45.0894
2022-10-06,43.943
2022-10-07,42.0259
2022-10-08,42.0259
2022-10-09,42.0259
2022-10-10,42.0259
2022-10-11,42.3893
2022-10-12,42.3162
2022-10-13,46.4305
2022-10-14,44.6124
2022-10-15,44.6124
2022-10-16,44.6124
2022-10-17,48.0045
2022-10-18,47.9053
2022-10-19,45.3833
2022-10-20,42.3329
2022-10-21,42.0608
2022-10-22,42.0608
2022-10-23,42.0608
2022-10-24,42.2288
2022-10-25,46.2166
2022-10-26,46.4157
2022-10-27,46.063
2022-10-28,51.6957
2022-10-29,51.6957
2022-10-30,51.6957
2022-10-31,51.1985
2022-11-01,51.56
2022-11-02,47.702
2022-11-03,47.6051
2022-11-04,50.1024
2022-11-05,50.1024
2022-11-06,50.1024
2022-11-07,51.7227
2022-11-08,51.4878
2022-11-09,51.1601
2022-11-10,56.5571
2022-11-11,58.032
2022-11-12,58.032
2022-11-13,58.032
2022-11-14,55.7586
2022-11-15,57.4981
2022-11-16,52.3807
2022-11-17,50.9448
2022-11-18,50.6005
2022-11-19,50.6005
2022-11-20,50.6005
2022-11-21,51.689
2022-11-22,51.6282
2022-11-23,51.5027
2022-11-24,51.5027
2022-11-25,52.4785
2022-11-26,52.4785
2022-11-27,52.4785
2022-11-28,49.4929
2022-11-29,49.6598
2022-11-30,52.1348
2022-12-01,50.4387
2022-12-02,50.3752
2022-12-03,50.3752
2022-12-04,50.3752
2022-12-05,47.3305
2022-12-06,48.9062
2022-12-07,47.8712
2022-12-08,49.2651
2022-12-09,49.6351
2022-12-10,49.6351
2022-12-11,49.6351
2022-12-12,50.4056
2022-12-13,51.1129
2022-12-14,47.4181
2022-12-15,44.338
2022-12-16,43.6836
2022-12-17,43.6836
2022-12-18,43.6836
2022-12-19,44.6969
2022-12-20,45.8722
2022-12-21,48.572
2022-12-22,46.8569
2022-12-23,47.6404
2022-12-24,47.6404
2022-12-25,47.6404
2022-12-26,47.6404
2022-12-27,48.5179
2022-12-28,47.9924
2022-12-29,51.1618
2022-12-30,49.3921
2022-12-31,49.3921
2023-01-01,49.3921
2023-01-02,49.3921
2023-01-03,49.3474
2023-01-04,49.3948
2023-01-05,47.6651
2023-01-06,51.2006
2023-01-07,51.2006
2023-01-08,51.2006
2023-01-09,50.3791
2023-01-10,50.7528
2023-01-11,53.1046
2023-01-12,54.9623
2023-01-13,56.4763
2023-01-14,56.4763
2023-01-15,56.4763
2023-01-16,56.4763
2023-01-17,55.0855
2023-01-18,53.0212
2023-01-19,52.8189
2023-01-20,56.2699
2023-01-21,56.2699
2023-01-22,56.2699
2023-01-23,57.5546
2023-01-24,57.3911
2023-01-25,56.2342
2023-01-26,56.9187
2023-01-27,66.7393
2023-01-28,66.7393
2023-01-29,66.7393
2023-01-30,64.3738
2023-01-31,65.9252
2023-02-01,67.8237
2023-02-02,68.9015
2023-02-03,69.6692
2023-02-04,69.6692
2023-02-05,69.6692
2023-02-06,65.4523
2023-02-07,66.9537
2023-02-08,63.2048
2023-02-09,61.836
2023-02-10,62.1189
2023-02-11,62.1189
2023-02-12,62.1189
2023-02-13,63.396
2023-02-14,63.5913
2023-02-15,64.3643
2023-02-16,62.736
2023-02-17,63.572
2023-02-18,63.572
2023-02-19,63.572
2023-02-20,63.572
2023-02-21,56.8378
2023-02-22,57.1604
2023-02-23,57.4565
2023-02-24,57.2065
2023-02-25,57.2065
2023-02-26,57.2065
2023-02-27,57.224
2023-02-28,56.6964
2023-03-01,56.4272
2023-03-02,53.9927
2023-03-03,56.2544
2023-03-04,56.2544
2023-03-05,56.2544
2023-03-06,54.6856
2023-03-07,51.7452
2023-03-08,52.1749
2023-03-09,43.1777
2023-03-10,38.4422
2023-03-11,38.4422
2023-03-12,38.4422
2023-03-13,34.1224
2023-03-14,38.589
2023-03-15,41.2005
2023-03-16,43.6617
2023-03-17,41.6574
2023-03-18,41.6574
2023-03-19,41.6574
2023-03-20,41.6921
