,HMTV US Equity
2020-04-10,35.7855
2020-04-11,35.7855
2020-04-12,35.7855
2020-04-13,38.5282
2020-04-14,41.6693
2020-04-15,38.3911
2020-04-16,35.8012
2020-04-17,40.1287
2020-04-18,40.1287
2020-04-19,40.1287
2020-04-20,38.1561
2020-04-21,37.7101
2020-04-22,38.1588
2020-04-23,38.8422
2020-04-24,39.4575
2020-04-25,39.4575
2020-04-26,39.4575
2020-04-27,42.238
2020-04-28,42.5331
2020-04-29,47.8406
2020-04-30,45.046
2020-05-01,43.6224
2020-05-02,43.6224
2020-05-03,43.6224
2020-05-04,44.4298
2020-05-05,44.9733
2020-05-06,41.9493
2020-05-07,43.1971
2020-05-08,44.0948
2020-05-09,44.0948
2020-05-10,44.0948
2020-05-11,42.7507
2020-05-12,41.8016
2020-05-13,40.9653
2020-05-14,41.1935
2020-05-15,43.3093
2020-05-16,43.3093
2020-05-17,43.3093
2020-05-18,48.3238
2020-05-19,46.3485
2020-05-20,46.6801
2020-05-21,47.8796
2020-05-22,48.7412
2020-05-23,48.7412
2020-05-24,48.7412
2020-05-25,48.7412
2020-05-26,52.3748
2020-05-27,55.1532
2020-05-28,51.9538
2020-05-29,50.7955
2020-05-30,50.7955
2020-05-31,50.7955
2020-06-01,50.489
2020-06-02,49.5004
2020-06-03,50.9895
2020-06-04,50.5399
2020-06-05,54.5117
2020-06-06,54.5117
2020-06-07,54.5117
2020-06-08,56.1954
2020-06-09,53.2364
2020-06-10,50.0269
2020-06-11,44.7599
2020-06-12,45.355
2020-06-13,45.355
2020-06-14,45.355
2020-06-15,45.9574
2020-06-16,46.6869
2020-06-17,46.0439
2020-06-18,46.4886
2020-06-19,46.941
2020-06-20,46.941
2020-06-21,46.941
2020-06-22,48.108
2020-06-23,49.1367
2020-06-24,47.0271
2020-06-25,49.464
2020-06-26,48.4329
2020-06-27,48.4329
2020-06-28,48.4329
2020-06-29,49.7088
2020-06-30,51.7467
2020-07-01,51.1618
2020-07-02,50.1199
2020-07-03,50.1199
2020-07-04,50.1199
2020-07-05,50.1199
2020-07-06,47.1991
2020-07-07,47.3342
2020-07-08,46.4731
2020-07-09,44.1017
2020-07-10,46.0249
2020-07-11,46.0249
2020-07-12,46.0249
2020-07-13,45.9643
2020-07-14,45.2859
2020-07-15,52.476
2020-07-16,51.3865
2020-07-17,51.0639
2020-07-18,51.0639
2020-07-19,51.0639
2020-07-20,51.1907
2020-07-21,52.4647
2020-07-22,49.0849
2020-07-23,48.8297
2020-07-24,48.6335
2020-07-25,48.6335
2020-07-26,48.6335
2020-07-27,47.2585
2020-07-28,46.9967
2020-07-29,49.8017
2020-07-30,48.1133
2020-07-31,45.9228
2020-08-01,45.9228
2020-08-02,45.9228
2020-08-03,44.927
2020-08-04,44.5523
2020-08-05,44.2974
2020-08-06,44.1668
2020-08-07,46.0596
2020-08-08,46.0596
2020-08-09,46.0596
2020-08-10,47.3443
2020-08-11,51.3866
2020-08-12,51.3866
2020-08-13,52.1151
2020-08-14,50.1707
2020-08-15,50.1707
2020-08-16,50.1707
2020-08-17,48.8142
2020-08-18,47.9206
2020-08-19,47.5454
2020-08-20,48.2164
2020-08-21,46.9732
2020-08-22,46.9732
2020-08-23,46.9732
2020-08-24,48.6842
2020-08-25,48.122
2020-08-26,46.2286
2020-08-27,46.7703
2020-08-28,48.7292
2020-08-29,48.7292
2020-08-30,48.7292
2020-08-31,47.5766
2020-09-01,47.5766
2020-09-02,47.4051
2020-09-03,45.8665
2020-09-04,46.4657
2020-09-05,46.4657
2020-09-06,46.4657
2020-09-07,46.4657
2020-09-08,46.0265
2020-09-09,46.2368
2020-09-10,44.1039
2020-09-11,43.4133
2020-09-12,43.4133
2020-09-13,43.4133
2020-09-14,43.8679
2020-09-15,46.6396
2020-09-16,46.5445
2020-09-17,47.3223
2020-09-18,47.2208
2020-09-19,47.2208
2020-09-20,47.2208
2020-09-21,42.674
2020-09-22,44.5162
2020-09-23,48.2775
2020-09-24,47.144
2020-09-25,47.8824
2020-09-26,47.8824
2020-09-27,47.8824
2020-09-28,49.1424
2020-09-29,49.4584
2020-09-30,47.5237
2020-10-01,48.4029
2020-10-02,47.1764
2020-10-03,47.1764
2020-10-04,47.1764
2020-10-05,50.3232
2020-10-06,51.6586
2020-10-07,52.3718
2020-10-08,53.8802
2020-10-09,53.4135
2020-10-10,53.4135
2020-10-11,53.4135
2020-10-12,50.7967
2020-10-13,50.3529
2020-10-14,50.4648
2020-10-15,54.5948
2020-10-16,52.8419
2020-10-17,52.8419
2020-10-18,52.8419
2020-10-19,51.4741
2020-10-20,51.7968
2020-10-21,51.326
2020-10-22,55.0259
2020-10-23,52.7732
2020-10-24,52.7732
2020-10-25,52.7732
2020-10-26,47.1973
2020-10-27,46.0576
2020-10-28,39.8374
2020-10-29,39.3246
2020-10-30,39.6689
2020-10-31,39.6689
2020-11-01,39.6689
2020-11-02,39.4374
2020-11-03,47.9254
2020-11-04,43.9164
2020-11-05,56.7568
2020-11-06,53.773
2020-11-07,53.773
2020-11-08,53.773
2020-11-09,59.8451
2020-11-10,61.8028
2020-11-11,61.8028
2020-11-12,57.5436
2020-11-13,55.4691
2020-11-14,55.4691
2020-11-15,55.4691
2020-11-16,61.0919
2020-11-17,58.9196
2020-11-18,59.7239
2020-11-19,62.9249
2020-11-20,61.8575
2020-11-21,61.8575
2020-11-22,61.8575
2020-11-23,61.6032
2020-11-24,61.2774
2020-11-25,60.5485
2020-11-26,60.5485
2020-11-27,58.9014
2020-11-28,58.9014
2020-11-29,58.9014
2020-11-30,55.2915
2020-12-01,56.8026
2020-12-02,57.1769
2020-12-03,56.4183
2020-12-04,57.488
2020-12-05,57.488
2020-12-06,57.488
2020-12-07,55.5022
2020-12-08,57.2751
2020-12-09,55.2509
2020-12-10,55.7064
2020-12-11,55.4469
2020-12-12,55.4469
2020-12-13,55.4469
2020-12-14,53.1423
2020-12-15,53.5858
2020-12-16,51.995
2020-12-17,54.4036
2020-12-18,48.3877
2020-12-19,48.3877
2020-12-20,48.3877
2020-12-21,49.782
2020-12-22,51.5686
2020-12-23,52.4697
2020-12-24,51.8823
2020-12-25,51.8823
2020-12-26,51.8823
2020-12-27,51.8823
2020-12-28,50.9384
2020-12-29,50.4047
2020-12-30,51.514
2020-12-31,50.6505
2021-01-01,50.6505
2021-01-02,50.6505
2021-01-03,50.6505
2021-01-04,51.0145
2021-01-05,49.3207
2021-01-06,51.0638
2021-01-07,50.5499
2021-01-08,51.4967
2021-01-09,51.4967
2021-01-10,51.4967
2021-01-11,50.9584
2021-01-12,51.483
2021-01-13,48.8477
2021-01-14,49.3974
2021-01-15,49.9537
2021-01-16,49.9537
2021-01-17,49.9537
2021-01-18,49.9537
2021-01-19,51.2024
2021-01-20,50.6217
2021-01-21,48.7624
2021-01-22,48.8371
2021-01-23,48.8371
2021-01-24,48.8371
2021-01-25,47.6854
2021-01-26,45.204
2021-01-27,45.0021
2021-01-28,45.0021
2021-01-29,51.6967
2021-01-30,51.6967
2021-01-31,51.6967
2021-02-01,52.1126
2021-02-02,48.5792
2021-02-03,49.5186
2021-02-04,52.0292
2021-02-05,52.0292
2021-02-06,52.0292
2021-02-07,52.0292
2021-02-08,58.7916
2021-02-09,56.0662
2021-02-10,56.3491
2021-02-11,55.9023
2021-02-12,56.9039
2021-02-13,56.9039
2021-02-14,56.9039
2021-02-15,56.9039
2021-02-16,55.5975
2021-02-17,53.5046
2021-02-18,53.6336
2021-02-19,55.3627
2021-02-20,55.3627
2021-02-21,55.3627
2021-02-22,55.4899
2021-02-23,56.2635
2021-02-24,56.9726
2021-02-25,51.5492
2021-02-26,53.2183
2021-02-27,53.2183
2021-02-28,53.2183
2021-03-01,56.331
2021-03-02,58.0629
2021-03-03,58.4605
2021-03-04,58.864
2021-03-05,59.1572
2021-03-06,59.1572
2021-03-07,59.1572
2021-03-08,64.0825
2021-03-09,66.592
2021-03-10,68.271
2021-03-11,69.1702
2021-03-12,68.9943
2021-03-13,68.9943
2021-03-14,68.9943
2021-03-15,67.7469
2021-03-16,68.4632
2021-03-17,68.6327
2021-03-18,66.1493
2021-03-19,60.6812
2021-03-20,60.6812
2021-03-21,60.6812
2021-03-22,62.8326
2021-03-23,56.7707
2021-03-24,54.7305
2021-03-25,52.8299
2021-03-26,50.1286
2021-03-27,50.1286
2021-03-28,50.1286
2021-03-29,48.6976
2021-03-30,49.1183
2021-03-31,48.9995
2021-04-01,55.9902
2021-04-02,55.9902
2021-04-03,55.9902
2021-04-04,55.9902
2021-04-05,56.3798
2021-04-06,54.9334
2021-04-07,53.3932
2021-04-08,55.0113
2021-04-09,54.6944
2021-04-10,54.6944
2021-04-11,54.6944
2021-04-12,52.8675
2021-04-13,51.1607
2021-04-14,52.9563
2021-04-15,52.7058
2021-04-16,54.8601
2021-04-17,54.8601
2021-04-18,54.8601
2021-04-19,55.6636
2021-04-20,54.7892
2021-04-21,55.892
2021-04-22,53.9192
2021-04-23,53.8514
2021-04-24,53.8514
2021-04-25,53.8514
2021-04-26,52.0896
2021-04-27,53.0671
2021-04-28,50.0936
2021-04-29,50.5396
2021-04-30,49.8808
2021-05-01,49.8808
2021-05-02,49.8808
2021-05-03,51.7669
2021-05-04,51.3533
2021-05-05,53.1599
2021-05-06,52.7977
2021-05-07,55.4364
2021-05-08,55.4364
2021-05-09,55.4364
2021-05-10,48.376
2021-05-11,48.1963
2021-05-12,49.7415
2021-05-13,53.0042
2021-05-14,54.531
2021-05-15,54.531
2021-05-16,54.531
2021-05-17,53.2064
2021-05-18,50.0616
2021-05-19,51.2538
2021-05-20,55.2339
2021-05-21,54.9118
2021-05-22,54.9118
2021-05-23,54.9118
2021-05-24,53.9357
2021-05-25,51.656
2021-05-26,51.2205
2021-05-27,50.9665
2021-05-28,49.4446
2021-05-29,49.4446
2021-05-30,49.4446
2021-05-31,49.4446
2021-06-01,49.8321
2021-06-02,47.0943
2021-06-03,47.5683
2021-06-04,46.7025
2021-06-05,46.7025
2021-06-06,46.7025
2021-06-07,47.2699
2021-06-08,45.8804
2021-06-09,46.1039
2021-06-10,45.3293
2021-06-11,45.6442
2021-06-12,45.6442
2021-06-13,45.6442
2021-06-14,47.2167
2021-06-15,45.9114
2021-06-16,44.9639
2021-06-17,44.9639
2021-06-18,43.5886
2021-06-19,43.5886
2021-06-20,43.5886
2021-06-21,45.1506
2021-06-22,45.2377
2021-06-23,46.3833
2021-06-24,50.503
2021-06-25,55.7129
2021-06-26,55.7129
2021-06-27,55.7129
2021-06-28,47.7098
2021-06-29,47.6477
2021-06-30,47.5837
2021-07-01,47.8015
2021-07-02,46.5343
2021-07-03,46.5343
2021-07-04,46.5343
2021-07-05,46.5343
2021-07-06,46.0688
2021-07-07,45.2659
2021-07-08,45.916
2021-07-09,47.6837
2021-07-10,47.6837
2021-07-11,47.6837
2021-07-12,50.5706
2021-07-13,48.5294
2021-07-14,46.9878
2021-07-15,49.1159
2021-07-16,46.9569
2021-07-17,46.9569
2021-07-18,46.9569
2021-07-19,46.2113
2021-07-20,47.6954
2021-07-21,49.9509
2021-07-22,55.2718
2021-07-23,54.745
2021-07-24,54.745
2021-07-25,54.745
2021-07-26,56.7551
2021-07-27,52.8545
2021-07-28,53.3551
2021-07-29,53.1362
2021-07-30,54.1099
2021-07-31,54.1099
2021-08-01,54.1099
2021-08-02,53.6487
2021-08-03,53.2573
2021-08-04,51.6969
2021-08-05,52.9101
2021-08-06,53.0536
2021-08-07,53.0536
2021-08-08,53.0536
2021-08-09,52.7212
2021-08-10,53.4751
2021-08-11,54.1557
2021-08-12,52.5647
2021-08-13,49.7111
2021-08-14,49.7111
2021-08-15,49.7111
2021-08-16,47.6641
2021-08-17,45.3603
2021-08-18,44.9974
2021-08-19,46.7598
2021-08-20,50.0701
2021-08-21,50.0701
2021-08-22,50.0701
2021-08-23,51.701
2021-08-24,52.0099
2021-08-25,50.3445
2021-08-26,50.7524
2021-08-27,51.3312
2021-08-28,51.3312
2021-08-29,51.3312
2021-08-30,50.3688
2021-08-31,50.8884
2021-09-01,53.4909
2021-09-02,55.7596
2021-09-03,54.7124
2021-09-04,54.7124
2021-09-05,54.7124
2021-09-06,54.7124
2021-09-07,51.3561
2021-09-08,51.5224
2021-09-09,48.3586
2021-09-10,46.831
2021-09-11,46.831
2021-09-12,46.831
2021-09-13,46.1172
2021-09-14,43.3809
2021-09-15,44.9757
2021-09-16,44.0693
2021-09-17,41.6795
2021-09-18,41.6795
2021-09-19,41.6795
2021-09-20,41.7785
2021-09-21,47.0745
2021-09-22,52.2746
2021-09-23,54.5161
2021-09-24,55.0619
2021-09-25,55.0619
2021-09-26,55.0619
2021-09-27,54.0553
2021-09-28,50.8498
2021-09-29,51.4455
2021-09-30,49.9579
2021-10-01,51.6332
2021-10-02,51.6332
2021-10-03,51.6332
2021-10-04,51.4711
2021-10-05,50.4073
2021-10-06,49.1149
2021-10-07,49.7809
2021-10-08,47.9939
2021-10-09,47.9939
2021-10-10,47.9939
2021-10-11,47.3544
2021-10-12,47.6251
2021-10-13,43.8896
2021-10-14,46.1647
2021-10-15,44.5935
2021-10-16,44.5935
2021-10-17,44.5935
2021-10-18,44.3704
2021-10-19,43.9156
2021-10-20,45.4576
2021-10-21,43.8218
2021-10-22,44.8963
2021-10-23,44.8963
2021-10-24,44.8963
2021-10-25,44.181
2021-10-26,43.8598
2021-10-27,43.4512
2021-10-28,41.2265
2021-10-29,42.1027
2021-10-30,42.1027
2021-10-31,42.1027
2021-11-01,54.4072
2021-11-02,49.7222
2021-11-03,47.0009
2021-11-04,43.82
2021-11-05,46.0122
2021-11-06,46.0122
2021-11-07,46.0122
2021-11-08,47.1164
2021-11-09,46.4611
2021-11-10,48.0313
2021-11-11,49.4198
2021-11-12,46.0066
2021-11-13,46.0066
2021-11-14,46.0066
2021-11-15,47.1179
2021-11-16,35.4078
2021-11-17,48.3915
2021-11-18,44.5704
2021-11-19,40.8763
2021-11-20,40.8763
2021-11-21,40.8763
2021-11-22,40.1156
2021-11-23,39.2934
2021-11-24,38.4776
2021-11-25,38.4776
2021-11-26,37.9237
2021-11-27,37.9237
2021-11-28,37.9237
2021-11-29,36.3935
2021-11-30,35.3783
2021-12-01,33.6145
2021-12-02,37.5846
2021-12-03,36.9361
2021-12-04,36.9361
2021-12-05,36.9361
2021-12-06,37.8343
2021-12-07,38.7892
2021-12-08,38.1825
2021-12-09,38.1482
2021-12-10,37.7276
2021-12-11,37.7276
2021-12-12,37.7276
2021-12-13,37.656
2021-12-14,36.4054
2021-12-15,35.7044
2021-12-16,36.0863
2021-12-17,37.5572
2021-12-18,37.5572
2021-12-19,37.5572
2021-12-20,36.6838
2021-12-21,39.2263
2021-12-22,40.7642
2021-12-23,41.9197
2021-12-24,41.9197
2021-12-25,41.9197
2021-12-26,41.9197
2021-12-27,40.0076
2021-12-28,40.5066
2021-12-29,39.4458
2021-12-30,39.9663
2021-12-31,39.5705
2022-01-01,39.5705
2022-01-02,39.5705
2022-01-03,41.3724
2022-01-04,40.0456
2022-01-05,38.6741
2022-01-06,39.7754
2022-01-07,42.4483
2022-01-08,42.4483
2022-01-09,42.4483
2022-01-10,41.4957
2022-01-11,42.1005
2022-01-12,42.7805
2022-01-13,41.9648
2022-01-14,40.8567
2022-01-15,40.8567
2022-01-16,40.8567
2022-01-17,40.8567
2022-01-18,40.2568
2022-01-19,39.4089
2022-01-20,38.8611
2022-01-21,36.9297
2022-01-22,36.9297
2022-01-23,36.9297
2022-01-24,41.9991
2022-01-25,41.7946
2022-01-26,39.5541
2022-01-27,38.0986
2022-01-28,38.6262
2022-01-29,38.6262
2022-01-30,38.6262
2022-01-31,40.354
2022-02-01,40.4294
2022-02-02,38.9026
2022-02-03,38.0116
2022-02-04,38.0116
2022-02-05,38.0116
2022-02-06,38.0116
2022-02-07,38.514
2022-02-08,40.6693
2022-02-09,41.1617
2022-02-10,40.0723
2022-02-11,41.1742
2022-02-12,41.1742
2022-02-13,41.1742
2022-02-14,42.1894
2022-02-15,42.1267
2022-02-16,39.4021
2022-02-17,37.7734
2022-02-18,37.2787
2022-02-19,37.2787
2022-02-20,37.2787
2022-02-21,37.2787
2022-02-22,36.2421
2022-02-23,35.8084
2022-02-24,38.107
2022-02-25,39.1403
2022-02-26,39.1403
2022-02-27,39.1403
2022-02-28,37.1015
2022-03-01,35.1532
2022-03-02,40.6192
2022-03-03,39.0024
2022-03-04,37.5623
2022-03-05,37.5623
2022-03-06,37.5623
2022-03-07,39.6951
2022-03-08,41.0287
2022-03-09,45.0367
2022-03-10,42.0241
2022-03-11,40.5665
2022-03-12,40.5665
2022-03-13,40.5665
2022-03-14,39.9298
2022-03-15,40.6525
2022-03-16,42.094
2022-03-17,44.4215
2022-03-18,45.8475
2022-03-19,45.8475
2022-03-20,45.8475
2022-03-21,42.3564
2022-03-22,42.5863
2022-03-23,42.4695
2022-03-24,41.2973
2022-03-25,41.1212
2022-03-26,41.1212
2022-03-27,41.1212
2022-03-28,40.7616
2022-03-29,40.2757
2022-03-30,39.3064
2022-03-31,38.527
2022-04-01,38.6238
2022-04-02,38.6238
2022-04-03,38.6238
2022-04-04,37.8225
2022-04-05,38.9315
2022-04-06,38.2893
2022-04-07,40.7174
2022-04-08,39.2528
2022-04-09,39.2528
2022-04-10,39.2528
2022-04-11,36.8823
2022-04-12,36.7614
2022-04-13,38.2274
2022-04-14,38.2274
2022-04-15,38.2274
2022-04-16,38.2274
2022-04-17,38.2274
2022-04-18,40.1368
2022-04-19,40.8721
2022-04-20,39.1659
2022-04-21,38.0699
2022-04-22,37.4266
2022-04-23,37.4266
2022-04-24,37.4266
2022-04-25,39.4865
2022-04-26,38.843
2022-04-27,38.3402
2022-04-28,38.3402
2022-04-29,37.5235
2022-04-30,37.5235
2022-05-01,37.5235
2022-05-02,37.5235
2022-05-03,38.0372
2022-05-04,40.9261
2022-05-05,39.4375
2022-05-06,37.779
2022-05-07,37.779
2022-05-08,37.779
2022-05-09,61.4794
2022-05-10,61.0742
2022-05-11,60.8255
2022-05-12,60.8804
2022-05-13,59.5835
2022-05-14,59.5835
2022-05-15,59.5835
2022-05-16,59.5835
2022-05-17,60.8335
2022-05-18,60.8931
2022-05-19,60.607
2022-05-20,59.8314
2022-05-21,59.8314
2022-05-22,59.8314
2022-05-23,59.7325
2022-05-24,59.9379
2022-05-25,60.1482
2022-05-26,60.7171
2022-05-27,62.048
2022-05-28,62.048
2022-05-29,62.048
2022-05-30,62.048
2022-05-31,61.0347
2022-06-01,61.1804
2022-06-02,61.4044
2022-06-03,61.4811
2022-06-04,61.4811
2022-06-05,61.4811
2022-06-06,61.4811
2022-06-07,62.204
2022-06-08,62.0701
2022-06-09,63.3749
2022-06-10,61.3288
2022-06-11,61.3288
2022-06-12,61.3288
2022-06-13,59.9929
2022-06-14,58.9306
2022-06-15,58.3958
2022-06-16,58.9735
2022-06-17,59.2661
2022-06-18,59.2661
2022-06-19,59.2661
2022-06-20,59.2661
2022-06-21,60.0521
2022-06-22,60.4468
2022-06-23,58.7941
2022-06-24,57.7545
2022-06-25,57.7545
2022-06-26,57.7545
2022-06-27,67.2527
2022-06-28,65.336
2022-06-29,62.1928
2022-06-30,62.8098
2022-07-01,63.3511
2022-07-02,63.3511
2022-07-03,63.3511
2022-07-04,63.3511
2022-07-05,64.4225
2022-07-06,64.4992
2022-07-07,65.2736
2022-07-08,66.1891
2022-07-09,66.1891
2022-07-10,66.1891
2022-07-11,63.0372
2022-07-12,63.2839
2022-07-13,61.4459
2022-07-14,61.5348
2022-07-15,63.3697
2022-07-16,63.3697
2022-07-17,63.3697
2022-07-18,62.0572
2022-07-19,60.3337
2022-07-20,61.0792
2022-07-21,61.6385
2022-07-22,61.8277
2022-07-23,61.8277
2022-07-24,61.8277
2022-07-25,60.8957
2022-07-26,59.9607
2022-07-27,58.5654
2022-07-28,58.4092
2022-07-29,59.3076
2022-07-30,59.3076
2022-07-31,59.3076
2022-08-01,59.5336
2022-08-02,60.6639
2022-08-03,59.2933
2022-08-04,61.8564
2022-08-05,57.7665
2022-08-06,57.7665
2022-08-07,57.7665
2022-08-08,57.7665
2022-08-09,58.0042
2022-08-10,57.6684
2022-08-11,47.6753
2022-08-12,48.2059
2022-08-13,48.2059
2022-08-14,48.2059
2022-08-15,47.4591
2022-08-16,49.6123
2022-08-17,47.3539
2022-08-18,47.6279
2022-08-19,50.1766
2022-08-20,50.1766
2022-08-21,50.1766
2022-08-22,48.1359
2022-08-23,49.2044
2022-08-24,50.2644
2022-08-25,51.5713
2022-08-26,50.4737
2022-08-27,50.4737
2022-08-28,50.4737
2022-08-29,50.8793
2022-08-30,51.2919
2022-08-31,50.7044
2022-09-01,49.819
2022-09-02,49.9696
2022-09-03,49.9696
2022-09-04,49.9696
2022-09-05,49.9696
2022-09-06,52.1962
2022-09-07,54.3002
2022-09-08,47.0211
2022-09-09,46.8936
2022-09-10,46.8936
2022-09-11,46.8936
2022-09-12,48.4833
2022-09-13,48.4833
2022-09-14,48.4833
2022-09-15,48.4833
2022-09-16,48.4833
2022-09-17,48.4833
2022-09-18,48.4833
2022-09-19,48.4833
2022-09-20,48.4833
2022-09-21,48.4833
2022-09-22,48.4833
2022-09-23,48.4833
2022-09-24,48.4833
2022-09-25,48.4833
2022-09-26,48.4833
2022-09-27,48.4833
2022-09-28,48.4833
2022-09-29,48.4833
2022-09-30,48.4833
2022-10-01,48.4833
2022-10-02,48.4833
2022-10-03,48.4833
2022-10-04,48.4833
2022-10-05,48.4833
2022-10-06,48.4833
2022-10-07,48.4833
2022-10-08,48.4833
2022-10-09,48.4833
2022-10-10,48.4833
2022-10-11,48.4833
2022-10-12,48.4833
2022-10-13,48.4833
2022-10-14,48.4833
2022-10-15,48.4833
2022-10-16,48.4833
2022-10-17,48.4833
2022-10-18,48.4833
2022-10-19,48.4833
2022-10-20,48.4833
2022-10-21,48.4833
2022-10-22,48.4833
2022-10-23,48.4833
2022-10-24,48.4833
2022-10-25,48.4833
2022-10-26,48.4833
2022-10-27,48.4833
2022-10-28,48.4833
2022-10-29,48.4833
2022-10-30,48.4833
2022-10-31,48.4833
2022-11-01,48.4833
2022-11-02,48.4833
2022-11-03,48.4833
2022-11-04,48.4833
2022-11-05,48.4833
2022-11-06,48.4833
2022-11-07,48.4833
2022-11-08,48.4833
2022-11-09,48.4833
2022-11-10,48.4833
2022-11-11,48.4833
2022-11-12,48.4833
2022-11-13,48.4833
2022-11-14,48.4833
2022-11-15,48.4833
2022-11-16,48.4833
2022-11-17,48.4833
2022-11-18,48.4833
2022-11-19,48.4833
2022-11-20,48.4833
2022-11-21,48.4833
2022-11-22,48.4833
2022-11-23,48.4833
2022-11-24,48.4833
2022-11-25,48.4833
2022-11-26,48.4833
2022-11-27,48.4833
2022-11-28,48.4833
2022-11-29,48.4833
2022-11-30,48.4833
2022-12-01,48.4833
2022-12-02,48.4833
2022-12-03,48.4833
2022-12-04,48.4833
2022-12-05,48.4833
2022-12-06,48.4833
2022-12-07,48.4833
2022-12-08,48.4833
2022-12-09,48.4833
2022-12-10,48.4833
2022-12-11,48.4833
2022-12-12,48.4833
2022-12-13,48.4833
2022-12-14,48.4833
2022-12-15,48.4833
2022-12-16,48.4833
2022-12-17,48.4833
2022-12-18,48.4833
2022-12-19,48.4833
2022-12-20,48.4833
2022-12-21,48.4833
2022-12-22,48.4833
2022-12-23,48.4833
2022-12-24,48.4833
2022-12-25,48.4833
2022-12-26,48.4833
2022-12-27,48.4833
2022-12-28,48.4833
2022-12-29,48.4833
2022-12-30,48.4833
2022-12-31,48.4833
2023-01-01,48.4833
2023-01-02,48.4833
2023-01-03,48.4833
2023-01-04,48.4833
2023-01-05,48.4833
2023-01-06,48.4833
2023-01-07,48.4833
2023-01-08,48.4833
2023-01-09,48.4833
2023-01-10,48.4833
2023-01-11,48.4833
2023-01-12,48.4833
2023-01-13,48.4833
2023-01-14,48.4833
2023-01-15,48.4833
2023-01-16,48.4833
2023-01-17,48.4833
2023-01-18,48.4833
2023-01-19,48.4833
2023-01-20,48.4833
2023-01-21,48.4833
2023-01-22,48.4833
2023-01-23,48.4833
2023-01-24,48.4833
2023-01-25,48.4833
2023-01-26,48.4833
2023-01-27,48.4833
2023-01-28,48.4833
2023-01-29,48.4833
2023-01-30,48.4833
2023-01-31,48.4833
2023-02-01,48.4833
2023-02-02,48.4833
2023-02-03,48.4833
2023-02-04,48.4833
2023-02-05,48.4833
2023-02-06,48.4833
2023-02-07,48.4833
2023-02-08,48.4833
2023-02-09,48.4833
2023-02-10,48.4833
2023-02-11,48.4833
2023-02-12,48.4833
2023-02-13,48.4833
2023-02-14,48.4833
2023-02-15,48.4833
2023-02-16,48.4833
2023-02-17,48.4833
2023-02-18,48.4833
2023-02-19,48.4833
2023-02-20,48.4833
2023-02-21,48.4833
2023-02-22,48.4833
2023-02-23,48.4833
2023-02-24,48.4833
2023-02-25,48.4833
2023-02-26,48.4833
2023-02-27,48.4833
2023-02-28,48.4833
2023-03-01,48.4833
2023-03-02,48.4833
2023-03-03,48.4833
2023-03-04,48.4833
2023-03-05,48.4833
2023-03-06,48.4833
2023-03-07,48.4833
2023-03-08,48.4833
2023-03-09,48.4833
2023-03-10,48.4833
2023-03-11,48.4833
2023-03-12,48.4833
2023-03-13,48.4833
2023-03-14,48.4833
2023-03-15,48.4833
