,MED US Equity
2023-03-20,42.9258
2023-03-21,44.3113
2023-03-22,42.5711
2023-03-23,41.1891
2023-03-24,41.0183
2023-03-25,41.0183
2023-03-26,41.0183
2023-03-27,43.7818
2023-03-28,42.5552
2023-03-29,43.3234
2023-03-30,43.8359
2023-03-31,47.7899
2023-04-01,47.7899
2023-04-02,47.7899
2023-04-03,46.9856
2023-04-04,45.179
2023-04-05,43.0376
2023-04-06,42.4361
2023-04-07,42.4361
2023-04-08,42.4361
2023-04-09,42.4361
2023-04-10,42.4954
2023-04-11,45.4875
2023-04-12,44.09
2023-04-13,45.2152
2023-04-14,45.0441
2023-04-15,45.0441
2023-04-16,45.0441
2023-04-17,44.5418
2023-04-18,44.223
2023-04-19,44.1069
2023-04-20,44.0694
2023-04-21,43.831
2023-04-22,43.831
2023-04-23,43.831
2023-04-24,42.0908
2023-04-25,39.7253
2023-04-26,40.1549
2023-04-27,39.2375
2023-04-28,41.1215
2023-04-29,41.1215
2023-04-30,41.1215
2023-05-01,40.3278
2023-05-02,38.6074
2023-05-03,36.6225
2023-05-04,39.782
2023-05-05,42.6678
2023-05-06,42.6678
2023-05-07,42.6678
2023-05-08,41.7172
2023-05-09,40.1899
2023-05-10,39.8268
2023-05-11,40.7008
2023-05-12,41.862
2023-05-13,41.862
2023-05-14,41.862
2023-05-15,44.4631
2023-05-16,43.2324
2023-05-17,43.7107
2023-05-18,44.4684
2023-05-19,43.5669
2023-05-20,43.5669
2023-05-21,43.5669
2023-05-22,43.4052
2023-05-23,41.5502
2023-05-24,39.0505
2023-05-25,37.8505
2023-05-26,37.3839
2023-05-27,37.3839
2023-05-28,37.3839
2023-05-29,37.3839
2023-05-30,36.5251
2023-05-31,34.962
2023-06-01,35.7057
2023-06-02,40.9003
2023-06-03,40.9003
2023-06-04,40.9003
2023-06-05,38.1829
2023-06-06,40.3501
2023-06-07,41.5306
2023-06-08,40.7959
2023-06-09,38.9358
2023-06-10,38.9358
2023-06-11,38.9358
2023-06-12,39.2248
2023-06-13,41.6253
2023-06-14,40.4985
2023-06-15,40.2306
2023-06-16,42.8087
2023-06-17,42.8087
2023-06-18,42.8087
2023-06-19,42.8087
2023-06-20,43.3168
2023-06-21,45.7012
2023-06-22,48.8582
2023-06-23,49.159
2023-06-24,49.159
2023-06-25,49.159
2023-06-26,52.5518
2023-06-27,55.147
2023-06-28,51.3685
2023-06-29,53.4095
2023-06-30,53.9331
2023-07-01,53.9331
2023-07-02,53.9331
2023-07-03,56.0122
2023-07-04,56.0122
2023-07-05,55.886
2023-07-06,54.5711
2023-07-07,53.3562
2023-07-08,53.3562
2023-07-09,53.3562
2023-07-10,54.3796
2023-07-11,54.4528
2023-07-12,52.661
2023-07-13,53.567
2023-07-14,52.2144
2023-07-15,52.2144
2023-07-16,52.2144
2023-07-17,54.833
2023-07-18,55.7878
2023-07-19,54.6277
2023-07-20,54.9539
2023-07-21,54.1484
2023-07-22,54.1484
2023-07-23,54.1484
2023-07-24,57.9635
2023-07-25,59.0546
2023-07-26,63.5931
2023-07-27,63.7989
2023-07-28,65.0463
2023-07-29,65.0463
2023-07-30,65.0463
2023-07-31,58.9124
2023-08-01,56.8114
2023-08-02,57.8585
2023-08-03,56.8751
2023-08-04,55.211
2023-08-05,55.211
2023-08-06,55.211
2023-08-07,52.4722
2023-08-08,46.5494
2023-08-09,49.4854
2023-08-10,48.4083
2023-08-11,50.5249
2023-08-12,50.5249
2023-08-13,50.5249
2023-08-14,49.3049
2023-08-15,46.9591
2023-08-16,44.0318
2023-08-17,43.1169
2023-08-18,42.9942
2023-08-19,42.9942
2023-08-20,42.9942
2023-08-21,44.0696
2023-08-22,43.6779
2023-08-23,43.3265
2023-08-24,43.2864
2023-08-25,43.1216
2023-08-26,43.1216
2023-08-27,43.1216
2023-08-28,44.0259
2023-08-29,44.0595
2023-08-30,45.0284
2023-08-31,43.6394
2023-09-01,43.328
2023-09-02,43.328
2023-09-03,43.328
2023-09-04,43.328
2023-09-05,42.2728
2023-09-06,40.1946
2023-09-07,39.3301
2023-09-08,41.5609
2023-09-09,41.5609
2023-09-10,41.5609
2023-09-11,43.5249
2023-09-12,42.7083
2023-09-13,41.9132
2023-09-14,43.7765
2023-09-15,42.4811
2023-09-16,42.4811
2023-09-17,42.4811
2023-09-18,43.5956
2023-09-19,44.2325
2023-09-20,45.7709
2023-09-21,43.2114
2023-09-22,41.1858
2023-09-23,41.1858
2023-09-24,41.1858
2023-09-25,41.5099
2023-09-26,40.5938
2023-09-27,40.4092
2023-09-28,40.2399
2023-09-29,38.6628
2023-09-30,38.6628
2023-10-01,38.6628
2023-10-02,39.971
2023-10-03,38.6425
2023-10-04,37.7514
2023-10-05,36.7693
2023-10-06,39.0773
2023-10-07,39.0773
2023-10-08,39.0773
2023-10-09,38.1243
2023-10-10,40.8004
2023-10-11,38.6775
2023-10-12,36.8537
2023-10-13,39.8772
2023-10-14,39.8772
2023-10-15,39.8772
2023-10-16,41.4717
2023-10-17,43.596
2023-10-18,45.3226
2023-10-19,43.5838
2023-10-20,42.4159
2023-10-21,42.4159
2023-10-22,42.4159
2023-10-23,38.555
2023-10-24,40.7129
2023-10-25,39.545
2023-10-26,41.0987
2023-10-27,39.6221
2023-10-28,39.6221
2023-10-29,39.6221
2023-10-30,39.3149
2023-10-31,39.2291
2023-11-01,38.8009
2023-11-02,39.0668
2023-11-03,40.6819
2023-11-04,40.6819
2023-11-05,40.6819
2023-11-06,41.8278
2023-11-07,39.9196
2023-11-08,36.9902
2023-11-09,35.9966
2023-11-10,36.9057
2023-11-11,36.9057
2023-11-12,36.9057
2023-11-13,34.0222
2023-11-14,40.5527
2023-11-15,43.0626
2023-11-16,41.0786
2023-11-17,41.2661
2023-11-18,41.2661
2023-11-19,41.2661
2023-11-20,42.6156
2023-11-21,40.9231
2023-11-22,41.9376
2023-11-23,41.9376
2023-11-24,41.6477
2023-11-25,41.6477
2023-11-26,41.6477
2023-11-27,40.4022
2023-11-28,41.073
2023-11-29,41.7805
2023-11-30,42.4946
2023-12-01,45.2864
2023-12-02,45.2864
2023-12-03,45.2864
2023-12-04,47.2493
2023-12-05,45.3542
2023-12-06,50.5417
2023-12-07,53.6298
2023-12-08,53.4422
2023-12-09,53.4422
2023-12-10,53.4422
2023-12-11,53.2239
2023-12-12,54.1023
2023-12-13,46.3195
2023-12-14,48.1052
2023-12-15,46.0276
2023-12-16,46.0276
2023-12-17,46.0276
2023-12-18,43.8271
2023-12-19,45.0014
2023-12-20,45.0257
2023-12-21,46.4433
2023-12-22,44.8946
2023-12-23,44.8946
2023-12-24,44.8946
2023-12-25,44.8946
2023-12-26,45.5705
2023-12-27,45.1883
2023-12-28,46.8412
2023-12-29,45.8326
2023-12-30,45.8326
2023-12-31,45.8326
2024-01-01,45.8326
2024-01-02,49.5497
2024-01-03,47.8676
2024-01-04,44.0185
2024-01-05,43.5016
2024-01-06,43.5016
2024-01-07,43.5016
2024-01-08,46.7255
2024-01-09,42.828
2024-01-10,44.3615
2024-01-11,41.9104
2024-01-12,41.5121
2024-01-13,41.5121
2024-01-14,41.5121
2024-01-15,41.5121
2024-01-16,37.0744
2024-01-17,36.8127
2024-01-18,34.5886
2024-01-19,36.1497
2024-01-20,36.1497
2024-01-21,36.1497
2024-01-22,37.6274
2024-01-23,37.2898
2024-01-24,36.8339
2024-01-25,38.7196
2024-01-26,39.17
2024-01-27,39.17
2024-01-28,39.17
2024-01-29,39.9268
2024-01-30,41.3073
2024-01-31,39.3482
2024-02-01,39.4953
2024-02-02,38.0044
2024-02-03,38.0044
2024-02-04,38.0044
2024-02-05,36.858
2024-02-06,39.8711
2024-02-07,40.113
2024-02-08,40.9727
2024-02-09,39.8913
2024-02-10,39.8913
2024-02-11,39.8913
2024-02-12,43.3861
2024-02-13,40.3523
2024-02-14,40.1735
2024-02-15,39.0806
2024-02-16,37.7988
2024-02-17,37.7988
2024-02-18,37.7988
2024-02-19,37.7988
2024-02-20,36.8961
2024-02-21,30.7654
2024-02-22,30.5322
2024-02-23,31.5633
2024-02-24,31.5633
2024-02-25,31.5633
2024-02-26,31.4509
2024-02-27,33.1751
2024-02-28,32.3406
2024-02-29,32.0019
2024-03-01,32.5349
2024-03-02,32.5349
2024-03-03,32.5349
2024-03-04,31.8415
2024-03-05,31.3488
2024-03-06,30.7682
2024-03-07,30.852
2024-03-08,33.4697
2024-03-09,33.4697
2024-03-10,33.4697
2024-03-11,31.8793
2024-03-12,31.0699
2024-03-13,30.429
2024-03-14,29.5535
2024-03-15,33.001
2024-03-16,33.001
2024-03-17,33.001
2024-03-18,32.3901
2024-03-19,31.6641
2024-03-20,33.0293
2024-03-21,32.9442
2024-03-22,32.1389
2024-03-23,32.1389
2024-03-24,32.1389
2024-03-25,34.0893
2024-03-26,36.2767
2024-03-27,37.0593
2024-03-28,38.4034
2024-03-29,38.4034
2024-03-30,38.4034
2024-03-31,38.4034
2024-04-01,37.5528
2024-04-02,35.1748
2024-04-03,34.1817
2024-04-04,34.013
2024-04-05,33.0293
2024-04-06,33.0293
2024-04-07,33.0293
2024-04-08,34.9747
