,PRI US Equity
2023-03-19,47.4376
2023-03-20,50.4006
2023-03-21,52.1642
2023-03-22,49.5046
2023-03-23,49.6039
2023-03-24,49.8588
2023-03-25,49.8588
2023-03-26,49.8588
2023-03-27,51.0262
2023-03-28,51.5386
2023-03-29,52.8761
2023-03-30,53.5615
2023-03-31,55.3618
2023-04-01,55.3618
2023-04-02,55.3618
2023-04-03,54.7308
2023-04-04,52.638
2023-04-05,52.9958
2023-04-06,52.3586
2023-04-07,52.3586
2023-04-08,52.3586
2023-04-09,52.3586
2023-04-10,54.87
2023-04-11,54.9278
2023-04-12,55.0529
2023-04-13,58.1386
2023-04-14,57.8035
2023-04-15,57.8035
2023-04-16,57.8035
2023-04-17,58.7209
2023-04-18,60.4147
2023-04-19,59.333
2023-04-20,58.7564
2023-04-21,59.0233
2023-04-22,59.0233
2023-04-23,59.0233
2023-04-24,58.3776
2023-04-25,56.5422
2023-04-26,55.4015
2023-04-27,58.0352
2023-04-28,59.3574
2023-04-29,59.3574
2023-04-30,59.3574
2023-05-01,60.3058
2023-05-02,57.8574
2023-05-03,56.1388
2023-05-04,53.9063
2023-05-05,57.4742
2023-05-06,57.4742
2023-05-07,57.4742
2023-05-08,57.534
2023-05-09,55.6803
2023-05-10,55.8474
2023-05-11,55.1116
2023-05-12,56.1261
2023-05-13,56.1261
2023-05-14,56.1261
2023-05-15,56.8477
2023-05-16,55.5953
2023-05-17,57.8267
2023-05-18,59.6828
2023-05-19,57.6578
2023-05-20,57.6578
2023-05-21,57.6578
2023-05-22,58.859
2023-05-23,57.7679
2023-05-24,55.5832
2023-05-25,57.5967
2023-05-26,57.1691
2023-05-27,57.1691
2023-05-28,57.1691
2023-05-29,57.1691
2023-05-30,57.5898
2023-05-31,54.7802
2023-06-01,54.2813
2023-06-02,59.6028
2023-06-03,59.6028
2023-06-04,59.6028
2023-06-05,57.0597
2023-06-06,59.121
2023-06-07,60.4328
2023-06-08,57.065
2023-06-09,59.6691
2023-06-10,59.6691
2023-06-11,59.6691
2023-06-12,58.1542
2023-06-13,59.5534
2023-06-14,59.8088
2023-06-15,60.6315
2023-06-16,59.7182
2023-06-17,59.7182
2023-06-18,59.7182
2023-06-19,59.7182
2023-06-20,58.1243
2023-06-21,58.6792
2023-06-22,58.9698
2023-06-23,54.9697
2023-06-24,54.9697
2023-06-25,54.9697
2023-06-26,55.2699
2023-06-27,58.3818
2023-06-28,58.6997
2023-06-29,60.8235
2023-06-30,60.4651
2023-07-01,60.4651
2023-07-02,60.4651
2023-07-03,60.6374
2023-07-04,60.6374
2023-07-05,59.1703
2023-07-06,60.4557
2023-07-07,60.8509
2023-07-08,60.8509
2023-07-09,60.8509
2023-07-10,62.3755
2023-07-11,63.7112
2023-07-12,62.5421
2023-07-13,61.4682
2023-07-14,61.1757
2023-07-15,61.1757
2023-07-16,61.1757
2023-07-17,64.0694
2023-07-18,65.6978
2023-07-19,64.2556
2023-07-20,66.6091
2023-07-21,65.9126
2023-07-22,65.9126
2023-07-23,65.9126
2023-07-24,64.7172
2023-07-25,65.3612
2023-07-26,66.259
2023-07-27,64.518
2023-07-28,64.5797
2023-07-29,64.5797
2023-07-30,64.5797
2023-07-31,65.637
2023-08-01,66.6897
2023-08-02,66.9827
2023-08-03,68.0849
2023-08-04,64.629
2023-08-05,64.629
2023-08-06,64.629
2023-08-07,65.7771
2023-08-08,64.8773
2023-08-09,63.0916
2023-08-10,61.8746
2023-08-11,62.4526
2023-08-12,62.4526
2023-08-13,62.4526
2023-08-14,62.2838
2023-08-15,57.836
2023-08-16,54.8871
2023-08-17,52.1184
2023-08-18,51.3182
2023-08-19,51.3182
2023-08-20,51.3182
2023-08-21,51.4284
2023-08-22,49.6737
2023-08-23,50.2845
2023-08-24,48.9576
2023-08-25,49.7642
2023-08-26,49.7642
2023-08-27,49.7642
2023-08-28,49.4912
2023-08-29,49.9124
2023-08-30,51.0319
2023-08-31,50.2105
2023-09-01,53.8004
2023-09-02,53.8004
2023-09-03,53.8004
2023-09-04,53.8004
2023-09-05,49.0638
2023-09-06,48.7502
2023-09-07,49.4191
2023-09-08,50.8804
2023-09-09,50.8804
2023-09-10,50.8804
2023-09-11,51.8099
2023-09-12,55.0764
2023-09-13,52.3401
2023-09-14,52.6875
2023-09-15,50.1259
2023-09-16,50.1259
2023-09-17,50.1259
2023-09-18,52.6258
2023-09-19,53.3533
2023-09-20,50.5578
2023-09-21,46.643
2023-09-22,46.8584
2023-09-23,46.8584
2023-09-24,46.8584
2023-09-25,48.7539
2023-09-26,44.7256
2023-09-27,45.887
2023-09-28,46.1028
2023-09-29,43.7642
2023-09-30,43.7642
2023-10-01,43.7642
2023-10-02,41.4454
2023-10-03,39.8197
2023-10-04,43.7604
2023-10-05,44.3766
2023-10-06,45.8457
2023-10-07,45.8457
2023-10-08,45.8457
2023-10-09,50.9909
2023-10-10,50.9995
2023-10-11,53.1556
2023-10-12,53.9073
2023-10-13,55.1985
2023-10-14,55.1985
2023-10-15,55.1985
2023-10-16,58.7681
2023-10-17,60.3535
2023-10-18,55.8072
2023-10-19,53.107
2023-10-20,48.2603
2023-10-21,48.2603
2023-10-22,48.2603
2023-10-23,46.6464
2023-10-24,47.9664
2023-10-25,45.9972
2023-10-26,47.3896
2023-10-27,45.5462
2023-10-28,45.5462
2023-10-29,45.5462
2023-10-30,46.8171
2023-10-31,43.6486
2023-11-01,46.249
2023-11-02,50.6933
2023-11-03,53.5059
2023-11-04,53.5059
2023-11-05,53.5059
2023-11-06,51.7174
2023-11-07,50.2554
2023-11-08,52.5464
2023-11-09,51.3648
2023-11-10,53.6489
2023-11-11,53.6489
2023-11-12,53.6489
2023-11-13,54.0233
2023-11-14,54.7851
2023-11-15,53.2977
2023-11-16,52.4011
2023-11-17,55.8637
2023-11-18,55.8637
2023-11-19,55.8637
2023-11-20,55.0798
2023-11-21,55.9081
2023-11-22,56.7027
2023-11-23,56.7027
2023-11-24,57.6295
2023-11-25,57.6295
2023-11-26,57.6295
2023-11-27,59.0711
2023-11-28,56.0891
2023-11-29,53.67
2023-11-30,54.869
2023-12-01,55.3369
2023-12-02,55.3369
2023-12-03,55.3369
2023-12-04,56.8848
2023-12-05,56.6992
2023-12-06,56.302
2023-12-07,53.1846
2023-12-08,55.396
2023-12-09,55.396
2023-12-10,55.396
2023-12-11,56.1218
2023-12-12,57.3726
2023-12-13,55.957
2023-12-14,52.5424
2023-12-15,51.0137
2023-12-16,51.0137
2023-12-17,51.0137
2023-12-18,51.9317
2023-12-19,51.0996
2023-12-20,47.0857
2023-12-21,49.1737
2023-12-22,50.245
2023-12-23,50.245
2023-12-24,50.245
2023-12-25,50.245
2023-12-26,50.552
2023-12-27,50.5284
2023-12-28,50.7661
2023-12-29,50.2746
2023-12-30,50.2746
2023-12-31,50.2746
2024-01-01,50.2746
2024-01-02,52.0571
2024-01-03,50.4014
2024-01-04,51.6239
2024-01-05,51.9773
2024-01-06,51.9773
2024-01-07,51.9773
2024-01-08,54.9165
2024-01-09,52.6866
2024-01-10,55.6113
2024-01-11,57.181
2024-01-12,59.4997
2024-01-13,59.4997
2024-01-14,59.4997
2024-01-15,59.4997
2024-01-16,59.4329
2024-01-17,61.2578
2024-01-18,62.2114
2024-01-19,64.2786
2024-01-20,64.2786
2024-01-21,64.2786
2024-01-22,65.7356
2024-01-23,63.357
2024-01-24,62.6356
2024-01-25,62.1375
2024-01-26,62.3775
2024-01-27,62.3775
2024-01-28,62.3775
2024-01-29,64.2001
2024-01-30,66.6584
2024-01-31,67.1052
2024-02-01,62.2395
2024-02-02,64.7955
2024-02-03,64.7955
2024-02-04,64.7955
2024-02-05,64.1313
2024-02-06,61.7656
2024-02-07,62.9742
2024-02-08,64.6175
2024-02-09,67.8917
2024-02-10,67.8917
2024-02-11,67.8917
2024-02-12,64.2557
2024-02-13,61.2742
2024-02-14,63.5502
2024-02-15,66.0191
2024-02-16,66.7183
2024-02-17,66.7183
2024-02-18,66.7183
2024-02-19,66.7183
2024-02-20,66.8616
2024-02-21,67.2536
2024-02-22,69.598
2024-02-23,67.3969
2024-02-24,67.3969
2024-02-25,67.3969
2024-02-26,64.9604
2024-02-27,62.7258
2024-02-28,63.123
2024-02-29,63.0263
2024-03-01,64.7874
2024-03-02,64.7874
2024-03-03,64.7874
2024-03-04,65.0652
2024-03-05,64.1674
2024-03-06,65.8965
2024-03-07,62.895
2024-03-08,61.6127
2024-03-09,61.6127
2024-03-10,61.6127
2024-03-11,60.9255
2024-03-12,61.1467
2024-03-13,62.3198
2024-03-14,59.4254
2024-03-15,60.25
2024-03-16,60.25
2024-03-17,60.25
2024-03-18,59.5868
2024-03-19,62.0702
2024-03-20,62.9408
2024-03-21,62.2453
2024-03-22,60.0523
2024-03-23,60.0523
2024-03-24,60.0523
2024-03-25,60.8343
2024-03-26,62.2772
2024-03-27,64.4034
2024-03-28,61.317
2024-03-29,61.317
2024-03-30,61.317
2024-03-31,61.317
2024-04-01,60.4239
2024-04-02,57.3458
2024-04-03,57.6525
2024-04-04,55.5006
2024-04-05,55.5496
2024-04-06,55.5496
2024-04-07,55.5496
2024-04-08,57.7971
