,SNDR US Equity
2023-03-21,48.2676
2023-03-22,46.7771
2023-03-23,44.9531
2023-03-24,44.7993
2023-03-25,44.7993
2023-03-26,44.7993
2023-03-27,47.7577
2023-03-28,47.3883
2023-03-29,47.1368
2023-03-30,47.2333
2023-03-31,50.638
2023-04-01,50.638
2023-04-02,50.638
2023-04-03,48.7223
2023-04-04,47.2183
2023-04-05,47.458
2023-04-06,46.7551
2023-04-07,46.7551
2023-04-08,46.7551
2023-04-09,46.7551
2023-04-10,48.434
2023-04-11,50.1092
2023-04-12,50.6307
2023-04-13,49.1335
2023-04-14,50.3582
2023-04-15,50.3582
2023-04-16,50.3582
2023-04-17,50.1086
2023-04-18,51.1112
2023-04-19,52.494
2023-04-20,53.1306
2023-04-21,52.9612
2023-04-22,52.9612
2023-04-23,52.9612
2023-04-24,53.924
2023-04-25,49.7647
2023-04-26,44.9362
2023-04-27,46.4787
2023-04-28,48.1371
2023-04-29,48.1371
2023-04-30,48.1371
2023-05-01,49.8937
2023-05-02,49.1556
2023-05-03,50.7632
2023-05-04,48.626
2023-05-05,50.7223
2023-05-06,50.7223
2023-05-07,50.7223
2023-05-08,49.821
2023-05-09,48.1967
2023-05-10,48.6168
2023-05-11,49.6724
2023-05-12,49.567
2023-05-13,49.567
2023-05-14,49.567
2023-05-15,49.4045
2023-05-16,46.8104
2023-05-17,48.5775
2023-05-18,49.0295
2023-05-19,48.1
2023-05-20,48.1
2023-05-21,48.1
2023-05-22,48.1
2023-05-23,46.9786
2023-05-24,44.5606
2023-05-25,49.1347
2023-05-26,49.2487
2023-05-27,49.2487
2023-05-28,49.2487
2023-05-29,49.2487
2023-05-30,50.8992
2023-05-31,47.4325
2023-06-01,48.8066
2023-06-02,51.485
2023-06-03,51.485
2023-06-04,51.485
2023-06-05,48.235
2023-06-06,50.865
2023-06-07,53.8258
2023-06-08,53.8258
2023-06-09,51.0636
2023-06-10,51.0636
2023-06-11,51.0636
2023-06-12,49.6677
2023-06-13,51.2011
2023-06-14,53.3101
2023-06-15,54.9495
2023-06-16,53.2368
2023-06-17,53.2368
2023-06-18,53.2368
2023-06-19,53.2368
2023-06-20,51.0084
2023-06-21,51.8034
2023-06-22,53.3217
2023-06-23,53.4684
2023-06-24,53.4684
2023-06-25,53.4684
2023-06-26,55.9966
2023-06-27,57.7873
2023-06-28,58.9116
2023-06-29,61.5213
2023-06-30,60.0419
2023-07-01,60.0419
2023-07-02,60.0419
2023-07-03,59.6094
2023-07-04,59.6094
2023-07-05,55.9188
2023-07-06,54.621
2023-07-07,55.5035
2023-07-08,55.5035
2023-07-09,55.5035
2023-07-10,57.0498
2023-07-11,59.083
2023-07-12,58.5341
2023-07-13,57.9769
2023-07-14,56.1342
2023-07-15,56.1342
2023-07-16,56.1342
2023-07-17,52.943
2023-07-18,57.9758
2023-07-19,61.7883
2023-07-20,60.5505
2023-07-21,60.5505
2023-07-22,60.5505
2023-07-23,60.5505
2023-07-24,60.9689
2023-07-25,61.124
2023-07-26,63.906
2023-07-27,62.6689
2023-07-28,65.5015
2023-07-29,65.5015
2023-07-30,65.5015
2023-07-31,63.1441
2023-08-01,63.354
2023-08-02,63.0445
2023-08-03,65.3229
2023-08-04,62.6194
2023-08-05,62.6194
2023-08-06,62.6194
2023-08-07,61.6005
2023-08-08,60.8771
2023-08-09,59.3159
2023-08-10,59.9292
2023-08-11,60.9839
2023-08-12,60.9839
2023-08-13,60.9839
2023-08-14,60.4772
2023-08-15,58.1652
2023-08-16,54.9357
2023-08-17,51.094
2023-08-18,51.192
2023-08-19,51.192
2023-08-20,51.192
2023-08-21,51.5937
2023-08-22,49.5376
2023-08-23,50.9883
2023-08-24,50.612
2023-08-25,50.283
2023-08-26,50.283
2023-08-27,50.283
2023-08-28,50.5049
2023-08-29,52.3212
2023-08-30,51.9032
2023-08-31,49.4513
2023-09-01,50.8246
2023-09-02,50.8246
2023-09-03,50.8246
2023-09-04,50.8246
2023-09-05,47.2812
2023-09-06,44.9993
2023-09-07,45.1214
2023-09-08,44.5078
2023-09-09,44.5078
2023-09-10,44.5078
2023-09-11,45.0872
2023-09-12,42.8747
2023-09-13,45.6345
2023-09-14,47.7596
2023-09-15,47.3222
2023-09-16,47.3222
2023-09-17,47.3222
2023-09-18,48.4814
2023-09-19,47.2915
2023-09-20,47.7964
2023-09-21,45.5938
2023-09-22,44.6656
2023-09-23,44.6656
2023-09-24,44.6656
2023-09-25,47.2158
2023-09-26,43.543
2023-09-27,42.942
2023-09-28,44.2034
2023-09-29,45.4508
2023-09-30,45.4508
2023-10-01,45.4508
2023-10-02,43.0408
2023-10-03,40.8487
2023-10-04,40.801
2023-10-05,39.9315
2023-10-06,42.0604
2023-10-07,42.0604
2023-10-08,42.0604
2023-10-09,43.9774
2023-10-10,45.3144
2023-10-11,46.3735
2023-10-12,44.4264
2023-10-13,42.6277
2023-10-14,42.6277
2023-10-15,42.6277
2023-10-16,46.3918
2023-10-17,49.1181
2023-10-18,42.5514
2023-10-19,41.3387
2023-10-20,43.8231
2023-10-21,43.8231
2023-10-22,43.8231
2023-10-23,42.3221
2023-10-24,41.8424
2023-10-25,40.6298
2023-10-26,39.1219
2023-10-27,36.8799
2023-10-28,36.8799
2023-10-29,36.8799
2023-10-30,39.702
2023-10-31,39.1388
2023-11-01,39.3296
2023-11-02,29.222
2023-11-03,29.1735
2023-11-04,29.1735
2023-11-05,29.1735
2023-11-06,28.7784
2023-11-07,29.519
2023-11-08,28.6709
2023-11-09,27.9411
2023-11-10,31.8986
2023-11-11,31.8986
2023-11-12,31.8986
2023-11-13,31.3969
2023-11-14,34.7582
2023-11-15,38.1672
2023-11-16,37.1944
2023-11-17,36.7104
2023-11-18,36.7104
2023-11-19,36.7104
2023-11-20,36.5464
2023-11-21,37.185
2023-11-22,38.1796
2023-11-23,38.1796
2023-11-24,38.7696
2023-11-25,38.7696
2023-11-26,38.7696
2023-11-27,38.0927
2023-11-28,37.7517
2023-11-29,38.5733
2023-11-30,39.5884
2023-12-01,45.3674
2023-12-02,45.3674
2023-12-03,45.3674
2023-12-04,46.1214
2023-12-05,44.4008
2023-12-06,43.9103
2023-12-07,45.1684
2023-12-08,45.3987
2023-12-09,45.3987
2023-12-10,45.3987
2023-12-11,46.56
2023-12-12,46.4578
2023-12-13,47.5886
2023-12-14,51.5445
2023-12-15,52.6891
2023-12-16,52.6891
2023-12-17,52.6891
2023-12-18,50.5552
2023-12-19,52.9419
2023-12-20,51.5976
2023-12-21,54.3457
2023-12-22,55.3937
2023-12-23,55.3937
2023-12-24,55.3937
2023-12-25,55.3937
2023-12-26,55.7756
2023-12-27,53.925
2023-12-28,54.8253
2023-12-29,53.3281
2023-12-30,53.3281
2023-12-31,53.3281
2024-01-01,53.3281
2024-01-02,51.4671
2024-01-03,48.1025
2024-01-04,46.3824
2024-01-05,47.4683
2024-01-06,47.4683
2024-01-07,47.4683
2024-01-08,51.8246
2024-01-09,48.7637
2024-01-10,48.9197
2024-01-11,47.3291
2024-01-12,46.1173
2024-01-13,46.1173
2024-01-14,46.1173
2024-01-15,46.1173
2024-01-16,47.0155
2024-01-17,45.9265
2024-01-18,48.0755
2024-01-19,49.1753
2024-01-20,49.1753
2024-01-21,49.1753
2024-01-22,52.8911
2024-01-23,51.7495
2024-01-24,50.4096
2024-01-25,51.1425
2024-01-26,50.3724
2024-01-27,50.3724
2024-01-28,50.3724
2024-01-29,51.0263
2024-01-30,49.7823
2024-01-31,48.6666
2024-02-01,45.0621
2024-02-02,47.1738
2024-02-03,47.1738
2024-02-04,47.1738
2024-02-05,45.6607
2024-02-06,47.6301
2024-02-07,47.162
2024-02-08,47.6352
2024-02-09,48.2346
2024-02-10,48.2346
2024-02-11,48.2346
2024-02-12,50.6315
2024-02-13,47.1091
2024-02-14,47.6973
2024-02-15,47.4245
2024-02-16,45.2814
2024-02-17,45.2814
2024-02-18,45.2814
2024-02-19,45.2814
2024-02-20,44.046
2024-02-21,45.4571
2024-02-22,46.5971
2024-02-23,46.2636
2024-02-24,46.2636
2024-02-25,46.2636
2024-02-26,46.0931
2024-02-27,46.7699
2024-02-28,43.1805
2024-02-29,45.0878
2024-03-01,41.8203
2024-03-02,41.8203
2024-03-03,41.8203
2024-03-04,41.0869
2024-03-05,39.9749
2024-03-06,40.9807
2024-03-07,44.9187
2024-03-08,45.0506
2024-03-09,45.0506
2024-03-10,45.0506
2024-03-11,45.6565
2024-03-12,44.6936
2024-03-13,44.352
2024-03-14,39.6502
2024-03-15,42.5218
2024-03-16,42.5218
2024-03-17,42.5218
2024-03-18,38.8382
2024-03-19,38.6628
2024-03-20,40.9396
2024-03-21,41.4843
2024-03-22,40.3767
2024-03-23,40.3767
2024-03-24,40.3767
2024-03-25,40.7326
2024-03-26,40.6823
2024-03-27,43.6309
2024-03-28,45.6092
2024-03-29,45.6092
2024-03-30,45.6092
2024-03-31,45.6092
2024-04-01,44.0113
2024-04-02,43.5218
2024-04-03,44.3051
2024-04-04,43.9042
2024-04-05,46.0674
2024-04-06,46.0674
2024-04-07,46.0674
2024-04-08,46.3527
