,UMBF US Equity
2020-06-11,50.836
2020-06-12,51.4
2020-06-13,51.4
2020-06-14,51.4
2020-06-15,51.7755
2020-06-16,53.5866
2020-06-17,51.5826
2020-06-18,51.8642
2020-06-19,51.0908
2020-06-20,51.0908
2020-06-21,51.0908
2020-06-22,51.0101
2020-06-23,49.9289
2020-06-24,46.9294
2020-06-25,48.624
2020-06-26,45.8446
2020-06-27,45.8446
2020-06-28,45.8446
2020-06-29,49.01
2020-06-30,50.229
2020-07-01,47.5552
2020-07-02,47.1714
2020-07-03,47.1714
2020-07-04,47.1714
2020-07-05,47.1714
2020-07-06,47.1919
2020-07-07,45.4928
2020-07-08,45.2932
2020-07-09,43.4474
2020-07-10,45.5855
2020-07-11,45.5855
2020-07-12,45.5855
2020-07-13,46.4903
2020-07-14,46.0135
2020-07-15,48.8977
2020-07-16,48.6651
2020-07-17,47.4967
2020-07-18,47.4967
2020-07-19,47.4967
2020-07-20,46.3652
2020-07-21,49.2748
2020-07-22,48.2352
2020-07-23,49.2442
2020-07-24,48.8375
2020-07-25,48.8375
2020-07-26,48.8375
2020-07-27,46.9174
2020-07-28,46.6153
2020-07-29,50.366
2020-07-30,50.4863
2020-07-31,50.3257
2020-08-01,50.3257
2020-08-02,50.3257
2020-08-03,50.1841
2020-08-04,49.702
2020-08-05,51.0874
2020-08-06,51.3549
2020-08-07,54.0825
2020-08-08,54.0825
2020-08-09,54.0825
2020-08-10,54.573
2020-08-11,55.7888
2020-08-12,55.3448
2020-08-13,54.6913
2020-08-14,56.0282
2020-08-15,56.0282
2020-08-16,56.0282
2020-08-17,54.4119
2020-08-18,53.7788
2020-08-19,53.7487
2020-08-20,52.7263
2020-08-21,52.9336
2020-08-22,52.9336
2020-08-23,52.9336
2020-08-24,56.1811
2020-08-25,56.4097
2020-08-26,54.498
2020-08-27,56.3801
2020-08-28,54.7374
2020-08-29,54.7374
2020-08-30,54.7374
2020-08-31,53.2746
2020-09-01,54.2237
2020-09-02,54.0263
2020-09-03,54.3131
2020-09-04,56.166
2020-09-05,56.166
2020-09-06,56.166
2020-09-07,56.166
2020-09-08,51.2875
2020-09-09,50.9157
2020-09-10,49.4176
2020-09-11,48.8352
2020-09-12,48.8352
2020-09-13,48.8352
2020-09-14,50.2399
2020-09-15,49.0063
2020-09-16,48.6891
2020-09-17,47.8562
2020-09-18,47.2293
2020-09-19,47.2293
2020-09-20,47.2293
2020-09-21,43.2059
2020-09-22,42.7978
2020-09-23,41.6198
2020-09-24,42.9918
2020-09-25,44.4934
2020-09-26,44.4934
2020-09-27,44.4934
2020-09-28,47.9576
2020-09-29,46.6165
2020-09-30,47.2026
2020-10-01,47.5635
2020-10-02,51.0753
2020-10-03,51.0753
2020-10-04,51.0753
2020-10-05,54.0547
2020-10-06,55.4004
2020-10-07,57.6427
2020-10-08,58.7754
2020-10-09,58.5057
2020-10-10,58.5057
2020-10-11,58.5057
2020-10-12,59.2519
2020-10-13,55.9736
2020-10-14,54.2388
2020-10-15,56.708
2020-10-16,56.708
2020-10-17,56.708
2020-10-18,56.708
2020-10-19,55.662
2020-10-20,57.8414
2020-10-21,58.1556
2020-10-22,60.8576
2020-10-23,61.7398
2020-10-24,61.7398
2020-10-25,61.7398
2020-10-26,59.2024
2020-10-27,55.3261
2020-10-28,58.1601
2020-10-29,61.0164
2020-10-30,61.1238
2020-10-31,61.1238
2020-11-01,61.1238
2020-11-02,62.7408
2020-11-03,65.6731
2020-11-04,58.9187
2020-11-05,61.305
2020-11-06,58.3364
2020-11-07,58.3364
2020-11-08,58.3364
2020-11-09,64.1779
2020-11-10,65.5417
2020-11-11,63.8258
2020-11-12,61.8708
2020-11-13,63.3885
2020-11-14,63.3885
2020-11-15,63.3885
2020-11-16,65.3017
2020-11-17,65.446
2020-11-18,62.603
2020-11-19,62.6648
2020-11-20,61.5374
2020-11-21,61.5374
2020-11-22,61.5374
2020-11-23,62.7394
2020-11-24,65.1001
2020-11-25,63.2855
2020-11-26,63.2855
2020-11-27,62.2744
2020-11-28,62.2744
2020-11-29,62.2744
2020-11-30,58.5076
2020-12-01,59.3745
2020-12-02,59.7168
2020-12-03,58.4075
2020-12-04,59.6284
2020-12-05,59.6284
2020-12-06,59.6284
2020-12-07,59.1346
2020-12-08,58.5418
2020-12-09,58.991
2020-12-10,58.1486
2020-12-11,57.1295
2020-12-12,57.1295
2020-12-13,57.1295
2020-12-14,57.0487
2020-12-15,59.3223
2020-12-16,58.4014
2020-12-17,58.9527
2020-12-18,56.0779
2020-12-19,56.0779
2020-12-20,56.0779
2020-12-21,55.7834
2020-12-22,56.0223
2020-12-23,58.5818
2020-12-24,57.469
2020-12-25,57.469
2020-12-26,57.469
2020-12-27,57.469
2020-12-28,57.4821
2020-12-29,55.8333
2020-12-30,56.7171
2020-12-31,56.8845
2021-01-01,56.8845
2021-01-02,56.8845
2021-01-03,56.8845
2021-01-04,56.2285
2021-01-05,57.4891
2021-01-06,64.6642
2021-01-07,65.6454
2021-01-08,61.4083
2021-01-09,61.4083
2021-01-10,61.4083
2021-01-11,62.7841
2021-01-12,63.8987
2021-01-13,60.6122
2021-01-14,61.837
2021-01-15,59.3903
2021-01-16,59.3903
2021-01-17,59.3903
2021-01-18,59.3903
2021-01-19,59.2408
2021-01-20,59.8048
2021-01-21,55.8413
2021-01-22,59.2668
2021-01-23,59.2668
2021-01-24,59.2668
2021-01-25,55.9777
2021-01-26,54.4861
2021-01-27,51.7574
2021-01-28,55.4481
2021-01-29,52.5438
2021-01-30,52.5438
2021-01-31,52.5438
2021-02-01,55.1611
2021-02-02,56.3997
2021-02-03,55.9122
2021-02-04,59.2797
2021-02-05,57.8387
2021-02-06,57.8387
2021-02-07,57.8387
2021-02-08,58.6992
2021-02-09,59.6492
2021-02-10,59.199
2021-02-11,59.3321
2021-02-12,59.7605
2021-02-13,59.7605
2021-02-14,59.7605
2021-02-15,59.7605
2021-02-16,61.0244
2021-02-17,60.0804
2021-02-18,59.4674
2021-02-19,61.7313
2021-02-20,61.7313
2021-02-21,61.7313
2021-02-22,63.2658
2021-02-23,65.7649
2021-02-24,67.8443
2021-02-25,66.0607
2021-02-26,62.5773
2021-02-27,62.5773
2021-02-28,62.5773
2021-03-01,65.5149
2021-03-02,63.3635
2021-03-03,65.9066
2021-03-04,64.4619
2021-03-05,67.0256
2021-03-06,67.0256
2021-03-07,67.0256
2021-03-08,68.7273
2021-03-09,67.5168
2021-03-10,68.8857
2021-03-11,67.6787
2021-03-12,69.3716
2021-03-13,69.3716
2021-03-14,69.3716
2021-03-15,68.2487
2021-03-16,66.5258
2021-03-17,66.9352
2021-03-18,68.0949
2021-03-19,67.1694
2021-03-20,67.1694
2021-03-21,67.1694
2021-03-22,61.8372
2021-03-23,58.4215
2021-03-24,57.0771
2021-03-25,59.5974
2021-03-26,61.0923
2021-03-27,61.0923
2021-03-28,61.0923
2021-03-29,58.8281
2021-03-30,59.9872
2021-03-31,58.8282
2021-04-01,59.0063
2021-04-02,59.0063
2021-04-03,59.0063
2021-04-04,59.0063
2021-04-05,59.4778
2021-04-06,57.7212
2021-04-07,57.0139
2021-04-08,57.1547
2021-04-09,58.6654
2021-04-10,58.6654
2021-04-11,58.6654
2021-04-12,59.6402
2021-04-13,55.8775
2021-04-14,57.8033
2021-04-15,58.1169
2021-04-16,59.1185
2021-04-17,59.1185
2021-04-18,59.1185
2021-04-19,58.9327
2021-04-20,54.2136
2021-04-21,55.7819
2021-04-22,54.0344
2021-04-23,57.7866
2021-04-24,57.7866
2021-04-25,57.7866
2021-04-26,58.4822
2021-04-27,60.0378
2021-04-28,59.2362
2021-04-29,60.9634
2021-04-30,59.1925
2021-05-01,59.1925
2021-05-02,59.1925
2021-05-03,59.6159
2021-05-04,60.1199
2021-05-05,59.0836
2021-05-06,59.3554
2021-05-07,59.9868
2021-05-08,59.9868
2021-05-09,59.9868
2021-05-10,59.189
2021-05-11,58.0524
2021-05-12,54.3879
2021-05-13,58.3733
2021-05-14,59.8143
2021-05-15,59.8143
2021-05-16,59.8143
2021-05-17,59.1326
2021-05-18,56.5371
2021-05-19,56.5091
2021-05-20,56.9509
2021-05-21,57.8261
2021-05-22,57.8261
2021-05-23,57.8261
2021-05-24,56.6497
2021-05-25,52.044
2021-05-26,53.8088
2021-05-27,54.7453
2021-05-28,54.8039
2021-05-29,54.8039
2021-05-30,54.8039
2021-05-31,54.8039
2021-06-01,56.0159
2021-06-02,54.5467
2021-06-03,55.8174
2021-06-04,54.8301
2021-06-05,54.8301
2021-06-06,54.8301
2021-06-07,53.6695
2021-06-08,53.3848
2021-06-09,51.2174
2021-06-10,49.0853
2021-06-11,50.7836
2021-06-12,50.7836
2021-06-13,50.7836
2021-06-14,48.9682
2021-06-15,51.7932
2021-06-16,52.1127
2021-06-17,47.8104
2021-06-18,43.8078
2021-06-19,43.8078
2021-06-20,43.8078
2021-06-21,49.5163
2021-06-22,49.5044
2021-06-23,49.1644
2021-06-24,50.8966
2021-06-25,51.6204
2021-06-26,51.6204
2021-06-27,51.6204
2021-06-28,50.2818
2021-06-29,49.3437
2021-06-30,49.557
2021-07-01,50.5536
2021-07-02,49.0368
2021-07-03,49.0368
2021-07-04,49.0368
2021-07-05,49.0368
2021-07-06,44.1212
2021-07-07,43.7824
2021-07-08,43.1201
2021-07-09,47.9507
2021-07-10,47.9507
2021-07-11,47.9507
2021-07-12,48.1757
2021-07-13,45.1695
2021-07-14,44.8151
2021-07-15,46.7533
2021-07-16,44.091
2021-07-17,44.091
2021-07-18,44.091
2021-07-19,41.2508
2021-07-20,44.1588
2021-07-21,45.4431
2021-07-22,43.5319
2021-07-23,44.4898
2021-07-24,44.4898
2021-07-25,44.4898
2021-07-26,45.9721
2021-07-27,46.7801
2021-07-28,51.4917
2021-07-29,52.8119
2021-07-30,52.7484
2021-07-31,52.7484
2021-08-01,52.7484
2021-08-02,50.706
2021-08-03,51.9186
2021-08-04,51.2537
2021-08-05,52.9557
2021-08-06,55.1463
2021-08-07,55.1463
2021-08-08,55.1463
2021-08-09,52.4613
2021-08-10,52.7065
2021-08-11,54.764
2021-08-12,52.2421
2021-08-13,51.0886
2021-08-14,51.0886
2021-08-15,51.0886
2021-08-16,51.4421
2021-08-17,49.5885
2021-08-18,48.0807
2021-08-19,46.5562
2021-08-20,48.2664
2021-08-21,48.2664
2021-08-22,48.2664
2021-08-23,49.1217
2021-08-24,49.9384
2021-08-25,50.0321
2021-08-26,47.8488
2021-08-27,51.5596
2021-08-28,51.5596
2021-08-29,51.5596
2021-08-30,48.5236
2021-08-31,49.6701
2021-09-01,49.0604
2021-09-02,48.3696
2021-09-03,48.8798
2021-09-04,48.8798
2021-09-05,48.8798
2021-09-06,48.8798
2021-09-07,48.0044
2021-09-08,46.4525
2021-09-09,47.1828
2021-09-10,46.4077
2021-09-11,46.4077
2021-09-12,46.4077
2021-09-13,48.4613
2021-09-14,46.0455
2021-09-15,48.6775
2021-09-16,48.2153
2021-09-17,49.1409
2021-09-18,49.1409
2021-09-19,49.1409
2021-09-20,47.7126
2021-09-21,47.1703
2021-09-22,48.9554
2021-09-23,54.0633
2021-09-24,56.3297
2021-09-25,56.3297
2021-09-26,56.3297
2021-09-27,59.3989
2021-09-28,57.8037
2021-09-29,59.3249
2021-09-30,56.4098
2021-10-01,58.9686
2021-10-02,58.9686
2021-10-03,58.9686
2021-10-04,60.1382
2021-10-05,60.5328
2021-10-06,58.9084
2021-10-07,60.5461
2021-10-08,60.4984
2021-10-09,60.4984
2021-10-10,60.4984
2021-10-11,59.0713
2021-10-12,58.4622
2021-10-13,57.6051
2021-10-14,58.4609
2021-10-15,58.0903
2021-10-16,58.0903
2021-10-17,58.0903
2021-10-18,57.4057
2021-10-19,57.5995
2021-10-20,60.7415
2021-10-21,60.9645
2021-10-22,62.473
2021-10-23,62.473
2021-10-24,62.473
2021-10-25,62.611
2021-10-26,63.5581
2021-10-27,50.9544
2021-10-28,54.4438
2021-10-29,53.2504
2021-10-30,53.2504
2021-10-31,53.2504
2021-11-01,56.4174
2021-11-02,54.2599
2021-11-03,57.72
2021-11-04,56.413
2021-11-05,58.2397
2021-11-06,58.2397
2021-11-07,58.2397
2021-11-08,58.7093
2021-11-09,58.829
2021-11-10,59.1354
2021-11-11,60.2872
2021-11-12,59.2026
2021-11-13,59.2026
2021-11-14,59.2026
2021-11-15,59.8964
2021-11-16,59.5314
2021-11-17,59.6751
2021-11-18,61.2198
2021-11-19,59.1261
2021-11-20,59.1261
2021-11-21,59.1261
2021-11-22,60.2424
2021-11-23,61.4725
2021-11-24,59.961
2021-11-25,59.961
2021-11-26,51.8928
2021-11-27,51.8928
2021-11-28,51.8928
2021-11-29,51.9666
2021-11-30,49.9723
2021-12-01,49.0946
2021-12-02,53.4709
2021-12-03,51.8085
2021-12-04,51.8085
2021-12-05,51.8085
2021-12-06,54.1979
2021-12-07,53.6106
2021-12-08,55.3729
2021-12-09,54.8288
2021-12-10,55.5015
2021-12-11,55.5015
2021-12-12,55.5015
2021-12-13,54.8603
2021-12-14,54.786
2021-12-15,54.374
2021-12-16,54.3271
2021-12-17,50.0228
2021-12-18,50.0228
2021-12-19,50.0228
2021-12-20,46.7728
2021-12-21,52.5288
2021-12-22,54.1084
2021-12-23,54.5684
2021-12-24,54.5684
2021-12-25,54.5684
2021-12-26,54.5684
2021-12-27,55.8056
2021-12-28,55.9091
2021-12-29,56.8045
2021-12-30,55.6952
2021-12-31,55.2518
2022-01-01,55.2518
2022-01-02,55.2518
2022-01-03,56.8687
2022-01-04,57.7071
2022-01-05,54.855
2022-01-06,59.1999
2022-01-07,58.3523
2022-01-08,58.3523
2022-01-09,58.3523
2022-01-10,57.3485
2022-01-11,58.2067
2022-01-12,58.4259
2022-01-13,59.2635
2022-01-14,60.253
2022-01-15,60.253
2022-01-16,60.253
2022-01-17,60.253
2022-01-18,56.7697
2022-01-19,49.2274
2022-01-20,45.9522
2022-01-21,45.2709
2022-01-22,45.2709
2022-01-23,45.2709
2022-01-24,48.7619
2022-01-25,46.7254
2022-01-26,41.4614
2022-01-27,41.3881
2022-01-28,44.0873
2022-01-29,44.0873
2022-01-30,44.0873
2022-01-31,44.3762
2022-02-01,48.4822
2022-02-02,48.2566
2022-02-03,47.3236
2022-02-04,50.2617
2022-02-05,50.2617
2022-02-06,50.2617
2022-02-07,49.3536
2022-02-08,51.4056
2022-02-09,50.0975
2022-02-10,49.605
2022-02-11,49.7595
2022-02-12,49.7595
2022-02-13,49.7595
2022-02-14,49.089
2022-02-15,51.1676
2022-02-16,51.0038
2022-02-17,48.3442
2022-02-18,48.7283
2022-02-19,48.7283
2022-02-20,48.7283
2022-02-21,48.7283
2022-02-22,47.9173
2022-02-23,45.5752
2022-02-24,45.0092
2022-02-25,49.8846
2022-02-26,49.8846
2022-02-27,49.8846
2022-02-28,48.8934
2022-03-01,43.0455
2022-03-02,48.9013
2022-03-03,48.0063
2022-03-04,45.7331
2022-03-05,45.7331
2022-03-06,45.7331
2022-03-07,42.9721
2022-03-08,44.9137
2022-03-09,45.81
2022-03-10,46.4522
2022-03-11,47.8978
2022-03-12,47.8978
2022-03-13,47.8978
2022-03-14,49.1312
2022-03-15,49.1979
2022-03-16,51.0447
2022-03-17,49.8218
2022-03-18,48.7141
2022-03-19,48.7141
2022-03-20,48.7141
2022-03-21,49.3317
2022-03-22,50.7555
2022-03-23,46.6337
2022-03-24,48.1705
2022-03-25,50.5476
2022-03-26,50.5476
2022-03-27,50.5476
2022-03-28,48.7347
2022-03-29,50.6427
2022-03-30,47.333
2022-03-31,46.129
2022-04-01,46.6469
2022-04-02,46.6469
2022-04-03,46.6469
2022-04-04,45.6976
2022-04-05,45.1916
2022-04-06,43.9334
2022-04-07,43.148
2022-04-08,42.1803
2022-04-09,42.1803
2022-04-10,42.1803
2022-04-11,43.334
2022-04-12,42.3084
2022-04-13,44.4495
2022-04-14,42.986
2022-04-15,42.986
2022-04-16,42.986
2022-04-17,42.986
2022-04-18,43.1781
2022-04-19,47.2264
2022-04-20,48.3268
2022-04-21,47.2055
2022-04-22,44.2877
2022-04-23,44.2877
2022-04-24,44.2877
2022-04-25,44.4988
2022-04-26,41.9988
2022-04-27,45.4804
2022-04-28,44.999
2022-04-29,41.648
2022-04-30,41.648
2022-05-01,41.648
2022-05-02,42.5128
2022-05-03,43.6001
2022-05-04,45.7856
2022-05-05,42.9277
2022-05-06,42.6272
2022-05-07,42.6272
2022-05-08,42.6272
2022-05-09,43.6666
2022-05-10,42.9633
2022-05-11,41.8222
2022-05-12,42.8642
2022-05-13,42.4863
2022-05-14,42.4863
2022-05-15,42.4863
2022-05-16,41.7981
2022-05-17,44.4749
2022-05-18,42.0263
2022-05-19,40.9369
2022-05-20,41.0404
2022-05-21,41.0404
2022-05-22,41.0404
2022-05-23,43.1587
2022-05-24,42.6958
2022-05-25,43.6631
2022-05-26,46.7798
2022-05-27,48.1942
2022-05-28,48.1942
2022-05-29,48.1942
2022-05-30,48.1942
2022-05-31,48.1179
2022-06-01,46.9764
2022-06-02,49.5103
2022-06-03,48.112
2022-06-04,48.112
2022-06-05,48.112
2022-06-06,47.9679
2022-06-07,48.7331
2022-06-08,47.0711
2022-06-09,43.7451
2022-06-10,39.951
2022-06-11,39.951
2022-06-12,39.951
2022-06-13,39.2024
2022-06-14,39.5555
2022-06-15,40.7528
2022-06-16,37.5406
2022-06-17,41.7378
2022-06-18,41.7378
2022-06-19,41.7378
2022-06-20,41.7378
2022-06-21,42.7581
2022-06-22,43.4316
2022-06-23,42.6529
2022-06-24,46.5734
2022-06-25,46.5734
2022-06-26,46.5734
2022-06-27,46.5373
2022-06-28,45.9103
2022-06-29,44.7724
2022-06-30,44.2117
2022-07-01,45.7844
2022-07-02,45.7844
2022-07-03,45.7844
2022-07-04,45.7844
2022-07-05,46.8233
2022-07-06,47.3526
2022-07-07,48.6814
2022-07-08,48.5949
2022-07-09,48.5949
2022-07-10,48.5949
2022-07-11,47.4607
2022-07-12,46.426
2022-07-13,44.3027
2022-07-14,42.616
2022-07-15,46.1923
2022-07-16,46.1923
2022-07-17,46.1923
2022-07-18,45.2734
2022-07-19,49.1226
2022-07-20,50.3085
2022-07-21,51.2405
2022-07-22,50.6658
2022-07-23,50.6658
2022-07-24,50.6658
2022-07-25,53.5184
2022-07-26,53.9976
2022-07-27,52.8857
2022-07-28,50.4114
2022-07-29,51.4026
2022-07-30,51.4026
2022-07-31,51.4026
2022-08-01,51.8041
2022-08-02,51.9411
2022-08-03,52.8798
2022-08-04,54.609
2022-08-05,55.4473
2022-08-06,55.4473
2022-08-07,55.4473
2022-08-08,54.7499
2022-08-09,55.5564
2022-08-10,57.6063
2022-08-11,58.8768
2022-08-12,61.3278
2022-08-13,61.3278
2022-08-14,61.3278
2022-08-15,62.5939
2022-08-16,62.991
2022-08-17,62.7755
2022-08-18,62.9198
2022-08-19,58.1105
2022-08-20,58.1105
2022-08-21,58.1105
2022-08-22,54.8077
2022-08-23,51.0594
2022-08-24,49.6448
2022-08-25,51.7737
2022-08-26,48.7355
2022-08-27,48.7355
2022-08-28,48.7355
2022-08-29,46.5742
2022-08-30,48.5155
2022-08-31,46.366
2022-09-01,46.9411
2022-09-02,45.5831
2022-09-03,45.5831
2022-09-04,45.5831
2022-09-05,45.5831
2022-09-06,44.2449
2022-09-07,46.617
2022-09-08,47.6286
2022-09-09,48.9464
2022-09-10,48.9464
2022-09-11,48.9464
2022-09-12,50.1943
2022-09-13,45.4212
2022-09-14,47.2848
2022-09-15,48.27
2022-09-16,48.0154
2022-09-17,48.0154
2022-09-18,48.0154
2022-09-19,50.4934
2022-09-20,50.382
2022-09-21,49.0224
2022-09-22,47.0299
2022-09-23,45.0196
2022-09-24,45.0196
2022-09-25,45.0196
2022-09-26,44.7165
2022-09-27,41.3435
2022-09-28,43.1818
2022-09-29,42.2682
2022-09-30,41.0912
2022-10-01,41.0912
2022-10-02,41.0912
2022-10-03,45.4523
2022-10-04,51.2289
2022-10-05,50.1502
2022-10-06,49.7027
2022-10-07,45.7771
2022-10-08,45.7771
2022-10-09,45.7771
2022-10-10,46.5206
2022-10-11,46.4399
2022-10-12,45.81
2022-10-13,51.2924
2022-10-14,48.6827
2022-10-15,48.6827
2022-10-16,48.6827
2022-10-17,51.9228
2022-10-18,52.4743
2022-10-19,51.1611
2022-10-20,46.56
2022-10-21,47.5227
2022-10-22,47.5227
2022-10-23,47.5227
2022-10-24,49.1473
2022-10-25,50.0668
2022-10-26,40.0639
2022-10-27,37.9357
2022-10-28,41.5704
2022-10-29,41.5704
2022-10-30,41.5704
2022-10-31,44.7967
2022-11-01,44.3512
2022-11-02,42.81
2022-11-03,42.8223
2022-11-04,44.6712
2022-11-05,44.6712
2022-11-06,44.6712
2022-11-07,45.2174
2022-11-08,44.64
2022-11-09,44.3216
2022-11-10,48.7722
2022-11-11,48.1827
2022-11-12,48.1827
2022-11-13,48.1827
2022-11-14,46.5447
2022-11-15,47.0955
2022-11-16,45.8995
2022-11-17,45.519
2022-11-18,48.2092
2022-11-19,48.2092
2022-11-20,48.2092
2022-11-21,46.7997
2022-11-22,47.6235
2022-11-23,47.1816
2022-11-24,47.1816
2022-11-25,49.2085
2022-11-26,49.2085
2022-11-27,49.2085
2022-11-28,46.8541
2022-11-29,47.2328
2022-11-30,49.5046
2022-12-01,48.5637
2022-12-02,49.1352
2022-12-03,49.1352
2022-12-04,49.1352
2022-12-05,44.9867
2022-12-06,43.9005
2022-12-07,44.6335
2022-12-08,45.1094
2022-12-09,44.9558
2022-12-10,44.9558
2022-12-11,44.9558
2022-12-12,45.8507
2022-12-13,45.3382
2022-12-14,43.4277
2022-12-15,41.326
2022-12-16,41.19
2022-12-17,41.19
2022-12-18,41.19
2022-12-19,42.383
2022-12-20,44.4739
2022-12-21,47.3698
2022-12-22,46.8693
2022-12-23,48.1664
2022-12-24,48.1664
2022-12-25,48.1664
2022-12-26,48.1664
2022-12-27,48.406
2022-12-28,48.3482
2022-12-29,51.054
2022-12-30,50.2028
2022-12-31,50.2028
2023-01-01,50.2028
2023-01-02,50.2028
2023-01-03,48.7612
2023-01-04,48.2388
2023-01-05,47.7998
2023-01-06,51.8338
2023-01-07,51.8338
2023-01-08,51.8338
2023-01-09,51.4353
2023-01-10,51.9247
2023-01-11,52.7405
2023-01-12,55.0485
2023-01-13,55.4262
2023-01-14,55.4262
2023-01-15,55.4262
2023-01-16,55.4262
2023-01-17,52.7122
2023-01-18,48.398
2023-01-19,48.7025
2023-01-20,52.2037
2023-01-21,52.2037
2023-01-22,52.2037
2023-01-23,54.2442
2023-01-24,52.2878
2023-01-25,55.8521
2023-01-26,55.3981
2023-01-27,55.5715
2023-01-28,55.5715
2023-01-29,55.5715
2023-01-30,55.872
2023-01-31,58.6715
2023-02-01,58.6842
2023-02-02,60.0587
2023-02-03,59.83
2023-02-04,59.83
2023-02-05,59.83
2023-02-06,60.2606
2023-02-07,60.8786
2023-02-08,59.9552
2023-02-09,58.7867
2023-02-10,58.5589
2023-02-11,58.5589
2023-02-12,58.5589
2023-02-13,59.9316
2023-02-14,58.6907
2023-02-15,59.0536
2023-02-16,57.5924
2023-02-17,59.0172
2023-02-18,59.0172
2023-02-19,59.0172
2023-02-20,59.0172
2023-02-21,57.5232
2023-02-22,57.0836
2023-02-23,57.8665
2023-02-24,57.6581
2023-02-25,57.6581
2023-02-26,57.6581
2023-02-27,57.3968
2023-02-28,56.4347
2023-03-01,54.7496
2023-03-02,50.5288
2023-03-03,52.1583
2023-03-04,52.1583
2023-03-05,52.1583
2023-03-06,51.0344
2023-03-07,46.1611
2023-03-08,46.9132
2023-03-09,37.7377
2023-03-10,34.6348
2023-03-11,34.6348
2023-03-12,34.6348
2023-03-13,25.0504
2023-03-14,24.4957
2023-03-15,25.1634
2023-03-16,26.5792
2023-03-17,22.6035
2023-03-18,22.6035
2023-03-19,22.6035
