,ENSG US Equity
2023-03-22,47.5133
2023-03-23,45.3088
2023-03-24,49.9225
2023-03-25,49.9225
2023-03-26,49.9225
2023-03-27,51.232
2023-03-28,51.7364
2023-03-29,51.2206
2023-03-30,53.4393
2023-03-31,56.9111
2023-04-01,56.9111
2023-04-02,56.9111
2023-04-03,56.2593
2023-04-04,55.6863
2023-04-05,58.9253
2023-04-06,58.7993
2023-04-07,58.7993
2023-04-08,58.7993
2023-04-09,58.7993
2023-04-10,60.2803
2023-04-11,61.1496
2023-04-12,59.3333
2023-04-13,59.6433
2023-04-14,59.7359
2023-04-15,59.7359
2023-04-16,59.7359
2023-04-17,59.4135
2023-04-18,59.0427
2023-04-19,59.3344
2023-04-20,59.454
2023-04-21,60.3726
2023-04-22,60.3726
2023-04-23,60.3726
2023-04-24,61.7539
2023-04-25,64.3904
2023-04-26,59.5905
2023-04-27,52.8923
2023-04-28,54.3167
2023-04-29,54.3167
2023-04-30,54.3167
2023-05-01,54.5537
2023-05-02,50.8056
2023-05-03,48.7276
2023-05-04,46.7209
2023-05-05,46.8729
2023-05-06,46.8729
2023-05-07,46.8729
2023-05-08,47.1502
2023-05-09,45.8655
2023-05-10,47.0347
2023-05-11,47.2161
2023-05-12,46.1051
2023-05-13,46.1051
2023-05-14,46.1051
2023-05-15,46.3929
2023-05-16,45.0973
2023-05-17,45.1785
2023-05-18,44.4306
2023-05-19,46.5325
2023-05-20,46.5325
2023-05-21,46.5325
2023-05-22,46.7389
2023-05-23,46.3136
2023-05-24,46.5106
2023-05-25,41.4257
2023-05-26,40.8855
2023-05-27,40.8855
2023-05-28,40.8855
2023-05-29,40.8855
2023-05-30,40.0589
2023-05-31,41.3792
2023-06-01,41.1448
2023-06-02,47.9813
2023-06-03,47.9813
2023-06-04,47.9813
2023-06-05,47.8713
2023-06-06,51.3852
2023-06-07,52.7185
2023-06-08,50.8283
2023-06-09,50.2708
2023-06-10,50.2708
2023-06-11,50.2708
2023-06-12,51.3556
2023-06-13,50.7528
2023-06-14,49.8252
2023-06-15,53.513
2023-06-16,53.4078
2023-06-17,53.4078
2023-06-18,53.4078
2023-06-19,53.4078
2023-06-20,53.041
2023-06-21,51.201
2023-06-22,49.2882
2023-06-23,46.0718
2023-06-24,46.0718
2023-06-25,46.0718
2023-06-26,48.1351
2023-06-27,51.0693
2023-06-28,52.2614
2023-06-29,54.7021
2023-06-30,54.894
2023-07-01,54.894
2023-07-02,54.894
2023-07-03,51.6624
2023-07-04,51.6624
2023-07-05,47.7711
2023-07-06,45.7998
2023-07-07,43.2531
2023-07-08,43.2531
2023-07-09,43.2531
2023-07-10,43.7986
2023-07-11,44.5744
2023-07-12,44.2915
2023-07-13,44.9926
2023-07-14,47.7941
2023-07-15,47.7941
2023-07-16,47.7941
2023-07-17,45.5698
2023-07-18,45.2585
2023-07-19,50.222
2023-07-20,51.0357
2023-07-21,52.168
2023-07-22,52.168
2023-07-23,52.168
2023-07-24,50.6673
2023-07-25,52.0397
2023-07-26,49.0296
2023-07-27,46.6565
2023-07-28,51.4145
2023-07-29,51.4145
2023-07-30,51.4145
2023-07-31,57.0992
2023-08-01,53.4257
2023-08-02,56.4946
2023-08-03,58.3463
2023-08-04,55.7915
2023-08-05,55.7915
2023-08-06,55.7915
2023-08-07,55.894
2023-08-08,55.8103
2023-08-09,56.1497
2023-08-10,56.8355
2023-08-11,57.3598
2023-08-12,57.3598
2023-08-13,57.3598
2023-08-14,57.6399
2023-08-15,56.886
2023-08-16,57.0202
2023-08-17,53.8781
2023-08-18,54.8569
2023-08-19,54.8569
2023-08-20,54.8569
2023-08-21,53.9965
2023-08-22,54.907
2023-08-23,55.6529
2023-08-24,55.1604
2023-08-25,56.5363
2023-08-26,56.5363
2023-08-27,56.5363
2023-08-28,56.4284
2023-08-29,56.4971
2023-08-30,62.1072
2023-08-31,58.76
2023-09-01,56.5432
2023-09-02,56.5432
2023-09-03,56.5432
2023-09-04,56.5432
2023-09-05,50.1506
2023-09-06,49.8884
2023-09-07,51.1598
2023-09-08,50.865
2023-09-09,50.865
2023-09-10,50.865
2023-09-11,48.1954
2023-09-12,46.9687
2023-09-13,47.2247
2023-09-14,46.3486
2023-09-15,45.8505
2023-09-16,45.8505
2023-09-17,45.8505
2023-09-18,47.4663
2023-09-19,46.2117
2023-09-20,48.3958
2023-09-21,47.0661
2023-09-22,47.3614
2023-09-23,47.3614
2023-09-24,47.3614
2023-09-25,48.3744
2023-09-26,45.9188
2023-09-27,45.6563
2023-09-28,48.5727
2023-09-29,46.6971
2023-09-30,46.6971
2023-10-01,46.6971
2023-10-02,45.1535
2023-10-03,42.8175
2023-10-04,44.4098
2023-10-05,45.5855
2023-10-06,47.6934
2023-10-07,47.6934
2023-10-08,47.6934
2023-10-09,50.166
2023-10-10,54.6522
2023-10-11,54.5942
2023-10-12,50.2206
2023-10-13,52.0891
2023-10-14,52.0891
2023-10-15,52.0891
2023-10-16,53.0973
2023-10-17,55.3247
2023-10-18,55.5247
2023-10-19,52.9406
2023-10-20,52.3336
2023-10-21,52.3336
2023-10-22,52.3336
2023-10-23,51.5008
2023-10-24,53.2785
2023-10-25,50.2379
2023-10-26,50.7806
2023-10-27,54.0417
2023-10-28,54.0417
2023-10-29,54.0417
2023-10-30,50.5253
2023-10-31,52.5884
2023-11-01,52.4294
2023-11-02,55.9792
2023-11-03,60.1794
2023-11-04,60.1794
2023-11-05,60.1794
2023-11-06,59.7331
2023-11-07,61.2567
2023-11-08,60.7157
2023-11-09,58.7971
2023-11-10,60.2398
2023-11-11,60.2398
2023-11-12,60.2398
2023-11-13,60.0634
2023-11-14,64.6342
2023-11-15,61.9597
2023-11-16,63.1102
2023-11-17,64.4198
2023-11-18,64.4198
2023-11-19,64.4198
2023-11-20,64.9667
2023-11-21,65.0212
2023-11-22,65.6625
2023-11-23,65.6625
2023-11-24,66.8232
2023-11-25,66.8232
2023-11-26,66.8232
2023-11-27,64.8726
2023-11-28,61.9643
2023-11-29,61.2884
2023-11-30,61.4929
2023-12-01,63.2618
2023-12-02,63.2618
2023-12-03,63.2618
2023-12-04,64.5405
2023-12-05,61.8155
2023-12-06,58.8899
2023-12-07,59.0111
2023-12-08,58.7324
2023-12-09,58.7324
2023-12-10,58.7324
2023-12-11,60.0701
2023-12-12,61.9696
2023-12-13,65.0708
2023-12-14,64.0035
2023-12-15,64.3827
2023-12-16,64.3827
2023-12-17,64.3827
2023-12-18,64.7191
2023-12-19,67.3299
2023-12-20,59.9724
2023-12-21,62.2842
2023-12-22,63.3087
2023-12-23,63.3087
2023-12-24,63.3087
2023-12-25,63.3087
2023-12-26,64.2696
2023-12-27,64.3564
2023-12-28,63.3803
2023-12-29,60.4573
2023-12-30,60.4573
2023-12-31,60.4573
2024-01-01,60.4573
2024-01-02,63.2875
2024-01-03,59.8891
2024-01-04,61.1135
2024-01-05,61.3095
2024-01-06,61.3095
2024-01-07,61.3095
2024-01-08,62.7708
2024-01-09,60.8755
2024-01-10,61.1018
2024-01-11,62.6431
2024-01-12,64.4242
2024-01-13,64.4242
2024-01-14,64.4242
2024-01-15,64.4242
2024-01-16,63.0254
2024-01-17,59.8689
2024-01-18,61.1089
2024-01-19,61.0338
2024-01-20,61.0338
2024-01-21,61.0338
2024-01-22,62.8167
2024-01-23,61.9621
2024-01-24,58.5004
2024-01-25,58.7068
2024-01-26,57.8694
2024-01-27,57.8694
2024-01-28,57.8694
2024-01-29,60.007
2024-01-30,59.4139
2024-01-31,54.0807
2024-02-01,56.9298
2024-02-02,62.9863
2024-02-03,62.9863
2024-02-04,62.9863
2024-02-05,58.5767
2024-02-06,57.9938
2024-02-07,57.7044
2024-02-08,58.4606
2024-02-09,59.402
2024-02-10,59.402
2024-02-11,59.402
2024-02-12,60.2995
2024-02-13,56.6977
2024-02-14,60.1756
2024-02-15,59.0645
2024-02-16,60.6913
2024-02-17,60.6913
2024-02-18,60.6913
2024-02-19,60.6913
2024-02-20,60.4682
2024-02-21,62.1049
2024-02-22,62.8749
2024-02-23,63.424
2024-02-24,63.424
2024-02-25,63.424
2024-02-26,63.3359
2024-02-27,62.8482
2024-02-28,63.4839
2024-02-29,63.9168
2024-03-01,58.4993
2024-03-02,58.4993
2024-03-03,58.4993
2024-03-04,62.9043
2024-03-05,62.3353
2024-03-06,62.2326
2024-03-07,60.0479
2024-03-08,59.0263
2024-03-09,59.0263
2024-03-10,59.0263
2024-03-11,60.2311
2024-03-12,60.0224
2024-03-13,57.8958
2024-03-14,55.5455
2024-03-15,56.4597
2024-03-16,56.4597
2024-03-17,56.4597
2024-03-18,55.6263
2024-03-19,57.6072
2024-03-20,57.0903
2024-03-21,57.511
2024-03-22,57.5916
2024-03-23,57.5916
2024-03-24,57.5916
2024-03-25,56.3198
2024-03-26,56.6357
2024-03-27,59.8457
2024-03-28,57.5936
2024-03-29,57.5936
2024-03-30,57.5936
2024-03-31,57.5936
2024-04-01,56.5839
2024-04-02,51.5989
2024-04-03,52.1937
2024-04-04,48.2667
2024-04-05,49.7041
2024-04-06,49.7041
2024-04-07,49.7041
2024-04-08,48.6917
