,FCN US Equity
2023-03-19,67.3028
2023-03-20,67.338
2023-03-21,65.0994
2023-03-22,64.6363
2023-03-23,64.7344
2023-03-24,64.7522
2023-03-25,64.7522
2023-03-26,64.7522
2023-03-27,66.1629
2023-03-28,65.4374
2023-03-29,64.9196
2023-03-30,65.8695
2023-03-31,66.4348
2023-04-01,66.4348
2023-04-02,66.4348
2023-04-03,66.9033
2023-04-04,66.1244
2023-04-05,65.8813
2023-04-06,67.875
2023-04-07,67.875
2023-04-08,67.875
2023-04-09,67.875
2023-04-10,69.3227
2023-04-11,69.256
2023-04-12,69.3901
2023-04-13,69.9569
2023-04-14,70.0566
2023-04-15,70.0566
2023-04-16,70.0566
2023-04-17,67.5621
2023-04-18,67.5187
2023-04-19,61.2779
2023-04-20,62.8086
2023-04-21,59.2939
2023-04-22,59.2939
2023-04-23,59.2939
2023-04-24,60.8116
2023-04-25,59.2292
2023-04-26,59.9107
2023-04-27,44.6306
2023-04-28,43.8446
2023-04-29,43.8446
2023-04-30,43.8446
2023-05-01,42.048
2023-05-02,43.4059
2023-05-03,41.8569
2023-05-04,41.9318
2023-05-05,40.5605
2023-05-06,40.5605
2023-05-07,40.5605
2023-05-08,41.7259
2023-05-09,42.5225
2023-05-10,42.4493
2023-05-11,42.5312
2023-05-12,41.7252
2023-05-13,41.7252
2023-05-14,41.7252
2023-05-15,39.3865
2023-05-16,43.4971
2023-05-17,44.1938
2023-05-18,45.2366
2023-05-19,48.4517
2023-05-20,48.4517
2023-05-21,48.4517
2023-05-22,48.1524
2023-05-23,50.5193
2023-05-24,52.3652
2023-05-25,52.5271
2023-05-26,54.1724
2023-05-27,54.1724
2023-05-28,54.1724
2023-05-29,54.1724
2023-05-30,51.8534
2023-05-31,53.4052
2023-06-01,53.6092
2023-06-02,56.7511
2023-06-03,56.7511
2023-06-04,56.7511
2023-06-05,51.845
2023-06-06,51.0548
2023-06-07,52.6958
2023-06-08,55.214
2023-06-09,55.195
2023-06-10,55.195
2023-06-11,55.195
2023-06-12,56.2506
2023-06-13,56.6776
2023-06-14,56.7412
2023-06-15,57.3478
2023-06-16,56.4954
2023-06-17,56.4954
2023-06-18,56.4954
2023-06-19,56.4954
2023-06-20,55.3285
2023-06-21,55.8574
2023-06-22,56.7751
2023-06-23,50.9962
2023-06-24,50.9962
2023-06-25,50.9962
2023-06-26,50.101
2023-06-27,49.7609
2023-06-28,47.8873
2023-06-29,51.6714
2023-06-30,52.8373
2023-07-01,52.8373
2023-07-02,52.8373
2023-07-03,54.729
2023-07-04,54.729
2023-07-05,58.1237
2023-07-06,56.0427
2023-07-07,56.1071
2023-07-08,56.1071
2023-07-09,56.1071
2023-07-10,59.2842
2023-07-11,61.5814
2023-07-12,54.3075
2023-07-13,55.0638
2023-07-14,56.4478
2023-07-15,56.4478
2023-07-16,56.4478
2023-07-17,56.4199
2023-07-18,58.5294
2023-07-19,58.5195
2023-07-20,54.93
2023-07-21,53.1538
2023-07-22,53.1538
2023-07-23,53.1538
2023-07-24,51.8146
2023-07-25,52.5024
2023-07-26,54.373
2023-07-27,40.3922
2023-07-28,40.7538
2023-07-29,40.7538
2023-07-30,40.7538
2023-07-31,39.8833
2023-08-01,42.9032
2023-08-02,46.9285
2023-08-03,45.9572
2023-08-04,46.9046
2023-08-05,46.9046
2023-08-06,46.9046
2023-08-07,47.287
2023-08-08,45.1921
2023-08-09,45.1489
2023-08-10,46.6895
2023-08-11,49.4412
2023-08-12,49.4412
2023-08-13,49.4412
2023-08-14,51.3879
2023-08-15,52.8487
2023-08-16,51.9688
2023-08-17,47.6564
2023-08-18,47.0079
2023-08-19,47.0079
2023-08-20,47.0079
2023-08-21,47.3032
2023-08-22,46.5828
2023-08-23,47.2775
2023-08-24,48.4459
2023-08-25,49.7757
2023-08-26,49.7757
2023-08-27,49.7757
2023-08-28,50.1841
2023-08-29,52.1809
2023-08-30,50.2646
2023-08-31,48.5808
2023-09-01,46.8099
2023-09-02,46.8099
2023-09-03,46.8099
2023-09-04,46.8099
2023-09-05,43.5455
2023-09-06,43.3003
2023-09-07,43.0432
2023-09-08,41.8231
2023-09-09,41.8231
2023-09-10,41.8231
2023-09-11,44.7481
2023-09-12,44.8401
2023-09-13,45.7491
2023-09-14,48.7617
2023-09-15,49.3296
2023-09-16,49.3296
2023-09-17,49.3296
2023-09-18,50.7417
2023-09-19,47.274
2023-09-20,47.7179
2023-09-21,46.161
2023-09-22,44.6539
2023-09-23,44.6539
2023-09-24,44.6539
2023-09-25,44.067
2023-09-26,43.5106
2023-09-27,46.8335
2023-09-28,48.2822
2023-09-29,45.5727
2023-09-30,45.5727
2023-10-01,45.5727
2023-10-02,45.1231
2023-10-03,45.7992
2023-10-04,50.7631
2023-10-05,53.1118
2023-10-06,54.452
2023-10-07,54.452
2023-10-08,54.452
2023-10-09,55.4402
2023-10-10,54.0996
2023-10-11,53.1217
2023-10-12,52.2449
2023-10-13,53.9304
2023-10-14,53.9304
2023-10-15,53.9304
2023-10-16,53.3589
2023-10-17,53.4208
2023-10-18,54.6048
2023-10-19,53.7585
2023-10-20,50.6445
2023-10-21,50.6445
2023-10-22,50.6445
2023-10-23,48.8333
2023-10-24,49.3022
2023-10-25,48.746
2023-10-26,67.6154
2023-10-27,67.2759
2023-10-28,67.2759
2023-10-29,67.2759
2023-10-30,66.2357
2023-10-31,64.3436
2023-11-01,66.6295
2023-11-02,63.411
2023-11-03,64.0216
2023-11-04,64.0216
2023-11-05,64.0216
2023-11-06,64.7443
2023-11-07,64.5013
2023-11-08,64.3562
2023-11-09,64.3793
2023-11-10,66.4465
2023-11-11,66.4465
2023-11-12,66.4465
2023-11-13,66.7324
2023-11-14,67.1622
2023-11-15,63.9109
2023-11-16,64.4455
2023-11-17,63.7304
2023-11-18,63.7304
2023-11-19,63.7304
2023-11-20,65.2668
2023-11-21,64.295
2023-11-22,64.4507
2023-11-23,64.4507
2023-11-24,64.6001
2023-11-25,64.6001
2023-11-26,64.6001
2023-11-27,63.9576
2023-11-28,60.7395
2023-11-29,60.8635
2023-11-30,62.3907
2023-12-01,62.9014
2023-12-02,62.9014
2023-12-03,62.9014
2023-12-04,67.8048
2023-12-05,62.1028
2023-12-06,60.2898
2023-12-07,60.0631
2023-12-08,60.1296
2023-12-09,60.1296
2023-12-10,60.1296
2023-12-11,60.009
2023-12-12,59.9202
2023-12-13,59.393
2023-12-14,48.1993
2023-12-15,44.2366
2023-12-16,44.2366
2023-12-17,44.2366
2023-12-18,46.8555
2023-12-19,45.3241
2023-12-20,43.7844
2023-12-21,44.2655
2023-12-22,45.4115
2023-12-23,45.4115
2023-12-24,45.4115
2023-12-25,45.4115
2023-12-26,44.7916
2023-12-27,45.349
2023-12-28,44.91
2023-12-29,44.7688
2023-12-30,44.7688
2023-12-31,44.7688
2024-01-01,44.7688
2024-01-02,43.3879
2024-01-03,41.8163
2024-01-04,41.1244
2024-01-05,42.4975
2024-01-06,42.4975
2024-01-07,42.4975
2024-01-08,42.3682
2024-01-09,42.9497
2024-01-10,43.7951
2024-01-11,44.7884
2024-01-12,47.7064
2024-01-13,47.7064
2024-01-14,47.7064
2024-01-15,47.7064
2024-01-16,48.1185
2024-01-17,48.0034
2024-01-18,50.7113
2024-01-19,47.4848
2024-01-20,47.4848
2024-01-21,47.4848
2024-01-22,48.0385
2024-01-23,46.9539
2024-01-24,46.0428
2024-01-25,43.2465
2024-01-26,45.7113
2024-01-27,45.7113
2024-01-28,45.7113
2024-01-29,45.9337
2024-01-30,45.4522
2024-01-31,41.7918
2024-02-01,41.6727
2024-02-02,42.7412
2024-02-03,42.7412
2024-02-04,42.7412
2024-02-05,42.6491
2024-02-06,43.7115
2024-02-07,44.0817
2024-02-08,44.3408
2024-02-09,45.2692
2024-02-10,45.2692
2024-02-11,45.2692
2024-02-12,43.5068
2024-02-13,38.8427
2024-02-14,43.2955
2024-02-15,43.2027
2024-02-16,44.3879
2024-02-17,44.3879
2024-02-18,44.3879
2024-02-19,44.3879
2024-02-20,43.0209
2024-02-21,42.8576
2024-02-22,63.4404
2024-02-23,59.5246
2024-02-24,59.5246
2024-02-25,59.5246
2024-02-26,61.2567
2024-02-27,58.6662
2024-02-28,57.7632
2024-02-29,53.0031
2024-03-01,51.6059
2024-03-02,51.6059
2024-03-03,51.6059
2024-03-04,52.2853
2024-03-05,53.4652
2024-03-06,52.5998
2024-03-07,52.2521
2024-03-08,51.143
2024-03-09,51.143
2024-03-10,51.143
2024-03-11,51.1604
2024-03-12,51.7911
2024-03-13,51.0703
2024-03-14,51.0375
2024-03-15,52.0694
2024-03-16,52.0694
2024-03-17,52.0694
2024-03-18,53.545
2024-03-19,54.9552
2024-03-20,51.1732
2024-03-21,51.9131
2024-03-22,52.0595
2024-03-23,52.0595
2024-03-24,52.0595
2024-03-25,53.9158
2024-03-26,53.1911
2024-03-27,53.9845
2024-03-28,54.5373
2024-03-29,54.5373
2024-03-30,54.5373
2024-03-31,54.5373
2024-04-01,52.879
2024-04-02,52.2653
2024-04-03,52.0877
2024-04-04,51.0121
2024-04-05,52.7599
2024-04-06,52.7599
2024-04-07,52.7599
2024-04-08,52.4602
