,KRO US Equity
2023-03-21,39.3887
2023-03-22,38.4569
2023-03-23,37.8775
2023-03-24,39.3889
2023-03-25,39.3889
2023-03-26,39.3889
2023-03-27,40.1422
2023-03-28,41.5511
2023-03-29,43.2999
2023-03-30,43.0893
2023-03-31,43.6562
2023-04-01,43.6562
2023-04-02,43.6562
2023-04-03,43.0645
2023-04-04,41.6766
2023-04-05,41.4584
2023-04-06,41.3836
2023-04-07,41.3836
2023-04-08,41.3836
2023-04-09,41.3836
2023-04-10,44.7813
2023-04-11,47.9943
2023-04-12,45.7276
2023-04-13,46.7497
2023-04-14,45.7768
2023-04-15,45.7768
2023-04-16,45.7768
2023-04-17,47.1977
2023-04-18,46.1143
2023-04-19,46.5051
2023-04-20,45.733
2023-04-21,45.4727
2023-04-22,45.4727
2023-04-23,45.4727
2023-04-24,45.5795
2023-04-25,42.3202
2023-04-26,42.4323
2023-04-27,44.5498
2023-04-28,47.1937
2023-04-29,47.1937
2023-04-30,47.1937
2023-05-01,47.9131
2023-05-02,45.7927
2023-05-03,46.4324
2023-05-04,39.4489
2023-05-05,41.5398
2023-05-06,41.5398
2023-05-07,41.5398
2023-05-08,40.6682
2023-05-09,39.5938
2023-05-10,40.247
2023-05-11,39.7285
2023-05-12,38.3416
2023-05-13,38.3416
2023-05-14,38.3416
2023-05-15,37.8382
2023-05-16,36.6299
2023-05-17,40.8805
2023-05-18,43.8301
2023-05-19,43.3506
2023-05-20,43.3506
2023-05-21,43.3506
2023-05-22,46.4797
2023-05-23,46.309
2023-05-24,44.4511
2023-05-25,44.5557
2023-05-26,45.8221
2023-05-27,45.8221
2023-05-28,45.8221
2023-05-29,45.8221
2023-05-30,46.6623
2023-05-31,42.8789
2023-06-01,44.7739
2023-06-02,50.3866
2023-06-03,50.3866
2023-06-04,50.3866
2023-06-05,49.2266
2023-06-06,50.4963
2023-06-07,52.7656
2023-06-08,51.2694
2023-06-09,51.1756
2023-06-10,51.1756
2023-06-11,51.1756
2023-06-12,50.6957
2023-06-13,53.4927
2023-06-14,52.7931
2023-06-15,52.7931
2023-06-16,50.7632
2023-06-17,50.7632
2023-06-18,50.7632
2023-06-19,50.7632
2023-06-20,49.1031
2023-06-21,51.7895
2023-06-22,49.5664
2023-06-23,47.9913
2023-06-24,47.9913
2023-06-25,47.9913
2023-06-26,48.4893
2023-06-27,48.2028
2023-06-28,47.525
2023-06-29,48.5933
2023-06-30,49.2347
2023-07-01,49.2347
2023-07-02,49.2347
2023-07-03,51.6283
2023-07-04,51.6283
2023-07-05,48.5402
2023-07-06,48.8566
2023-07-07,53.2214
2023-07-08,53.2214
2023-07-09,53.2214
2023-07-10,51.5659
2023-07-11,52.7999
2023-07-12,55.077
2023-07-13,56.6351
2023-07-14,54.8846
2023-07-15,54.8846
2023-07-16,54.8846
2023-07-17,55.6817
2023-07-18,58.0662
2023-07-19,58.3148
2023-07-20,56.5799
2023-07-21,55.11
2023-07-22,55.11
2023-07-23,55.11
2023-07-24,55.2948
2023-07-25,55.9515
2023-07-26,57.1605
2023-07-27,53.5357
2023-07-28,53.3101
2023-07-29,53.3101
2023-07-30,53.3101
2023-07-31,52.9637
2023-08-01,53.7919
2023-08-02,51.5614
2023-08-03,46.7103
2023-08-04,49.2856
2023-08-05,49.2856
2023-08-06,49.2856
2023-08-07,51.6042
2023-08-08,49.468
2023-08-09,50.2791
2023-08-10,49.4579
2023-08-11,49.7761
2023-08-12,49.7761
2023-08-13,49.7761
2023-08-14,48.5122
2023-08-15,46.6731
2023-08-16,45.2917
2023-08-17,46.4626
2023-08-18,44.8729
2023-08-19,44.8729
2023-08-20,44.8729
2023-08-21,43.9018
2023-08-22,40.1285
2023-08-23,40.6312
2023-08-24,41.1425
2023-08-25,42.4247
2023-08-26,42.4247
2023-08-27,42.4247
2023-08-28,45.0265
2023-08-29,45.3912
2023-08-30,46.8502
2023-08-31,46.8502
2023-09-01,47.8664
2023-09-02,47.8664
2023-09-03,47.8664
2023-09-04,47.8664
2023-09-05,45.9358
2023-09-06,44.0958
2023-09-07,41.9487
2023-09-08,42.3634
2023-09-09,42.3634
2023-09-10,42.3634
2023-09-11,41.848
2023-09-12,41.994
2023-09-13,40.8273
2023-09-14,43.6258
2023-09-15,46.1231
2023-09-16,46.1231
2023-09-17,46.1231
2023-09-18,45.2025
2023-09-19,44.7405
2023-09-20,45.0311
2023-09-21,45.6226
2023-09-22,42.878
2023-09-23,42.878
2023-09-24,42.878
2023-09-25,47.0341
2023-09-26,43.6365
2023-09-27,41.1749
2023-09-28,40.7783
2023-09-29,42.9115
2023-09-30,42.9115
2023-10-01,42.9115
2023-10-02,39.8432
2023-10-03,39.0968
2023-10-04,35.2542
2023-10-05,34.2483
2023-10-06,34.0935
2023-10-07,34.0935
2023-10-08,34.0935
2023-10-09,36.0378
2023-10-10,39.8503
2023-10-11,40.2596
2023-10-12,39.427
2023-10-13,38.6012
2023-10-14,38.6012
2023-10-15,38.6012
2023-10-16,40.7413
2023-10-17,42.8036
2023-10-18,41.1256
2023-10-19,40.6408
2023-10-20,40.6408
2023-10-21,40.6408
2023-10-22,40.6408
2023-10-23,38.5037
2023-10-24,37.3046
2023-10-25,35.7116
2023-10-26,40.9305
2023-10-27,38.5053
2023-10-28,38.5053
2023-10-29,38.5053
2023-10-30,41.1761
2023-10-31,41.8295
2023-11-01,41.6381
2023-11-02,46.9144
2023-11-03,52.9863
2023-11-04,52.9863
2023-11-05,52.9863
2023-11-06,50.8096
2023-11-07,47.8102
2023-11-08,48.8184
2023-11-09,49.1234
2023-11-10,51.985
2023-11-11,51.985
2023-11-12,51.985
2023-11-13,55.4694
2023-11-14,60.2856
2023-11-15,59.4411
2023-11-16,57.8687
2023-11-17,58.7713
2023-11-18,58.7713
2023-11-19,58.7713
2023-11-20,56.5771
2023-11-21,54.7641
2023-11-22,54.1656
2023-11-23,54.1656
2023-11-24,56.3846
2023-11-25,56.3846
2023-11-26,56.3846
2023-11-27,54.9574
2023-11-28,56.5031
2023-11-29,58.0699
2023-11-30,59.3098
2023-12-01,61.6558
2023-12-02,61.6558
2023-12-03,61.6558
2023-12-04,59.8704
2023-12-05,55.9916
2023-12-06,55.4891
2023-12-07,54.4775
2023-12-08,56.291
2023-12-09,56.291
2023-12-10,56.291
2023-12-11,56.5353
2023-12-12,55.0501
2023-12-13,58.0622
2023-12-14,62.6149
2023-12-15,63.3742
2023-12-16,63.3742
2023-12-17,63.3742
2023-12-18,63.5656
2023-12-19,64.5245
2023-12-20,64.1751
2023-12-21,64.9603
2023-12-22,66.2975
2023-12-23,66.2975
2023-12-24,66.2975
2023-12-25,66.2975
2023-12-26,68.21
2023-12-27,68.3262
2023-12-28,65.4787
2023-12-29,62.3244
2023-12-30,62.3244
2023-12-31,62.3244
2024-01-01,62.3244
2024-01-02,60.6454
2024-01-03,55.4905
2024-01-04,55.4905
2024-01-05,55.1893
2024-01-06,55.1893
2024-01-07,55.1893
2024-01-08,56.8063
2024-01-09,55.7655
2024-01-10,56.6689
2024-01-11,54.9793
2024-01-12,54.2473
2024-01-13,54.2473
2024-01-14,54.2473
2024-01-15,54.2473
2024-01-16,50.7521
2024-01-17,50.5595
2024-01-18,51.8816
2024-01-19,51.1738
2024-01-20,51.1738
2024-01-21,51.1738
2024-01-22,52.6071
2024-01-23,57.5872
2024-01-24,56.4239
2024-01-25,57.3951
2024-01-26,57.3951
2024-01-27,57.3951
2024-01-28,57.3951
2024-01-29,56.9424
2024-01-30,55.6927
2024-01-31,53.2737
2024-02-01,55.3702
2024-02-02,53.119
2024-02-03,53.119
2024-02-04,53.119
2024-02-05,50.0139
2024-02-06,50.3047
2024-02-07,48.1783
2024-02-08,48.3835
2024-02-09,48.9067
2024-02-10,48.9067
2024-02-11,48.9067
2024-02-12,50.5655
2024-02-13,43.8466
2024-02-14,45.1883
2024-02-15,49.2417
2024-02-16,48.8856
2024-02-17,48.8856
2024-02-18,48.8856
2024-02-19,48.8856
2024-02-20,45.8816
2024-02-21,46.847
2024-02-22,47.0424
2024-02-23,48.5114
2024-02-24,48.5114
2024-02-25,48.5114
2024-02-26,48.7076
2024-02-27,49.0092
2024-02-28,47.6565
2024-02-29,51.7863
2024-03-01,52.7053
2024-03-02,52.7053
2024-03-03,52.7053
2024-03-04,50.9609
2024-03-05,49.8563
2024-03-06,49.155
2024-03-07,60.8696
2024-03-08,62.4245
2024-03-09,62.4245
2024-03-10,62.4245
2024-03-11,66.1531
2024-03-12,67.6405
2024-03-13,68.9124
2024-03-14,65.2753
2024-03-15,65.58
2024-03-16,65.58
2024-03-17,65.58
2024-03-18,66.7862
2024-03-19,65.1142
2024-03-20,65.8936
2024-03-21,67.3041
2024-03-22,66.8953
2024-03-23,66.8953
2024-03-24,66.8953
2024-03-25,67.9037
2024-03-26,66.0309
2024-03-27,67.2258
2024-03-28,65.3644
2024-03-29,65.3644
2024-03-30,65.3644
2024-03-31,65.3644
2024-04-01,66.3288
2024-04-02,64.8753
2024-04-03,66.5542
2024-04-04,64.5966
2024-04-05,65.4271
2024-04-06,65.4271
2024-04-07,65.4271
2024-04-08,66.0855
