,KNL US Equity
2020-06-14,49.4437
2020-06-15,50.3236
2020-06-16,51.7901
2020-06-17,51.184
2020-06-18,50.1925
2020-06-19,50.7024
2020-06-20,50.7024
2020-06-21,50.7024
2020-06-22,50.2699
2020-06-23,51.5845
2020-06-24,47.8244
2020-06-25,47.6059
2020-06-26,47.0342
2020-06-27,47.0342
2020-06-28,47.0342
2020-06-29,51.7614
2020-06-30,49.8804
2020-07-01,47.8043
2020-07-02,47.7736
2020-07-03,47.7736
2020-07-04,47.7736
2020-07-05,47.7736
2020-07-06,48.6604
2020-07-07,46.7648
2020-07-08,46.3909
2020-07-09,44.9352
2020-07-10,46.2711
2020-07-11,46.2711
2020-07-12,46.2711
2020-07-13,47.0463
2020-07-14,47.5312
2020-07-15,52.0387
2020-07-16,52.2689
2020-07-17,51.8642
2020-07-18,51.8642
2020-07-19,51.8642
2020-07-20,49.3493
2020-07-21,50.554
2020-07-22,50.9446
2020-07-23,52.5652
2020-07-24,48.9299
2020-07-25,48.9299
2020-07-26,48.9299
2020-07-27,48.479
2020-07-28,48.5544
2020-07-29,49.548
2020-07-30,48.4315
2020-07-31,48.9079
2020-08-01,48.9079
2020-08-02,48.9079
2020-08-03,49.5904
2020-08-04,50.0774
2020-08-05,52.7529
2020-08-06,53.2106
2020-08-07,54.9419
2020-08-08,54.9419
2020-08-09,54.9419
2020-08-10,55.896
2020-08-11,56.7702
2020-08-12,55.0306
2020-08-13,54.4707
2020-08-14,55.3711
2020-08-15,55.3711
2020-08-16,55.3711
2020-08-17,54.7381
2020-08-18,52.2204
2020-08-19,52.2633
2020-08-20,52.7021
2020-08-21,52.3536
2020-08-22,52.3536
2020-08-23,52.3536
2020-08-24,54.103
2020-08-25,52.9681
2020-08-26,51.2983
2020-08-27,53.2835
2020-08-28,54.0495
2020-08-29,54.0495
2020-08-30,54.0495
2020-08-31,51.7269
2020-09-01,52.7993
2020-09-02,53.9945
2020-09-03,51.7026
2020-09-04,50.1996
2020-09-05,50.1996
2020-09-06,50.1996
2020-09-07,50.1996
2020-09-08,47.6218
2020-09-09,45.0514
2020-09-10,43.7867
2020-09-11,44.2722
2020-09-12,44.2722
2020-09-13,44.2722
2020-09-14,46.8703
2020-09-15,45.4825
2020-09-16,46.0159
2020-09-17,55.9204
2020-09-18,58.5098
2020-09-19,58.5098
2020-09-20,58.5098
2020-09-21,54.0134
2020-09-22,52.7142
2020-09-23,47.699
2020-09-24,47.8947
2020-09-25,47.935
2020-09-26,47.935
2020-09-27,47.935
2020-09-28,49.3538
2020-09-29,48.9204
2020-09-30,48.5993
2020-10-01,49.9997
2020-10-02,52.9342
2020-10-03,52.9342
2020-10-04,52.9342
2020-10-05,51.437
2020-10-06,50.3839
2020-10-07,51.2511
2020-10-08,51.7085
2020-10-09,50.5925
2020-10-10,50.5925
2020-10-11,50.5925
2020-10-12,52.007
2020-10-13,50.9104
2020-10-14,50.2257
2020-10-15,50.8187
2020-10-16,51.2348
2020-10-17,51.2348
2020-10-18,51.2348
2020-10-19,51.8898
2020-10-20,54.121
2020-10-21,53.2862
2020-10-22,53.1802
2020-10-23,54.0785
2020-10-24,54.0785
2020-10-25,54.0785
2020-10-26,52.2764
2020-10-27,44.1187
2020-10-28,44.1696
2020-10-29,45.3544
2020-10-30,45.0534
2020-10-31,45.0534
2020-11-01,45.0534
2020-11-02,46.0586
2020-11-03,46.8004
2020-11-04,45.2374
2020-11-05,45.4591
2020-11-06,45.4115
2020-11-07,45.4115
2020-11-08,45.4115
2020-11-09,56.2887
2020-11-10,56.2887
2020-11-11,54.2759
2020-11-12,53.2902
2020-11-13,54.9817
2020-11-14,54.9817
2020-11-15,54.9817
2020-11-16,56.5287
2020-11-17,56.0047
2020-11-18,56.089
2020-11-19,56.8577
2020-11-20,56.8006
2020-11-21,56.8006
2020-11-22,56.8006
2020-11-23,57.8951
2020-11-24,62.5655
2020-11-25,60.354
2020-11-26,60.354
2020-11-27,58.4965
2020-11-28,58.4965
2020-11-29,58.4965
2020-11-30,52.7919
2020-12-01,53.9936
2020-12-02,55.2928
2020-12-03,55.7372
2020-12-04,58.9959
2020-12-05,58.9959
2020-12-06,58.9959
2020-12-07,58.0084
2020-12-08,58.3876
2020-12-09,58.2787
2020-12-10,56.0613
2020-12-11,53.6904
2020-12-12,53.6904
2020-12-13,53.6904
2020-12-14,52.932
2020-12-15,55.8157
2020-12-16,55.4485
2020-12-17,52.2486
2020-12-18,52.8297
2020-12-19,52.8297
2020-12-20,52.8297
2020-12-21,50.0662
2020-12-22,49.5488
2020-12-23,52.7196
2020-12-24,53.465
2020-12-25,53.465
2020-12-26,53.465
2020-12-27,53.465
2020-12-28,53.5541
2020-12-29,54.5006
2020-12-30,54.8181
2020-12-31,55.0959
2021-01-01,55.0959
2021-01-02,55.0959
2021-01-03,55.0959
2021-01-04,50.3454
2021-01-05,53.2061
2021-01-06,56.5985
2021-01-07,56.1249
2021-01-08,56.3766
2021-01-09,56.3766
2021-01-10,56.3766
2021-01-11,56.2099
2021-01-12,58.7753
2021-01-13,57.2953
2021-01-14,58.9012
2021-01-15,57.7491
2021-01-16,57.7491
2021-01-17,57.7491
2021-01-18,57.7491
2021-01-19,58.4635
2021-01-20,58.9701
2021-01-21,59.1847
2021-01-22,60.2596
2021-01-23,60.2596
2021-01-24,60.2596
2021-01-25,59.2269
2021-01-26,60.0242
2021-01-27,58.3838
2021-01-28,56.592
2021-01-29,51.8853
2021-01-30,51.8853
2021-01-31,51.8853
2021-02-01,53.9647
2021-02-02,53.5655
2021-02-03,53.7173
2021-02-04,57.3688
2021-02-05,56.2809
2021-02-06,56.2809
2021-02-07,56.2809
2021-02-08,59.2974
2021-02-09,59.1732
2021-02-10,59.6972
2021-02-11,53.5362
2021-02-12,54.7441
2021-02-13,54.7441
2021-02-14,54.7441
2021-02-15,54.7441
2021-02-16,54.6311
2021-02-17,53.9399
2021-02-18,52.066
2021-02-19,53.5335
2021-02-20,53.5335
2021-02-21,53.5335
2021-02-22,57.943
2021-02-23,58.0716
2021-02-24,60.7226
2021-02-25,56.2395
2021-02-26,54.7387
2021-02-27,54.7387
2021-02-28,54.7387
2021-03-01,57.5825
2021-03-02,58.0635
2021-03-03,59.9431
2021-03-04,56.8669
2021-03-05,58.2521
2021-03-06,58.2521
2021-03-07,58.2521
2021-03-08,61.6719
2021-03-09,57.5234
2021-03-10,59.8295
2021-03-11,60.0674
2021-03-12,61.258
2021-03-13,61.258
2021-03-14,61.258
2021-03-15,58.8218
2021-03-16,55.8402
2021-03-17,56.7329
2021-03-18,57.1805
2021-03-19,55.7387
2021-03-20,55.7387
2021-03-21,55.7387
2021-03-22,52.6152
2021-03-23,50.2326
2021-03-24,50.2326
2021-03-25,51.5796
2021-03-26,52.3542
2021-03-27,52.3542
2021-03-28,52.3542
2021-03-29,49.4447
2021-03-30,49.3119
2021-03-31,50.9484
2021-04-01,51.1749
2021-04-02,51.1749
2021-04-03,51.1749
2021-04-04,51.1749
2021-04-05,52.1351
2021-04-06,52.5944
2021-04-07,50.0129
2021-04-08,51.6648
2021-04-09,52.4543
2021-04-10,52.4543
2021-04-11,52.4543
2021-04-12,52.0405
2021-04-13,50.3457
2021-04-14,53.0309
2021-04-15,52.5584
2021-04-16,53.9726
2021-04-17,53.9726
2021-04-18,53.9726
2021-04-19,71.6574
2021-04-20,70.8685
2021-04-21,71.6842
2021-04-22,69.7118
2021-04-23,71.884
2021-04-24,71.884
2021-04-25,71.884
2021-04-26,69.2694
2021-04-27,69.5264
2021-04-28,69.5669
2021-04-29,70.6174
2021-04-30,68.4095
2021-05-01,68.4095
2021-05-02,68.4095
2021-05-03,69.3379
2021-05-04,69.4645
2021-05-05,69.8931
2021-05-06,69.1899
2021-05-07,69.2812
2021-05-08,69.2812
2021-05-09,69.2812
2021-05-10,70.5244
2021-05-11,70.3104
2021-05-12,68.6398
2021-05-13,68.3149
2021-05-14,69.7472
2021-05-15,69.7472
2021-05-16,69.7472
2021-05-17,69.9892
2021-05-18,69.5289
2021-05-19,68.4235
2021-05-20,68.6407
2021-05-21,68.216
2021-05-22,68.216
2021-05-23,68.216
2021-05-24,69.1743
2021-05-25,68.4211
2021-05-26,69.4255
2021-05-27,70.3725
2021-05-28,70.4561
2021-05-29,70.4561
2021-05-30,70.4561
2021-05-31,70.4561
2021-06-01,72.8087
2021-06-02,72.4066
2021-06-03,71.2532
2021-06-04,71.7192
2021-06-05,71.7192
2021-06-06,71.7192
2021-06-07,72.453
2021-06-08,70.3548
2021-06-09,71.1331
2021-06-10,70.0758
2021-06-11,70.198
2021-06-12,70.198
2021-06-13,70.198
2021-06-14,65.8748
2021-06-15,66.6292
2021-06-16,63.3373
2021-06-17,61.5138
2021-06-18,58.112
2021-06-19,58.112
2021-06-20,58.112
2021-06-21,61.0807
2021-06-22,60.6129
2021-06-23,60.9609
2021-06-24,62.9545
2021-06-25,62.3332
2021-06-26,62.3332
2021-06-27,62.3332
2021-06-28,61.8282
2021-06-29,55.7011
2021-06-30,58.8359
2021-07-01,60.6458
2021-07-02,57.5476
2021-07-03,57.5476
2021-07-04,57.5476
2021-07-05,57.5476
2021-07-06,57.7784
2021-07-07,58.4024
2021-07-08,54.4972
2021-07-09,55.0363
2021-07-10,55.0363
2021-07-11,55.0363
2021-07-12,56.9053
2021-07-13,54.6082
2021-07-14,53.3216
2021-07-15,53.2219
2021-07-16,51.1429
2021-07-17,51.1429
2021-07-18,51.1429
2021-07-19,52.2006
2021-07-20,52.2006
2021-07-21,52.2006
2021-07-22,52.2006
2021-07-23,52.2006
2021-07-24,52.2006
2021-07-25,52.2006
2021-07-26,52.2006
2021-07-27,52.2006
2021-07-28,52.2006
2021-07-29,52.2006
2021-07-30,52.2006
2021-07-31,52.2006
2021-08-01,52.2006
2021-08-02,52.2006
2021-08-03,52.2006
2021-08-04,52.2006
2021-08-05,52.2006
2021-08-06,52.2006
2021-08-07,52.2006
2021-08-08,52.2006
2021-08-09,52.2006
2021-08-10,52.2006
2021-08-11,52.2006
2021-08-12,52.2006
2021-08-13,52.2006
2021-08-14,52.2006
2021-08-15,52.2006
2021-08-16,52.2006
2021-08-17,52.2006
2021-08-18,52.2006
2021-08-19,52.2006
2021-08-20,52.2006
2021-08-21,52.2006
2021-08-22,52.2006
2021-08-23,52.2006
2021-08-24,52.2006
2021-08-25,52.2006
2021-08-26,52.2006
2021-08-27,52.2006
2021-08-28,52.2006
2021-08-29,52.2006
2021-08-30,52.2006
2021-08-31,52.2006
2021-09-01,52.2006
2021-09-02,52.2006
2021-09-03,52.2006
2021-09-04,52.2006
2021-09-05,52.2006
2021-09-06,52.2006
2021-09-07,52.2006
2021-09-08,52.2006
2021-09-09,52.2006
2021-09-10,52.2006
2021-09-11,52.2006
2021-09-12,52.2006
2021-09-13,52.2006
2021-09-14,52.2006
2021-09-15,52.2006
2021-09-16,52.2006
2021-09-17,52.2006
2021-09-18,52.2006
2021-09-19,52.2006
2021-09-20,52.2006
2021-09-21,52.2006
2021-09-22,52.2006
2021-09-23,52.2006
2021-09-24,52.2006
2021-09-25,52.2006
2021-09-26,52.2006
2021-09-27,52.2006
2021-09-28,52.2006
2021-09-29,52.2006
2021-09-30,52.2006
2021-10-01,52.2006
2021-10-02,52.2006
2021-10-03,52.2006
2021-10-04,52.2006
2021-10-05,52.2006
2021-10-06,52.2006
2021-10-07,52.2006
2021-10-08,52.2006
2021-10-09,52.2006
2021-10-10,52.2006
2021-10-11,52.2006
2021-10-12,52.2006
2021-10-13,52.2006
2021-10-14,52.2006
2021-10-15,52.2006
2021-10-16,52.2006
2021-10-17,52.2006
2021-10-18,52.2006
2021-10-19,52.2006
2021-10-20,52.2006
2021-10-21,52.2006
2021-10-22,52.2006
2021-10-23,52.2006
2021-10-24,52.2006
2021-10-25,52.2006
2021-10-26,52.2006
2021-10-27,52.2006
2021-10-28,52.2006
2021-10-29,52.2006
2021-10-30,52.2006
2021-10-31,52.2006
2021-11-01,52.2006
2021-11-02,52.2006
2021-11-03,52.2006
2021-11-04,52.2006
2021-11-05,52.2006
2021-11-06,52.2006
2021-11-07,52.2006
2021-11-08,52.2006
2021-11-09,52.2006
2021-11-10,52.2006
2021-11-11,52.2006
2021-11-12,52.2006
2021-11-13,52.2006
2021-11-14,52.2006
2021-11-15,52.2006
2021-11-16,52.2006
2021-11-17,52.2006
2021-11-18,52.2006
2021-11-19,52.2006
2021-11-20,52.2006
2021-11-21,52.2006
2021-11-22,52.2006
2021-11-23,52.2006
2021-11-24,52.2006
2021-11-25,52.2006
2021-11-26,52.2006
2021-11-27,52.2006
2021-11-28,52.2006
2021-11-29,52.2006
2021-11-30,52.2006
2021-12-01,52.2006
2021-12-02,52.2006
2021-12-03,52.2006
2021-12-04,52.2006
2021-12-05,52.2006
2021-12-06,52.2006
2021-12-07,52.2006
2021-12-08,52.2006
2021-12-09,52.2006
2021-12-10,52.2006
2021-12-11,52.2006
2021-12-12,52.2006
2021-12-13,52.2006
2021-12-14,52.2006
2021-12-15,52.2006
2021-12-16,52.2006
2021-12-17,52.2006
2021-12-18,52.2006
2021-12-19,52.2006
2021-12-20,52.2006
2021-12-21,52.2006
2021-12-22,52.2006
2021-12-23,52.2006
2021-12-24,52.2006
2021-12-25,52.2006
2021-12-26,52.2006
2021-12-27,52.2006
2021-12-28,52.2006
2021-12-29,52.2006
2021-12-30,52.2006
2021-12-31,52.2006
2022-01-01,52.2006
2022-01-02,52.2006
2022-01-03,52.2006
2022-01-04,52.2006
2022-01-05,52.2006
2022-01-06,52.2006
2022-01-07,52.2006
2022-01-08,52.2006
2022-01-09,52.2006
2022-01-10,52.2006
2022-01-11,52.2006
2022-01-12,52.2006
2022-01-13,52.2006
2022-01-14,52.2006
2022-01-15,52.2006
2022-01-16,52.2006
2022-01-17,52.2006
2022-01-18,52.2006
2022-01-19,52.2006
2022-01-20,52.2006
2022-01-21,52.2006
2022-01-22,52.2006
2022-01-23,52.2006
2022-01-24,52.2006
2022-01-25,52.2006
2022-01-26,52.2006
2022-01-27,52.2006
2022-01-28,52.2006
2022-01-29,52.2006
2022-01-30,52.2006
2022-01-31,52.2006
2022-02-01,52.2006
2022-02-02,52.2006
2022-02-03,52.2006
2022-02-04,52.2006
2022-02-05,52.2006
2022-02-06,52.2006
2022-02-07,52.2006
2022-02-08,52.2006
2022-02-09,52.2006
2022-02-10,52.2006
2022-02-11,52.2006
2022-02-12,52.2006
2022-02-13,52.2006
2022-02-14,52.2006
2022-02-15,52.2006
2022-02-16,52.2006
2022-02-17,52.2006
2022-02-18,52.2006
2022-02-19,52.2006
2022-02-20,52.2006
2022-02-21,52.2006
2022-02-22,52.2006
2022-02-23,52.2006
2022-02-24,52.2006
2022-02-25,52.2006
2022-02-26,52.2006
2022-02-27,52.2006
2022-02-28,52.2006
2022-03-01,52.2006
2022-03-02,52.2006
2022-03-03,52.2006
2022-03-04,52.2006
2022-03-05,52.2006
2022-03-06,52.2006
2022-03-07,52.2006
2022-03-08,52.2006
2022-03-09,52.2006
2022-03-10,52.2006
2022-03-11,52.2006
2022-03-12,52.2006
2022-03-13,52.2006
2022-03-14,52.2006
2022-03-15,52.2006
2022-03-16,52.2006
2022-03-17,52.2006
2022-03-18,52.2006
2022-03-19,52.2006
2022-03-20,52.2006
2022-03-21,52.2006
2022-03-22,52.2006
2022-03-23,52.2006
2022-03-24,52.2006
2022-03-25,52.2006
2022-03-26,52.2006
2022-03-27,52.2006
2022-03-28,52.2006
2022-03-29,52.2006
2022-03-30,52.2006
2022-03-31,52.2006
2022-04-01,52.2006
2022-04-02,52.2006
2022-04-03,52.2006
2022-04-04,52.2006
2022-04-05,52.2006
2022-04-06,52.2006
2022-04-07,52.2006
2022-04-08,52.2006
2022-04-09,52.2006
2022-04-10,52.2006
2022-04-11,52.2006
2022-04-12,52.2006
2022-04-13,52.2006
2022-04-14,52.2006
2022-04-15,52.2006
2022-04-16,52.2006
2022-04-17,52.2006
2022-04-18,52.2006
2022-04-19,52.2006
2022-04-20,52.2006
2022-04-21,52.2006
2022-04-22,52.2006
2022-04-23,52.2006
2022-04-24,52.2006
2022-04-25,52.2006
2022-04-26,52.2006
2022-04-27,52.2006
2022-04-28,52.2006
2022-04-29,52.2006
2022-04-30,52.2006
2022-05-01,52.2006
2022-05-02,52.2006
2022-05-03,52.2006
2022-05-04,52.2006
2022-05-05,52.2006
2022-05-06,52.2006
2022-05-07,52.2006
2022-05-08,52.2006
2022-05-09,52.2006
2022-05-10,52.2006
2022-05-11,52.2006
2022-05-12,52.2006
2022-05-13,52.2006
2022-05-14,52.2006
2022-05-15,52.2006
2022-05-16,52.2006
2022-05-17,52.2006
2022-05-18,52.2006
2022-05-19,52.2006
2022-05-20,52.2006
2022-05-21,52.2006
2022-05-22,52.2006
2022-05-23,52.2006
2022-05-24,52.2006
2022-05-25,52.2006
2022-05-26,52.2006
2022-05-27,52.2006
2022-05-28,52.2006
2022-05-29,52.2006
2022-05-30,52.2006
2022-05-31,52.2006
2022-06-01,52.2006
2022-06-02,52.2006
2022-06-03,52.2006
2022-06-04,52.2006
2022-06-05,52.2006
2022-06-06,52.2006
2022-06-07,52.2006
2022-06-08,52.2006
2022-06-09,52.2006
2022-06-10,52.2006
2022-06-11,52.2006
2022-06-12,52.2006
2022-06-13,52.2006
2022-06-14,52.2006
2022-06-15,52.2006
2022-06-16,52.2006
2022-06-17,52.2006
2022-06-18,52.2006
2022-06-19,52.2006
2022-06-20,52.2006
2022-06-21,52.2006
2022-06-22,52.2006
2022-06-23,52.2006
2022-06-24,52.2006
2022-06-25,52.2006
2022-06-26,52.2006
2022-06-27,52.2006
2022-06-28,52.2006
2022-06-29,52.2006
2022-06-30,52.2006
2022-07-01,52.2006
2022-07-02,52.2006
2022-07-03,52.2006
2022-07-04,52.2006
2022-07-05,52.2006
2022-07-06,52.2006
2022-07-07,52.2006
2022-07-08,52.2006
2022-07-09,52.2006
2022-07-10,52.2006
2022-07-11,52.2006
2022-07-12,52.2006
2022-07-13,52.2006
2022-07-14,52.2006
2022-07-15,52.2006
2022-07-16,52.2006
2022-07-17,52.2006
2022-07-18,52.2006
2022-07-19,52.2006
2022-07-20,52.2006
2022-07-21,52.2006
2022-07-22,52.2006
2022-07-23,52.2006
2022-07-24,52.2006
2022-07-25,52.2006
2022-07-26,52.2006
2022-07-27,52.2006
2022-07-28,52.2006
2022-07-29,52.2006
2022-07-30,52.2006
2022-07-31,52.2006
2022-08-01,52.2006
2022-08-02,52.2006
2022-08-03,52.2006
2022-08-04,52.2006
2022-08-05,52.2006
2022-08-06,52.2006
2022-08-07,52.2006
2022-08-08,52.2006
2022-08-09,52.2006
2022-08-10,52.2006
2022-08-11,52.2006
2022-08-12,52.2006
2022-08-13,52.2006
2022-08-14,52.2006
2022-08-15,52.2006
2022-08-16,52.2006
2022-08-17,52.2006
2022-08-18,52.2006
2022-08-19,52.2006
2022-08-20,52.2006
2022-08-21,52.2006
2022-08-22,52.2006
2022-08-23,52.2006
2022-08-24,52.2006
2022-08-25,52.2006
2022-08-26,52.2006
2022-08-27,52.2006
2022-08-28,52.2006
2022-08-29,52.2006
2022-08-30,52.2006
2022-08-31,52.2006
2022-09-01,52.2006
2022-09-02,52.2006
2022-09-03,52.2006
2022-09-04,52.2006
2022-09-05,52.2006
2022-09-06,52.2006
2022-09-07,52.2006
2022-09-08,52.2006
2022-09-09,52.2006
2022-09-10,52.2006
2022-09-11,52.2006
2022-09-12,52.2006
2022-09-13,52.2006
2022-09-14,52.2006
2022-09-15,52.2006
2022-09-16,52.2006
2022-09-17,52.2006
2022-09-18,52.2006
2022-09-19,52.2006
2022-09-20,52.2006
2022-09-21,52.2006
2022-09-22,52.2006
2022-09-23,52.2006
2022-09-24,52.2006
2022-09-25,52.2006
2022-09-26,52.2006
2022-09-27,52.2006
2022-09-28,52.2006
2022-09-29,52.2006
2022-09-30,52.2006
2022-10-01,52.2006
2022-10-02,52.2006
2022-10-03,52.2006
2022-10-04,52.2006
2022-10-05,52.2006
2022-10-06,52.2006
2022-10-07,52.2006
2022-10-08,52.2006
2022-10-09,52.2006
2022-10-10,52.2006
2022-10-11,52.2006
2022-10-12,52.2006
2022-10-13,52.2006
2022-10-14,52.2006
2022-10-15,52.2006
2022-10-16,52.2006
2022-10-17,52.2006
2022-10-18,52.2006
2022-10-19,52.2006
2022-10-20,52.2006
2022-10-21,52.2006
2022-10-22,52.2006
2022-10-23,52.2006
2022-10-24,52.2006
2022-10-25,52.2006
2022-10-26,52.2006
2022-10-27,52.2006
2022-10-28,52.2006
2022-10-29,52.2006
2022-10-30,52.2006
2022-10-31,52.2006
2022-11-01,52.2006
2022-11-02,52.2006
2022-11-03,52.2006
2022-11-04,52.2006
2022-11-05,52.2006
2022-11-06,52.2006
2022-11-07,52.2006
2022-11-08,52.2006
2022-11-09,52.2006
2022-11-10,52.2006
2022-11-11,52.2006
2022-11-12,52.2006
2022-11-13,52.2006
2022-11-14,52.2006
2022-11-15,52.2006
2022-11-16,52.2006
2022-11-17,52.2006
2022-11-18,52.2006
2022-11-19,52.2006
2022-11-20,52.2006
2022-11-21,52.2006
2022-11-22,52.2006
2022-11-23,52.2006
2022-11-24,52.2006
2022-11-25,52.2006
2022-11-26,52.2006
2022-11-27,52.2006
2022-11-28,52.2006
2022-11-29,52.2006
2022-11-30,52.2006
2022-12-01,52.2006
2022-12-02,52.2006
2022-12-03,52.2006
2022-12-04,52.2006
2022-12-05,52.2006
2022-12-06,52.2006
2022-12-07,52.2006
2022-12-08,52.2006
2022-12-09,52.2006
2022-12-10,52.2006
2022-12-11,52.2006
2022-12-12,52.2006
2022-12-13,52.2006
2022-12-14,52.2006
2022-12-15,52.2006
2022-12-16,52.2006
2022-12-17,52.2006
2022-12-18,52.2006
2022-12-19,52.2006
2022-12-20,52.2006
2022-12-21,52.2006
2022-12-22,52.2006
2022-12-23,52.2006
2022-12-24,52.2006
2022-12-25,52.2006
2022-12-26,52.2006
2022-12-27,52.2006
2022-12-28,52.2006
2022-12-29,52.2006
2022-12-30,52.2006
2022-12-31,52.2006
2023-01-01,52.2006
2023-01-02,52.2006
2023-01-03,52.2006
2023-01-04,52.2006
2023-01-05,52.2006
2023-01-06,52.2006
2023-01-07,52.2006
2023-01-08,52.2006
2023-01-09,52.2006
2023-01-10,52.2006
2023-01-11,52.2006
2023-01-12,52.2006
2023-01-13,52.2006
2023-01-14,52.2006
2023-01-15,52.2006
2023-01-16,52.2006
2023-01-17,52.2006
2023-01-18,52.2006
2023-01-19,52.2006
2023-01-20,52.2006
2023-01-21,52.2006
2023-01-22,52.2006
2023-01-23,52.2006
2023-01-24,52.2006
2023-01-25,52.2006
2023-01-26,52.2006
2023-01-27,52.2006
2023-01-28,52.2006
2023-01-29,52.2006
2023-01-30,52.2006
2023-01-31,52.2006
2023-02-01,52.2006
2023-02-02,52.2006
2023-02-03,52.2006
2023-02-04,52.2006
2023-02-05,52.2006
2023-02-06,52.2006
2023-02-07,52.2006
2023-02-08,52.2006
2023-02-09,52.2006
2023-02-10,52.2006
2023-02-11,52.2006
2023-02-12,52.2006
2023-02-13,52.2006
2023-02-14,52.2006
2023-02-15,52.2006
2023-02-16,52.2006
2023-02-17,52.2006
2023-02-18,52.2006
2023-02-19,52.2006
2023-02-20,52.2006
2023-02-21,52.2006
2023-02-22,52.2006
2023-02-23,52.2006
2023-02-24,52.2006
2023-02-25,52.2006
2023-02-26,52.2006
2023-02-27,52.2006
2023-02-28,52.2006
2023-03-01,52.2006
2023-03-02,52.2006
2023-03-03,52.2006
2023-03-04,52.2006
2023-03-05,52.2006
2023-03-06,52.2006
2023-03-07,52.2006
2023-03-08,52.2006
2023-03-09,52.2006
2023-03-10,52.2006
2023-03-11,52.2006
2023-03-12,52.2006
2023-03-13,52.2006
2023-03-14,52.2006
