,EOG US Equity
2020-06-28,47.3899
2020-06-29,48.3012
2020-06-30,49.3316
2020-07-01,48.5389
2020-07-02,49.2351
2020-07-03,49.2351
2020-07-04,49.2351
2020-07-05,49.2351
2020-07-06,49.1205
2020-07-07,46.7666
2020-07-08,46.1009
2020-07-09,43.1601
2020-07-10,44.4144
2020-07-11,44.4144
2020-07-12,44.4144
2020-07-13,43.9881
2020-07-14,46.7268
2020-07-15,46.9341
2020-07-16,47.7992
2020-07-17,47.0862
2020-07-18,47.0862
2020-07-19,47.0862
2020-07-20,47.746
2020-07-21,50.9339
2020-07-22,50.6635
2020-07-23,49.0929
2020-07-24,49.3233
2020-07-25,49.3233
2020-07-26,49.3233
2020-07-27,48.7466
2020-07-28,47.212
2020-07-29,48.8018
2020-07-30,46.5384
2020-07-31,46.8967
2020-08-01,46.8967
2020-08-02,46.8967
2020-08-03,46.3258
2020-08-04,49.1162
2020-08-05,51.9479
2020-08-06,52.1164
2020-08-07,49.4509
2020-08-08,49.4509
2020-08-09,49.4509
2020-08-10,51.487
2020-08-11,50.1693
2020-08-12,49.7514
2020-08-13,47.6723
2020-08-14,48.4069
2020-08-15,48.4069
2020-08-16,48.4069
2020-08-17,46.6457
2020-08-18,46.4136
2020-08-19,45.5014
2020-08-20,43.6889
2020-08-21,42.8584
2020-08-22,42.8584
2020-08-23,42.8584
2020-08-24,44.3083
2020-08-25,44.3859
2020-08-26,42.9968
2020-08-27,45.6518
2020-08-28,47.5365
2020-08-29,47.5365
2020-08-30,47.5365
2020-08-31,46.3875
2020-09-01,46.2148
2020-09-02,44.2362
2020-09-03,43.5088
2020-09-04,43.5257
2020-09-05,43.5257
2020-09-06,43.5257
2020-09-07,43.5257
2020-09-08,40.6291
2020-09-09,42.3973
2020-09-10,38.0088
2020-09-11,39.7633
2020-09-12,39.7633
2020-09-13,39.7633
2020-09-14,39.9642
2020-09-15,39.3088
2020-09-16,43.088
2020-09-17,43.6161
2020-09-18,43.0155
2020-09-19,43.0155
2020-09-20,43.0155
2020-09-21,40.7198
2020-09-22,40.2983
2020-09-23,37.9607
2020-09-24,38.4425
2020-09-25,39.8738
2020-09-26,39.8738
2020-09-27,39.8738
2020-09-28,39.8618
2020-09-29,38.3705
2020-09-30,38.0757
2020-10-01,36.8121
2020-10-02,36.7537
2020-10-03,36.7537
2020-10-04,36.7537
2020-10-05,40.0039
2020-10-06,39.4072
2020-10-07,40.8065
2020-10-08,42.6338
2020-10-09,42.4784
2020-10-10,42.4784
2020-10-11,42.4784
2020-10-12,43.7324
2020-10-13,44.5596
2020-10-14,43.0081
2020-10-15,44.6564
2020-10-16,43.6247
2020-10-17,43.6247
2020-10-18,43.6247
2020-10-19,41.7647
2020-10-20,41.952
2020-10-21,40.2266
2020-10-22,43.9478
2020-10-23,45.0812
2020-10-24,45.0812
2020-10-25,45.0812
2020-10-26,41.2437
2020-10-27,40.7568
2020-10-28,38.0113
2020-10-29,40.9153
2020-10-30,41.4401
2020-10-31,41.4401
2020-11-01,41.4401
2020-11-02,43.1992
2020-11-03,43.0083
2020-11-04,44.982
2020-11-05,44.2974
2020-11-06,42.7376
2020-11-07,42.7376
2020-11-08,42.7376
2020-11-09,52.4647
2020-11-10,55.056
2020-11-11,54.5974
2020-11-12,52.3116
2020-11-13,55.2847
2020-11-14,55.2847
2020-11-15,55.2847
2020-11-16,58.5696
2020-11-17,58.9422
2020-11-18,57.7009
2020-11-19,58.3508
2020-11-20,58.2285
2020-11-21,58.2285
2020-11-22,58.2285
2020-11-23,63.8176
2020-11-24,67.4638
2020-11-25,65.0792
2020-11-26,65.0792
2020-11-27,62.5505
2020-11-28,62.5505
2020-11-29,62.5505
2020-11-30,56.0241
2020-12-01,55.5628
2020-12-02,56.9155
2020-12-03,57.2805
2020-12-04,61.8894
2020-12-05,61.8894
2020-12-06,61.8894
2020-12-07,59.9098
2020-12-08,60.4407
2020-12-09,61.1834
2020-12-10,62.7207
2020-12-11,61.1476
2020-12-12,61.1476
2020-12-13,61.1476
2020-12-14,58.9934
2020-12-15,60.0285
2020-12-16,59.3682
2020-12-17,58.5713
2020-12-18,58.0148
2020-12-19,58.0148
2020-12-20,58.0148
2020-12-21,55.5847
2020-12-22,53.8854
2020-12-23,55.2991
2020-12-24,54.6231
2020-12-25,54.6231
2020-12-26,54.6231
2020-12-27,54.6231
2020-12-28,53.6895
2020-12-29,53.3039
2020-12-30,55.6122
2020-12-31,54.593
2021-01-01,54.593
2021-01-02,54.593
2021-01-03,54.593
2021-01-04,54.578
2021-01-05,59.2762
2021-01-06,60.4641
2021-01-07,63.8687
2021-01-08,64.0933
2021-01-09,64.0933
2021-01-10,64.0933
2021-01-11,64.7641
2021-01-12,67.189
2021-01-13,64.0164
2021-01-14,65.8444
2021-01-15,61.2664
2021-01-16,61.2664
2021-01-17,61.2664
2021-01-18,61.2664
2021-01-19,62.4099
2021-01-20,61.9989
2021-01-21,55.0717
2021-01-22,54.8632
2021-01-23,54.8632
2021-01-24,54.8632
2021-01-25,55.214
2021-01-26,53.0679
2021-01-27,54.6874
2021-01-28,53.0793
2021-01-29,49.8359
2021-01-30,49.8359
2021-01-31,49.8359
2021-02-01,50.2574
2021-02-02,50.1749
2021-02-03,55.1973
2021-02-04,56.7495
2021-02-05,55.6703
2021-02-06,55.6703
2021-02-07,55.6703
2021-02-08,58.3386
2021-02-09,56.8345
2021-02-10,58.6775
2021-02-11,57.9445
2021-02-12,59.2204
2021-02-13,59.2204
2021-02-14,59.2204
2021-02-15,59.2204
2021-02-16,61.0625
2021-02-17,61.4436
2021-02-18,57.5128
2021-02-19,59.2733
2021-02-20,59.2733
2021-02-21,59.2733
2021-02-22,62.2665
2021-02-23,63.615
2021-02-24,66.7865
2021-02-25,64.4963
2021-02-26,57.577
2021-02-27,57.577
2021-02-28,57.577
2021-03-01,57.9025
2021-03-02,57.3499
2021-03-03,59.3337
2021-03-04,62.5119
2021-03-05,64.5455
2021-03-06,64.5455
2021-03-07,64.5455
2021-03-08,64.5518
2021-03-09,63.4068
2021-03-10,64.4065
2021-03-11,64.5401
2021-03-12,64.1539
2021-03-13,64.1539
2021-03-14,64.1539
2021-03-15,63.3445
2021-03-16,58.889
2021-03-17,60.8398
2021-03-18,56.1817
2021-03-19,57.116
2021-03-20,57.116
2021-03-21,57.116
2021-03-22,55.207
2021-03-23,56.365
2021-03-24,58.6175
2021-03-25,58.9964
2021-03-26,60.3772
2021-03-27,60.3772
2021-03-28,60.3772
2021-03-29,58.9922
2021-03-30,58.5663
2021-03-31,57.7379
2021-04-01,59.9914
2021-04-02,59.9914
2021-04-03,59.9914
2021-04-04,59.9914
2021-04-05,56.0832
2021-04-06,56.5043
2021-04-07,57.3342
2021-04-08,56.105
2021-04-09,55.6381
2021-04-10,55.6381
2021-04-11,55.6381
2021-04-12,53.7967
2021-04-13,54.0791
2021-04-14,57.4181
2021-04-15,56.4116
2021-04-16,53.8307
2021-04-17,53.8307
2021-04-18,53.8307
2021-04-19,54.5538
2021-04-20,51.6362
2021-04-21,52.0168
2021-04-22,51.3627
2021-04-23,52.0882
2021-04-24,52.0882
2021-04-25,52.0882
2021-04-26,52.8767
2021-04-27,54.7284
2021-04-28,57.7893
2021-04-29,58.6224
2021-04-30,55.8725
2021-05-01,55.8725
2021-05-02,55.8725
2021-05-03,57.9487
2021-05-04,56.8095
2021-05-05,58.3109
2021-05-06,58.5477
2021-05-07,63.4191
2021-05-08,63.4191
2021-05-09,63.4191
2021-05-10,64.4432
2021-05-11,61.4836
2021-05-12,60.5525
2021-05-13,58.4624
2021-05-14,60.8351
2021-05-15,60.8351
2021-05-16,60.8351
2021-05-17,62.6615
2021-05-18,60.1876
2021-05-19,57.5081
2021-05-20,57.4863
2021-05-21,56.9837
2021-05-22,56.9837
2021-05-23,56.9837
2021-05-24,57.0441
2021-05-25,55.3659
2021-05-26,56.2058
2021-05-27,56.8719
2021-05-28,56.8812
2021-05-29,56.8812
2021-05-30,56.8812
2021-05-31,56.8812
2021-06-01,60.613
2021-06-02,61.1693
2021-06-03,62.4129
2021-06-04,62.9313
2021-06-05,62.9313
2021-06-06,62.9313
2021-06-07,62.3429
2021-06-08,62.6454
2021-06-09,60.4411
2021-06-10,60.7665
2021-06-11,59.7358
2021-06-12,59.7358
2021-06-13,59.7358
2021-06-14,58.9144
2021-06-15,59.6467
2021-06-16,58.3527
2021-06-17,53.895
2021-06-18,51.2759
2021-06-19,51.2759
2021-06-20,51.2759
2021-06-21,57.0596
2021-06-22,57.0103
2021-06-23,57.7189
2021-06-24,58.0904
2021-06-25,59.5611
2021-06-26,59.5611
2021-06-27,59.5611
2021-06-28,53.7118
2021-06-29,52.9531
2021-06-30,54.1014
2021-07-01,56.5755
2021-07-02,56.3047
2021-07-03,56.3047
2021-07-04,56.3047
2021-07-05,56.3047
2021-07-06,53.8206
2021-07-07,50.8437
2021-07-08,49.55
2021-07-09,52.3707
2021-07-10,52.3707
2021-07-11,52.3707
2021-07-12,53.0843
2021-07-13,52.4319
2021-07-14,49.0718
2021-07-15,46.9483
2021-07-16,44.7293
2021-07-17,44.7293
2021-07-18,44.7293
2021-07-19,41.5485
2021-07-20,42.9131
2021-07-21,45.9406
2021-07-22,45.486
2021-07-23,44.3828
2021-07-24,44.3828
2021-07-25,44.3828
2021-07-26,46.2636
2021-07-27,44.901
2021-07-28,45.5576
2021-07-29,46.0362
2021-07-30,45.1844
2021-07-31,45.1844
2021-08-01,45.1844
2021-08-02,43.957
2021-08-03,46.4566
2021-08-04,43.5865
2021-08-05,43.5865
2021-08-06,43.8265
2021-08-07,43.8265
2021-08-08,43.8265
2021-08-09,42.3074
2021-08-10,41.6807
2021-08-11,42.6674
2021-08-12,43.1175
2021-08-13,41.2984
2021-08-14,41.2984
2021-08-15,41.2984
2021-08-16,39.305
2021-08-17,39.3777
2021-08-18,38.7908
2021-08-19,37.7414
2021-08-20,38.0723
2021-08-21,38.0723
2021-08-22,38.0723
2021-08-23,42.8176
2021-08-24,43.9528
2021-08-25,44.3479
2021-08-26,42.8956
2021-08-27,45.992
2021-08-28,45.992
2021-08-29,45.992
2021-08-30,43.5072
2021-08-31,43.6898
2021-09-01,42.4237
2021-09-02,45.2534
2021-09-03,44.8317
2021-09-04,44.8317
2021-09-05,44.8317
2021-09-06,44.8317
2021-09-07,44.4611
2021-09-08,43.8863
2021-09-09,44.1455
2021-09-10,43.8865
2021-09-11,43.8865
2021-09-12,43.8865
2021-09-13,48.2948
2021-09-14,47.5482
2021-09-15,54.8786
2021-09-16,53.1018
2021-09-17,53.4278
2021-09-18,53.4278
2021-09-19,53.4278
2021-09-20,49.9399
2021-09-21,50.7711
2021-09-22,53.5736
2021-09-23,56.033
2021-09-24,57.3008
2021-09-25,57.3008
2021-09-26,57.3008
2021-09-27,60.8256
2021-09-28,60.7138
2021-09-29,61.4828
2021-09-30,58.253
2021-10-01,61.5591
2021-10-02,61.5591
2021-10-03,61.5591
2021-10-04,63.5991
2021-10-05,64.1523
2021-10-06,63.3976
2021-10-07,62.2821
2021-10-08,66.0386
2021-10-09,66.0386
2021-10-10,66.0386
2021-10-11,65.5118
2021-10-12,65.4534
2021-10-13,65.6828
2021-10-14,66.1441
2021-10-15,64.6523
2021-10-16,64.6523
2021-10-17,64.6523
2021-10-18,64.1637
2021-10-19,64.9157
2021-10-20,67.3659
2021-10-21,63.9108
2021-10-22,64.8435
2021-10-23,64.8435
2021-10-24,64.8435
2021-10-25,66.5042
2021-10-26,67.2571
2021-10-27,64.2087
2021-10-28,64.856
2021-10-29,62.796
2021-10-30,62.796
2021-10-31,62.796
2021-11-01,63.68
2021-11-02,62.6938
2021-11-03,59.8901
2021-11-04,59.8161
2021-11-05,63.7285
2021-11-06,63.7285
2021-11-07,63.7285
2021-11-08,65.2783
2021-11-09,65.3765
2021-11-10,61.1706
2021-11-11,61.7395
2021-11-12,61.6209
2021-11-13,61.6209
2021-11-14,61.6209
2021-11-15,59.2091
2021-11-16,57.3679
2021-11-17,54.8955
2021-11-18,54.2839
2021-11-19,49.4061
2021-11-20,49.4061
2021-11-21,49.4061
2021-11-22,50.6064
2021-11-23,55.9114
2021-11-24,57.1282
2021-11-25,57.1282
2021-11-26,50.7986
2021-11-27,50.7986
2021-11-28,50.7986
2021-11-29,51.7514
2021-11-30,50.3072
2021-12-01,48.6404
2021-12-02,49.8996
2021-12-03,49.3105
2021-12-04,49.3105
2021-12-05,49.3105
2021-12-06,50.9705
2021-12-07,53.9245
2021-12-08,53.3903
2021-12-09,52.0566
2021-12-10,52.8685
2021-12-11,52.8685
2021-12-12,52.8685
2021-12-13,51.0248
2021-12-14,50.2047
2021-12-15,49.6507
2021-12-16,51.2191
2021-12-17,48.7273
2021-12-18,48.7273
2021-12-19,48.7273
2021-12-20,48.2614
2021-12-21,51.4293
2021-12-22,52.3767
2021-12-23,52.3282
2021-12-24,52.3282
2021-12-25,52.3282
2021-12-26,52.3282
2021-12-27,56.1153
2021-12-28,55.407
2021-12-29,54.9331
2021-12-30,54.0668
2021-12-31,53.6099
2022-01-01,53.6099
2022-01-02,53.6099
2022-01-03,56.161
2022-01-04,60.2297
2022-01-05,57.9076
2022-01-06,59.6723
2022-01-07,61.9417
2022-01-08,61.9417
2022-01-09,61.9417
2022-01-10,61.8055
2022-01-11,65.0947
2022-01-12,65.5177
2022-01-13,65.4887
2022-01-14,68.138
2022-01-15,68.138
2022-01-16,68.138
2022-01-17,68.138
2022-01-18,68.1659
2022-01-19,67.3436
2022-01-20,64.8989
2022-01-21,60.8739
2022-01-22,60.8739
2022-01-23,60.8739
2022-01-24,62.2902
2022-01-25,65.8177
2022-01-26,66.234
2022-01-27,67.7625
2022-01-28,67.6912
2022-01-29,67.6912
2022-01-30,67.6912
2022-01-31,68.898
2022-02-01,70.0049
2022-02-02,69.6129
2022-02-03,67.8887
2022-02-04,69.2171
2022-02-05,69.2171
2022-02-06,69.2171
2022-02-07,69.8817
2022-02-08,65.2314
2022-02-09,66.5293
2022-02-10,65.6042
2022-02-11,68.4591
2022-02-12,68.4591
2022-02-13,68.4591
2022-02-14,63.9733
2022-02-15,60.8725
2022-02-16,61.541
2022-02-17,62.1786
2022-02-18,60.9444
2022-02-19,60.9444
2022-02-20,60.9444
2022-02-21,60.9444
2022-02-22,58.3875
2022-02-23,59.0675
2022-02-24,58.7818
2022-02-25,55.3842
2022-02-26,55.3842
2022-02-27,55.3842
2022-02-28,61.6041
2022-03-01,62.6545
2022-03-02,62.8871
2022-03-03,62.3394
2022-03-04,64.1073
2022-03-05,64.1073
2022-03-06,64.1073
2022-03-07,65.0726
2022-03-08,62.1811
2022-03-09,57.609
2022-03-10,61.9824
2022-03-11,58.7013
2022-03-12,58.7013
2022-03-13,58.7013
2022-03-14,58.815
2022-03-15,56.7728
2022-03-16,55.9569
2022-03-17,59.5302
2022-03-18,57.4797
2022-03-19,57.4797
2022-03-20,57.4797
2022-03-21,61.8531
2022-03-22,60.2832
2022-03-23,61.9503
2022-03-24,59.5362
2022-03-25,61.6656
2022-03-26,61.6656
2022-03-27,61.6656
2022-03-28,58.3528
2022-03-29,58.1492
2022-03-30,58.4492
2022-03-31,56.7476
2022-04-01,57.5045
2022-04-02,57.5045
2022-04-03,57.5045
2022-04-04,57.8513
2022-04-05,55.0621
2022-04-06,55.5206
2022-04-07,57.1051
2022-04-08,61.2271
2022-04-09,61.2271
2022-04-10,61.2271
2022-04-11,56.2762
2022-04-12,58.3095
2022-04-13,58.0832
2022-04-14,57.5325
2022-04-15,57.5325
2022-04-16,57.5325
2022-04-17,57.5325
2022-04-18,57.7863
2022-04-19,56.356
2022-04-20,57.0122
2022-04-21,54.116
2022-04-22,51.2782
2022-04-23,51.2782
2022-04-24,51.2782
2022-04-25,47.9225
2022-04-26,47.7887
2022-04-27,48.7916
2022-04-28,52.6196
2022-04-29,51.8039
2022-04-30,51.8039
2022-05-01,51.8039
2022-05-02,51.4363
2022-05-03,54.7225
2022-05-04,57.409
2022-05-05,56.2467
2022-05-06,61.5026
2022-05-07,61.5026
2022-05-08,61.5026
2022-05-09,51.1817
2022-05-10,52.1245
2022-05-11,53.1247
2022-05-12,52.612
2022-05-13,54.7932
2022-05-14,54.7932
2022-05-15,54.7932
2022-05-16,55.9504
2022-05-17,56.5369
2022-05-18,53.1915
2022-05-19,52.606
2022-05-20,52.8197
2022-05-21,52.8197
2022-05-22,52.8197
2022-05-23,56.3233
2022-05-24,56.9712
2022-05-25,59.0077
2022-05-26,59.3464
2022-05-27,60.9535
2022-05-28,60.9535
2022-05-29,60.9535
2022-05-30,60.9535
2022-05-31,61.0095
2022-06-01,62.5122
2022-06-02,62.1037
2022-06-03,63.629
2022-06-04,63.629
2022-06-05,63.629
2022-06-06,62.457
2022-06-07,64.8157
2022-06-08,64.6501
2022-06-09,61.8532
2022-06-10,62.6302
2022-06-11,62.6302
2022-06-12,62.6302
2022-06-13,54.1188
2022-06-14,54.3095
2022-06-15,51.7477
2022-06-16,46.9817
2022-06-17,42.8995
2022-06-18,42.8995
2022-06-19,42.8995
2022-06-20,42.8995
2022-06-21,46.5414
2022-06-22,43.2577
2022-06-23,41.6665
2022-06-24,43.7017
2022-06-25,43.7017
2022-06-26,43.7017
2022-06-27,45.5242
2022-06-28,48.0226
2022-06-29,45.6023
2022-06-30,44.3397
2022-07-01,45.0082
2022-07-02,45.0082
2022-07-03,45.0082
2022-07-04,45.0082
2022-07-05,42.0008
2022-07-06,40.3952
2022-07-07,42.8017
2022-07-08,43.059
2022-07-09,43.059
2022-07-10,43.059
2022-07-11,42.2637
2022-07-12,40.4747
2022-07-13,40.4326
2022-07-14,38.9479
2022-07-15,40.3386
2022-07-16,40.3386
2022-07-17,40.3386
2022-07-18,41.7681
2022-07-19,44.2786
2022-07-20,45.4388
2022-07-21,44.4519
2022-07-22,43.2152
2022-07-23,43.2152
2022-07-24,43.2152
2022-07-25,45.938
2022-07-26,45.0746
2022-07-27,47.6851
2022-07-28,47.2664
2022-07-29,49.4641
2022-07-30,49.4641
2022-07-31,49.4641
2022-08-01,47.5171
2022-08-02,47.3107
2022-08-03,45.4365
2022-08-04,43.5472
2022-08-05,47.8064
2022-08-06,47.8064
2022-08-07,47.8064
2022-08-08,47.9082
2022-08-09,48.5141
2022-08-10,48.9528
2022-08-11,51.5441
2022-08-12,52.0696
2022-08-13,52.0696
2022-08-14,52.0696
2022-08-15,50.7452
2022-08-16,50.8213
2022-08-17,51.5834
2022-08-18,54.5973
2022-08-19,54.4386
2022-08-20,54.4386
2022-08-21,54.4386
2022-08-22,54.5241
2022-08-23,56.158
2022-08-24,57.3255
2022-08-25,58.0452
2022-08-26,57.5508
2022-08-27,57.5508
2022-08-28,57.5508
2022-08-29,58.6713
2022-08-30,55.1263
2022-08-31,54.7197
2022-09-01,52.8543
2022-09-02,54.5917
2022-09-03,54.5917
2022-09-04,54.5917
2022-09-05,54.5917
2022-09-06,53.71
2022-09-07,51.4849
2022-09-08,52.2241
2022-09-09,55.368
2022-09-10,55.368
2022-09-11,55.368
2022-09-12,57.1305
2022-09-13,54.5722
2022-09-14,57.5949
2022-09-15,54.6465
2022-09-16,53.8869
2022-09-17,53.8869
2022-09-18,53.8869
2022-09-19,53.1841
2022-09-20,52.6272
2022-09-21,51.6551
2022-09-22,51.7281
2022-09-23,45.7337
2022-09-24,45.7337
2022-09-25,45.7337
2022-09-26,43.5074
2022-09-27,43.7017
2022-09-28,48.0043
2022-09-29,48.8036
2022-09-30,48.0397
2022-10-01,48.0397
2022-10-02,48.0397
2022-10-03,53.0652
2022-10-04,55.8858
2022-10-05,56.357
2022-10-06,57.112
2022-10-07,57.0557
2022-10-08,57.0557
2022-10-09,57.0557
2022-10-10,54.451
2022-10-11,53.7737
2022-10-12,54.2214
2022-10-13,56.4487
2022-10-14,52.3374
2022-10-15,52.3374
2022-10-16,52.3374
2022-10-17,52.5334
2022-10-18,54.3521
2022-10-19,57.6547
2022-10-20,58.4325
2022-10-21,60.1319
2022-10-22,60.1319
2022-10-23,60.1319
2022-10-24,59.8794
2022-10-25,57.9112
2022-10-26,59.1133
2022-10-27,59.15
2022-10-28,58.6208
2022-10-29,58.6208
2022-10-30,58.6208
2022-10-31,60.1556
2022-11-01,59.9848
2022-11-02,59.3868
2022-11-03,60.9475
2022-11-04,62.9785
2022-11-05,62.9785
2022-11-06,62.9785
2022-11-07,64.8032
2022-11-08,65.8907
2022-11-09,58.8815
2022-11-10,60.2436
2022-11-11,62.5346
2022-11-12,62.5346
2022-11-13,62.5346
2022-11-14,61.8206
2022-11-15,62.3561
2022-11-16,59.3938
2022-11-17,59.9258
2022-11-18,57.3332
2022-11-19,57.3332
2022-11-20,57.3332
2022-11-21,56.488
2022-11-22,58.8979
2022-11-23,57.6609
2022-11-24,57.6609
2022-11-25,57.6534
2022-11-26,57.6534
2022-11-27,57.6534
2022-11-28,53.3528
2022-11-29,55.9839
2022-11-30,56.3353
2022-12-01,55.3426
2022-12-02,54.2261
2022-12-03,54.2261
2022-12-04,54.2261
2022-12-05,50.9545
2022-12-06,47.0906
2022-12-07,46.1611
2022-12-08,45.2596
2022-12-09,43.6511
2022-12-10,43.6511
2022-12-11,43.6511
2022-12-12,45.3082
2022-12-13,47.5769
2022-12-14,47.5587
2022-12-15,48.0391
2022-12-16,47.4862
2022-12-17,47.4862
2022-12-18,47.4862
2022-12-19,47.329
2022-12-20,48.0409
2022-12-21,50.575
2022-12-22,48.0214
2022-12-23,50.995
2022-12-24,50.995
2022-12-25,50.995
2022-12-26,50.995
2022-12-27,51.9645
2022-12-28,48.7856
2022-12-29,49.6235
2022-12-30,50.233
2022-12-31,50.233
2023-01-01,50.233
2023-01-02,50.233
2023-01-03,46.89
2023-01-04,46.8327
2023-01-05,46.8477
2023-01-06,49.1285
2023-01-07,49.1285
2023-01-08,49.1285
2023-01-09,49.3323
2023-01-10,49.2303
2023-01-11,48.6651
2023-01-12,51.3991
2023-01-13,51.2687
2023-01-14,51.2687
2023-01-15,51.2687
2023-01-16,51.2687
2023-01-17,51.729
2023-01-18,50.6809
2023-01-19,52.6352
2023-01-20,53.7426
2023-01-21,53.7426
2023-01-22,53.7426
2023-01-23,54.8131
2023-01-24,53.5403
2023-01-25,53.3059
2023-01-26,55.939
2023-01-27,54.7563
2023-01-28,54.7563
2023-01-29,54.7563
2023-01-30,52.4442
2023-01-31,52.5656
2023-02-01,48.3438
2023-02-02,46.3709
2023-02-03,46.2709
2023-02-04,46.2709
2023-02-05,46.2709
2023-02-06,45.6521
2023-02-07,49.1682
2023-02-08,49.8982
2023-02-09,48.6542
2023-02-10,54.2223
2023-02-11,54.2223
2023-02-12,54.2223
2023-02-13,53.4831
2023-02-14,53.3519
2023-02-15,49.4985
2023-02-16,46.9152
2023-02-17,42.3797
2023-02-18,42.3797
2023-02-19,42.3797
2023-02-20,42.3797
2023-02-21,43.066
2023-02-22,42.0053
2023-02-23,43.6991
2023-02-24,40.4159
2023-02-25,40.4159
2023-02-26,40.4159
2023-02-27,40.8434
2023-02-28,39.8004
2023-03-01,44.0625
2023-03-02,46.2631
2023-03-03,47.0128
2023-03-04,47.0128
2023-03-05,47.0128
2023-03-06,46.4188
2023-03-07,44.6217
2023-03-08,44.3336
2023-03-09,42.4669
2023-03-10,40.7003
2023-03-11,40.7003
2023-03-12,40.7003
2023-03-13,38.8731
2023-03-14,38.9652
2023-03-15,35.2426
2023-03-16,37.979
2023-03-17,37.0452
2023-03-18,37.0452
