,OXM US Equity
2021-10-06,50.2348
2021-10-07,52.1806
2021-10-08,48.4296
2021-10-09,48.4296
2021-10-10,48.4296
2021-10-11,48.0425
2021-10-12,50.0949
2021-10-13,50.5428
2021-10-14,52.1919
2021-10-15,51.5544
2021-10-16,51.5544
2021-10-17,51.5544
2021-10-18,51.543
2021-10-19,50.4103
2021-10-20,50.6507
2021-10-21,51.9809
2021-10-22,51.327
2021-10-23,51.327
2021-10-24,51.327
2021-10-25,50.9393
2021-10-26,49.9323
2021-10-27,47.6544
2021-10-28,50.2532
2021-10-29,52.3233
2021-10-30,52.3233
2021-10-31,52.3233
2021-11-01,56.5552
2021-11-02,51.9644
2021-11-03,55.8919
2021-11-04,56.9641
2021-11-05,58.6253
2021-11-06,58.6253
2021-11-07,58.6253
2021-11-08,59.1574
2021-11-09,60.1995
2021-11-10,59.7728
2021-11-11,59.9508
2021-11-12,60.386
2021-11-13,60.386
2021-11-14,60.386
2021-11-15,61.5564
2021-11-16,62.3183
2021-11-17,62.4168
2021-11-18,64.5612
2021-11-19,63.811
2021-11-20,63.811
2021-11-21,63.811
2021-11-22,65.7597
2021-11-23,64.3536
2021-11-24,58.3149
2021-11-25,58.3149
2021-11-26,53.533
2021-11-27,53.533
2021-11-28,53.533
2021-11-29,52.723
2021-11-30,49.0364
2021-12-01,49.1227
2021-12-02,50.8144
2021-12-03,51.672
2021-12-04,51.672
2021-12-05,51.672
2021-12-06,56.2687
2021-12-07,59.3056
2021-12-08,57.3492
2021-12-09,53.0274
2021-12-10,52.048
2021-12-11,52.048
2021-12-12,52.048
2021-12-13,49.0004
2021-12-14,49.5843
2021-12-15,50.0307
2021-12-16,46.9374
2021-12-17,49.2141
2021-12-18,49.2141
2021-12-19,49.2141
2021-12-20,46.0018
2021-12-21,49.0198
2021-12-22,49.5485
2021-12-23,49.0225
2021-12-24,49.0225
2021-12-25,49.0225
2021-12-26,49.0225
2021-12-27,51.9601
2021-12-28,51.9122
2021-12-29,53.3623
2021-12-30,53.7078
2021-12-31,53.9971
2022-01-01,53.9971
2022-01-02,53.9971
2022-01-03,52.0214
2022-01-04,51.9482
2022-01-05,51.8296
2022-01-06,52.8121
2022-01-07,50.0262
2022-01-08,50.0262
2022-01-09,50.0262
2022-01-10,48.8292
2022-01-11,48.516
2022-01-12,47.7761
2022-01-13,48.705
2022-01-14,46.268
2022-01-15,46.268
2022-01-16,46.268
2022-01-17,46.268
2022-01-18,44.7508
2022-01-19,44.6498
2022-01-20,41.0471
2022-01-21,40.6858
2022-01-22,40.6858
2022-01-23,40.6858
2022-01-24,44.6895
2022-01-25,43.2553
2022-01-26,41.1646
2022-01-27,41.7446
2022-01-28,36.192
2022-01-29,36.192
2022-01-30,36.192
2022-01-31,37.9682
2022-02-01,40.2849
2022-02-02,40.5571
2022-02-03,39.1056
2022-02-04,38.7804
2022-02-05,38.7804
2022-02-06,38.7804
2022-02-07,40.3574
2022-02-08,43.9492
2022-02-09,44.5534
2022-02-10,44.0254
2022-02-11,43.7899
2022-02-12,43.7899
2022-02-13,43.7899
2022-02-14,42.9628
2022-02-15,45.602
2022-02-16,44.5457
2022-02-17,43.4558
2022-02-18,43.3578
2022-02-19,43.3578
2022-02-20,43.3578
2022-02-21,43.3578
2022-02-22,41.6947
2022-02-23,41.6174
2022-02-24,43.9024
2022-02-25,46.4652
2022-02-26,46.4652
2022-02-27,46.4652
2022-02-28,47.8507
2022-03-01,44.5373
2022-03-02,48.4532
2022-03-03,47.8445
2022-03-04,45.144
2022-03-05,45.144
2022-03-06,45.144
2022-03-07,42.8393
2022-03-08,44.5303
2022-03-09,46.3457
2022-03-10,44.2648
2022-03-11,43.9093
2022-03-12,43.9093
2022-03-13,43.9093
2022-03-14,43.8901
2022-03-15,43.8108
2022-03-16,44.9923
2022-03-17,47.0938
2022-03-18,48.4401
2022-03-19,48.4401
2022-03-20,48.4401
2022-03-21,48.1319
2022-03-22,46.9083
2022-03-23,43.7473
2022-03-24,53.8929
2022-03-25,53.9114
2022-03-26,53.9114
2022-03-27,53.9114
2022-03-28,52.9861
2022-03-29,55.5777
2022-03-30,52.569
2022-03-31,51.9598
2022-04-01,51.5548
2022-04-02,51.5548
2022-04-03,51.5548
2022-04-04,52.9329
2022-04-05,52.2093
2022-04-06,49.0401
2022-04-07,50.6672
2022-04-08,52.2153
2022-04-09,52.2153
2022-04-10,52.2153
2022-04-11,50.3769
2022-04-12,52.1109
2022-04-13,54.1584
2022-04-14,54.147
2022-04-15,54.147
2022-04-16,54.147
2022-04-17,54.147
2022-04-18,55.682
2022-04-19,57.1473
2022-04-20,58.1234
2022-04-21,56.9323
2022-04-22,53.1045
2022-04-23,53.1045
2022-04-24,53.1045
2022-04-25,55.9679
2022-04-26,52.7881
2022-04-27,52.7666
2022-04-28,53.9805
2022-04-29,49.4379
2022-04-30,49.4379
2022-05-01,49.4379
2022-05-02,49.8723
2022-05-03,48.9616
2022-05-04,50.0108
2022-05-05,46.7591
2022-05-06,45.0807
2022-05-07,45.0807
2022-05-08,45.0807
2022-05-09,43.4237
2022-05-10,42.2239
2022-05-11,41.0835
2022-05-12,43.9931
2022-05-13,45.1103
2022-05-14,45.1103
2022-05-15,45.1103
2022-05-16,46.2744
2022-05-17,48.6458
2022-05-18,45.3216
2022-05-19,44.9634
2022-05-20,44.3472
2022-05-21,44.3472
2022-05-22,44.3472
2022-05-23,45.3052
2022-05-24,41.6904
2022-05-25,47.4298
2022-05-26,50.7658
2022-05-27,53.3195
2022-05-28,53.3195
2022-05-29,53.3195
2022-05-30,53.3195
2022-05-31,53.1389
2022-06-01,53.6686
2022-06-02,55.5707
2022-06-03,55.9498
2022-06-04,55.9498
2022-06-05,55.9498
2022-06-06,55.1978
2022-06-07,53.5309
2022-06-08,53.1861
2022-06-09,57.1334
2022-06-10,54.496
2022-06-11,54.496
2022-06-12,54.496
2022-06-13,49.6765
2022-06-14,49.8372
2022-06-15,51.8351
2022-06-16,45.5929
2022-06-17,49.6132
2022-06-18,49.6132
2022-06-19,49.6132
2022-06-20,49.6132
2022-06-21,51.4272
2022-06-22,50.7834
2022-06-23,52.5502
2022-06-24,54.5465
2022-06-25,54.5465
2022-06-26,54.5465
2022-06-27,54.7276
2022-06-28,53.4068
2022-06-29,50.8509
2022-06-30,49.182
2022-07-01,48.1707
2022-07-02,48.1707
2022-07-03,48.1707
2022-07-04,48.1707
2022-07-05,49.4312
2022-07-06,48.44
2022-07-07,49.6973
2022-07-08,49.0824
2022-07-09,49.0824
2022-07-10,49.0824
2022-07-11,47.2435
2022-07-12,47.5001
2022-07-13,46.7358
2022-07-14,45.3254
2022-07-15,47.5815
2022-07-16,47.5815
2022-07-17,47.5815
2022-07-18,49.461
2022-07-19,52.5641
2022-07-20,53.8097
2022-07-21,54.6446
2022-07-22,54.6693
2022-07-23,54.6693
2022-07-24,54.6693
2022-07-25,54.5873
2022-07-26,52.0542
2022-07-27,54.3421
2022-07-28,55.4336
2022-07-29,55.5689
2022-07-30,55.5689
2022-07-31,55.5689
2022-08-01,56.872
2022-08-02,54.294
2022-08-03,56.0801
2022-08-04,57.8023
2022-08-05,58.0202
2022-08-06,58.0202
2022-08-07,58.0202
2022-08-08,59.2536
2022-08-09,57.2849
2022-08-10,61.0814
2022-08-11,61.7405
2022-08-12,63.0154
2022-08-13,63.0154
2022-08-14,63.0154
2022-08-15,64.3265
2022-08-16,68.6983
2022-08-17,69.0507
2022-08-18,69.6713
2022-08-19,69.9028
2022-08-20,69.9028
2022-08-21,69.9028
2022-08-22,67.1533
2022-08-23,68.1302
2022-08-24,64.6943
2022-08-25,65.1395
2022-08-26,63.0539
2022-08-27,63.0539
2022-08-28,63.0539
2022-08-29,63.3908
2022-08-30,59.4125
2022-08-31,55.6949
2022-09-01,51.7486
2022-09-02,44.5104
2022-09-03,44.5104
2022-09-04,44.5104
2022-09-05,44.5104
2022-09-06,43.0731
2022-09-07,42.7164
2022-09-08,43.1063
2022-09-09,44.4662
2022-09-10,44.4662
2022-09-11,44.4662
2022-09-12,44.6629
2022-09-13,40.7959
2022-09-14,40.547
2022-09-15,42.8857
2022-09-16,41.4974
2022-09-17,41.4974
2022-09-18,41.4974
2022-09-19,44.4658
2022-09-20,48.7595
2022-09-21,46.5602
2022-09-22,46.2226
2022-09-23,43.6435
2022-09-24,43.6435
2022-09-25,43.6435
2022-09-26,44.6451
2022-09-27,46.1904
2022-09-28,48.2768
2022-09-29,45.6679
2022-09-30,45.6407
2022-10-01,45.6407
2022-10-02,45.6407
2022-10-03,43.7639
2022-10-04,46.4735
2022-10-05,47.1323
2022-10-06,47.4707
2022-10-07,45.9844
2022-10-08,45.9844
2022-10-09,45.9844
2022-10-10,45.7171
2022-10-11,47.2348
2022-10-12,46.7081
2022-10-13,48.0961
2022-10-14,45.8952
2022-10-15,45.8952
2022-10-16,45.8952
2022-10-17,49.7296
2022-10-18,50.6889
2022-10-19,49.7793
2022-10-20,47.7228
2022-10-21,50.1796
2022-10-22,50.1796
2022-10-23,50.1796
2022-10-24,51.1377
2022-10-25,52.7158
2022-10-26,53.0635
2022-10-27,52.1989
2022-10-28,55.4622
2022-10-29,55.4622
2022-10-30,55.4622
2022-10-31,56.3876
2022-11-01,57.0512
2022-11-02,53.828
2022-11-03,54.0505
2022-11-04,55.8128
2022-11-05,55.8128
2022-11-06,55.8128
2022-11-07,52.9685
2022-11-08,52.0166
2022-11-09,48.4469
2022-11-10,55.7731
2022-11-11,57.4844
2022-11-12,57.4844
2022-11-13,57.4844
2022-11-14,57.9962
2022-11-15,61.4005
2022-11-16,57.2687
2022-11-17,57.6259
2022-11-18,58.0066
2022-11-19,58.0066
2022-11-20,58.0066
2022-11-21,57.6194
2022-11-22,61.0477
2022-11-23,61.1183
2022-11-24,61.1183
2022-11-25,59.6973
2022-11-26,59.6973
2022-11-27,59.6973
2022-11-28,58.4617
2022-11-29,57.9992
2022-11-30,59.1507
2022-12-01,59.5516
2022-12-02,60.8302
2022-12-03,60.8302
2022-12-04,60.8302
2022-12-05,55.8412
2022-12-06,54.7351
2022-12-07,54.4562
2022-12-08,49.5607
2022-12-09,48.8335
2022-12-10,48.8335
2022-12-11,48.8335
2022-12-12,50.7041
2022-12-13,50.7844
2022-12-14,50.0635
2022-12-15,47.9584
2022-12-16,46.9766
2022-12-17,46.9766
2022-12-18,46.9766
2022-12-19,45.4647
2022-12-20,43.6547
2022-12-21,46.3417
2022-12-22,45.7164
2022-12-23,45.8438
2022-12-24,45.8438
2022-12-25,45.8438
2022-12-26,45.8438
2022-12-27,46.1922
2022-12-28,43.9058
2022-12-29,45.8459
2022-12-30,44.1509
2022-12-31,44.1509
2023-01-01,44.1509
2023-01-02,44.1509
2023-01-03,43.4021
2023-01-04,45.2419
2023-01-05,45.4317
2023-01-06,49.1324
2023-01-07,49.1324
2023-01-08,49.1324
2023-01-09,52.2097
2023-01-10,54.8884
2023-01-11,54.6153
2023-01-12,54.4831
2023-01-13,55.9106
2023-01-14,55.9106
2023-01-15,55.9106
2023-01-16,55.9106
2023-01-17,54.9368
2023-01-18,54.6858
2023-01-19,54.438
2023-01-20,57.3661
2023-01-21,57.3661
2023-01-22,57.3661
2023-01-23,58.5732
2023-01-24,60.0043
2023-01-25,60.8345
2023-01-26,60.9108
2023-01-27,62.8312
2023-01-28,62.8312
2023-01-29,62.8312
2023-01-30,61.1237
2023-01-31,62.1801
2023-02-01,62.7846
2023-02-02,65.1421
2023-02-03,62.1118
2023-02-04,62.1118
2023-02-05,62.1118
2023-02-06,61.1882
2023-02-07,58.9171
2023-02-08,53.3229
2023-02-09,55.0525
2023-02-10,56.1868
2023-02-11,56.1868
2023-02-12,56.1868
2023-02-13,58.6343
2023-02-14,57.7451
2023-02-15,58.4323
2023-02-16,57.758
2023-02-17,58.912
2023-02-18,58.912
2023-02-19,58.912
2023-02-20,58.912
2023-02-21,54.5564
2023-02-22,56.4078
2023-02-23,56.2567
2023-02-24,55.6303
2023-02-25,55.6303
2023-02-26,55.6303
2023-02-27,55.9736
2023-02-28,57.1202
2023-03-01,56.1528
2023-03-02,56.1005
2023-03-03,59.1316
2023-03-04,59.1316
2023-03-05,59.1316
2023-03-06,54.352
2023-03-07,53.8673
2023-03-08,53.884
2023-03-09,51.9223
2023-03-10,49.832
2023-03-11,49.832
2023-03-12,49.832
2023-03-13,48.2597
2023-03-14,52.5454
2023-03-15,52.1509
2023-03-16,55.2018
2023-03-17,53.1558
2023-03-18,53.1558
