,RGP US Equity
2023-03-19,45.077
2023-03-20,46.4195
2023-03-21,48.6352
2023-03-22,47.9282
2023-03-23,43.9011
2023-03-24,45.3799
2023-03-25,45.3799
2023-03-26,45.3799
2023-03-27,47.3447
2023-03-28,45.9632
2023-03-29,44.0631
2023-03-30,44.3013
2023-03-31,45.8131
2023-04-01,45.8131
2023-04-02,45.8131
2023-04-03,46.0523
2023-04-04,42.9778
2023-04-05,35.9518
2023-04-06,39.1989
2023-04-07,39.1989
2023-04-08,39.1989
2023-04-09,39.1989
2023-04-10,40.5355
2023-04-11,40.0798
2023-04-12,39.2182
2023-04-13,41.2174
2023-04-14,40.5279
2023-04-15,40.5279
2023-04-16,40.5279
2023-04-17,41.3862
2023-04-18,39.871
2023-04-19,38.5669
2023-04-20,38.205
2023-04-21,36.9742
2023-04-22,36.9742
2023-04-23,36.9742
2023-04-24,36.3186
2023-04-25,34.1956
2023-04-26,33.5953
2023-04-27,35.1355
2023-04-28,35.9492
2023-04-29,35.9492
2023-04-30,35.9492
2023-05-01,35.6919
2023-05-02,34.4177
2023-05-03,35.0889
2023-05-04,34.6694
2023-05-05,37.6571
2023-05-06,37.6571
2023-05-07,37.6571
2023-05-08,36.9246
2023-05-09,37.1193
2023-05-10,40.4469
2023-05-11,40.6326
2023-05-12,42.5777
2023-05-13,42.5777
2023-05-14,42.5777
2023-05-15,44.1111
2023-05-16,42.5218
2023-05-17,44.9529
2023-05-18,47.1786
2023-05-19,47.8497
2023-05-20,47.8497
2023-05-21,47.8497
2023-05-22,50.2995
2023-05-23,51.7076
2023-05-24,49.763
2023-05-25,47.1636
2023-05-26,48.7913
2023-05-27,48.7913
2023-05-28,48.7913
2023-05-29,48.7913
2023-05-30,47.6523
2023-05-31,46.602
2023-06-01,48.1229
2023-06-02,53.5243
2023-06-03,53.5243
2023-06-04,53.5243
2023-06-05,52.0248
2023-06-06,56.0474
2023-06-07,59.6629
2023-06-08,56.7054
2023-06-09,57.0532
2023-06-10,57.0532
2023-06-11,57.0532
2023-06-12,56.8171
2023-06-13,55.7046
2023-06-14,50.1206
2023-06-15,49.8521
2023-06-16,50.605
2023-06-17,50.605
2023-06-18,50.605
2023-06-19,50.605
2023-06-20,51.4953
2023-06-21,51.4953
2023-06-22,51.8525
2023-06-23,49.586
2023-06-24,49.586
2023-06-25,49.586
2023-06-26,48.2761
2023-06-27,47.7685
2023-06-28,48.4889
2023-06-29,49.0543
2023-06-30,48.3485
2023-07-01,48.3485
2023-07-02,48.3485
2023-07-03,50.3203
2023-07-04,50.3203
2023-07-05,49.9913
2023-07-06,48.9159
2023-07-07,50.525
2023-07-08,50.525
2023-07-09,50.525
2023-07-10,50.6097
2023-07-11,52.543
2023-07-12,51.0161
2023-07-13,52.5272
2023-07-14,54.5419
2023-07-15,54.5419
2023-07-16,54.5419
2023-07-17,54.6216
2023-07-18,55.2705
2023-07-19,55.5173
2023-07-20,52.9967
2023-07-21,49.3788
2023-07-22,49.3788
2023-07-23,49.3788
2023-07-24,53.1929
2023-07-25,55.6511
2023-07-26,52.0295
2023-07-27,48.3019
2023-07-28,48.15
2023-07-29,48.15
2023-07-30,48.15
2023-07-31,49.4649
2023-08-01,50.1191
2023-08-02,49.1321
2023-08-03,50.8026
2023-08-04,49.8708
2023-08-05,49.8708
2023-08-06,49.8708
2023-08-07,52.259
2023-08-08,50.2932
2023-08-09,52.155
2023-08-10,50.455
2023-08-11,51.5974
2023-08-12,51.5974
2023-08-13,51.5974
2023-08-14,51.9251
2023-08-15,50.8567
2023-08-16,49.8833
2023-08-17,49.4384
2023-08-18,48.8971
2023-08-19,48.8971
2023-08-20,48.8971
2023-08-21,47.991
2023-08-22,45.299
2023-08-23,45.1285
2023-08-24,44.2668
2023-08-25,44.3767
2023-08-26,44.3767
2023-08-27,44.3767
2023-08-28,45.7054
2023-08-29,45.332
2023-08-30,49.6903
2023-08-31,47.0408
2023-09-01,48.659
2023-09-02,48.659
2023-09-03,48.659
2023-09-04,48.659
2023-09-05,45.1782
2023-09-06,46.0987
2023-09-07,42.8717
2023-09-08,40.8251
2023-09-09,40.8251
2023-09-10,40.8251
2023-09-11,41.4674
2023-09-12,41.3128
2023-09-13,40.9965
2023-09-14,46.1179
2023-09-15,45.271
2023-09-16,45.271
2023-09-17,45.271
2023-09-18,45.6838
2023-09-19,44.639
2023-09-20,44.3766
2023-09-21,47.6658
2023-09-22,45.6826
2023-09-23,45.6826
2023-09-24,45.6826
2023-09-25,46.6224
2023-09-26,43.6695
2023-09-27,46.3573
2023-09-28,46.0947
2023-09-29,44.8681
2023-09-30,44.8681
2023-10-01,44.8681
2023-10-02,43.7497
2023-10-03,41.9204
2023-10-04,41.2713
2023-10-05,34.6751
2023-10-06,40.3344
2023-10-07,40.3344
2023-10-08,40.3344
2023-10-09,41.0613
2023-10-10,40.5167
2023-10-11,40.922
2023-10-12,40.85
2023-10-13,39.4154
2023-10-14,39.4154
2023-10-15,39.4154
2023-10-16,42.0472
2023-10-17,44.6347
2023-10-18,42.9559
2023-10-19,41.9905
2023-10-20,40.5403
2023-10-21,40.5403
2023-10-22,40.5403
2023-10-23,38.0909
2023-10-24,36.9365
2023-10-25,36.5545
2023-10-26,39.262
2023-10-27,37.7938
2023-10-28,37.7938
2023-10-29,37.7938
2023-10-30,37.6614
2023-10-31,39.8423
2023-11-01,40.7008
2023-11-02,42.5044
2023-11-03,44.6555
2023-11-04,44.6555
2023-11-05,44.6555
2023-11-06,45.1609
2023-11-07,43.2803
2023-11-08,42.3289
2023-11-09,42.0897
2023-11-10,43.1969
2023-11-11,43.1969
2023-11-12,43.1969
2023-11-13,43.6427
2023-11-14,50.8295
2023-11-15,50.2715
2023-11-16,49.5216
2023-11-17,49.5216
2023-11-18,49.5216
2023-11-19,49.5216
2023-11-20,50.702
2023-11-21,48.1768
2023-11-22,47.8921
2023-11-23,47.8921
2023-11-24,47.998
2023-11-25,47.998
2023-11-26,47.998
2023-11-27,46.4349
2023-11-28,44.8303
2023-11-29,44.0886
2023-11-30,43.9945
2023-12-01,49.3117
2023-12-02,49.3117
2023-12-03,49.3117
2023-12-04,50.7872
2023-12-05,48.2805
2023-12-06,49.8179
2023-12-07,49.8179
2023-12-08,51.6629
2023-12-09,51.6629
2023-12-10,51.6629
2023-12-11,51.1228
2023-12-12,48.6999
2023-12-13,51.7833
2023-12-14,52.8581
2023-12-15,49.7306
2023-12-16,49.7306
2023-12-17,49.7306
2023-12-18,50.538
2023-12-19,49.5098
2023-12-20,49.1991
2023-12-21,49.957
2023-12-22,49.957
2023-12-23,49.957
2023-12-24,49.957
2023-12-25,49.957
2023-12-26,50.7434
2023-12-27,50.0461
2023-12-28,51.2023
2023-12-29,50.1222
2023-12-30,50.1222
2023-12-31,50.1222
2024-01-01,50.1222
2024-01-02,47.9148
2024-01-03,44.7996
2024-01-04,41.6146
2024-01-05,39.5855
2024-01-06,39.5855
2024-01-07,39.5855
2024-01-08,38.8193
2024-01-09,35.72
2024-01-10,40.0375
2024-01-11,41.2972
2024-01-12,41.8388
2024-01-13,41.8388
2024-01-14,41.8388
2024-01-15,41.8388
2024-01-16,41.2267
2024-01-17,41.4797
2024-01-18,41.4797
2024-01-19,42.6686
2024-01-20,42.6686
2024-01-21,42.6686
2024-01-22,47.0002
2024-01-23,46.5841
2024-01-24,48.1281
2024-01-25,50.7344
2024-01-26,49.5038
2024-01-27,49.5038
2024-01-28,49.5038
2024-01-29,48.292
2024-01-30,47.3118
2024-01-31,46.445
2024-02-01,46.6975
2024-02-02,44.9433
2024-02-03,44.9433
2024-02-04,44.9433
2024-02-05,44.192
2024-02-06,45.7989
2024-02-07,42.7236
2024-02-08,44.582
2024-02-09,44.582
2024-02-10,44.582
2024-02-11,44.582
2024-02-12,51.9679
2024-02-13,44.036
2024-02-14,47.1595
2024-02-15,50.6723
2024-02-16,49.3872
2024-02-17,49.3872
2024-02-18,49.3872
2024-02-19,49.3872
2024-02-20,46.7584
2024-02-21,47.9992
2024-02-22,46.4487
2024-02-23,48.1803
2024-02-24,48.1803
2024-02-25,48.1803
2024-02-26,49.7673
2024-02-27,52.5943
2024-02-28,51.3791
2024-02-29,53.2693
2024-03-01,54.1905
2024-03-02,54.1905
2024-03-03,54.1905
2024-03-04,55.4298
2024-03-05,50.1014
2024-03-06,51.208
2024-03-07,52.4663
2024-03-08,54.4122
2024-03-09,54.4122
2024-03-10,54.4122
2024-03-11,51.5902
2024-03-12,49.5327
2024-03-13,50.1328
2024-03-14,45.2795
2024-03-15,47.9296
2024-03-16,47.9296
2024-03-17,47.9296
2024-03-18,46.4289
2024-03-19,45.2562
2024-03-20,47.0713
2024-03-21,47.585
2024-03-22,45.8215
2024-03-23,45.8215
2024-03-24,45.8215
2024-03-25,46.0016
2024-03-26,43.6748
2024-03-27,47.3204
2024-03-28,48.1669
2024-03-29,48.1669
2024-03-30,48.1669
2024-03-31,48.1669
2024-04-01,46.6922
2024-04-02,43.9797
2024-04-03,41.8068
2024-04-04,36.3999
2024-04-05,42.0672
2024-04-06,42.0672
2024-04-07,42.0672
2024-04-08,41.6159
